ntp_code,ntp_formal_name,ntp_status,ntp_type,ntp_status_effective_time
"9011706","rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule","ACTIVE",NA,"20000515"
"9000904","progesterone 8 % vaginal gel","ACTIVE",NA,"20000520"
"9006577","estradiol 50 mcg per 24 hour and norethindrone acetate 250 mcg per 24 hour transdermal patch","ACTIVE",NA,"20000525"
"9012362","estradiol 50 mcg per 24 hour and norethindrone acetate 140 mcg per 24 hour transdermal patch","ACTIVE",NA,"20000525"
"9000906","beclomethasone dipropionate 100 mcg per actuation pressurised inhalation","ACTIVE",NA,"20000529"
"9000907","beclomethasone dipropionate 50 mcg per actuation pressurised inhalation","ACTIVE",NA,"20000529"
"9000910","amiodarone hydrochloride 450 mg per 9 mL solution for injection vial","ACTIVE",NA,"20000614"
"9000909","amiodarone hydrochloride 150 mg per 3 mL solution for injection vial","ACTIVE",NA,"20000614"
"9000911","amiodarone hydrochloride 900 mg per 18 mL solution for injection vial","ACTIVE",NA,"20000614"
"9000912","risedronate sodium 5 mg oral tablet","ACTIVE",NA,"20000725"
"9000913","butorphanol tartrate 10 mg per mL nasal spray","ACTIVE",NA,"20000801"
"9000915","warfarin sodium 7.5 mg oral tablet","ACTIVE",NA,"20000809"
"9000914","warfarin sodium 6 mg oral tablet","ACTIVE",NA,"20000809"
"9003510","exemestane 25 mg oral tablet","ACTIVE",NA,"20000817"
"9000918","pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet","ACTIVE",NA,"20000828"
"9000916","pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet","ACTIVE",NA,"20000828"
"9000917","pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet","ACTIVE",NA,"20000828"
"9003521","eprosartan (eprosartan mesylate) 400 mg oral tablet","ACTIVE",NA,"20000908"
"9000920","meloxicam 7.5 mg oral tablet","ACTIVE",NA,"20000926"
"9000919","meloxicam 15 mg oral tablet","ACTIVE",NA,"20000926"
"9000921","ibuprofen 200 mg oral capsule","ACTIVE",NA,"20001002"
"9000923","moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet","ACTIVE",NA,"20001020"
NA,"ibutilide fumrate 1 mg per 10 mL solution for injection vial","ACTIVE",NA,"20001128"
"9000927","hydrocortisone valerate 0.2 % cutaneous ointment","ACTIVE",NA,"20001218"
"9000926","hydrocortisone valerate 0.2 % cutaneous cream","ACTIVE",NA,"20001218"
"9012386","testosterone 2.5 mg per 24 hour transdermal patch","ACTIVE",NA,"20001219"
"9003551","trimethoprim 100 mg oral tablet","ACTIVE",NA,"20010101"
"9012387","salbutamol (salbutamol sulfate) 200 mcg per actuation inhalation powder","ACTIVE",NA,"20010102"
"9006273","doxycycline (doxycycline hyclate) 8.8 % periodontal gel","ACTIVE",NA,"20010131"
"9000931","fenofibrate 67 mg oral capsule","ACTIVE",NA,"20010221"
"9003563","levonorgestrel 52 mg intrauterine delivery system","ACTIVE",NA,"20010222"
"9000932","pravastatin sodium 10 mg oral tablet","ACTIVE",NA,"20010227"
"9000933","amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet","ACTIVE",NA,"20010301"
"9003566","zolmitriptan 2.5 mg orodispersible tablet","ACTIVE",NA,"20010305"
"9000934","olanzapine 5 mg orodispersible tablet","ACTIVE",NA,"20010306"
"9006369","dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment","ACTIVE",NA,"20010309"
"9000936","naproxen 250 mg gastro-resistant tablet","ACTIVE",NA,"20010314"
"9000935","olanzapine 10 mg orodispersible tablet","ACTIVE",NA,"20010315"
"9000937","tacrolimus 0.5 mg oral capsule","ACTIVE",NA,"20010402"
"9000938","gliclazide 30 mg prolonged-release oral tablet","ACTIVE",NA,"20010404"
"9000939","montelukast (montelukast sodium) 4 mg chewable tablet","ACTIVE",NA,"20010409"
"9000940","mirtazapine 30 mg oral tablet","ACTIVE",NA,"20010524"
"9003601","eprosartan (eprosartan mesylate) 600 mg oral tablet","ACTIVE",NA,"20010525"
"9000941","digoxin 0.05 mg per mL oral solution","ACTIVE",NA,"20010601"
"9000942","lorazepam 4 mg per 1 mL solution for injection vial","ACTIVE",NA,"20010606"
"9003614","misoprostol 200 mcg oral tablet","ACTIVE",NA,"20010618"
"9003613","misoprostol 100 mcg oral tablet","ACTIVE",NA,"20010618"
"9000944","oxybutynin chloride 5 mg prolonged-release oral tablet","ACTIVE",NA,"20010622"
"9000943","oxybutynin chloride 10 mg prolonged-release oral tablet","ACTIVE",NA,"20010622"
"9000946","candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet","ACTIVE",NA,"20010626"
"9000947","atorvastatin (atorvastatin calcium) 80 mg oral tablet","ACTIVE",NA,"20010629"
"9000948","hydromorphone hydrochloride 18 mg prolonged-release oral capsule","ACTIVE",NA,"20010703"
"9003623","brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid","ACTIVE",NA,"20010723"
"9003627","trimethoprim 200 mg oral tablet","ACTIVE",NA,"20010730"
"9003626","phenylephrine hydrochloride 10 mg per 1 mL solution for injection","ACTIVE",NA,"20010730"
"9000949","fusidic acid 1 % ophthalmic drops","ACTIVE",NA,"20010807"
"9000950","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","ACTIVE",NA,"20010816"
"9000951","betahistine hydrochloride 16 mg oral tablet","ACTIVE",NA,"20010817"
"9000952","esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant tablet","ACTIVE",NA,"20010820"
"9000953","esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet","ACTIVE",NA,"20010820"
"9000954","quetiapine (quetiapine fumarate) 300 mg oral tablet","ACTIVE",NA,"20010821"
"9003644","benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","ACTIVE",NA,"20010904"
"9009365","estradiol 75 mcg per 24 hour transdermal patch","ACTIVE",NA,"20010905"
"9009360","estradiol 37.5 mcg per 24 hour transdermal patch","ACTIVE",NA,"20010905"
"9003645","brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","ACTIVE",NA,"20010905"
"9003646","brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","ACTIVE",NA,"20010906"
"9000959","tacrolimus 0.03 % cutaneous ointment","ACTIVE",NA,"20010906"
"9000960","tacrolimus 0.1 % cutaneous ointment","ACTIVE",NA,"20010906"
"9000961","lamotrigine 2 mg oral tablet","ACTIVE",NA,"20010913"
"9003653","brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","ACTIVE",NA,"20010928"
"9000962","insulin aspart 100 unit per mL solution for injection 3 mL cartridge","ACTIVE",NA,"20011031"
"9003664","acetylsalicylic acid 81 mg chewable tablet","ACTIVE",NA,"20011101"
"9000963","quinine sulfate 300 mg oral tablet","ACTIVE",NA,"20011108"
"9000964","methotrexate (methotrexate sodium) 2.5 mg oral tablet","ACTIVE",NA,"20011114"
"9012363","hydromorphone hydrochloride 1000 mg per 10 mL solution for injection 10 mL vial","ACTIVE",NA,"20011210"
"9012364","bosentan 125 mg oral tablet","ACTIVE",NA,"20011214"
"9012365","bosentan 62.5 mg oral tablet","ACTIVE",NA,"20011214"
"9006558","azathioprine (azathioprine sodium) 50 mg per vial powder for solution for injection","ACTIVE",NA,"20011220"
"9000967","fluticasone propionate 125 mcg per actuation pressurised inhalation","ACTIVE",NA,"20011220"
"9000969","fluticasone propionate 50 mcg per actuation pressurised inhalation","ACTIVE",NA,"20011220"
"9000968","fluticasone propionate 250 mcg per actuation pressurised inhalation","ACTIVE",NA,"20011220"
"9006276","fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation","ACTIVE",NA,"20011221"
"9006275","fluticasone propionate 125 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation","ACTIVE",NA,"20011221"
"9000972","cetirizine hydrochloride 20 mg oral tablet","ACTIVE",NA,"20020114"
"9012377","budesonide 100 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","ACTIVE",NA,"20020208"
"9012378","budesonide 200 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","ACTIVE",NA,"20020208"
"9000973","alendronic acid (alendronate sodium) 70 mg oral tablet","ACTIVE",NA,"20020214"
"9000974","alfuzosin hydrochloride 10 mg prolonged-release oral tablet","ACTIVE",NA,"20020221"
"9009359","estradiol 25 mcg per 24 hour transdermal patch","ACTIVE",NA,"20020322"
"9000979","tolterodine tartrate 4 mg prolonged-release oral capsule","ACTIVE",NA,"20020326"
"9000978","tolterodine tartrate 2 mg prolonged-release oral capsule","ACTIVE",NA,"20020326"
"9000981","rabeprazole sodium 20 mg gastro-resistant tablet","ACTIVE",NA,"20020402"
"9000980","rabeprazole sodium 10 mg gastro-resistant tablet","ACTIVE",NA,"20020402"
NA,"testosterone 1 % transdermal gel 5 g sachet","ACTIVE",NA,"20020506"
NA,"testosterone 1 % transdermal gel 2.5 g sachet","ACTIVE",NA,"20020506"
"9003717","ipratropium bromide 0.5 mg per 2.5 mL and salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution","ACTIVE",NA,"20020514"
"9000985","clarithromycin 500 mg prolonged-release oral tablet","ACTIVE",NA,"20020522"
"9000986","ketorolac tromethamine 60 mg per 2 mL solution for injection vial","ACTIVE",NA,"20020523"
"9000987","bimatoprost 0.03 % ophthalmic drops","ACTIVE",NA,"20020524"
"9006277","clarithromycin 250 mg per 5 mL oral suspension","ACTIVE",NA,"20020528"
"9000990","insulin aspart 100 unit per mL solution for injection 10 mL vial","ACTIVE",NA,"20020612"
"9000993","olanzapine 15 mg oral tablet","ACTIVE",NA,"20020624"
"9003733","trandolapril 2 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet","ACTIVE",NA,"20020715"
"9003734","trandolapril 4 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet","ACTIVE",NA,"20020715"
"9000994","insulin glargine 100 unit per mL solution for injection 10 mL vial","ACTIVE",NA,"20020724"
"9000995","zopiclone 3.75 mg oral tablet","ACTIVE",NA,"20020729"
"9003742","brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid","ACTIVE",NA,"20020801"
"9000996","salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation","ACTIVE",NA,"20020822"
"9000997","levothyroxine sodium 500 mcg per vial powder for solution for injection","ACTIVE",NA,"20020827"
"9000998","amiodarone hydrochloride 300 mg per 6 mL solution for injection vial","ACTIVE",NA,"20020829"
"9003750","chlorhexidine gluconate 2 % lotion","ACTIVE",NA,"20020909"
"9012390","testosterone 5 mg per 24 hour transdermal patch","ACTIVE",NA,"20020924"
"9001001","metoprolol tartrate 25 mg oral tablet","ACTIVE",NA,"20021008"
"9003762","latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops","ACTIVE",NA,"20021024"
"9003763","phenylephrine hydrochloride 1 % solution for injection","ACTIVE",NA,"20021101"
"9006278","pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection ampoule","ACTIVE",NA,"20021101"
"9001003","tiotropium (tiotropium bromide) 18 mcg inhalation powder capsule","ACTIVE",NA,"20021121"
"9001004","atenolol 25 mg oral tablet","ACTIVE",NA,"20021128"
"9011705","rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution","ACTIVE",NA,"20021205"
"9003769","cefuroxime (cefuroxime sodium) 7.5 g per vial powder for solution for injection","ACTIVE",NA,"20021205"
"9003768","cefuroxime (cefuroxime sodium) 750 mg per vial powder for solution for injection","ACTIVE",NA,"20021205"
"9001008","risedronate sodium 35 mg oral tablet","ACTIVE",NA,"20021210"
"9003770","cefuroxime (cefuroxime sodium) 1.5 g per vial powder for solution for injection","ACTIVE",NA,"20021210"
"9001009","indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet","ACTIVE",NA,"20021219"
"9001010","simvastatin 5 mg oral tablet","ACTIVE",NA,"20021220"
"9001011","simvastatin 80 mg oral tablet","ACTIVE",NA,"20021220"
"9001013","valsartan 160 mg oral tablet","ACTIVE",NA,"20030124"
"9001012","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet","ACTIVE",NA,"20030124"
"9001014","valsartan 80 mg oral tablet","ACTIVE",NA,"20030124"
"9001016","rosuvastatin (rosuvastatin calcium) 20 mg oral tablet","ACTIVE",NA,"20030219"
"9001015","rosuvastatin (rosuvastatin calcium) 10 mg oral tablet","ACTIVE",NA,"20030219"
"9001017","rosuvastatin (rosuvastatin calcium) 40 mg oral tablet","ACTIVE",NA,"20030219"
"9003784","docusate sodium 50 mg and sennosides 8.6 mg oral tablet","ACTIVE",NA,"20030307"
"9001018","ibuprofen 100 mg chewable tablet","ACTIVE",NA,"20030331"
"9001019","diclofenac sodium 1.5 % cutaneous solution","ACTIVE",NA,"20030401"
"9001020","bisoprolol fumarate 10 mg oral tablet","ACTIVE",NA,"20030424"
"9001021","bisoprolol fumarate 5 mg oral tablet","ACTIVE",NA,"20030424"
"9001025","alendronic acid (alendronate sodium) 10 mg oral tablet","ACTIVE",NA,"20030512"
"9006279","ibuprofen 50 mg chewable tablet","ACTIVE",NA,"20030514"
"9001028","indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet","ACTIVE",NA,"20030516"
"9001030","hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet","ACTIVE",NA,"20030602"
"9001031","ezetimibe 10 mg oral tablet","ACTIVE",NA,"20030615"
"9006561","moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bottle","ACTIVE",NA,"20030624"
"9001032","moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag","ACTIVE",NA,"20030624"
"9003810","alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion","ACTIVE",NA,"20030702"
"9001034","methadone hydrochloride 1 mg per mL oral solution","ACTIVE",NA,"20030711"
"9001040","methylphenidate hydrochloride 54 mg prolonged-release oral tablet","ACTIVE",NA,"20030723"
"9001037","levetiracetam 750 mg oral tablet","ACTIVE",NA,"20030723"
"9001036","levetiracetam 500 mg oral tablet","ACTIVE",NA,"20030723"
"9001039","methylphenidate hydrochloride 36 mg prolonged-release oral tablet","ACTIVE",NA,"20030723"
"9001038","methylphenidate hydrochloride 18 mg prolonged-release oral tablet","ACTIVE",NA,"20030723"
"9001035","levetiracetam 250 mg oral tablet","ACTIVE",NA,"20030723"
"9001191","risperidone 0.5 mg orodispersible tablet","ACTIVE",NA,"20030727"
"9001043","methadone hydrochloride 25 mg oral tablet","ACTIVE",NA,"20030729"
"9001042","methadone hydrochloride 1 mg oral tablet","ACTIVE",NA,"20030729"
"9001041","methadone hydrochloride 10 mg oral tablet","ACTIVE",NA,"20030729"
"9001044","methadone hydrochloride 5 mg oral tablet","ACTIVE",NA,"20030729"
"9001047","carvedilol 3.125 mg oral tablet","ACTIVE",NA,"20030804"
"9001048","carvedilol 6.25 mg oral tablet","ACTIVE",NA,"20030804"
"9001045","carvedilol 12.5 mg oral tablet","ACTIVE",NA,"20030804"
"9001046","carvedilol 25 mg oral tablet","ACTIVE",NA,"20030804"
"9001049","ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet","ACTIVE",NA,"20030807"
"9003826","acetylsalicylic acid 162 mg gastro-resistant tablet","ACTIVE",NA,"20030902"
"9001050","doxycycline (doxycycline hyclate) 20 mg oral capsule","ACTIVE",NA,"20030903"
"9001051","perindopril erbumine 8 mg oral tablet","ACTIVE",NA,"20030911"
"9001053","trandolapril 4 mg oral capsule","ACTIVE",NA,"20031101"
"9001052","levothyroxine sodium 137 mcg oral tablet","ACTIVE",NA,"20031101"
"9003838","brimonidine tartrate 0.15 % ophthalmic drops","ACTIVE",NA,"20031105"
"9001054","dutasteride 0.5 mg oral capsule","ACTIVE",NA,"20031114"
"9001055","ciclopirox olamine 1.5 % shampoo","ACTIVE",NA,"20031117"
"9001056","tadalafil 20 mg oral tablet","ACTIVE",NA,"20031125"
"9001057","fosinopril sodium 10 mg oral tablet","ACTIVE",NA,"20031205"
"9001058","fosinopril sodium 20 mg oral tablet","ACTIVE",NA,"20031205"
"9003847","almotriptan (almotriptan malate) 6.25 mg oral tablet","ACTIVE",NA,"20031208"
"9003846","almotriptan (almotriptan malate) 12.5 mg oral tablet","ACTIVE",NA,"20031208"
"9001059","betahistine hydrochloride 24 mg oral tablet","ACTIVE",NA,"20031210"
"9001060","tadalafil 10 mg oral tablet","ACTIVE",NA,"20031211"
"9003850","brimonidine tartrate 0.2 % and timolol (timolol maleate) 0.5 % ophthalmic drops","ACTIVE",NA,"20031211"
"9001062","mirtazapine 30 mg orodispersible tablet","ACTIVE",NA,"20031222"
"9001061","mirtazapine 15 mg orodispersible tablet","ACTIVE",NA,"20031222"
"9001063","mirtazapine 45 mg orodispersible tablet","ACTIVE",NA,"20031222"
"9001064","alendronic acid (alendronate sodium) 5 mg oral tablet","ACTIVE",NA,"20031223"
"9006562","ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch","ACTIVE","NA","20031224"
"9003796","acetylsalicylic acid 80 mg oral tablet","ACTIVE",NA,"20040101"
"9001066","paroxetine (paroxetine hydrochloride) 12.5 mg prolonged-release oral tablet","ACTIVE",NA,"20040105"
"9001067","paroxetine (paroxetine hydrochloride) 25 mg prolonged-release oral tablet","ACTIVE",NA,"20040105"
"9001068","olanzapine 15 mg orodispersible tablet","ACTIVE",NA,"20040109"
"9001069","olanzapine (olanzapine tartrate) 10 mg per vial powder for solution for injection","ACTIVE",NA,"20040112"
"9003871","amphetamine aspartate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9003867","amphetamine aspartate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9003869","amphetamine aspartate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9003870","amphetamine aspartate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9003868","amphetamine aspartate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9003866","amphetamine aspartate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule","ACTIVE",NA,"20040130"
"9001070","montelukast (montelukast sodium) 4 mg per pck granules for oral suspension","ACTIVE",NA,"20040220"
"9001071","ketorolac tromethamine 0.4 % ophthalmic drops","ACTIVE",NA,"20040308"
"9003880","benzalkonium chloride 0.3 % cutaneous liquid","ACTIVE",NA,"20040309"
"9001074","ipratropium bromide 20 mcg per actuation pressurised inhalation","ACTIVE",NA,"20040324"
"9001075","mirtazapine 15 mg oral tablet","ACTIVE",NA,"20040331"
"9001076","ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet","ACTIVE",NA,"20040408"
"9001077","methotrexate 10 mg oral tablet","ACTIVE",NA,"20040412"
"9001078","moxifloxacin (moxifloxacin hydrochloride) 0.5 % ophthalmic drops","ACTIVE",NA,"20040512"
"9001079","ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops","ACTIVE",NA,"20040513"
"9007115","amiloride hydrochloride 5 mg oral tablet","ACTIVE",NA,"20040618"
"9001080","ibuprofen 400 mg oral capsule","ACTIVE",NA,"20040621"
"9003923","eprosartan (eprosartan mesylate) 600 mg and hydrochlorothiazide 12.5 mg oral tablet","ACTIVE",NA,"20040706"
"9001081","clonidine hydrochloride 0.025 mg oral tablet","ACTIVE",NA,"20040713"
"9001082","ciclopirox 8 % cutaneous solution","ACTIVE",NA,"20040728"
"9006588","oxybutynin 3.9 mg per 24 hour transdermal patch","ACTIVE",NA,"20040812"
"9001086","diltiazem hydrochloride 300 mg prolonged-release oral tablet","ACTIVE",NA,"20040813"
"9001085","diltiazem hydrochloride 240 mg prolonged-release oral tablet","ACTIVE",NA,"20040813"
"9001083","diltiazem hydrochloride 120 mg prolonged-release oral tablet","ACTIVE",NA,"20040813"
"9001087","diltiazem hydrochloride 360 mg prolonged-release oral tablet","ACTIVE",NA,"20040813"
"9001084","diltiazem hydrochloride 180 mg prolonged-release oral tablet","ACTIVE",NA,"20040813"
"9001088","mirtazapine 45 mg oral tablet","ACTIVE",NA,"20040817"
"9006472","risperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution","ACTIVE","NA","20040908"
"9006474","risperidone 50 mg per vial powder for prolonged-release suspension for injection with diluent solution","ACTIVE","NA","20040908"
"9006280","ranitidine (ranitidine hydrochloride) 75 mg per 5 mL oral solution","ACTIVE",NA,"20040908"
"9006473","risperidone 25 mg per vial powder for prolonged-release suspension for injection with diluent solution","ACTIVE","NA","20040908"
"9003937","nabilone 0.5 mg oral capsule","ACTIVE",NA,"20040916"
NA,"testosterone 1 % transdermal gel","ACTIVE",NA,"20040920"
"9003962","eletriptan (eletriptan hydrobromide) 40 mg oral tablet","ACTIVE",NA,"20041013"
"9003961","eletriptan (eletriptan hydrobromide) 20 mg oral tablet","ACTIVE",NA,"20041013"
"9009371","ethacrynic acid 25 mg oral tablet","ACTIVE",NA,"20041015"
"9003977","alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 % cutaneous spray","ACTIVE",NA,"20041120"
"9003981","levofloxacin 250 mg oral tablet","ACTIVE",NA,"20041130"
"9003982","levofloxacin 500 mg oral tablet","ACTIVE",NA,"20041130"
"9006475","ethinyl estradiol 15 mcg per 24 hours and etonogestrel 120 mcg per 24 hours vaginal delivery system","ACTIVE","NA","20041202"
"9001098","clobetasol propionate 0.05 % shampoo","ACTIVE",NA,"20041215"
"9006564","drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet","ACTIVE","NA","20041222"
"9006565","drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","ACTIVE","NA","20041222"
NA,"zolmitriptan 2.5 mg per actuation nasal spray","ACTIVE",NA,"20041223"
NA,"zolmitriptan 5 mg per actuation nasal spray","ACTIVE",NA,"20041223"
"9001100","methylphenidate hydrochloride 27 mg prolonged-release oral tablet","ACTIVE",NA,"20050106"
"9009381","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","ACTIVE","Comb","20050127"
"9009380","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet","ACTIVE","Comb","20050127"
"9004010","omalizumab 150 mg per vial powder for solution for injection","ACTIVE",NA,"20050203"
"9001102","escitalopram (escitalopram oxalate) 10 mg oral tablet","ACTIVE",NA,"20050214"
"9001103","escitalopram (escitalopram oxalate) 20 mg oral tablet","ACTIVE",NA,"20050214"
"9001104","atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule","ACTIVE",NA,"20050224"
"9001105","atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule","ACTIVE",NA,"20050224"
"9001108","atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule","ACTIVE",NA,"20050303"
"9001106","atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule","ACTIVE",NA,"20050303"
"9001107","atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule","ACTIVE",NA,"20050303"
"9001109","rosuvastatin (rosuvastatin calcium) 5 mg oral tablet","ACTIVE",NA,"20050318"
"9012366","cilazapril 1 mg oral tablet","ACTIVE",NA,"20050401"
"9001110","lithium carbonate 300 mg prolonged-release oral tablet","ACTIVE",NA,"20050406"
"9006479","vitamin D3 (cholecalciferol) 10000 unit oral capsule","ACTIVE",NA,"20050406"
"9001330","galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule","ACTIVE",NA,"20050429"
"9001328","galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule","ACTIVE",NA,"20050429"
"9004040","benzalkonium chloride 0.15 % cutaneous spray","ACTIVE",NA,"20050501"
"9001314","valacyclovir (valacyclovir hydrochloride) 1000 mg oral tablet","ACTIVE",NA,"20050509"
"9010502","mesalazine 800 mg gastro-resistant tablet","ACTIVE",NA,"20050613"
"9001113","alendronic acid (alendronate sodium) 40 mg oral tablet","ACTIVE",NA,"20050614"
"9001114","candesartan cilexetil 4 mg oral tablet","ACTIVE",NA,"20050628"
"9001118","pregabalin 50 mg oral capsule","ACTIVE",NA,"20050718"
"9001117","pregabalin 300 mg oral capsule","ACTIVE",NA,"20050718"
"9001116","pregabalin 25 mg oral capsule","ACTIVE",NA,"20050718"
"9001119","pregabalin 75 mg oral capsule","ACTIVE",NA,"20050718"
"9001115","pregabalin 150 mg oral capsule","ACTIVE",NA,"20050718"
"9001120","metoprolol tartrate 5 mg per 5 mL solution for injection vial","ACTIVE",NA,"20050720"
"9001121","acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet","ACTIVE",NA,"20050722"
"9001123","fenofibrate 48 mg oral tablet","ACTIVE",NA,"20050726"
"9001122","fenofibrate 145 mg oral tablet","ACTIVE",NA,"20050726"
"9001124","medroxyprogesterone acetate 100 mg oral tablet","ACTIVE",NA,"20050804"
"9001125","sumatriptan (sumatriptan succinate) 25 mg oral tablet","ACTIVE",NA,"20050824"
"9006593","fluconazole 200 mg per 100 mL solution for injection bag","ACTIVE",NA,"20050901"
"9006594","fluconazole 400 mg per 200 mL solution for injection bag","ACTIVE",NA,"20050901"
"9001126","citalopram (citalopram hydrobromide) 10 mg oral tablet","ACTIVE",NA,"20050910"
"9001127","tamsulosin hydrochloride 0.4 mg prolonged-release oral tablet","ACTIVE",NA,"20051011"
"9004094","benzalkonium chloride 0.15 % cutaneous liquid","ACTIVE",NA,"20051101"
"9001128","valsartan 40 mg oral tablet","ACTIVE",NA,"20051101"
"9001130","metformin hydrochloride 500 mg prolonged-release oral tablet","ACTIVE",NA,"20051103"
"9001131","insulin detemir 100 unit per mL solution for injection 3 mL cartridge","ACTIVE",NA,"20051114"
"9001132","azithromycin (azithromycin hemiethanolate) 250 mg oral tablet","ACTIVE",NA,"20051201"
"9001133","lansoprazole 30 mg gastro-resistant tablet","ACTIVE",NA,"20051201"
"9001134","hydrochlorothiazide 12.5 mg oral tablet","ACTIVE",NA,"20051222"
"9004107","amlodipine (amlodipine besylate) 10 mg and atorvastatin (atorvastatin calcium) 10 mg oral tablet","ACTIVE",NA,"20051223"
"9004112","amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 20 mg oral tablet","ACTIVE",NA,"20051223"
