"ntp_code","ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","en_display","fr_display"
9000621,"naproxen 750 mg prolonged-release oral tablet",2,FALSE,1995-12-31,NA,NA
9000623,"nifedipine 20 mg prolonged-release oral tablet",3,FALSE,1995-12-31,NA,NA
9000624,"nitroglycerin 18 mg per 6.7 sq cm transdermal patch",1,FALSE,1995-12-31,NA,NA
9000625,"nitroglycerin 36 mg per 13.3 sq cm transdermal patch",1,FALSE,1995-12-31,NA,NA
9000626,"nitroglycerin 54 mg per 20 sq cm transdermal patch",1,FALSE,1995-12-31,NA,NA
9000627,"oxybutynin chloride 5 mg oral tablet",8,FALSE,1995-12-31,NA,NA
9000629,"prednisolone sodium phosphate 0.5 % ophthalmic drops",1,FALSE,1995-12-31,NA,NA
9000630,"progesterone 100 mg oral capsule",2,FALSE,1995-12-31,NA,NA
9000631,"propranolol hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1995-12-31,NA,NA
9000632,"salbutamol (salbutamol sulfate) 2 mg oral tablet",1,FALSE,1995-12-31,NA,NA
9000633,"salbutamol (salbutamol sulfate) 4 mg oral tablet",1,FALSE,1995-12-31,NA,NA
9000634,"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial",5,FALSE,1995-12-31,NA,NA
9000635,"sertraline (sertraline hydrochloride) 25 mg oral capsule",21,FALSE,1995-12-31,NA,NA
9000636,"timolol (timolol maleate) 0.25 % prolonged-release eye drops",1,FALSE,1995-12-31,NA,NA
9000637,"timolol (timolol maleate) 0.5 % prolonged-release eye drops",1,FALSE,1995-12-31,NA,NA
9000639,"valproic acid 250 mg oral capsule",6,FALSE,1995-12-31,NA,NA
9000640,"ipratropium bromide 42 mcg per actuation nasal spray",1,FALSE,1996-02-02,NA,NA
9000642,"folic acid (sodium folate) 5 mg per mL solution for injection",1,FALSE,1996-08-14,NA,NA
9000643,"simvastatin 40 mg oral tablet",21,FALSE,1996-08-14,NA,NA
9000644,"tacrolimus 1 mg oral capsule",2,FALSE,1996-08-14,NA,NA
9000645,"tacrolimus 5 mg oral capsule",2,FALSE,1996-08-14,NA,NA
9000646,"tacrolimus 5 mg per 1 mL solution for injection ampoule",1,FALSE,1996-08-14,NA,NA
9000647,"pravastatin sodium 40 mg oral tablet",14,FALSE,1996-08-21,NA,NA
9000648,"dexamethasone 0.5 mg oral tablet",4,FALSE,1996-08-26,NA,NA
9000650,"dexamethasone 0.75 mg oral tablet",2,FALSE,1996-09-05,NA,NA
9000651,"dexamethasone 4 mg oral tablet",6,FALSE,1996-09-05,NA,NA
9000652,"diltiazem hydrochloride 300 mg modified-release oral capsule",4,FALSE,1996-09-12,NA,NA
9000654,"diltiazem hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1996-09-19,NA,NA
9000655,"diltiazem hydrochloride 90 mg prolonged-release oral capsule",1,FALSE,1996-09-19,NA,NA
9000658,"fenofibrate 100 mg oral capsule",1,FALSE,1996-10-02,NA,NA
9000659,"propranolol hydrochloride 1 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-04,NA,NA
9000660,"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",23,FALSE,1996-10-10,NA,NA
9000661,"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",25,FALSE,1996-10-10,NA,NA
9000662,"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",19,FALSE,1996-10-11,NA,NA
9000663,"ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-16,NA,NA
9000664,"morphine sulfate 50 mg prolonged-release oral capsule",1,FALSE,1996-10-23,NA,NA
9000665,"morphine sulfate 20 mg prolonged-release oral capsule",1,FALSE,1996-10-25,NA,NA
9000666,"lisinopril 40 mg oral tablet",1,FALSE,1996-10-30,NA,NA
9000667,"olanzapine 7.5 mg oral tablet",15,FALSE,1996-11-04,NA,NA
9001400,"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet",3,FALSE,1996-11-11,NA,NA
9000669,"olanzapine 10 mg oral tablet",15,FALSE,1996-11-14,NA,NA
9000670,"olanzapine 5 mg oral tablet",15,FALSE,1996-11-14,NA,NA
9000671,"insulin lispro 100 unit per mL solution for injection 10 mL vial",1,FALSE,1996-11-15,NA,NA
9000672,"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",14,FALSE,1996-11-22,NA,NA
9000673,"insulin lispro 100 unit per mL solution for injection 3 mL cartridge",1,FALSE,1996-11-27,NA,NA
9000674,"metronidazole 0.75 % cutaneous cream",1,FALSE,1996-12-02,NA,NA
9000675,"ciclopirox olamine 1 % cutaneous cream",1,FALSE,1996-12-03,NA,NA
9000676,"furosemide 10 mg per mL oral solution",1,FALSE,1996-12-04,NA,NA
9000677,"valproic acid 500 mg gastro-resistant capsule",4,FALSE,1996-12-13,NA,NA
9000678,"carbamazepine 100 mg per 5 mL oral suspension",2,FALSE,1996-12-31,NA,NA
9000679,"hydromorphone hydrochloride 12 mg prolonged-release oral capsule",1,FALSE,1996-12-31,NA,NA
9000680,"hydromorphone hydrochloride 24 mg prolonged-release oral capsule",1,FALSE,1996-12-31,NA,NA
9000681,"levothyroxine sodium 100 mcg oral tablet",2,FALSE,1996-12-31,NA,NA
9000682,"levothyroxine sodium 112 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000683,"levothyroxine sodium 125 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000684,"levothyroxine sodium 175 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000685,"levothyroxine sodium 200 mcg oral tablet",2,FALSE,1996-12-31,NA,NA
9000686,"levothyroxine sodium 25 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000687,"levothyroxine sodium 300 mcg oral tablet",2,FALSE,1996-12-31,NA,NA
9000688,"levothyroxine sodium 75 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000689,"levothyroxine sodium 88 mcg oral tablet",1,FALSE,1996-12-31,NA,NA
9000691,"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet",16,FALSE,1996-12-31,NA,NA
9000692,"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1996-12-31,NA,NA
9000693,"triamcinolone acetonide 55 mcg per actuation nasal spray",3,FALSE,1996-12-31,NA,NA
9000694,"valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet",17,FALSE,1996-12-31,NA,NA
9000695,"normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops",1,FALSE,1997-01-23,NA,NA
9000696,"budesonide 3 mg prolonged-release oral capsule",1,FALSE,1997-01-30,NA,NA
9000697,"paroxetine (paroxetine hydrochloride) 10 mg oral tablet",19,FALSE,1997-01-31,NA,NA
9000698,"sumatriptan (sumatriptan succinate) 100 mg oral tablet",13,FALSE,1997-02-11,NA,NA
9000699,"budesonide 100 mcg per actuation nasal spray",1,FALSE,1997-02-12,NA,NA
9000702,"metoclopramide hydrochloride 1 mg per mL oral solution",1,FALSE,1997-02-25,NA,NA
9000703,"atorvastatin (atorvastatin calcium) 10 mg oral tablet",21,FALSE,1997-03-05,NA,NA
9000704,"atorvastatin (atorvastatin calcium) 20 mg oral tablet",21,FALSE,1997-03-05,NA,NA
9000705,"atorvastatin (atorvastatin calcium) 40 mg oral tablet",20,FALSE,1997-03-05,NA,NA
9000706,"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet",23,FALSE,1997-03-05,NA,NA
9000707,"cetirizine hydrochloride 10 mg oral tablet",8,FALSE,1997-03-06,NA,NA
9000708,"cetirizine hydrochloride 5 mg oral tablet",3,FALSE,1997-03-06,NA,NA
9000709,"codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet",1,FALSE,1997-03-13,NA,NA
9000710,"ciclopirox olamine 1 % lotion",1,FALSE,1997-03-24,NA,NA
9000711,"clobazam 10 mg oral tablet",5,FALSE,1997-03-24,NA,NA
9000712,"ramipril 10 mg oral capsule",17,FALSE,1997-03-24,NA,NA
9000713,"topiramate 100 mg oral tablet",20,FALSE,1997-03-25,NA,NA
9000714,"topiramate 200 mg oral tablet",19,FALSE,1997-03-25,NA,NA
9000715,"topiramate 25 mg oral tablet",20,FALSE,1997-03-25,NA,NA
9000716,"diltiazem hydrochloride 120 mg modified-release oral capsule",4,FALSE,1997-03-27,NA,NA
9000717,"diltiazem hydrochloride 180 mg modified-release oral capsule",4,FALSE,1997-03-27,NA,NA
9000718,"diltiazem hydrochloride 240 mg modified-release oral capsule",4,FALSE,1997-03-27,NA,NA
9000719,"betamethasone (betamethasone sodium phosphate) 5 mg per 100 mL rectal liquid",1,FALSE,1997-04-01,NA,NA
9000720,"diltiazem hydrochloride 25 mg per 5 mL solution for injection vial",2,FALSE,1997-04-10,NA,NA
9000721,"diltiazem hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1997-04-10,NA,NA
9000722,"ramipril 2.5 mg oral capsule",17,FALSE,1997-04-21,NA,NA
9000723,"ramipril 5 mg oral capsule",17,FALSE,1997-04-21,NA,NA
9000724,"omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet",4,FALSE,1997-04-28,NA,NA
9000725,"nitrofurantoin 50 mg oral capsule",1,FALSE,1997-05-02,NA,NA
9000726,"hydroxyzine hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1997-05-16,NA,NA
9000727,"ramipril 1.25 mg oral capsule",13,FALSE,1997-05-28,NA,NA
9000728,"diltiazem hydrochloride 360 mg prolonged-release oral capsule",6,FALSE,1997-06-09,NA,NA
9000729,"clotrimazole 10 % vaginal cream",1,FALSE,1997-06-11,NA,NA
9000732,"budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1997-06-16,NA,NA
9000733,"fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution",4,FALSE,1997-06-16,NA,NA
9000734,"salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,1997-06-25,NA,NA
9000735,"estradiol 0.5 mg oral tablet",2,FALSE,1997-07-10,NA,NA
9000736,"azithromycin 600 mg oral tablet",2,FALSE,1997-07-21,NA,NA
9000737,"latanoprost 50 mcg per mL ophthalmic drops",8,FALSE,1997-07-28,NA,NA
9000738,"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial",1,FALSE,1997-07-30,NA,NA
9000739,"morphine sulfate 30 mg suppository",1,FALSE,1997-08-04,NA,NA
9000740,"morphine sulfate 5 mg suppository",1,FALSE,1997-08-04,NA,NA
9000741,"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial",1,FALSE,1997-08-17,NA,NA
9000743,"donepezil hydrochloride 10 mg oral tablet",21,FALSE,1997-08-20,NA,NA
9000744,"donepezil hydrochloride 5 mg oral tablet",21,FALSE,1997-08-20,NA,NA
9000745,"furosemide 500 mg oral tablet",1,FALSE,1997-08-20,NA,NA
9000746,"budesonide 64 mcg per actuation nasal spray",2,FALSE,1997-09-17,NA,NA
9000747,"ranitidine (ranitidine hydrochloride) 75 mg oral tablet",6,FALSE,1997-09-26,NA,NA
9000748,"terazosin (terazosin hydrochloride) 10 mg oral tablet",7,FALSE,1997-09-26,NA,NA
9000749,"terazosin (terazosin hydrochloride) 1 mg oral tablet",7,FALSE,1997-09-26,NA,NA
9000750,"terazosin (terazosin hydrochloride) 2 mg oral tablet",7,FALSE,1997-09-26,NA,NA
9000751,"terazosin (terazosin hydrochloride) 5 mg oral tablet",7,FALSE,1997-09-26,NA,NA
9000752,"triamcinolone acetonide 0.5 % cutaneous cream",1,FALSE,1997-10-21,NA,NA
9000753,"methylphenidate hydrochloride 5 mg oral tablet",5,FALSE,1997-10-24,NA,NA
9000755,"ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",3,FALSE,1997-10-29,NA,NA
9000757,"ibuprofen 100 mg per 5 mL oral suspension",5,FALSE,1997-11-03,NA,NA
9000758,"indomethacin 50 mg suppository",1,FALSE,1997-11-17,NA,NA
9000759,"valproic acid (sodium valproate) 250 mg per 5 mL syrup",3,FALSE,1997-11-20,NA,NA
9000760,"diclofenac sodium 25 mg oral tablet",1,FALSE,1997-11-28,NA,NA
9000761,"diclofenac sodium 50 mg oral tablet",1,FALSE,1997-11-28,NA,NA
9000762,"estradiol 3.8 mg transdermal patch",1,FALSE,1997-12-01,NA,NA
9000763,"estradiol 7.6 mg transdermal patch",1,FALSE,1997-12-01,NA,NA
9000766,"olanzapine 2.5 mg oral tablet",15,FALSE,1997-12-08,NA,NA
9000767,"quetiapine (quetiapine fumarate) 100 mg oral tablet",21,FALSE,1997-12-10,NA,NA
9000768,"quetiapine (quetiapine fumarate) 200 mg oral tablet",21,FALSE,1997-12-10,NA,NA
9000769,"quetiapine (quetiapine fumarate) 25 mg oral tablet",21,FALSE,1997-12-10,NA,NA
9000770,"valsartan 160 mg oral capsule",1,FALSE,1997-12-15,NA,NA
9000771,"valsartan 80 mg oral capsule",1,FALSE,1997-12-15,NA,NA
9000773,"trandolapril 1 mg oral capsule",1,FALSE,1998-01-07,NA,NA
9000774,"trandolapril 2 mg oral capsule",1,FALSE,1998-01-14,NA,NA
9000775,"losartan potassium 100 mg oral tablet",18,FALSE,1998-01-16,NA,NA
9000776,"trandolapril 0.5 mg oral capsule",1,FALSE,1998-01-28,NA,NA
9000777,"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection",1,FALSE,1998-02-04,NA,NA
9000778,"olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops",5,FALSE,1998-02-09,NA,NA
9000779,"zopiclone 5 mg oral tablet",18,FALSE,1998-02-10,NA,NA
9000780,"sumatriptan (sumatriptan succinate) 50 mg oral tablet",12,FALSE,1998-02-11,NA,NA
9000781,"hydromorphone hydrochloride 30 mg prolonged-release oral capsule",1,FALSE,1998-02-16,NA,NA
9000782,"trazodone hydrochloride 75 mg oral tablet",1,FALSE,1998-02-17,NA,NA
9000783,"pramipexole dihydrochloride 0.25 mg oral tablet",11,FALSE,1998-02-26,NA,NA
9000784,"pramipexole dihydrochloride 1.5 mg oral tablet",9,FALSE,1998-02-26,NA,NA
9000785,"pramipexole dihydrochloride 1 mg oral tablet",10,FALSE,1998-02-26,NA,NA
9000786,"ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial",1,FALSE,1998-03-04,NA,NA
9000787,"ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial",2,FALSE,1998-03-04,NA,NA
9000788,"risperidone (risperidone tartrate) 1 mg per mL oral solution",3,FALSE,1998-03-04,NA,NA
9000789,"venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule",16,FALSE,1998-03-04,NA,NA
9000790,"venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule",16,FALSE,1998-03-04,NA,NA
9000791,"venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule",16,FALSE,1998-03-04,NA,NA
9000793,"beclomethasone dipropionate 0.025 % cutaneous cream",1,FALSE,1998-03-30,NA,NA
9000794,"fluticasone propionate 100 mcg inhalation powder",1,FALSE,1998-04-02,NA,NA
9000795,"fluticasone propionate 250 mcg inhalation powder",1,FALSE,1998-04-02,NA,NA
9000796,"fluticasone propionate 500 mcg inhalation powder",1,FALSE,1998-04-02,NA,NA
9001195,"cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet",5,FALSE,1998-04-08,NA,NA
9000798,"bupropion hydrochloride 150 mg prolonged-release oral tablet",10,FALSE,1998-05-05,NA,NA
9000799,"acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial",1,FALSE,1998-05-08,NA,NA
9000800,"acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial",1,FALSE,1998-05-08,NA,NA
9000945,"clobetasol propionate 0.05 % cutaneous solution",4,FALSE,1998-06-18,NA,NA
9000802,"irbesartan 75 mg oral tablet",19,FALSE,1998-06-22,NA,NA
9000803,"finasteride 1 mg oral tablet",6,FALSE,1998-07-09,NA,NA
9000804,"valproic acid (sodium valproate) 50 mg per mL syrup",1,FALSE,1998-07-15,NA,NA
9000805,"irbesartan 150 mg oral tablet",20,FALSE,1998-07-22,NA,NA
9000806,"irbesartan 300 mg oral tablet",19,FALSE,1998-07-22,NA,NA
9000807,"nitroglycerin 0.4 mg per actuation sublingual spray",4,FALSE,1998-07-31,NA,NA
9000808,"salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation",3,FALSE,1998-08-13,NA,NA
9000809,"montelukast (montelukast sodium) 10 mg oral tablet",17,FALSE,1998-08-21,NA,NA
9000810,"montelukast (montelukast sodium) 5 mg chewable tablet",14,FALSE,1998-08-21,NA,NA
9000975,"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution",2,FALSE,1998-09-23,NA,NA
9000814,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",2,FALSE,1998-10-01,NA,NA
9000815,"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",2,FALSE,1998-10-01,NA,NA
9000817,"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment",1,FALSE,1998-10-07,NA,NA
9000818,"clopidogrel (clopidogrel bisulfate) 75 mg oral tablet",17,FALSE,1998-10-13,NA,NA
9000819,"ibuprofen 40 mg per mL oral suspension",3,FALSE,1998-10-14,NA,NA
9000820,"nystatin 100000 unit per g vaginal cream",1,FALSE,1998-10-14,NA,NA
9000823,"amoxicillin 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1998-10-29,NA,NA
9000824,"estradiol 0.06 % transdermal gel",1,FALSE,1998-11-16,NA,NA
9000825,"tolterodine tartrate 2 mg oral tablet",4,FALSE,1998-11-23,NA,NA
9000826,"tolterodine tartrate 1 mg oral tablet",4,FALSE,1998-11-26,NA,NA
9000827,"ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,NA,NA
9000828,"ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle",1,FALSE,1998-12-04,NA,NA
9000829,"ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,NA,NA
9000830,"candesartan cilexetil 16 mg oral tablet",15,FALSE,1998-12-07,NA,NA
9000831,"candesartan cilexetil 8 mg oral tablet",16,FALSE,1998-12-07,NA,NA
9000832,"terbinafine hydrochloride 1 % cutaneous spray",1,FALSE,1999-01-05,NA,NA
9000834,"citalopram (citalopram hydrobromide) 20 mg oral tablet",28,FALSE,1999-03-08,NA,NA
9000835,"citalopram (citalopram hydrobromide) 40 mg oral tablet",28,FALSE,1999-03-08,NA,NA
9000836,"sildenafil (sildenafil citrate) 100 mg oral tablet",16,FALSE,1999-03-09,NA,NA
9000837,"sildenafil (sildenafil citrate) 25 mg oral tablet",10,FALSE,1999-03-09,NA,NA
9000838,"sildenafil (sildenafil citrate) 50 mg oral tablet",12,FALSE,1999-03-09,NA,NA
9000839,"azithromycin 250 mg oral tablet",10,FALSE,1999-03-23,NA,NA
9000840,"amiodarone hydrochloride 200 mg oral tablet",11,FALSE,1999-03-29,NA,NA
9000841,"fenofibrate 200 mg oral capsule",5,FALSE,1999-03-29,NA,NA
9000842,"nitroglycerin 22.4 mg transdermal patch",1,FALSE,1999-04-01,NA,NA
9000843,"nitroglycerin 44.8 mg transdermal patch",1,FALSE,1999-04-01,NA,NA
9000844,"nitroglycerin 67.2 mg transdermal patch",1,FALSE,1999-04-01,NA,NA
9000845,"ipratropium bromide 0.3 mg per mL inhalation vapour (liquid)",1,FALSE,1999-04-15,NA,NA
9000846,"celecoxib 100 mg oral capsule",21,FALSE,1999-04-19,NA,NA
9000847,"celecoxib 200 mg oral capsule",21,FALSE,1999-04-19,NA,NA
9000848,"ketorolac tromethamine 30 mg per 1 mL solution for injection vial",4,FALSE,1999-05-21,NA,NA
9000849,"salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule",1,FALSE,1999-05-24,NA,NA
9000850,"dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",11,FALSE,1999-05-27,NA,NA
9000851,"benztropine mesylate 2 mg per 2 mL solution for injection vial",1,FALSE,1999-05-28,NA,NA
9000852,"haloperidol (haloperidol decanoate) 100 mg per mL solution for injection",1,FALSE,1999-05-28,NA,NA
9000853,"lamotrigine 5 mg oral tablet",1,FALSE,1999-06-02,NA,NA
9000854,"topiramate 15 mg oral capsule",1,FALSE,1999-06-11,NA,NA
9000855,"topiramate 25 mg oral capsule",1,FALSE,1999-06-11,NA,NA
9000856,"repaglinide 0.5 mg oral tablet",7,FALSE,1999-06-21,NA,NA
9000857,"repaglinide 1 mg oral tablet",7,FALSE,1999-06-21,NA,NA
9000858,"repaglinide 2 mg oral tablet",7,FALSE,1999-06-21,NA,NA
9000860,"haloperidol (haloperidol decanoate) 50 mg per mL solution for injection",1,FALSE,1999-06-30,NA,NA
9000861,"warfarin sodium 3 mg oral tablet",3,FALSE,1999-08-25,NA,NA
9000862,"azithromycin 500 mg per vial powder for solution for injection",3,FALSE,1999-08-27,NA,NA
9000864,"rizatriptan (rizatriptan benzoate) 10 mg oral tablet",7,FALSE,1999-08-31,NA,NA
9000865,"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet",14,FALSE,1999-08-31,NA,NA
9000866,"telmisartan 40 mg oral tablet",15,FALSE,1999-09-01,NA,NA
9000867,"telmisartan 80 mg oral tablet",15,FALSE,1999-09-01,NA,NA
9000868,"risedronate sodium 30 mg oral tablet",2,FALSE,1999-09-07,NA,NA
9000869,"ipratropium bromide 0.3 mg per mL nasal spray",1,FALSE,1999-09-15,NA,NA
9000870,"methotrexate 2.5 mg oral tablet",1,FALSE,1999-09-17,NA,NA
9000871,"risperidone 0.25 mg oral tablet",16,FALSE,1999-09-17,NA,NA
9000872,"risperidone 0.5 mg oral tablet",16,FALSE,1999-09-17,NA,NA
9000876,"oxybutynin chloride 2.5 mg oral tablet",2,FALSE,1999-11-22,NA,NA
9000877,"cetirizine hydrochloride 5 mg per 5 mL syrup",1,FALSE,1999-12-21,NA,NA
9000878,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",14,FALSE,2000-01-21,NA,NA
9000879,"diazepam 15 mg per 3 mL rectal gel tube",1,FALSE,2000-01-28,NA,NA
9000880,"diazepam 20 mg per 4 mL rectal gel tube",1,FALSE,2000-01-28,NA,NA
9000881,"diazepam 2.5 mg per 0.5 mL rectal gel tube",1,FALSE,2000-01-28,NA,NA
9000882,"diazepam 5 mg per 1 mL rectal gel tube",1,FALSE,2000-01-28,NA,NA
9000883,"diazepam 7.5 mg per 1.5 mL rectal gel tube",1,FALSE,2000-01-28,NA,NA
9000884,"fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial",1,FALSE,2000-02-10,NA,NA
9000885,"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial",1,FALSE,2000-02-10,NA,NA
9000886,"fenofibrate 160 mg oral tablet",5,FALSE,2000-03-16,NA,NA
9000887,"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",14,FALSE,2000-03-16,NA,NA
9000888,"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",14,FALSE,2000-03-16,NA,NA
9000889,"pramipexole dihydrochloride 0.5 mg oral tablet",10,FALSE,2000-03-17,NA,NA
9000890,"oxycodone hydrochloride 20 mg oral tablet",4,FALSE,2000-03-31,NA,NA
9000891,"gabapentin 600 mg oral tablet",17,FALSE,2000-05-01,NA,NA
9000892,"gabapentin 800 mg oral tablet",14,FALSE,2000-05-01,NA,NA
9000895,"pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet",8,FALSE,2000-05-02,NA,NA
9001395,"methadone hydrochloride 10 mg per mL oral solution",4,FALSE,2000-05-05,NA,NA
9000897,"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet",12,FALSE,2000-05-05,NA,NA
9000898,"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",8,FALSE,2000-05-10,NA,NA
9000899,"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",8,FALSE,2000-05-10,NA,NA
9000900,"rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule",9,FALSE,2000-05-15,NA,NA
9000901,"rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule",9,FALSE,2000-05-15,NA,NA
9000902,"rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule",9,FALSE,2000-05-15,NA,NA
9000903,"rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule",9,FALSE,2000-05-15,NA,NA
9000904,"progesterone 8 % vaginal gel",1,FALSE,2000-05-20,NA,NA
9000905,"salbutamol (salbutamol sulfate) 6.25 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,2000-05-21,NA,NA
9000906,"beclomethasone dipropionate 100 mcg per actuation pressurised inhalation",1,FALSE,2000-05-29,NA,NA
9000907,"beclomethasone dipropionate 50 mcg per actuation pressurised inhalation",1,FALSE,2000-05-29,NA,NA
9000909,"amiodarone hydrochloride 150 mg per 3 mL solution for injection vial",4,FALSE,2000-06-14,NA,NA
9000910,"amiodarone hydrochloride 450 mg per 9 mL solution for injection vial",1,FALSE,2000-06-14,NA,NA
9000911,"amiodarone hydrochloride 900 mg per 18 mL solution for injection vial",2,FALSE,2000-06-14,NA,NA
9000912,"risedronate sodium 5 mg oral tablet",2,FALSE,2000-07-25,NA,NA
9000913,"butorphanol tartrate 10 mg per mL nasal spray",2,FALSE,2000-08-01,NA,NA
9000914,"warfarin sodium 6 mg oral tablet",2,FALSE,2000-08-09,NA,NA
9000915,"warfarin sodium 7.5 mg oral tablet",1,FALSE,2000-08-09,NA,NA
9000893,"meperidine hydrochloride 100 mg per mL solution for injection",1,FALSE,2000-08-15,NA,NA
9000916,"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet",16,FALSE,2000-08-28,NA,NA
9000917,"pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet",16,FALSE,2000-08-28,NA,NA
9000918,"pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet",16,FALSE,2000-08-28,NA,NA
9000919,"meloxicam 15 mg oral tablet",11,FALSE,2000-09-26,NA,NA
9000920,"meloxicam 7.5 mg oral tablet",11,FALSE,2000-09-26,NA,NA
9000921,"ibuprofen 200 mg oral capsule",5,FALSE,2000-10-02,NA,NA
9000922,"salbutamol (salbutamol sulfate) 12.5 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,2000-10-02,NA,NA
9000923,"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet",11,FALSE,2000-10-20,NA,NA
9000924,"meperidine hydrochloride 50 mg per mL solution for injection",1,FALSE,2000-12-01,NA,NA
9000925,"meperidine hydrochloride 75 mg per mL solution for injection",1,FALSE,2000-12-01,NA,NA
9000926,"hydrocortisone valerate 0.2 % cutaneous cream",1,FALSE,2000-12-18,NA,NA
9000927,"hydrocortisone valerate 0.2 % cutaneous ointment",1,FALSE,2000-12-18,NA,NA
9000928,"testosterone 12.2 mg transdermal patch",1,FALSE,2000-12-19,NA,NA
9000929,"salbutamol (salbutamol sulfate) 200 mcg inhalation powder",1,FALSE,2001-01-02,NA,NA
9000931,"fenofibrate 67 mg oral capsule",1,FALSE,2001-02-21,NA,NA
9000932,"pravastatin sodium 10 mg oral tablet",13,FALSE,2001-02-27,NA,NA
