"ccdd","tm_code","tm_formal_name","greater_than_5_AIs","n_dins","n_ntps","tm_status","tm_status_effective_time","audit_id"
FALSE,NA,"bronopol and triclosan",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"calcitonin (salmon synthetic)",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"chromic chloride and cupric chloride and manganese chloride and zinc chloride",FALSE,1,1,"Active","19831231",NA
FALSE,8000832,"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine",FALSE,3,2,"Active","19831231",32237
FALSE,NA,"dextrose and lidocaine hydrochloride",FALSE,3,1,"Active","19831231",NA
FALSE,8000833,"doxylamine and pyridoxine hydrochloride",FALSE,3,1,"Active","19831231",32238
FALSE,NA,"fluocinonide",FALSE,10,3,"Active","19831231",NA
FALSE,8000834,"gramicidin and neomycin (neomycin sulfate) and nystatin and triamcinolone acetonide",FALSE,4,2,"Active","19831231",32239
FALSE,NA,"insulin nph human dna origin",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"insulin semi synthetic human",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"isotretinoin",FALSE,8,1,"Active","19831231",NA
FALSE,NA,"mineral oil and urea",FALSE,1,1,"Active","19831231",NA
FALSE,NA,"nitrous oxide and oxygen",FALSE,3,1,"Active","19831231",NA
FALSE,NA,"promethazine hydrochloride",FALSE,3,2,"Active","19831231",NA
FALSE,NA,"tetracycline hydrochloride",FALSE,2,2,"Active","19831231",NA
FALSE,NA,"calcium gluconate and calcium saccharate",FALSE,1,1,"Active","19840719",NA
FALSE,NA,"cantharidin and podophyllin and salicylic acid",FALSE,1,1,"Active","19841231",NA
FALSE,NA,"cetylpyridinium chloride",FALSE,7,3,"Active","19841231",NA
FALSE,NA,"cyclosporine",FALSE,11,4,"Active","19841231",NA
FALSE,NA,"diphtheria toxoid and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett and tetanus toxoid",FALSE,1,1,"Active","19841231",NA
FALSE,NA,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate) and nicotinamide and vitamin A and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin B6 (pyridoxine hydrochloride) and vitamin C and vitamin D and vitamin E (dl-alpha tocopheryl acetate)",TRUE,1,1,"Active","19841231",NA
FALSE,NA,"etoposide",FALSE,5,2,"Active","19841231",NA
FALSE,NA,"heparin sodium",FALSE,16,2,"Active","19841231",NA
FALSE,NA,"histamine phosphate",FALSE,2,1,"Active","19841231",NA
FALSE,NA,"podophyllin",FALSE,1,1,"Active","19841231",NA
FALSE,NA,"potassium phosphate dibasic and potassium phosphate monobasic",FALSE,2,1,"Active","19841231",NA
FALSE,NA,"teniposide",FALSE,1,1,"Active","19841231",NA
FALSE,NA,"trolamine salicylate",FALSE,10,1,"Active","19841231",NA
FALSE,NA,"charcoal activated",FALSE,12,2,"Active","19851231",NA
FALSE,NA,"colestipol hydrochloride",FALSE,3,2,"Active","19851231",NA
FALSE,NA,"diazoxide",FALSE,1,1,"Active","19851231",NA
FALSE,NA,"leuprolide acetate",FALSE,10,3,"Active","19851231",NA
FALSE,NA,"levobunolol hydrochloride",FALSE,8,1,"Active","19851231",NA
FALSE,NA,"macrogol and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",FALSE,2,1,"Active","19851231",NA
FALSE,NA,"oxymetazoline hydrochloride",FALSE,18,1,"Active","19851231",NA
FALSE,NA,"pollen and non pollen",FALSE,1,1,"Active","19851231",NA
FALSE,NA,"procainamide hydrochloride",FALSE,5,3,"Active","19851231",NA
FALSE,NA,"sodium salicylate",FALSE,1,1,"Active","19851231",NA
FALSE,8000838,"acetaminophen and chlorpheniramine maleate and pseudoephedrine hydrochloride",FALSE,7,2,"Active","19861231",32243
FALSE,8000839,"acetaminophen and pseudoephedrine hydrochloride",FALSE,21,2,"Active","19861231",32244
FALSE,NA,"dextrose and dopamine hydrochloride",FALSE,6,1,"Active","19861231",NA
FALSE,NA,"methylene blue and naphazoline nitrate",FALSE,1,1,"Active","19861231",NA
FALSE,NA,"piroxicam",FALSE,4,1,"Active","19861231",NA
FALSE,NA,"polyethylene glycol 3350 and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",FALSE,1,1,"Active","19861231",NA
FALSE,NA,"sodium hypochlorite",FALSE,3,2,"Active","19861231",NA
FALSE,NA,"tryptophan",FALSE,15,2,"Active","19861231",NA
FALSE,NA,"vitamin E (dl-alpha tocopheryl acetate)",FALSE,1,1,"Active","19861231",NA
FALSE,NA,"bacitracin and polymyxin b (polymyxin b sulfate)",FALSE,4,1,"Active","19871231",NA
FALSE,NA,"bismuth subsalicylate",FALSE,16,4,"Active","19871231",NA
FALSE,NA,"cilastatin (cilastatin sodium) and imipenem",FALSE,6,1,"Active","19871231",NA
FALSE,NA,"estrone",FALSE,1,1,"Active","19871231",NA
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (l-lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",TRUE,1,1,"Active","19871231",NA
FALSE,NA,"potassium phosphate monobasic",FALSE,1,1,"Active","19871231",NA
FALSE,NA,"sodium tetradecyl sulfate",FALSE,2,1,"Active","19871231",NA
FALSE,NA,"somatropin",FALSE,26,2,"Active","19871231",NA
FALSE,NA,"trifluridine",FALSE,2,1,"Active","19871231",NA
FALSE,NA,"trimipramine (trimipramine maleate)",FALSE,5,2,"Active","19871231",NA
FALSE,NA,"vitamin C",FALSE,2,1,"Active","19871231",NA
FALSE,NA,"loratadine",FALSE,10,4,"Active","19881218",NA
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride",TRUE,100,1,"Active","19881231",NA
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and sodium chloride",FALSE,14,1,"Active","19881231",NA
FALSE,NA,"chlorpromazine hydrochloride",FALSE,1,1,"Active","19881231",NA
FALSE,NA,"nizatidine",FALSE,9,1,"Active","19881231",NA
FALSE,NA,"permethrin",FALSE,4,3,"Active","19881231",NA
FALSE,NA,"propafenone hydrochloride",FALSE,12,1,"Active","19881231",NA
FALSE,NA,"sulindac",FALSE,4,1,"Active","19881231",NA
FALSE,NA,"acetic acid and dextrose and magnesium chloride and sodium chloride",FALSE,1,1,"Active","19891231",NA
FALSE,NA,"aluminum hydroxide and dimethicone and magnesium hydroxide",FALSE,3,1,"Active","19891231",NA
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",FALSE,10,1,"Active","19891231",NA
FALSE,NA,"desmopressin acetate",FALSE,12,3,"Active","19891231",NA
FALSE,NA,"dextran 70 and hypromellose",FALSE,2,1,"Active","19891231",NA
FALSE,NA,"gentamicin (gentamicin sulfate)",FALSE,14,6,"Active","19891231",NA
FALSE,8000845,"insulin and insulin isophane human",FALSE,1,1,"Active","19891231",32250
FALSE,NA,"ketoprofen",FALSE,9,4,"Active","19891231",NA
FALSE,NA,"mineral oil and white petrolatum",FALSE,1,1,"Active","19891231",NA
FALSE,NA,"octreotide (octreotide acetate)",FALSE,18,2,"Active","19891231",NA
FALSE,NA,"potassium chloride and sodium chloride",FALSE,5,1,"Active","19891231",NA
FALSE,NA,"prochlorperazine",FALSE,2,1,"Active","19891231",NA
FALSE,NA,"prochlorperazine (prochlorperazine maleate)",FALSE,4,1,"Active","19891231",NA
FALSE,NA,"prochlorperazine (prochlorperazine mesylate)",FALSE,2,1,"Active","19891231",NA
FALSE,NA,"protamine sulfate",FALSE,3,1,"Active","19891231",NA
FALSE,NA,"vancomycin (vancomycin hydrochloride)",FALSE,36,2,"Active","19891231",NA
FALSE,NA,"vitamin C (sodium ascorbate)",FALSE,1,1,"Active","19891231",NA
FALSE,NA,"ketoconazole",FALSE,4,3,"Active","19901230",NA
FALSE,NA,"bacillus calmette-guerin (bcg) substrain connaught",FALSE,1,1,"Active","19901231",NA
FALSE,NA,"bethanechol chloride",FALSE,6,1,"Active","19901231",NA
FALSE,NA,"cefixime",FALSE,4,2,"Active","19901231",NA
FALSE,NA,"cetrimonium bromide",FALSE,2,2,"Active","19901231",NA
FALSE,NA,"charcoal activated and dimethicone",FALSE,1,1,"Active","19901231",NA
FALSE,NA,"clorazepate dipotassium",FALSE,3,1,"Active","19901231",NA
FALSE,NA,"fluphenazine decanoate",FALSE,5,1,"Active","19901231",NA
FALSE,NA,"heparin (heparin sodium) and sodium chloride",FALSE,1,1,"Active","19901231",NA
FALSE,NA,"ioversol",FALSE,7,1,"Active","19901231",NA
FALSE,NA,"ketotifen (ketotifen fumarate)",FALSE,4,3,"Active","19901231",NA
FALSE,NA,"magnesium sulfate and potassium chloride and potassium phosphate monobasic and sodium chloride and sodium phosphate dibasic",FALSE,1,1,"Active","19901231",NA
FALSE,NA,"menthol and pyrithione zinc",FALSE,1,1,"Active","19901231",NA
FALSE,NA,"neostigmine methylsulfate",FALSE,8,1,"Active","19901231",NA
FALSE,NA,"pyridostigmine bromide",FALSE,2,2,"Active","19901231",NA
FALSE,8000852,"sodium citrate",FALSE,2,1,"Active","19901231",32257
FALSE,NA,"zidovudine",FALSE,4,3,"Active","19901231",NA
FALSE,8000853,"acetaminophen and chlorzoxazone",FALSE,1,1,"Active","19911231",32258
FALSE,8000854,"acetaminophen and chlorzoxazone and codeine",FALSE,1,1,"Active","19911231",32259
FALSE,NA,"ammonium chloride and dextromethorphan hydrobromide and diphenhydramine hydrochloride",FALSE,2,1,"Active","19911231",NA
FALSE,NA,"arginine and glycine and histidine and isoleucine and l-alanine and leucine and l-lysine (l-lysine hydrochloride) and methionine and phenylalanine and proline and serine and threonine and tryptophan and tyrosine and valine",TRUE,1,1,"Active","19911231",NA
FALSE,8000855,"benzalkonium and coal tar and salicylic acid",FALSE,1,1,"Active","19911231",32260
FALSE,NA,"ceftazidime",FALSE,3,1,"Active","19911231",NA
FALSE,8000856,"citric acid and dextrose and sodium citrate",FALSE,1,1,"Active","19911231",32261
FALSE,8000857,"dextromethorphan hydrobromide and guaifenesin",FALSE,22,3,"Active","19911231",32262
FALSE,NA,"dimethicone and petrolatum",FALSE,2,2,"Active","19911231",NA
FALSE,NA,"flurbiprofen",FALSE,4,1,"Active","19911231",NA
FALSE,NA,"fluvoxamine maleate",FALSE,16,1,"Active","19911231",NA
FALSE,NA,"gentamicin (gentamicin sulfate) and sodium chloride",FALSE,1,1,"Active","19911231",NA
FALSE,NA,"glycerine and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic",FALSE,1,1,"Active","19911231",NA
FALSE,NA,"hepatitis b surface antigen (recombinant)",FALSE,4,2,"Active","19911231",NA
FALSE,NA,"hexylresorcinol",FALSE,4,1,"Active","19911231",NA
FALSE,NA,"hydroquinone",FALSE,7,2,"Active","19911231",NA
FALSE,NA,"isoproterenol hydrochloride",FALSE,1,1,"Active","19911231",NA
FALSE,NA,"lidocaine and prilocaine",FALSE,3,3,"Active","19911231",NA
FALSE,NA,"loratadine and pseudoephedrine sulfate",FALSE,2,2,"Active","19911231",NA
FALSE,NA,"norepinephrine (norepinephrine bitartrate)",FALSE,2,1,"Active","19911231",NA
FALSE,NA,"sodium carboxymethyl cellulose",FALSE,9,2,"Active","19911231",NA
FALSE,NA,"sodium phosphate dibasic and sodium phosphate monobasic",FALSE,1,1,"Active","19911231",NA
FALSE,NA,"trimebutine maleate",FALSE,3,1,"Active","19911231",NA
FALSE,NA,"yohimbine hydrochloride",FALSE,3,1,"Active","19911231",NA
FALSE,8000858,"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",FALSE,15,5,"Active","19921231",32263
FALSE,8000859,"acetaminophen and codeine and methocarbamol",FALSE,6,1,"Active","19921231",32264
FALSE,8000860,"acetaminophen and dextromethorphan hydrobromide and doxylamine and pseudoephedrine hydrochloride",FALSE,10,3,"Active","19921231",32265
FALSE,8000861,"acetylsalicylic acid and codeine and methocarbamol",FALSE,5,1,"Active","19921231",32266
FALSE,NA,"amantadine hydrochloride",FALSE,3,2,"Active","19921231",NA
FALSE,NA,"apraclonidine (apraclonidine hydrochloride)",FALSE,2,1,"Active","19921231",NA
FALSE,8000862,"benzalkonium and benzocaine",FALSE,1,1,"Active","19921231",32267
FALSE,NA,"calcipotriol",FALSE,1,1,"Active","19921231",NA
FALSE,8000863,"chlorhexidine and isopropyl alcohol",FALSE,19,8,"Active","19921231",32268
FALSE,NA,"chloroxylenol and menthol",FALSE,3,2,"Active","19921231",NA
FALSE,NA,"clodronate disodium (clodronate disodium tetrahydrate)",FALSE,2,2,"Active","19921231",NA
FALSE,NA,"deferoxamine mesylate",FALSE,5,1,"Active","19921231",NA
FALSE,8000864,"dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",FALSE,14,1,"Active","19921231",32269
FALSE,NA,"dextromethorphan hydrobromide and pseudoephedrine hydrochloride",FALSE,9,2,"Active","19921231",NA
FALSE,NA,"dolichovespula arenaria venom protein extract",FALSE,2,1,"Active","19921231",NA
FALSE,NA,"enalaprilat",FALSE,2,1,"Active","19921231",NA
FALSE,NA,"filgrastim (r-methug-csf)",FALSE,5,1,"Active","19921231",NA
FALSE,NA,"gadopentetate dimeglumine",FALSE,1,1,"Active","19921231",NA
FALSE,NA,"haemophilus influenzae type b-prp and tetanus protein",FALSE,1,1,"Active","19921231",NA
FALSE,NA,"hydroquinone and oxybenzone",FALSE,4,1,"Active","19921231",NA
FALSE,NA,"insulin injection human biosynthetic",FALSE,4,1,"Active","19921231",NA
FALSE,8000865,"insulin injection human biosynthetic and insulin isophane human",FALSE,5,1,"Active","19921231",32270
FALSE,NA,"lanolin and mineral oil",FALSE,1,1,"Active","19921231",NA
FALSE,NA,"manganese (manganese sulfate)",FALSE,2,1,"Active","19921231",NA
FALSE,NA,"moclobemide",FALSE,10,1,"Active","19921231",NA
FALSE,NA,"onabotulinumtoxina",FALSE,2,1,"Active","19921231",NA
FALSE,NA,"penicillin g sodium",FALSE,3,1,"Active","19921231",NA
FALSE,8000867,"pheniramine maleate and phenylephrine",FALSE,1,1,"Active","19921231",32272
FALSE,NA,"podophyllotoxin",FALSE,1,1,"Active","19921231",NA
FALSE,NA,"polistes spp venom protein extract",FALSE,3,1,"Active","19921231",NA
FALSE,NA,"pramoxine hydrochloride and zinc sulfate",FALSE,5,3,"Active","19921231",NA
FALSE,NA,"tranylcypromine (tranylcypromine sulfate)",FALSE,1,1,"Active","19921231",NA
FALSE,NA,"vespula spp venom protein extract",FALSE,3,1,"Active","19921231",NA
FALSE,NA,"white faced hornet venom protein and yellow hornet venom protein and yellow jacket venom protein",FALSE,5,1,"Active","19921231",NA
FALSE,NA,"zinc (zinc sulfate)",FALSE,2,1,"Active","19921231",NA
FALSE,NA,"typhoid vaccine (salmonella typhi ty21a)",FALSE,1,1,"Active","19930101",NA
FALSE,8000868,"acetaminophen and pheniramine maleate and phenylephrine and vitamin C",FALSE,6,3,"Active","19931230",32273
FALSE,8000869,"acetaminophen and methocarbamol",FALSE,16,1,"Active","19931231",32274
FALSE,NA,"air and carbon dioxide",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"air and carbon monoxide",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"apis mellifera venom protein extract",FALSE,3,1,"Active","19931231",NA
FALSE,8000871,"articaine hydrochloride and epinephrine",FALSE,13,1,"Active","19931231",32276
FALSE,NA,"auranofin",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"benzydamine hydrochloride",FALSE,6,3,"Active","19931231",NA
FALSE,NA,"beractant",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"carbon monoxide and helium and nitrogen and oxygen",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"chloroxylenol and triclosan",FALSE,2,1,"Active","19931231",NA
FALSE,NA,"cholestyramine resin",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"chromium (chromic chloride)",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"citric acid and dextrose and heparin sodium and sodium phosphate dibasic",FALSE,1,1,"Active","19931231",NA
FALSE,8000875,"codeine and guaifenesin and pheniramine maleate",FALSE,2,1,"Active","19931231",32280
FALSE,NA,"copper (copper sulfate)",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and magnesium chloride and methionine and potassium phosphate dibasic and sodium acetate and sodium chloride and tryptophan",TRUE,5,1,"Active","19931231",NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",TRUE,4,1,"Active","19931231",NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine (l-lysine hydrochloride) and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",TRUE,1,1,"Active","19931231",NA
FALSE,NA,"diflunisal",FALSE,4,1,"Active","19931231",NA
FALSE,NA,"dimethicone and oxybenzone and padimate o",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"enoxaparin sodium",FALSE,8,1,"Active","19931231",NA
FALSE,NA,"famotidine",FALSE,17,2,"Active","19931231",NA
FALSE,NA,"gemfibrozil",FALSE,7,2,"Active","19931231",NA
FALSE,NA,"glycopyrrolate",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"halobetasol propionate",FALSE,2,2,"Active","19931231",NA
FALSE,8000876,"ibuprofen and pseudoephedrine hydrochloride",FALSE,9,3,"Active","19931231",32281
FALSE,NA,"iodide (sodium iodide)",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"isoflurane",FALSE,4,2,"Active","19931231",NA
FALSE,NA,"itraconazole",FALSE,3,2,"Active","19931231",NA
FALSE,NA,"levocabastine (levocabastine hydrochloride)",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"lidocaine (lidocaine hydrochloride)",FALSE,2,2,"Active","19931231",NA
FALSE,NA,"liothyronine (liothyronine sodium)",FALSE,2,1,"Active","19931231",NA
FALSE,NA,"loperamide hydrochloride",FALSE,21,3,"Active","19931231",NA
FALSE,NA,"nalbuphine",FALSE,2,1,"Active","19931231",NA
FALSE,NA,"nitrogen and oxygen",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"pentosan polysulfate sodium",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"phenol",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"pinaverium bromide",FALSE,2,1,"Active","19931231",NA
FALSE,8000877,"polymyxin b (polymyxin b sulfate) and trimethoprim",FALSE,1,1,"Active","19931231",32282
FALSE,NA,"propofol",FALSE,6,1,"Active","19931231",NA
FALSE,NA,"selenium (selenious acid)",FALSE,1,1,"Active","19931231",NA
FALSE,NA,"sodium fluoride and triclosan",FALSE,3,1,"Active","19931231",NA
FALSE,NA,"sucralfate",FALSE,5,2,"Active","19931231",NA
FALSE,NA,"bezafibrate",FALSE,3,2,"Active","19941221",NA
FALSE,8000878,"acetaminophen and chlorpheniramine maleate and phenylephrine",FALSE,8,1,"Active","19941231",32283
FALSE,NA,"adenosine",FALSE,5,1,"Active","19941231",NA
FALSE,NA,"bacitracin (bacitracin zinc) and gramicidin and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"betaxolol (betaxolol hydrochloride)",FALSE,2,1,"Active","19941231",NA
FALSE,8000880,"biotin and dexpanthenol and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (vitamin B12) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin C and vitamin D and vitamin E",TRUE,1,1,"Active","19941231",32285
FALSE,NA,"bromocriptine (bromocriptine mesylate)",FALSE,6,2,"Active","19941231",NA
FALSE,8000881,"budesonide and sodium chloride",FALSE,1,1,"Active","19941231",32286
FALSE,NA,"bupivacaine hydrochloride",FALSE,10,1,"Active","19941231",NA
FALSE,8000882,"bupivacaine hydrochloride and epinephrine",FALSE,7,1,"Active","19941231",32287
FALSE,8000883,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium citrate",TRUE,2,2,"Active","19941231",32288
FALSE,NA,"carboplatin",FALSE,4,1,"Active","19941231",NA
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and iodine (sodium iodide) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",TRUE,3,1,"Active","19941231",NA
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and zinc (zinc sulfate)",FALSE,2,1,"Active","19941231",NA
FALSE,8000884,"codeine and guaifenesin and pseudoephedrine hydrochloride and triprolidine hydrochloride",FALSE,1,1,"Active","19941231",32289
FALSE,NA,"collagenase",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"dapsone",FALSE,2,2,"Active","19941231",NA
FALSE,NA,"dimethicone and homosalate and meradimate and octinoxate and octisalate and oxybenzone",TRUE,1,1,"Active","19941231",NA
FALSE,NA,"dolichovespula maculata venom protein extract",FALSE,2,1,"Active","19941231",NA
FALSE,NA,"dornase alfa",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"ensulizole and meradimate and octinoxate",FALSE,2,2,"Active","19941231",NA
FALSE,NA,"fluvastatin (fluvastatin sodium)",FALSE,7,2,"Active","19941231",NA
FALSE,NA,"gonadorelin acetate",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"goserelin (goserelin acetate)",FALSE,2,1,"Active","19941231",NA
FALSE,NA,"indocyanine green",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"iopromide",FALSE,3,1,"Active","19941231",NA
FALSE,NA,"leucovorin (leucovorin calcium)",FALSE,4,2,"Active","19941231",NA
FALSE,NA,"mineral oil and petrolatum",FALSE,2,2,"Active","19941231",NA
FALSE,NA,"octinoxate and oxybenzone and titanium dioxide",FALSE,9,4,"Active","19941231",NA
FALSE,NA,"orphenadrine citrate",FALSE,3,3,"Active","19941231",NA
FALSE,NA,"paromomycin (paromomycin sulfate)",FALSE,1,1,"Active","19941231",NA
FALSE,NA,"selegiline hydrochloride",FALSE,3,1,"Active","19941231",NA
FALSE,NA,"tiaprofenic acid",FALSE,7,1,"Active","19941231",NA
FALSE,NA,"vigabatrin",FALSE,2,2,"Active","19941231",NA
FALSE,NA,"potassium citrate",FALSE,2,1,"Active","19950101",NA
FALSE,8000885,"acetaminophen and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",FALSE,14,4,"Active","19951231",32290
FALSE,8000886,"acetylsalicylic acid and citric acid and sodium bicarbonate",FALSE,3,1,"Active","19951231",32291
FALSE,NA,"aldesleukin",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"aluminum hydroxide and magnesium hydroxide and oxetacaine",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"avobenzone and octinoxate and oxybenzone",FALSE,14,3,"Active","19951231",NA
FALSE,NA,"bacillus calmette-guerin (bcg) strain tice",FALSE,1,1,"Active","19951231",NA
FALSE,8000887,"benzalkonium and lidocaine hydrochloride",FALSE,1,1,"Active","19951231",32292
FALSE,NA,"bretylium tosylate",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"buffer solution and melphalan (melphalan hydrochloride)",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"calcium carbonate and magnesium hydroxide and simethicone",FALSE,2,2,"Active","19951231",NA
FALSE,NA,"camphor and menthol and octinoxate and oxybenzone and phenol",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"cefazolin (cefazolin sodium)",FALSE,17,1,"Active","19951231",NA
FALSE,NA,"cefoxitin (cefoxitin sodium)",FALSE,5,1,"Active","19951231",NA
FALSE,NA,"choline and inositol and nicotinamide and pipradrol hydrochloride and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B2",TRUE,1,1,"Active","19951231",NA
FALSE,8000888,"codeine and guaifenesin and pseudoephedrine hydrochloride",FALSE,3,2,"Active","19951231",32293
FALSE,NA,"dalteparin sodium",FALSE,11,1,"Active","19951231",NA
FALSE,NA,"danaparoid sodium",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"d&c red no. 28",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"dequalinium chloride",FALSE,2,2,"Active","19951231",NA
FALSE,NA,"dexrazoxane",FALSE,2,1,"Active","19951231",NA
FALSE,8000889,"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine and vitamin C",FALSE,1,1,"Active","19951231",32294
FALSE,8000890,"dextrose and nitroglycerin",FALSE,2,1,"Active","19951231",32295
FALSE,NA,"dimercaprol",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"docetaxel",FALSE,7,1,"Active","19951231",NA
FALSE,NA,"doxorubicin hydrochloride",FALSE,12,4,"Active","19951231",NA
FALSE,NA,"droperidol",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"epirubicin hydrochloride",FALSE,5,2,"Active","19951231",NA
FALSE,NA,"estramustine phosphate sodium",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"famciclovir",FALSE,18,1,"Active","19951231",NA
FALSE,NA,"fludrocortisone 21-acetate",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"flupentixol decanoate",FALSE,3,1,"Active","19951231",NA
FALSE,NA,"flupentixol (flupentixol dihydrochloride)",FALSE,2,1,"Active","19951231",NA
FALSE,NA,"ganciclovir (ganciclovir sodium)",FALSE,2,1,"Active","19951231",NA
FALSE,NA,"gelatin and pectin and sodium carboxymethyl cellulose",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",TRUE,1,1,"Active","19951231",NA
FALSE,NA,"interferon beta-1b",FALSE,2,1,"Active","19951231",NA
FALSE,NA,"iodixanol",FALSE,2,1,"Active","19951231",NA
FALSE,NA,"lamivudine",FALSE,8,2,"Active","19951231",NA
FALSE,NA,"levocarnitine",FALSE,3,3,"Active","19951231",NA
FALSE,NA,"megestrol acetate",FALSE,3,2,"Active","19951231",NA
FALSE,NA,"meglumine ioxitalamate and sodium ioxitalamate",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"mycophenolate mofetil",FALSE,18,3,"Active","19951231",NA
FALSE,NA,"ofloxacin",FALSE,3,1,"Active","19951231",NA
FALSE,NA,"olsalazine sodium",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"pilocarpine nitrate",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"piperonyl butoxide and pyrethrins",FALSE,3,1,"Active","19951231",NA
FALSE,NA,"rifabutin",FALSE,1,1,"Active","19951231",NA
FALSE,NA,"rocuronium bromide",FALSE,4,1,"Active","19951231",NA
FALSE,NA,"salmonella typhi vi capsular polysaccharide vaccine",FALSE,2,1,"Active","19951231",NA
