"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial",2,FALSE,1995-12-31,9000756,NA,NA
"ketorolac tromethamine 10 mg oral tablet",2,FALSE,1995-12-31,9000590,NA,NA
"lamotrigine 100 mg oral tablet",9,FALSE,1995-12-31,9000591,NA,NA
"lamotrigine 150 mg oral tablet",9,FALSE,1995-12-31,9000592,NA,NA
"lamotrigine 25 mg oral tablet",9,FALSE,1995-12-31,9000593,NA,NA
"lansoprazole 15 mg gastro-resistant capsule",11,FALSE,1995-12-31,9000594,NA,NA
"lansoprazole 30 mg gastro-resistant capsule",13,FALSE,1995-12-31,9000595,NA,NA
"lorazepam 0.5 mg sublingual tablet",2,FALSE,1995-12-31,9000596,NA,NA
"losartan potassium 25 mg oral tablet",18,FALSE,1995-12-31,9000597,NA,NA
"losartan potassium 50 mg oral tablet",18,FALSE,1995-12-31,9000598,NA,NA
"medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial",2,FALSE,1995-12-31,9000599,NA,NA
"mesalazine 1 g suppository",1,FALSE,1995-12-31,9000602,NA,NA
"mesalazine 2 g per 60 g rectal suspension",1,FALSE,1995-12-31,9000603,NA,NA
"mesalazine 4 g per 60 g rectal suspension",1,FALSE,1995-12-31,9000606,NA,NA
"mesalazine 500 mg gastro-resistant tablet",1,FALSE,1995-12-31,9000607,NA,NA
"mesalazine 500 mg suppository",1,FALSE,1995-12-31,9000608,NA,NA
"metformin hydrochloride 850 mg oral tablet",20,FALSE,1995-12-31,9000609,NA,NA
"methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial",4,FALSE,1995-12-31,9000610,NA,NA
"methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial",3,FALSE,1995-12-31,9000611,NA,NA
"methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial",5,FALSE,1995-12-31,9000612,NA,NA
"metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial",2,FALSE,1995-12-31,9000613,NA,NA
"metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial",2,FALSE,1995-12-31,9000614,NA,NA
"metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1995-12-31,9000615,NA,NA
"metronidazole 1 % cutaneous cream",1,FALSE,1995-12-31,9000616,NA,NA
"morphine sulfate 15 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000617,NA,NA
"morphine sulfate 200 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000618,NA,NA
"naproxen 375 mg gastro-resistant tablet",7,FALSE,1995-12-31,9000619,NA,NA
"naproxen 500 mg gastro-resistant tablet",7,FALSE,1995-12-31,9000620,NA,NA
"naproxen 750 mg prolonged-release oral tablet",2,FALSE,1995-12-31,9000621,NA,NA
"nifedipine 10 mg oral tablet",1,FALSE,1995-12-31,9000622,NA,NA
"nifedipine 20 mg prolonged-release oral tablet",3,FALSE,1995-12-31,9000623,NA,NA
"nitroglycerin 18 mg per 6.7 sq cm transdermal patch",1,FALSE,1995-12-31,9000624,NA,NA
"nitroglycerin 36 mg per 13.3 sq cm transdermal patch",1,FALSE,1995-12-31,9000625,NA,NA
"nitroglycerin 54 mg per 20 sq cm transdermal patch",1,FALSE,1995-12-31,9000626,NA,NA
"oxybutynin chloride 5 mg oral tablet",8,FALSE,1995-12-31,9000627,NA,NA
"prednisolone sodium phosphate 0.5 % ophthalmic drops",1,FALSE,1995-12-31,9000629,NA,NA
"progesterone 100 mg oral capsule",2,FALSE,1995-12-31,9000630,NA,NA
"propranolol hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1995-12-31,9000631,NA,NA
"salbutamol (salbutamol sulfate) 2 mg oral tablet",1,FALSE,1995-12-31,9000632,NA,NA
"salbutamol (salbutamol sulfate) 4 mg oral tablet",1,FALSE,1995-12-31,9000633,NA,NA
"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial",5,FALSE,1995-12-31,9000634,NA,NA
"sertraline (sertraline hydrochloride) 25 mg oral capsule",21,FALSE,1995-12-31,9000635,NA,NA
"timolol (timolol maleate) 0.25 % prolonged-release eye drops",1,FALSE,1995-12-31,9000636,NA,NA
"timolol (timolol maleate) 0.5 % prolonged-release eye drops",1,FALSE,1995-12-31,9000637,NA,NA
"trazodone hydrochloride 150 mg oral tablet",5,FALSE,1995-12-31,9000638,NA,NA
"valproic acid 250 mg oral capsule",6,FALSE,1995-12-31,9000639,NA,NA
"ipratropium bromide 42 mcg per actuation nasal spray",1,FALSE,1996-02-02,9000640,NA,NA
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet",2,FALSE,1996-08-14,9000641,NA,NA
"folic acid (sodium folate) 5 mg per mL solution for injection",1,FALSE,1996-08-14,9000642,NA,NA
"simvastatin 40 mg oral tablet",21,FALSE,1996-08-14,9000643,NA,NA
"tacrolimus 1 mg oral capsule",2,FALSE,1996-08-14,9000644,NA,NA
"tacrolimus 5 mg oral capsule",2,FALSE,1996-08-14,9000645,NA,NA
"tacrolimus 5 mg per 1 mL solution for injection ampoule",1,FALSE,1996-08-14,9000646,NA,NA
"pravastatin sodium 40 mg oral tablet",15,FALSE,1996-08-21,9000647,NA,NA
"dexamethasone 0.5 mg oral tablet",4,FALSE,1996-08-26,9000648,NA,NA
"oxybutynin chloride 1 mg per mL syrup",3,FALSE,1996-09-04,9000649,NA,NA
"dexamethasone 0.75 mg oral tablet",2,FALSE,1996-09-05,9000650,NA,NA
"dexamethasone 4 mg oral tablet",6,FALSE,1996-09-05,9000651,NA,NA
"diltiazem hydrochloride 300 mg modified-release oral capsule",4,FALSE,1996-09-12,9000652,NA,NA
"nystatin 100000 unit per mL oral drops",1,FALSE,1996-09-12,9000653,NA,NA
"diltiazem hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1996-09-19,9000654,NA,NA
"diltiazem hydrochloride 90 mg prolonged-release oral capsule",1,FALSE,1996-09-19,9000655,NA,NA
"azithromycin 200 mg per 5 mL powder for oral solution",1,FALSE,1996-09-26,9000657,NA,NA
"fenofibrate 100 mg oral capsule",1,FALSE,1996-10-02,9000658,NA,NA
"propranolol hydrochloride 1 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-04,9000659,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",23,FALSE,1996-10-10,9000660,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",25,FALSE,1996-10-10,9000661,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",20,FALSE,1996-10-11,9000662,NA,NA
"ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-16,9000663,NA,NA
"morphine sulfate 50 mg prolonged-release oral capsule",1,FALSE,1996-10-23,9000664,NA,NA
"morphine sulfate 20 mg prolonged-release oral capsule",1,FALSE,1996-10-25,9000665,NA,NA
"lisinopril 40 mg oral tablet",1,FALSE,1996-10-30,9000666,NA,NA
"olanzapine 7.5 mg oral tablet",15,FALSE,1996-11-04,9000667,NA,NA
"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet",2,FALSE,1996-11-11,9000668,NA,NA
"olanzapine 10 mg oral tablet",15,FALSE,1996-11-14,9000669,NA,NA
"olanzapine 5 mg oral tablet",15,FALSE,1996-11-14,9000670,NA,NA
"insulin lispro 100 unit per mL solution for injection 10 mL vial",1,FALSE,1996-11-15,9000671,NA,NA
"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",14,FALSE,1996-11-22,9000672,NA,NA
"insulin lispro 100 unit per mL solution for injection 3 mL cartridge",1,FALSE,1996-11-27,9000673,NA,NA
"metronidazole 0.75 % cutaneous cream",1,FALSE,1996-12-02,9000674,NA,NA
"ciclopirox olamine 1 % cutaneous cream",1,FALSE,1996-12-03,9000675,NA,NA
"furosemide 10 mg per mL oral solution",1,FALSE,1996-12-04,9000676,NA,NA
"valproic acid 500 mg gastro-resistant capsule",4,FALSE,1996-12-13,9000677,NA,NA
"carbamazepine 100 mg per 5 mL oral suspension",2,FALSE,1996-12-31,9000678,NA,NA
"hydromorphone hydrochloride 12 mg prolonged-release oral capsule",1,FALSE,1996-12-31,9000679,NA,NA
"hydromorphone hydrochloride 24 mg prolonged-release oral capsule",1,FALSE,1996-12-31,9000680,NA,NA
"levothyroxine sodium 100 mcg oral tablet",2,FALSE,1996-12-31,9000681,NA,NA
"levothyroxine sodium 112 mcg oral tablet",1,FALSE,1996-12-31,9000682,NA,NA
"levothyroxine sodium 125 mcg oral tablet",1,FALSE,1996-12-31,9000683,NA,NA
"levothyroxine sodium 175 mcg oral tablet",1,FALSE,1996-12-31,9000684,NA,NA
"levothyroxine sodium 200 mcg oral tablet",2,FALSE,1996-12-31,9000685,NA,NA
"levothyroxine sodium 25 mcg oral tablet",1,FALSE,1996-12-31,9000686,NA,NA
"levothyroxine sodium 300 mcg oral tablet",2,FALSE,1996-12-31,9000687,NA,NA
"levothyroxine sodium 75 mcg oral tablet",1,FALSE,1996-12-31,9000688,NA,NA
"levothyroxine sodium 88 mcg oral tablet",1,FALSE,1996-12-31,9000689,NA,NA
"naproxen 25 mg per mL oral suspension",1,FALSE,1996-12-31,9000690,NA,NA
"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet",16,FALSE,1996-12-31,9000691,NA,NA
"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1996-12-31,9000692,NA,NA
"triamcinolone acetonide 55 mcg per actuation nasal spray",3,FALSE,1996-12-31,9000693,NA,NA
"valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet",16,FALSE,1996-12-31,9000694,NA,NA
"normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops",1,FALSE,1997-01-23,9000695,NA,NA
"budesonide 3 mg prolonged-release oral capsule",1,FALSE,1997-01-30,9000696,NA,NA
"paroxetine (paroxetine hydrochloride) 10 mg oral tablet",19,FALSE,1997-01-31,9000697,NA,NA
"sumatriptan (sumatriptan succinate) 100 mg oral tablet",13,FALSE,1997-02-11,9000698,NA,NA
"budesonide 100 mcg per actuation nasal spray",1,FALSE,1997-02-12,9000699,NA,NA
"sumatriptan (sumatriptan hemisulfate) 20 mg nasal spray",1,FALSE,1997-02-19,9000700,NA,NA
"sumatriptan (sumatriptan hemisulfate) 5 mg nasal spray",1,FALSE,1997-02-19,9000701,NA,NA
"metoclopramide hydrochloride 1 mg per mL oral solution",1,FALSE,1997-02-25,9000702,NA,NA
"atorvastatin (atorvastatin calcium) 10 mg oral tablet",21,FALSE,1997-03-05,9000703,NA,NA
"atorvastatin (atorvastatin calcium) 20 mg oral tablet",21,FALSE,1997-03-05,9000704,NA,NA
"atorvastatin (atorvastatin calcium) 40 mg oral tablet",20,FALSE,1997-03-05,9000705,NA,NA
"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet",23,FALSE,1997-03-05,9000706,NA,NA
"cetirizine hydrochloride 10 mg oral tablet",8,FALSE,1997-03-06,9000707,NA,NA
"cetirizine hydrochloride 5 mg oral tablet",3,FALSE,1997-03-06,9000708,NA,NA
"codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet",1,FALSE,1997-03-13,9000709,NA,NA
"ciclopirox olamine 1 % lotion",1,FALSE,1997-03-24,9000710,NA,NA
"clobazam 10 mg oral tablet",5,FALSE,1997-03-24,9000711,NA,NA
"ramipril 10 mg oral capsule",17,FALSE,1997-03-24,9000712,NA,NA
"topiramate 100 mg oral tablet",20,FALSE,1997-03-25,9000713,NA,NA
"topiramate 200 mg oral tablet",19,FALSE,1997-03-25,9000714,NA,NA
"topiramate 25 mg oral tablet",20,FALSE,1997-03-25,9000715,NA,NA
"diltiazem hydrochloride 120 mg modified-release oral capsule",4,FALSE,1997-03-27,9000716,NA,NA
"diltiazem hydrochloride 180 mg modified-release oral capsule",4,FALSE,1997-03-27,9000717,NA,NA
"diltiazem hydrochloride 240 mg modified-release oral capsule",4,FALSE,1997-03-27,9000718,NA,NA
"betamethasone (betamethasone sodium phosphate) 5 mg per 100 mL rectal liquid",1,FALSE,1997-04-01,9000719,NA,NA
"diltiazem hydrochloride 25 mg per 5 mL solution for injection vial",2,FALSE,1997-04-10,9000720,NA,NA
"diltiazem hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1997-04-10,9000721,NA,NA
"ramipril 2.5 mg oral capsule",17,FALSE,1997-04-21,9000722,NA,NA
"ramipril 5 mg oral capsule",17,FALSE,1997-04-21,9000723,NA,NA
"omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet",4,FALSE,1997-04-28,9000724,NA,NA
"nitrofurantoin 50 mg oral capsule",1,FALSE,1997-05-02,9000725,NA,NA
"hydroxyzine hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1997-05-16,9000726,NA,NA
"ramipril 1.25 mg oral capsule",13,FALSE,1997-05-28,9000727,NA,NA
"diltiazem hydrochloride 360 mg prolonged-release oral capsule",6,FALSE,1997-06-09,9000728,NA,NA
"clotrimazole 10 % vaginal cream",1,FALSE,1997-06-11,9000729,NA,NA
"clotrimazole 1 % and clotrimazole 10 % vaginal cream",1,FALSE,1997-06-11,9000731,NA,NA
"budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1997-06-16,9000732,NA,NA
"fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution",4,FALSE,1997-06-16,9000733,NA,NA
"salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,1997-06-25,9000734,NA,NA
"estradiol 0.5 mg oral tablet",2,FALSE,1997-07-10,9000735,NA,NA
"azithromycin 600 mg oral tablet",2,FALSE,1997-07-21,9000736,NA,NA
"latanoprost 50 mcg per mL ophthalmic drops",8,FALSE,1997-07-28,9000737,NA,NA
"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial",1,FALSE,1997-07-30,9000738,NA,NA
"morphine sulfate 30 mg suppository",1,FALSE,1997-08-04,9000739,NA,NA
"morphine sulfate 5 mg suppository",1,FALSE,1997-08-04,9000740,NA,NA
"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial",1,FALSE,1997-08-17,9000741,NA,NA
"benztropine mesylate 0.4 mg per mL oral solution",1,FALSE,1997-08-20,9000742,NA,NA
"donepezil hydrochloride 10 mg oral tablet",21,FALSE,1997-08-20,9000743,NA,NA
"donepezil hydrochloride 5 mg oral tablet",21,FALSE,1997-08-20,9000744,NA,NA
"furosemide 500 mg oral tablet",1,FALSE,1997-08-20,9000745,NA,NA
"beclomethasone dipropionate 50 mcg per actuation nasal spray",2,FALSE,1997-08-27,9000553,NA,NA
"budesonide 64 mcg per actuation nasal spray",2,FALSE,1997-09-17,9000746,NA,NA
"ranitidine (ranitidine hydrochloride) 75 mg oral tablet",6,FALSE,1997-09-26,9000747,NA,NA
"terazosin (terazosin hydrochloride) 10 mg oral tablet",7,FALSE,1997-09-26,9000748,NA,NA
"terazosin (terazosin hydrochloride) 1 mg oral tablet",7,FALSE,1997-09-26,9000749,NA,NA
"terazosin (terazosin hydrochloride) 2 mg oral tablet",7,FALSE,1997-09-26,9000750,NA,NA
"terazosin (terazosin hydrochloride) 5 mg oral tablet",7,FALSE,1997-09-26,9000751,NA,NA
"triamcinolone acetonide 0.5 % cutaneous cream",1,FALSE,1997-10-21,9000752,NA,NA
"methylphenidate hydrochloride 5 mg oral tablet",5,FALSE,1997-10-24,9000753,NA,NA
"ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",3,FALSE,1997-10-29,9000755,NA,NA
"ibuprofen 100 mg per 5 mL oral suspension",5,FALSE,1997-11-03,9000757,NA,NA
"indomethacin 50 mg suppository",1,FALSE,1997-11-17,9000758,NA,NA
"valproic acid (sodium valproate) 250 mg per 5 mL syrup",3,FALSE,1997-11-20,9000759,NA,NA
"diclofenac sodium 25 mg oral tablet",2,FALSE,1997-11-28,9000760,NA,NA
"diclofenac sodium 50 mg oral tablet",2,FALSE,1997-11-28,9000761,NA,NA
"estradiol 3.8 mg transdermal patch",1,FALSE,1997-12-01,9000762,NA,NA
"estradiol 7.6 mg transdermal patch",1,FALSE,1997-12-01,9000763,NA,NA
"olanzapine 2.5 mg oral tablet",15,FALSE,1997-12-08,9000766,NA,NA
"quetiapine (quetiapine fumarate) 100 mg oral tablet",21,FALSE,1997-12-10,9000767,NA,NA
"quetiapine (quetiapine fumarate) 200 mg oral tablet",21,FALSE,1997-12-10,9000768,NA,NA
"quetiapine (quetiapine fumarate) 25 mg oral tablet",21,FALSE,1997-12-10,9000769,NA,NA
"valsartan 160 mg oral capsule",1,FALSE,1997-12-15,9000770,NA,NA
"valsartan 80 mg oral capsule",1,FALSE,1997-12-15,9000771,NA,NA
"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet",8,FALSE,1998-01-07,9000772,NA,NA
"trandolapril 1 mg oral capsule",1,FALSE,1998-01-07,9000773,NA,NA
"trandolapril 2 mg oral capsule",1,FALSE,1998-01-14,9000774,NA,NA
"losartan potassium 100 mg oral tablet",18,FALSE,1998-01-16,9000775,NA,NA
"trandolapril 0.5 mg oral capsule",1,FALSE,1998-01-28,9000776,NA,NA
"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection",1,FALSE,1998-02-04,9000777,NA,NA
"olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops",5,FALSE,1998-02-09,9000778,NA,NA
"zopiclone 5 mg oral tablet",18,FALSE,1998-02-10,9000779,NA,NA
"sumatriptan (sumatriptan succinate) 50 mg oral tablet",12,FALSE,1998-02-11,9000780,NA,NA
"hydromorphone hydrochloride 30 mg prolonged-release oral capsule",1,FALSE,1998-02-16,9000781,NA,NA
"trazodone hydrochloride 75 mg oral tablet",1,FALSE,1998-02-17,9000782,NA,NA
"pramipexole dihydrochloride 0.25 mg oral tablet",11,FALSE,1998-02-26,9000783,NA,NA
"pramipexole dihydrochloride 1.5 mg oral tablet",9,FALSE,1998-02-26,9000784,NA,NA
"pramipexole dihydrochloride 1 mg oral tablet",10,FALSE,1998-02-26,9000785,NA,NA
"ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial",1,FALSE,1998-03-04,9000786,NA,NA
"ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial",2,FALSE,1998-03-04,9000787,NA,NA
"risperidone (risperidone tartrate) 1 mg per mL oral solution",3,FALSE,1998-03-04,9000788,NA,NA
"venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000789,NA,NA
"venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000790,NA,NA
"venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000791,NA,NA
"beclomethasone dipropionate 0.025 % cutaneous cream",1,FALSE,1998-03-30,9000793,NA,NA
"fluticasone propionate 100 mcg inhalation powder",1,FALSE,1998-04-02,9000794,NA,NA
"fluticasone propionate 250 mcg inhalation powder",1,FALSE,1998-04-02,9000795,NA,NA
"fluticasone propionate 500 mcg inhalation powder",1,FALSE,1998-04-02,9000796,NA,NA
"cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet",1,FALSE,1998-04-08,9000797,NA,NA
"bupropion hydrochloride 150 mg prolonged-release oral tablet",10,FALSE,1998-05-05,9000798,NA,NA
"acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial",1,FALSE,1998-05-08,9000799,NA,NA
"acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial",1,FALSE,1998-05-08,9000800,NA,NA
"clobetasol propionate 0.05 % cutaneous liquid",1,FALSE,1998-06-18,9000801,NA,NA
"irbesartan 75 mg oral tablet",19,FALSE,1998-06-22,9000802,NA,NA
"finasteride 1 mg oral tablet",6,FALSE,1998-07-09,9000803,NA,NA
"valproic acid (sodium valproate) 50 mg per mL syrup",1,FALSE,1998-07-15,9000804,NA,NA
"irbesartan 150 mg oral tablet",20,FALSE,1998-07-22,9000805,NA,NA
"irbesartan 300 mg oral tablet",19,FALSE,1998-07-22,9000806,NA,NA
"nitroglycerin 0.4 mg per actuation sublingual spray",4,FALSE,1998-07-31,9000807,NA,NA
"salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation",3,FALSE,1998-08-13,9000808,NA,NA
"montelukast (montelukast sodium) 10 mg oral tablet",17,FALSE,1998-08-21,9000809,NA,NA
"montelukast (montelukast sodium) 5 mg chewable tablet",15,FALSE,1998-08-21,9000810,NA,NA
"ciprofloxacin 10 g per 100 mL oral suspension",1,FALSE,1998-09-15,9000811,NA,NA
"mometasone furoate 50 mcg per spray nasal spray",2,FALSE,1998-09-15,9000812,NA,NA
"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral liquid",1,FALSE,1998-09-23,9000813,NA,NA
"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",2,FALSE,1998-10-01,9000814,NA,NA
"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",2,FALSE,1998-10-01,9000815,NA,NA
"epinephrine racemic 22.5 mg per mL inhalation solution",1,FALSE,1998-10-02,9000816,NA,NA
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment",1,FALSE,1998-10-07,9000817,NA,NA
"clopidogrel (clopidogrel bisulfate) 75 mg oral tablet",17,FALSE,1998-10-13,9000818,NA,NA
"ibuprofen 40 mg per mL oral suspension",3,FALSE,1998-10-14,9000819,NA,NA
"nystatin 100000 unit per g vaginal cream",1,FALSE,1998-10-14,9000820,NA,NA
"amoxicillin 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1998-10-29,9000823,NA,NA
"estradiol 0.06 % transdermal gel",1,FALSE,1998-11-16,9000824,NA,NA
"tolterodine tartrate 2 mg oral tablet",4,FALSE,1998-11-23,9000825,NA,NA
"tolterodine tartrate 1 mg oral tablet",4,FALSE,1998-11-26,9000826,NA,NA
"ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,9000827,NA,NA
"ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle",1,FALSE,1998-12-04,9000828,NA,NA
"ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,9000829,NA,NA
"candesartan cilexetil 16 mg oral tablet",15,FALSE,1998-12-07,9000830,NA,NA
"candesartan cilexetil 8 mg oral tablet",16,FALSE,1998-12-07,9000831,NA,NA
"terbinafine hydrochloride 1 % cutaneous spray",1,FALSE,1999-01-05,9000832,NA,NA
"citalopram (citalopram hydrobromide) 20 mg oral tablet",27,FALSE,1999-03-08,9000834,NA,NA
"citalopram (citalopram hydrobromide) 40 mg oral tablet",27,FALSE,1999-03-08,9000835,NA,NA
"sildenafil (sildenafil citrate) 100 mg oral tablet",18,FALSE,1999-03-09,9000836,NA,NA
"sildenafil (sildenafil citrate) 25 mg oral tablet",12,FALSE,1999-03-09,9000837,NA,NA
"sildenafil (sildenafil citrate) 50 mg oral tablet",13,FALSE,1999-03-09,9000838,NA,NA
"azithromycin 250 mg oral tablet",9,FALSE,1999-03-23,9000839,NA,NA
"amiodarone hydrochloride 200 mg oral tablet",11,FALSE,1999-03-29,9000840,NA,NA
"fenofibrate 200 mg oral capsule",7,FALSE,1999-03-29,9000841,NA,NA
"nitroglycerin 22.4 mg transdermal patch",1,FALSE,1999-04-01,9000842,NA,NA
"nitroglycerin 44.8 mg transdermal patch",1,FALSE,1999-04-01,9000843,NA,NA
"nitroglycerin 67.2 mg transdermal patch",1,FALSE,1999-04-01,9000844,NA,NA
"ipratropium bromide 0.3 mg per mL inhalation vapour (liquid)",1,FALSE,1999-04-15,9000845,NA,NA
"celecoxib 100 mg oral capsule",21,FALSE,1999-04-19,9000846,NA,NA
"celecoxib 200 mg oral capsule",21,FALSE,1999-04-19,9000847,NA,NA
"ketorolac tromethamine 30 mg per 1 mL solution for injection vial",4,FALSE,1999-05-21,9000848,NA,NA
"salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule",1,FALSE,1999-05-24,9000849,NA,NA
"dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",11,FALSE,1999-05-27,9000850,NA,NA
"benztropine mesylate 2 mg per 2 mL solution for injection vial",1,FALSE,1999-05-28,9000851,NA,NA
"haloperidol (haloperidol decanoate) 100 mg per mL solution for injection",1,FALSE,1999-05-28,9000852,NA,NA
"lamotrigine 5 mg oral tablet",1,FALSE,1999-06-02,9000853,NA,NA
"topiramate 15 mg oral capsule",1,FALSE,1999-06-11,9000854,NA,NA
"topiramate 25 mg oral capsule",1,FALSE,1999-06-11,9000855,NA,NA
"repaglinide 0.5 mg oral tablet",7,FALSE,1999-06-21,9000856,NA,NA
"repaglinide 1 mg oral tablet",7,FALSE,1999-06-21,9000857,NA,NA
"repaglinide 2 mg oral tablet",7,FALSE,1999-06-21,9000858,NA,NA
"haloperidol (haloperidol decanoate) 50 mg per mL solution for injection",1,FALSE,1999-06-30,9000860,NA,NA
"warfarin sodium 3 mg oral tablet",3,FALSE,1999-08-25,9000861,NA,NA
"azithromycin 500 mg per vial powder for solution for injection",4,FALSE,1999-08-27,9000862,NA,NA
"rizatriptan (rizatriptan benzoate) 10 mg oral tablet",7,FALSE,1999-08-31,9000864,NA,NA
"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet",14,FALSE,1999-08-31,9000865,NA,NA
"telmisartan 40 mg oral tablet",15,FALSE,1999-09-01,9000866,NA,NA
"telmisartan 80 mg oral tablet",15,FALSE,1999-09-01,9000867,NA,NA
"risedronate sodium 30 mg oral tablet",2,FALSE,1999-09-07,9000868,NA,NA
"ipratropium bromide 0.3 mg per mL nasal spray",1,FALSE,1999-09-15,9000869,NA,NA
"methotrexate 2.5 mg oral tablet",1,FALSE,1999-09-17,9000870,NA,NA
"risperidone 0.25 mg oral tablet",16,FALSE,1999-09-17,9000871,NA,NA
"risperidone 0.5 mg oral tablet",16,FALSE,1999-09-17,9000872,NA,NA
"fluticasone propionate 100 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000873,NA,NA
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000874,NA,NA
"fluticasone propionate 500 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000875,NA,NA
"oxybutynin chloride 2.5 mg oral tablet",2,FALSE,1999-11-22,9000876,NA,NA
"cetirizine hydrochloride 5 mg per 5 mL syrup",1,FALSE,1999-12-21,9000877,NA,NA
"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",14,FALSE,2000-01-21,9000878,NA,NA
"diazepam 15 mg per 3 mL rectal gel tube",1,FALSE,2000-01-28,9000879,NA,NA
"diazepam 20 mg per 4 mL rectal gel tube",1,FALSE,2000-01-28,9000880,NA,NA
"diazepam 2.5 mg per 0.5 mL rectal gel tube",1,FALSE,2000-01-28,9000881,NA,NA
"diazepam 5 mg per 1 mL rectal gel tube",1,FALSE,2000-01-28,9000882,NA,NA
"diazepam 7.5 mg per 1.5 mL rectal gel tube",1,FALSE,2000-01-28,9000883,NA,NA
