"ccdd","mp_code","drug_identification_number","product_status","product_status_effective_time","brand_name","company_name","mp_formal_name","en_display","fr_display"
TRUE,"02318695","02318695","MARKETED",2009-01-29,"PANTOPRAZOLE","PRO DOC LIMITEE","PANTOPRAZOLE (pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet) PRO DOC LIMITEE",NA,NA
TRUE,"02318709","02318709","MARKETED",2008-12-02,"MICARDIS PLUS","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","MICARDIS PLUS (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE",NA,NA
FALSE,"02318717","02318717","MARKETED",2010-02-25,"ANTIBACTERIAL GEL HAND SOAP","AVMOR LTD","ANTIBACTERIAL GEL HAND SOAP (chloroxylenol 1 % cutaneous gel) AVMOR LTD",NA,NA
FALSE,"00727520","00727520","MARKETED",1984-12-31,"HEPARIN LEO 100UNIT/ML","LEO PHARMA INC","HEPARIN LEO 100UNIT/ML (heparin sodium 100 unit per mL irrigation solution) LEO PHARMA INC",NA,NA
FALSE,"02318725","02318725","MARKETED",2010-02-25,"ANTIBACTERIAL FOAMING HAND SOAP","AVMOR LTD","ANTIBACTERIAL FOAMING HAND SOAP (benzalkonium chloride 0.125 % cutaneous solution) AVMOR LTD",NA,NA
FALSE,"02318733","02318733","MARKETED",2010-02-25,"ANTIBACTERIAL SPRAY HAND SOAP/SAVON ANTIBACTERIEN EN AEROSOL POUR LES MAINS","AVMOR LTD","ANTIBACTERIAL SPRAY HAND SOAP/SAVON ANTIBACTERIEN EN AEROSOL POUR LES MAINS (triclosan 0.5 % cutaneous spray) AVMOR LTD",NA,NA
FALSE,"02318741","02318741","MARKETED",2009-10-01,"GEMCITABINE FOR INJECTION, USP","HOSPIRA HEALTHCARE CORPORATION","GEMCITABINE FOR INJECTION, USP (gemcitabine (gemcitabine hydrochloride) 2 g per vial powder for solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA
FALSE,"02318784","02318784","MARKETED",2010-06-25,"UNIVERSITY MEDICAL PHARMACEUTICALS CLEANSING SHAMPOO","VALEANT CANADA LP/VALEANT CANADA S.E.C.","UNIVERSITY MEDICAL PHARMACEUTICALS CLEANSING SHAMPOO (pyrithione zinc 2 % shampoo) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA
TRUE,"02318806","02318806","MARKETED",2013-01-31,"SANDOZ SILDENAFIL","SANDOZ CANADA INCORPORATED","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
TRUE,"02318814","02318814","MARKETED",2013-01-31,"SANDOZ SILDENAFIL","SANDOZ CANADA INCORPORATED","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
TRUE,"02318822","02318822","MARKETED",2013-01-31,"SANDOZ SILDENAFIL","SANDOZ CANADA INCORPORATED","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02318857","02318857","MARKETED",2009-05-27,"FACE AND BODY LOTION SPF 50","VICHY CANADA","FACE AND BODY LOTION SPF 50 (avobenzone 3 % and drometrizole trisiloxane 4.5 % and octisalate 5 % and octocrylene 2.5 % and terephthalylidene dicamphor sulfonic acid 1.5 % and titanium dioxide 5.85 % lotion) VICHY CANADA",NA,NA
FALSE,"02318911","02318911","MARKETED",2009-07-13,"MESOESTETIC SUN PROTECTION SPF 30","TYLSTIN MEDICAL","MESOESTETIC SUN PROTECTION SPF 30 (avobenzone 3 % and ensulizole 2 % and enzacamene 3 % and octinoxate 6 % cutaneous cream) TYLSTIN MEDICAL",NA,NA
FALSE,"02318946","02318946","MARKETED",2009-03-12,"POLYSPORIN POLY TO GO","JOHNSON & JOHNSON INC","POLYSPORIN POLY TO GO (benzalkonium chloride 0.13 % per mL and pramoxine hydrochloride 1 % per mL cutaneous spray) JOHNSON & JOHNSON INC",NA,NA
FALSE,"02318954","02318954","MARKETED",2009-07-13,"MESOESTETIC SUN PROTECTION SPF 50","TYLSTIN MEDICAL","MESOESTETIC SUN PROTECTION SPF 50 (avobenzone 3 % and ensulizole 3.5 % and octinoxate 7.1 % and octocrylene 6 % and oxybenzone 4 % and titanium dioxide 7.5 % cutaneous cream) TYLSTIN MEDICAL",NA,NA
FALSE,"02319012","02319012","MARKETED",2009-01-28,"DOVOBET GEL","LEO PHARMA INC","DOVOBET GEL (betamethasone (betamethasone dipropionate) 0.5 mg per g and calcipotriol (calcipotriol monohydrate) 50 mcg per g cutaneous gel) LEO PHARMA INC",NA,NA
FALSE,"02319039","02319039","MARKETED",2009-03-19,"CEFEPIME FOR INJECTION","APOTEX INC","CEFEPIME FOR INJECTION (cefepime (cefepime hydrochloride) 2 g per vial powder for solution for injection) APOTEX INC",NA,NA
FALSE,"02319047","02319047","MARKETED",2009-08-19,"NEOSTRATA HQ PLUS LIGHTENING CREAM","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC","NEOSTRATA HQ PLUS LIGHTENING CREAM (hydroquinone 4 % and octocrylene 4 % and oxybenzone 4 % and padimate o 8 % cutaneous cream) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC",NA,NA
TRUE,"02319055","02319055","MARKETED",2009-01-07,"RAN-GABAPENTIN","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-GABAPENTIN (gabapentin 100 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
TRUE,"02319063","02319063","MARKETED",2009-01-07,"RAN-GABAPENTIN","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-GABAPENTIN (gabapentin 300 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
TRUE,"02319071","02319071","MARKETED",2009-01-07,"RAN-GABAPENTIN","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-GABAPENTIN (gabapentin 400 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
FALSE,"02319128","02319128","MARKETED",2010-05-06,"TC ANTIBACTERIAL LOTION SOAP","RUBBERMAID COMMERCIAL PRODUCTS LLC","TC ANTIBACTERIAL LOTION SOAP (triclosan 0.2 % lotion) RUBBERMAID COMMERCIAL PRODUCTS LLC",NA,NA
FALSE,"02319144","02319144","MARKETED",2009-03-03,"ANTIMICROBIAL FOAMING HAND SOAP / SAVON À MAINS MOUSSANT ANTIMICROBIEN","AVMOR LTD","ANTIMICROBIAL FOAMING HAND SOAP / SAVON À MAINS MOUSSANT ANTIMICROBIEN (triclosan 0.3 % cutaneous solution) AVMOR LTD",NA,NA
FALSE,"02319209","02319209","MARKETED",2009-07-28,"BENYLIN TICKLY THROAT COUGH","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","BENYLIN TICKLY THROAT COUGH (dextromethorphan hydrobromide 15 mg per 5 mL syrup) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA
TRUE,"02319217","02319217","MARKETED",2014-03-19,"SANDOZ TAMSULOSIN","SANDOZ CANADA INCORPORATED","SANDOZ TAMSULOSIN (tamsulosin hydrochloride 0.4 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02319276","02319276","MARKETED",2009-07-18,"TINACTIN CHILL DEODORANT POWDER SPRAY","BAYER INC CONSUMER CARE","TINACTIN CHILL DEODORANT POWDER SPRAY (tolnaftate 1 % cutaneous spray) BAYER INC CONSUMER CARE",NA,NA
FALSE,"02319292","02319292","MARKETED",2014-04-21,"WOMEN'S LAXATIVE","TANTA PHARMACEUTICALS INC","WOMEN'S LAXATIVE (bisacodyl 5 mg oral tablet) TANTA PHARMACEUTICALS INC",NA,NA
FALSE,"02319314","02319314","MARKETED",2009-07-15,"TINACTIN CHILL LIQUID SPRAY","BAYER INC CONSUMER CARE","TINACTIN CHILL LIQUID SPRAY (tolnaftate 1 % cutaneous spray) BAYER INC CONSUMER CARE",NA,NA
TRUE,"02319403","02319403","MARKETED",2011-11-16,"TEVA-HYDROMORPHONE","TEVA CANADA LIMITED","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 1 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319411","02319411","MARKETED",2011-11-16,"TEVA-HYDROMORPHONE","TEVA CANADA LIMITED","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 2 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319438","02319438","MARKETED",2011-11-16,"TEVA-HYDROMORPHONE","TEVA CANADA LIMITED","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 4 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319446","02319446","MARKETED",2011-11-16,"TEVA-HYDROMORPHONE","TEVA CANADA LIMITED","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 8 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319500","02319500","MARKETED",2010-06-09,"RATIO-SILDENAFIL R","TEVA CANADA LIMITED","RATIO-SILDENAFIL R (sildenafil (sildenafil citrate) 20 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319616","02319616","MARKETED",2008-12-22,"OLMETEC PLUS","MERCK CANADA INC","OLMETEC PLUS (hydrochlorothiazide 12.5 mg and olmesartan medoxomil 20 mg oral tablet) MERCK CANADA INC",NA,NA
TRUE,"02319624","02319624","MARKETED",2008-12-22,"OLMETEC PLUS","MERCK CANADA INC","OLMETEC PLUS (hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet) MERCK CANADA INC",NA,NA
TRUE,"02319632","02319632","MARKETED",2008-12-22,"OLMETEC PLUS","MERCK CANADA INC","OLMETEC PLUS (hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet) MERCK CANADA INC",NA,NA
FALSE,"02319837","02319837","MARKETED",2008-12-15,"OBAGI CLENZIDERM ACNE LOTION","OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC","OBAGI CLENZIDERM ACNE LOTION (benzoyl peroxide 5 % lotion) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC",NA,NA
FALSE,"02319888","02319888","MARKETED",2009-09-24,"CHEWABLE BISMUTH TABLETS WITH CALCIUM CARBONATE","PHARMETICS (2011) INC","CHEWABLE BISMUTH TABLETS WITH CALCIUM CARBONATE (bismuth subsalicylate 262 mg and calcium carbonate 350 mg chewable tablet) PHARMETICS (2011) INC",NA,NA
FALSE,"02319918","02319918","MARKETED",2009-06-30,"CLADRIBINE INJECTION","FRESENIUS KABI CANADA LTD","CLADRIBINE INJECTION (cladribine 1 mg per mL solution for injection) FRESENIUS KABI CANADA LTD",NA,NA
FALSE,"02319926","02319926","MARKETED",2010-03-01,"SPORT LOTION 50 SPF","EMPACK SPRAYTECH INC","SPORT LOTION 50 SPF (homosalate 12.5 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 2 % and oxybenzone 6 % lotion) EMPACK SPRAYTECH INC",NA,NA
FALSE,"02319950","02319950","MARKETED",2009-05-15,"SPF 50 FPS","EMPACK SPRAYTECH INC","SPF 50 FPS (avobenzone 3 % and homosalate 13 % and octisalate 5 % and octocrylene 7 % and oxybenzone 4 % lotion) EMPACK SPRAYTECH INC",NA,NA
FALSE,"00717282","00717282","MARKETED",1987-12-31,"PRIMAXIN 500","MERCK CANADA INC","PRIMAXIN 500 (cilastatin (cilastatin sodium) 500 mg per vial and imipenem 500 mg per vial powder for solution for injection) MERCK CANADA INC",NA,NA
FALSE,"02319942","02319942","MARKETED",2009-09-24,"RAPID ACTION","TEVA CANADA LIMITED","RAPID ACTION (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02319977","02319977","MARKETED",2008-12-03,"PMS-OXYCODONE","PHARMASCIENCE INC","PMS-OXYCODONE (oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02319985","02319985","MARKETED",2008-12-03,"PMS-OXYCODONE","PHARMASCIENCE INC","PMS-OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02319993","02319993","MARKETED",2008-12-03,"PMS-OXYCODONE","PHARMASCIENCE INC","PMS-OXYCODONE (oxycodone hydrochloride 20 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02320010","02320010","MARKETED",2011-02-22,"PACLITAXEL FOR INJECTION USP","STERIMAX INC","PACLITAXEL FOR INJECTION USP (paclitaxel 6 mg per mL solution for injection) STERIMAX INC",NA,NA
TRUE,"02320029","02320029","MARKETED",2009-01-26,"METOJECT","MEDEXUS INC","METOJECT (methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe) MEDEXUS INC",NA,NA
TRUE,"02320037","02320037","MARKETED",2009-01-26,"METOJECT","MEDEXUS INC","METOJECT (methotrexate (methotrexate sodium) 10 mg per 1 mL solution for injection syringe) MEDEXUS INC",NA,NA
TRUE,"02320045","02320045","MARKETED",2009-01-26,"METOJECT","MEDEXUS INC","METOJECT (methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe) MEDEXUS INC",NA,NA
TRUE,"02320134","02320134","MARKETED",2011-05-30,"AURO-TERBINAFINE","AURO PHARMA INC","AURO-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) AURO PHARMA INC",NA,NA
FALSE,"02320150","02320150","MARKETED",2015-03-31,"PACLITAXEL INJECTION USP","SANDOZ CANADA INCORPORATED","PACLITAXEL INJECTION USP (paclitaxel 6 mg per mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA
TRUE,"02320169","02320169","MARKETED",2010-05-13,"PMS-FINASTERIDE","PHARMASCIENCE INC","PMS-FINASTERIDE (finasteride 1 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02320177","02320177","MARKETED",2012-01-09,"TEVA-TELMISARTAN","TEVA CANADA LIMITED","TEVA-TELMISARTAN (telmisartan 40 mg oral tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02320185","02320185","MARKETED",2012-01-09,"TEVA-TELMISARTAN","TEVA CANADA LIMITED","TEVA-TELMISARTAN (telmisartan 80 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02320193","02320193","MARKETED",2009-05-04,"SPRYCEL","BRISTOL-MYERS SQUIBB CANADA","SPRYCEL (dasatinib (dasatinib monohydrate) 100 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA",NA,NA
FALSE,"02320258","02320258","MARKETED",2009-10-02,"HANDS FRESH ALCOHOL-FREE FOAM SANITIZER","KRUGER PRODUCTS L.P.","HANDS FRESH ALCOHOL-FREE FOAM SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) KRUGER PRODUCTS L.P.",NA,NA
TRUE,"02320312","02320312","MARKETED",2008-12-23,"SANDOZ METHYLPHENIDATE SR","SANDOZ CANADA INCORPORATED","SANDOZ METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02320320","02320320","MARKETED",2009-11-03,"SELSUN BLUE ANTI-DANDRUFF SHAMPOO","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC","SELSUN BLUE ANTI-DANDRUFF SHAMPOO (pyrithione zinc 1 % shampoo) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC",NA,NA
FALSE,"02320371","02320371","MARKETED",2015-03-11,"CARBOPLATIN INJECTION","ACCORD HEALTHCARE INC","CARBOPLATIN INJECTION (carboplatin 10 mg per mL solution for injection) ACCORD HEALTHCARE INC",NA,NA
TRUE,"02320398","02320398","MARKETED",2016-09-06,"M-ESLON IR","ETHYPHARM INC","M-ESLON IR (morphine sulfate 5 mg oral capsule) ETHYPHARM INC",NA,NA
TRUE,"02320428","02320428","MARKETED",2016-09-06,"M-ESLON IR","ETHYPHARM INC","M-ESLON IR (morphine sulfate 10 mg oral capsule) ETHYPHARM INC",NA,NA
TRUE,"02320436","02320436","MARKETED",2016-09-06,"M-ESLON IR","ETHYPHARM INC","M-ESLON IR (morphine sulfate 20 mg oral capsule) ETHYPHARM INC",NA,NA
TRUE,"02320444","02320444","MARKETED",2016-09-06,"M-ESLON IR","ETHYPHARM INC","M-ESLON IR (morphine sulfate 30 mg oral capsule) ETHYPHARM INC",NA,NA
TRUE,"02320460","02320460","MARKETED",2012-09-26,"DOM-RABEPRAZOLE EC","DOMINION PHARMACAL","DOM-RABEPRAZOLE EC (rabeprazole sodium 20 mg gastro-resistant tablet) DOMINION PHARMACAL",NA,NA
TRUE,"02320525","02320525","MARKETED",2010-12-08,"TEVA-DORZOTIMOL","TEVA CANADA LIMITED","TEVA-DORZOTIMOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) TEVA CANADA LIMITED",NA,NA
TRUE,"00706531","00706531","MARKETED",1987-12-31,"PDP-BENZTROPINE","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","PDP-BENZTROPINE (benztropine mesylate 1 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA
FALSE,"02320630","02320630","MARKETED",2011-11-30,"SANDOZ MYCOPHENOLATE MOFETIL","SANDOZ CANADA INCORPORATED","SANDOZ MYCOPHENOLATE MOFETIL (mycophenolate mofetil 250 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02320673","02320673","MARKETED",2009-01-05,"STELARA","JANSSEN INC","STELARA (ustekinumab 45 mg per 0.5 mL solution for injection) JANSSEN INC",NA,NA
FALSE,"02320681","02320681","MARKETED",2013-01-07,"STELARA","JANSSEN INC","STELARA (ustekinumab 90 mg per 1 mL solution for injection) JANSSEN INC",NA,NA
FALSE,"02320738","02320738","MARKETED",2012-10-25,"PMS-ANASTROZOLE","PHARMASCIENCE INC","PMS-ANASTROZOLE (anastrozole 1 mg oral tablet) PHARMASCIENCE INC",NA,NA
FALSE,"02320789","02320789","MARKETED",2010-01-11,"ALLERGY","ACCUDIAL PHARMACEUTICAL INC","ALLERGY (diphenhydramine hydrochloride 12.5 mg per 5 mL oral liquid) ACCUDIAL PHARMACEUTICAL INC",NA,NA
FALSE,"02320797","02320797","MARKETED",2009-05-01,"WHITE PETROLEUM JELLY ULTRA MOISTURIZER","BELVEDERE INTERNATIONAL INC.","WHITE PETROLEUM JELLY ULTRA MOISTURIZER (white petrolatum 100 % cutaneous ointment) BELVEDERE INTERNATIONAL INC.",NA,NA
TRUE,"02320851","02320851","MARKETED",2009-03-13,"PMS-OMEPRAZOLE","PHARMASCIENCE INC","PMS-OMEPRAZOLE (omeprazole 20 mg gastro-resistant capsule) PHARMASCIENCE INC",NA,NA
FALSE,"02320908","02320908","MARKETED",2009-10-30,"RATIO-MEMANTINE","TEVA CANADA LIMITED","RATIO-MEMANTINE (memantine hydrochloride 10 mg oral tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02320924","02320924","MARKETED",2009-06-24,"ALREX","BAUSCH & LOMB INC","ALREX (loteprednol etabonate 0.2 % ophthalmic drops) BAUSCH & LOMB INC",NA,NA
FALSE,"02320940","02320940","MARKETED",2009-07-21,"BENYLIN EXTRA STRENGTH MUCUS & PHLEGM","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","BENYLIN EXTRA STRENGTH MUCUS & PHLEGM (guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL oral solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA
FALSE,"02320959","02320959","MARKETED",2009-07-21,"BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COUGH CONTROL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COUGH CONTROL (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL oral solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA
FALSE,"00740799","00740799","MARKETED",1987-12-31,"TRIMIPRAMINE","AA PHARMA INC","TRIMIPRAMINE (trimipramine (trimipramine maleate) 12.5 mg oral tablet) AA PHARMA INC",NA,NA
TRUE,"02321092","02321092","MARKETED",2009-03-05,"PRISTIQ","PFIZER CANADA INC","PRISTIQ (desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged-release oral tablet) PFIZER CANADA INC",NA,NA
TRUE,"02321106","02321106","MARKETED",2009-03-06,"PRISTIQ","PFIZER CANADA INC","PRISTIQ (desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged-release oral tablet) PFIZER CANADA INC",NA,NA
FALSE,"02321114","02321114","MARKETED",2009-06-24,"LOTEMAX","BAUSCH & LOMB INC","LOTEMAX (loteprednol etabonate 0.5 % ophthalmic drops) BAUSCH & LOMB INC",NA,NA
FALSE,"02321130","02321130","MARKETED",2009-11-04,"PMS-MEMANTINE","PHARMASCIENCE INC","PMS-MEMANTINE (memantine hydrochloride 10 mg oral tablet) PHARMASCIENCE INC",NA,NA
TRUE,"02321149","02321149","MARKETED",2008-12-30,"MYLAN-NIFEDIPINE EXTENDED RELEASE","MYLAN PHARMACEUTICALS ULC","MYLAN-NIFEDIPINE EXTENDED RELEASE (nifedipine 60 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
TRUE,"02321157","02321157","MARKETED",2009-01-06,"YAZ","BAYER INC","YAZ (drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet with lactose oral tablet) BAYER INC",NA,NA
FALSE,"00740802","00740802","MARKETED",1987-12-31,"TRIMIPRAMINE","AA PHARMA INC","TRIMIPRAMINE (trimipramine (trimipramine maleate) 25 mg oral tablet) AA PHARMA INC",NA,NA
TRUE,"02321203","02321203","MARKETED",2011-06-15,"AURO-GABAPENTIN","AURO PHARMA INC","AURO-GABAPENTIN (gabapentin 100 mg oral capsule) AURO PHARMA INC",NA,NA
TRUE,"02321211","02321211","MARKETED",2011-06-15,"AURO-GABAPENTIN","AURO PHARMA INC","AURO-GABAPENTIN (gabapentin 300 mg oral capsule) AURO PHARMA INC",NA,NA
TRUE,"02321238","02321238","MARKETED",2011-06-15,"AURO-GABAPENTIN","AURO PHARMA INC","AURO-GABAPENTIN (gabapentin 400 mg oral capsule) AURO PHARMA INC",NA,NA
TRUE,"02321246","02321246","MARKETED",2014-11-17,"SANDOZ CELECOXIB","SANDOZ CANADA INCORPORATED","SANDOZ CELECOXIB (celecoxib 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
TRUE,"02321254","02321254","MARKETED",2014-11-17,"SANDOZ CELECOXIB","SANDOZ CANADA INCORPORATED","SANDOZ CELECOXIB (celecoxib 200 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA
FALSE,"02321270","02321270","MARKETED",2009-11-05,"EXTRA STRENGTH ALLERGY FORMULA LIQUID CAPSULES","VITA HEALTH PRODUCTS INC","EXTRA STRENGTH ALLERGY FORMULA LIQUID CAPSULES (diphenhydramine hydrochloride 50 mg oral capsule) VITA HEALTH PRODUCTS INC",NA,NA
FALSE,"02321289","02321289","MARKETED",2012-01-20,"FOR MEN MACA ROOT ENERGETIC FACE PROTECTOR","THE BODY SHOP CANADA LIMITED","FOR MEN MACA ROOT ENERGETIC FACE PROTECTOR (avobenzone 3 % and octinoxate 5 % and octisalate 3 % lotion) THE BODY SHOP CANADA LIMITED",NA,NA
FALSE,"02321297","02321297","MARKETED",2009-03-02,"FC5 OIL-ABSORBING DAY LOTION WITH SPF 20","ARBONNE INTERNATIONAL LLC","FC5 OIL-ABSORBING DAY LOTION WITH SPF 20 (avobenzone 2 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 1.8 % lotion) ARBONNE INTERNATIONAL LLC",NA,NA
FALSE,"00740810","00740810","MARKETED",1987-12-31,"TRIMIPRAMINE","AA PHARMA INC","TRIMIPRAMINE (trimipramine (trimipramine maleate) 50 mg oral tablet) AA PHARMA INC",NA,NA
FALSE,"02321300","02321300","MARKETED",2009-03-02,"FC5 NURTURING DAY LOTION WITH SPF 20","ARBONNE INTERNATIONAL LLC","FC5 NURTURING DAY LOTION WITH SPF 20 (avobenzone 2 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 1.8 % lotion) ARBONNE INTERNATIONAL LLC",NA,NA
TRUE,"02321343","02321343","MARKETED",2010-03-08,"TEVA-OLANZAPINE ODT","TEVA CANADA LIMITED","TEVA-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) TEVA CANADA LIMITED",NA,NA
TRUE,"02321351","02321351","MARKETED",2010-03-08,"TEVA-OLANZAPINE ODT","TEVA CANADA LIMITED","TEVA-OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) TEVA CANADA LIMITED",NA,NA
FALSE,"02321424","02321424","MARKETED",2009-01-02,"T36 THE LIQUID ANTISEPTIC HAND SANITIZER","VANC PHARMACEUTICALS INC","T36 THE LIQUID ANTISEPTIC HAND SANITIZER (alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous liquid) VANC PHARMACEUTICALS INC",NA,NA
FALSE,"02321432","02321432","MARKETED",2009-08-06,"BENYLIN EXTRA STRENGTH ALL-IN-ONE COLD AND FLU WITH WARMING SENSATION","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","BENYLIN EXTRA STRENGTH ALL-IN-ONE COLD AND FLU WITH WARMING SENSATION (acetaminophen 500 mg per 15 mL and dextromethorphan hydrobromide 15 mg per 15 mL and guaifenesin 100 mg per 15 mL and pseudoephedrine hydrochloride 30 mg per 15 mL syrup) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA
TRUE,"02321475","02321475","MARKETED",2010-10-18,"ACT REPAGLINIDE","ACTAVIS PHARMA COMPANY","ACT REPAGLINIDE (repaglinide 0.5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
TRUE,"02321483","02321483","MARKETED",2010-10-18,"ACT REPAGLINIDE","ACTAVIS PHARMA COMPANY","ACT REPAGLINIDE (repaglinide 1 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
TRUE,"02321491","02321491","MARKETED",2010-10-18,"ACT REPAGLINIDE","ACTAVIS PHARMA COMPANY","ACT REPAGLINIDE (repaglinide 2 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
TRUE,"02321513","02321513","MARKETED",2009-04-14,"SEROQUEL XR","ASTRAZENECA CANADA INC","SEROQUEL XR (quetiapine (quetiapine fumarate) 150 mg prolonged-release oral tablet) ASTRAZENECA CANADA INC",NA,NA
TRUE,"02321653","02321653","MARKETED",2009-05-07,"COVERSYL PLUS HD","SERVIER CANADA INC","COVERSYL PLUS HD (indapamide 2.5 mg and perindopril erbumine 8 mg oral tablet) SERVIER CANADA INC",NA,NA
FALSE,"02321688","02321688","MARKETED",2009-04-30,"MINT GLAZE FX","COVER FX SKINCARE INC","MINT GLAZE FX (octinoxate 7.5 % and oxybenzone 2.5 % cutaneous liquid) COVER FX SKINCARE INC",NA,NA
