"concept_code","concept_name","tm_formal_name","policy","policy_url"
"02378280","NUCYNTA IR (tapentadol (tapentadol hydrochloride) 75 mg oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02378299","NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02385392","DIAZEPAM INJECTION USP (diazepam 10 mg per 2 mL solution for injection ampoule) ALVEDA PHARMACEUTICALS INC","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02387425","TARGIN (naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet) PURDUE PHARMA","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02388669","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394170","ACT OXYCODONE CR (oxycodone hydrochloride 5 mg prolonged-release oral tablet) ACTAVIS PHARMA COMPANY","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394189","ACT OXYCODONE CR (oxycodone hydrochloride 10 mg prolonged-release oral tablet) ACTAVIS PHARMA COMPANY","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394197","ACT OXYCODONE CR (oxycodone hydrochloride 20 mg prolonged-release oral tablet) ACTAVIS PHARMA COMPANY","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394200","ACT OXYCODONE CR (oxycodone hydrochloride 40 mg prolonged-release oral tablet) ACTAVIS PHARMA COMPANY","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394219","ACT OXYCODONE CR (oxycodone hydrochloride 80 mg prolonged-release oral tablet) ACTAVIS PHARMA COMPANY","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394596","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394618","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394766","APO-OXYCODONE CR (oxycodone hydrochloride 15 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394782","APO-OXYCODONE CR (oxycodone hydrochloride 60 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02400111","JAMP-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) JAMP PHARMA CORPORATION","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02400138","JAMP-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) JAMP PHARMA CORPORATION","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02400146","JAMP-ALPRAZOLAM (alprazolam 1 mg oral tablet) JAMP PHARMA CORPORATION","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02400154","JAMP-ALPRAZOLAM (alprazolam 2 mg oral tablet) JAMP PHARMA CORPORATION","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02404877","RIVA-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) LABORATOIRE RIVA INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02404885","RIVA-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) LABORATOIRE RIVA INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02404893","RIVA-ALPRAZOLAM (alprazolam 1 mg oral tablet) LABORATOIRE RIVA INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02404907","RIVA-ALPRAZOLAM (alprazolam 2 mg oral tablet) LABORATOIRE RIVA INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02408090","MYLAN-BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) MYLAN PHARMACEUTICALS ULC","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02408104","MYLAN-BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg sublingual tablet) MYLAN PHARMACEUTICALS ULC","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02410745","APO-LORAZEPAM SUBLINGUAL (lorazepam 0.5 mg sublingual tablet) APOTEX INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02410753","APO-LORAZEPAM SUBLINGUAL (lorazepam 1 mg sublingual tablet) APOTEX INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02410761","APO-LORAZEPAM SUBLINGUAL (lorazepam 2 mg sublingual tablet) APOTEX INC","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02413728","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) PHARMASCIENCE INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02413736","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) PHARMASCIENCE INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02413744","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) PHARMASCIENCE INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02413752","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) PHARMASCIENCE INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02415577","NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 50 mg prolonged-release oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02415585","NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02415593","NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02415607","NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02415615","NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) ENDO VENTURES LTD","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02417634","NAT-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) NATCO PHARMA (CANADA) INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02417642","NAT-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) NATCO PHARMA (CANADA) INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02417650","NAT-ALPRAZOLAM (alprazolam 1 mg oral tablet) NATCO PHARMA (CANADA) INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02417669","NAT-ALPRAZOLAM (alprazolam 2 mg oral tablet) NATCO PHARMA (CANADA) INC","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02424851","PMS-BUPRENORPHINE-NALOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) PHARMASCIENCE INC","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02424878","PMS-BUPRENORPHINE-NALOXONE (buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg sublingual tablet) PHARMASCIENCE INC","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02438704","LORAZEPAM INJECTION USP (lorazepam 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02439603","VYVANSE (lisdexamfetamine dimesylate 10 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02442027","CLONAZEPAM (clonazepam 0.25 mg oral tablet) SIVEM PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02442035","CLONAZEPAM (clonazepam 0.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02442043","CLONAZEPAM (clonazepam 1 mg oral tablet) SIVEM PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02442051","CLONAZEPAM (clonazepam 2 mg oral tablet) SIVEM PHARMACEUTICALS ULC","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02443236","APO-DEXTROAMPHETAMINE (dextroamphetamine sulfate 5 mg oral tablet) APOTEX INC","dextroamphetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02450771","BUTRANS 15 (buprenorphine 15 mcg per hour transdermal patch) PURDUE PHARMA","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02452731","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02452758","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02452766","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) APOTEX INC","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02458071","VYVANSE (lisdexamfetamine dimesylate 70 mg oral capsule) SHIRE PHARMA CANADA ULC","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00414247","OXPAM (oxazepam 10 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00414255","OXPAM (oxazepam 15 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00414263","OXPAM (oxazepam 30 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00497282","CODEINE PHOSPHATE INJ 30MG/ML (codeine phosphate 30 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00497290","CODEINE PHOSPHATE INJ 60MG/ML (codeine phosphate 60 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00414220","SOM-PAM (flurazepam hydrochloride 15 mg oral capsule) BIOMED PHARMA","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00414239","SOM-PAM (flurazepam hydrochloride 30 mg oral capsule) BIOMED PHARMA","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00655643","PRO-LORAZEPAM TAB 0.5MG (lorazepam 0.5 mg oral tablet) PRO DOC LIMITEE","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00667102","PMS-FLURAZEPAM CAP 15MG (flurazepam hydrochloride 15 mg oral capsule) PHARMASCIENCE INC","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00726389","PMS-OXAZEPAM TAB 30MG (oxazepam 30 mg oral tablet) PHARMASCIENCE INC","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00726362","PMS-OXAZEPAM TAB 10MG (oxazepam 10 mg oral tablet) PHARMASCIENCE INC","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00726370","PMS-OXAZEPAM TAB 15MG (oxazepam 15 mg oral tablet) PHARMASCIENCE INC","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02131013","DOM-CLONAZEPAM - TAB 2MG (clonazepam 2 mg oral tablet) DOMINION PHARMACAL","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02224100","DOM-CLONAZEPAM-R - TAB 0.5MG (clonazepam 0.5 mg oral tablet) DOMINION PHARMACAL","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02130998","DOM-CLONAZEPAM - TAB 0.5MG (clonazepam 0.5 mg oral tablet) DOMINION PHARMACAL","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230366","CLONAPAM (clonazepam 0.5 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230368","CLONAPAM (clonazepam 1 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02230369","CLONAPAM (clonazepam 2 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02233960","SANDOZ CLONAZEPAM (clonazepam 0.5 mg oral tablet) SANDOZ CANADA INCORPORATED","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02233982","SANDOZ CLONAZEPAM (clonazepam 1 mg oral tablet) SANDOZ CANADA INCORPORATED","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02233985","SANDOZ CLONAZEPAM (clonazepam 2 mg oral tablet) SANDOZ CANADA INCORPORATED","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243240","DIAZEPAM AUTOINJECTOR (diazepam 20 mg per 2 mL solution for injection ampoule) MERIDIAN MEDICAL TECHNOLOGIES INC.","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02243978","PMS-CODEINE (codeine phosphate 15 mg oral tablet) PHARMASCIENCE INC","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02244508","PMS-BUTORPHANOL (butorphanol tartrate 10 mg per mL nasal spray) PHARMASCIENCE INC","butorphanol","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02245784","DOM-LORAZEPAM (lorazepam 0.5 mg oral tablet) DOMINION PHARMACAL","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02245785","DOM-LORAZEPAM (lorazepam 1 mg oral tablet) DOMINION PHARMACAL","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02245786","DOM-LORAZEPAM (lorazepam 2 mg oral tablet) DOMINION PHARMACAL","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247173","BIO-DIAZEPAM (diazepam 2 mg oral tablet) BIOMED PHARMA","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247174","BIO-DIAZEPAM (diazepam 5 mg oral tablet) BIOMED PHARMA","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247176","BIO-DIAZEPAM (diazepam 10 mg oral tablet) BIOMED PHARMA","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247177","BIO-OXAZEPAM (oxazepam 10 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247178","BIO-OXAZEPAM (oxazepam 15 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02247179","BIO-OXAZEPAM (oxazepam 30 mg oral tablet) BIOMED PHARMA","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02248126","BIO-FLURAZEPAM (flurazepam hydrochloride 15 mg oral capsule) BIOMED PHARMA","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02248127","BIO-FLURAZEPAM (flurazepam hydrochloride 30 mg oral capsule) BIOMED PHARMA","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02270641","CO CLONAZEPAM (clonazepam 0.5 mg oral tablet) COBALT PHARMACEUTICALS COMPANY","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02270668","CO CLONAZEPAM (clonazepam 1 mg oral tablet) COBALT PHARMACEUTICALS COMPANY","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02270676","CO CLONAZEPAM (clonazepam 2 mg oral tablet) COBALT PHARMACEUTICALS COMPANY","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02273039","PMS-TEMAZEPAM (temazepam 15 mg oral capsule) PHARMASCIENCE INC","temazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02366754","APO-OXYCODONE CR (oxycodone hydrochloride 10 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02386143","DIAZEPAM INJECTION SDZ (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"02394774","APO-OXYCODONE CR (oxycodone hydrochloride 30 mg prolonged-release oral tablet) APOTEX INC","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000015","methylphenidate hydrochloride 10 mg oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000023","methylphenidate hydrochloride 20 mg oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9006207","codeine phosphate 25 mg per 5 mL syrup","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000075","diazepam 5 mg oral tablet","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000097","clonazepam 0.5 mg oral tablet","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000098","clonazepam 2 mg oral tablet","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9006199","codeine phosphate 10 mg per 5 mL oral solution","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000108","diazepam 10 mg oral tablet","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000128","diazepam 2 mg oral tablet","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000135","oxazepam 10 mg oral tablet","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000137","oxazepam 30 mg oral tablet","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000136","oxazepam 15 mg oral tablet","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000070","oxycodone hydrochloride 20 mg suppository","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000069","oxycodone hydrochloride 10 mg suppository","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000153","oxycodone hydrochloride 10 mg oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000164","bromazepam 3 mg oral tablet","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000165","bromazepam 6 mg oral tablet","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000161","alprazolam 0.25 mg oral tablet","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000162","alprazolam 0.5 mg oral tablet","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000168","flurazepam hydrochloride 15 mg oral capsule","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000169","flurazepam hydrochloride 30 mg oral capsule","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000107","codeine phosphate 30 mg per 1 mL solution for injection ampoule","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000157","temazepam 15 mg oral capsule","temazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000158","temazepam 30 mg oral capsule","temazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000195","acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet","acetylsalicylic acid and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000094","acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000208","methylphenidate hydrochloride 20 mg prolonged-release oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000225","lorazepam 1 mg oral tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000226","lorazepam 2 mg oral tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000224","lorazepam 0.5 mg oral tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000181","codeine phosphate 15 mg oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000182","codeine phosphate 30 mg oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000103","acetaminophen 300 mg and codeine phosphate 60 mg oral tablet","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000194","acetaminophen 300 mg and codeine phosphate 30 mg oral tablet","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000367","oxycodone hydrochloride 5 mg oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000375","belladonna 15 mg and opium 65 mg suppository","belladonna and opium","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
