tm_code,tm_formal_name,tm_fr_description,tm_status,tm_status_effective_time
"8001490","lodoxamide","lodoxamide","Active","19921231"
"8001747","dextromethorphan and guaifenesin and menthol and pseudoephedrine","dextrométhorphane et guaïfénésine et menthol et pseudoéphédrine","Active","20050930"
"8001165","abacavir and lamivudine and zidovudine","abacavir et lamivudine et zidovudine","Inactive","20191121"
"8002080","procarbazine","procarbazine","Active","19701231"
"8001831","lenalidomide","lénalidomide","Active","20080219"
"8002205","mineral oil heavy and mineral oil light","huile minérale lourde et huile minérale légère","Active","20180503"
"8000142","simvastatin","simvastatine","Active","19901231"
"8000349","acetaminophen and tramadol","acétaminophène et tramadol","Active","20050722"
"8002164","tryptophan","tryptophane","Active","19861231"
"8000886","acetylsalicylic acid and citric acid and sodium bicarbonate","acide acétylsalicylique et acide citrique et bicarbonate de sodium","Active","19951231"
"8001895","cetylpyridinium","cétylpyridinium","Active","19841231"
"8001807","imatinib","imatinib","Active","20041025"
"8001275","infliximab","infliximab","Active","20010614"
"8001988","venetoclax","vénétoclax","Active","20161031"
"8001136","glecaprevir and pibrentasvir","glécaprévir et pibrentasvir","Active","20170913"
"8001887","arsenic trioxide","trioxyde d'arsénic","Active","20130909"
"8001213","loperamide","lopéramide","Active","19931231"
"8002061","pembrolizumab","pembrolizumab","Active","20150601"
"8001590","bilastine","bilastine","Active","20161202"
"8000132","salbutamol","salbutamol","Active","19921231"
"8000968","ambrisentan","ambrisentan","Active","20080624"
"8001153","palonosetron","palonosétron","Active","20120719"
"8002196","flibanserin","flibansérine","Active","20181113"
"8000837","acetaminophen and caffeine","acétaminophène et caféine","Active","19861231"
"8000219","oxybutynin","oxybutynine","Active","19951231"
"8001522","rupatadine","rupatadine","Active","20170116"
"8001912","naphazoline and pheniramine","naphazoline et phéniramine","Active","19801231"
"8001158","sofosbuvir and velpatasvir and voxilaprevir","sofosbuvir et velpatasvir et voxilaprévir","Active","20170918"
"8000257","bupropion","bupropion","Active","19980505"
"8001583","beractant","béractant","Active","19931231"
"8001871","potassium citrate","citrate de potassium","Active","19950101"
"8000224","azithromycin","azithromycine","Active","19960926"
"8000396","galantamine","galantamine","Active","20050429"
"8000247","terazosin","térazosine","Active","19970926"
"8001219","norfloxacin","norfloxacine","Active","19980720"
"8001650","everolimus","évérolimus","Active","20100119"
"8001645","eribulin","éribuline","Active","20120319"
"8001073","alogliptin and metformin","alogliptine et metformine","Active","20140430"
"8001236","tenofovir alafenamide","ténofovir alafénamide","Active","20170620"
"8000986","tolvaptan","tolvaptan","Active","20110922"
"8001292","mycophenolic acid","acide mycophénolique","Active","19951231"
"8000004","phenytoin sodium","phénytoïne sodique","Active","19511231"
"8000909","cilazapril and hydrochlorothiazide","cilazapril et hydrochlorothiazide","Active","19990401"
"8000287","rivastigmine","rivastigmine","Active","20000515"
"8002037","obeticholic acid","acide obéticholique","Active","20170526"
"8002052","papaverine","papavérine","Active","19511231"
"8000284","hydrochlorothiazide and irbesartan","hydrochlorothiazide et irbésartan","Active","20000316"
"8002275","arginine","arginine","Active","19731231"
"8000332","fosinopril","fosinopril","Active","20031205"
"8001399","mefloquine","méfloquine","Active","20020723"
"8001060","omalizumab","omalizumab","Active","20050203"
"8001580","benzethonium and benzocaine","benzéthonium et benzocaïne","Active","20050209"
"8001435","asenapine","asénapine","Active","20111219"
"8001720","chlorhexidine and lidocaine","chlorhexidine et lidocaïne","Active","20071206"
"8000005","phenytoin (base)","phénytoïne (base)","Active","19521231"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","Active","19841231"
"8001255","danaparoid","danaparoïde","Active","19951231"
"8002322","sucroferric oxyhydroxide","oxyhydroxyde sucro-ferrique","Active","20191120"
"8001075","azilsartan and chlorthalidone","azilsartan et chlorthalidone","Active","20130321"
"8002115","dextran 70 and glycerin and hypromellose","dextran 70 et glycérine et hypromellose","Active","20030102"
"8002078","poractant alfa","poractant alfa","Active","20161219"
"8001178","cefoxitin","céfoxitine","Active","19951231"
"8001327","acetaminophen and dextromethorphan and diphenhydramine and pseudoephedrine","acétaminophène et dextrométhorphane et diphenhydramine et pseudoéphédrine","Active","20120828"
"8002040","octreotide","octréotide","Active","19891231"
"8001328","acetaminophen and dextromethorphan and doxylamine","acétaminophène et dextrométhorphane et doxylamine","Active","20060626"
"8002041","olaparib","olaparib","Active","20160516"
"8002320","emicizumab","émicizumab","Active","20181019"
"8000879","atenolol and chlorthalidone","aténolol et chlorthalidone","Active","19941231"
"8001548","abatacept","abatacept","Active","20060808"
"8000826","guaifenesin and oxtriphylline","guaïfénésine et oxtriphylline","Active","19811231"
"8001377","dolutegravir and rilpivirine","dolutégravir et rilpivirine","Active","20180604"
"8000272","dorzolamide and timolol","dorzolamide et timolol","Active","19990527"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","Active","20120309"
"8002296","interferon beta-1a (peginterferon beta-1a)","interféron bêta-1a (peginterféron bêta-1a)","Active","20150925"
"8001182","daclatasvir","daclatasvir","Active","20150908"
"8001655","fondaparinux","fondaparinux","Active","20020719"
"8000852","sodium citrate","citrate de sodium","Active","19901231"
"8002087","stiripentol","stiripentol","Active","20130501"
"8001252","colestipol","colestipol","Active","19851231"
"8002232","sodium ferric gluconate complex","complexe de gluconate de fer sodique","Active","20050302"
"8001643","ensulizole","ensulizole","Deprec","20181103"
"8001741","daunorubicin","daunorubicine","Active","19711231"
"8001403","nalbuphine","nalbuphine","Active","19931231"
"8000273","repaglinide","répaglinide","Active","19990621"
"8001953","temozolomide","témozolomide","Active","19991112"
"8000917","estradiol and norethindrone","estradiol et noréthindrone","Active","20000525"
"8002021","elagolix","élagolix","Active","20181030"
"8002126","glycerin and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic","glycérine et chlorure de potassium et lactate de sodium et phosphate de sodium dibasique et phosphate de sodium monobasique","Active","19911231"
"8001118","dexmedetomidine","dexmédétomidine","Active","20100224"
"8001244","amcinonide","amcinonide","Active","20030213"
"8001364","codeine and guaifenesin and pseudoephedrine","codéine et guaïfénésine et pseudoéphédrine","Active","19951231"
"8002007","aloe and benzoin and myroxylon balsamum and storax","aloès et benzoïne et myroxylon balsamum et styrax","Active","19821231"
"8000120","ranitidine","ranitidine","Active","19871231"
"8001351","chlordiazepoxide and clidinium","chlordiazépoxide et clidinium","Active","19611231"
"8001318","acetaminophen and chlorpheniramine","acétaminophène et chlorphéniramine","Inactive","20171213"
"8000812","hydrocortisone and zinc sulfate","hydrocortisone et sulfate de zinc","Active","19751231"
"8001925","romidepsin","romidepsine","Active","20140205"
"8001044","acetaminophen","acétaminophène","Active","19611231"
"8001804","idelalisib","idélalisib","Active","20150421"
"8001405","nedocromil","nédocromil","Inactive","20190401"
"8001463","ethosuximide","éthosuximide","Active","19601231"
"8002197","hemin","hémine","Active","20181205"
"8001042","hydrochlorothiazide and methyldopa","hydrochlorothiazide et méthyldopa","Inactive","20190504"
"8002048","palbociclib","palbociclib","Active","20160419"
"8001095","triazolam","triazolam","Active","19891231"
"8001603","busulfan","busulfan","Active","19541231"
"8001258","delavirdine","délavirdine","Inactive","20181101"
"8001827","lanthanum","lanthane","Active","20061206"
"8001513","propiverine","propivérine","Active","20170413"
"8000926","brompheniramine and codeine and guaifenesin and phenylephrine","bromphéniramine et codéine et guaïfénésine et phényléphrine","Active","20010928"
"8001154","peramivir","péramivir","Inactive","20180103"
"8000279","fluticasone and salmeterol","fluticasone et salmétérol","Active","19990924"
"8001556","alectinib","alectinib","Active","20161014"
"8002310","patiromer","patiromère","Active","20191127"
"8001905","doxylamine and pyridoxine","doxylamine et pyridoxine","Active","19831231"
"8000097","indapamide","indapamide","Active","19821231"
"8001833","leucovorin","leucovorine","Active","19941231"
"8001691","allantoin and chloroxylenol","allantoïne et chloroxylénol","Active","19960722"
"8001573","auranofin","auranofine","Active","19931231"
"8001468","flunarizine","flunarizine","Active","20020808"
"8002238","bacitracin and lidocaine and polymyxin B","bacitracine et lidocaïne et polymyxine B","Active","19980527"
"8001941","sodium polystyrene sulfonate","polystyrène sulfonate de sodium","Active","19611231"
"8001930","sarilumab","sarilumab","Active","20170208"
"8001222","piperacillin","pipéracilline","Inactive","20190401"
"8000367","ciclesonide","ciclésonide","Active","20060927"
"8001529","sulindac","sulindac","Active","19881231"
"8001422","tinzaparin","tinzaparine","Active","19951231"
"8001376","disopyramide","disopyramide","Active","20030912"
"8001301","primidone","primidone","Active","19771231"
"8001693","ammonium chloride and dextromethorphan and diphenhydramine","chlorure d'ammonium et dextrométhorphane et diphenhydramine","Active","20010320"
"8000855","benzalkonium and coal tar and salicylic acid","benzalkonium et goudron de houille et acide salicylique","Inactive","20190527"
"8000023","acetaminophen and caffeine and codeine","acétaminophène et caféine et codéine","Active","19641231"
"8002312","niraparib","niraparib","Active","20200109"
"8001971","trametinib","tramétinib","Active","20130828"
"8001799","hydroxocobalamin","hydroxocobalamine","Active","20121019"
"8000183","mesalazine","mésalazine","Active","19921231"
"8002069","piperonyl butoxide and pyrethrins","butoxyde de pipéronyle et pyréthrines","Active","19951231"
"8001196","emtricitabine and rilpivirine and tenofovir disoproxil","emtricitabine et rilpivirine et ténofovir disoproxil","Active","20111020"
"8000398","esomeprazole and naproxen","ésoméprazole et naproxène","Active","20110204"
"8001410","pamidronate","pamidronate","Active","20010831"
"8001755","docetaxel","docétaxel","Active","19951231"
"8001197","emtricitabine and tenofovir alafenamide","emtricitabine et ténofovir alafénamide","Active","20160603"
"8001963","thyrotropin alfa","thyrotropine alfa","Active","20020812"
"8001224","raltegravir","raltégravir","Active","20071128"
"8000784","normethadone and p-hydroxyephedrine","norméthadone et p-hydroxyéphédrine","Active","19970123"
"8000965","aliskiren","aliskirène","Active","20071126"
"8000841","cyproterone","cyprotérone","Active","19871231"
"8001221","penicillin G benzathine","pénicilline G benzathine","Active","20080611"
"8001672","nelarabine","nélarabine","Active","20080117"
"8001624","danazol","danazol","Active","19721231"
"8002013","bictegravir and emtricitabine and tenofovir alafenamide","bictégravir et emtricitabine et ténofovir alafénamide","Active","20180808"
"8001070","aclidinium","aclidinium","Active","20130913"
"8001614","cetuximab","cétuximab","Active","20081028"
"8001291","methylprednisolone acetate","acétate de méthylprednisolone","Active","19601231"
"8001899","clioquinol and flumethasone","clioquinol et fluméthasone","Active","19681231"
"8001947","sufentanil","sufentanil","Active","20010801"
"8000313","alfuzosin","alfuzosin","Active","20020221"
"8001089","umeclidinium","uméclidinium","Active","20150427"
"8001207","inosine pranobex","inosine pranobex","Active","20000125"
"8001863","modafinil","modafinil","Active","19990324"
"8001825","lacosamide","lacosamide","Active","20101021"
"8002139","mannitol and sorbitol","mannitol et sorbitol","Active","19801231"
"8000216","losartan","losartan","Active","19951231"
"8000372","buprenorphine and naloxone","buprénorphine et naloxone","Active","20071126"
"8001849","mepivacaine","mépivacaïne","Active","19771231"
"8000302","betahistine","bétahistine","Active","20010817"
"8000347","atomoxetine","atomoxétine","Active","20050224"
"8001637","dornase alfa","dornase alfa","Active","19941231"
"8001993","vismodegib","vismodégib","Active","20130809"
"8001345","bupropion and naltrexone","bupropion et naltrexone","Active","20180316"
"8001438","azelastine and fluticasone","azélastine et fluticasone","Active","20150331"
"8001915","phenylbutyric acid","acide phénylbutyrique","Active","20150127"
"8000051","prednisolone","prednisolone","Active","19741231"
"8001453","droperidol","dropéridol","Inactive","20190801"
"8000908","fusidic acid and hydrocortisone","acide fusidique et hydrocortisone","Active","19981111"
"8001991","vincristine","sulfate de vincristine","Active","19951231"
"8001617","clobetasone","clobétasone","Active","19990927"
"8001045","docusate","docusate","Active","19851231"
"8000154","amoxicillin and clavulanic acid","amoxicilline et acide clavulanique","Active","19921231"
"8001654","flutamide","flutamide","Active","19981008"
"8001966","tocilizumab","tocilizumab","Active","20100526"
"8001359","cimetidine","cimétidine","Active","19821231"
"8001416","procainamide","procaïnamide","Active","19951231"
"8000320","tiotropium","tiotropium","Active","20021121"
"8001960","thalidomide","thalidomide","Active","20101101"
"8001121","zolpidem","zolpidem","Active","20111129"
"8000066","baclofen","baclofène","Active","19781231"
"8000277","telmisartan","telmisartan","Active","19990901"
"8001020","mifepristone and misoprostol","mifépristone et misoprostol","Active","20170110"
"8001660","halobetasol","halobétasol","Active","19931231"
"8001975","treprostinil","tréprostinil","Active","20040430"
"8001780","fluorouracil and salicylic acid","fluorouracile et acide salicylique","Active","20160219"
"8001193","efavirenz and emtricitabine and tenofovir disoproxil","éfavirenz et emtricitabine et ténofovir disoproxil","Active","20071023"
"8000970","drospirenone and estradiol","drospirénone et estradiol","Active","20081020"
"8000325","bisoprolol","bisoprolol","Active","20030424"
"8002081","propofol","propofol","Active","19931231"
"8001299","permethrin","perméthrine","Active","19881231"
"8000927","betamethasone dipropionate and calcipotriol","dipropionate de bétaméthasone et calcipotriol","Active","20011129"
"8001606","canakinumab","canakinumab","Active","20100427"
"8001597","brexpiprazole","brexpiprazole","Active","20170419"
"8001771","ethinyl estradiol and ethynodiol","éthinylestradiol et éthynodiol","Active","19791231"
"8000261","montelukast","montélukast","Active","19980821"
"8001917","ramucirumab","ramucirumab","Active","20150910"
"8001239","tipranavir","tipranavir","Active","20051201"
"8001646","erlotinib","erlotinib","Active","20050719"
"8001890","benoxinate and fluorescein","bénoxinate et fluorescéine","Inactive","20190801"
"8001952","tazarotene","tazarotène","Active","19970410"
"8000239","ramipril","ramipril","Active","19970324"
"8001702","benzalkonium and pramoxine","benzalkonium et pramoxime","Active","20090312"
"8001750","dimethicone and petrolatum","diméthicone et pétrolatum","Inactive","20170126"
"8001535","tiaprofenic acid","acide tiaprofénique","Active","19961231"
"8000081","timolol","timolol","Active","19791231"
"8001531","telbivudine","telbivudine","Inactive","20200421"
"8000072","valproic acid (valproate)","acide valproïque (valproate)","Active","19781231"
"8001878","sodium iodide","iodure de sodium","Active","19931231"
"8001096","tamoxifen","tamoxifène","Active","19891231"
"8001418","quinagolide","quinagolide","Active","20041229"
"8002054","pasireotide","pasiréotide","Active","20131126"
"8001317","acenocoumarol","acénocoumarol","Active","19571231"
"8001234","streptomycin","streptomycine","Active","20011015"
"8001934","selexipag","sélexipag","Active","20160421"
"8002289","albutrepenonacog alfa","albutrépénonacog alfa","Active","20190704"
"8002151","pancrelipase","pancrelipase","Active","19731231"
"8002100","camphor and glycol salicylate and levomenthol","camphre et salicylate de glycol et lévomenthol","Active","20020201"
"8001523","sacubitril and valsartan","sacubitril et valsartan","Active","20151113"
"8000036","clindamycin","clindamycine","Active","19701231"
"8001625","darbepoetin alfa","darbépoétine alfa","Active","20130816"
"8001470","fluorometholone (base)","fluorométholone (base)","Active","19721231"
"8001251","colesevelam","colésévélam","Active","20120206"
"8002056","pegaspargase","pégaspargase","Active","20170601"
"8001547","zuclopenthixol","zuclopenthixol","Active","19970502"
"8001200","ertapenem","ertapénem","Active","20030827"
"8000916","acetylsalicylic acid and dipyridamole","acide acétylsalicylique et dipyridamole","Active","20000417"
"8001823","ixekizumab","ixékizumab","Active","20160811"
"8001507","pimozide","pimozide","Active","20030401"
"8000135","clonidine","clonidine","Active","19901231"
"8000343","ethinyl estradiol and etonogestrel","éthinylestradiol et étonogestrel","Active","20041202"
"8000988","dutasteride and tamsulosin","dutastéride et tamsulosine","Active","20111117"
"8001814","interferon beta-1a (conventional)","interféron bêta-1a (classique)","Active","19980223"
"8001446","cortisone","cortisone","Active","19731231"
"8001494","macitentan","macitentan","Active","20140115"
"8000222","tacrolimus","tacrolimus","Active","19960814"
"8000250","trandolapril","trandolapril","Active","19980107"
"8001238","tigecycline","tigécycline","Active","20061130"
"8001263","doxepin","doxépine","Active","19701231"
"8001919","regorafenib","régorafénib","Active","20130402"
"8001495","mefenamic acid","acide méfénamique","Active","19661231"
"8002257","enasidenib","énasidénib","Active","20190227"
"8000204","lithium (ion)","lithium (ion)","Inactive","20180802"
"8001970","trabectedin","trabectédine","Active","20100805"
"8001394","insulin lispro and insulin lispro protamine","insuline lispro et insuline lispro protamine","Active","19990705"
"8001587","bethanechol","béthanéchol","Active","19921231"
"8000793","triamcinolone hexacetonide","hexacétonide de triamcinolone","Active","19970120"
"8001752","dimethicone and zinc oxide","diméthicone et oxyde de zinc","Active","20090520"
"8002066","phentolamine","phentolamine","Active","20010615"
"8001680","podophyllotoxin","podophyllotoxine","Active","19921231"
"8001959","tetrahydrozoline and zinc sulfate","tétrahydrozoline et sulfate de zinc","Active","19961231"
"8001766","epoprostenol","époprosténol","Active","19970728"
"8002256","dinutuximab","dinutuximab","Active","20190501"
"8002220","carboxymethylcellulose","carboxyméthylcellulose","Active","19911231"
"8002111","coal tar and salicylic acid and triclosan","goudron de houille et acide salicylique et triclosan","Active","19731231"
"8002319","damoctocog alfa pegol","damoctocog alfa pégol","Active","20200127"
"8001882","zinc sulfate","sulfate de zinc","Active","19921231"
"8001465","exenatide","exénatide","Active","20110531"
"8002117","dextran 70 and polyethylene glycol 400 and povidone and tetrahydrozoline","dextran 70 et polyethylene glycol 400 et povidone et tétrahydrozoline","Active","20050308"
"8001321","acetaminophen and chlorpheniramine and dextromethorphan and phenylephrine","acétaminophène et chlorphéniramine et dextrométhorphane et phényléphrine","Active","20060724"
"8002227","choriogonadotropin alfa","choriogonadotropine alfa","Active","20041220"
"8002287","romosozumab","romosozumab","Active","20190812"
"8000994","acetaminophen and guaifenesin and menthol","acétaminophène et guaïfénésine et menthol","Active","20121004"
"8002288","susoctocog alfa","susoctocog alfa","Active","20161130"
"8001122","vandetanib","vandétanib","Active","20120223"
"8001555","aldesleukin","aldesleukine","Active","19951231"
"8001001","metformin and saxagliptin","metformine et saxagliptine","Active","20130426"
"8001664","ivacaftor and lumacaftor","ivacaftor et lumacaftor","Active","20160127"
"8002207","mineral oil heavy and white petrolatum","huile minérale lourde et pétrolatum blanc","Active","19891231"
"8001268","evolocumab","évolocumab","Active","20150928"
"8001426","zoledronic acid","acide zolédronique","Active","20041014"
"8001296","nicotinic acid","acide nicotinique","Inactive","20190722"
"8001329","acetaminophen and dextromethorphan and doxylamine and guaifenesin and pseudoephedrine","acétaminophène et dextrométhorphane et doxylamine et guaïfénésine et pseudoéphédrine","Active","20121210"
"8001979","triptorelin","triptoréline","Active","20051215"
"8000140","lisinopril","lisinopril","Active","19901231"
"8001169","amikacin","amikacin","Active","20010129"
"8002068","piperazine","pipérazine","Active","19791231"
"8001875","prilocaine","prilocaïne","Active","20151223"
"8001787","gemcitabine","gemcitabine","Active","20090716"
"8001441","bivalirudin","bivalirudine","Active","20030508"
"8001803","idarucizumab","idarucizumab","Active","20160524"
"8002176","ascorbic acid and dextromethorphan and pheniramine and phenylephrine","acide ascorbique et dextrométhorphane et phéniramine et phényléphrine","Active","19951231"
"8002079","primaquine","primaquine","Active","19451231"
"8002325","entrectinib","entrectinib","Active","20200304"
"8001927","ropivacaine","ropivacaïne","Active","19970430"
"8001437","atovaquone and proguanil","atovaquone et proguanil","Active","19980807"
"8000390","metformin and sitagliptin","metformine et sitagliptine","Active","20091008"
"8001167","acetaminophen and diphenhydramine and phenylephrine","acétaminophène et diphenhydramine et phényléphrine","Active","20141204"
"8000371","varenicline","varénicline","Active","20070411"
"8001837","lidocaine","lidocaïne","Active","19511231"
"8000804","ethacrynic acid","acide éthacrynique","Active","19681231"
"8001595","brentuximab vedotin","brentuximab védotine","Active","20130219"
"8000348","pregabalin","prégabaline","Active","20050718"
"8000389","aripiprazole","aripiprazole","Active","20090930"
"8000985","amlodipine and telmisartan","amlodipine et telmisartan","Active","20110811"
"8001142","guselkumab","guselkumab","Active","20171127"
"8000139","gliclazide","gliclazide","Active","19901231"
"8000047","colchicine","colchicine","Active","19741231"
"8002031","menthol and pyrithione zinc","menthol et pyrithione zincique","Active","19901231"
"8000248","quetiapine","quétiapine","Active","19971210"
"8001549","abiraterone","abiratérone","Active","20110728"
"8002106","cisatracurium","cisatracurium","Active","20140120"
"8001087","rosiglitazone","rosiglitazone","Active","20000321"
"8001486","ivermectin","ivermectine","Active","20150525"
"8001873","pramoxine and zinc sulfate","pramoxime et sulfate de zinc","Active","19921231"
"8002097","calcium carbonate and magnesium hydroxide and simethicone","carbonate de calcium et hydroxyde de magnésium et siméticone","Active","19951231"
"8002297","larotrectinib","larotrectinib","Active","20190904"
"8000954","amlodipine and atorvastatin","amlodipine et atorvastatine","Active","20051223"
"8002110","coal tar and salicylic acid","goudron de houille et acide salicylique","Active","19801231"
"8001806","ifosfamide","ifosfamide","Active","20010125"
"8000842","nadolol","nadolol","Active","19881231"
"8001545","voriconazole","voriconazole","Active","20041112"
"8002123","glycerin and naphazoline","glycérine et naphazoline","Active","20110427"
"8001907","fomepizole","fomépizole","Active","20010330"
"8001274","heparin","héparine","Active","19841231"
"8000840","lactulose","lactulose","Active","19861231"
"8000085","indomethacin","indométhacine","Active","19801231"
"8002247","polymyxin B and trimethoprim","polymyxine B et triméthoprime","Active","19931231"
"8001217","nelfinavir","nelfinavir","Active","19980921"
"8002250","polyethylene glycol 3350 and propylene glycol","polyéthylèneglycol 3350 et propylène glycol","Active","19821231"
"8001841","lidocaine and prilocaine","lidocaïne et prilocaïne","Active","19911231"
"8000141","pravastatin","pravastatine","Active","19901231"
"8001419","riluzole","riluzole","Active","20001026"
"8000903","ipratropium and salbutamol","ipratropium et salbutamol","Active","19970725"
"8000394","dexlansoprazole","dexlansoprazole","Active","20100805"
"8001287","lurasidone","lurasidone","Active","20120905"
"8002147","moroctocog alfa","moroctocog alfa","Active","20090123"
"8000092","hydrochlorothiazide and triamterene","hydrochlorothiazide et triamtérène","Active","19811231"
"8000162","dextroamphetamine","dextroamphétamine","Active","19921231"
"8001371","dextromethorphan and guaifenesin and pseudoephedrine","dextrométhorphane et guaïfénésine et pseudoéphédrine","Active","19921231"
"8000290","meloxicam","méloxicam","Active","20000926"
"8001572","atropine and diphenoxylate","atropine et diphénoxylate","Active","19601231"
"8001932","secukinumab","sécukinumab","Active","20150410"
"8000130","metoclopramide","métoclopramide","Active","19891231"
"8000866","mupirocin","mupirocine","Active","19990413"
"8001605","calcitonin salmon","calcitonine de saumon","Active","19831231"
"8001256","dapagliflozin","dapagliflozine","Active","20150116"
"8001484","hypromellose","hypromellose","Active","19691231"
"8000187","risperidone","rispéridone","Active","19931231"
"8000933","latanoprost and timolol","latanoprost et timolol","Active","20021024"
"8000059","acetaminophen and oxycodone","acétaminophène et oxycodone","Active","19771231"
"8002166","acetaminophen and ascorbic acid and pheniramine and phenylephrine","acétaminophène et acide ascorbique et phéniramine et phényléphrine","Active","19990106"
"8002064","pertuzumab","pertuzumab","Active","20130508"
"8001324","acetaminophen and chlorpheniramine and pseudoephedrine","acétaminophène et chlorphéniramine et pseudoéphédrine","Active","19861231"
"8001128","thiotepa","thiotépa","Active","20171031"
"8001488","lincomycin","lincomycine","Inactive","20160506"
"8001812","interferon alfa-2b","interféron alfa-2b","Active","19970312"
"8000266","candesartan","candésartan","Active","19981207"
"8000782","meperidine","mépéridine","Active","19441231"
"8001104","naratriptan","naratriptan","Active","19980505"
"8001850","mercaptopurine","mercaptopurine","Active","19541231"
"8001353","chlorpheniramine","chlorphéniramine","Active","19671231"
"8002004","yohimbine","yohimbine","Active","19911231"
"8001294","nepafenac","népafénac","Active","20080821"
"8001091","chlorambucil","chlorambucil","Active","19571231"
"8001159","triamcinolone diacetate","diacétate de triamcinolone","Inactive","20170803"
"8001839","lidocaine and methylprednisolone acetate","lidocaïne et acétate de méthylprednisolone","Active","19731231"
"8002050","pamabrom","pamabrom","Active","20010312"
"8002186","crisaborole","crisaborole","Active","20180829"
"8001860","mitomycin","mitomycine","Active","19971022"
"8002258","inotersen","inotersen","Active","20190107"
"8000018","medroxyprogesterone","médroxyprogestérone","Active","19601231"
"8001980","trolamine salicylate","salicylate de trolamine","Active","19841231"
"8000831","betamethasone dipropionate and salicylic acid","dipropionate de bétaméthasone et acide salicylique","Active","19831231"
"8002291","dolutegravir and lamivudine","dolutégravir et lamivudine","Active","20190909"
"8001433","aprepitant","aprépitant","Active","20070924"
"8000013","warfarin","warfarine","Active","19571231"
"8000014","prednisone","prednisone","Active","19591231"
"8001230","saquinavir","saquinavir","Active","19961231"
"8001214","maraviroc","maraviroc","Active","20070926"
"8001452","difluprednate","difluprednate","Active","20140219"
"8002043","oxaliplatin","oxaliplatine","Active","20070717"
"8000844","amiloride and hydrochlorothiazide","amiloride et hydrochlorothiazide","Active","19891231"
"8000166","finasteride","finastéride","Active","19921231"
"8000943","amiloride","amiloride","Active","20040618"
"8000205","minocycline","minocycline","Active","19941231"
"8001552","aflibercept","aflibercept","Active","20131223"
"8001427","acamprosate","acamprosate","Active","20070730"
"8001911","lidocaine and tetracaine","lidocaïne et tétracaïne","Active","20150928"
"8001989","verteporfin","vertéporfine","Active","20000626"
"8000331","tadalafil","tadalafil","Active","20031125"
"8001920","remifentanil","rémifentanil","Active","20110927"
"8000983","adapalene and benzoyl peroxide","adapalène et peroxyde de benzoyle","Active","20110513"
"8001616","cinacalcet","cinacalcet","Active","20040916"
"8001480","glimepiride","glimépiride","Active","20020312"
"8002313","proparacaine","proparacaïne","Active","19711231"
"8001510","porfimer","porfimère","Inactive","20190718"
"8001826","lanreotide","lanréotide","Active","20070222"
"8000375","duloxetine","duloxétine","Active","20080118"
"8001859","milrinone","milrinone","Active","20030625"
"8002011","baricitinib","baricitinib","Active","20180927"
"8000899","dorzolamide","dorzolamide","Active","19961231"
"8002317","gilteritinib","giltéritinib","Active","20200203"
"8000026","nortriptyline","nortriptyline","Active","19651231"
"8001320","acetaminophen and chlorpheniramine and dextromethorphan and guaifenesin and pseudoephedrine","acétaminophène et chlorphéniramine et dextrométhorphane et guaïfénésine et pseudoéphédrine","Active","20050923"
"8001307","tretinoin","trétinoïne","Active","19781231"
"8002034","nilotinib","nilotinib","Active","20080930"
"8001508","piroxicam","piroxicam","Active","19861231"
"8000045","oxycodone","oxycodone","Active","19731231"
"8001066","mepolizumab","mépolizumab","Active","20160314"
"8001388","imipramine","imipramine","Active","19751231"
"8001977","trifluoperazine","trifluopérazine","Active","19751231"
"8001987","vemurafenib","vémurafénib","Active","20120305"
"8002082","protamine","protamine","Active","19891231"
"8001451","diflunisal","diflunisal","Active","19931231"
"8000413","alendronic acid and cholecalciferol","acide alendronique et cholécalciférol","Active","20060313"
"8000848","dexamethasone (base) and tobramycin","dexaméthasone (base) et tobramycine","Active","19901231"
"8001382","fluconazole and miconazole","fluconazole et miconazole","Active","20121025"
"8001003","acyclovir and hydrocortisone","acyclovir et hydrocortisone","Active","20130726"
"8000334","ethinyl estradiol and norelgestromin","éthinylestradiol et norelgestromine","Active","20031224"
"8001081","fluticasone and vilanterol","fluticasone et vilantérol","Active","20131129"
"8002105","chloroxylenol and coal tar and menthol","chloroxylénol et goudron de houille et menthol","Active","20070420"
"8001909","gramicidin and neomycin and nystatin and triamcinolone acetonide","gramicidine et néomycine et nystatine et acétonide de triamcinolone","Active","19831231"
"8001615","chloroxylenol","chloroxylénol","Active","19381231"
"8001391","insulin human","insuline humaine","Active","19831231"
"8001401","miconazole","miconazole","Active","19741231"
"8000153","amlodipine","amlodipine","Active","19921231"
"8001732","clofarabine","clofarabine","Active","20100210"
"8000069","codeine","codéine","Active","19781231"
"8002067","pimecrolimus","pimécrolimus","Active","20030324"
"8000024","amitriptyline","amitriptyline","Active","19651231"
"8002010","apalutamide","apalutamide","Active","20180727"
"8001103","brimonidine","brimonidine","Active","19971202"
"8000999","nebivolol","nébivolol","Active","20130402"
"8000374","sitagliptin","sitagliptine","Active","20080102"
"8001521","rufinamide","rufinamide","Active","20110829"
"8000300","candesartan and hydrochlorothiazide","candésartan et hydrochlorothiazide","Active","20010626"
