drug_code,drug_identification_number,mp_formal_name,ntp_formal_name,ntp_type,ntp_code,Entry.type,Change.Plan,mp_formal_name_fr,ntp_formal_name_fr
96985,2479230,ALUNBRIG (brigatinib 90 mg oral tablet with brigatinib 180 mg oral tablet) TAKEDA CANADA INC,brigatinib 90 mg oral tablet with brigatinib 180 mg oral tablet,Comb,9013413,MAI Comp,,ALUNBRIG (brigatinib 90 mg comprimé oral avec brigatinib 180 mg comprimé oral) TAKEDA CANADA INC,brigatinib 90 mg comprimé oral avec brigatinib 180 mg comprimé oral
96881,2478080,SYMDEKO (ivacaftor 150 mg oral tablet with ivacaftor 150 mg and tezacaftor 100 mg oral tablet) VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,ivacaftor 150 mg oral tablet with ivacaftor 150 mg and tezacaftor 100 mg oral tablet,Comb,9013441,MAI Comp,,SYMDEKO (ivacaftor 150 mg comprimé oral avec ivacaftor 150 mg et tézacaftor 100 mg comprimé oral) VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,ivacaftor 150 mg comprimé oral avec ivacaftor 150 mg et tézacaftor 100 mg comprimé oral
8102,0670901,VASOTEC (enalapril maleate 10 mg oral tablet) MERCK CANADA INC,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,VASOTEC (maléate d'énalapril 10 mg comprimé oral) MERCK CANADA INC,maléate d'énalapril 10 mg comprimé oral
8103,0670928,VASOTEC (enalapril maleate 20 mg oral tablet) MERCK CANADA INC,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,VASOTEC (maléate d'énalapril 20 mg comprimé oral) MERCK CANADA INC,maléate d'énalapril 20 mg comprimé oral
8111,0708879,VASOTEC (enalapril maleate 5 mg oral tablet) MERCK CANADA INC,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,VASOTEC (maléate d'énalapril 5 mg comprimé oral) MERCK CANADA INC,maléate d'énalapril 5 mg comprimé oral
92748,2442957,ENALAPRIL (enalapril maleate 2.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","maléate d'énalapril 2,5 mg comprimé oral"
92749,2442965,ENALAPRIL (enalapril maleate 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC,maléate d'énalapril 5 mg comprimé oral
92750,2442973,ENALAPRIL (enalapril maleate 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC,maléate d'énalapril 10 mg comprimé oral
92751,2442981,ENALAPRIL (enalapril maleate 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC,maléate d'énalapril 20 mg comprimé oral
83747,2352230,RAN-ENALAPRIL (enalapril maleate 2.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"RAN-ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC,","maléate d'énalapril 2,5 mg comprimé oral"
83748,2352249,RAN-ENALAPRIL (enalapril maleate 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,RAN-ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.,maléate d'énalapril 5 mg comprimé oral
83749,2352257,RAN-ENALAPRIL (enalapril maleate 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,RAN-ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.,maléate d'énalapril 10 mg comprimé oral
83750,2352265,RAN-ENALAPRIL (enalapril maleate 20 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,RAN-ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.,maléate d'énalapril 20 mg comprimé oral
52490,2233005,TEVA-ENALAPRIL (enalapril maleate 5 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,TEVA-ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 5 mg comprimé oral
52491,2233006,TEVA-ENALAPRIL (enalapril maleate 10 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,TEVA-ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 10 mg comprimé oral
52492,2233007,TEVA-ENALAPRIL (enalapril maleate 20 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,TEVA-ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 20 mg comprimé oral
88543,2400650,ENALAPRIL (enalapril maleate 2.5 mg oral tablet) SANIS HEALTH INC,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) SANIS HEALTH INC","maléate d'énalapril 2,5 mg comprimé oral"
88544,2400669,ENALAPRIL (enalapril maleate 5 mg oral tablet) SANIS HEALTH INC,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) SANIS HEALTH INC,maléate d'énalapril 5 mg comprimé oral
88545,2400677,ENALAPRIL (enalapril maleate 10 mg oral tablet) SANIS HEALTH INC,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) SANIS HEALTH INC,maléate d'énalapril 10 mg comprimé oral
88546,2400685,ENALAPRIL (enalapril maleate 20 mg oral tablet) SANIS HEALTH INC,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) SANIS HEALTH INC,maléate d'énalapril 20 mg comprimé oral
77724,2291878,ACT ENALAPRIL (enalapril maleate 2.5 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"ACT ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) TEVA CANADA LIMITED","maléate d'énalapril 2,5 mg comprimé oral"
77725,2291886,ACT ENALAPRIL (enalapril maleate 5 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,ACT ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 5 mg comprimé oral
77726,2291894,ACT ENALAPRIL (enalapril maleate 10 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,ACT ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 10 mg comprimé oral
77727,2291908,ACT ENALAPRIL (enalapril maleate 20 mg oral tablet) TEVA CANADA LIMITED,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,ACT ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) TEVA CANADA LIMITED,maléate d'énalapril 20 mg comprimé oral
78528,2299933,SANDOZ ENALAPRIL (enalapril maleate 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"SANDOZ ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) SANDOZ CANADA INCORPORATED","maléate d'énalapril 2,5 mg comprimé oral"
78529,2299941,SANDOZ ENALAPRIL (enalapril maleate 5 mg oral tablet) SANDOZ CANADA INCORPORATED,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,SANDOZ ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) SANDOZ CANADA INCORPORATED,maléate d'énalapril 5 mg comprimé oral
78530,2299968,SANDOZ ENALAPRIL (enalapril maleate 10 mg oral tablet) SANDOZ CANADA INCORPORATED,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,SANDOZ ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) SANDOZ CANADA INCORPORATED,maléate d'énalapril 10 mg comprimé oral
78531,2299976,SANDOZ ENALAPRIL (enalapril maleate 20 mg oral tablet) SANDOZ CANADA INCORPORATED,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,SANDOZ ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) SANDOZ CANADA INCORPORATED,maléate d'énalapril 20 mg comprimé oral
78536,2300036,MYLAN-ENALAPRIL (enalapril maleate 2.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"MYLAN-ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","maléate d'énalapril 2,5 mg comprimé oral"
78537,2300044,MYLAN-ENALAPRIL (enalapril maleate 5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,MYLAN-ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,maléate d'énalapril 5 mg comprimé oral
78538,2300052,MYLAN-ENALAPRIL (enalapril maleate 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,MYLAN-ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,maléate d'énalapril 10 mg comprimé oral
78539,2300060,MYLAN-ENALAPRIL (enalapril maleate 20 mg oral tablet) MYLAN PHARMACEUTICALS ULC,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,MYLAN-ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,maléate d'énalapril 20 mg comprimé oral
78614,2300796,RIVA-ENALAPRIL (enalapril maleate 2.5 mg oral tablet) LABORATOIRE RIVA INC,enalapril maleate 2.5 mg oral tablet,,9000466,Salt + Strength,,"RIVA-ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) LABORATOIRE RIVA INC","maléate d'énalapril 2,5 mg comprimé oral"
78615,2300818,RIVA-ENALAPRIL (enalapril maleate 5 mg oral tablet) LABORATOIRE RIVA INC,enalapril maleate 5 mg oral tablet,,9000467,Salt + Strength,,RIVA-ENALAPRIL (maléate d'énalapril 5 mg comprimé oral) LABORATOIRE RIVA INC,maléate d'énalapril 5 mg comprimé oral
78616,2300826,RIVA-ENALAPRIL (enalapril maleate 10 mg oral tablet) LABORATOIRE RIVA INC,enalapril maleate 10 mg oral tablet,,9000464,Salt + Strength,,RIVA-ENALAPRIL (maléate d'énalapril 10 mg comprimé oral) LABORATOIRE RIVA INC,maléate d'énalapril 10 mg comprimé oral
78617,2300834,RIVA-ENALAPRIL (enalapril maleate 20 mg oral tablet) LABORATOIRE RIVA INC,enalapril maleate 20 mg oral tablet,,9000465,Salt + Strength,,RIVA-ENALAPRIL (maléate d'énalapril 20 mg comprimé oral) LABORATOIRE RIVA INC,maléate d'énalapril 20 mg comprimé oral
10913,0657298,VASERETIC (enalapril maleate 10 mg and hydrochlorothiazide 25 mg oral tablet) MERCK CANADA INC,enalapril maleate 10 mg and hydrochlorothiazide 25 mg oral tablet,,9004832,Salt + Strength,,VASERETIC (maléate d'énalapril 10 mg et hydrochlorothiazide 25 mg comprimé oral) MERCK CANADA INC,maléate d'énalapril 10 mg et hydrochlorothiazide 25 mg comprimé oral
75772,2272199,SOMAVERT (pegvisomant 10 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,pegvisomant 10 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,SOMAVERT (pegvisomant 10 mg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,pegvisomant 10 mg par fiole poudre pour solution injectable avec solution diluante seringue
75774,2272202,SOMAVERT (pegvisomant 15 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,pegvisomant 15 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,SOMAVERT (pegvisomant 15 mg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,pegvisomant 15 mg par fiole poudre pour solution injectable avec solution diluante seringue
75775,2272210,SOMAVERT (pegvisomant 20 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,pegvisomant 20 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,SOMAVERT (pegvisomant 20 mg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,pegvisomant 20 mg par fiole poudre pour solution injectable avec solution diluante seringue
93460,2448831,SOMAVERT (pegvisomant 25 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,pegvisomant 25 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,SOMAVERT (pegvisomant 25 mg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,pegvisomant 25 mg par fiole poudre pour solution injectable avec solution diluante seringue
93461,2448858,SOMAVERT (pegvisomant 30 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,pegvisomant 30 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,SOMAVERT (pegvisomant 30 mg par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,pegvisomant 30 mg par fiole poudre pour solution injectable avec solution diluante seringue
87384,2388316,XIAFLEX (collagenase clostridium histolyticum 0.9 mg per vial powder for solution for injection with diluent solution) ENDO VENTURES LTD,collagenase clostridium histolyticum 0.9 mg per vial powder for solution for injection with diluent solution,NA,NA,Kit,,"XIAFLEX (collagénase de clostridium histolyticum 0,9 mg par fiole poudre pour solution injectable avec solution diluante) ENDO VENTURES LTD","collagénase de clostridium histolyticum 0,9 mg par fiole poudre pour solution injectable avec solution diluante"
79508,2309483,XYNTHA (moroctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,moroctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,XYNTHA (moroctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,moroctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue
79509,2309491,XYNTHA (moroctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA ULC,moroctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,XYNTHA (moroctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue) PFIZER CANADA ULC,moroctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue
85927,2374072,XYNTHA SOLOFUSE (moroctocog alfa 1000 unit powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,moroctocog alfa 1000 unit powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,XYNTHA SOLOFUSE (moroctocog alfa 1000 unité poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC,moroctocog alfa 1000 unité poudre pour solution injectable avec solution diluante par seringue
85928,2374080,XYNTHA SOLOFUSE (moroctocog alfa 2000 unit powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,moroctocog alfa 2000 unit powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,XYNTHA SOLOFUSE (moroctocog alfa 2000 unité poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC,moroctocog alfa 2000 unité poudre pour solution injectable avec solution diluante par seringue
85929,2374099,XYNTHA SOLOFUSE (moroctocog alfa 3000 unit powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,moroctocog alfa 3000 unit powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,XYNTHA SOLOFUSE (moroctocog alfa 3000 unité poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC,moroctocog alfa 3000 unité poudre pour solution injectable avec solution diluante par seringue
91640,2431939,RIXUBIS (nonacog gamma 500 unit per vial powder for solution for injection with diluent solution) SHIRE PHARMA CANADA ULC,nonacog gamma 500 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,RIXUBIS (nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC,nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante
91641,2431947,RIXUBIS (nonacog gamma 1000 unit per vial powder for solution for injection with diluent solution) SHIRE PHARMA CANADA ULC,nonacog gamma 1000 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,RIXUBIS (nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC,nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante
91642,2431955,RIXUBIS (nonacog gamma 2000 unit per vial powder for solution for injection with diluent solution) SHIRE PHARMA CANADA ULC,nonacog gamma 2000 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,RIXUBIS (nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC,nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante
91740,2432951,NUWIQ (simoctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue
91741,2432978,NUWIQ (simoctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue
91742,2432986,NUWIQ (simoctocog alfa 1000 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 1000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue
91743,2432994,NUWIQ (simoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue
96406,2474050,NUWIQ (simoctocog alfa 3000 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 3000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 3000 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 3000 unité par fiole poudre pour solution injectable avec solution diluante seringue
96407,2474069,NUWIQ (simoctocog alfa 4000 unit per vial powder for solution for injection with diluent solution syringe) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 4000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NUWIQ (simoctocog alfa 4000 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,simoctocog alfa 4000 unité par fiole poudre pour solution injectable avec solution diluante seringue
91946,2435187,ZONOVATE (turoctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 250 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante seringue
91947,2435195,ZONOVATE (turoctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue
91948,2435209,ZONOVATE (turoctocog alfa 1000 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 1000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue
91949,2435217,ZONOVATE (turoctocog alfa 1500 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 1500 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante seringue
91950,2435225,ZONOVATE (turoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue
91951,2435233,ZONOVATE (turoctocog alfa 3000 unit per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,turoctocog alfa 3000 unit per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,ZONOVATE (turoctocog alfa 3000 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,turoctocog alfa 3000 unité par fiole poudre pour solution injectable avec solution diluante seringue
87544,2389975,TRETTEN (catridecacog 2500 unit per vial powder for solution for injection with diluent solution) NOVO NORDISK CANADA INC,catridecacog 2500 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,TRETTEN (catridecacog 2500 unité par fiole poudre pour solution injectable avec solution diluante) NOVO NORDISK CANADA INC,catridecacog 2500 unité par fiole poudre pour solution injectable avec solution diluante
90174,2417103,NIASTASE RT (eptacog alfa (activated) 1 mg per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,eptacog alfa (activated) 1 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NIASTASE RT (eptacog alfa (activé) 1 mg par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,eptacog alfa (activé) 1 mg par fiole poudre pour solution injectable avec solution diluante seringue
90175,2417111,NIASTASE RT (eptacog alfa (activated) 2 mg per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,eptacog alfa (activated) 2 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NIASTASE RT (eptacog alfa (activé) 2 mg par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,eptacog alfa (activé) 2 mg par fiole poudre pour solution injectable avec solution diluante seringue
90176,2417138,NIASTASE RT (eptacog alfa (activated) 5 mg per vial powder for solution for injection with diluent solution syringe) NOVO NORDISK CANADA INC,eptacog alfa (activated) 5 mg per vial powder for solution for injection with diluent solution syringe,NA,NA,Kit,,NIASTASE RT (eptacog alfa (activé) 5 mg par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC,eptacog alfa (activé) 5 mg par fiole poudre pour solution injectable avec solution diluante seringue
8187,0745626,HUMATROPE (somatropin 5 mg per vial powder for solution for injection with diluent solution) ELI LILLY CANADA INC,somatropin 5 mg per vial powder for solution for injection with diluent solution,NA,NA,Kit,,HUMATROPE (somatropine 5 mg par fiole poudre pour solution injectable avec solution diluante) ELI LILLY CANADA INC,somatropine 5 mg par fiole poudre pour solution injectable avec solution diluante
61332,2237971,SAIZEN (somatropin 5 mg per vial powder for solution for injection with diluent solution) EMD SERONO A DIVISION OF EMD INC CANADA,somatropin 5 mg per vial powder for solution for injection with diluent solution,NA,NA,Kit,,SAIZEN (somatropine 5 mg par fiole poudre pour solution injectable avec solution diluante) EMD SERONO A DIVISION OF EMD INC CANADA,somatropine 5 mg par fiole poudre pour solution injectable avec solution diluante
88659,2401703,GENOTROPIN (somatropin 5.3 mg powder for solution for injection with diluent solution per pen) PFIZER CANADA ULC,somatropin 5.3 mg powder for solution for injection with diluent solution per pen,NA,NA,Kit,,"GENOTROPIN (somatropine 5,3 mg poudre pour solution injectable avec solution diluante par stylo) PFIZER CANADA ULC","somatropine 5,3 mg poudre pour solution injectable avec solution diluante par stylo"
88660,2401711,GENOTROPIN (somatropin 12 mg powder for solution for injection with diluent solution per pen) PFIZER CANADA ULC,somatropin 12 mg powder for solution for injection with diluent solution per pen,NA,NA,Kit,,GENOTROPIN (somatropine 12 mg poudre pour solution injectable avec solution diluante par stylo) PFIZER CANADA ULC,somatropine 12 mg poudre pour solution injectable avec solution diluante par stylo
88664,2401762,GENOTROPIN (somatropin 0.6 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,somatropin 0.6 mg powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,"GENOTROPIN (somatropine 0,6 mg poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC","somatropine 0,6 mg poudre pour solution injectable avec solution diluante par seringue"
88665,2401770,GENOTROPIN (somatropin 0.8 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,somatropin 0.8 mg powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,"GENOTROPIN (somatropine 0,8 mg poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC","somatropine 0,8 mg poudre pour solution injectable avec solution diluante par seringue"
88666,2401789,GENOTROPIN (somatropin 1 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC,somatropin 1 mg powder for solution for injection with diluent solution per syringe,NA,NA,Kit,,GENOTROPIN (somatropine 1 mg poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC,somatropine 1 mg poudre pour solution injectable avec solution diluante par seringue
