ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
Y,,MIDODRINE HYDROCHLORIDE,midodrine,FALSE,midodrine hydrochloride,Released,,1115,Chlorhydrate de midodrine,midodrine,chlorhydrate de midodrine
Y,,MIFEPRISTONE,mifepristone,FALSE,mifepristone,Issue - in QA,,1116,MIFÉPRISTONE,mifépristone,mifépristone
Y,,MIGALASTAT (MIGALASTAT HYDROCHLORIDE),migalastat,FALSE,migalastat (migalastat hydrochloride),Released,,1117,Migalastat (Chlorhydrate de Migalastat),migalastat,migalastat (chlorhydrate de migalastat)
Y,,MIGLUSTAT,miglustat,FALSE,miglustat,Released,,1118,Miglustat,miglustat,miglustat
Y,,MILRINONE (MILRINONE LACTATE),milrinone,FALSE,milrinone (milrinone lactate),Released,,1119,Milrinone (Lactate de milrinone),milrinone,milrinone (lactate de milrinone)
Y,,MINERAL OIL,mineral oil heavy,FALSE,mineral oil heavy,To Do,"Combinations only, Dermatologicals",1120,Huile minérale,huile minérale lourde,huile minérale lourde
Y,,MINERAL OIL LIGHT,mineral oil light,FALSE,mineral oil light,To Do,Artificial tears,1121,Huile minérale  légère,huile minérale légère,huile minérale légère
Y,MINOCYCLINE,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),minocycline,FALSE,minocycline (minocycline hydrochloride),Released,,1122,Minocycline (Chlorhydrate de minocycline),minocycline,minocycline (chlorhydrate de minocycline)
Y,MINOXIDIL,MINOXIDIL,minoxidil,FALSE,minoxidil,Released,,1123,Minoxidil,minoxidil,minoxidil
Y,,Mirabegron,mirabegron,FALSE,mirabegron,Released,,1124,Mirabégron,mirabégron,mirabégron
Y,MIRTAZAPINE,MIRTAZAPINE,mirtazapine,FALSE,mirtazapine,Released,,1125,Mirtazapine,mirtazapine,mirtazapine
Y,MISOPROSTOL,MISOPROSTOL,misoprostol,FALSE,misoprostol,Released,,1126,Misoprostol,misoprostol,misoprostol
Y,,MITOMYCIN,mitomycin,FALSE,mitomycin,Released,,1127,Mitomycine,mitomycine,mitomycine
Y,,MITOTANE,mitotane,FALSE,mitotane,Released,,1128,Mitotane,mitotane,mitotane
Y,,MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE),mitoxantrone,FALSE,mitoxantrone (mitoxantrone hydrochloride),Released,,1129,Mitoxantrone (Chlorhydrate de mitoxantrone),mitoxantrone,mitoxantrone (chlorhydrate de mitoxantrone)
Y,,MOCLOBEMIDE,moclobemide,FALSE,moclobemide,Released,,1130,Moclobémide,moclobémide,moclobémide
Y,,MODAFINIL,modafinil,FALSE,modafinil,Released,,1131,Modafinil,modafinil,modafinil
,,MODIFIED RAGWEED TYROSINE ADSORBATE,modified ragweed tyrosine adsorbate,FALSE,modified ragweed tyrosine adsorbate,Allergen,,1132,,modified ragweed tyrosine adsorbate,modified ragweed tyrosine adsorbate
,,Modified Vaccinia Virus (Ankara-Bavarian Nordic),modified vaccinia virus (ankara-bavarian nordic),FALSE,modified vaccinia virus (ankara-bavarian nordic),Immunologic,,1133,Virus Modifié de la Vaccine (Ankara-Bavarian Nordic),modified vaccinia virus (ankara-bavarian nordic),modified vaccinia virus (ankara-bavarian nordic)
Y,MOMETASONE,MOMETASONE FUROATE,mometasone,FALSE,mometasone furoate,Released,,1134,Furoate de mométasone,mométasone,furoate de mométasone
Y,MOMETASONE,MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE),mometasone,TRUE,mometasone furoate,Released,,1135,Furoate de mométasone (Furoate de mométasone monohydraté),mométasone,furoate de mométasone
Y,MONTELUKAST,MONTELUKAST (MONTELUKAST SODIUM),montelukast,FALSE,montelukast (montelukast sodium),Released,,1136,Montélukast (Montélukast sodique),montélukast,montélukast (montélukast sodique)
Y,,MOROCTOCOG ALFA,moroctocog alfa,FALSE,moroctocog alfa,Released,,1137,Moroctocog alfa,moroctocog alfa,moroctocog alfa
Y,MORPHINE,MORPHINE HYDROCHLORIDE,morphine,FALSE,morphine hydrochloride,Released,,1138,Chlorhydrate de morphine,morphine,chlorhydrate de morphine
Y,MORPHINE,MORPHINE SULFATE,morphine,FALSE,morphine sulfate,Released,,1139,Sulfate de morphine,morphine,sulfate de morphine
Y,MOXIFLOXACIN,MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE),moxifloxacin,FALSE,moxifloxacin (moxifloxacin hydrochloride),Released,,1140,Moxifloxacine (Chlorhydrate de moxifloxacine),moxifloxacine,moxifloxacine (chlorhydrate de moxifloxacine)
,,MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN),mumps virus vaccine live attenuated (jeryl lynn strain),FALSE,mumps virus vaccine live attenuated (jeryl lynn strain),Immunologic,,1141,Vaccin contre les oreillons vivant atténué (souche jeryl lynn),mumps virus vaccine live attenuated (jeryl lynn strain),mumps virus vaccine live attenuated (jeryl lynn strain)
Y,MUPIROCIN,MUPIROCIN,mupirocin,FALSE,mupirocin,Released,,1142,Mupirocine,mupirocine,mupirocine
Y,MUPIROCIN,MUPIROCIN (MUPIROCIN CALCIUM),mupirocin,FALSE,mupirocin (mupirocin calcium),Released,,1143,Mupirocine (Mupirocine calcique),mupirocine,mupirocine (mupirocine calcique)
Y,MUPIROCIN,MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE),mupirocin,TRUE,mupirocin (mupirocin calcium),Released,,1144,,mupirocine,mupirocine (mupirocine calcique)
Y,,MYCOPHENOLATE MOFETIL,mycophenolic acid,FALSE,mycophenolate mofetil,Released,,1145,Mofétilmycophénolate,acide mycophénolique,mycophénolate mofétil
Y,,MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE),mycophenolic acid,FALSE,mycophenolate mofetil (mycophenolate mofetil hydrochloride),Released,,1146,Mofétilmycophénolate (Chlorhydrate de mofétilmycophénolate),acide mycophénolique,mycophénolate mofétil (chlorhydrate de mycophénolate mofétil)
Y,,MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM),mycophenolic acid,FALSE,mycophenolic acid (mycophenolate sodium),Released,,1147,Acide mycophénolique (Mycophénolate sodique),acide mycophénolique,acide mycophénolique (mycophénolate sodique)
Y,,MYROXYLON BALSAMUM,myroxylon balsamum,FALSE,myroxylon balsamum,Released,Friar's Balsam Combination only,1148,Myroxylon balsamum,myroxylon balsamum,myroxylon balsamum
Y,,NABILONE,nabilone,FALSE,nabilone,Released,,1149,Nabilone,nabilone,nabilone
Y,,NABUMETONE,nabumetone,FALSE,nabumetone,Released,,1150,Nabumétone,nabumétone,nabumétone
,,N-ACETYL-L-TYROSINE,n-acetyl-l-tyrosine,FALSE,n-acetyl-l-tyrosine,No live products,,1151,N-acétyl-l-tyrosine,n-acetyl-l-tyrosine,n-acetyl-l-tyrosine
Y,NADOLOL,NADOLOL,nadolol,FALSE,nadolol,Released,,1152,Nadolol,nadolol,nadolol
Y,,NADROPARIN CALCIUM,nadroparin,FALSE,nadroparin calcium,Released,,1153,Nadroparine calcique,nadroparine,nadroparine calcique
Y,,NAFARELIN (NAFARELIN ACETATE),nafarelin,FALSE,nafarelin (nafarelin acetate),Released,,1154,Nafaréline (Acétate de nafaréline),nafaréline,nafaréline (acétate de nafaréline)
Y,,NALBUPHINE HYDROCHLORIDE,nalbuphine,FALSE,nalbuphine hydrochloride,Released,,1155,Chlorhydrate de nalbuphine,nalbuphine,chlorhydrate de nalbuphine
Y,,Naloxegol (Naloxegol oxalate),naloxegol,FALSE,naloxegol (naloxegol oxalate),Released,,1156,Naloxégol (Oxalate de Naloxégol),naloxégol,naloxégol (oxalate de naloxégol)
Y,NALOXONE,NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE),naloxone,TRUE,naloxone (naloxone hydrochloride),Released,,1157,Naloxone (Chlorhydrate dihydraté de naloxone),naloxone,naloxone (chlorhydrate de naloxone)
Y,NALOXONE,NALOXONE HYDROCHLORIDE,naloxone,FALSE,naloxone hydrochloride,Released,,1158,Chlorhydrate de naloxone,naloxone,chlorhydrate de naloxone
Y,NALOXONE,NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE),naloxone,TRUE,naloxone hydrochloride,Released,,1159,Chlorhydrate de naloxone (Chlorhydrate dihydraté de naloxone),naloxone,chlorhydrate de naloxone
Y,,NALTREXONE HYDROCHLORIDE,naltrexone,FALSE,naltrexone hydrochloride,Released,,1160,Chlorhydrate de naltrexone,naltrexone,chlorhydrate de naltrexone
Y,,NAPHAZOLINE HYDROCHLORIDE,naphazoline,FALSE,naphazoline hydrochloride,Released,,1161,Chlorhydrate de naphazoline,naphazoline,chlorhydrate de naphazoline
Y,,NAPHAZOLINE NITRATE,naphazoline,FALSE,naphazoline nitrate,Released,,1162,Nitrate de naphazoline,naphazoline,nitrate de naphazoline
Y,NAPROXEN,NAPROXEN,naproxen,FALSE,naproxen,Released,,1163,Naproxène,naproxène,naproxène
Y,NAPROXEN,NAPROXEN SODIUM,naproxen,FALSE,naproxen sodium,Released,,1164,Naproxène sodique,naproxène,naproxène sodique
Y,NAPROXEN,"NAPROXEN (NAPROXEN SODIUM, NAPROXEN)",naproxen,FALSE,"naproxen (naproxen sodium, naproxen)",Released,,1165,"Naproxène (Naproxène sodique, Naproxène)",naproxène,"naproxène (naproxène sodique, naproxène)"
Y,,NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE),naratriptan,FALSE,naratriptan (naratriptan hydrochloride),Released,,1166,Naratriptan (Chlorhydrate de naratriptan),naratriptan,naratriptan (chlorhydrate de naratriptan)
Y,,NATALIZUMAB,natalizumab,FALSE,natalizumab,Released,,1167,Natalizumab,natalizumab,natalizumab
Y,NEBIVOLOL,Nebivolol (Nebivolol Hydrochloride),nebivolol,FALSE,nebivolol (nebivolol hydrochloride),Released,,1168,Nébivolol (Chlorhydrate de Nébivolol),nébivolol,nébivolol (chlorhydrate de nébivolol)
Y,,NEDOCROMIL SODIUM,nedocromil,FALSE,nedocromil sodium,Released,,1169,Nédocromil sodique,nédocromil,nédocromil sodique
,,NEISSERIA MENINGITIDIS GRP B RECOMBINANT LIPOPROTEIN 2086 SUBFAMILY A,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily a,FALSE,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily a,Immunologic,,1170,"Lipoprotéine 2086 recombinante, sous-famille A de Neisseria meningitidis grpe B",neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily a,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily a
,,NEISSERIA MENINGITIDIS GRP B RECOMBINANT LIPOPROTEIN 2086 SUBFAMILY B,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily b,FALSE,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily b,Immunologic,,1171,"Lipoprotéine 2086 recombinante, sous-famille B de Neisseria meningitidis grpe B",neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily b,neisseria meningitidis grp b recombinant lipoprotein 2086 subfamily b
Y,,NELARABINE,nelarabine,FALSE,nelarabine,Released,,1172,Nélarabine,nélarabine,nélarabine
Y,,NELFINAVIR (NELFINAVIR MESYLATE),nelfinavir,FALSE,nelfinavir (nelfinavir mesylate),Released,,1173,Nelfinavir (Mésylate de nelfinavir),nelfinavir,nelfinavir (mésylate de nelfinavir)
Y,,NEOMYCIN (NEOMYCIN SULFATE),neomycin,FALSE,neomycin (neomycin sulfate),Released,Combination only,1174,Néomycine (Sulfate de néomycine),néomycine,néomycine (sulfate de néomycine)
Y,,NEOMYCIN SULFATE,neomycin,FALSE,neomycin sulfate,Released,Combination only,1175,Sulfate de néomycine,néomycine,sulfate de néomycine
,,NEON,neon,FALSE,neon,Medical gas,,1176,Néon,neon,neon
Y,,NEOSTIGMINE BROMIDE,neostigmine,FALSE,neostigmine bromide,No live products,,1177,Bromure de néostigmine,néostigmine,bromure de néostigmine
Y,,NEOSTIGMINE METHYLSULFATE,neostigmine,FALSE,neostigmine methylsulfate,Released,,1178,Méthylsulfate de néostigmine,néostigmine,méthylsulfate de néostigmine
Y,,NEPAFENAC,nepafenac,FALSE,nepafenac,Released,,1179,Népafénac,népafénac,népafénac
Y,,NETUPITANT,netupitant,FALSE,netupitant,Released,Combination only,1180,Nétupitant,nétupitant,nétupitant
Y,,NEVIRAPINE,nevirapine,FALSE,nevirapine,Released,,1181,Névirapine,névirapine,névirapine
Y,,NICOTINAMIDE,nicotinamide,FALSE,nicotinamide,Released,,1182,Nicotinamide,nicotinamide,nicotinamide
Y,,NICOTINIC ACID,nicotinic acid,FALSE,nicotinic acid,Released,,1183,Acide nicotinique,acide nicotinique,acide nicotinique
Y,NIFEDIPINE,NIFEDIPINE,nifedipine,FALSE,nifedipine,Released,,1184,Nifédipine,nifédipine,nifédipine
Y,,NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE),nilotinib,TRUE,nilotinib (nilotinib hydrochloride),Released,,1185,Nilotinib (Chlorhydrate de nilotinib monohydraté),nilotinib,nilotinib (chlorhydrate de nilotinib)
Y,,NILUTAMIDE,nilutamide,FALSE,nilutamide,Released,,1186,Nilutamide,nilutamide,nilutamide
Y,,NIMODIPINE,nimodipine,FALSE,nimodipine,Released,,1187,Nimodipine,nimodipine,nimodipine
Y,,NINTEDANIB (NINTEDANIB ESILATE),nintedanib,FALSE,nintedanib (nintedanib esilate),Released,,1188,NINTÉDANIB (ESILATE DE NINTÉDANIB),nintédanib,nintédanib (ésilate de nintédanib)
Y,,NITISINONE,nitisinone,FALSE,nitisinone,Issue - in QA,,1189,Nitisinone,nitisinone,nitisinone
Y,,NITRAZEPAM,nitrazepam,FALSE,nitrazepam,Released,,1190,Nitrazépam,nitrazépam,nitrazépam
,,NITRIC OXIDE,nitric oxide,FALSE,nitric oxide,Medical gas,,1191,Monoxyde d'azote,nitric oxide,nitric oxide
Y,NITROFURANTOIN,NITROFURANTOIN,nitrofurantoin,FALSE,nitrofurantoin,Released,,1192,Nitrofurantoïne,nitrofurantoïne,nitrofurantoïne
,,NITROGEN,nitrogen,FALSE,nitrogen,Medical gas,,1193,Azote,nitrogen,nitrogen
Y,NITROGLYCERIN,NITROGLYCERIN,nitroglycerin,FALSE,nitroglycerin,Released,,1194,Nitroglycérine,nitroglycérine,nitroglycérine
,,NITROUS OXIDE,nitrous oxide,FALSE,nitrous oxide,Medical gas,,1195,Oxyde nitreux,nitrous oxide,nitrous oxide
Y,,NIVOLUMAB,nivolumab,FALSE,nivolumab,Released,,1196,Nivolumab,nivolumab,nivolumab
Y,,NIZATIDINE,nizatidine,FALSE,nizatidine,Released,,1197,Nizatidine,nizatidine,nizatidine
,,NON POLLEN,non pollen,FALSE,non pollen,Allergen,,1198,Allergène non-pollinique,non pollen,non pollen
Y,,Nonacog Gamma,nonacog gamma,FALSE,nonacog gamma,Released,,1199,Nonacog Gamma,nonacog gamma,nonacog gamma
Y,NORELGESTROMIN,NORELGESTROMIN,norelgestromin,FALSE,norelgestromin,Released,Combination only,1200,Norelgestromine,norelgestromine,norelgestromine
Y,,NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE),norepinephrine,FALSE,norepinephrine (norepinephrine bitartrate),Released,,1201, (Bitartrate de norépinéphrine),norépinéphrine,(bitartrate de norépinéphrine)
Y,NORETHINDRONE,NORETHINDRONE,norethindrone,FALSE,norethindrone,Released,,1202,Noréthindrone,noréthindrone,noréthindrone
Y,NORETHINDRONE,NORETHINDRONE ACETATE,norethindrone,FALSE,norethindrone acetate,Released,,1203,Acétate de noréthindrone,noréthindrone,acétate de noréthindrone
Y,,NORFLOXACIN,norfloxacin,FALSE,norfloxacin,Released,,1204,Norfloxacine,norfloxacine,norfloxacine
Y,NORGESTIMATE,NORGESTIMATE,norgestimate,FALSE,norgestimate,Released,Combination only,1205,Norgestimate,norgestimate,norgestimate
Y,,NORMETHADONE HYDROCHLORIDE,normethadone,FALSE,normethadone hydrochloride,Released,,1206,Chlorhydrate de norméthadone,norméthadone,chlorhydrate de norméthadone
Y,NORTRIPTYLINE,NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE),nortriptyline,FALSE,nortriptyline (nortriptyline hydrochloride),Released,,1207,Nortriptyline (Chlorhydrate de nortriptyline),nortriptyline,nortriptyline (chlorhydrate de nortriptyline)
Y,,NUSINERSEN (NUSINERSEN SODIUM),nusinersen,FALSE,nusinersen (nusinersen sodium),Released,,1208,Nusinersen (Nusinersen sodique),nusinersen,nusinersen (nusinersen sodique)
Y,,NYLIDRIN HYDROCHLORIDE,nylidrin hydrochloride,FALSE,nylidrin hydrochloride,No live products,,1209,Chlorhydrate de nylidrine,nylidrine,chlorhydrate de nylidrine
Y,NYSTATIN,NYSTATIN,nystatin,FALSE,nystatin,Released,,1210,Nystatine,nystatine,nystatine
Y,,OBETICHOLIC ACID,obeticholic acid,FALSE,obeticholic acid,Released,,1211,Acide obéticholique,acide obéticholique,acide obéticholique
Y,,Obinutuzumab,obinutuzumab,FALSE,obinutuzumab,Released,,1212,Obinutuzumab,obinutuzumab,obinutuzumab
Y,,OCRELIZUMAB,ocrelizumab,FALSE,ocrelizumab,Released,,1213,Ocrélizumab,ocrélizumab,ocrélizumab
Y,,OCRIPLASMIN,ocriplasmin,FALSE,ocriplasmin,Released,,1214,OCRIPLASMINE,ocriplasmine,ocriplasmine
,,OCTINOXATE,octinoxate,FALSE,octinoxate,Sunscreen,,1215,Octinoxate,octinoxate,octinoxate
,,OCTISALATE,octisalate,FALSE,octisalate,Sunscreen,,1216,Octisalate,octisalate,octisalate
,,OCTOCRYLENE,octocrylene,FALSE,octocrylene,Sunscreen,,1217,Octocrilène,octocrylene,octocrylene
Y,,OCTREOTIDE (OCTREOTIDE ACETATE),octreotide,FALSE,octreotide (octreotide acetate),Released,,1218,Octréotide (Acétate d'octréotide),octréotide,octréotide (acétate d'octréotide)
,,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,octyl decyl dimethyl ammonium chloride,FALSE,octyl decyl dimethyl ammonium chloride,Not in scope,Disinfectant,1219,Chlorure d'octyl décyl diméthyl ammonium,octyl decyl dimethyl ammonium chloride,octyl decyl dimethyl ammonium chloride
Y,,Ofatumumab,ofatumumab,FALSE,ofatumumab,Released,,1220,Ofatumumab,ofatumumab,ofatumumab
Y,,OFLOXACIN,ofloxacin,FALSE,ofloxacin,Released,,1221,Ofloxacine,ofloxacine,ofloxacine
Y,,OIL OF TURPENTINE,oil of turpentine,FALSE,oil of turpentine,Released,Cerumol,1222,Essence de térébenthine,essence de térébenthine,essence de térébenthine
Y,OLANZAPINE,OLANZAPINE,olanzapine,FALSE,olanzapine,Released,,1223,Olanzapine,olanzapine,olanzapine
Y,OLANZAPINE,OLANZAPINE (OLANZAPINE TARTRATE),olanzapine,FALSE,olanzapine (olanzapine tartrate),Released,,1224,Olanzapine (Tartrate d'olanzapine),olanzapine,olanzapine (tartrate d'olanzapine)
Y,,OLAPARIB,olaparib,FALSE,olaparib,Released,,1225,Olaparib,olaparib,olaparib
Y,,OLARATUMAB,olaratumab,FALSE,olaratumab,Released,,1226,OLARATUMAB,olaratumab,olaratumab
,,OLIVE OIL,olive oil,FALSE,olive oil,TPN,,1227,Huile d'olive,huile d'olive,huile d'olive
Y,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,olmesartan,FALSE,olmesartan medoxomil,Released,,1228,Olmésartan médoxomil,olmésartan,olmésartan médoxomil
Y,OLODATEROL,Olodaterol (OLODATEROL HYDROCHLORIDE),olodaterol,FALSE,olodaterol (olodaterol hydrochloride),Released,Combination only,1229,Olodatérol (Chlorhydrate d'olodatérol),olodatérol,olodatérol (chlorhydrate d'olodatérol)
Y,OLOPATADINE,OLOPATADINE (OLOPATADINE HYDROCHLORIDE),olopatadine,FALSE,olopatadine (olopatadine hydrochloride),Released,,1230,Olopatadine (Chlorhydrate d'olopatadine),olopatadine,olopatadine (chlorhydrate d'olopatadine)
Y,,OLSALAZINE SODIUM,olsalazine,FALSE,olsalazine sodium,Released,,1231,Olsalazine sodique,olsalazine,olsalazine sodique
Y,OMALIZUMAB,OMALIZUMAB,omalizumab,FALSE,omalizumab,Released,,1232,Omalizumab,omalizumab,omalizumab
Y,,Ombitasvir,ombitasvir,FALSE,ombitasvir,Released,Combination only,1233,Ombitasvir,ombitasvir,ombitasvir
Y,OMEPRAZOLE,OMEPRAZOLE,omeprazole,FALSE,omeprazole,Released,,1234,Oméprazole,oméprazole,oméprazole
Y,OMEPRAZOLE,OMEPRAZOLE (OMEPRAZOLE MAGNESIUM),omeprazole,FALSE,omeprazole (omeprazole magnesium),Released,,1235,Oméprazole (Oméprazole magnésium),oméprazole,oméprazole (oméprazole magnésium)
Y,,OnabotulinumtoxinA,onabotulinumtoxinA,FALSE,onabotulinumtoxinA,Issue - in QA,,1236,OnabotulinumtoxineA,onabotulinumtoxineA,onabotulinumtoxineA
Y,,ONDANSETRON,ondansetron,FALSE,ondansetron,Released,,1237,Ondansétron,ondansétron,ondansétron
Y,,ONDANSETRON (ONDANSETRON HYDROCHLORIDE),ondansetron,FALSE,ondansetron (ondansetron hydrochloride),Released,,1238,Ondansétron (Chlorhydrate d'ondansétron),ondansétron,ondansétron (chlorhydrate d'ondansétron)
Y,,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),ondansetron ,TRUE,ondansetron (ondansetron hydrochloride),Released,,1239,Ondansétron (Chlorhydrate d'ondansétron dihydraté),ondansétron,ondansétron (chlorhydrate d'ondansétron)
Y,,OPIUM,opium,FALSE,opium,To Do,Opium and belladona,1240,Opium,opium,opium
Y,ORCIPRENALINE,ORCIPRENALINE SULFATE,orciprenaline,FALSE,orciprenaline sulfate,Released,,1241,Sulfate d'orciprénaline,orciprénaline,sulfate d'orciprénaline
Y,,ORLISTAT,orlistat,FALSE,orlistat,Released,,1242,Orlistat,orlistat,orlistat
Y,,ORPHENADRINE CITRATE,orphenadrine,FALSE,orphenadrine citrate,Released,,1243,Citrate d'orphénadrine,orphénadrine,citrate d'orphénadrine
Y,,OSELTAMIVIR (OSELTAMIVIR PHOSPHATE),oseltamivir,FALSE,oseltamivir (oseltamivir phosphate),Released,,1244,Oséltamivir (Phosphate d'oseltamivir),oseltamivir,oseltamivir (phosphate d'oseltamivir)
Y,,OSIMERTINIB (OSIMERTINIB MESYLATE),osimertinib,FALSE,osimertinib (osimertinib mesylate),Released,,1245,Osimertinib (Mésylate d'sosimertinib),osimertinib,osimertinib (mésylate d'osimertinib)
,,Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain),outer membrane vesicles (neisseria meningitidis group b nz98/254 strain),FALSE,outer membrane vesicles (neisseria meningitidis group b nz98/254 strain),Immunologic,,1246,Vésicules de membrane externe (Neisseria meningitidis group B souche NZ98/254),outer membrane vesicles (neisseria meningitidis group b nz98/254 strain),outer membrane vesicles (neisseria meningitidis group b nz98/254 strain)
Y,,OXALIPLATIN,oxaliplatin,FALSE,oxaliplatin,Released,,1247,Oxaliplatine,oxaliplatine,oxaliplatine
Y,,OXAPROZIN,oxaprozin,FALSE,oxaprozin,No live products,,1248,Oxaprozine,oxaprozine,oxaprozine
Y,OXAZEPAM,OXAZEPAM,oxazepam,FALSE,oxazepam,Released,,1249,Oxazépam,oxazépam,oxazépam
Y,,OXCARBAZEPINE,oxcarbazepine,FALSE,oxcarbazepine,Released,,1250,Oxcarbazépine,oxcarbazépine,oxcarbazépine
Y,,OXETACAINE,oxetacaine,FALSE,oxetacaine,No live products,,1251,Oxétacaïne,oxétacaïne,oxétacaïne
Y,OXTRIPHYLLINE,OXTRIPHYLLINE,oxtriphylline,FALSE,oxtriphylline,Released,,1252,Oxtriphylline,oxtriphylline,oxtriphylline
,,OXYBENZONE,oxybenzone,FALSE,oxybenzone,Sunscreen,,1253,Oxybenzone,oxybenzone,oxybenzone
Y,OXYBUTYNIN,OXYBUTYNIN CHLORIDE,oxybutynin,FALSE,oxybutynin chloride,Released,,1254,Chlorure d'oxybutynine,oxybutynine,chlorure d'oxybutynine
Y,OXYBUTYNIN,OXYBUTYNIN,oxybutynin,FALSE,oxybutynin,Released,,1255,Oxybutynine,oxybutynine,oxybutynine
Y,OXYCODONE,OXYCODONE HYDROCHLORIDE,oxycodone,FALSE,oxycodone hydrochloride,Released,,1256,Chlorhydrate d'oxycodone,oxycodone,chlorhydrate d'oxycodone
,,OXYGEN,oxygen,FALSE,oxygen,Medical gas,,1257,Oxygène,oxygène,oxygène
Y,,OXYMETAZOLINE HYDROCHLORIDE,oxymetazoline,FALSE,oxymetazoline hydrochloride,Released,,1258,Chlorhydrate d'oxymétazoline,oxymétazoline,chlorhydrate d'oxymétazoline
Y,OXYMORPHONE,OXYMORPHONE HYDROCHLORIDE,oxymorphone,FALSE,oxymorphone hydrochloride,No live products,,1259,Chlorhydrate d'oxymorphone,oxymorphone,chlorhydrate d'oxymorphone
,,OXYQUINOLINE SULFATE,oxyquinoline sulfate,FALSE,oxyquinoline sulfate,No live products,,1260,Sulfate d'oxyquinoline,oxyquinoline sulfate,oxyquinoline sulfate
Y,,OXYTOCIN,oxytocin,FALSE,oxytocin,Released,,1261,Oxytocine/Ocytocine,oxytocine,oxytocine
Y,,OZENOXACIN,ozenoxacin,FALSE,ozenoxacin,Released,,1262,Ozénoxacine,ozénoxacine,ozénoxacine
Y,,PACLITAXEL,paclitaxel,FALSE,paclitaxel,Issue - in QA,,1263,Paclitaxel,paclitaxel,paclitaxel
,,PACLITAXEL (TAXUS CANADENSIS),paclitaxel (taxus canadensis),FALSE,paclitaxel (taxus canadensis),No live products,,1264,,paclitaxel (taxus canadensis),paclitaxel (taxus canadensis)
,,PADIMATE O,padimate o,FALSE,padimate o,Sunscreen,,1265,Padimate O,padimate o,padimate o
Y,,PALBOCICLIB,palbociclib,FALSE,palbociclib,Released,,1266,PALBOCICLIB,palbociclib,palbociclib
Y,,PALIPERIDONE,paliperidone,FALSE,paliperidone,Released,,1267,Palipéridone,palipéridone,palipéridone
Y,,PALIPERIDONE (Paliperidone Palmitate),paliperidone,FALSE,paliperidone (paliperidone palmitate),Released,,1268,Palipéridone (Palmitate de palipéridone),palipéridone,palipéridone (palmitate de palipéridone)
Y,,PALIVIZUMAB,palivizumab,FALSE,palivizumab,Released,,1269,Palivizumab,palivizumab,palivizumab
Y,,PALONOSETRON (PALONOSETRON HYDROCHLORIDE),palonosetron,FALSE,palonosetron (palonosetron hydrochloride),Released,,1270,Palonosétron (Chlorhydrate de Palonosétron),palonosétron,palonosétron (chlorhydrate de palonosétron)
Y,,PAMABROM,pamabrom,FALSE,pamabrom,Released,Combination only,1271,Pamabrom,pamabrom,pamabrom
Y,,PAMIDRONATE DISODIUM,pamidronate,FALSE,pamidronate disodium,Released,,1272,Pamidronate disodique,pamidronate,pamidronate disodique
Y,,PANCURONIUM BROMIDE,pancuronium,FALSE,pancuronium bromide,No live products,,1273,Bromure de pancuronium,pancuronium,bromure de pancuronium
Y,,PANITUMUMAB,panitumumab,FALSE,panitumumab,Released,,1274,Panitumumab,panitumumab,panitumumab
Y,PANTOPRAZOLE,PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate),pantoprazole,TRUE,pantoprazole (pantoprazole magnesium),Released,,1275,Pantoprazole (Hémipentahydrate de pantoprazole magnésien),pantoprazole,pantoprazole (pantoprazole magnésien)
Y,PANTOPRAZOLE,PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM),pantoprazole,FALSE,pantoprazole (pantoprazole magnesium),Released,,1276,Pantoprazole (Pantoprazole magnésien),pantoprazole,pantoprazole (pantoprazole magnésien)
