drug_code,unit_of_presentation,uop_size,uop_unit_of_measure,calculation,uop_size_insert,DIN,Product_and_Company_Name,X,index_num,unit_of_presentation_fr
75988,vial,20,mL,N,Y,2274434,ONDANSETRON INJECTION USP     -(WITH PRESERVATIVES) HOSPIRA HEALTHCARE CORPORATION,,1,fiole
18025,ampoule,1,mL,Y,N,2148706,NALOXONE HCL INJECTION - 0.4MG/ML USP SANDOZ CANADA INCORPORATED,,7,ampoule
18025,vial,10,mL,Y,N,2148706,NALOXONE HCL INJECTION - 0.4MG/ML USP SANDOZ CANADA INCORPORATED,,1,fiole
86832,ampoule,1,mL,Y,N,2382482,NALOXONE HYDROCHLORIDE INJECTION USP TELIGENT OU,,7,ampoule
86843,ampoule,1,mL,Y,N,2382601,NALOXONE HYDROCHLORIDE INJECTION SDZ PRESERVATIVE FREE SANDOZ CANADA INCORPORATED,,7,ampoule
87828,vial,1,mL,Y,N,2393034,NALOXONE HYDROCHLORIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
93978,ampoule,1,mL,Y,N,2453258,S.O.S. NALOXONE HYDROCHLORIDE INJECTION SANDOZ CANADA INCORPORATED,,7,ampoule
94280,vial,1,mL,Y,N,2455935,INJECTABLE NALOXONE HYDROCHLORIDE OMEGA LABORATORIES LTD,,1,fiole
18024,vial,2,mL,Y,N,2148714,NALOXONE HCL INJECTION - 1MG/ML USP SANDOZ CANADA INCORPORATED,,1,fiole
87829,vial,2,mL,Y,N,2393042,NALOXONE HYDROCHLORIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
95935,syringe,2,mL,Y,N,2470365,DUPIXENT, SANOFI-AVENTIS CANADA INC,4,seringue
94760,vial,20,mL,Y,N,2460319,RAPIVAB, BIOCRYST PHARMACEUTICALS INC,1,fiole
95016,vial,25,mL,Y,N,2462400,BRINAVESS, CARDIOME UK LIMITED,1,fiole
76591,tube,5,g,N,Y,2280248,TESTIM 1% PALADIN LABS INC,,9,tube
78663,bag,100,mL,Y,N,2301296,CIPROFLOXACIN INJECTION CLARIS PHARMASERVICES [Now DORMANT],,8,bag
78663,bag,200,mL,Y,N,2301296,CIPROFLOXACIN INJECTION CLARIS PHARMASERVICES [Now DORMANT],,8,bag
86325,bag,100,mL,Y,N,2377535,CIPROFLOXACIN INJECTION OMEGA LABORATORIES LTD,,8,bag
86325,bag,200,mL,Y,N,2377535,CIPROFLOXACIN INJECTION OMEGA LABORATORIES LTD,,8,bag
75287,bag,100,mL,Y,N,2267462,CIPROFLOXACIN INTRAVENOUS INFUSION TEVA CANADA LIMITED,,8,bag
75287,bag,200,mL,Y,N,2267462,CIPROFLOXACIN INTRAVENOUS INFUSION TEVA CANADA LIMITED,,8,bag
78723,bag,100,mL,Y,N,2301903,CIPROFLOXACIN INJECTION USP PFIZER CANADA INC,,8,bag
78723,bag,200,mL,Y,N,2301903,CIPROFLOXACIN INJECTION USP PFIZER CANADA INC,,8,bag
78981,bag,100,mL,Y,N,2304546,CIPROFLOXACIN INTRAVENOUS INFUSION, BP APOTEX INC,8,bag
78981,bag,200,mL,Y,N,2304546,CIPROFLOXACIN INTRAVENOUS INFUSION, BP APOTEX INC,8,bag
79003,bag,100,mL,Y,N,2304759,CIPROFLOXACIN INTRAVENOUS INFUSION BP SANDOZ CANADA INCORPORATED,,8,bag
79003,bag,200,mL,Y,N,2304759,CIPROFLOXACIN INTRAVENOUS INFUSION BP SANDOZ CANADA INCORPORATED,,8,bag
74200,vial,20,mL,Y,N,2256789,CIPROFLOXACIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
74200,vial,40,mL,Y,N,2256789,CIPROFLOXACIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
95624,pen,3,mL,N,Y,2467887,TRESIBA FLEXTOUCH (PREFILLED PEN) NOVO NORDISK CANADA INC,,3,stylo
95623,pen,3,mL,N,Y,2467879,TRESIBA FLEXTOUCH (PREFILLED PEN)  NOVO NORDISK CANADA INC,,3,stylo
72232,vial,100,mL,Y,N,2247922,FLUCONAZOLE INJECTION TEVA CANADA LIMITED,,1,fiole
72232,bag,100,mL,Y,N,2247922,FLUCONAZOLE INJECTION TEVA CANADA LIMITED,,8,bag
72794,vial,100,mL,Y,N,2248443,FLUCONAZOLE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
72035,vial,100,mL,Y,N,2247749,FLUCONAZOLE OMEGA OMEGA LABORATORIES LTD,,1,fiole
80046,bag,50,mL,Y,N,2314932,LEVOFLOXACIN IN 5% DEXTROSE INJECTION HOSPIRA HEALTHCARE CORPORATION,,8,bag
80046,bag,100,mL,Y,N,2314932,LEVOFLOXACIN IN 5% DEXTROSE INJECTION HOSPIRA HEALTHCARE CORPORATION,,8,bag
80046,bag,150,mL,Y,N,2314932,LEVOFLOXACIN IN 5% DEXTROSE INJECTION HOSPIRA HEALTHCARE CORPORATION,,8,bag
51050,unit dose vial,2.5,mL,N,N,2231675,COMBIVENT UDV BOEHRINGER INGELHEIM (CANADA) LTD LTEE,,5,fiole unidose
86757,vial,5,mL,N,N,2381710,ALOXI PURDUE PHARMA,,1,fiole
95190,sachet,5,g,N,Y,2463806,TARO-TESTOSTERONE GEL 5G/PACKET TARO PHARMACEUTICALS INC,,10,sachet
95189,sachet,2.5,g,N,Y,2463792,TARO-TESTOSTERONE GEL 2.5G/PACKET TARO PHARMACEUTICALS INC,,10,sachet
90950,sachet,0.5,mg,N,Y,2424835,DIVIGEL 0.5MG PACK TEVA CANADA LIMITED,,10,sachet
90951,sachet,1,mg,N,Y,2424843,DIVIGEL 1MG PACK TEVA CANADA LIMITED,,10,sachet
90959,sachet,0.25,mg,N,Y,2424924,DIVIGEL 0.25MG PACK TEVA CANADA LIMITED,,10,sachet
11342,vial,20,mL,Y,N,1902644,RETROVIR (AZT)  VIIV HEALTHCARE ULC,,1,fiole
66810,vial,2,mL,Y,N,2242971,AMIKACIN SULFATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
66434,vial,2,mL,Y,N,2242652,GENTAMICIN INJECTION USP,,1,fiole
75394,vial,2,mL,Y,N,2268531,GENTAMICIN INJECTION USP,,1,fiole
94412,ampoule,2,mL,Y,N,2457008,GENTAMICIN INJECTION USP,,7,ampoule
18242,bag,100,mL,Y,N,2082136,GENTAMICIN(E) 100MG LIQ IV 1MG/ML,,8,bag
18243,bag,50,mL,Y,N,2082152,GENTAMICIN(E) 80MG LIQ IV 1.6MG/ML,,8,bag
12674,bag,100,mL,Y,N,1913530,GENTAMICIN SULFATE IN 0.9% SODIUM CHLORIDE INJECTION,,8,bag
66245,ampoule,0.5,mL,Y,N,2242502,ONE-ALPHA LEO PHARMA INC,,7,ampoule
66245,ampoule,1,mL,Y,N,2242502,ONE-ALPHA LEO PHARMA INC,,7,ampoule
50269,vial,2,mL,Y,N,2230988,CEREBYX ERFA CANADA 2012 INC,,1,fiole
50269,vial,10,mL,Y,N,2230988,CEREBYX ERFA CANADA 2012 INC,,1,fiole
43078,vial,0.5,mL,N,N,2212188,IMITREX INJECTION 12MG/ML GLAXOSMITHKLINE INC,,1,fiole
95270,vial,2,mL,Y,N,2464578,ONDANSETRON INJECTION USP, SINGLE USE VIALS,1,fiole
95270,vial,4,mL,Y,N,2464578,ONDANSETRON INJECTION USP, SINGLE USE VIALS,1,fiole
77729,syringe,2,mL,N,N,2291924,BICILLIN L-A PFIZER CANADA INC,,4,seringue
74379,vial,0.8,mL,N,N,2258595,HUMIRA ABBVIE CORPORATION,,1,fiole
94546,syringe,0.4,mL,N,N,2458349,HUMIRA ABBVIE CORPORATION,,4,seringue
94543,pen,0.4,mL,N,N,2458357,HUMIRA ABBVIE CORPORATION,,3,stylo
94029,syringe,1,mL,Y,N,2453754,PRALUENT SANOFI-AVENTIS CANADA INC,,4,seringue
94030,syringe,1,mL,Y,N,2453762,PRALUENT SANOFI-AVENTIS CANADA INC,,4,seringue
94035,pen,1,mL,Y,N,2453819,PRALUENT SANOFI-AVENTIS CANADA INC,,3,stylo
94037,pen,1,mL,Y,N,2453835,PRALUENT SANOFI-AVENTIS CANADA INC,,3,stylo
75820,unit dose vial,2.5,mL,N,N,2272695,TEVA-COMBO STERINEBS TEVA CANADA LIMITED,,5,fiole unidose
67727,unit dose vial,2.5,mL,N,N,2243789,RATIO-IPRA SAL UDV TEVA CANADA LIMITED,,5,fiole unidose
5790,ampoule,1,mL,Y,N,593257,SANDIMMUNE IV 50MG/ML NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
5790,ampoule,5,mL,Y,N,593257,SANDIMMUNE IV 50MG/ML NOVARTIS PHARMACEUTICALS CANADA INC,,7,ampoule
18868,ampoule,0.6,mL,N,N,2129043,ORGARAN ASPEN PHARMACARE CANADA INC,,7,ampoule
18307,syringe,0.2,mL,N,N,2132621,FRAGMIN PFIZER CANADA INC,,4,seringue
18306,syringe,0.2,mL,N,N,2132648,FRAGMIN PFIZER CANADA INC,,4,seringue
18235,ampoule,1,mL,Y,N,2132664,FRAGMIN PFIZER CANADA INC,,7,ampoule
50478,vial,3.8,mL,N,Y,2231171,FRAGMIN PFIZER CANADA INC,,1,fiole
83790,syringe,0.3,mL,N,N,2352648,FRAGMIN PFIZER CANADA INC,,4,seringue
83791,syringe,0.4,mL,N,N,2352656,FRAGMIN PFIZER CANADA INC,,4,seringue
83792,syringe,0.5,mL,N,N,2352664,FRAGMIN PFIZER CANADA INC,,4,seringue
83793,syringe,0.6,mL,N,N,2352672,FRAGMIN PFIZER CANADA INC,,4,seringue
83794,syringe,0.72,mL,N,N,2352680,FRAGMIN PFIZER CANADA INC,,4,seringue
91522,syringe,0.28,mL,N,N,2430789,FRAGMIN PFIZER CANADA INC,,4,seringue
60205,syringe,0.3,mL,Y,N,2236913,FRAXIPARINE ASPEN PHARMACARE CANADA INC,,4,seringue
93677,syringe,0.2,mL,Y,N,2450615,FRAXIPARINE ASPEN PHARMACARE CANADA INC,,4,seringue
93678,syringe,0.4,mL,Y,N,2450623,FRAXIPARINE ASPEN PHARMACARE CANADA INC,,4,seringue
93679,syringe,0.6,mL,Y,N,2450631,FRAXIPARINE ASPEN PHARMACARE CANADA INC,,4,seringue
93680,syringe,1,mL,Y,N,2450658,FRAXIPARINE ASPEN PHARMACARE CANADA INC,,4,seringue
63628,syringe,1,mL,Y,N,2240114,FRAXIPARINE FORTE ASPEN PHARMACARE CANADA INC,,4,seringue
93681,syringe,0.8,mL,Y,N,2450666,FRAXIPARINE FORTE ASPEN PHARMACARE CANADA INC,,4,seringue
93682,syringe,0.6,mL,Y,N,2450674,FRAXIPARINE FORTE ASPEN PHARMACARE CANADA INC,,4,seringue
14049,syringe,0.3,mL,N,N,2012472,LOVENOX SANOFI-AVENTIS CANADA INC,,4,seringue
60174,syringe,0.4,mL,N,N,2236883,LOVENOX SANOFI-AVENTIS CANADA INC,,4,seringue
86422,syringe,0.6,mL,N,N,2378426,LOVENOX SANOFI-AVENTIS CANADA INC,,4,seringue
86423,syringe,0.8,mL,N,N,2378434,LOVENOX SANOFI-AVENTIS CANADA INC,,4,seringue
86424,syringe,1,mL,Y,N,2378442,LOVENOX SANOFI-AVENTIS CANADA INC,,4,seringue
66484,syringe,0.8,mL,N,N,2242692,LOVENOX HP SANOFI-AVENTIS CANADA INC,,4,seringue
86426,syringe,1,mL,Y,N,2378469,LOVENOX HP SANOFI-AVENTIS CANADA INC,,4,seringue
59932,vial,3,mL,N,Y,2236564,LOVENOX WITH PRESERVATIVE 300MG/3ML SANOFI-AVENTIS CANADA INC,,1,fiole
68448,vial,10,mL,Y,N,2244475,DIPYRIDAMOLE INJECTION, USP FRESENIUS KABI CANADA LTD,1,fiole
68907,vial,10,mL,Y,N,2244909,DIPYRIDAMOLE FOR INJECTION,,1,fiole
6720,vial,10,mL,Y,N,637734,PERSANTINE BOEHRINGER INGELHEIM (CANADA) LTD LTEE,,1,fiole
93132,syringe,1,mL,Y,N,2446057,REPATHA AMGEN CANADA INC,,4,seringue
94710,cartridge,3.5,mL,Y,N,2459779,REPATHA AMGEN CANADA INC,,2,cartouche
78217,vial,0.23,mL,N,Y,2296810,LUCENTIS NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
91026,syringe,0.165,mL,N,Y,2425629,LUCENTIS NOVARTIS PHARMACEUTICALS CANADA INC,,4,seringue
3499,vial,30,mL,N,Y,463450,NIACIN INJ 100MG/ML KRIPPS PHARMACY LTD.,,1,fiole
83943,syringe,1,mL,Y,N,2354233,INVEGA SUSTENNA JANSSEN INC,,4,seringue
83944,syringe,1.5,mL,N,N,2354241,INVEGA SUSTENNA JANSSEN INC,,4,seringue
83941,syringe,0.5,mL,N,N,2354217,INVEGA SUSTENNA JANSSEN INC,,4,seringue
83942,syringe,0.75,mL,N,N,2354225,INVEGA SUSTENNA JANSSEN INC,,4,seringue
94281,syringe,0.875,mL,N,N,2455943,INVEGA TRINZA JANSSEN INC,,4,seringue
94284,syringe,1.315,mL,N,N,2455986,INVEGA TRINZA JANSSEN INC,,4,seringue
94285,syringe,1.75,mL,N,N,2455994,INVEGA TRINZA JANSSEN INC,,4,seringue
94286,syringe,2.625,mL,N,N,2456001,INVEGA TRINZA JANSSEN INC,,4,seringue
85449,vial,1,mL,Y,N,2369567,DIPHENHYDRAMINE HYDROCHLORIDE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
5430,vial,1,mL,Y,N,596612,DIPHENHYDRAMINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
37198,vial,1,mL,Y,N,2219336,DIPHENIST 50MG/ML OMEGA LABORATORIES LTD,,1,fiole
63832,cartridge,3,mL,N,Y,2240294,HUMALOG MIX 25  (CARTRIDGE) ELI LILLY CANADA INC,,2,cartouche
88823,pen,3,mL,N,Y,2403420,HUMALOG MIX 25  (KWIKPEN) ELI LILLY CANADA INC,,3,stylo
63835,cartridge,3,mL,N,Y,2240297,HUMALOG MIX 50  (CARTRIDGE) ELI LILLY CANADA INC,,2,cartouche
88824,pen,3,mL,N,Y,2403439,HUMALOG MIX 50  (KWIKPEN) ELI LILLY CANADA INC,,3,stylo
95912,pen,3,mL,N,Y,2470152,HUMALOG JUNIOR KWIKPEN ELI LILLY CANADA INC,,3,stylo
94130,syringe,10,mL,Y,N,2454599,PHENYLEPHRINE HYDROCHLORIDE INJECTION BIOSYENT PHARMA INC,,4,seringue
65650,ampoule,1,mL,Y,N,2241980,NEO-SYNEPHRINE PFIZER CANADA INC,,7,ampoule
12889,vial,1,mL,Y,N,1953583,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
12889,vial,5,mL,Y,N,1953583,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
61817,vial,1,mL,Y,N,2238400,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP, 1% OMEGA LABORATORIES LTD,1,fiole
4802,ampoule,1,mL,Y,N,559253,PROSTIN VR STERILE SOLUTION PFIZER CANADA INC,,7,ampoule
8488,vial,2,mL,Y,N,743518,CHLORPROMAZINE HYDROCHLORIDE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
13304,ampoule,5,mL,Y,N,1984837,BONEFOS BAYER INC,,7,ampoule
91339,ampoule,1,mL,Y,N,2428954,DIMENHYDRINATE INJECTION USP TELIGENT OU,,7,ampoule
91339,vial,5,mL,Y,N,2428954,DIMENHYDRINATE INJECTION USP TELIGENT OU,,1,fiole
91952,vial,5,mL,Y,N,2435241,DIMENHYDRINATE INJECTION USP WITH PRESERVATIVE TELIGENT OU,,1,fiole
3397,vial,5,mL,Y,N,392537,DIMENHYDRINATE INJ 50MG USP SANDOZ CANADA INCORPORATED,,1,fiole
3397,ampoule,1,mL,Y,N,392537,DIMENHYDRINATE INJ 50MG USP SANDOZ CANADA INCORPORATED,,7,ampoule
197,vial,1,mL,Y,N,13579,GRAVOL IM CHURCH & DWIGHT CANADA CORP,,1,fiole
72016,vial,2,mL,Y,N,2247735,FAMOTIDINE OMEGA -(WITHOUT PRESERVATIVE) OMEGA LABORATORIES LTD,,1,fiole
72026,vial,4,mL,Y,N,2247745,FAMOTIDINE OMEGA -(WITH PRESERVATIVE,BENZYL ALCOHOL) OMEGA LABORATORIES LTD,1,fiole
72026,vial,20,mL,N,Y,2247745,FAMOTIDINE OMEGA -(WITH PRESERVATIVE,BENZYL ALCOHOL) OMEGA LABORATORIES LTD,1,fiole
13803,ampoule,1,mL,Y,N,1913980,NUBAIN INJECTION 10MG/ML SANDOZ CANADA INCORPORATED,,7,ampoule
68533,vial,10,mL,Y,N,2244550,PAMIDRONATE DISODIUM FOR INJECTION PFIZER CANADA INC,,1,fiole
68534,vial,10,mL,Y,N,2244551,PAMIDRONATE DISODIUM FOR INJECTION PFIZER CANADA INC,,1,fiole
68535,vial,10,mL,Y,N,2244552,PAMIDRONATE DISODIUM FOR INJECTION PFIZER CANADA INC,,1,fiole
73448,vial,10,mL,Y,N,2249677,PAMIDRONATE DISODIUM OMEGA 6 MG/ML OMEGA LABORATORIES LTD,,1,fiole
73449,vial,10,mL,Y,N,2249685,PAMIDRONATE DISODIUM OMEGA 9 MG/ML OMEGA LABORATORIES LTD,,1,fiole
70784,vial,10,mL,Y,N,2246597,PAMIDRONATE DISODIUM FOR INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
70785,vial,10,mL,Y,N,2246598,PAMIDRONATE DISODIUM FOR INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
70786,vial,10,mL,Y,N,2246599,PAMIDRONATE DISODIUM FOR INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
91710,vial,16.7,mL,N,N,2432676,POSANOL MERCK CANADA INC,,1,fiole
84321,syringe,0.35,mL,Y,N,2358158,INNOHEP LEO PHARMA INC,,4,seringue
84322,syringe,0.45,mL,Y,N,2358166,INNOHEP LEO PHARMA INC,,4,seringue
84323,syringe,0.7,mL,Y,N,2358174,INNOHEP LEO PHARMA INC,,4,seringue
84324,syringe,0.9,mL,Y,N,2358182,INNOHEP LEO PHARMA INC,,4,seringue
91392,syringe,0.4,mL,N,N,2429462,INNOHEP LEO PHARMA INC,,4,seringue
91393,syringe,0.6,mL,N,N,2429470,INNOHEP LEO PHARMA INC,,4,seringue
91394,syringe,0.8,mL,N,N,2429489,INNOHEP LEO PHARMA INC,,4,seringue
47420,vial,2,mL,N,Y,2229515,INNOHEP LEO PHARMA INC,,1,fiole
47983,syringe,0.25,mL,Y,N,2229755,INNOHEP LEO PHARMA INC,,4,seringue
50802,syringe,0.5,mL,Y,N,2231478,INNOHEP LEO PHARMA INC,,4,seringue
19202,vial,2,mL,N,Y,2167840,INNOHEP LEO PHARMA INC,,1,fiole
90620,vial,5,mL,N,N,2421550,ZOLEDRONIC ACID FOR INJECTION PFIZER CANADA INC,,1,fiole
90711,vial,5,mL,N,N,2422425,ZOLEDRONIC ACID FOR INJECTION CONCENTRATE DR REDDYS LABORATORIES LTD,,1,fiole
90712,vial,100,mL,N,N,2422433,ZOLEDRONIC ACID INJECTION DR REDDYS LABORATORIES LTD,,1,fiole
89972,vial,100,mL,N,N,2415100,TARO-ZOLEDRONIC ACID TARO PHARMACEUTICALS INC,,1,fiole
89980,vial,5,mL,N,N,2415186,TARO-ZOLEDRONIC ACID CONCENTRATE TARO PHARMACEUTICALS INC,,1,fiole
89277,vial,100,mL,N,N,2408082,ZOLEDRONIC ACID INJECTION TEVA CANADA LIMITED,,1,fiole
92989,vial,5,mL,N,N,2444739,ZOLEDRONIC ACID FOR INJECTION MDA INC.,,1,fiole
91878,vial,5,mL,N,N,2434458,ZOLEDRONIC ACID FOR INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
88649,vial,5,mL,N,N,2401606,ZOLEDRONIC ACID - Z SANDOZ CANADA INCORPORATED,,1,fiole
88788,vial,5,mL,N,N,2403056,PMS-ZOLEDRONIC ACID PHARMASCIENCE INC,,1,fiole
89236,vial,5,mL,N,N,2407639,ZOLEDRONIC ACID FOR INJECTION TEVA CANADA LIMITED,,1,fiole
75458,vial,100,mL,N,N,2269198,ACLASTA NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
72636,vial,5,mL,N,N,2248296,ZOMETA CONCENTRATE NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
63823,vial,2,mL,Y,N,2240285,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
63823,vial,5,mL,Y,N,2240285,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
63823,vial,10,mL,Y,N,2240285,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
63824,vial,1,mL,Y,N,2240286,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
63824,vial,2,mL,Y,N,2240286,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
63824,vial,10,mL,Y,N,2240286,MIDAZOLAM INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
66736,vial,2,mL,Y,N,2242904,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
66736,vial,5,mL,Y,N,2242904,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
66736,vial,10,mL,Y,N,2242904,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
66737,vial,1,mL,Y,N,2242905,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
66737,vial,2,mL,Y,N,2242905,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
66737,vial,10,mL,Y,N,2242905,MIDAZOLAM INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
90845,ampoule,5,mL,Y,N,2423758,MIDAZOLAM INJECTION PFIZER CANADA INC,,7,ampoule
90846,ampoule,1,mL,Y,N,2423766,MIDAZOLAM INJECTION PFIZER CANADA INC,,7,ampoule
90846,ampoule,3,mL,Y,N,2423766,MIDAZOLAM INJECTION PFIZER CANADA INC,,7,ampoule
90846,ampoule,10,mL,Y,N,2423766,MIDAZOLAM INJECTION PFIZER CANADA INC,,7,ampoule
86868,ampoule,2,mL,Y,N,2382873,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86868,ampoule,5,mL,Y,N,2382873,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86868,ampoule,10,mL,Y,N,2382873,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86870,ampoule,1,mL,Y,N,2382903,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86870,ampoule,2,mL,Y,N,2382903,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86870,ampoule,10,mL,Y,N,2382903,MIDAZOLAM INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
86819,vial,2,mL,Y,N,2382342,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
86819,vial,5,mL,Y,N,2382342,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
86821,vial,1,mL,Y,N,2382350,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
86821,vial,2,mL,Y,N,2382350,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
86822,vial,10,mL,Y,N,2382377,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
86823,vial,10,mL,Y,N,2382385,MIDAZOLAM INJECTION USP PFIZER CANADA INC,,1,fiole
9788,vial,10,mL,N,Y,795879,HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ) ELI LILLY CANADA INC,,1,fiole
89971,pen,3,mL,N,Y,2415089,HUMULIN R (KWIKPEN) ELI LILLY CANADA INC,,3,stylo
95524,pen,3,mL,N,Y,2466864,ENTUZITY KWIKPEN ELI LILLY CANADA INC,,3,stylo
12569,cartridge,3,mL,N,Y,1959220,HUMULIN R CARTRIDGE ELI LILLY CANADA INC,,2,cartouche
14260,vial,10,mL,N,Y,2024233,NOVOLIN GE TORONTO NOVO NORDISK CANADA INC,,1,fiole
14459,cartridge,3,mL,N,Y,2024284,NOVOLIN GE TORONTO PENFILL NOVO NORDISK CANADA INC,,2,cartouche
5325,vial,10,mL,N,Y,586714,HUMULIN R ELI LILLY CANADA INC,,1,fiole
12568,cartridge,3,mL,N,Y,1959212,HUMULIN 30/70 CARTRIDGE ELI LILLY CANADA INC,,2,cartouche
14269,vial,10,mL,N,Y,2024217,NOVOLIN GE 30/70 NOVO NORDISK CANADA INC,,1,fiole
14265,cartridge,3,mL,N,Y,2025248,NOVOLIN GE 30/70 PENFILL NOVO NORDISK CANADA INC,,2,cartouche
14262,cartridge,3,mL,N,Y,2024314,NOVOLIN GE 40/60 PENFILL NOVO NORDISK CANADA INC,,2,cartouche
14270,cartridge,3,mL,N,Y,2024322,NOVOLIN GE 50/50 NOVO NORDISK CANADA INC,,2,cartouche
76152,vial,10,mL,N,Y,2275864,HYPURIN NPH INSULIN ISOPHANE PORK WOCKHARDT UK LTD,,1,fiole
76153,vial,10,mL,N,Y,2275872,HYPURIN REGULAR INSULIN PORK WOCKHARDT UK LTD,,1,fiole
94413,vial,20,mL,Y,N,2457040,LABETALOL HYDROCHLORIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
94413,vial,40,mL,Y,N,2457040,LABETALOL HYDROCHLORIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
3595,vial,1,mL,Y,N,392731,DIMENHYDRINATE INJ 10MG SANDOZ CANADA INCORPORATED,,1,fiole
3595,ampoule,1,mL,Y,N,392731,DIMENHYDRINATE INJ 10MG SANDOZ CANADA INCORPORATED,,7,ampoule
18289,ampoule,1,mL,Y,N,2024179,OCTOSTIM LIQ INJ. 15 MCG/ML FERRING INC,,7,ampoule
95689,vial,10,mL,Y,N,2468468,HYDROMORPHONE HYDROCHLORIDE INJECTION HP FORTE STERIMAX INC,,1,fiole
3921,vial,10,mL,N,Y,504483,NIACINAMIDE INJECTION 100 MG/ML KRIPPS PHARMACY,,1,fiole
1134,vial,1,mL,Y,N,30759,DEPO-MEDROL 40 MG/ML PFIZER CANADA LTD,,1,fiole
16275,vial,2,mL,Y,N,1934333,DEPO-MEDROL (WITH PRESERVATIVE) 40 MG/ML PFIZER CANADA INC,,1,fiole
16275,vial,5,mL,Y,N,1934333,DEPO-MEDROL (WITH PRESERVATIVE) 40 MG/ML PFIZER CANADA INC,,1,fiole
16276,vial,5,mL,Y,N,1934341,DEPO-MEDROL (WITH PRESERVATIVE) 80 MG/ML PFIZER CANADA INC,,1,fiole
789,vial,1,mL,Y,N,30767,DEPO-MEDROL 80 MG/ML PFIZER CANADA INC,,1,fiole
18988,vial,5,mL,Y,N,1934325,DEPO-MEDROL (WITH PRESERVATIVE) 20 MG/ML PFIZER CANADA INC,,1,fiole
76506,vial,10,mL,N,Y,2279460,APIDRA SANOFI-AVENTIS CANADA INC,,1,fiole
76507,cartridge,3,mL,N,Y,2279479,APIDRA SANOFI-AVENTIS CANADA INC,,2,cartouche
77968,pen,3,mL,N,Y,2294346,APIDRA SANOFI-AVENTIS CANADA INC,,3,stylo
96506,pen,3,mL,N,Y,2474875,XULTOPHY NOVO NORDISK CANADA INC,,3,stylo
91526,bag,300,mL,Y,N,2430827,LINEZOLID INJECTION FRESENIUS KABI CANADA LTD,,8,bag
67615,bag,300,mL,Y,N,2243685,ZYVOXAM 2 MG/ML PFIZER CANADA INC,,8,bag
18611,vial,2,mL,Y,N,2167832,DROPERIDOL INJECTION USP 2.5MG/ML SANDOZ CANADA INCORPORATED,,1,fiole
