"ccdd","tm_code","tm_formal_name","n_dins","n_ntps","status","tm_status_effective_time","en_display","fr_display"
FALSE,NA,"ketoconazole",4,3,"active",1990-12-30,NA,NA
FALSE,NA,"alcohol anhydrous and dextrose",2,1,"inactive",1990-12-31,NA,NA
FALSE,NA,"bacillus calmette-guerin (bcg) substrain connaught",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"betamethasone (base) and clotrimazole",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"bethanechol chloride",6,1,"active",1990-12-31,NA,NA
FALSE,NA,"captopril",17,1,"active",1990-12-31,NA,NA
FALSE,NA,"cefixime",3,2,"active",1990-12-31,NA,NA
FALSE,NA,"cetrimonium bromide",2,2,"active",1990-12-31,NA,NA
FALSE,NA,"charcoal activated and dimethicone",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"chloral hydrate",3,2,"active",1990-12-31,NA,NA
FALSE,NA,"clorazepate dipotassium",3,1,"active",1990-12-31,NA,NA
FALSE,NA,"dexamethasone (base) and tobramycin",2,2,"active",1990-12-31,NA,NA
FALSE,NA,"enalapril and hydrochlorothiazide",5,1,"active",1990-12-31,NA,NA
FALSE,NA,"fluconazole",40,4,"active",1990-12-31,NA,NA
FALSE,NA,"fluphenazine decanoate",5,1,"active",1990-12-31,NA,NA
FALSE,NA,"heparin (heparin sodium) and sodium chloride",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"hydralazine hydrochloride",4,2,"active",1990-12-31,NA,NA
FALSE,NA,"ioversol",7,1,"active",1990-12-31,NA,NA
FALSE,NA,"ketotifen (ketotifen fumarate)",4,3,"active",1990-12-31,NA,NA
FALSE,NA,"lidocaine hydrochloride and polymyxin b sulfate",1,1,"inactive",1990-12-31,NA,NA
FALSE,NA,"magnesium sulfate and potassium chloride and potassium phosphate monobasic and sodium chloride and sodium phosphate dibasic",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"menthol and pyrithione zinc",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"neostigmine methylsulfate",8,1,"active",1990-12-31,NA,NA
FALSE,NA,"pyridostigmine bromide",2,2,"active",1990-12-31,NA,NA
FALSE,NA,"sodium citrate",2,1,"active",1990-12-31,NA,NA
FALSE,NA,"terbutaline sulfate",1,1,"active",1990-12-31,NA,NA
FALSE,NA,"zidovudine",4,3,"active",1990-12-31,NA,NA
FALSE,NA,"acetaminophen and chlorzoxazone",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"acetaminophen and chlorzoxazone and codeine",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"ammonium chloride and dextromethorphan hydrobromide and diphenhydramine hydrochloride",2,1,"active",1991-12-31,NA,NA
FALSE,NA,"arginine and glycine and histidine and isoleucine and l-alanine and leucine and l-lysine (l-lysine hydrochloride) and methionine and phenylalanine and proline and serine and threonine and tryptophan and tyrosine and valine",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"benzalkonium and coal tar and salicylic acid",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"ceftazidime",3,1,"active",1991-12-31,NA,NA
FALSE,NA,"citric acid and dextrose and sodium citrate",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin",22,3,"active",1991-12-31,NA,NA
FALSE,NA,"dimethicone and petrolatum",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"flurbiprofen",4,1,"active",1991-12-31,NA,NA
FALSE,NA,"fluvoxamine maleate",16,1,"active",1991-12-31,NA,NA
FALSE,NA,"gentamicin (gentamicin sulfate) and sodium chloride",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"glycerine and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"hepatitis b surface antigen (recombinant)",4,2,"active",1991-12-31,NA,NA
FALSE,NA,"hexylresorcinol",4,1,"active",1991-12-31,NA,NA
FALSE,NA,"hydroquinone",7,2,"active",1991-12-31,NA,NA
FALSE,NA,"isoproterenol hydrochloride",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"lidocaine and prilocaine",3,3,"active",1991-12-31,NA,NA
FALSE,NA,"loratadine and pseudoephedrine sulfate",2,2,"active",1991-12-31,NA,NA
FALSE,NA,"norepinephrine (norepinephrine bitartrate)",2,1,"active",1991-12-31,NA,NA
FALSE,NA,"sodium carboxymethyl cellulose",8,1,"active",1991-12-31,NA,NA
FALSE,NA,"sodium phosphate dibasic and sodium phosphate monobasic",1,1,"active",1991-12-31,NA,NA
FALSE,NA,"trimebutine maleate",3,1,"active",1991-12-31,NA,NA
FALSE,NA,"yohimbine hydrochloride",3,1,"active",1991-12-31,NA,NA
FALSE,NA,"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",15,5,"active",1992-12-31,NA,NA
FALSE,NA,"acetaminophen and codeine and methocarbamol",6,1,"active",1992-12-31,NA,NA
FALSE,NA,"acetaminophen and dextromethorphan hydrobromide and doxylamine and pseudoephedrine hydrochloride",10,3,"active",1992-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and codeine and methocarbamol",5,1,"active",1992-12-31,NA,NA
FALSE,NA,"amantadine hydrochloride",3,2,"active",1992-12-31,NA,NA
FALSE,NA,"ampicillin (ampicillin sodium)",8,1,"active",1992-12-31,NA,NA
FALSE,NA,"apraclonidine (apraclonidine hydrochloride)",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"benzalkonium and benzocaine",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"calcipotriol",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"chloramphenicol",5,2,"inactive",1992-12-31,NA,NA
FALSE,NA,"chloramphenicol and hydrocortisone",2,2,"inactive",1992-12-31,NA,NA
FALSE,NA,"chlorhexidine and isopropyl alcohol",19,8,"active",1992-12-31,NA,NA
FALSE,NA,"chloroxylenol and menthol",3,2,"active",1992-12-31,NA,NA
FALSE,NA,"clodronate disodium (clodronate disodium tetrahydrate)",2,2,"active",1992-12-31,NA,NA
FALSE,NA,"cocaine hydrochloride",4,1,"inactive",1992-12-31,NA,NA
FALSE,NA,"deferoxamine mesylate",5,1,"active",1992-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",14,1,"active",1992-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and pseudoephedrine hydrochloride",9,2,"active",1992-12-31,NA,NA
FALSE,NA,"dolichovespula arenaria venom protein extract",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"enalaprilat",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"filgrastim (r-methug-csf)",5,1,"active",1992-12-31,NA,NA
FALSE,NA,"gadopentetate dimeglumine",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"haemophilus influenzae type b-prp and tetanus protein",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"hydroquinone and oxybenzone",4,1,"active",1992-12-31,NA,NA
FALSE,NA,"insulin injection human biosynthetic",3,1,"active",1992-12-31,NA,NA
FALSE,NA,"insulin injection human biosynthetic and insulin isophane human",5,1,"active",1992-12-31,NA,NA
FALSE,NA,"lanolin and mineral oil",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"manganese (manganese sulfate)",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"moclobemide",10,1,"active",1992-12-31,NA,NA
FALSE,NA,"mupirocin",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"onabotulinumtoxina",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"penicillin g sodium",3,1,"active",1992-12-31,NA,NA
FALSE,NA,"pheniramine maleate and phenylephrine",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"podophyllotoxin",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"polistes spp venom protein extract",3,1,"active",1992-12-31,NA,NA
FALSE,NA,"pramoxine hydrochloride and zinc sulfate",4,2,"active",1992-12-31,NA,NA
FALSE,NA,"tranylcypromine (tranylcypromine sulfate)",1,1,"active",1992-12-31,NA,NA
FALSE,NA,"vespula spp venom protein extract",3,1,"active",1992-12-31,NA,NA
FALSE,NA,"white faced hornet venom protein and yellow hornet venom protein and yellow jacket venom protein",5,1,"active",1992-12-31,NA,NA
FALSE,NA,"zinc (zinc sulfate)",2,1,"active",1992-12-31,NA,NA
FALSE,NA,"typhoid vaccine (salmonella typhi ty21a)",1,1,"active",1993-01-01,NA,NA
FALSE,NA,"acetaminophen and pheniramine maleate and phenylephrine and vitamin C",6,3,"active",1993-12-30,NA,NA
FALSE,NA,"acetaminophen and methocarbamol",16,1,"active",1993-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and caffeine",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"air and carbon dioxide",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"air and carbon monoxide",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"apis mellifera venom protein extract",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"articaine hydrochloride and epinephrine",13,1,"active",1993-12-31,NA,NA
FALSE,NA,"auranofin",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"benazepril hydrochloride",5,1,"active",1993-12-31,NA,NA
FALSE,NA,"benzydamine hydrochloride",5,2,"active",1993-12-31,NA,NA
FALSE,NA,"beractant",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"bumetanide",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"carbon monoxide and helium and nitrogen and oxygen",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"chloroxylenol and triclosan",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"cholestyramine resin",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"chromium (chromic chloride)",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"cilazapril",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"citric acid and dextrose and heparin sodium and sodium phosphate dibasic",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"codeine and guaifenesin and pheniramine maleate",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"copper (copper sulfate)",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"desipramine hydrochloride",9,1,"active",1993-12-31,NA,NA
FALSE,NA,"dextran 40 and sodium chloride",1,1,"inactive",1993-12-31,NA,NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and magnesium chloride and methionine and potassium phosphate dibasic and sodium acetate and sodium chloride and tryptophan",5,1,"active",1993-12-31,NA,NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",4,1,"active",1993-12-31,NA,NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine (l-lysine hydrochloride) and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",1,1,"inactive",1993-12-31,NA,NA
FALSE,NA,"diflunisal",4,1,"active",1993-12-31,NA,NA
FALSE,NA,"dimethicone and oxybenzone and padimate o",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"dl-methionine and histidine and isoleucine and l-cysteine (l-cysteine hydrochloride) and leucine and lysine (lysine acetate) and phenylalanine and sodium bisulfite and threonine and tryptophan and valine",1,1,"inactive",1993-12-31,NA,NA
FALSE,NA,"enoxaparin sodium",8,1,"active",1993-12-31,NA,NA
FALSE,NA,"famotidine",17,2,"active",1993-12-31,NA,NA
FALSE,NA,"gemfibrozil",7,2,"active",1993-12-31,NA,NA
FALSE,NA,"glycopyrrolate",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"halobetasol propionate",2,2,"active",1993-12-31,NA,NA
FALSE,NA,"ibuprofen and pseudoephedrine hydrochloride",9,3,"active",1993-12-31,NA,NA
FALSE,NA,"iodide (sodium iodide)",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"isoflurane",4,2,"active",1993-12-31,NA,NA
FALSE,NA,"itraconazole",3,2,"active",1993-12-31,NA,NA
FALSE,NA,"levocabastine (levocabastine hydrochloride)",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"lidocaine (lidocaine hydrochloride)",2,2,"active",1993-12-31,NA,NA
FALSE,NA,"liothyronine (liothyronine sodium)",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"loperamide hydrochloride",21,3,"active",1993-12-31,NA,NA
FALSE,NA,"nalbuphine",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"nitrogen and oxygen",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"pentosan polysulfate sodium",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"pinaverium bromide",2,1,"active",1993-12-31,NA,NA
FALSE,NA,"polymyxin b (polymyxin b sulfate) and trimethoprim",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"propofol",6,1,"active",1993-12-31,NA,NA
FALSE,NA,"selenium (selenious acid)",1,1,"active",1993-12-31,NA,NA
FALSE,NA,"sodium fluoride and triclosan",3,1,"active",1993-12-31,NA,NA
FALSE,NA,"sucralfate",5,2,"active",1993-12-31,NA,NA
FALSE,NA,"bezafibrate",3,2,"active",1994-12-21,NA,NA
FALSE,NA,"acetaminophen and chlorpheniramine maleate and phenylephrine",10,1,"active",1994-12-31,NA,NA
FALSE,NA,"adenosine",3,1,"active",1994-12-31,NA,NA
FALSE,NA,"atenolol and chlorthalidone",6,1,"active",1994-12-31,NA,NA
FALSE,NA,"bacitracin (bacitracin zinc) and gramicidin and polymyxin b (polymyxin b sulfate)",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"bacitracin zinc and neomycin (neomycin sulfate) and polymyxin b sulfate",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"betaxolol (betaxolol hydrochloride)",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"biotin and dexpanthenol and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (vitamin B12) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin C and vitamin D and vitamin E",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"bromocriptine (bromocriptine mesylate)",8,2,"active",1994-12-31,NA,NA
FALSE,NA,"budesonide and sodium chloride",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"bupivacaine hydrochloride",10,1,"active",1994-12-31,NA,NA
FALSE,NA,"bupivacaine hydrochloride and epinephrine",7,1,"active",1994-12-31,NA,NA
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium citrate",2,2,"active",1994-12-31,NA,NA
FALSE,NA,"carboplatin",4,1,"active",1994-12-31,NA,NA
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and iodine (sodium iodide) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",2,1,"active",1994-12-31,NA,NA
FALSE,NA,"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"codeine and guaifenesin and pseudoephedrine hydrochloride and triprolidine hydrochloride",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"collagenase",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"dapsone",2,2,"active",1994-12-31,NA,NA
FALSE,NA,"dexamethasone (base) and neomycin sulfate and polymyxin b sulfate",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"dimethicone and homosalate and meradimate and octinoxate and octisalate and oxybenzone",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"dolichovespula maculata venom protein extract",2,1,"active",1994-12-31,NA,NA
FALSE,NA,"dornase alfa",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"ensulizole and meradimate and octinoxate",2,2,"active",1994-12-31,NA,NA
FALSE,NA,"fluvastatin (fluvastatin sodium)",7,2,"active",1994-12-31,NA,NA
FALSE,NA,"framycetin",4,3,"inactive",1994-12-31,NA,NA
FALSE,NA,"gonadorelin acetate",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"goserelin (goserelin acetate)",2,1,"active",1994-12-31,NA,NA
FALSE,NA,"indigo carmine",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"indocyanine green",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"iopromide",3,1,"active",1994-12-31,NA,NA
FALSE,NA,"lanolin and mineral oil and petrolatum",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"leucovorin (leucovorin calcium)",4,2,"active",1994-12-31,NA,NA
FALSE,NA,"menthol and tolnaftate",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"mineral oil and petrolatum",2,2,"active",1994-12-31,NA,NA
FALSE,NA,"octinoxate and oxybenzone and titanium dioxide",9,4,"active",1994-12-31,NA,NA
FALSE,NA,"orphenadrine citrate",3,3,"active",1994-12-31,NA,NA
FALSE,NA,"paromomycin (paromomycin sulfate)",1,1,"active",1994-12-31,NA,NA
FALSE,NA,"pheniramine maleate and phenylephrine and polyvinyl alcohol",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"phenylephrine and NA",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"polysorbate 80",1,1,"inactive",1994-12-31,NA,NA
FALSE,NA,"selegiline hydrochloride",2,1,"active",1994-12-31,NA,NA
FALSE,NA,"tiaprofenic acid",7,1,"active",1994-12-31,NA,NA
FALSE,NA,"vigabatrin",2,2,"active",1994-12-31,NA,NA
FALSE,NA,"potassium citrate",2,1,"active",1995-01-01,NA,NA
FALSE,NA,"methotrimeprazine (methotrimeprazine maleate)",9,1,"active",1995-07-17,NA,NA
FALSE,NA,"acetaminophen and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",13,4,"active",1995-12-31,NA,NA
FALSE,NA,"acetylsalicylic acid and citric acid and sodium bicarbonate",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"aldesleukin",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"aluminum hydroxide and magnesium hydroxide and oxetacaine",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"avobenzone and octinoxate and oxybenzone",12,3,"active",1995-12-31,NA,NA
FALSE,NA,"bacillus calmette-guerin (bcg) strain tice",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"bacitracin (bacitracin zinc) and polymyxin b (polymyxin b sulfate)",2,1,"inactive",1995-12-31,NA,NA
FALSE,NA,"benzalkonium and lidocaine hydrochloride",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"bretylium tosylate",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"buffer solution and melphalan (melphalan hydrochloride)",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"calcium carbonate and magnesium hydroxide and simethicone",2,2,"active",1995-12-31,NA,NA
FALSE,NA,"camphor and menthol and octinoxate and oxybenzone and phenol",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"cefazolin (cefazolin sodium)",17,1,"active",1995-12-31,NA,NA
FALSE,NA,"cefoxitin (cefoxitin sodium)",5,1,"active",1995-12-31,NA,NA
FALSE,NA,"choline and inositol and nicotinamide and pipradrol hydrochloride and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B2",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"codeine and guaifenesin and pseudoephedrine hydrochloride",3,2,"active",1995-12-31,NA,NA
FALSE,NA,"dalteparin sodium",11,1,"active",1995-12-31,NA,NA
FALSE,NA,"danaparoid sodium",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"d&c red no. 28",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"dequalinium chloride",2,2,"active",1995-12-31,NA,NA
FALSE,NA,"dexrazoxane",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine and vitamin C",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"dextrose and nitroglycerin",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"dimercaprol",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"docetaxel",7,1,"active",1995-12-31,NA,NA
FALSE,NA,"doxorubicin hydrochloride",12,4,"active",1995-12-31,NA,NA
FALSE,NA,"droperidol",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"epirubicin hydrochloride",6,2,"active",1995-12-31,NA,NA
FALSE,NA,"estramustine phosphate sodium",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"famciclovir",18,1,"active",1995-12-31,NA,NA
FALSE,NA,"fludrocortisone 21-acetate",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"flupentixol decanoate",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"flupentixol (flupentixol dihydrochloride)",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"ganciclovir (ganciclovir sodium)",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"gelatin and pectin and sodium carboxymethyl cellulose",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"interferon beta-1b",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"iodixanol",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"lamivudine",8,2,"active",1995-12-31,NA,NA
FALSE,NA,"levocarnitine",3,3,"active",1995-12-31,NA,NA
FALSE,NA,"maprotiline hydrochloride",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"megestrol acetate",3,2,"active",1995-12-31,NA,NA
FALSE,NA,"meglumine ioxitalamate and sodium ioxitalamate",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"mycophenolate mofetil",18,3,"active",1995-12-31,NA,NA
FALSE,NA,"naloxone",8,1,"active",1995-12-31,NA,NA
FALSE,NA,"ofloxacin",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"olsalazine sodium",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"pancuronium bromide",4,1,"inactive",1995-12-31,NA,NA
FALSE,NA,"pilocarpine nitrate",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"piperonyl butoxide and pyrethrins",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"rifabutin",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"rocuronium bromide",4,1,"active",1995-12-31,NA,NA
FALSE,NA,"salmonella typhi vi capsular polysaccharide vaccine",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"sevoflurane",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"sodium citrate and sodium lauryl sulfoacetate and sorbitol",1,1,"active",1995-12-31,NA,NA
FALSE,NA,"sotalol hydrochloride",20,1,"active",1995-12-31,NA,NA
FALSE,NA,"soybean oil",3,1,"active",1995-12-31,NA,NA
FALSE,NA,"tetracaine hydrochloride",4,2,"active",1995-12-31,NA,NA
FALSE,NA,"tinzaparin sodium",11,1,"active",1995-12-31,NA,NA
FALSE,NA,"tranexamic acid",7,2,"active",1995-12-31,NA,NA
FALSE,NA,"vincristine sulfate",2,1,"active",1995-12-31,NA,NA
FALSE,NA,"acarbose",2,1,"active",1996-02-02,NA,NA
FALSE,NA,"allantoin and chloroxylenol",1,1,"active",1996-07-22,NA,NA
FALSE,NA,"alprostadil and water",1,1,"active",1996-07-30,NA,NA
FALSE,NA,"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and lysine (l-lysine hydrochloride) and methionine and serine and tryptophan",2,1,"active",1996-07-30,NA,NA
FALSE,NA,"labetalol hydrochloride",7,2,"active",1996-07-30,NA,NA
FALSE,NA,"stavudine",4,1,"active",1996-07-30,NA,NA
FALSE,NA,"acetylcholine chloride",1,1,"active",1996-08-14,NA,NA
FALSE,NA,"sodium acetate",2,1,"active",1996-08-14,NA,NA
FALSE,NA,"vasopressin",2,1,"active",1996-08-14,NA,NA
FALSE,NA,"esmolol hydrochloride",2,1,"active",1996-08-16,NA,NA
FALSE,NA,"anastrozole",20,1,"active",1996-08-30,NA,NA
FALSE,NA,"acetaminophen and pheniramine maleate and phenylephrine",6,2,"active",1996-09-04,NA,NA
FALSE,NA,"iron (iron dextran complex)",1,1,"active",1996-09-06,NA,NA
FALSE,NA,"atovaquone",1,1,"active",1996-09-10,NA,NA
FALSE,NA,"calcium chloride and potassium chloride and sodium chloride",1,1,"inactive",1996-09-10,NA,NA
FALSE,NA,"citric acid and heparin sodium and sodium chloride and sodium phosphate dibasic",1,1,"inactive",1996-09-10,NA,NA
FALSE,NA,"dextran 40 and dextrose",1,1,"inactive",1996-09-10,NA,NA
FALSE,NA,"dextran 70 and sodium chloride",1,1,"inactive",1996-09-10,NA,NA
FALSE,NA,"dextrose and heparin sodium",2,1,"active",1996-09-10,NA,NA
FALSE,NA,"magnesium chloride and potassium chloride and potassium phosphate monobasic and sodium acetate and sodium chloride and sodium gluconate and sodium phosphate dibasic",1,1,"active",1996-09-10,NA,NA
FALSE,NA,"amcinonide",7,3,"active",1996-09-12,NA,NA
FALSE,NA,"benzocaine and butamben and tetracaine hydrochloride",1,1,"active",1996-09-19,NA,NA
FALSE,NA,"ritonavir",2,2,"active",1996-09-25,NA,NA
FALSE,NA,"glycerine",1,1,"inactive",1996-09-26,NA,NA
FALSE,NA,"alanine and arginine and dl-methionine and glutamic acid and glycine and histidine and isoleucine and l-aspartic acid and leucine and lysine (lysine acetate) and phenylalanine and proline and serine and threonine and tryptophan and tyrosine and valine",1,1,"active",1996-10-09,NA,NA
FALSE,NA,"cyproheptadine hydrochloride",4,2,"active",1996-10-16,NA,NA
FALSE,NA,"adenine and citric acid and dextrose and sodium citrate and sodium phosphate monobasic",1,1,"inactive",1996-10-17,NA,NA
FALSE,NA,"sodium chloride and somatropin",1,1,"active",1996-10-17,NA,NA
FALSE,NA,"coagulation factor ix (human)",1,1,"active",1996-10-18,NA,NA
FALSE,NA,"dobutamine (dobutamine hydrochloride)",4,1,"active",1996-10-24,NA,NA
FALSE,NA,"abciximab",1,1,"active",1996-10-30,NA,NA
FALSE,NA,"benzoyl peroxide and erythromycin",1,1,"active",1996-11-05,NA,NA
FALSE,NA,"desoximetasone",7,3,"active",1996-11-07,NA,NA
FALSE,NA,"ketotifen fumarate",1,1,"inactive",1996-11-07,NA,NA
FALSE,NA,"meropenem",4,1,"active",1996-11-08,NA,NA
FALSE,NA,"hepatitis a vaccine, inactivated",5,1,"active",1996-11-10,NA,NA
FALSE,NA,"alpha 1-proteinase inhibitor (human)",1,1,"active",1996-11-11,NA,NA
FALSE,NA,"antithrombin iii (human)",1,1,"inactive",1996-11-11,NA,NA
FALSE,NA,"desonide",4,2,"active",1996-11-11,NA,NA
FALSE,NA,"ondansetron (ondansetron hydrochloride dihydrate)",41,3,"active",1996-11-13,NA,NA
FALSE,NA,"raltitrexed (raltitrexed disodium)",1,1,"active",1996-11-18,NA,NA
FALSE,NA,"nafarelin (nafarelin acetate)",1,1,"active",1996-11-25,NA,NA
FALSE,NA,"ribavirin",7,2,"active",1996-12-05,NA,NA
FALSE,NA,"tetrabenazine",4,1,"active",1996-12-09,NA,NA
FALSE,NA,"albumin (human)",11,1,"active",1996-12-16,NA,NA
FALSE,NA,"benoxinate hydrochloride and fluorescein sodium",2,1,"active",1996-12-18,NA,NA
