"DRUG_IDENTIFICATION_NUMBER","formal_description_ntp","ntp_code","formal_description_tm","tm_code"
"02388251","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02388960","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02389657","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02392224","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02394391","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02408244","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02423642","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02427648","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02428539","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",9003550,"hydrochlorothiazide and losartan",9000893
"02241007","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02313383","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02371251","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02377152","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02378094","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02388286","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02388987","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02389673","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02392240","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02394413","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02408252","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02423669","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02427664","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02428547","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",9003568,"hydrochlorothiazide and losartan",9000893
"02319616","hydrochlorothiazide 12.5 mg and olmesartan  medoxomil 20 mg oral tablet",9003551,"hydrochlorothiazide and olmesartan medoxomil",9000896
"02319624","hydrochlorothiazide 12.5 mg and olmesartan  medoxomil 40 mg oral tablet",9003552,"hydrochlorothiazide and olmesartan medoxomil",9000896
"02319632","hydrochlorothiazide 25 mg and olmesartan  medoxomil 40 mg oral tablet",9003570,"hydrochlorothiazide and olmesartan medoxomil",9000896
"02237367","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",9003553,"hydrochlorothiazide and quinapril",9000898
"02408767","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",9003553,"hydrochlorothiazide and quinapril",9000898
"02237368","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003554,"hydrochlorothiazide and quinapril",9000898
"02408775","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003554,"hydrochlorothiazide and quinapril",9000898
"02237369","hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003572,"hydrochlorothiazide and quinapril",9000898
"02408783","hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",9003572,"hydrochlorothiazide and quinapril",9000898
"02283166","hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003555,"hydrochlorothiazide and ramipril",9000899
"02342154","hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003555,"hydrochlorothiazide and ramipril",9000899
"02388359","hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003555,"hydrochlorothiazide and ramipril",9000899
"02412659","hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003555,"hydrochlorothiazide and ramipril",9000899
"02415895","hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",9003555,"hydrochlorothiazide and ramipril",9000899
"02283131","hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",9003556,"hydrochlorothiazide and ramipril",9000899
"02342138","hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",9003556,"hydrochlorothiazide and ramipril",9000899
"02388332","hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",9003556,"hydrochlorothiazide and ramipril",9000899
"02283158","hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003557,"hydrochlorothiazide and ramipril",9000899
"02342146","hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003557,"hydrochlorothiazide and ramipril",9000899
"02388340","hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003557,"hydrochlorothiazide and ramipril",9000899
"02412640","hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003557,"hydrochlorothiazide and ramipril",9000899
"02415887","hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",9003557,"hydrochlorothiazide and ramipril",9000899
"02283182","hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003573,"hydrochlorothiazide and ramipril",9000899
"02342170","hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003573,"hydrochlorothiazide and ramipril",9000899
"02388375","hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003573,"hydrochlorothiazide and ramipril",9000899
"02412675","hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003573,"hydrochlorothiazide and ramipril",9000899
"02415909","hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",9003573,"hydrochlorothiazide and ramipril",9000899
"02283174","hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",9003574,"hydrochlorothiazide and ramipril",9000899
"02342162","hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",9003574,"hydrochlorothiazide and ramipril",9000899
"02388367","hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",9003574,"hydrochlorothiazide and ramipril",9000899
"02412667","hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",9003574,"hydrochlorothiazide and ramipril",9000899
"02244344","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02373564","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02393263","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02393557","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02395355","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02395525","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02396238","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02401665","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02419114","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02420023","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02433214","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02456389","hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",9003559,"hydrochlorothiazide and telmisartan",9000901
"02318709","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02373572","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02393271","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02393565","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02395363","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02395533","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02396246","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02401673","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02419122","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02420031","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02433222","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"02456397","hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",9003577,"hydrochlorothiazide and telmisartan",9000901
"00532657","hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",9003578,"hydrochlorothiazide and triamterene",9000902
"00441775","hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",9003578,"hydrochlorothiazide and triamterene",9000902
"00519367","hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",9003578,"hydrochlorothiazide and triamterene",9000902
"02241901","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02356708","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02357003","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02367017","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02367777","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02373742","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02382555","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02384744","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02408120","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",9003560,"hydrochlorothiazide and valsartan",9000903
"02308908","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02356724","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02357038","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02367033","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02373769","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02382571","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02384760","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02408147","hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",9003561,"hydrochlorothiazide and valsartan",9000903
"02241900","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02356694","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02356996","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02367009","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02367769","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02373734","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02382547","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02384736","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02408112","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",9003562,"hydrochlorothiazide and valsartan",9000903
"02246955","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02356716","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02357011","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02367025","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02367785","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02373750","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02382563","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02384752","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02408139","hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",9003579,"hydrochlorothiazide and valsartan",9000903
"02308916","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02356732","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02357046","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02367041","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02373777","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02382598","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02384779","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"02408155","hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",9003580,"hydrochlorothiazide and valsartan",9000903
"00595799","hydrocortisone 2.5 % cutaneous cream",9003601,"hydrocortisone",9000907
"00749834","hydrocortisone acetate 2 % cutaneous cream",9003614,"hydrocortisone",9000907
"02242984","hydrocortisone valerate 0.2 % cutaneous cream",9003620,"hydrocortisone",9000907
"02242985","hydrocortisone valerate 0.2 % cutaneous ointment",9003621,"hydrocortisone",9000907
"00595802","hydrocortisone 2.5 % lotion",9003602,"hydrocortisone",9000907
"01980661","hydrocortisone acetate 25 mg per g ophthalmic ointment",9003615,"hydrocortisone",9000907
"00030910","hydrocortisone 10 mg oral tablet",9003597,"hydrocortisone",9000907
"00030929","hydrocortisone 20 mg oral tablet",9003603,"hydrocortisone",9000907
"00878626","hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection",9003592,"hydrocortisone",9000907
"00030635","hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection",9003592,"hydrocortisone",9000907
"00872520","hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection",9003593,"hydrocortisone",9000907
"00030600","hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection",9003593,"hydrocortisone",9000907
"00872539","hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection",9003594,"hydrocortisone",9000907
"00030619","hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection",9003594,"hydrocortisone",9000907
"00878618","hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection",9003595,"hydrocortisone",9000907
"00030627","hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection",9003595,"hydrocortisone",9000907
"00579335","hydrocortisone acetate 10 % per w/w pressurised inhalation",9003611,"hydrocortisone",9000907
"02112736","hydrocortisone 100 mg per 60 ml rectal liquid",NA,"hydrocortisone",9000907
"00786535","hydromorphone hydrochloride 1 mg per ml oral liquid",NA,"hydromorphone",9000912
"00885444","hydromorphone hydrochloride 1 mg oral tablet",9003622,"hydromorphone",9000912
"00705438","hydromorphone hydrochloride 1 mg oral tablet",9003622,"hydromorphone",9000912
"02319403","hydromorphone hydrochloride 1 mg oral tablet",9003622,"hydromorphone",9000912
"02364115","hydromorphone hydrochloride 1 mg oral tablet",9003622,"hydromorphone",9000912
"00885436","hydromorphone hydrochloride 2 mg oral tablet",9003630,"hydromorphone",9000912
"00125083","hydromorphone hydrochloride 2 mg oral tablet",9003630,"hydromorphone",9000912
"02319411","hydromorphone hydrochloride 2 mg oral tablet",9003630,"hydromorphone",9000912
"02364123","hydromorphone hydrochloride 2 mg oral tablet",9003630,"hydromorphone",9000912
"00885401","hydromorphone hydrochloride 4 mg oral tablet",9003638,"hydromorphone",9000912
"00125121","hydromorphone hydrochloride 4 mg oral tablet",9003638,"hydromorphone",9000912
"02319438","hydromorphone hydrochloride 4 mg oral tablet",9003638,"hydromorphone",9000912
"02364131","hydromorphone hydrochloride 4 mg oral tablet",9003638,"hydromorphone",9000912
"00885428","hydromorphone hydrochloride 8 mg oral tablet",9003643,"hydromorphone",9000912
"02319446","hydromorphone hydrochloride 8 mg oral tablet",9003643,"hydromorphone",9000912
"02364158","hydromorphone hydrochloride 8 mg oral tablet",9003643,"hydromorphone",9000912
"00786543","hydromorphone hydrochloride 8 mg oral tablet",9003643,"hydromorphone",9000912
"02125366","hydromorphone hydrochloride 12 mg prolonged release oral capsule",9003627,"hydromorphone",9000912
"02243562","hydromorphone hydrochloride 18 mg prolonged release oral capsule",9003629,"hydromorphone",9000912
"02125382","hydromorphone hydrochloride 24 mg prolonged release oral capsule",9003633,"hydromorphone",9000912
"02125323","hydromorphone hydrochloride 3 mg prolonged release oral capsule",9003634,"hydromorphone",9000912
"02125390","hydromorphone hydrochloride 30 mg prolonged release oral capsule",9003636,"hydromorphone",9000912
"02359502","hydromorphone hydrochloride 4.5 mg prolonged release oral capsule",9003640,"hydromorphone",9000912
"02125331","hydromorphone hydrochloride 6 mg prolonged release oral capsule",9003642,"hydromorphone",9000912
"02359510","hydromorphone hydrochloride 9 mg prolonged release oral capsule",9003645,"hydromorphone",9000912
"02337282","hydromorphone hydrochloride 16 mg prolonged release oral tablet",9003628,"hydromorphone",9000912
"02337290","hydromorphone hydrochloride 32 mg prolonged release oral tablet",9003637,"hydromorphone",9000912
"02337266","hydromorphone hydrochloride 4 mg prolonged release oral tablet",9003639,"hydromorphone",9000912
"02337274","hydromorphone hydrochloride 8 mg prolonged release oral tablet",9003644,"hydromorphone",9000912
"02145928","hydromorphone hydrochloride 10 mg per ml solution for injection",NA,"hydromorphone",9000912
"00622133","hydromorphone hydrochloride 10 mg per ml solution for injection",NA,"hydromorphone",9000912
"02382636","hydromorphone hydrochloride 10 mg per ml solution for injection",NA,"hydromorphone",9000912
"02244797","hydromorphone hydrochloride 100 mg per ml solution for injection",NA,"hydromorphone",9000912
"02145901","hydromorphone hydrochloride 2 mg per ml solution for injection",NA,"hydromorphone",9000912
"00627100","hydromorphone hydrochloride 2 mg per ml solution for injection",NA,"hydromorphone",9000912
"02145936","hydromorphone hydrochloride 20 mg per ml solution for injection",NA,"hydromorphone",9000912
"02146126","hydromorphone hydrochloride 50 mg per ml solution for injection",NA,"hydromorphone",9000912
"01916394","hydromorphone hydrochloride 3 mg suppository",9003635,"hydromorphone",9000912
"01916386","hydromorphone hydrochloride 1 mg per ml syrup",NA,"hydromorphone",9000912
"02017709","hydroxychloroquine sulfate 200 mg oral tablet",9003659,"hydroxychloroquine",9000919
"02246691","hydroxychloroquine sulfate 200 mg oral tablet",9003659,"hydroxychloroquine",9000919
"02252600","hydroxychloroquine sulfate 200 mg oral tablet",9003659,"hydroxychloroquine",9000919
"02311011","hydroxychloroquine sulfate 200 mg oral tablet",9003659,"hydroxychloroquine",9000919
"02424991","hydroxychloroquine sulfate 200 mg oral tablet",9003659,"hydroxychloroquine",9000919
"00646059","hydroxyzine hydrochloride 10 mg oral capsule",9003663,"hydroxyzine",9000922
"00738824","hydroxyzine hydrochloride 10 mg oral capsule",9003663,"hydroxyzine",9000922
"00741884","hydroxyzine hydrochloride 10 mg oral capsule",9003663,"hydroxyzine",9000922
"00646024","hydroxyzine hydrochloride 25 mg oral capsule",9003666,"hydroxyzine",9000922
"00738832","hydroxyzine hydrochloride 25 mg oral capsule",9003666,"hydroxyzine",9000922
"00741892","hydroxyzine hydrochloride 25 mg oral capsule",9003666,"hydroxyzine",9000922
"00646016","hydroxyzine hydrochloride 50 mg oral capsule",9003667,"hydroxyzine",9000922
"00738840","hydroxyzine hydrochloride 50 mg oral capsule",9003667,"hydroxyzine",9000922
"00741906","hydroxyzine hydrochloride 50 mg oral capsule",9003667,"hydroxyzine",9000922
"02231209","hydroxyzine hydrochloride 50 mg per ml solution for injection",NA,"hydroxyzine",9000922
"00742813","hydroxyzine hydrochloride 50 mg per ml solution for injection",NA,"hydroxyzine",9000922
"00741817","hydroxyzine hydrochloride 10 mg per 5 ml syrup",NA,"hydroxyzine",9000922
"00024694","hydroxyzine hydrochloride 2 mg per ml syrup",NA,"hydroxyzine",9000922
"02246403","ibuprofen 100 mg chewable tablet",9003678,"ibuprofen",9000925
"02328429","ibuprofen 100 mg chewable tablet",9003678,"ibuprofen",9000925
"02241769","ibuprofen 200 mg oral capsule",9003686,"ibuprofen",9000925
"02281384","ibuprofen 200 mg oral capsule",9003686,"ibuprofen",9000925
"02297582","ibuprofen 200 mg oral capsule",9003686,"ibuprofen",9000925
"02357275","ibuprofen 200 mg oral capsule",9003686,"ibuprofen",9000925
"02248231","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02310880","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02317850","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02357283","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02376601","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02378310","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02415623","ibuprofen 400 mg oral capsule",9003691,"ibuprofen",9000925
"02232297","ibuprofen 100 mg per 5 ml oral suspension",NA,"ibuprofen",9000925
"02242365","ibuprofen 100 mg per 5 ml oral suspension",NA,"ibuprofen",9000925
"02280175","ibuprofen 100 mg per 5 ml oral suspension",NA,"ibuprofen",9000925
"02328437","ibuprofen 100 mg per 5 ml oral suspension",NA,"ibuprofen",9000925
"02354799","ibuprofen 100 mg per 5 ml oral suspension",NA,"ibuprofen",9000925
"02238626","ibuprofen 40 mg per ml oral suspension",NA,"ibuprofen",9000925
"02242522","ibuprofen 40 mg per ml oral suspension",NA,"ibuprofen",9000925
"02328445","ibuprofen 40 mg per ml oral suspension",NA,"ibuprofen",9000925
"02247344","ibuprofen 100 mg oral tablet",9003679,"ibuprofen",9000925
"00441643","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"01933531","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"01933558","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02186934","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"01983873","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02230541","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"00629324","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02257912","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02272849","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02272857","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02314754","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02314762","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02368072","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02368080","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02439689","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"02439727","ibuprofen 200 mg oral tablet",9003687,"ibuprofen",9000925
"00441651","ibuprofen 300 mg oral tablet",9003688,"ibuprofen",9000925
"00629332","ibuprofen 300 mg oral tablet",9003688,"ibuprofen",9000925
"02242632","ibuprofen 300 mg oral tablet",9003688,"ibuprofen",9000925
"00836133","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"00506052","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"00636533","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"00629340","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02242658","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02244577","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02293013","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02314770","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02317338","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02317982","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02355701","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02368099","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02374226","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02377101","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02401290","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02439735","ibuprofen 400 mg oral tablet",9003692,"ibuprofen",9000925
"02247343","ibuprofen 50 mg oral tablet",9003694,"ibuprofen",9000925
"00839264","ibuprofen 600 mg oral tablet",9003695,"ibuprofen",9000925
"00585114","ibuprofen 600 mg oral tablet",9003695,"ibuprofen",9000925
"00629359","ibuprofen 600 mg oral tablet",9003695,"ibuprofen",9000925
"02443562","ibuprofen 600 mg prolonged release oral tablet",9003696,"ibuprofen",9000925
"02376857","ibuprofen 100 mg per ml solution for injection",NA,"ibuprofen",9000925
"02179709","indapamide 1.25 mg oral tablet",9003737,"indapamide",9000941
