"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"active",90285,21063,"INDACATEROL (INDACATEROL MALEATE)","110","MCG","NEW","02418282"
"active",90285,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","50","MCG","NEW","02418282"
"active",90297,22228,"RADIUM RA-223 DICHLORIDE","1100","KBq","NEW","02418398"
"active",90298,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","ADDED","02418401"
"active",90298,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","ADDED","02418401"
"active",90298,22230,"Umeclidinium (Umeclidinium bromide)","62.5","MCG","DELETED","02418401"
"active",90298,22120,"Vilanterol (Vilanterol trifenatate)","25","MCG","DELETED","02418401"
"active",90298,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","NEW","02418401"
"active",90298,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","NEW","02418401"
"active",90368,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","100","MG","ADDED","02419149"
"active",90368,22234,"Bosutinib (Bosutinib Monohydrate)","100","MG","DELETED","02419149"
"active",90368,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","100","MG","NEW","02419149"
"active",90369,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","500","MG","ADDED","02419157"
"active",90369,22234,"Bosutinib (Bosutinib Monohydrate)","500","MG","DELETED","02419157"
"active",90369,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","500","MG","NEW","02419157"
"inactive",90383,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02419300"
"inactive",90383,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02419300"
"inactive",90383,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02419300"
"inactive",90384,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02419319"
"inactive",90384,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02419319"
"inactive",90384,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02419319"
"inactive",90385,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","ADDED","02419327"
"inactive",90385,22181,"Alogliptin (Alogliptin benzoate)","12.5","MG","DELETED","02419327"
"inactive",90385,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","12.5","MG","NEW","02419327"
"inactive",90386,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","ADDED","02419335"
"inactive",90386,22181,"Alogliptin (Alogliptin benzoate)","25","MG","DELETED","02419335"
"inactive",90386,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","NEW","02419335"
"inactive",90387,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","ADDED","02419343"
"inactive",90387,22181,"Alogliptin (Alogliptin benzoate)","25","MG","DELETED","02419343"
"inactive",90387,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","NEW","02419343"
"inactive",90388,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","ADDED","02419351"
"inactive",90388,22181,"Alogliptin (Alogliptin benzoate)","25","MG","DELETED","02419351"
"inactive",90388,22181,"ALOGLIPTIN (ALOGLIPTIN BENZOATE)","25","MG","NEW","02419351"
"active",90409,22152,"COBALTOUS SULFATE HEPTAHYDRATE","32","MG","NEW","02419467"
"active",90412,20966,"TYLVALOSIN (TYLVALOSIN TARTRATE)","170","G","NEW","02419491"
"active",90423,22238,"POMALIDOMIDE","1","MG","ADDED","02419580"
"active",90423,22238,"Pomalidomide","1","MG","DELETED","02419580"
"active",90423,22238,"POMALIDOMIDE","1","MG","NEW","02419580"
"active",90424,22238,"POMALIDOMIDE","2","MG","ADDED","02419599"
"active",90424,22238,"Pomalidomide","2","MG","DELETED","02419599"
"active",90424,22238,"POMALIDOMIDE","2","MG","NEW","02419599"
"active",90425,22238,"POMALIDOMIDE","3","MG","ADDED","02419602"
"active",90425,22238,"Pomalidomide","3","MG","DELETED","02419602"
"active",90425,22238,"POMALIDOMIDE","3","MG","NEW","02419602"
"active",90426,22238,"POMALIDOMIDE","4","MG","ADDED","02419610"
"active",90426,22238,"Pomalidomide","4","MG","DELETED","02419610"
"active",90426,22238,"POMALIDOMIDE","4","MG","NEW","02419610"
"active",90480,22048,"DIMETHYL FUMARATE","240","MG","ADDED","02420201"
"active",90480,22048,"Dimethyl Fumarate","240","MG","DELETED","02420201"
"active",90480,22048,"DIMETHYL FUMARATE","240","MG","NEW","02420201"
"active",90495,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","5","MG","ADDED","02420341"
"active",90495,22241,"Lomitapide (Lomitapide Mesylate)","5","MG","DELETED","02420341"
"active",90495,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","5","MG","NEW","02420341"
"active",90496,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","10","MG","ADDED","02420376"
"active",90496,22241,"Lomitapide (Lomitapide Mesylate)","10","MG","DELETED","02420376"
"active",90496,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","10","MG","NEW","02420376"
"active",90498,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","20","MG","ADDED","02420384"
"active",90498,22241,"Lomitapide (Lomitapide Mesylate)","20","MG","DELETED","02420384"
"active",90498,22241,"LOMITAPIDE (LOMITAPIDE MESYLATE)","20","MG","NEW","02420384"
"approved",90521,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","7.5","MCG","NEW","02420635"
"approved",90521,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","7.5","MCG","NEW","02420635"
"active",90522,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02420643"
"active",90522,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02420643"
"approved",90523,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02420651"
"approved",90523,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02420651"
"active",90535,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02420783"
"active",90535,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02420783"
"approved",90556,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02420961"
"approved",90556,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02420961"
"approved",90556,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02420961"
"active",90565,22243,"AVILAMYCIN","100","G","NEW","02421062"
"dormant",90567,22163,"AFLIBERCEPT","100","MG","ADDED","02421070"
"dormant",90567,22163,"Aflibercept","100","MG","DELETED","02421070"
"dormant",90567,22163,"AFLIBERCEPT","100","MG","NEW","02421070"
"dormant",90568,22163,"AFLIBERCEPT","200","MG","ADDED","02421089"
"dormant",90568,22163,"Aflibercept","200","MG","DELETED","02421089"
"dormant",90568,22163,"AFLIBERCEPT","200","MG","NEW","02421089"
"active",90620,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02421550"
"active",90620,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02421550"
"active",90620,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02421550"
"inactive",90638,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02421720"
"inactive",90638,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02421720"
"inactive",90638,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02421720"
"active",90675,21372,"LURASIDONE HYDROCHLORIDE","20","MG","ADDED","02422050"
"active",90675,21372,"Lurasidone Hydrochloride","20","MG","DELETED","02422050"
"active",90675,21372,"LURASIDONE HYDROCHLORIDE","20","MG","NEW","02422050"
"active",90698,21190,"CALCIUM GLUCONATE MONOHYDRATE","23.963","%","NEW","02422271"
"active",90711,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02422425"
"active",90711,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02422425"
"active",90711,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02422425"
"active",90712,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02422433"
"active",90712,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02422433"
"active",90712,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02422433"
"approved",90754,21398,"AXITINIB","3","MG","ADDED","02422883"
"approved",90754,21398,"Axitinib","3","MG","DELETED","02422883"
"approved",90754,21398,"AXITINIB","3","MG","NEW","02422883"
"approved",90755,21398,"AXITINIB","7","MG","ADDED","02422891"
"approved",90755,21398,"Axitinib","7","MG","DELETED","02422891"
"approved",90755,21398,"AXITINIB","7","MG","NEW","02422891"
"approved",90756,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","250","UNIT","NEW","02422905"
"active",90757,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","500","UNIT","NEW","02422913"
"active",90758,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","1000","UNIT","NEW","02422921"
"active",90759,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","2000","UNIT","NEW","02422948"
"active",90760,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","3000","UNIT","NEW","02422956"
"active",90830,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","ADDED","02423596"
"active",90830,22230,"Umeclidinium (Umeclidinium bromide)","62.5","MCG","DELETED","02423596"
"active",90830,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","NEW","02423596"
"approved",90838,22270,"TESAMORELIN (TESAMORELIN ACETATE)","2","MG","ADDED","02423677"
"approved",90838,22270,"Tesamorelin (Tesamorelin acetate)","2","MG","DELETED","02423677"
"approved",90838,22270,"TESAMORELIN (TESAMORELIN ACETATE)","2","MG","NEW","02423677"
"active",90860,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","ADDED","02423855"
"active",90860,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","20","MG","DELETED","02423855"
"active",90860,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","NEW","02423855"
"active",90861,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","ADDED","02423863"
"active",90861,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","40","MG","DELETED","02423863"
"active",90861,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","NEW","02423863"
"active",90863,22274,"TOFACITINIB (TOFACITINIB CITRATE)","5","MG","ADDED","02423898"
"active",90863,22274,"Tofacitinib (Tofacitinib citrate)","5","MG","DELETED","02423898"
"active",90863,22274,"TOFACITINIB (TOFACITINIB CITRATE)","5","MG","NEW","02423898"
"active",90886,11874,"TRIPTORELIN (TRIPTORELIN ACETATE)","100","MCG","NEW","02424150"
"approved",90925,21059,"HYDROCORTISONE ACEPONATE","1.1","MG","ADDED","02424576"
"approved",90925,21059,"Hydrocortisone aceponate","1.1","MG","DELETED","02424576"
"approved",90925,21059,"HYDROCORTISONE ACEPONATE","1.1","MG","NEW","02424576"
"active",90931,2609,"IBUPROFEN (IBUPROFEN, IBUPROFEN POTASSIUM)","200","MG","ADDED","02424630"
"active",90931,2609,"IBUPROFEN (IBUPROFEN, Ibuprofen potassium)","200","MG","DELETED","02424630"
"active",90931,2609,"IBUPROFEN (IBUPROFEN, IBUPROFEN POTASSIUM)","200","MG","NEW","02424630"
"active",90949,22286,"MENTHA ARVENSIS LEAF OIL","35","%","NEW","02424827"
"approved",90956,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02424894"
"approved",90956,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02424894"
"approved",90956,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02424894"
"approved",90980,22289,"TAFLUPROST","4.5","MCG","NEW","02425149"
"active",91027,22330,"TALIGLUCERASE ALFA","200","UNIT","ADDED","02425637"
"active",91027,22330,"Taliglucerase Alfa","200","UNIT","DELETED","02425637"
"active",91027,22330,"TALIGLUCERASE ALFA","200","UNIT","NEW","02425637"
"approved",91099,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID HEMIPENTAHYDRATE)","4","MG","NEW","02426412"
"active",91106,13350,"FROVATRIPTAN (FROVATRIPTAN SUCCINATE MONOHYDRATE)","2.5","MG","ADDED","02426471"
"active",91106,13350,"FROVATRIPTAN (Frovatriptan Succinate Monohydrate)","2.5","MG","DELETED","02426471"
"active",91106,13350,"FROVATRIPTAN (FROVATRIPTAN SUCCINATE MONOHYDRATE)","2.5","MG","NEW","02426471"
"active",91111,20598,"INFLUENZA VIRUS TYPE A (H1N1)","32000000","FFU","NEW","02426544"
"active",91111,20599,"INFLUENZA VIRUS TYPE A (H3N2)","32000000","FFU","NEW","02426544"
"active",91111,22408,"INFLUENZA VIRUS TYPE B (VICTORIA)","32000000","FFU","NEW","02426544"
"active",91111,22409,"INFLUENZA VIRUS TYPE B (YAMAGATA)","32000000","FFU","NEW","02426544"
"active",91141,22430,"ESLICARBAZEPINE ACETATE","200","MG","ADDED","02426862"
"active",91141,22430,"Eslicarbazepine acetate","200","MG","DELETED","02426862"
"active",91141,22430,"ESLICARBAZEPINE ACETATE","200","MG","NEW","02426862"
"active",91142,22430,"ESLICARBAZEPINE ACETATE","400","MG","ADDED","02426870"
"active",91142,22430,"Eslicarbazepine acetate","400","MG","DELETED","02426870"
"active",91142,22430,"ESLICARBAZEPINE ACETATE","400","MG","NEW","02426870"
"active",91143,22430,"ESLICARBAZEPINE ACETATE","600","MG","ADDED","02426889"
"active",91143,22430,"Eslicarbazepine acetate","600","MG","DELETED","02426889"
"active",91143,22430,"ESLICARBAZEPINE ACETATE","600","MG","NEW","02426889"
"active",91145,22430,"ESLICARBAZEPINE ACETATE","800","MG","ADDED","02426897"
"active",91145,22430,"Eslicarbazepine acetate","800","MG","DELETED","02426897"
"active",91145,22430,"ESLICARBAZEPINE ACETATE","800","MG","NEW","02426897"
"active",91171,22450,"ELOSULFASE ALFA","1","MG","ADDED","02427184"
"active",91171,22450,"Elosulfase Alfa","1","MG","DELETED","02427184"
"active",91171,22450,"ELOSULFASE ALFA","1","MG","NEW","02427184"
"active",91196,22050,"AFOXOLANER","11.3","MG","NEW","02427435"
"active",91197,22050,"AFOXOLANER","28.3","MG","NEW","02427443"
"active",91198,22050,"AFOXOLANER","68.0","MG","NEW","02427451"
"active",91199,22050,"AFOXOLANER","136.0","MG","NEW","02427478"
"active",91477,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","250","UNIT","ADDED","02430290"
"active",91477,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","250","UNIT","DELETED","02430290"
"active",91477,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","250","UNIT","NEW","02430290"
"active",91479,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","500","UNIT","ADDED","02430304"
"active",91479,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","500","UNIT","DELETED","02430304"
"active",91479,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","500","UNIT","NEW","02430304"
"active",91480,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","750","UNIT","ADDED","02430312"
"active",91480,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","750","UNIT","DELETED","02430312"
"active",91480,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","750","UNIT","NEW","02430312"
"active",91481,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","1000","UNIT","ADDED","02430320"
"active",91481,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","1000","UNIT","DELETED","02430320"
"active",91481,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","1000","UNIT","NEW","02430320"
"active",91482,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","1500","UNIT","ADDED","02430339"
"active",91482,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","1500","UNIT","DELETED","02430339"
"active",91482,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","1500","UNIT","NEW","02430339"
"active",91483,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","2000","UNIT","ADDED","02430347"
"active",91483,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","2000","UNIT","DELETED","02430347"
"active",91483,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","2000","UNIT","NEW","02430347"
"active",91484,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","3000","UNIT","ADDED","02430355"
"active",91484,22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","3000","UNIT","DELETED","02430355"
"active",91484,22511,"ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","3000","UNIT","NEW","02430355"
"inactive",91587,22514,"DIDECYL DIMETHYL AMMONIUM CARBONATE","0.69","%","NEW","02431467"
"inactive",91587,22515,"DIDECYL DIMETHYL AMMONIUM BICARBONATE","0.69","%","NEW","02431467"
"inactive",91588,22514,"DIDECYL DIMETHYL AMMONIUM CARBONATE","0.625","%","NEW","02431475"
"inactive",91588,22515,"DIDECYL DIMETHYL AMMONIUM BICARBONATE","0.625","%","NEW","02431475"
"active",91639,22522,"NONACOG GAMMA","250","UNIT","ADDED","02431920"
"active",91639,22522,"Nonacog Gamma","250","UNIT","DELETED","02431920"
"active",91639,22522,"NONACOG GAMMA","250","UNIT","NEW","02431920"
"active",91640,22522,"NONACOG GAMMA","500","UNIT","ADDED","02431939"
"active",91640,22522,"Nonacog Gamma","500","UNIT","DELETED","02431939"
"active",91640,22522,"NONACOG GAMMA","500","UNIT","NEW","02431939"
"active",91641,22522,"NONACOG GAMMA","1000","UNIT","ADDED","02431947"
"active",91641,22522,"Nonacog Gamma","1000","UNIT","DELETED","02431947"
"active",91641,22522,"NONACOG GAMMA","1000","UNIT","NEW","02431947"
"active",91642,22522,"NONACOG GAMMA","2000","UNIT","ADDED","02431955"
"active",91642,22522,"Nonacog Gamma","2000","UNIT","DELETED","02431955"
"active",91642,22522,"NONACOG GAMMA","2000","UNIT","NEW","02431955"
"active",91643,22522,"NONACOG GAMMA","3000","UNIT","ADDED","02431963"
"approved",91643,22522,"Nonacog Gamma","3000","UNIT","DELETED","02431963"
"active",91643,22522,"NONACOG GAMMA","3000","UNIT","NEW","02431963"
"active",91668,22523,"LEDIPASVIR","90","MG","ADDED","02432226"
"active",91668,22523,"Ledipasvir","90","MG","DELETED","02432226"
"active",91668,22523,"LEDIPASVIR","90","MG","NEW","02432226"
"active",91692,20982,"COLESEVELAM HYDROCHLORIDE","3.75","G","ADDED","02432463"
"active",91692,20982,"Colesevelam hydrochloride","3.75","G","DELETED","02432463"
"active",91692,20982,"COLESEVELAM HYDROCHLORIDE","3.75","G","NEW","02432463"
"active",91717,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","30","MCG","NEW","02432730"
"active",91717,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","30","MCG","NEW","02432730"
"active",91874,22542,"IBRUTINIB","140","MG","ADDED","02434407"
"active",91874,22542,"Ibrutinib","140","MG","DELETED","02434407"
"active",91874,22542,"IBRUTINIB","140","MG","NEW","02434407"
"active",91878,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02434458"
"active",91878,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02434458"
"active",91878,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02434458"
"active",91910,22546,"OBINUTUZUMAB","25","MG","ADDED","02434806"
"active",91910,22546,"Obinutuzumab","25","MG","DELETED","02434806"
"active",91910,22546,"OBINUTUZUMAB","25","MG","NEW","02434806"
"active",91911,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","10","MG","ADDED","02434814"
"active",91911,21376,"Ruxolitinib (Ruxolitinib Phosphate)","10","MG","DELETED","02434814"
"active",91911,21376,"RUXOLITINIB (RUXOLITINIB PHOSPHATE)","10","MG","NEW","02434814"
"active",91977,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","ADDED","02435462"
"active",91977,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","5","MG","DELETED","02435462"
"active",91977,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","NEW","02435462"
"active",91978,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","10","MG","ADDED","02435470"
"active",91978,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","10","MG","DELETED","02435470"
"active",91978,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","10","MG","NEW","02435470"
"inactive",92023,22554,"OMBITASVIR","12.5","MG","ADDED","02436027"
"inactive",92023,22556,"PARITAPREVIR","75","MG","ADDED","02436027"
"inactive",92023,22555,"DASABUVIR (DASABUVIR SODIUM MONOHYDRATE)","250","MG","ADDED","02436027"
"inactive",92023,22554,"Ombitasvir","12.5","MG","DELETED","02436027"
"inactive",92023,22556,"Paritaprevir","75","MG","DELETED","02436027"
"inactive",92023,22555,"Dasabuvir (Dasabuvir sodium monohydrate)","250","MG","DELETED","02436027"
"inactive",92023,22554,"OMBITASVIR","12.5","MG","NEW","02436027"
"inactive",92023,22556,"PARITAPREVIR","75","MG","NEW","02436027"
"inactive",92023,22555,"DASABUVIR (DASABUVIR SODIUM MONOHYDRATE)","250","MG","NEW","02436027"
"active",92040,20597,"C1 ESTERASE INHIBITOR (HUMAN)","1500","UNIT","ADDED","02436078"
"active",92040,20597,"C1 Esterase Inhibitor (Human)","1500","UNIT","DELETED","02436078"
"active",92040,20597,"C1 ESTERASE INHIBITOR (HUMAN)","1500","UNIT","NEW","02436078"
"active",92065,22109,"ULIPRISTAL ACETATE","30","MG","ADDED","02436329"
"active",92065,22109,"Ulipristal Acetate","30","MG","DELETED","02436329"
"active",92065,22109,"ULIPRISTAL ACETATE","30","MG","NEW","02436329"
"active",92086,22561,"DEFERIPRONE","100","MG","ADDED","02436523"
"active",92086,22561,"Deferiprone","100","MG","DELETED","02436523"
"active",92086,22561,"DEFERIPRONE","100","MG","NEW","02436523"
"active",92087,22561,"DEFERIPRONE","500","MG","ADDED","02436531"
"active",92087,22561,"Deferiprone","500","MG","DELETED","02436531"
"active",92087,22561,"DEFERIPRONE","500","MG","NEW","02436531"
"active",92088,22561,"DEFERIPRONE","1000","MG","ADDED","02436558"
"active",92088,22561,"Deferiprone","1000","MG","DELETED","02436558"
"active",92088,22561,"DEFERIPRONE","1000","MG","NEW","02436558"
"active",92096,22564,"HEXAMINOLEVULINATE HYDROCHLORIDE","100","MG","NEW","02436639"
"active",92099,22565,"SODIUM PHENYLBUTYRATE","483","MG","ADDED","02436663"
"active",92099,22565,"Sodium phenylbutyrate","483","MG","DELETED","02436663"
"active",92099,22565,"SODIUM PHENYLBUTYRATE","483","MG","NEW","02436663"
"active",92105,22567,"PRADOFLOXACIN","25","MG","NEW","02436744"
"active",92107,22243,"AVILAMYCIN","200","G","NEW","02436760"
"active",92117,22569,"VEDOLIZUMAB","300","MG","ADDED","02436841"
"active",92117,22569,"Vedolizumab","300","MG","DELETED","02436841"
"active",92117,22569,"VEDOLIZUMAB","300","MG","NEW","02436841"
"approved",92126,2609,"IBUPROFEN (IBUPROFEN, IBUPROFEN POTASSIUM)","200","MG","ADDED","02436949"
"approved",92126,2609,"IBUPROFEN (IBUPROFEN, Ibuprofen potassium)","200","MG","DELETED","02436949"
"approved",92126,2609,"IBUPROFEN (IBUPROFEN, IBUPROFEN POTASSIUM)","200","MG","NEW","02436949"
"active",92155,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","20","MG","ADDED","02437252"
"active",92155,22149,"PASIREOTIDE (Pasireotide Pamoate)","20","MG","DELETED","02437252"
"active",92155,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","20","MG","NEW","02437252"
"active",92156,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","60","MG","ADDED","02437279"
"active",92156,22149,"PASIREOTIDE (Pasireotide Pamoate)","60","MG","DELETED","02437279"
"active",92156,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","60","MG","NEW","02437279"
"active",92157,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","40","MG","ADDED","02437260"
"active",92157,22149,"PASIREOTIDE (Pasireotide Pamoate)","40","MG","DELETED","02437260"
"active",92157,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","40","MG","NEW","02437260"
"active",92168,22576,"PONATINIB (PONATINIB HYDROCHLORIDE)","15","MG","ADDED","02437333"
"active",92168,22576,"Ponatinib (Ponatinib Hydrochloride)","15","MG","DELETED","02437333"
"active",92168,22576,"PONATINIB (PONATINIB HYDROCHLORIDE)","15","MG","NEW","02437333"
"active",92169,22576,"PONATINIB (PONATINIB HYDROCHLORIDE)","45","MG","ADDED","02437341"
"active",92169,22576,"Ponatinib (Ponatinib Hydrochloride)","45","MG","DELETED","02437341"
"active",92169,22576,"PONATINIB (PONATINIB HYDROCHLORIDE)","45","MG","NEW","02437341"
"active",92174,22567,"PRADOFLOXACIN","15","MG","NEW","02437392"
"active",92175,22567,"PRADOFLOXACIN","60","MG","NEW","02437406"
"active",92176,22567,"PRADOFLOXACIN","120","MG","NEW","02437414"
"active",92184,20872,"TOLVAPTAN","45","MG","ADDED","02437503"
"active",92184,20872,"TOLVAPTAN","15","MG","ADDED","02437503"
"active",92184,20872,"Tolvaptan","45","MG","DELETED","02437503"
"active",92184,20872,"Tolvaptan","15","MG","DELETED","02437503"
"active",92184,20872,"TOLVAPTAN","45","MG","NEW","02437503"
"active",92184,20872,"TOLVAPTAN","15","MG","NEW","02437503"
"active",92185,20872,"TOLVAPTAN","60","MG","ADDED","02437511"
"active",92185,20872,"TOLVAPTAN","30","MG","ADDED","02437511"
