"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"benzethonium chloride 0.2 % cutaneous solution",FALSE,2,FALSE,2004-10-27,9003966,NA,NA
"gadobenate dimeglumine 529 mg per mL solution for injection",FALSE,1,FALSE,2004-10-28,9003967,NA,NA
"alfentanil (alfentanil hydrochloride) 500 mcg per mL solution for injection",FALSE,1,FALSE,2004-11-01,9003968,NA,NA
"anagrelide (anagrelide hydrochloride monohydrate) 0.5 mg oral capsule",FALSE,3,FALSE,2004-11-05,9003969,NA,NA
"lidocaine hydrochloride 1 % cutaneous gel",FALSE,2,FALSE,2004-11-08,9003970,NA,NA
"etidronate disodium 200 mg oral tablet",FALSE,1,FALSE,2004-11-10,9003971,NA,NA
"voriconazole 200 mg oral tablet",FALSE,4,FALSE,2004-11-12,9003972,NA,NA
"voriconazole 200 mg per vial powder for solution for injection",FALSE,2,FALSE,2004-11-12,9003973,NA,NA
"voriconazole 50 mg oral tablet",FALSE,4,FALSE,2004-11-12,9003974,NA,NA
"dextromethorphan hydrobromide 7.5 mg orodispersible tablet",FALSE,1,FALSE,2004-11-19,9003975,NA,NA
"diphenhydramine hydrochloride 12.5 mg orodispersible tablet",FALSE,1,FALSE,2004-11-19,9003976,NA,NA
"alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 % cutaneous spray",FALSE,1,FALSE,2004-11-20,9003977,NA,NA
"citric acid 12 g per pck and magnesium oxide 3.5 g per pck and sodium picosulfate 10 mg per pck powder for oral solution",FALSE,3,FALSE,2004-11-25,9003978,NA,NA
"dimethicone 6 % cutaneous cream",FALSE,1,FALSE,2004-11-29,9003979,NA,NA
"avobenzone 3 % and octinoxate 6 % and zinc oxide 6 % lotion",FALSE,1,FALSE,2004-11-30,9003980,NA,NA
"levofloxacin 250 mg oral tablet",FALSE,7,FALSE,2004-11-30,9003981,NA,NA
"levofloxacin 500 mg oral tablet",FALSE,8,FALSE,2004-11-30,9003982,NA,NA
"avobenzone 3 % and octinoxate 7.5 % and octisalate 2 % cutaneous cream",FALSE,2,FALSE,2004-12-01,9003983,NA,NA
"glycerine 0.3 % and propylene glycol 1 % ophthalmic drops",FALSE,3,FALSE,2004-12-01,9003984,NA,NA
"antihemophilic factor (human) 1200 unit per 15 mL and von willebrand factor (human) 3360 unit per 15 mL powder for solution for injection",FALSE,1,FALSE,2004-12-06,9003985,NA,NA
"antihemophilic factor (human) 300 unit per 5 mL and von willebrand factor (human) 840 unit per 5 mL powder for solution for injection",FALSE,1,FALSE,2004-12-06,9003986,NA,NA
"antihemophilic factor (human) 600 unit per 10 mL and von willebrand factor (human) 1680 unit per 10 mL powder for solution for injection",FALSE,1,FALSE,2004-12-06,9003987,NA,NA
"dimethicone 3 % wipe",FALSE,1,FALSE,2004-12-10,9003988,NA,NA
"memantine hydrochloride 10 mg oral tablet",FALSE,11,FALSE,2004-12-16,9003989,NA,NA
"acetaminophen 500 mg and pamabrom 25 mg oral tablet",FALSE,1,FALSE,2004-12-20,9003990,NA,NA
"choriogonadotropin alpha 250 mcg per 0.5 mL solution for injection",FALSE,1,FALSE,2004-12-20,9003991,NA,NA
"fosamprenavir (fosamprenavir calcium) 700 mg oral tablet",FALSE,1,FALSE,2004-12-22,9003992,NA,NA
"vinorelbine (vinorelbine tartrate) 10 mg per mL solution for injection",FALSE,3,FALSE,2004-12-22,9003993,NA,NA
"zolmitriptan 2.5 mg per spray NA",FALSE,1,FALSE,2004-12-23,9003994,NA,NA
"zolmitriptan 2.5 mg per spray nasal spray",FALSE,1,FALSE,2004-12-23,9003995,NA,NA
"zolmitriptan 5 mg per spray NA",FALSE,1,FALSE,2004-12-23,9003996,NA,NA
"zolmitriptan 5 mg per spray nasal spray",FALSE,1,FALSE,2004-12-23,9003997,NA,NA
"quinagolide (quinagolide hydrochloride) 0.025 mg oral tablet",FALSE,1,FALSE,2004-12-29,9003998,NA,NA
"quinagolide (quinagolide hydrochloride) 0.05 mg oral tablet",FALSE,1,FALSE,2004-12-29,9003999,NA,NA
"quinagolide (quinagolide hydrochloride) 0.075 mg oral tablet",FALSE,1,FALSE,2004-12-29,9004000,NA,NA
"quinagolide (quinagolide hydrochloride) 0.15 mg oral tablet",FALSE,1,FALSE,2004-12-29,9004001,NA,NA
"acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,4,FALSE,2005-01-10,9004002,NA,NA
"acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,2,FALSE,2005-01-10,9004003,NA,NA
"avobenzone 3 % and octocrylene 10 % and terephthalylidene dicamphor sulfonic acid 1 % and titanium dioxide 0.95 % cutaneous stick",FALSE,1,FALSE,2005-01-15,9004004,NA,NA
"octinoxate 4 % cutaneous cream",FALSE,1,FALSE,2005-01-15,9004005,NA,NA
"bortezomib (bortezomib mannitol boronic ester) 3.5 mg per vial powder for solution for injection",FALSE,4,FALSE,2005-02-01,9004006,NA,NA
"octinoxate 7.3 % and oxybenzone 4.5 % cutaneous suspension",FALSE,1,FALSE,2005-02-01,9004007,NA,NA
"polistes spp venom protein extract 1300 mcg per vial powder for solution for injection",FALSE,1,FALSE,2005-02-01,9004008,NA,NA
"white faced hornet venom protein 1300 mcg per vial and yellow hornet venom protein 1300 mcg per vial and yellow jacket venom protein 1300 mcg per vial powder for solution for injection",FALSE,1,FALSE,2005-02-01,9004009,NA,NA
"omalizumab 150 mg per vial powder for solution for injection",FALSE,1,FALSE,2005-02-03,9004010,NA,NA
"avobenzone 3 % and homosalate 8 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 4 % lotion",FALSE,1,FALSE,2005-02-04,9004011,NA,NA
"paclitaxel 6 mg per mL solution for injection",FALSE,5,FALSE,2005-02-07,9004012,NA,NA
"benzethonium chloride 0.2 % and benzocaine 20 % cutaneous spray",FALSE,1,FALSE,2005-02-09,9004013,NA,NA
"dimenhydrinate 100 mg modified-release oral tablet",FALSE,1,FALSE,2005-02-10,9004014,NA,NA
"dimethicone 1 % cutaneous ointment",FALSE,1,FALSE,2005-02-11,9004015,NA,NA
"mycophenolic acid (mycophenolate sodium) 180 mg gastro-resistant tablet",FALSE,2,FALSE,2005-02-11,9004016,NA,NA
"mycophenolic acid (mycophenolate sodium) 360 mg gastro-resistant tablet",FALSE,2,FALSE,2005-02-11,9004017,NA,NA
"avobenzone 3 % and homosalate 8 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 6 % cutaneous spray",FALSE,1,FALSE,2005-02-22,9004018,NA,NA
"fosamprenavir (fosamprenavir calcium) 50 mg per mL oral suspension",FALSE,1,FALSE,2005-02-23,9004019,NA,NA
"apis mellifera venom protein extract 1300 mcg per vial powder for solution for injection",FALSE,1,FALSE,2005-02-28,9004020,NA,NA
"vespula spp venom protein extract 1300 mcg per vial powder for solution for injection",FALSE,1,FALSE,2005-02-28,9004021,NA,NA
"loratadine 10 mg and pseudoephedrine sulfate 240 mg prolonged-release oral tablet",FALSE,1,FALSE,2005-03-01,9004022,NA,NA
"iron (sodium ferric gluconate complex in sucrose injection) 12.5 mg per mL solution for injection",FALSE,1,FALSE,2005-03-02,9004023,NA,NA
"iodoform 5 % NA",FALSE,1,FALSE,2005-03-03,9004024,NA,NA
"dextran 70 0.1 % and polyethylene glycol 400 1 % and povidone 1 % and tetrahydrozoline hydrochloride 0.05 % ophthalmic drops",FALSE,3,FALSE,2005-03-08,9004025,NA,NA
"acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,2,FALSE,2005-03-15,9004026,NA,NA
"nicotinic acid 1000 mg prolonged-release oral tablet",FALSE,2,FALSE,2005-03-15,9004027,NA,NA
"desloratadine 0.5 mg per mL syrup",FALSE,1,FALSE,2005-03-21,9004028,NA,NA
"dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL syrup",FALSE,2,FALSE,2005-03-30,9004029,NA,NA
"avobenzone 2 % and octinoxate 7 % and octisalate 3 % lotion",FALSE,2,FALSE,2005-04-01,9004030,NA,NA
"avobenzone 3 % and homosalate 9 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 5 % cutaneous cream",FALSE,1,FALSE,2005-04-01,9004031,NA,NA
"cilazapril (cilazapril monohydrate) 1 mg oral tablet",FALSE,6,FALSE,2005-04-01,9004032,NA,NA
"cilazapril (cilazapril monohydrate) 2.5 mg oral tablet",FALSE,7,FALSE,2005-04-01,9004033,NA,NA
"cilazapril (cilazapril monohydrate) 5 mg oral tablet",FALSE,6,FALSE,2005-04-01,9004034,NA,NA
"octinoxate 6 % and titanium dioxide 5.3 % and zinc oxide 1.7 % lotion",FALSE,1,FALSE,2005-04-01,9004035,NA,NA
"octinoxate 7.5 % and oxybenzone 3 % and titanium dioxide 2 % and zinc oxide 3.5 % lotion",FALSE,1,FALSE,2005-04-01,9004036,NA,NA
"imatinib (imatinib mesylate) 100 mg oral tablet",FALSE,5,FALSE,2005-04-05,9004037,NA,NA
"avobenzone 3 % and octinoxate 7.5 % and oxybenzone 6 % and titanium dioxide 2 % cutaneous cream",FALSE,1,FALSE,2005-04-15,9004039,NA,NA
"benzalkonium chloride 0.15 % cutaneous spray",FALSE,2,FALSE,2005-05-01,9004040,NA,NA
"avobenzone 3 % and ensulizole 2 % and octocrylene 10 % and oxybenzone 2 % lotion",FALSE,1,FALSE,2005-05-04,9004041,NA,NA
"avobenzone 3 % and octocrylene 12 % and oxybenzone 1 % and titanium dioxide 2.2 % lotion",FALSE,2,FALSE,2005-05-04,9004042,NA,NA
"avobenzone 3 % and octocrylene 12 % and oxybenzone 6 % and titanium dioxide 4 % lotion",FALSE,1,FALSE,2005-05-04,9004043,NA,NA
"octinoxate 7 % and octisalate 2 % and oxybenzone 3 % and titanium dioxide 2 % cutaneous cream",FALSE,1,FALSE,2005-05-08,9004044,NA,NA
"oxybenzone 3 % and padimate o 8 % cutaneous stick",FALSE,1,FALSE,2005-05-15,9004045,NA,NA
"rabies vaccine inactivated (purified chick embryo cell culture) 2.5 unit powder for solution for injection",FALSE,1,FALSE,2005-05-16,9004046,NA,NA
"atovaquone 62.5 mg and proguanil hydrochloride 25 mg oral tablet",FALSE,1,FALSE,2005-05-17,9004047,NA,NA
"white petrolatum 30 % cutaneous cream",FALSE,3,FALSE,2005-05-20,9004048,NA,NA
"bacitracin zinc 500 unit per g and gramicidin 0.25 mg per g and lidocaine 50 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g cutaneous ointment",FALSE,1,FALSE,2005-05-24,9004049,NA,NA
"heparin sodium 10000 unit per mL solution for injection",FALSE,5,FALSE,2005-05-27,9004050,NA,NA
"acetylsalicylic acid 325 mg and methocarbamol 400 mg oral tablet",FALSE,1,FALSE,2005-06-02,9004051,NA,NA
"triclosan 0.55 % cutaneous liquid",FALSE,2,FALSE,2005-06-08,9004052,NA,NA
"lidocaine hydrochloride 0.72 % cutaneous gel",FALSE,1,FALSE,2005-06-15,9004053,NA,NA
"cannabidiol (cannabis sativa extract) 25 mg per mL and delta-9-tetrahydrocannabinol (cannabis sativa extract) 27 mg per mL oromucosal spray",FALSE,1,FALSE,2005-06-22,9004054,NA,NA
"lutropin alfa 75 unit per vial powder for solution for injection",FALSE,1,FALSE,2005-06-28,9004055,NA,NA
"sodium bicarbonate 80.7 g per l solution for haemodialysis",FALSE,1,FALSE,2005-07-04,9004056,NA,NA
"ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,2,FALSE,2005-07-09,9004057,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-12,9004058,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 13.47 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-12,9004059,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.47 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-12,9004060,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.47 g per l and dextrose 49.5 g per l and magnesium chloride 3.21 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-12,9004061,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-13,9004062,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 3.21 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-13,9004063,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.47 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-13,9004064,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.47 g per l and dextrose 99 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-07-13,9004065,NA,NA
"hydroquinone 4 % and octinoxate 7.5 % and oxybenzone 5.5 % cutaneous cream",FALSE,1,FALSE,2005-07-13,9004066,NA,NA
"erlotinib (erlotinib hydrochloride) 100 mg oral tablet",FALSE,3,FALSE,2005-07-19,9004067,NA,NA
"erlotinib (erlotinib hydrochloride) 150 mg oral tablet",FALSE,3,FALSE,2005-07-19,9004068,NA,NA
"avobenzone 3 % and octinoxate 7.5 % and octisalate 2 % lotion",FALSE,2,FALSE,2005-08-01,9004069,NA,NA
"dextromethorphan hydrobromide 15 mg oral capsule",FALSE,1,FALSE,2005-08-01,9004070,NA,NA
"chloroxylenol 0.3 % lotion",FALSE,1,FALSE,2005-08-15,9004071,NA,NA
"docosanol 10 % cutaneous cream",FALSE,1,FALSE,2005-08-15,9004072,NA,NA
"leuprolide acetate 58.2 mg NA",FALSE,1,FALSE,2005-08-15,9004073,NA,NA
"acetic acid 10.81 g per l and calcium chloride 5 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-08-17,9004074,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 74.25 g per l and magnesium chloride 3.21 g per l and sodium chloride 275 g per l solution for haemodialysis",FALSE,1,FALSE,2005-08-17,9004075,NA,NA
"avobenzone 1 % and octinoxate 7.5 % and oxybenzone 2 % cutaneous stick",FALSE,1,FALSE,2005-08-17,9004076,NA,NA
"lamivudine 300 mg and NA 600 mg oral tablet",FALSE,6,FALSE,2005-08-17,9004077,NA,NA
"zoledronic acid (zoledronic acid monohydrate) 5 mg per 100 mL solution for injection",FALSE,4,FALSE,2005-08-22,9004078,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.47 g per l and dextrose 99 g per l and magnesium chloride 1.61 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2005-08-24,9004079,NA,NA
"epoetin alfa 20000 unit per 0.5 mL solution for injection",FALSE,1,FALSE,2005-08-24,9004080,NA,NA
"gentamicin (gentamicin sulfate) 10 mg per mL solution for injection",FALSE,1,FALSE,2005-08-29,9004081,NA,NA
"tretinoin 0.04 % cutaneous gel",FALSE,1,FALSE,2005-08-30,9004082,NA,NA
"follitropin alfa 300 unit per 0.5 mL solution for injection",FALSE,1,FALSE,2005-09-06,9004083,NA,NA
"follitropin alfa 450 unit per 0.75 mL solution for injection",FALSE,1,FALSE,2005-09-06,9004084,NA,NA
"follitropin alfa 900 unit per 1.5 mL solution for injection",FALSE,1,FALSE,2005-09-06,9004085,NA,NA
"octinoxate 7.5 % and octocrylene 8 % and titanium dioxide 3.2 % cutaneous cream",FALSE,1,FALSE,2005-09-07,9004086,NA,NA
"octinoxate 7.5 g per 100 g and octisalate 3 g per 100 g and oxybenzone 3 g per 100 g cutaneous cream",FALSE,1,FALSE,2005-09-08,9004087,NA,NA
"insulin aspart 30 % and insulin aspart protamine 70 % suspension for injection",FALSE,1,FALSE,2005-09-12,9004088,NA,NA
"acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,2,FALSE,2005-09-13,9004089,NA,NA
"acetaminophen 500 mg per 15 mL and chlorpheniramine maleate 2 mg per 15 mL and dextromethorphan hydrobromide 15 mg per 15 mL and guaifenesin 100 mg per 15 mL and pseudoephedrine hydrochloride 30 mg per 15 mL syrup",FALSE,2,FALSE,2005-09-23,9004090,NA,NA
"dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup",FALSE,1,FALSE,2005-09-30,9004091,NA,NA
"guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL syrup",FALSE,1,FALSE,2005-09-30,9004092,NA,NA
"triclosan 0.3 % cutaneous solution",FALSE,8,FALSE,2005-10-01,9004093,NA,NA
"benzalkonium chloride 0.15 % cutaneous liquid",FALSE,1,FALSE,2005-11-01,9004094,NA,NA
"eflornithine hydrochloride 13.9 % cutaneous cream",FALSE,1,FALSE,2005-11-01,9004095,NA,NA
"bevacizumab 25 mg per mL solution for injection",FALSE,1,FALSE,2005-11-02,9004096,NA,NA
"hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL solution for injection",FALSE,1,FALSE,2005-11-09,9004097,NA,NA
"hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL suspension for injection",FALSE,1,FALSE,2005-11-09,9004098,NA,NA
"epinephrine bitartrate 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,2005-11-15,9004099,NA,NA
"nitric oxide 800 ppm per cylr medicinal gas",FALSE,3,FALSE,2005-11-23,9004100,NA,NA
"tipranavir 250 mg oral capsule",FALSE,1,FALSE,2005-12-01,9004101,NA,NA
"interferon beta-1a 30 mcg per 0.5 mL solution for injection",FALSE,1,FALSE,2005-12-02,9004102,NA,NA
"avobenzone 3 % and octisalate 5 % and octocrylene 7 % lotion",FALSE,4,FALSE,2005-12-15,9004103,NA,NA
"triptorelin (triptorelin pamoate) 11.25 mg per vial powder for prolonged-release suspension for injection",FALSE,1,FALSE,2005-12-15,9004104,NA,NA
"triptorelin (triptorelin pamoate) 3.75 mg per vial powder for prolonged-release suspension for injection",FALSE,1,FALSE,2005-12-15,9004105,NA,NA
"etanercept 50 mg per mL solution for injection",FALSE,3,FALSE,2005-12-21,9004106,NA,NA
"amlodipine (amlodipine besylate) 10 mg and atorvastatin (atorvastatin calcium) 10 mg oral tablet",FALSE,4,FALSE,2005-12-23,9004107,NA,NA
"amlodipine (amlodipine besylate) 10 mg and atorvastatin (atorvastatin calcium) 20 mg oral tablet",FALSE,4,FALSE,2005-12-23,9004108,NA,NA
"amlodipine (amlodipine besylate) 10 mg and atorvastatin (atorvastatin calcium) 40 mg oral tablet",FALSE,3,FALSE,2005-12-23,9004109,NA,NA
"amlodipine (amlodipine besylate) 10 mg and atorvastatin (atorvastatin calcium) 80 mg oral tablet",FALSE,3,FALSE,2005-12-23,9004110,NA,NA
"amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 10 mg oral tablet",FALSE,4,FALSE,2005-12-23,9004111,NA,NA
"amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 20 mg oral tablet",FALSE,4,FALSE,2005-12-23,9004112,NA,NA
"amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 40 mg oral tablet",FALSE,3,FALSE,2005-12-23,9004113,NA,NA
"amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 80 mg oral tablet",FALSE,3,FALSE,2005-12-23,9004114,NA,NA
"lactic acid 0.284 g per 1000 mL and magnesium chloride 0.108 g per 1000 mL and sodium bicarbonate 58.8 g per 1000 mL and sodium chloride 6.449 g per 1000 mL solution for haemodialysis",FALSE,1,FALSE,2005-12-24,9004115,NA,NA
"lactic acid 0.284 g per 1000 mL and magnesium chloride 0.108 g per 1000 mL and sodium bicarbonate 58.8 g per 1000 mL and sodium chloride 6.449 g per 1000 mL solution for injection",FALSE,1,FALSE,2005-12-24,9004116,NA,NA
"calcium chloride 0.1838 g per l and dextrose 25 g per l and magnesium chloride 0.1017 g per l and sodium chloride 5.64 g per l and sodium lactate 3.925 g per l solution for haemodialysis",FALSE,1,FALSE,2006-01-03,9004117,NA,NA
"calcium chloride 0.1838 g per l and dextrose 46.75 g per l and magnesium chloride 0.1017 g per l and sodium chloride 5.64 g per l and sodium lactate 3.925 g per l solution for haemodialysis",FALSE,1,FALSE,2006-01-03,9004118,NA,NA
"epinephrine bitartrate 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,2006-01-09,9004119,NA,NA
"somatropin 8.8 mg per vial powder for solution for injection",FALSE,1,FALSE,2006-01-23,9004120,NA,NA
"pegvisomant 10 mg per vial NA",FALSE,1,FALSE,2006-01-24,9004121,NA,NA
"pegvisomant 10 mg per vial powder for solution for injection",FALSE,1,FALSE,2006-01-24,9004122,NA,NA
"pegvisomant 15 mg per vial NA",FALSE,1,FALSE,2006-01-24,9004123,NA,NA
"pegvisomant 15 mg per vial powder for solution for injection",FALSE,1,FALSE,2006-01-24,9004124,NA,NA
"pegvisomant 20 mg per vial NA",FALSE,1,FALSE,2006-01-24,9004125,NA,NA
"pegvisomant 20 mg per vial powder for solution for injection",FALSE,1,FALSE,2006-01-24,9004126,NA,NA
"octinoxate 2 % and titanium dioxide 5 % cutaneous suspension",FALSE,1,FALSE,2006-01-27,9004127,NA,NA
"chlorhexidine gluconate 2 % wipe",FALSE,3,FALSE,2006-02-14,9004128,NA,NA
"avobenzone 2 % and octisalate 5 % and octocrylene 3.5 % and oxybenzone 5 % and terephthalylidene dicamphor sulfonic acid 3 % and titanium dioxide 4.2 % lotion",FALSE,1,TRUE,2006-02-15,9004129,NA,NA
"avobenzone 3 % and octisalate 5 % and octocrylene 3.5 % and oxybenzone 5 % and terephthalylidene dicamphor sulfonic acid 1 % and titanium dioxide 3.3 % lotion",FALSE,1,TRUE,2006-02-15,9004130,NA,NA
"aluminum hydroxide 200 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 20 mg per 5 mL oral liquid",FALSE,1,FALSE,2006-02-16,9004131,NA,NA
"aluminum hydroxide 400 mg per 5 mL and magnesium hydroxide (dried aluminum hydroxide gel) 306 mg per 5 mL and simethicone 40 mg per 5 mL oral liquid",FALSE,1,FALSE,2006-02-16,9004132,NA,NA
"calcium chloride 5.145 g per 1000 mL and dextrose anhydrous 22 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and potassium chloride 0.314 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL solution for haemodialysis",FALSE,1,TRUE,2006-02-21,9004133,NA,NA
"calcium chloride 5.145 g per 1000 mL and dextrose anhydrous 22 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and potassium chloride 0.314 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL solution for injection",FALSE,1,TRUE,2006-02-21,9004134,NA,NA
"methacholine chloride 480 mg per vial powder for nebuliser solution",FALSE,1,FALSE,2006-03-21,9004136,NA,NA
"cetylpyridinium chloride 0.05 % cutaneous liquid",FALSE,1,FALSE,2006-03-22,9004137,NA,NA
"cetylpyridinium chloride 0.05 % oral liquid",FALSE,1,FALSE,2006-03-22,9004138,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.74 g per l and dextrose 99 g per l and magnesium chloride 3.21 g per l and potassium chloride 6.71 g per l and sodium chloride 268 g per l solution for haemodialysis",FALSE,1,TRUE,2006-03-27,9004139,NA,NA
"acetic acid 10.81 g per l and calcium chloride 5 g per l and dextrose 74.25 g per l and magnesium chloride 2.14 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2006-03-28,9004140,NA,NA
"insulin injection pork 100 unit per mL solution for injection",FALSE,1,FALSE,2006-04-01,9004141,NA,NA
"insulin isophane injection pork 100 unit per mL suspension for injection",FALSE,1,FALSE,2006-04-01,9004142,NA,NA
"acetic acid 10.81 g per l and calcium chloride 7.74 g per l and dextrose 99 g per l and magnesium chloride 3.21 g per l and potassium chloride 10.1 g per l and sodium chloride 268 g per l solution for haemodialysis",FALSE,1,TRUE,2006-04-02,9004143,NA,NA
"acetic acid 10.81 g per l and calcium chloride 5 g per l and dextrose 99 g per l and magnesium chloride 3.21 g per l and potassium chloride 6.71 g per l and sodium chloride 275 g per l solution for haemodialysis",FALSE,1,TRUE,2006-04-03,9004144,NA,NA
"simethicone 62.5 mg orodispersible tablet",FALSE,1,FALSE,2006-04-03,9004145,NA,NA
"trospium chloride 20 mg oral tablet",FALSE,1,FALSE,2006-04-04,9004146,NA,NA
"darifenacin (darifenacin hydrobromide) 15 mg prolonged-release oral tablet",FALSE,1,FALSE,2006-04-06,9004147,NA,NA
"darifenacin (darifenacin hydrobromide) 7.5 mg prolonged-release oral tablet",FALSE,1,FALSE,2006-04-06,9004148,NA,NA
"emtricitabine 200 mg and tenofovir disoproxil fumarate 300 mg oral tablet",FALSE,1,FALSE,2006-04-06,9004149,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 74.25 g per l and magnesium chloride 2.14 g per l and potassium chloride 10.1 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2006-04-09,9004150,NA,NA
"saquinavir (saquinavir mesylate) 500 mg oral tablet",FALSE,1,FALSE,2006-04-10,9004151,NA,NA
"timolol (timolol maleate) 0.5 % and travoprost 0.004 % ophthalmic drops",FALSE,1,FALSE,2006-04-11,9004152,NA,NA
"avobenzone 1.5 % and octocrylene 7 % and terephthalylidene dicamphor sulfonic acid 0.5 % and titanium dioxide 2.5 % lotion",FALSE,1,FALSE,2006-04-15,9004153,NA,NA
"avobenzone 1.5 % and octocrylene 7 % and terephthalylidene dicamphor sulfonic acid 0.5 % and titanium dioxide 3.3 % lotion",FALSE,1,FALSE,2006-04-15,9004154,NA,NA
"acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2006-04-16,9004155,NA,NA
"acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet",FALSE,2,FALSE,2006-04-17,9004156,NA,NA
"adefovir dipivoxil 10 mg oral tablet",FALSE,2,FALSE,2006-04-18,9004157,NA,NA
