"tm_formal_name","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code"
"acetaminophen and pheniramine maleate and phenylephrine and vitamin C",FALSE,6,2,"active",1993-12-30,NA
"acetaminophen and methocarbamol",FALSE,16,1,"active",1993-12-31,NA
"acetylsalicylic acid and caffeine",FALSE,3,1,"active",1993-12-31,NA
"air and carbon dioxide",FALSE,3,1,"active",1993-12-31,NA
"air and carbon monoxide",FALSE,1,1,"active",1993-12-31,NA
"apis mellifera venom protein extract",FALSE,3,1,"active",1993-12-31,NA
"articaine hydrochloride and epinephrine",FALSE,13,1,"active",1993-12-31,NA
"auranofin",FALSE,1,1,"active",1993-12-31,NA
"benazepril hydrochloride",FALSE,5,1,"active",1993-12-31,NA
"benzydamine hydrochloride",FALSE,5,3,"active",1993-12-31,NA
"beractant",FALSE,1,1,"active",1993-12-31,NA
"bumetanide",FALSE,2,1,"active",1993-12-31,NA
"carbon monoxide and helium and nitrogen and oxygen",FALSE,3,1,"active",1993-12-31,NA
"chloroxylenol and triclosan",FALSE,2,1,"active",1993-12-31,NA
"cholestyramine resin",FALSE,3,1,"active",1993-12-31,NA
"chromium (chromic chloride)",FALSE,1,1,"active",1993-12-31,NA
"cilazapril",FALSE,2,1,"active",1993-12-31,NA
"citric acid and dextrose and heparin sodium and sodium phosphate dibasic",FALSE,1,1,"active",1993-12-31,NA
"codeine and guaifenesin and pheniramine maleate",FALSE,2,1,"active",1993-12-31,NA
"copper (copper sulfate)",FALSE,1,1,"active",1993-12-31,NA
"desipramine hydrochloride",FALSE,9,1,"active",1993-12-31,NA
"dextran 40 and sodium chloride",FALSE,1,1,"active",1993-12-31,NA
"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and magnesium chloride and methionine and potassium phosphate dibasic and sodium acetate and sodium chloride and tryptophan",FALSE,5,1,"active",1993-12-31,NA
"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine hydrochloride and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",FALSE,4,1,"active",1993-12-31,NA
"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine hydrochloride and l-lysine (l-lysine hydrochloride) and l-phenylalanine hydrochloride and l-proline and l-threonine and l-tyrosine and l-valine and methionine and tryptophan",FALSE,1,1,"active",1993-12-31,NA
"dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",FALSE,1,1,"active",1993-12-31,NA
"diflunisal",FALSE,4,1,"active",1993-12-31,NA
"dimethicone and oxybenzone and padimate o",FALSE,1,1,"active",1993-12-31,NA
"dl-methionine and histidine and isoleucine and l-cysteine (l-cysteine hydrochloride) and leucine and lysine (lysine acetate) and phenylalanine and sodium bisulfite and threonine and tryptophan and valine",FALSE,1,1,"active",1993-12-31,NA
"enoxaparin sodium",FALSE,8,1,"active",1993-12-31,NA
"famotidine",FALSE,17,2,"active",1993-12-31,NA
"gemfibrozil",FALSE,7,2,"active",1993-12-31,NA
"glycopyrrolate",FALSE,3,1,"active",1993-12-31,NA
"halobetasol propionate",FALSE,2,2,"active",1993-12-31,NA
"ibuprofen and pseudoephedrine hydrochloride",FALSE,9,3,"active",1993-12-31,NA
"iodide (sodium iodide)",FALSE,1,1,"active",1993-12-31,NA
"isoflurane",FALSE,4,2,"active",1993-12-31,NA
"itraconazole",FALSE,3,2,"active",1993-12-31,NA
"levocabastine (levocabastine hydrochloride)",FALSE,1,1,"active",1993-12-31,NA
"lidocaine (lidocaine hydrochloride)",FALSE,2,2,"active",1993-12-31,NA
"liothyronine (liothyronine sodium)",FALSE,2,1,"active",1993-12-31,NA
"loperamide hydrochloride",FALSE,22,3,"active",1993-12-31,NA
"nalbuphine",FALSE,2,1,"active",1993-12-31,NA
"nitrogen and oxygen",FALSE,3,1,"active",1993-12-31,NA
"pentosan polysulfate sodium",FALSE,1,1,"active",1993-12-31,NA
"phenol",FALSE,1,1,"active",1993-12-31,NA
"pinaverium bromide",FALSE,2,1,"active",1993-12-31,NA
"polymyxin b (polymyxin b sulfate) and trimethoprim",FALSE,1,1,"active",1993-12-31,NA
"propofol",FALSE,6,1,"active",1993-12-31,NA
"selenium (selenious acid)",FALSE,1,1,"active",1993-12-31,NA
"sodium fluoride and triclosan",FALSE,3,1,"active",1993-12-31,NA
"sucralfate",FALSE,5,2,"active",1993-12-31,NA
"bezafibrate",FALSE,3,2,"active",1994-12-21,NA
"acetaminophen and chlorpheniramine maleate and phenylephrine",FALSE,10,1,"active",1994-12-31,NA
"adenosine",FALSE,3,1,"active",1994-12-31,NA
"atenolol and chlorthalidone",FALSE,6,1,"active",1994-12-31,NA
"bacitracin (bacitracin zinc) and gramicidin and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1994-12-31,NA
"bacitracin zinc and neomycin (neomycin sulfate) and polymyxin b sulfate",FALSE,1,2,"active",1994-12-31,NA
"betaxolol (betaxolol hydrochloride)",FALSE,2,1,"active",1994-12-31,NA
"biotin and dexpanthenol and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (vitamin B12) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin C and vitamin D and vitamin E",FALSE,1,1,"active",1994-12-31,NA
"bromocriptine (bromocriptine mesylate)",FALSE,8,2,"active",1994-12-31,NA
"budesonide and sodium chloride",FALSE,1,3,"active",1994-12-31,NA
"bupivacaine hydrochloride",FALSE,10,1,"active",1994-12-31,NA
"bupivacaine hydrochloride and epinephrine",FALSE,7,1,"active",1994-12-31,NA
"calcium chloride and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium citrate",FALSE,2,2,"active",1994-12-31,NA
"carboplatin",FALSE,4,1,"active",1994-12-31,NA
"chromium (chromic chloride) and copper (copper sulfate) and iodine (sodium iodide) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",FALSE,3,1,"active",1994-12-31,NA
"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and selenium (selenious acid) and zinc (zinc sulfate)",FALSE,1,1,"active",1994-12-31,NA
"chromium (chromic chloride) and copper (copper sulfate) and manganese (manganese sulfate) and zinc (zinc sulfate)",FALSE,2,1,"active",1994-12-31,NA
"codeine and guaifenesin and pseudoephedrine hydrochloride and triprolidine hydrochloride",FALSE,1,1,"active",1994-12-31,NA
"collagenase",FALSE,1,1,"active",1994-12-31,NA
"dapsone",FALSE,2,2,"active",1994-12-31,NA
"dexamethasone (base) and neomycin sulfate and polymyxin b sulfate",FALSE,1,1,"active",1994-12-31,NA
"dimethicone and homosalate and meradimate and octinoxate and octisalate and oxybenzone",FALSE,1,1,"active",1994-12-31,NA
"dolichovespula maculata venom protein extract",FALSE,2,1,"active",1994-12-31,NA
"dornase alfa",FALSE,1,1,"active",1994-12-31,NA
"ensulizole and meradimate and octinoxate",FALSE,2,2,"active",1994-12-31,NA
"fluvastatin (fluvastatin sodium)",FALSE,7,2,"active",1994-12-31,NA
"framycetin",FALSE,4,3,"active",1994-12-31,NA
"gonadorelin acetate",FALSE,1,1,"active",1994-12-31,NA
"goserelin (goserelin acetate)",FALSE,2,1,"active",1994-12-31,NA
"indigo carmine",FALSE,1,1,"active",1994-12-31,NA
"indocyanine green",FALSE,1,1,"active",1994-12-31,NA
"iopromide",FALSE,3,1,"active",1994-12-31,NA
"lanolin and mineral oil and petrolatum",FALSE,1,1,"active",1994-12-31,NA
"leucovorin (leucovorin calcium)",FALSE,4,2,"active",1994-12-31,NA
"menthol and tolnaftate",FALSE,1,1,"active",1994-12-31,NA
"mineral oil and petrolatum",FALSE,2,2,"active",1994-12-31,NA
"octinoxate and oxybenzone and titanium dioxide",FALSE,10,4,"active",1994-12-31,NA
"orphenadrine citrate",FALSE,3,3,"active",1994-12-31,NA
"paromomycin (paromomycin sulfate)",FALSE,1,1,"active",1994-12-31,NA
"pheniramine maleate and phenylephrine and polyvinyl alcohol",FALSE,1,1,"active",1994-12-31,NA
"phenylephrine and NA",FALSE,1,1,"active",1994-12-31,NA
"polysorbate 80",FALSE,1,2,"active",1994-12-31,NA
"selegiline hydrochloride",FALSE,3,1,"active",1994-12-31,NA
"tiaprofenic acid",FALSE,7,1,"active",1994-12-31,NA
"vigabatrin",FALSE,2,2,"active",1994-12-31,NA
"potassium citrate",FALSE,2,1,"active",1995-01-01,NA
"methotrimeprazine (methotrimeprazine maleate)",FALSE,9,1,"active",1995-07-17,NA
"acetaminophen and dextromethorphan hydrobromide and pseudoephedrine hydrochloride",FALSE,13,4,"active",1995-12-31,NA
"acetylsalicylic acid and citric acid and sodium bicarbonate",FALSE,3,1,"active",1995-12-31,NA
"aldesleukin",FALSE,1,1,"active",1995-12-31,NA
"aluminum hydroxide and magnesium hydroxide and oxetacaine",FALSE,1,1,"active",1995-12-31,NA
"avobenzone and octinoxate and oxybenzone",FALSE,14,3,"active",1995-12-31,NA
"bacillus calmette-guerin (bcg) strain tice",FALSE,1,1,"active",1995-12-31,NA
"bacitracin (bacitracin zinc) and polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1995-12-31,NA
"benzalkonium and lidocaine hydrochloride",FALSE,1,1,"active",1995-12-31,NA
"bretylium tosylate",FALSE,1,1,"active",1995-12-31,NA
"buffer solution and melphalan (melphalan hydrochloride)",FALSE,1,3,"active",1995-12-31,NA
"calcium carbonate and magnesium hydroxide and simethicone",FALSE,2,2,"active",1995-12-31,NA
"camphor and menthol and octinoxate and oxybenzone and phenol",FALSE,1,1,"active",1995-12-31,NA
"cefazolin (cefazolin sodium)",FALSE,17,1,"active",1995-12-31,NA
"cefoxitin (cefoxitin sodium)",FALSE,5,1,"active",1995-12-31,NA
"choline and inositol and nicotinamide and pipradrol hydrochloride and pyridoxine hydrochloride and thiamine hydrochloride and vitamin B2",FALSE,1,1,"active",1995-12-31,NA
"codeine and guaifenesin and pseudoephedrine hydrochloride",FALSE,3,2,"active",1995-12-31,NA
"dalteparin sodium",FALSE,11,1,"active",1995-12-31,NA
"danaparoid sodium",FALSE,1,1,"active",1995-12-31,NA
"d&c red no. 28",FALSE,1,1,"active",1995-12-31,NA
"dequalinium chloride",FALSE,2,2,"active",1995-12-31,NA
"dexrazoxane",FALSE,2,1,"active",1995-12-31,NA
"dextromethorphan hydrobromide and pheniramine maleate and phenylephrine and vitamin C",FALSE,1,1,"active",1995-12-31,NA
"dextrose and nitroglycerin",FALSE,2,1,"active",1995-12-31,NA
"dimercaprol",FALSE,1,1,"active",1995-12-31,NA
"docetaxel",FALSE,7,1,"active",1995-12-31,NA
"doxorubicin hydrochloride",FALSE,12,5,"active",1995-12-31,NA
"droperidol",FALSE,1,1,"active",1995-12-31,NA
"epirubicin hydrochloride",FALSE,6,2,"active",1995-12-31,NA
"estramustine phosphate sodium",FALSE,1,1,"active",1995-12-31,NA
"famciclovir",FALSE,18,1,"active",1995-12-31,NA
"fludrocortisone 21-acetate",FALSE,1,1,"active",1995-12-31,NA
"flupentixol decanoate",FALSE,3,1,"active",1995-12-31,NA
"flupentixol (flupentixol dihydrochloride)",FALSE,2,1,"active",1995-12-31,NA
"ganciclovir (ganciclovir sodium)",FALSE,2,1,"active",1995-12-31,NA
"gelatin and pectin and sodium carboxymethyl cellulose",FALSE,1,2,"active",1995-12-31,NA
"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-lysine (lysine acetate) and l-phenylalanine and l-proline and l-threonine and l-valine and methionine and n-acetyl-l-tyrosine and serine and tryptophan",FALSE,1,1,"active",1995-12-31,NA
"interferon beta-1b",FALSE,2,1,"active",1995-12-31,NA
"iodixanol",FALSE,2,1,"active",1995-12-31,NA
"lamivudine",FALSE,10,2,"active",1995-12-31,NA
"levocarnitine",FALSE,3,3,"active",1995-12-31,NA
"maprotiline hydrochloride",FALSE,3,1,"active",1995-12-31,NA
"megestrol acetate",FALSE,3,2,"active",1995-12-31,NA
"meglumine ioxitalamate and sodium ioxitalamate",FALSE,1,1,"active",1995-12-31,NA
"mycophenolate mofetil",FALSE,18,3,"active",1995-12-31,NA
"naloxone",FALSE,8,1,"active",1995-12-31,NA
"ofloxacin",FALSE,3,1,"active",1995-12-31,NA
"olsalazine sodium",FALSE,1,1,"active",1995-12-31,NA
"pancuronium bromide",FALSE,4,1,"active",1995-12-31,NA
"pilocarpine nitrate",FALSE,1,1,"active",1995-12-31,NA
"piperonyl butoxide and pyrethrins",FALSE,3,1,"active",1995-12-31,NA
"rifabutin",FALSE,1,1,"active",1995-12-31,NA
"rocuronium bromide",FALSE,4,1,"active",1995-12-31,NA
"salmonella typhi vi capsular polysaccharide vaccine",FALSE,2,1,"active",1995-12-31,NA
"sevoflurane",FALSE,3,1,"active",1995-12-31,NA
"sodium citrate and sodium lauryl sulfoacetate and sorbitol",FALSE,1,2,"active",1995-12-31,NA
"sotalol hydrochloride",FALSE,20,1,"active",1995-12-31,NA
"soybean oil",FALSE,3,1,"active",1995-12-31,NA
"tetracaine hydrochloride",FALSE,4,2,"active",1995-12-31,NA
"tinzaparin sodium",FALSE,11,1,"active",1995-12-31,NA
"tranexamic acid",FALSE,7,2,"active",1995-12-31,NA
"vincristine sulfate",FALSE,2,1,"active",1995-12-31,NA
"acarbose",FALSE,2,1,"active",1996-02-02,NA
"allantoin and chloroxylenol",FALSE,1,1,"active",1996-07-22,NA
"alprostadil and water",FALSE,1,3,"active",1996-07-30,NA
"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and lysine (l-lysine hydrochloride) and methionine and serine and tryptophan",FALSE,2,1,"active",1996-07-30,NA
"labetalol hydrochloride",FALSE,7,2,"active",1996-07-30,NA
"stavudine",FALSE,4,1,"active",1996-07-30,NA
"acetylcholine chloride",FALSE,1,1,"active",1996-08-14,NA
"sodium acetate",FALSE,2,1,"active",1996-08-14,NA
"vasopressin",FALSE,2,1,"active",1996-08-14,NA
"esmolol hydrochloride",FALSE,2,1,"active",1996-08-16,NA
"anastrozole",FALSE,21,1,"active",1996-08-30,NA
"acetaminophen and pheniramine maleate and phenylephrine",FALSE,6,2,"active",1996-09-04,NA
"iron (iron dextran complex)",FALSE,1,1,"active",1996-09-06,NA
"atovaquone",FALSE,1,1,"active",1996-09-10,NA
"calcium chloride and potassium chloride and sodium chloride",FALSE,1,1,"active",1996-09-10,NA
"citric acid and heparin sodium and sodium chloride and sodium phosphate dibasic",FALSE,1,1,"active",1996-09-10,NA
"dextran 40 and dextrose",FALSE,1,1,"active",1996-09-10,NA
"dextran 70 and sodium chloride",FALSE,1,1,"active",1996-09-10,NA
"dextrose and heparin sodium",FALSE,2,1,"active",1996-09-10,NA
"magnesium chloride and potassium chloride and potassium phosphate monobasic and sodium acetate and sodium chloride and sodium gluconate and sodium phosphate dibasic",FALSE,1,1,"active",1996-09-10,NA
"amcinonide",FALSE,7,3,"active",1996-09-12,NA
"benzocaine and butamben and tetracaine hydrochloride",FALSE,1,1,"active",1996-09-19,NA
"ritonavir",FALSE,2,2,"active",1996-09-25,NA
"glycerine",FALSE,1,1,"active",1996-09-26,NA
"alanine and arginine and dl-methionine and glutamic acid and glycine and histidine and isoleucine and l-aspartic acid and leucine and lysine (lysine acetate) and phenylalanine and proline and serine and threonine and tryptophan and tyrosine and valine",FALSE,1,1,"active",1996-10-09,NA
"cyproheptadine hydrochloride",FALSE,4,2,"active",1996-10-16,NA
"adenine and citric acid and dextrose and sodium citrate and sodium phosphate monobasic",FALSE,1,1,"active",1996-10-17,NA
"sodium chloride and somatropin",FALSE,1,1,"active",1996-10-17,NA
"coagulation factor ix (human)",FALSE,1,1,"active",1996-10-18,NA
"dobutamine (dobutamine hydrochloride)",FALSE,4,1,"active",1996-10-24,NA
"abciximab",FALSE,1,1,"active",1996-10-30,NA
"benzoyl peroxide and erythromycin",FALSE,1,1,"active",1996-11-05,NA
"desoximetasone",FALSE,7,3,"active",1996-11-07,NA
"ketotifen fumarate",FALSE,1,1,"active",1996-11-07,NA
"meropenem",FALSE,4,1,"active",1996-11-08,NA
"hepatitis a vaccine, inactivated",FALSE,5,1,"active",1996-11-10,NA
"alpha 1-proteinase inhibitor (human)",FALSE,1,1,"active",1996-11-11,NA
"antithrombin iii (human)",FALSE,1,1,"active",1996-11-11,NA
"desonide",FALSE,4,2,"active",1996-11-11,NA
"ondansetron (ondansetron hydrochloride dihydrate)",FALSE,41,3,"active",1996-11-13,NA
"raltitrexed (raltitrexed disodium)",FALSE,1,1,"active",1996-11-18,NA
"nafarelin (nafarelin acetate)",FALSE,1,1,"active",1996-11-25,NA
"ribavirin",FALSE,7,2,"active",1996-12-05,NA
"tetrabenazine",FALSE,4,1,"active",1996-12-09,NA
"albumin (human)",FALSE,11,1,"active",1996-12-16,NA
"benoxinate hydrochloride and fluorescein sodium",FALSE,2,1,"active",1996-12-18,NA
"desflurane",FALSE,1,1,"active",1996-12-23,NA
"dextrose and magnesium sulfate",FALSE,1,1,"active",1996-12-30,NA
"dibucaine and esculin and framycetin and hydrocortisone",FALSE,8,2,"active",1996-12-30,NA
"acetic acid and calcium chloride and magnesium chloride and potassium chloride and sodium chloride",FALSE,4,1,"active",1996-12-31,NA
"adapalene",FALSE,3,2,"active",1996-12-31,NA
"alteplase and water",FALSE,2,2,"active",1996-12-31,NA
"bacitracin zinc and polymyxin b sulfate",FALSE,6,3,"active",1996-12-31,NA
"bicalutamide",FALSE,14,1,"active",1996-12-31,NA
"buspirone hydrochloride",FALSE,8,1,"active",1996-12-31,NA
"desipramine (desipramine hydrochloride)",FALSE,5,1,"active",1996-12-31,NA
"dextrose and glycine and histidine and l-alanine and l-arginine and l-isoleucine and l-leucine and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and lysine (l-lysine hydrochloride) and magnesium chloride and methionine and potassium phosphate dibasic and serine and sodium acetate and sodium chloride and tryptophan",FALSE,3,1,"active",1996-12-31,NA
"dorzolamide",FALSE,4,1,"active",1996-12-31,NA
"magnesium chloride",FALSE,1,1,"active",1996-12-31,NA
"saquinavir (saquinavir mesylate)",FALSE,2,2,"active",1996-12-31,NA
"tetrahydrozoline hydrochloride and zinc sulfate",FALSE,4,1,"active",1996-12-31,NA
"dermatophagoides farinae",FALSE,4,1,"active",1997-01-03,NA
"dermatophagoides pteronyssinus",FALSE,4,1,"active",1997-01-03,NA
"pentoxifylline",FALSE,1,1,"active",1997-01-14,NA
"flutamide",FALSE,3,1,"active",1997-01-16,NA
"cefaclor",FALSE,9,2,"active",1997-01-20,NA
"penicillin g (penicillin g sodium)",FALSE,4,1,"active",1997-01-23,NA
"gramicidin and polymyxin b (polymyxin b sulfate)",FALSE,3,3,"active",1997-01-27,NA
"buserelin (buserelin acetate)",FALSE,4,3,"active",1997-02-10,NA
"tenoxicam",FALSE,1,1,"active",1997-02-21,NA
"interferon alfa-2b and water",FALSE,1,2,"active",1997-03-12,NA
"pramoxine hydrochloride and zinc sulfate monohydrate",FALSE,1,1,"active",1997-03-17,NA
"gadodiamide",FALSE,1,1,"active",1997-03-25,NA
"cetrimide and lidocaine",FALSE,1,2,"active",1997-03-26,NA
"lovastatin",FALSE,22,1,"active",1997-03-27,NA
"silicone",FALSE,1,1,"active",1997-04-01,NA
"tazarotene",FALSE,4,2,"active",1997-04-10,NA
"immune globulin (human)",FALSE,11,2,"active",1997-04-21,NA
"praziquantel",FALSE,1,1,"active",1997-04-24,NA
"ropivacaine hydrochloride",FALSE,5,1,"active",1997-04-30,NA
"zuclopenthixol acetate",FALSE,1,1,"active",1997-05-02,NA
"zuclopenthixol decanoate",FALSE,1,1,"active",1997-05-02,NA
"zuclopenthixol (zuclopenthixol hydrochloride)",FALSE,2,1,"active",1997-05-02,NA
"hamamelis virginiana and phenylephrine",FALSE,1,2,"active",1997-05-05,NA
"cisplatin",FALSE,4,1,"active",1997-05-09,NA
"methylene blue and naphazoline hydrochloride",FALSE,1,1,"active",1997-05-13,NA
"loxapine (loxapine hydrochloride)",FALSE,2,2,"active",1997-06-13,NA
"loxapine (loxapine succinate)",FALSE,13,1,"active",1997-06-13,NA
"topotecan",FALSE,10,2,"active",1997-06-18,NA
"diphenhydramine hydrochloride and menthol",FALSE,1,1,"active",1997-06-23,NA
"acetylsalicylic acid and methocarbamol",FALSE,6,1,"active",1997-07-07,NA
"formoterol",FALSE,3,2,"active",1997-07-08,NA
"hepatitis b immune globulin human",FALSE,3,1,"active",1997-07-08,NA
"hydrocortisone and neomycin (neomycin sulfate) and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1997-07-08,NA
"tetanus immune globulin (human)",FALSE,1,1,"active",1997-07-08,NA
"fexofenadine hydrochloride",FALSE,2,1,"active",1997-07-10,NA
"ipratropium and salbutamol",FALSE,5,1,"active",1997-07-25,NA
"epoprostenol (epoprostenol sodium)",FALSE,4,1,"active",1997-07-28,NA
"glycine and sodium chloride and water",FALSE,2,1,"active",1997-07-28,NA
"acetaminophen and dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",FALSE,21,3,"active",1997-08-06,NA
"chorionic gonadotropin and water",FALSE,1,3,"active",1997-08-13,NA
"diphtheria toxoid and filamentous haemagglutinin and fimbriae and haemophilus influenzae type b-prp and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett and pertactin and pertussis toxoid and tetanus protein and tetanus toxoid",FALSE,2,3,"active",1997-08-14,NA
"diphtheria toxoid and filamentous haemagglutinin and fimbriae and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",1997-08-14,NA
"dextromethorphan hydrobromide (dextromethorphan polistirex)",FALSE,2,1,"active",1997-08-15,NA
"dyclonine hydrochloride",FALSE,2,1,"active",1997-08-15,NA
"nilutamide",FALSE,1,1,"active",1997-08-20,NA
"etodolac",FALSE,4,1,"active",1997-08-21,NA
"irinotecan hydrochloride",FALSE,5,1,"active",1997-08-27,NA
"letrozole",FALSE,18,1,"active",1997-09-02,NA
"epoetin alfa",FALSE,11,1,"active",1997-09-19,NA
"hepatitis a vaccine, inactivated and hepatitis b surface antigen (recombinant)",FALSE,2,1,"active",1997-09-23,NA
"ropinirole (ropinirole hydrochloride)",FALSE,23,1,"active",1997-09-25,NA
"rabies immune globulin human",FALSE,2,1,"active",1997-10-09,NA
"haemagglutinin-strain a(h1n1) and haemagglutinin-strain a(h3n2) and haemagglutinin-strain b",FALSE,8,1,"active",1997-10-17,NA
"mitomycin",FALSE,3,1,"active",1997-10-22,NA
"naltrexone hydrochloride",FALSE,3,1,"active",1997-10-23,NA
"anti-inhibitor coagulant complex and water",FALSE,2,2,"active",1997-10-27,NA
"avobenzone and ensulizole and enzacamene and octinoxate",FALSE,3,2,"active",1997-11-10,NA
"octinoxate and octocrylene and oxybenzone and titanium dioxide",FALSE,1,1,"active",1997-11-11,NA
"glutamic acid and glycine and histidine and l-alanine and l-arginine and l-aspartic acid and l-cysteine and l-isoleucine and l-leucine and l-lysine and l-ornithine dihydrochloride and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and methionine and serine and taurine and tryptophan",FALSE,1,1,"active",1997-11-14,NA
"zafirlukast",FALSE,1,1,"active",1997-11-17,NA
"orciprenaline sulfate",FALSE,1,1,"active",1997-11-21,NA
"carboprost (carboprost tromethamine)",FALSE,1,1,"active",1997-11-28,NA
"brimonidine tartrate",FALSE,7,1,"active",1997-12-02,NA
"white faced hornet venom protein",FALSE,2,1,"active",1997-12-06,NA
"octinoxate and octisalate and oxybenzone and titanium dioxide",FALSE,13,3,"active",1997-12-09,NA
"aprotinin (bovine)",FALSE,1,1,"active",1997-12-15,NA
"honey bee venom protein",FALSE,2,1,"active",1997-12-16,NA
"wasp venom protein",FALSE,2,1,"active",1997-12-16,NA
"yellow hornet venom protein",FALSE,2,1,"active",1997-12-16,NA
"yellow jacket venom protein",FALSE,2,1,"active",1997-12-16,NA
"anagrelide (anagrelide hydrochloride)",FALSE,1,1,"active",1998-01-06,NA
"diatrizoate meglumine and meglumine iodipamide",FALSE,1,1,"active",1998-01-08,NA
"iopamidol",FALSE,5,1,"active",1998-01-08,NA
"avobenzone and octinoxate",FALSE,30,5,"active",1998-01-15,NA
"dermatophagoides farinae and dermatophagoides pteronyssinus",FALSE,4,1,"active",1998-01-16,NA
"atracurium besylate",FALSE,1,1,"active",1998-01-20,NA
"erythrosine",FALSE,1,1,"active",1998-01-26,NA
"standardized cat pelt",FALSE,1,1,"active",1998-01-29,NA
"standardized cat pelt acetone precipitated",FALSE,1,1,"active",1998-02-09,NA
"salmeterol",FALSE,2,2,"active",1998-02-11,NA
"interferon beta-1a",FALSE,5,1,"active",1998-02-23,NA
"acetaminophen and diphenhydramine hydrochloride and pseudoephedrine hydrochloride",FALSE,14,2,"active",1998-03-05,NA
"iohexol",FALSE,4,1,"active",1998-03-05,NA
"bleomycin (bleomycin sulfate)",FALSE,2,1,"active",1998-03-12,NA
"methylprednisolone and water",FALSE,2,1,"active",1998-03-12,NA
"tetracaine (tetracaine hydrochloride)",FALSE,1,1,"active",1998-03-16,NA
"petrolatum and starch",FALSE,1,1,"active",1998-03-18,NA
"ticlopidine hydrochloride",FALSE,2,1,"active",1998-03-30,NA
"vinblastine sulfate",FALSE,2,1,"active",1998-04-14,NA
"avobenzone and octinoxate and oxybenzone and titanium dioxide",FALSE,3,2,"active",1998-05-04,NA
"naratriptan (naratriptan hydrochloride)",FALSE,5,1,"active",1998-05-05,NA
"loperamide hydrochloride and simethicone",FALSE,2,2,"active",1998-05-12,NA
"benzocaine and hydrocortisone and zinc sulfate",FALSE,1,1,"active",1998-05-26,NA
"bacitracin and lidocaine hydrochloride and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1998-05-27,NA
"sincalide",FALSE,1,1,"active",1998-07-08,NA
"sodium thiosulfate",FALSE,3,1,"active",1998-07-13,NA
"norfloxacin",FALSE,4,1,"active",1998-07-20,NA
"delavirdine mesylate",FALSE,1,1,"active",1998-07-24,NA
"meglumine iodipamide",FALSE,1,1,"active",1998-07-31,NA
"atovaquone and proguanil hydrochloride",FALSE,5,1,"active",1998-08-07,NA
"betaine",FALSE,1,1,"active",1998-08-11,NA
"bacitracin zinc and gramicidin and polymyxin b (polymyxin b sulfate)",FALSE,3,1,"active",1998-08-13,NA
"bacitracin zinc and polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1998-08-13,NA
"amoxicillin and clarithromycin and lansoprazole",FALSE,1,4,"active",1998-08-18,NA
"nabumetone",FALSE,3,1,"active",1998-08-21,NA
"standardized cat hair acetone precipitated",FALSE,1,1,"active",1998-08-28,NA
"calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",FALSE,1,1,"active",1998-09-03,NA
"calcium chloride and magnesium chloride and potassium acetate and sodium acetate and sodium chloride",FALSE,1,1,"active",1998-09-03,NA
"dextrose and potassium chloride and potassium phosphate dibasic and sodium acetate and sodium chloride",FALSE,1,1,"active",1998-09-03,NA
"calcium acetate and magnesium acetate and potassium acetate and potassium chloride and sodium acetate and sodium gluconate",FALSE,1,1,"active",1998-09-04,NA
"gadoteridol",FALSE,1,1,"active",1998-09-08,NA
"capecitabine",FALSE,8,1,"active",1998-09-10,NA
