mp_code,mp_fr_description,ntp_code,ntp_fr_description,tm_code,tm_fr_description
"02375249","AURO-LEVETIRACETAM (lévétiracétam 250 mg comprimé oral) AURO PHARMA INC","9001035","lévétiracétam 250 mg comprimé oral","8000328","lévétiracétam"
"00890960","OLESTYR LIGHT POWDER SUGAR FREE (cholestyramine 4 g par sachet poudre pour suspension orale) PHARMASCIENCE INC","9013781","cholestyramine 4 g par sachet poudre pour suspension orale","8001311","cholestyramine"
"02396203","DOM-RIZATRIPTAN RDT (rizatriptan (benzoate de rizatriptan) 10 mg comprimé orodispersible) DOMINION PHARMACAL","9000865","rizatriptan (benzoate de rizatriptan) 10 mg comprimé orodispersible","8000276","rizatriptan"
"02432986","NUWIQ (simoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","9013607","simoctocog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante seringue","8002248","simoctocog alfa"
"02413353","SPECTRO ACNECARE WASH FOR ACNE PRONE SKIN (peroxyde de benzoyle 4 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","9005549","peroxyde de benzoyle 4 % lotion","8000829","peroxyde de benzoyle"
"02212285","CEFTIN - TAB 500MG (céfuroxime (céfuroxime axétil) 500 mg comprimé oral) GLAXOSMITHKLINE INC","9003320","céfuroxime (céfuroxime axétil) 500 mg comprimé oral","8001076","céfuroxime"
"02424401","ESCITALOPRAM (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) PRO DOC LIMITEE","9001102","escitalopram (oxalate d'escitalopram) 10 mg comprimé oral","8000346","escitalopram"
"02230951","MYLAN-CLONAZEPAM (clonazépam 2 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000098","clonazépam 2 mg comprimé oral","8000061","clonazépam"
"00803499","MODULON (maléate de trimébutine 200 mg comprimé oral) APTALIS PHARMA CANADA ULC","9002393","maléate de trimébutine 200 mg comprimé oral","8001978","trimébutine"
"02497069","PIQRAY (alpélisib 150 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","9014316","alpélisib 150 mg comprimé oral","8002330","alpélisib"
"02163535","MINITRAN (nitroglycérine 0,6 mg par heure timbre transdermique) VALEANT CANADA LP/VALEANT CANADA S.E.C.","9010877","nitroglycérine 0,6 mg par heure timbre transdermique","8000044","nitroglycérine"
"02442019","VALACYCLOVIR (valaciclovir (chlorhydrate de valaciclovir) 1000 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9001314","valaciclovir (chlorhydrate de valaciclovir) 1000 mg comprimé oral","8000233","valaciclovir"
"02246060","TYLENOL MUSCLE & BODY (acétaminophène 650 mg comprimé oral à libération prolongée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","9003431","acétaminophène 650 mg comprimé oral à libération prolongée","8001044","acétaminophène"
"02298600","ZELDOX (ziprasidone (chlorhydrate de ziprasidone monohydraté) 40 mg capsule orale) UPJOHN CANADA ULC","9012767","ziprasidone (chlorhydrate de ziprasidone) 40 mg capsule orale","8001425","ziprasidone"
"02456559","EURO-COLCHICINE (colchicine 0,6 mg comprimé oral) EURO-PHARM INTERNATIONAL CANADA INC","9000074","colchicine 0,6 mg comprimé oral","8000047","colchicine"
"02495651","CEPHALEXIN (céphalexine (monohydrate de céphalexine) 500 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000057","céphalexine 500 mg comprimé oral","8000040","céphalexine"
"01908448","BETOPTIC S (bétaxolol (chlorhydrate de bétaxolol) 0,25 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","9002631","bétaxolol (chlorhydrate de bétaxolol) 0,25 % gouttes ophtalmiques","8001586","bétaxolol"
"02230621","OPTICROM (cromolyne sodique 2 % gouttes ophtalmiques) ALLERGAN INC","9002548","cromolyne sodique 2 % gouttes ophtalmiques","8001077","cromolyne"
"02438941","ACH-ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral) ACCORD HEALTHCARE INC","9001017","rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral","8000322","rosuvastatine"
"02312778","PRO-MIRTAZAPINE (mirtazapine 15 mg comprimé oral) PRO DOC LIMITEE","9001075","mirtazapine 15 mg comprimé oral","8000298","mirtazapine"
"02420457","MAR-RAMIPRIL (ramipril 1,25 mg capsule orale) MARCAN PHARMACEUTICALS INC","9000727","ramipril 1,25 mg capsule orale","8000239","ramipril"
"00360201","IMIPRAMINE (chlorhydrate d'imipramine 10 mg comprimé oral) AA PHARMA INC","9001672","chlorhydrate d'imipramine 10 mg comprimé oral","8001388","imipramine"
"00337420","TEVA-INDOMETHACIN (indométhacine 25 mg capsule orale) TEVA CANADA LIMITED","9000151","indométhacine 25 mg capsule orale","8000085","indométhacine"
"02247147","ROBAX PLATINUM (ibuprofène 200 mg et méthocarbamol 500 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","9003811","ibuprofène 200 mg et méthocarbamol 500 mg comprimé oral","8000936","ibuprofène et méthocarbamol"
"02172143","SYNTHROID (lévothyroxine sodique 200 mcg comprimé oral) BGP PHARMA ULC","9000685","lévothyroxine sodique 200 mcg comprimé oral","8000001","lévothyroxine"
"02257114","MYLAN-PRAVASTATIN (pravastatine sodique 40 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000647","pravastatine sodique 40 mg comprimé oral","8000141","pravastatine"
"02457296","SANDOZ AMPHETAMINE XR (sels mixtes d’amphétamine 10 mg capsule orale à libération prolongée) SANDOZ CANADA INCORPORATED","9013794","sels mixtes d’amphétamine 10 mg capsule orale à libération prolongée","8002225","sels mixtes d’amphétamine"
"02401029","CEFAZOLIN FOR INJECTION, USP (céfazoline (céfazoline sodique) 100 g par sac poudre pour solution injectable) FRESENIUS KABI CANADA LTD","9013277","céfazoline (céfazoline sodique) 100 g par sac poudre pour solution injectable","8001175","céfazoline"
"02247134","SENNA LAXATIVE AND DOCUSATE SODIUM TABLETS (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) VITA HEALTH PRODUCTS INC","9003784","docusate sodique 50 mg et sennosides 8,6 mg comprimé oral","8000811","docusate et sennosides"
"02285797","EXTRA STRENGTH ACETAMINOPHEN (acétaminophène 500 mg comprimé oral) VITA HEALTH PRODUCTS INC","9001728","acétaminophène 500 mg comprimé oral","8001044","acétaminophène"
"02230942","PMS-BUSPIRONE (chlorhydrate de buspirone 10 mg comprimé oral) PHARMASCIENCE INC","9003012","chlorhydrate de buspirone 10 mg comprimé oral","8001247","buspirone"
"02483130","TARO-BOSENTAN (bosentan (monohydrate de bosentan) 62,5 mg comprimé oral) TARO PHARMACEUTICALS INC","9012365","bosentan 62,5 mg comprimé oral","8000929","bosentan"
"00572349","COLCHICINE TAB 0.6MG (colchicine 0,6 mg comprimé oral) ODAN LABORATORIES LTD","9000074","colchicine 0,6 mg comprimé oral","8000047","colchicine"
"02172070","SYNTHROID (lévothyroxine sodique 50 mcg comprimé oral) BGP PHARMA ULC","9000002","lévothyroxine sodique 50 mcg comprimé oral","8000001","lévothyroxine"
"02246565","IFOSFAMIDE FOR INJECTION (ifosfamide 1 g par fiole poudre pour solution injectable) FRESENIUS KABI CANADA LTD","9003576","ifosfamide 1 g par fiole poudre pour solution injectable","8001806","ifosfamide"
"02399105","APO-CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) APOTEX INC","9001253","candésartan cilexétil 32 mg comprimé oral","8000266","candésartan"
"02485761","PRIVA-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMAPAR INC","9000643","simvastatine 40 mg comprimé oral","8000142","simvastatine"
"02324946","SANDOZ ATORVASTATIN (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000703","atorvastatine (atorvastatine calcique) 10 mg comprimé oral","8000235","atorvastatine"
"02460750","GLN-EZETIMIBE (ézétimibe 10 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC.","9001031","ézétimibe 10 mg comprimé oral","8000326","ézétimibe"
"02230898","FORADIL DRY POWDER CAPSULES FOR INHALATION (fumarate de formotérol 12 mcg poudre pour inhalation en capsule) NOVARTIS PHARMACEUTICALS CANADA INC","9003113","fumarate de formotérol 12 mcg poudre pour inhalation en capsule","8000902","formotérol"
"02239835","TEVA-AMIODARONE (chlorhydrate d'amiodarone 200 mg comprimé oral) TEVA CANADA LIMITED","9000840","chlorhydrate d'amiodarone 200 mg comprimé oral","8000269","amiodarone"
"02422980","MINT-IRBESARTAN (irbésartan 75 mg comprimé oral) MINT PHARMACEUTICALS INC","9000802","irbésartan 75 mg comprimé oral","8000259","irbésartan"
"02285134","TEVA-LISINOPRIL (TYPE Z) (lisinopril 20 mg comprimé oral) TEVA CANADA LIMITED","9000359","lisinopril 20 mg comprimé oral","8000140","lisinopril"
"00808547","TEVA-DICLOFENAC EC (diclofénac sodique 50 mg comprimé gastrorésistant) TEVA CANADA LIMITED","9000146","diclofénac sodique 50 mg comprimé gastrorésistant","8000082","diclofénac"
"02369729","ATASOL FORTE CAP 500 MG (acétaminophène 500 mg comprimé oral) CHURCH & DWIGHT CANADA CORP","9001728","acétaminophène 500 mg comprimé oral","8001044","acétaminophène"
"02469693","ORFADIN (nitisinone 4 mg par mL suspension orale) SWEDISH ORPHAN BIOVITRUM AB (PUBL)","9013015","nitisinone 4 mg par mL suspension orale","8001675","nitisinone"
"02298902","MAXIMUM STRENGTH ACID REDUCER (ranitidine (chlorhydrate de ranitidine) 150 mg comprimé oral) VITA HEALTH PRODUCTS INC","9000282","ranitidine (chlorhydrate de ranitidine) 150 mg comprimé oral","8000120","ranitidine"
"02296446","SANDOZ OMEPRAZOLE (oméprazole 20 mg capsule gastrorésistante) SANDOZ CANADA INCORPORATED","9000336","oméprazole 20 mg capsule gastrorésistante","8000131","oméprazole"
"02380617","JAMP-PYRANTEL PAMOATE (pyrantel (pamoate de pyrantel) 125 mg comprimé oral) JAMP PHARMA CORPORATION","9001704","pyrantel (pamoate de pyrantel) 125 mg comprimé oral","8002084","pyrantel"
"02421623","JAMP-ZOLMITRIPTAN (zolmitriptan 2,5 mg comprimé oral) JAMP PHARMA CORPORATION","9003315","zolmitriptan 2,5 mg comprimé oral","8001105","zolmitriptan"
"02215241","EXTRA STRENGTH SINUTAB SINUS NIGHTTIME (acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","9003222","acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001336","acétaminophène et diphenhydramine et pseudoéphédrine"
"00476374","CHOLEDYL EXPECTORANT ELIXIR (guaïfénésine 50 mg par 5 mL et oxtriphylline 100 mg par 5 mL solution orale) ERFA CANADA 2012 INC","9001909","guaïfénésine 50 mg par 5 mL et oxtriphylline 100 mg par 5 mL solution orale","8000826","guaïfénésine et oxtriphylline"
"02355752","PMS-DILTIAZEM CD (chlorhydrate de diltiazem 120 mg capsule orale à libération modifiée) PHARMASCIENCE INC","9000716","chlorhydrate de diltiazem 120 mg capsule orale à libération modifiée","8000122","diltiazem"
"02388979","LOSARTAN HCT (hydrochlorothiazide 12,5 mg et losartan potassique 100 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9001208","hydrochlorothiazide 12,5 mg et losartan potassique 100 mg comprimé oral","8000229","hydrochlorothiazide et losartan"
"02324024","PREZISTA (darunavir (éthanolate de darunavir) 600 mg comprimé oral) JANSSEN INC","9004524","darunavir 600 mg comprimé oral","8001185","darunavir"
"02242116","EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC","9011706","rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale","8000287","rivastigmine"
"02369257","AFINITOR (évérolimus 2,5 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","9004904","évérolimus 2,5 mg comprimé oral","8001650","évérolimus"
"02376598","IBUPROFEN LIQUID GEL CAPSULES (ibuprofène 200 mg capsule orale) APOTEX INC","9000921","ibuprofène 200 mg capsule orale","8000043","ibuprofène"
"02405563","PREGABALIN (prégabaline 150 mg capsule orale) SANIS HEALTH INC","9001115","prégabaline 150 mg capsule orale","8000348","prégabaline"
"02408473","TEVA-EXEMESTANE (exémestane 25 mg comprimé oral) TEVA CANADA LIMITED","9003510","exémestane 25 mg comprimé oral","8001109","exémestane"
"02398869","INDAYO (éthinylestradiol 30 mcg et lévonorgestrel 150 mcg comprimé oral avec lactose comprimé oral) MYLAN PHARMACEUTICALS ULC","9009385","éthinylestradiol 30 mcg et lévonorgestrel 150 mcg comprimé oral avec lactose comprimé oral","8000119","éthinylestradiol et lévonorgestrel"
"02164361","TRAZODONE-100 (chlohydrate de trazodone 100 mg comprimé oral) PRO DOC LIMITEE","9000496","chlohydrate de trazodone 100 mg comprimé oral","8000189","trazodone"
"02443937","JARDIANCE (empagliflozin 10 mg comprimé oral) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","9005754","empagliflozin 10 mg comprimé oral","8001455","empagliflozin"
"02029421","TRI-CYCLEN TABLETS - 28-DAY (éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) JANSSEN INC","9009399","éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral","8000164","éthinylestradiol et norgestimate"
"02245274","AMARYL (glimépiride 4 mg comprimé oral) SANOFI-AVENTIS CANADA INC","9003704","glimépiride 4 mg comprimé oral","8001480","glimépiride"
"02238873","AZOPT (brinzolamide 1 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","9012376","brinzolamide 1 % gouttes ophtalmiques","8001100","brinzolamide"
"00885444","PMS-HYDROMORPHONE TAB 1MG (chlorhydrate d'hydromorphone 1 mg comprimé oral) PHARMASCIENCE INC","9000253","chlorhydrate d'hydromorphone 1 mg comprimé oral","8000106","hydromorphone"
"02260263","DAYTIME COLD AND FLU RELIEF (acétaminophène 250 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale) PHARMETICS (2011) INC","9004026","acétaminophène 250 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale","8001335","acétaminophène et dextrométhorphane et pseudoéphédrine"
"02418630","PMS-NIFEDIPINE ER (nifédipine 30 mg comprimé oral à libération prolongée) PHARMASCIENCE INC","9000435","nifédipine 30 mg comprimé oral à libération prolongée","8000123","nifédipine"
"02439255","ACT AMPHETAMINE XR (sels mixtes d’amphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED","9013795","sels mixtes d’amphétamine 15 mg capsule orale à libération prolongée","8002225","sels mixtes d’amphétamine"
"02231543","PMS-CARBAMAZEPINE-CR (carbamazépine 200 mg comprimé oral à libération prolongée) PHARMASCIENCE INC","9000288","carbamazépine 200 mg comprimé oral à libération prolongée","8000032","carbamazépine"
"02238282","APO-SERTRALINE (sertraline (chlorhydrate de sertraline) 100 mg capsule orale) APOTEX INC","9000445","sertraline (chlorhydrate de sertraline) 100 mg capsule orale","8000171","sertraline"
"02478897","SANDOZ MORPHINE SR (sulfate de morphine 200 mg comprimé oral à libération prolongée) SANDOZ CANADA INCORPORATED","9000478","sulfate de morphine 200 mg comprimé oral à libération prolongée","8000071","morphine"
"02153564","PENTASA (mésalazine 1 g suppositoire) FERRING INC","9010493","mésalazine 1 g suppositoire","8000183","mésalazine"
"02396769","APO-ABACAVIR (abacavir (sulfate d'abacavir) 300 mg comprimé oral) APOTEX INC","9012561","abacavir (sulfate d'abacavir) 300 mg comprimé oral","8001162","abacavir"
"02159546","EXTRA STRENGTH ALLERGY SINUS MEDICATION (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","9002061","acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001324","acétaminophène et chlorphéniramine et pseudoéphédrine"
"02357356","EXTRA STRENGTH TYLENOL BODY PAIN NIGHT (acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","9003111","acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral","8000869","acétaminophène et méthocarbamol"
"00642231","APO PEN VK (pénicilline V potassique 300 mg par 5 mL poudre pour solution orale) APOTEX INC","9006198","pénicilline V potassique 300 mg par 5 mL poudre pour solution orale","8000064","pénicilline V"
"02078759","HUMATIN CAP 250MG (paromomycine (sulfate de paromomycine) 250 mg capsule orale) ERFA CANADA 2012 INC","9002704","paromomycine (sulfate de paromomycine) 250 mg capsule orale","8002053","paromomycine"
"02457113","ZYTIGA (acétate d'abiratérone 500 mg comprimé oral) JANSSEN INC","9006043","acétate d'abiratérone 500 mg comprimé oral","8001549","abiratérone"
"02246848","HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH (acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.","9013855","acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale","8001322","acétaminophène et chlorphéniramine et dextrométhorphane et pseudoéphédrine"
"02284758","SIMVASTATIN (simvastatine 20 mg comprimé oral) SANIS HEALTH INC","9000545","simvastatine 20 mg comprimé oral","8000142","simvastatine"
"02269309","TEVA-PRAMIPEXOLE (dichlorhydrate de pramipexole monohydraté 0,25 mg comprimé oral) TEVA CANADA LIMITED","9000783","dichlorhydrate de pramipexole 0,25 mg comprimé oral","8000253","pramipexole"
"02386070","SERTRALINE (sertraline (chlorhydrate de sertraline) 25 mg capsule orale) SIVEM PHARMACEUTICALS ULC","9000635","sertraline (chlorhydrate de sertraline) 25 mg capsule orale","8000171","sertraline"
"02236917","OZONOL ANTIBIOTICS PLUS (bacitracine 500 unité par g et chlorhydrate de lidocaïne 40 mg par g et polymyxine B (sulfate de polymyxine B) 10000 unité par g pommade cutanée) EXZELL PHARMA INC","9013865","bacitracine 500 unité par g et chlorhydrate de lidocaïne 40 mg par g et polymyxine B (sulfate de polymyxine B) 10000 unité par g pommade cutanée","8002238","bacitracine et lidocaïne et polymyxine B"
"02430339","ELOCTATE (éfmoroctocog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante seringue) SANOFI-AVENTIS CANADA INC","9014100","éfmoroctocog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante seringue","8002280","éfmoroctocog alfa"
"02364085","SANDOZ ESCITALOPRAM (escitalopram (oxalate d'escitalopram) 20 mg comprimé oral) SANDOZ CANADA INCORPORATED","9001103","escitalopram (oxalate d'escitalopram) 20 mg comprimé oral","8000346","escitalopram"
"02237563","GOLD BOND EXTRA STRENGTH MEDICATED BODY LOTION (diméthicone 5 % et menthol 0,5 % lotion) SANOFI CONSUMER HEALTH INC","9003415","diméthicone 5 % et menthol 0,5 % lotion","8001748","diméthicone et menthol"
"02244139","PMS-DIVALPROEX (250MG) (acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant) PHARMASCIENCE INC","9000215","acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant","8000108","acide valproïque (divalproex)"
"02337509","ACT VALSARTAN (valsartan 160 mg comprimé oral) ACTAVIS PHARMA COMPANY","9001013","valsartan 160 mg comprimé oral","8000249","valsartan"
"02357275","IBUPROFEN LIQUID CAPSULES (ibuprofène 200 mg capsule orale) VITA HEALTH PRODUCTS INC","9000921","ibuprofène 200 mg capsule orale","8000043","ibuprofène"
"02417235","KAZANO (alogliptine (benzoate d'alogliptine) 12,5 mg et chlorhydrate de metformine 1000 mg comprimé oral) TAKEDA CANADA INC","9005505","alogliptine (benzoate d'alogliptine) 12,5 mg et chlorhydrate de metformine 1000 mg comprimé oral","8001073","alogliptine et metformine"
"02387085","OVIMA 21 (éthinylestradiol 30 mcg et lévonorgestrel 150 mcg comprimé oral) APOTEX INC","9009383","éthinylestradiol 30 mcg et lévonorgestrel 150 mcg comprimé oral","8000119","éthinylestradiol et lévonorgestrel"
"02437252","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","9013498","pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","8002054","pasiréotide"
"02252287","DOM-MIRTAZAPINE (mirtazapine 30 mg comprimé oral) DOMINION PHARMACAL","9000940","mirtazapine 30 mg comprimé oral","8000298","mirtazapine"
"02392585","MYL-SILDENAFIL (sildénafil (citrate de sildénafil) 50 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000838","sildénafil (citrate de sildénafil) 50 mg comprimé oral","8000268","sildénafil"
"02433494","REPAIRING TREATMENT (peroxyde de benzoyle 2,5 % lotion) FRUIT OF THE EARTH, INC","9004306","peroxyde de benzoyle 2,5 % lotion","8000829","peroxyde de benzoyle"
"02436892","CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) SAGE PRODUCTS LLC","9002950","gluconate de chlorhexidine 0,12 % solution pour bain de bouche","8000809","chlorhexidine"
"02415453","TEVA-TRANDOLAPRIL (trandolapril 4 mg capsule orale) TEVA CANADA LIMITED","9001053","trandolapril 4 mg capsule orale","8000250","trandolapril"
"02490781","AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) ALTAMED PHARMA","9001277","amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral","8000153","amlodipine"
"02494884","NAT-PREGABALIN (prégabaline 150 mg capsule orale) NATCO PHARMA (CANADA) INC","9001115","prégabaline 150 mg capsule orale","8000348","prégabaline"
"02264870","ULTRA HEADACHE RELIEF (acétaminophène 500 mg et caféine 65 mg comprimé oral) VITA HEALTH PRODUCTS INC","9002060","acétaminophène 500 mg et caféine 65 mg comprimé oral","8000837","acétaminophène et caféine"
"02358263","TEVA-LOSARTAN/HCTZ (hydrochlorothiazide 12,5 mg et losartan potassique 50 mg comprimé oral) TEVA CANADA LIMITED","9000672","hydrochlorothiazide 12,5 mg et losartan potassique 50 mg comprimé oral","8000229","hydrochlorothiazide et losartan"
"02237225","OXEZE TURBUHALER (fumarate de formotérol dihydraté 6 mcg par actionnement poudre pour inhalation) ASTRAZENECA CANADA INC","9012460","fumarate de formotérol 6 mcg par actionnement poudre pour inhalation","8000902","formotérol"
"02436159","APO-ZOLPIDEM ODT (tartrate de zolpidem 5 mg comprimé orodispersible) APOTEX INC","9005166","tartrate de zolpidem 5 mg comprimé orodispersible","8001121","zolpidem"
"02268035","RAN-CARVEDILOL (carvédilol 6,25 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.","9001048","carvédilol 6,25 mg comprimé oral","8000329","carvédilol"
"00583979","PMS-PROMETHAZINE SYR 10MG/5ML (chlorhydrate de prométhazine 10 mg par 5 mL sirop) PHARMASCIENCE INC","9002031","chlorhydrate de prométhazine 10 mg par 5 mL sirop","8001512","prométhazine"
"02331136","JAMP-RAMIPRIL (ramipril 5 mg capsule orale) JAMP PHARMA CORPORATION","9000723","ramipril 5 mg capsule orale","8000239","ramipril"
"02385805","AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000398","amlodipine (bésylate d'amlodipine) 10 mg comprimé oral","8000153","amlodipine"
"02121999","BRONCHOPHAN EXPECTORANT (SANS SUCROSE) (guaïfénésine 100 mg par 5 mL sirop) LABORATOIRE ATLAS INC","9001847","guaïfénésine 100 mg par 5 mL sirop","8000821","guaïfénésine"
"02482916","PRIVA-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PHARMAPAR INC","9000947","atorvastatine (atorvastatine calcique) 80 mg comprimé oral","8000235","atorvastatine"
"02470160","ACNE DEFENSE DAILY TREATMENT SERUM (peroxyde de benzoyle 2,5 % gel cutané) MERLE NORMAN COSMETICS INC","9004913","peroxyde de benzoyle 2,5 % gel cutané","8000829","peroxyde de benzoyle"
"01996169","ACETAMINOPHEN CHEWABLE TABLETS 160 MG (acétaminophène 160 mg comprimé à croquer) LABORATOIRES TRIANON INC.","9002508","acétaminophène 160 mg comprimé à croquer","8001044","acétaminophène"
"02146843","APO-SALVENT TABLETS - 2MG (salbutamol (sulfate de salbutamol) 2 mg comprimé oral) APOTEX INC","9000632","salbutamol (sulfate de salbutamol) 2 mg comprimé oral","8000132","salbutamol"
"02394839","ESOMEPRAZOLE (ésoméprazole (ésoméprazole magnésien) 20 mg comprimé gastrorésistant) PRO DOC LIMITEE","9000952","ésoméprazole (ésoméprazole magnésien) 20 mg comprimé gastrorésistant","8000303","ésoméprazole"
"02469685","APO-PINAVERIUM (bromure de pinavérium 100 mg comprimé oral) APOTEX INC","9003401","bromure de pinavérium 100 mg comprimé oral","8001300","pinavérium"
"02303205","PMS-OLANZAPINE ODT (olanzapine 10 mg comprimé orodispersible) PHARMASCIENCE INC","9000935","olanzapine 10 mg comprimé orodispersible","8000226","olanzapine"
"02469197","DIAL COMPLETE 2 IN 1 MOISTURIZING & ANTIBACTERIAL FOAMING HAND WASH MANUKA HONEY (chlorure de benzalkonium 0,13 % solution pour application cutanée) HENKEL CANADA CORPORATION","9004334","chlorure de benzalkonium 0,13 % solution pour application cutanée","8000796","benzalkonium"
"00637750","TEVA-LORAZEPAM (lorazépam 2 mg comprimé oral) TEVA CANADA LIMITED","9000226","lorazépam 2 mg comprimé oral","8000109","lorazépam"
"02248580","EXTRA STRENGTH FLU RELIEF DAYTIME (acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","9002728","acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001335","acétaminophène et dextrométhorphane et pseudoéphédrine"
"02392194","BIO-ATENOLOL (aténolol 25 mg comprimé oral) BIOMED PHARMA","9001004","aténolol 25 mg comprimé oral","8000121","aténolol"
"02451778","JAMP-CETIRIZINE (chlorhydrate de cétirizine 10 mg comprimé oral) JAMP PHARMA CORPORATION","9000707","chlorhydrate de cétirizine 10 mg comprimé oral","8000237","cétirizine"
"02172127","SYNTHROID (lévothyroxine sodique 150 mcg comprimé oral) BGP PHARMA ULC","9000078","lévothyroxine sodique 150 mcg comprimé oral","8000001","lévothyroxine"
"02490331","VITRAKVI (larotrectinib (larotrectinib sulfate) 20 mg par mL solution orale) BAYER INC","9014155","larotrectinib (larotrectinib sulfate) 20 mg par mL solution orale","8002297","larotrectinib"
