"","ntp_code_v9","ntp_formal_name","ntp_code_v11"
"729",9003706,"ipratropium bromide 21 mcg per actuation pressurised inhalation",9003711
"730",9003709,"ipratropium bromide 42 mcg per actuation pressurised inhalation",9003714
"731",9003710,"irbesartan 150 mg oral tablet",9003715
"732",9003711,"irbesartan 300 mg oral tablet",9003716
"733",9003712,"irbesartan 75 mg oral tablet",9003717
"734",9003731,"isosorbide dinitrate 10 mg oral tablet",9003735
"735",9003732,"isosorbide dinitrate 30 mg oral tablet",9003736
"736",9003733,"isosorbide dinitrate 5 mg oral tablet",9003737
"737",9003734,"isosorbide-5-mononitrate 60 mg prolonged release oral tablet",9003738
"738",9003761,"ketorolac tromethamine 0.4 % opthalmic drops, solution",9003768
"739",9003762,"ketorolac tromethamine 0.45 % opthalmic drops, solution",9003769
"740",9003763,"ketorolac tromethamine 0.5 % opthalmic drops, solution",9003770
"741",9003764,"ketorolac tromethamine 10 mg oral tablet",9003771
"742",9003765,"ketorolac tromethamine 10 mg per mL solution for injection",9003772
"743",9003766,"ketorolac tromethamine 30 mg per mL solution for injection",9003773
"744",9003790,"lamotrigine 100 mg oral tablet",9003797
"745",9003791,"lamotrigine 150 mg oral tablet",9003798
"746",9003792,"lamotrigine 2 mg oral tablet",9003799
"747",9003793,"lamotrigine 25 mg oral tablet",9003800
"748",9003794,"lamotrigine 5 mg oral tablet",9003801
"749",9003801,"lansoprazole 15 mg modified release oral capsule",9003808
"750",9003803,"lansoprazole 30 mg modified release oral capsule",9003810
"751",9003804,"lansoprazole 30 mg oral tablet",9003811
"752",9003802,"lansoprazole 15 mg prolonged release oral tablet",9003809
"753",9003805,"lansoprazole 30 mg prolonged release oral tablet",9003812
"754",9003812,"latanoprost 0.05 mg per mL opthalmic drops, solution",9003819
"755",9003814,"latanoprost 50 mcg per mL opthalmic drops, solution",9003821
"756",9003842,"levetiracetam 250 mg oral tablet",9003849
"757",9003843,"levetiracetam 500 mg oral tablet",9003850
"758",9003844,"levetiracetam 750 mg oral tablet",9003851
"759",9003857,"levofloxacin 5 mg per mL solution for injection",9003864
"760",9003867,"levothyroxine sodium 100 mcg oral tablet",9003874
"761",9003868,"levothyroxine sodium 112 mcg oral tablet",9003875
"762",9003869,"levothyroxine sodium 125 mcg oral tablet",9003876
"763",9003870,"levothyroxine sodium 137 mcg oral tablet",9003877
"764",9003871,"levothyroxine sodium 150 mcg oral tablet",9003878
"765",9003872,"levothyroxine sodium 175 mcg oral tablet",9003879
"766",9003873,"levothyroxine sodium 200 mcg oral tablet",9003880
"767",9003874,"levothyroxine sodium 25 mcg oral tablet",9003881
"768",9003875,"levothyroxine sodium 300 mcg oral tablet",9003882
"769",9003876,"levothyroxine sodium 50 mcg oral tablet",9003883
"770",9003878,"levothyroxine sodium 75 mcg oral tablet",9003885
"771",9003879,"levothyroxine sodium 88 mcg oral tablet",9003886
"772",9003877,"levothyroxine sodium 500 mcg per vial powder for solution for injection",9003884
"773",9003939,"lisdexamfetamine dimesylate 10 mg oral capsule",9003945
"774",9003940,"lisdexamfetamine dimesylate 20 mg oral capsule",9003946
"775",9003941,"lisdexamfetamine dimesylate 30 mg oral capsule",9003947
"776",9003942,"lisdexamfetamine dimesylate 40 mg oral capsule",9003948
"777",9003943,"lisdexamfetamine dimesylate 50 mg oral capsule",9003949
"778",9003944,"lisdexamfetamine dimesylate 60 mg oral capsule",9003950
"779",9003945,"lisdexamfetamine dimesylate 70 mg oral capsule",9003951
"780",9003946,"lisinopril (lisinopril dihydrate) 10 mg oral tablet",9003952
"781",9003947,"lisinopril (lisinopril dihydrate) 20 mg oral tablet",9003953
"782",9003948,"lisinopril (lisinopril dihydrate) 5 mg oral tablet",9003954
"783",9003949,"lisinopril 10 mg oral tablet",9003955
"784",9003950,"lisinopril 20 mg oral tablet",9003956
"785",9003951,"lisinopril 40 mg oral tablet",9003957
"786",9003952,"lisinopril 5 mg oral tablet",9003958
"787",9003954,"lithium carbonate 150 mg oral capsule",9003960
"788",9003955,"lithium carbonate 300 mg oral capsule",9003961
"789",9003957,"lithium carbonate 600 mg oral capsule",9003963
"790",9003956,"lithium carbonate 300 mg prolonged release oral tablet",9003962
"791",9003953,"lithium (lithium citrate) 8 mmol per 5 mL syrup",9003959
"792",9003980,"lorazepam 0.5 mg oral tablet",9003986
"793",9003981,"lorazepam 1 mg oral tablet",9003987
"794",9003982,"lorazepam 2 mg oral tablet",9003988
"795",9003983,"lorazepam 2 mg per mL solution for injection",9003989
"796",9003984,"lorazepam 4 mg per mL solution for injection",9003990
"797",9003985,"losartan potassium 100 mg oral tablet",9003991
"798",9003986,"losartan potassium 25 mg oral tablet",9003992
"799",9003987,"losartan potassium 50 mg oral tablet",9003993
"800",9004041,"medroxyprogesterone acetate 10 mg oral tablet",9004047
"801",9004042,"medroxyprogesterone acetate 100 mg oral tablet",9004048
"802",9004044,"medroxyprogesterone acetate 2.5 mg oral tablet",9004050
"803",9004045,"medroxyprogesterone acetate 5 mg oral tablet",9004051
"804",9004043,"medroxyprogesterone acetate 150 mg per mL suspension for injection",9004049
"805",9004046,"medroxyprogesterone acetate 50 mg per mL suspension for injection",9004052
"806",9004054,"meloxicam 15 mg oral tablet",9004060
"807",9004055,"meloxicam 7.5 mg oral tablet",9004061
"808",9004097,"mesalazine 400 mg gastro-resistant tablet",9004100
"809",9004098,"mesalazine 500 mg gastro-resistant tablet",9004101
"810",9004091,"mesalazine 1.2 g modified release tablet",9004094
"811",9004089,"mesalazine 1 g prolonged release oral tablet",9004092
"812",9004099,"mesalazine 500 mg prolonged release oral tablet",9004102
"813",9004101,"mesalazine 800 mg prolonged release oral tablet",9004104
"814",9004087,"mesalazine 1 g per 100 mL rectal liquid",9004090
"815",9004094,"mesalazine 4 g per 100 mL rectal liquid",9004097
"816",9004088,"mesalazine 1 g per 100 mL rectal solution",9004091
"817",9004095,"mesalazine 4 g per 100 mL rectal solution",9004098
"818",9004093,"mesalazine 2 g per 60 g rectal suspension",9004096
"819",9004096,"mesalazine 4 g per 60 g rectal suspension",9004099
"820",9004090,"mesalazine 1 g suppository",9004093
"821",9004092,"mesalazine 1000 mg suppository",9004095
"822",9004100,"mesalazine 500 mg suppository",9004103
"823",9004116,"metformin hydrochloride 500 mg oral tablet",9004115
"824",9004120,"metformin hydrochloride 850 mg oral tablet",9004119
"825",9004110,"metformin hydrochloride 1000 mg prolonged release oral tablet",9004111
"826",9004117,"metformin hydrochloride 500 mg prolonged release oral tablet",9004116
"827",9004108,"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg oral tablet",9004109
"828",9004114,"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg oral tablet",9004113
"829",9004119,"metformin hydrochloride 850 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg oral tablet",9004118
"830",9004107,"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate monohydrate) 100 mg prolonged release oral tablet",9004108
"831",9004109,"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg prolonged release oral tablet",9004110
"832",9004115,"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg prolonged release oral tablet",9004114
"833",9004130,"methadone hydrochloride 10 mg per mL oral liquid",9004129
"834",9004128,"methadone hydrochloride 1 mg per mL oral solution",9004127
"835",9004131,"methadone hydrochloride 10 mg per mL oral solution",9004130
"836",9004127,"methadone hydrochloride 1 mg oral tablet",9004126
"837",9004129,"methadone hydrochloride 10 mg oral tablet",9004128
"838",9004132,"methadone hydrochloride 25 mg oral tablet",9004131
"839",9004133,"methadone hydrochloride 5 mg oral tablet",9004132
"840",9004142,"methotrexate (methotrexate sodium) 2.5 mg oral tablet",9004142
"841",9004150,"methotrexate 10 mg oral tablet",9004148
"842",9004153,"methotrexate 2.5 mg oral tablet",9004151
"843",9004139,"methotrexate (methotrexate sodium) 10 mg per mL solution for injection",9004139
"844",9004140,"methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection",9004140
"845",9004141,"methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection",9004141
"846",9004143,"methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection",9004143
"847",9004144,"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection",NA
"848",9004145,"methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection",9004144
"849",9004146,"methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection",9004145
"850",9004147,"methotrexate (methotrexate sodium) 25 mg per 2.5 mL solution for injection",NA
"851",9004148,"methotrexate (methotrexate sodium) 25 mg per mL solution for injection",9004146
"852",9004149,"methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection",9004147
"853",9004151,"methotrexate 10 mg per 0.4 mL solution for injection",9004149
"854",9004152,"methotrexate 15 mg per 0.6 mL solution for injection",9004150
"855",9004154,"methotrexate 20 mg per 0.8 mL solution for injection",9004152
"856",9004155,"methotrexate 25 mg per mL solution for injection",9004153
"857",9004156,"methotrexate 7.5 mg per 0.3 mL solution for injection",9004154
"858",9004172,"methylphenidate hydrochloride 10 mg oral tablet",9004170
"859",9004176,"methylphenidate hydrochloride 20 mg oral tablet",9004174
"860",9004183,"methylphenidate hydrochloride 5 mg oral tablet",9004181
"861",9004173,"methylphenidate hydrochloride 10 mg prolonged release oral capsule",9004171
"862",9004174,"methylphenidate hydrochloride 15 mg prolonged release oral capsule",9004172
"863",9004177,"methylphenidate hydrochloride 20 mg prolonged release oral capsule",9004175
"864",9004180,"methylphenidate hydrochloride 30 mg prolonged release oral capsule",9004178
"865",9004182,"methylphenidate hydrochloride 40 mg prolonged release oral capsule",9004180
"866",9004184,"methylphenidate hydrochloride 50 mg prolonged release oral capsule",9004182
"867",9004186,"methylphenidate hydrochloride 60 mg prolonged release oral capsule",9004184
"868",9004187,"methylphenidate hydrochloride 80 mg prolonged release oral capsule",9004185
"869",9004175,"methylphenidate hydrochloride 18 mg prolonged release oral tablet",9004173
"870",9004178,"methylphenidate hydrochloride 20 mg prolonged release oral tablet",9004176
"871",9004179,"methylphenidate hydrochloride 27 mg prolonged release oral tablet",9004177
"872",9004181,"methylphenidate hydrochloride 36 mg prolonged release oral tablet",9004179
"873",9004185,"methylphenidate hydrochloride 54 mg prolonged release oral tablet",9004183
"874",9004203,"metoclopramide hydrochloride 1 mg per mL oral solution",9004201
"875",9004204,"metoclopramide hydrochloride 10 mg oral tablet",9004202
"876",9004205,"metoclopramide hydrochloride 5 mg oral tablet",9004203
"877",9004206,"metoclopramide hydrochloride 5 mg per mL solution for injection",9004204
"878",9004209,"metoprolol tartrate 100 mg oral tablet",9004207
"879",9004212,"metoprolol tartrate 25 mg oral tablet",9004210
"880",9004213,"metoprolol tartrate 50 mg oral tablet",9004211
"881",9004210,"metoprolol tartrate 100 mg prolonged release oral tablet",9004208
"882",9004211,"metoprolol tartrate 200 mg prolonged release oral tablet",9004209
"883",9004208,"metoprolol tartrate 1 mg per 1 mL solution for injection",9004206
"884",9004214,"metronidazole 0.75 % cutaneous cream",9004212
"885",9004217,"metronidazole 1 % cutaneous cream",9004215
"886",9004215,"metronidazole 0.75 % cutaneous gel",9004213
"887",9004218,"metronidazole 1 % cutaneous gel",9004216
"888",9004223,"metronidazole 500 mg oral capsule",9004221
"889",9004220,"metronidazole 250 mg oral tablet",9004218
"890",9004221,"metronidazole 5 mg per mL solution for injection",9004219
"891",9004219,"metronidazole 10 % vaginal cream",9004217
"892",9004216,"metronidazole 0.75 % vaginal gel",9004214
"893",9004265,"minocycline (minocycline hydrochloride) 100 mg oral capsule",9004264
"894",9004266,"minocycline (minocycline hydrochloride) 50 mg oral capsule",9004265
"895",9004264,"minocycline (minocycline hydrochloride) 1 mg per 4 mg periodontal powder, prolonged release",9004263
"896",9004274,"mirtazapine 15 mg oral tablet",9004273
"897",9004276,"mirtazapine 30 mg oral tablet",9004275
"898",9004278,"mirtazapine 45 mg oral tablet",9004277
"899",9004275,"mirtazapine 15 mg orodispersible tablet",9004274
"900",9004277,"mirtazapine 30 mg orodispersible tablet",9004276
"901",9004279,"mirtazapine 45 mg orodispersible tablet",9004278
"902",9004295,"mometasone furoate 0.1 % cutaneous cream",9004294
"903",9004296,"mometasone furoate 0.1 % cutaneous ointment",9004295
"904",9004297,"mometasone furoate 0.1 % cutaneous solution",9004296
"905",9004299,"mometasone furoate 100 mcg per actuation inhalation powder",9004298
"906",9004300,"mometasone furoate 200 mcg per actuation inhalation powder",9004299
"907",9004301,"mometasone furoate 400 mcg per actuation inhalation powder",9004300
"908",9004298,"mometasone furoate 1 mg per g lotion",9004297
"909",9004294,"mometasone furoate (mometasone furoate monohydrate) 50 mcg per spray nasal spray",9004293
"910",9004302,"mometasone furoate 50 mcg nasal spray",9004301
"911",9004303,"mometasone furoate 50 mcg per spray nasal spray",9004302
"912",9004305,"montelukast (montelukast sodium) 4 mg chewable tablet",9004304
"913",9004308,"montelukast (montelukast sodium) 5 mg chewable tablet",9004307
"914",9004306,"montelukast (montelukast sodium) 4 mg granules for oral suspension",9004305
"915",9004307,"montelukast (montelukast sodium) 4 mg per pck granules for oral suspension",9004306
"916",9004304,"montelukast (montelukast sodium) 10 mg oral tablet",9004303
"917",9004327,"morphine sulfate 10 mg oral capsule",9004326
"918",9004340,"morphine sulfate 20 mg oral capsule",9004339
"919",9004349,"morphine sulfate 30 mg oral capsule",9004348
"920",9004354,"morphine sulfate 5 mg oral capsule",9004353
"921",9004342,"morphine sulfate 20 mg per mL oral drops",9004341
"922",9004360,"morphine sulfate 50 mg per mL oral drops",9004359
"923",9004328,"morphine sulfate 10 mg oral tablet",9004327
"924",9004341,"morphine sulfate 20 mg oral tablet",9004340
"925",9004347,"morphine sulfate 25 mg oral tablet",9004346
"926",9004350,"morphine sulfate 30 mg oral tablet",9004349
"927",9004355,"morphine sulfate 5 mg oral tablet",9004354
"928",9004359,"morphine sulfate 50 mg oral tablet",9004358
"929",9004331,"morphine sulfate 10 mg prolonged release oral capsule",9004330
"930",9004333,"morphine sulfate 100 mg prolonged release oral capsule",9004332
"931",9004337,"morphine sulfate 15 mg prolonged release oral capsule",9004336
"932",9004343,"morphine sulfate 20 mg prolonged release oral capsule",9004342
"933",9004345,"morphine sulfate 200 mg prolonged release oral capsule",9004344
"934",9004351,"morphine sulfate 30 mg prolonged release oral capsule",9004350
"935",9004362,"morphine sulfate 50 mg prolonged release oral capsule",9004361
"936",9004363,"morphine sulfate 60 mg prolonged release oral capsule",9004362
"937",9004334,"morphine sulfate 100 mg prolonged release oral tablet",9004333
"938",9004338,"morphine sulfate 15 mg prolonged release oral tablet",9004337
"939",9004346,"morphine sulfate 200 mg prolonged release oral tablet",9004345
"940",9004352,"morphine sulfate 30 mg prolonged release oral tablet",9004351
"941",9004364,"morphine sulfate 60 mg prolonged release oral tablet",9004363
"942",9004324,"morphine sulfate 0.5 mg per mL solution for injection",9004323
"943",9004325,"morphine sulfate 1 mg per mL solution for injection",9004324
"944",9004329,"morphine sulfate 10 mg per mL solution for injection",9004328
"945",9004335,"morphine sulfate 15 mg per 1 mL solution for injection",9004334
"946",9004336,"morphine sulfate 15 mg per mL solution for injection",9004335
"947",9004339,"morphine sulfate 2 mg per mL solution for injection",9004338
"948",9004348,"morphine sulfate 25 mg per mL solution for injection",9004347
"949",9004356,"morphine sulfate 5 mg per mL solution for injection",9004355
"950",9004361,"morphine sulfate 50 mg per mL solution for injection",9004360
"951",9004332,"morphine sulfate 10 mg suppository",9004331
"952",9004344,"morphine sulfate 20 mg suppository",9004343
"953",9004353,"morphine sulfate 30 mg suppository",9004352
"954",9004358,"morphine sulfate 5 mg suppository",9004357
"955",9004320,"morphine hydrochloride 1 mg per mL syrup",9004319
"956",9004321,"morphine hydrochloride 10 mg per mL syrup",9004320
"957",9004322,"morphine hydrochloride 20 mg per mL syrup",9004321
"958",9004323,"morphine hydrochloride 5 mg per mL syrup",9004322
"959",9004326,"morphine sulfate 1 mg per mL syrup",9004325
"960",9004330,"morphine sulfate 10 mg per mL syrup",9004329
"961",9004357,"morphine sulfate 5 mg per mL syrup",9004356
"962",9004365,"moxifloxacin (moxifloxacin hydrochloride) 0.5 % opthalmic drops, solution",9004364
"963",9004366,"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet",9004365
"964",9004367,"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection",9004366
"965",9004416,"naproxen 250 mg gastro-resistant tablet",9004413
"966",9004418,"naproxen 375 mg gastro-resistant tablet",9004415
"967",9004420,"naproxen 500 mg gastro-resistant tablet",9004417
"968",9004413,"naproxen 105 mg and naproxen sodium 105 mg oral capsule",9004410
"969",9004424,"naproxen sodium 220 mg oral capsule",9004421
"970",9004415,"naproxen 25 mg per mL oral suspension",9004412
"971",9004414,"naproxen 125 mg oral tablet",9004411
"972",9004417,"naproxen 250 mg oral tablet",9004414
"973",9004419,"naproxen 375 mg oral tablet",9004416
"974",9004421,"naproxen 500 mg oral tablet",9004418
"975",9004425,"naproxen sodium 220 mg oral tablet",9004422
"976",9004426,"naproxen sodium 275 mg oral tablet",9004423
"977",9004427,"naproxen sodium 550 mg oral tablet",9004424
"978",9004411,"naproxen (naproxen sodium) 375 mg prolonged release oral tablet",NA
"979",9004412,"naproxen (naproxen sodium) 500 mg prolonged release oral tablet",NA
"980",9004423,"naproxen 750 mg prolonged release oral tablet",9004420
"981",9004422,"naproxen 500 mg suppository",9004419
"982",9004453,"nifedipine 10 mg oral capsule",9004450
"983",9004457,"nifedipine 5 mg oral capsule",9004454
"984",9004454,"nifedipine 10 mg oral tablet",9004451
"985",9004455,"nifedipine 20 mg prolonged release oral tablet",9004452
"986",9004456,"nifedipine 30 mg prolonged release oral tablet",9004453
"987",9004458,"nifedipine 60 mg prolonged release oral tablet",9004455
"988",9004475,"nitrofurantoin 100 mg oral capsule",9004473
"989",9004477,"nitrofurantoin 50 mg oral capsule",9004475
"990",9004476,"nitrofurantoin 100 mg oral tablet",9004474
"991",9004478,"nitrofurantoin 50 mg oral tablet",9004476
"992",9004495,"nitroglycerin 2 % cutaneous ointment",9004493
"993",9004487,"nitroglycerin 0.3 mg oral tablet",9004485
"994",9004490,"nitroglycerin 0.6 mg oral tablet",9004488
"995",9004488,"nitroglycerin 0.4 mg per actuation pressurised inhalation",9004486
"996",9004491,"nitroglycerin 1 mg per mL solution for injection",9004489
"997",9004503,"nitroglycerin 5 mg per mL solution for injection",9004501
"998",9004489,"nitroglycerin 0.4 mg per actuation sublingual spray, solution",9004487
"999",9004492,"nitroglycerin 120 mg per 30 sq cm transdermal patch",9004490
"1000",9004493,"nitroglycerin 160 mg per 40 sq cm transdermal patch",9004491
"1001",9004494,"nitroglycerin 18 mg per 6.7 sq cm transdermal patch",9004492
"1002",9004496,"nitroglycerin 20.7 mg per 7.4 sq cm transdermal patch",9004494
"1003",9004497,"nitroglycerin 22.4 mg transdermal patch",9004495
"1004",9004498,"nitroglycerin 25 mg per 10 sq cm transdermal patch",9004496
"1005",9004499,"nitroglycerin 36 mg per 13.3 sq cm transdermal patch",9004497
"1006",9004500,"nitroglycerin 40 mg per 10 sq cm transdermal patch",9004498
"1007",9004501,"nitroglycerin 41.4 mg per 14.8 sq cm transdermal patch",9004499
"1008",9004502,"nitroglycerin 44.8 mg transdermal patch",9004500
"1009",9004504,"nitroglycerin 50 mg per 20 sq cm transdermal patch",9004502
"1010",9004505,"nitroglycerin 54 mg per 20 sq cm transdermal patch",9004503
"1011",9004506,"nitroglycerin 62.2 mg per 22.2 sq cm transdermal patch",9004504
"1012",9004507,"nitroglycerin 67.2 mg transdermal patch",9004505
"1013",9004508,"nitroglycerin 75 mg transdermal patch",9004506
"1014",9004509,"nitroglycerin 80 mg per 20 sq cm transdermal patch",9004507
"1015",9004510,"nitroglycerin 82.9 mg per 29.6 sq cm transdermal patch",9004508
"1016",9004522,"norethindrone 0.35 mg oral tablet",9004526
"1017",9004523,"norethindrone acetate 5 mg oral tablet",9004527
"1018",9004526,"nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule",9004530
"1019",9004527,"nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule",9004531
"1020",9004530,"nystatin 100000 unit per g cutaneous cream",9004533
"1021",9004531,"nystatin 100000 unit per g cutaneous ointment",9004534
"1022",9004533,"nystatin 100000 unit per mL oral drops",9004536
"1023",9004529,"nystatin 100 unit per mL oral suspension",NA
"1024",9004534,"nystatin 100000 unit per mL oral suspension",9004537
"1025",9004532,"nystatin 100000 unit per g vaginal cream",9004535
"1026",9004535,"nystatin 25000 unit per g vaginal cream",9004538
"1027",9004788,"olanzapine 10 mg oral tablet",9004792
"1028",9004790,"olanzapine 15 mg oral tablet",9004794
"1029",9004792,"olanzapine 2.5 mg oral tablet",9004796
"1030",9004793,"olanzapine 20 mg oral tablet",9004797
"1031",9004795,"olanzapine 5 mg oral tablet",9004799
"1032",9004797,"olanzapine 7.5 mg oral tablet",9004801
"1033",9004789,"olanzapine 10 mg orodispersible tablet",9004793
"1034",9004791,"olanzapine 15 mg orodispersible tablet",9004795
"1035",9004794,"olanzapine 20 mg orodispersible tablet",9004798
"1036",9004796,"olanzapine 5 mg orodispersible tablet",9004800
"1037",9004800,"olmesartan medoxomil 20 mg oral tablet",9004804
"1038",9004801,"olmesartan medoxomil 40 mg oral tablet",9004805
"1039",9004803,"olopatadine (olopatadine hydrochloride) 0.1 % opthalmic drops, solution",9004807
"1040",9004804,"olopatadine (olopatadine hydrochloride) 0.2 % opthalmic drops, solution",9004808
"1041",9004810,"omeprazole 10 mg modified release oral capsule",9004814
"1042",9004811,"omeprazole 20 mg modified release oral capsule",9004815
"1043",9004808,"omeprazole (omeprazole magnesium) 10 mg prolonged release oral tablet",9004812
"1044",9004809,"omeprazole (omeprazole magnesium) 20 mg prolonged release oral tablet",9004813
"1045",9004837,"oxazepam 10 mg oral tablet",9004841
"1046",9004838,"oxazepam 15 mg oral tablet",9004842
"1047",9004839,"oxazepam 30 mg oral tablet",9004843
"1048",9004853,"oxybutynin chloride 100 mg per g cutaneous gel",9004857
"1049",9004854,"oxybutynin chloride 2.5 mg oral tablet",9004858
"1050",9004855,"oxybutynin chloride 5 mg oral tablet",9004859
"1051",9004852,"oxybutynin chloride 10 mg prolonged release oral tablet",9004856
"1052",9004856,"oxybutynin chloride 5 mg prolonged release oral tablet",9004860
"1053",9004851,"oxybutynin chloride 1 mg per mL syrup",9004855
"1054",9004850,"oxybutynin 36 mg transdermal patch",9004854
"1055",9004857,"oxycodone hydrochloride 10 mg oral tablet",9004861
"1056",9004861,"oxycodone hydrochloride 20 mg oral tablet",9004865
"1057",9004866,"oxycodone hydrochloride 5 mg oral tablet",9004870
"1058",9004858,"oxycodone hydrochloride 10 mg prolonged release oral tablet",9004862
"1059",9004860,"oxycodone hydrochloride 15 mg prolonged release oral tablet",9004864
"1060",9004862,"oxycodone hydrochloride 20 mg prolonged release oral tablet",9004866
"1061",9004864,"oxycodone hydrochloride 30 mg prolonged release oral tablet",9004868
"1062",9004865,"oxycodone hydrochloride 40 mg prolonged release oral tablet",9004869
"1063",9004867,"oxycodone hydrochloride 5 mg prolonged release oral tablet",9004871
"1064",9004868,"oxycodone hydrochloride 60 mg prolonged release oral tablet",9004872
"1065",9004869,"oxycodone hydrochloride 80 mg prolonged release oral tablet",9004873
"1066",9004859,"oxycodone hydrochloride 10 mg suppository",9004863
"1067",9004863,"oxycodone hydrochloride 20 mg suppository",9004867
"1068",9004912,"pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet",9004916
"1069",9004917,"pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet",9004921
"1070",9004919,"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet",9004923
"1071",9004920,"pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection",9004924
"1072",9004913,"pantoprazole (pantoprazole magnesium) 40 mg prolonged release oral tablet",9004917
"1073",9004918,"pantoprazole (pantoprazole sodium) 20 mg prolonged release oral tablet",9004922
"1074",9004921,"pantoprazole (pantoprazole sodium) 40 mg prolonged release oral tablet",9004925
"1075",9004927,"paroxetine (paroxetine hydrochloride hemihydrate) 10 mg oral tablet",9004931
"1076",9004928,"paroxetine (paroxetine hydrochloride hemihydrate) 20 mg oral tablet",9004932
"1077",9004929,"paroxetine (paroxetine hydrochloride hemihydrate) 30 mg oral tablet",9004933
"1078",9004998,"penicillin v potassium 480000 unit oral tablet",9004999
"1079",9004997,"penicillin v potassium 200000 unit per 5 mL powder for oral solution",9004998
"1080",9004999,"penicillin v potassium 480000 unit per 5 mL powder for oral solution",9005000
"1081",9005000,"penicillin v potassium 500000 unit per 5 mL powder for oral solution",9005001
"1082",9005017,"perindopril erbumine 2 mg oral tablet",9005018
"1083",9005018,"perindopril erbumine 4 mg oral tablet",9005019
"1084",9005019,"perindopril erbumine 8 mg oral tablet",9005020
"1085",9005076,"phenytoin sodium 100 mg oral capsule",9005078
"1086",9005077,"phenytoin sodium 30 mg oral capsule",9005079
"1087",9005073,"phenytoin 125 mg per 5 mL oral suspension",9005075
"1088",9005074,"phenytoin 30 mg per 5 mL oral suspension",9005076
"1089",9005075,"phenytoin 50 mg oral tablet",9005077
"1090",9003173,"fosphenytoin sodium 75 mg per mL solution for injection",9003187
"1091",9005078,"phenytoin sodium 50 mg per mL solution for injection",9005080
"1092",9005095,"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet",9005097
"1093",9005096,"pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet",9005098
"1094",9005097,"pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet",9005099
"1095",9005173,"pramipexole dihydrochloride monohydrate 0.125 mg oral tablet",9005173
"1096",9005174,"pramipexole dihydrochloride monohydrate 0.25 mg oral tablet",9005174
"1097",9005175,"pramipexole dihydrochloride monohydrate 0.5 mg oral tablet",9005175
"1098",9005176,"pramipexole dihydrochloride monohydrate 1 mg oral tablet",9005176
"1099",9005177,"pramipexole dihydrochloride monohydrate 1.5 mg oral tablet",9005177
"1100",9005185,"pravastatin sodium 10 mg oral tablet",9005185
"1101",9005186,"pravastatin sodium 20 mg oral tablet",9005186
"1102",9005187,"pravastatin sodium 40 mg oral tablet",9005187
"1103",9005196,"prednisolone acetate 0.12 % ophthalmic drops, suspension",9005196
"1104",9005201,"prednisolone acetate 1 % ophthalmic drops, suspension",9005201
"1105",9005197,"prednisolone acetate 0.12 % opthalmic drops",9005197
"1106",9005202,"prednisolone acetate 1 % opthalmic drops",9005202
"1107",9005206,"prednisolone sodium phosphate 0.5 % opthalmic drops",9005206
"1108",9005207,"prednisolone sodium phosphate 1 % opthalmic drops",9005207
"1109",9005194,"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral liquid",9005194
"1110",9005195,"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution",9005195
"1111",9005208,"prednisone 1 mg oral tablet",9005208
"1112",9005209,"prednisone 5 mg oral tablet",9005209
"1113",9005210,"prednisone 50 mg oral tablet",9005210
"1114",9005211,"pregabalin 150 mg oral capsule",9005211
"1115",9005212,"pregabalin 225 mg oral capsule",9005212
"1116",9005213,"pregabalin 25 mg oral capsule",9005213
"1117",9005214,"pregabalin 300 mg oral capsule",9005214
"1118",9005215,"pregabalin 50 mg oral capsule",9005215
"1119",9005216,"pregabalin 75 mg oral capsule",9005216
"1120",9005232,"procyclidine hydrochloride 2.5 mg per 5 mL oral solution",9005232
"1121",9005231,"procyclidine hydrochloride 2.5 mg oral tablet",9005231
"1122",9005233,"procyclidine hydrochloride 5 mg oral tablet",9005233
