"ntp_dosage_form_code","ntp_dosage_form","route_of_administration_code","route_of_administration","route_of_administration_f","pharm_form_code","pharmaceutical_form","pharmaceutical_form_f","audit_id"
40016,"powder for suspension for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","126","POWDER FOR SUSPENSION","Poudre pour suspension",29282
40001,"solution for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","134","SOLUTION","Solution",29283
40019,"suspension for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","79","SUSPENSION","Suspension",29284
40016,"powder for suspension for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","55","POWDER","Poudre",29285
40018,"powder for prolonged-release suspension for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","Poudre pour suspension, à libération prolongée",29286
40020,"prolonged-release suspension for injection","22-65","INTRAMUSCULAR, SUBCUTANEOUS","Intramusculaire, Sous-cutanée","143","SUSPENSION (EXTENDED-RELEASE)","Suspension (à libération prolongée)",29287
40017,"powder for solution for injection","22-70","INTRAMUSCULAR, TOPICAL","Intramusculaire, Topique","56","POWDER FOR SOLUTION","Poudre pour solution",29288
40001,"solution for injection","32","INTRAOCULAR","Intraoculaire","12","DROPS","Gouttes",29289
40001,"solution for injection","32","INTRAOCULAR","Intraoculaire","134","SOLUTION","Solution",29290
40035,"irrigation solution","33","INTRAPERITONEAL","Intrapéritonéale","34","LIQUID","Liquide",29291
40036,"solution for peritoneal dialysis","33","INTRAPERITONEAL","Intrapéritonéale","134","SOLUTION","Solution",29292
40017,"powder for solution for injection","33","INTRAPERITONEAL","Intrapéritonéale","56","POWDER FOR SOLUTION","Poudre pour solution",29293
40001,"solution for injection","33-36","INTRAPERITONEAL, IRRIGATION","Intrapéritonéale, Irrigation","34","LIQUID","Liquide",29294
40001,"solution for injection","33-36","INTRAPERITONEAL, IRRIGATION","Intrapéritonéale, Irrigation","134","SOLUTION","Solution",29295
40017,"powder for solution for injection","34","INTRAPLEURAL",NA,"56","POWDER FOR SOLUTION","Poudre pour solution",29296
40017,"powder for solution for injection","40","INTRASPINAL","Intrarachidienne","56","POWDER FOR SOLUTION","Poudre pour solution",29297
40001,"solution for injection","40","INTRASPINAL","Intrarachidienne","134","SOLUTION","Solution",29298
40001,"solution for injection","42","INTRASYNOVIAL",NA,"34","LIQUID","Liquide",29299
40001,"solution for injection","42","INTRASYNOVIAL",NA,"134","SOLUTION","Solution",29300
40019,"suspension for injection","42","INTRASYNOVIAL",NA,"79","SUSPENSION","Suspension",29301
40001,"solution for injection","31","INTRATHECAL","Intrathécale","134","SOLUTION","Solution",29302
40019,"suspension for injection","31","INTRATHECAL","Intrathécale","79","SUSPENSION","Suspension",29303
40017,"powder for solution for injection","31","INTRATHECAL","Intrathécale","56","POWDER FOR SOLUTION","Poudre pour solution",29304
40017,"powder for solution for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","56","POWDER FOR SOLUTION","Poudre pour solution",29305
40001,"solution for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","134","SOLUTION","Solution",29306
40015,"emulsion for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","19","EMULSION","Émulsion",29307
40001,"solution for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","34","LIQUID","Liquide",29308
40016,"powder for suspension for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","55","POWDER","Poudre",29309
40016,"powder for suspension for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","126","POWDER FOR SUSPENSION","Poudre pour suspension",29310
40018,"powder for prolonged-release suspension for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","Poudre pour suspension, à libération prolongée",29311
40019,"suspension for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","79","SUSPENSION","Suspension",29312
40086,"otic drops","57","OTIC","Otique","12","DROPS","Gouttes",29436
40020,"prolonged-release suspension for injection","31-49-65","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","Intrathécale, Intraveineuse, Sous-cutanée","143","SUSPENSION (EXTENDED-RELEASE)","Suspension (à libération prolongée)",29313
40037,"endotracheopulmonary instillation","45","INTRATRACHEAL","Intratrachéale","79","SUSPENSION","Suspension",29314
40037,"endotracheopulmonary instillation","45","INTRATRACHEAL","Intratrachéale","134","SOLUTION","Solution",29315
40038,"intrauterine delivery system","48","INTRAUTERINE","Intra-utérine","130","INSERT (EXTENDED-RELEASE)","Insert (À libération prolongée)",29316
40001,"solution for injection","48","INTRAUTERINE","Intra-utérine","34","LIQUID","Liquide",29317
40001,"solution for injection","97","INTRAVASCULAR","Intravasculaire","34","LIQUID","Liquide",29318
40001,"solution for injection","97","INTRAVASCULAR","Intravasculaire","134","SOLUTION","Solution",29319
40001,"solution for injection","97-64","INTRAVASCULAR, SUBARACHNOIDAL","Intravasculaire, Sous-arachnoÏdienne","134","SOLUTION","Solution",29320
40015,"emulsion for injection","49","INTRAVENOUS","Intraveineuse","19","EMULSION","Émulsion",29321
40039,"powder for suspension for infusion","49","INTRAVENOUS","Intraveineuse","135","LIPOSOMES","Liposomes",29322
40001,"solution for injection","49","INTRAVENOUS","Intraveineuse","34","LIQUID","Liquide",29323
40017,"powder for solution for injection","49","INTRAVENOUS","Intraveineuse","55","POWDER","Poudre",29324
40017,"powder for solution for injection","49","INTRAVENOUS","Intraveineuse","56","POWDER FOR SOLUTION","Poudre pour solution",29325
40016,"powder for suspension for injection","49","INTRAVENOUS","Intraveineuse","126","POWDER FOR SUSPENSION","Poudre pour suspension",29326
40001,"solution for injection","49","INTRAVENOUS","Intraveineuse","134","SOLUTION","Solution",29327
40019,"suspension for injection","49","INTRAVENOUS","Intraveineuse","79","SUSPENSION","Suspension",29328
40018,"powder for prolonged-release suspension for injection","49","INTRAVENOUS","Intraveineuse","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","Poudre pour suspension, à libération prolongée",29329
40017,"powder for solution for injection","49-96","INTRAVENOUS, INTRAVESICAL","Intraveineuse, Intravésicale","56","POWDER FOR SOLUTION","Poudre pour solution",29330
40001,"solution for injection","49-96","INTRAVENOUS, INTRAVESICAL","Intraveineuse, Intravésicale","134","SOLUTION","Solution",29331
40001,"solution for injection","49-36","INTRAVENOUS, IRRIGATION","Intraveineuse, Irrigation","134","SOLUTION","Solution",29332
40001,"solution for injection","49-56","INTRAVENOUS, ORAL","Intraveineuse, Orale","34","LIQUID","Liquide",29333
40001,"solution for injection","49-56","INTRAVENOUS, ORAL","Intraveineuse, Orale","134","SOLUTION","Solution",29334
40001,"solution for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","34","LIQUID","Liquide",29335
40017,"powder for solution for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","56","POWDER FOR SOLUTION","Poudre pour solution",29336
40001,"solution for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","134","SOLUTION","Solution",29337
40015,"emulsion for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","19","EMULSION","Émulsion",29338
40017,"powder for solution for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","55","POWDER","Poudre",29339
40016,"powder for suspension for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","126","POWDER FOR SUSPENSION","Poudre pour suspension",29340
40019,"suspension for injection","49-65","INTRAVENOUS, SUBCUTANEOUS","Intraveineuse, Sous-cutanée","79","SUSPENSION","Suspension",29341
40001,"solution for injection","50","INTRAVENTRICULAR",NA,"134","SOLUTION","Solution",29342
40017,"powder for solution for injection","96","INTRAVESICAL","Intravésicale","56","POWDER FOR SOLUTION","Poudre pour solution",29343
40040,"powder for intravesical suspension","96","INTRAVESICAL","Intravésicale","126","POWDER FOR SUSPENSION","Poudre pour suspension",29344
40041,"intravesical solution","96","INTRAVESICAL","Intravésicale","134","SOLUTION","Solution",29345
40042,"intravitreal implant","80","INTRAVITREAL","Intravitreuse","30","IMPLANT","Implant",29346
40001,"solution for injection","80","INTRAVITREAL","Intravitreuse","134","SOLUTION","Solution",29347
40019,"suspension for injection","80","INTRAVITREAL","Intravitreuse","79","SUSPENSION","Suspension",29348
40035,"irrigation solution","36","IRRIGATION","Irrigation","34","LIQUID","Liquide",29349
40035,"irrigation solution","36","IRRIGATION","Irrigation","134","SOLUTION","Solution",29350
40043,"nasal drops","53","NASAL","Nasale","12","DROPS","Gouttes",29351
40044,"nasal gel","53","NASAL","Nasale","114","GEL","Gel",29352
40029,"nasal spray","53","NASAL","Nasale","34","LIQUID","Liquide",29353
40029,"nasal spray","53","NASAL","Nasale","1","METERED-DOSE AEROSOL","Aérosol à dose mesurée",29354
40029,"nasal spray","53","NASAL","Nasale","1-79","METERED-DOSE AEROSOL, SUSPENSION","Aérosol à dose mesurée, Suspension",29355
40029,"nasal spray","53","NASAL","Nasale","117","METERED-DOSE PUMP","Pompe à dose mesurée",29356
40045,"nasal ointment","53","NASAL","Nasale","43","OINTMENT","Pommade",29357
40029,"nasal spray","53","NASAL","Nasale","134","SOLUTION","Solution",29358
40029,"nasal spray","53","NASAL","Nasale","98","SPRAY","Pulvérisation",29359
40029,"nasal spray","53","NASAL","Nasale","158","SPRAY, METERED DOSE","Pulvérisation, à dose mesurée",29360
40029,"nasal spray","53","NASAL","Nasale","79","SUSPENSION","Suspension",29361
40046,"nasal cream","53","NASAL","Nasale","9","CREAM","Crème",29362
40030,"nasal powder","53","NASAL","Nasale","55","POWDER","Poudre",29363
40047,"nasal stick","53","NASAL","Nasale","76","STICK","Bâton",29364
40029,"nasal spray","53-56","NASAL, ORAL","Nasale, Orale","98","SPRAY","Pulvérisation",29365
40048,"gastro-resistant capsule","108","NASOGASTRIC",NA,"137","CAPSULE (DELAYED RELEASE)","Capsule (à libération retardée)",29366
40049,"powder for oral solution",NA,"NASOGASTRIC","108","56","POWDER FOR SOLUTION","Poudre pour solution",29367
40048,"gastro-resistant capsule","108-56","NASOGASTRIC, ORAL","NASOGASTRIQUE, Orale","137","CAPSULE (DELAYED RELEASE)","Capsule (à libération retardée)",29368
40049,"powder for oral solution","108-56","NASOGASTRIC, ORAL","NASOGASTRIQUE, Orale","56","POWDER FOR SOLUTION","Poudre pour solution",29369
40050,"ophthalmic drops","55","OPHTHALMIC","Ophtalmique","12","DROPS","Gouttes",29370
40050,"ophthalmic drops","55","OPHTHALMIC","Ophtalmique","19","EMULSION","Émulsion",29371
40051,"ophthalmic gel","55","OPHTHALMIC","Ophtalmique","114","GEL","Gel",29372
40052,"ophthalmic insert","55","OPHTHALMIC","Ophtalmique","116","INSERT","Insert",29373
40050,"ophthalmic drops","55","OPHTHALMIC","Ophtalmique","34","LIQUID","Liquide",29374
40053,"ophthalmic ointment","55","OPHTHALMIC","Ophtalmique","43","OINTMENT","Pommade",29375
40054,"powder for ophthalmic drops","55","OPHTHALMIC","Ophtalmique","56","POWDER FOR SOLUTION","Poudre pour solution",29376
40050,"ophthalmic drops","55","OPHTHALMIC","Ophtalmique","134","SOLUTION","Solution",29377
40055,"prolonged-release eye drops","55","OPHTHALMIC","Ophtalmique","101","SOLUTION (LONG-ACTING)",NA,29378
40056,"ophthalmic strip","55","OPHTHALMIC","Ophtalmique","77","STRIP","Bandelette",29379
40050,"ophthalmic drops","55","OPHTHALMIC","Ophtalmique","79","SUSPENSION","Suspension",29380
40057,"ophthalmic cream","55","OPHTHALMIC","Ophtalmique","9","CREAM","Crème",29381
40058,"ophthalmic/otic drops","55-57","OPHTHALMIC, OTIC","Ophtalmique, Otique","12","DROPS","Gouttes",29382
40059,"ophthalmic/otic ointment","55-57","OPHTHALMIC, OTIC","Ophtalmique, Otique","43","OINTMENT","Pommade",29383
40058,"ophthalmic/otic drops","55-57","OPHTHALMIC, OTIC","Ophtalmique, Otique","134","SOLUTION","Solution",29384
40058,"ophthalmic/otic drops","55-57","OPHTHALMIC, OTIC","Ophtalmique, Otique","79","SUSPENSION","Suspension",29385
40050,"ophthalmic drops","55-70","OPHTHALMIC, TOPICAL","Ophtalmique, Topique","12","DROPS","Gouttes",29386
40053,"ophthalmic ointment","55-70","OPHTHALMIC, TOPICAL","Ophtalmique, Topique","43","OINTMENT","Pommade",29387
40060,"oral capsule","56","ORAL","Orale","5","CAPSULE","Capsule",29388
40061,"modified-release oral capsule","56","ORAL","Orale","106","CAPSULE (CONTROLLED-DELIVERY)","Capsule (à libération contrôlée)",29389
40048,"gastro-resistant capsule","56","ORAL","Orale","137","CAPSULE (DELAYED RELEASE)","Capsule (à libération retardée)",29390
40048,"gastro-resistant capsule","56","ORAL","Orale","14","CAPSULE (ENTERIC-COATED)","Capsule (entérosoluble)",29391
40062,"prolonged-release oral capsule","56","ORAL","Orale","141","CAPSULE (EXTENDED RELEASE)","Capsule (à libération prolongée)",29392
40061,"modified-release oral capsule","56","ORAL","Orale","172","CAPSULE (IMMEDIATE AND DELAYED RELEASE)","Capsule (à libération immédiate et retardée)",29393
40061,"modified-release oral capsule","56","ORAL","Orale","171","CAPSULE (IMMEDIATE AND EXTENDED RELEASE)","Capsule (à libération immédiate et prolongée)",29394
40060,"oral capsule","56","ORAL","Orale","161","CAPSULE (IMMEDIATE RELEASE)","Capsule (à libération immédiate)",29395
40062,"prolonged-release oral capsule","56","ORAL","Orale","68","CAPSULE (SUSTAINED-RELEASE)","Capsule (à libération prolongée",29396
40063,"oral drops","56","ORAL","Orale","12","DROPS","Gouttes",29397
40064,"oral solution","56","ORAL","Orale","18","ELIXIR","Élixir",29398
40065,"oral emulsion","56","ORAL","Orale","19","EMULSION","Émulsion",29399
40066,"orodispersible film","56","ORAL","Orale","167","FILM, SOLUBLE","Pellicule, soluble",29400
40067,"oral gel","56","ORAL","Orale","114","GEL","Gel",29401
40068,"granules for oral suspension","56","ORAL","Orale","53","GRANULES","Granules",29402
40069,"granules for oral solution","56","ORAL","Orale","163","GRANULES FOR SOLUTION","Granules pour solution",29403
40070,"oral suspension","56","ORAL","Orale","157","GRANULES FOR SUSPENSION","Granules pour suspension",29404
40071,"gastro-resistant granules for oral suspension","56","ORAL","Orale","148","GRANULES FOR SUSPENSION, DELAYED RELEASE","Granules pour suspension, à libération retardée",29405
40006,"kit","56","ORAL","Orale","32","KIT","Trousse",29406
40072,"oral liquid","56","ORAL","Orale","34","LIQUID","Liquide",29407
40073,"lozenge","56","ORAL","Orale","39","LOZENGE","Pastille",29408
40021,"pressurised inhalation","56","ORAL","Orale","1","METERED-DOSE AEROSOL","Aérosol à dose mesurée",29409
40004,"gargle/mouthwash","56","ORAL","Orale","42","MOUTHWASH/GARGLE","Rince-bouche/Gargarisme",29410
40074,"oral powder","56","ORAL","Orale","48","PACKAGE","Paquet",29411
40075,"oral paste","56","ORAL","Orale","52","PASTE","Pâte",29412
40074,"oral powder","56","ORAL","Orale","55","POWDER","Poudre",29413
40049,"powder for oral solution","56","ORAL","Orale","56","POWDER FOR SOLUTION","Poudre pour solution",29414
40070,"oral suspension","56","ORAL","Orale","126","POWDER FOR SUSPENSION","Poudre pour suspension",29415
40064,"oral solution","56","ORAL","Orale","134","SOLUTION","Solution",29416
40076,"orodispersible tablet","56","ORAL","Orale","77","STRIP","Bandelette",29417
40070,"oral suspension","56","ORAL","Orale","79","SUSPENSION","Suspension",29418
40077,"syrup","56","ORAL","Orale","82","SYRUP","Sirop",29419
40077,"syrup","56","ORAL","Orale","70","SYRUP (EXTENDED-RELEASE)","Sirop (à libération prolongée)",29420
40078,"oral tablet","56","ORAL","Orale","85","TABLET","Comprimé",29421
40079,"chewable tablet","56","ORAL","Orale","151","TABLET (CHEWABLE)","Comprimé (à mâcher)",29422
40080,"modified-release oral tablet","56","ORAL","Orale","138","TABLET (COMBINED RELEASE)","Comprimé (à action combinée)",29423
40080,"modified-release oral tablet","56","ORAL","Orale","159","TABLET (DELAYED AND EXTENDED RELEASE)","Comprimé (à libération retardée et prolongée)",29424
40081,"gastro-resistant tablet","56","ORAL","Orale","109","TABLET (DELAYED-RELEASE)","Comprimé (à libération retardée)",29425
40082,"effervescent oral tablet","56","ORAL","Orale","23","TABLET (EFFERVESCENT)","Comprimé (effervescent)",29426
40081,"gastro-resistant tablet","56","ORAL","Orale","17","TABLET (ENTERIC-COATED)","Comprimé (entérosoluble)",29427
40083,"prolonged-release oral tablet","56","ORAL","Orale","75","TABLET (EXTENDED-RELEASE)","Comprimé (à libération prolongée)",29428
40084,"dispersible oral tablet","56","ORAL","Orale","156","TABLET FOR SUSPENSION","Comprimé pour suspension",29429
40080,"modified-release oral tablet","56","ORAL","Orale","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","Comprimé (à libération immédiate et retardée)",29430
40080,"modified-release oral tablet","56","ORAL","Orale","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","Comprimé(à libération immédiate et prolongée)",29431
40078,"oral tablet","56","ORAL","Orale","150","TABLET (IMMEDIATE RELEASE)","Comprimé (à libération immédiate)",29432
40076,"orodispersible tablet","56","ORAL","Orale","132","TABLET (ORALLY DISINTEGRATING)","Comprimé (à désintégration orale)",29433
40085,"powder for oral/rectal suspension","56-62","ORAL, RECTAL","Orale, Rectale","55","POWDER","Poudre",29434
40085,"powder for oral/rectal suspension","56-62","ORAL, RECTAL","Orale, Rectale","56","POWDER FOR SOLUTION","Poudre pour solution",29435
40086,"otic drops","57","OTIC","Otique","34","LIQUID","Liquide",29438
40088,"otic ointment","57","OTIC","Otique","43","OINTMENT","Pommade",29439
40086,"otic drops","57","OTIC","Otique","134","SOLUTION","Solution",29440
40086,"otic drops","57","OTIC","Otique","79","SUSPENSION","Suspension",29441
40089,"otic cream","57","OTIC","Otique","9","CREAM","Crème",29442
40090,"otic stick","57","OTIC","Otique","76","STICK","Bâton",29443
40001,"solution for injection","59","PARENTERAL (UNSPECIFIED)","Parentérale (non spécifiée)","34","LIQUID","Liquide",29444
40001,"solution for injection","59","PARENTERAL (UNSPECIFIED)","Parentérale (non spécifiée)","134","SOLUTION","Solution",29445
40001,"solution for injection","85","PERCUTANEOUS",NA,"34","LIQUID","Liquide",29446
40001,"solution for injection","85","PERCUTANEOUS","Percutanée","134","SOLUTION","Solution",29447
40001,"solution for injection","85-65","PERCUTANEOUS, SUBCUTANEOUS","Percutanée, Sous-cutanée","134","SOLUTION","Solution",29448
40001,"solution for injection","85-65","PERCUTANEOUS, SUBCUTANEOUS","Percutanée, Sous-cutanée","34","LIQUID","Liquide",29449
40091,"rectal foam","62","RECTAL","Rectale","2","AEROSOL","Aérosol",29450
40091,"rectal foam","62","RECTAL","Rectale","166","AEROSOL, FOAM","Aérosol, mousse",29451
40092,"rectal liquid","62","RECTAL","Rectale","20","ENEMA","Lavement",29452
40093,"rectal gel","62","RECTAL","Rectale","114","GEL","Gel",29453
40094,"rectal solution","62","RECTAL","Rectale","34","LIQUID","Liquide",29454
40095,"rectal ointment","62","RECTAL","Rectale","43","OINTMENT","Pommade",29455
40096,"powder for rectal solution","62","RECTAL","Rectale","56","POWDER FOR SOLUTION","Poudre pour solution",29456
40097,"suppository","62","RECTAL","Rectale","78","SUPPOSITORY","Suppositoire",29457
40098,"rectal suspension","62","RECTAL","Rectale","79","SUSPENSION","Suspension",29458
40099,"rectal cream","62","RECTAL","Rectale","9","CREAM","Crème",29459
40006,"kit","62","RECTAL","Rectale","32","KIT","Trousse",29460
40100,"enema","62","RECTAL","Rectale","85","TABLET","Comprimé",29461
40093,"rectal gel","62-70","RECTAL, TOPICAL","Rectale, Topique","114","GEL","Gel",29462
40095,"rectal ointment","62-70","RECTAL, TOPICAL","Rectale, Topique","43","OINTMENT","Pommade",29463
40001,"solution for injection","60","RETROBULBAR",NA,"134","SOLUTION","Solution",29464
40001,"solution for injection","63","SOFT TISSUE INJECTION",NA,"34","LIQUID","Liquide",29465
40019,"suspension for injection","63","SOFT TISSUE INJECTION",NA,"79","SUSPENSION","Suspension",29466
40001,"solution for injection","64","SUBARACHNOIDAL","Sous-arachnoÏdienne","134","SOLUTION","Solution",29467
40101,"implant","65","SUBCUTANEOUS","Sous-cutanée","30","IMPLANT","Implant",29468
40001,"solution for injection","65","SUBCUTANEOUS","Sous-cutanée","34","LIQUID","Liquide",29469
40017,"powder for solution for injection","65","SUBCUTANEOUS","Sous-cutanée","56","POWDER FOR SOLUTION","Poudre pour solution",29470
40016,"powder for suspension for injection","65","SUBCUTANEOUS","Sous-cutanée","126","POWDER FOR SUSPENSION","Poudre pour suspension",29471
40001,"solution for injection","65","SUBCUTANEOUS","Sous-cutanée","134","SOLUTION","Solution",29472
40001,"solution for injection","65","SUBCUTANEOUS","Sous-cutanée","155","SOLUTION (EXTENDED RELEASE)","Solution (à libération prolongée)",29473
40019,"suspension for injection","65","SUBCUTANEOUS","Sous-cutanée","79","SUSPENSION","Suspension",29474
40015,"emulsion for injection","65","SUBCUTANEOUS","Sous-cutanée","19","EMULSION","Émulsion",29475
40102,"periodontal gel","89","SUBGINGIVAL","Sous-gingivale","123","GEL (CONTROLLED-RELEASE)","Gel (à libération prolongée)",29476
40103,"prolonged-release periodontal powder","89","SUBGINGIVAL","Sous-gingivale","152","POWDER (EXTENDED RELEASE)","Poudre (à libération prolongée)",29477
40102,"periodontal gel","89","SUBGINGIVAL","Sous-gingivale","114","GEL","Gel",29478
40104,"sublingual spray","66","SUBLINGUAL","Sublinguale","1","METERED-DOSE AEROSOL","Aérosol à dose mesurée",29479
40104,"sublingual spray","66","SUBLINGUAL","Sublinguale","117","METERED-DOSE PUMP","Pompe à dose mesurée",29480
40105,"sublingual tablet","66","SUBLINGUAL","Sublinguale","85","TABLET","Comprimé",29481
40076,"orodispersible tablet","66","SUBLINGUAL","Sublinguale","132","TABLET (ORALLY DISINTEGRATING)","Comprimé (à désintégration orale)",29482
40007,"buccal tablet","66","SUBLINGUAL","Sublinguale","23","TABLET (EFFERVESCENT)","Comprimé (effervescent)",29483
40001,"solution for injection","109","SUBMUCOSAL","Sous-muqueuse","134","SOLUTION","Solution",29484
40106,"cutaneous spray","70","TOPICAL","Topique","2","AEROSOL","Aérosol",29485
40107,"cutaneous foam","70","TOPICAL","Topique","166","AEROSOL, FOAM","Aérosol, mousse",29486
40108,"cutaneous cream","70","TOPICAL","Topique","9","CREAM","Crème",29487
40109,"dressing","70","TOPICAL","Topique","13","DRESSING","Pansement",29488
40110,"cutaneous drops","70","TOPICAL","Topique","12","DROPS","Gouttes",29489
40111,"cutaneous emulsion","70","TOPICAL","Topique","19","EMULSION","Émulsion",29490
40112,"cutaneous gel","70","TOPICAL","Topique","114","GEL","Gel",29491
40112,"cutaneous gel","70","TOPICAL","Topique","26","JELLY",NA,29492
40006,"kit","70","TOPICAL","Topique","32","KIT","Trousse",29493
40113,"cutaneous liquid","70","TOPICAL","Topique","34","LIQUID","Liquide",29494
40114,"lotion","70","TOPICAL","Topique","36","LOTION","Lotion",29495
40005,"oromucosal spray","70","TOPICAL","Topique","1","METERED-DOSE AEROSOL","Aérosol à dose mesurée",29496
40115,"liquid","70","TOPICAL","Topique","174","OIL",NA,29497
40115,"liquid","70","TOPICAL","Topique","174","OIL","Huile",29498
40116,"cutaneous ointment","70","TOPICAL","Topique","43","OINTMENT","Pommade",29499
40117,"pad","70","TOPICAL","Topique","45","PAD","Compresse",29500
40118,"cutaneous paste","70","TOPICAL","Topique","52","PASTE","Pâte",29501
40119,"cutaneous patch","70","TOPICAL","Topique","145","PATCH","Timbre",29502
40120,"plaster","70","TOPICAL","Topique","50","PLASTER","Emplâtre",29503
40121,"cutaneous powder","70","TOPICAL","Topique","55","POWDER","Poudre",29504
40122,"powder for cutaneous solution","70","TOPICAL","Topique","56","POWDER FOR SOLUTION","Poudre pour solution",29505
40123,"shampoo","70","TOPICAL","Topique","59","SHAMPOO","Shampoing",29506
40124,"cutaneous solution","70","TOPICAL","Topique","134","SOLUTION","Solution",29507
40106,"cutaneous spray","70","TOPICAL","Topique","98","SPRAY","Pulvérisation",29508
40125,"spray (bag-on-valve)","70","TOPICAL","Topique","164","SPRAY, BAG-ON-VALVE","Pulvérisation, sac-sur-valve",29509
40106,"cutaneous spray","70","TOPICAL","Topique","158","SPRAY, METERED DOSE","Pulvérisation, à dose mesurée",29510
40126,"cutaneous stick","70","TOPICAL","Topique","76","STICK","Bâton",29511
40127,"cutaneous suspension","70","TOPICAL","Topique","79","SUSPENSION","Suspension",29512
40128,"swab","70","TOPICAL","Topique","129","SWAB","Coton-tige",29513
40129,"wipe","70","TOPICAL","Topique","105","WIPE","Serviette",29514
40124,"cutaneous solution","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)","34","LIQUID","Liquide",29515
40124,"cutaneous solution","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)","134","SOLUTION","Solution",29516
40106,"cutaneous spray","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)","98","SPRAY","Pulvérisation",29517
40114,"lotion","107","TOPICAL (HOSPITAL/HC FACILITIES)","Topique (Hôpitaux, établissements de soins de santé)","36","LOTION","Lotion",29518
40124,"cutaneous solution","107","TOPICAL (HOSPITAL/HC FACILITIES)","Topique (Hôpitaux, établissements de soins de santé)","134","SOLUTION","Solution",29519
40130,"medicated sponge","107","TOPICAL (HOSPITAL/HC FACILITIES)","Topique (Hôpitaux, établissements de soins de santé)","63","SPONGE","Éponge",29520
40128,"swab","107","TOPICAL (HOSPITAL/HC FACILITIES)","Topique (Hôpitaux, établissements de soins de santé)","129","SWAB","Coton-tige",29521
40129,"wipe","107","TOPICAL (HOSPITAL/HC FACILITIES)","Topique (Hôpitaux, établissements de soins de santé)","105","WIPE","Serviette",29522
40112,"cutaneous gel","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","114","GEL","Gel",29523
40124,"cutaneous solution","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","34","LIQUID","Liquide",29524
40114,"lotion","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","36","LOTION","Lotion",29525
40124,"cutaneous solution","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","134","SOLUTION","Solution",29526
40106,"cutaneous spray","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","98","SPRAY","Pulvérisation",29527
40129,"wipe","104","TOPICAL (HOUSEHOLD)","Topique (Maison)","105","WIPE","Serviette",29528
40131,"vaginal cream","70-74","TOPICAL, VAGINAL","Topique, Vaginale","9","CREAM","Crème",29529
40132,"transdermal gel","71","TRANSDERMAL","Transdermique","114","GEL","Gel",29530
40133,"transdermal patch","71","TRANSDERMAL","Transdermique","145","PATCH","Timbre",29531
40133,"transdermal patch","71","TRANSDERMAL","Transdermique","160","PATCH (EXTENDED RELEASE)","Timbre (à libération prolongée)",29532
40041,"intravesical solution","72","URETHRAL","Urétrale","134","SOLUTION","Solution",29533
40134,"urethral stick","72","URETHRAL","Urétrale","78","SUPPOSITORY","Suppositoire",29534
