"mp_code"|"formal_description_mp"|"formal_description_tm"|"tm_code"
"02386968"|"APO-IRBESARTAN [irbesartan 75 mg oral tablet] APOTEX INC"|"irbesartan"|9000967
"02386976"|"APO-IRBESARTAN [irbesartan 150 mg oral tablet] APOTEX INC"|"irbesartan"|9000967
"02386984"|"APO-IRBESARTAN [irbesartan 300 mg oral tablet] APOTEX INC"|"irbesartan"|9000967
"02406098"|"AURO-IRBESARTAN [irbesartan 75 mg oral tablet] AURO PHARMA INC"|"irbesartan"|9000967
"02406101"|"AURO-IRBESARTAN [irbesartan 150 mg oral tablet] AURO PHARMA INC"|"irbesartan"|9000967
"02406128"|"AURO-IRBESARTAN [irbesartan 300 mg oral tablet] AURO PHARMA INC"|"irbesartan"|9000967
"02406810"|"RAN-IRBESARTAN [irbesartan 75 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"irbesartan"|9000967
"02406829"|"RAN-IRBESARTAN [irbesartan 150 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"irbesartan"|9000967
"02406837"|"RAN-IRBESARTAN [irbesartan 300 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"irbesartan"|9000967
"02418193"|"JAMP-IRBESARTAN [irbesartan 75 mg oral tablet] JAMP PHARMA CORPORATION"|"irbesartan"|9000967
"02418207"|"JAMP-IRBESARTAN [irbesartan 150 mg oral tablet] JAMP PHARMA CORPORATION"|"irbesartan"|9000967
"02418215"|"JAMP-IRBESARTAN [irbesartan 300 mg oral tablet] JAMP PHARMA CORPORATION"|"irbesartan"|9000967
"02422980"|"MINT-IRBESARTAN [irbesartan 75 mg oral tablet] MINT PHARMACEUTICALS INC"|"irbesartan"|9000967
"02422999"|"MINT-IRBESARTAN [irbesartan 150 mg oral tablet] MINT PHARMACEUTICALS INC"|"irbesartan"|9000967
"02423006"|"MINT-IRBESARTAN [irbesartan 300 mg oral tablet] MINT PHARMACEUTICALS INC"|"irbesartan"|9000967
"02425319"|"RIVA-IRBESARTAN [irbesartan 75 mg oral tablet] LABORATOIRE RIVA INC"|"irbesartan"|9000967
"02425327"|"RIVA-IRBESARTAN [irbesartan 150 mg oral tablet] LABORATOIRE RIVA INC"|"irbesartan"|9000967
"02425335"|"RIVA-IRBESARTAN [irbesartan 300 mg oral tablet] LABORATOIRE RIVA INC"|"irbesartan"|9000967
"02427087"|"VAN-IRBESARTAN [irbesartan 75 mg oral tablet] VANC PHARMACEUTICALS INC"|"irbesartan"|9000967
"02427095"|"VAN-IRBESARTAN [irbesartan 150 mg oral tablet] VANC PHARMACEUTICALS INC"|"irbesartan"|9000967
"02427109"|"VAN-IRBESARTAN [irbesartan 300 mg oral tablet] VANC PHARMACEUTICALS INC"|"irbesartan"|9000967
"02446146"|"BIO-IRBESARTAN [irbesartan 75 mg oral tablet] BIOMED PHARMA"|"irbesartan"|9000967
"02446154"|"BIO-IRBESARTAN [irbesartan 150 mg oral tablet] BIOMED PHARMA"|"irbesartan"|9000967
"02446162"|"BIO-IRBESARTAN [irbesartan 300 mg oral tablet] BIOMED PHARMA"|"irbesartan"|9000967
"02446499"|"PRIVA-IRBESARTAN [irbesartan 75 mg oral tablet] PHARMAPAR INC"|"irbesartan"|9000967
"02446502"|"PRIVA-IRBESARTAN [irbesartan 150 mg oral tablet] PHARMAPAR INC"|"irbesartan"|9000967
"02446510"|"PRIVA-IRBESARTAN [irbesartan 300 mg oral tablet] PHARMAPAR INC"|"irbesartan"|9000967
"00441686"|"ISDN [isosorbide dinitrate 10 mg oral tablet] AA PHARMA INC"|"isosorbide-5-mononitrate"|9000974
"00441694"|"ISDN [isosorbide dinitrate 30 mg oral tablet] AA PHARMA INC"|"isosorbide-5-mononitrate"|9000974
"00670944"|"ISDN [isosorbide dinitrate 5 mg oral tablet] AA PHARMA INC"|"isosorbide-5-mononitrate"|9000974
"00786640"|"ISOSORBIDE TAB 30MG [isosorbide dinitrate 30 mg oral tablet] PHARMASCIENCE INC"|"isosorbide-5-mononitrate"|9000974
"00786667"|"PMS-ISOSORBIDE TAB 10MG [isosorbide dinitrate 10 mg oral tablet] PHARMASCIENCE INC"|"isosorbide-5-mononitrate"|9000974
"02126559"|"IMDUR - EXTENDED RELEASE TABLETS 60 MG [isosorbide-5-mononitrate 60 mg prolonged release oral tablet] ASTRAZENECA CANADA INC"|"isosorbide-5-mononitrate"|9000974
"02272830"|"APO-ISMN [isosorbide-5-mononitrate 60 mg prolonged release oral tablet] APOTEX INC"|"isosorbide-5-mononitrate"|9000974
"02301288"|"PMS-ISMN [isosorbide-5-mononitrate 60 mg prolonged release oral tablet] PHARMASCIENCE INC"|"isosorbide-5-mononitrate"|9000974
"02311321"|"PRO-ISMN - 60 [isosorbide-5-mononitrate 60 mg prolonged release oral tablet] PRO DOC LIMITEE"|"isosorbide-5-mononitrate"|9000974
"02446073"|"ISMN [isosorbide-5-mononitrate 60 mg prolonged release oral tablet] SIVEM PHARMACEUTICALS ULC"|"isosorbide-5-mononitrate"|9000974
"01968300"|"ACULAR LIQ 0.5% [ketorolac tromethamine 0.5 % opthalmic drops, solution] ALLERGAN INC"|"ketorolac"|9000985
"02245821"|"KETOROLAC [ketorolac tromethamine 0.5 % opthalmic drops, solution] AA PHARMA INC"|"ketorolac"|9000985
"02248722"|"ACULAR LS [ketorolac tromethamine 0.4 % opthalmic drops, solution] ALLERGAN INC"|"ketorolac"|9000985
"02369362"|"ACUVAIL [ketorolac tromethamine 0.45 % per w/v opthalmic drops, solution] ALLERGAN INC"|"ketorolac"|9000985
"02162660"|"TORADOL [ketorolac tromethamine 10 mg oral tablet] ATNAHS PHARMA UK LIMITED"|"ketorolac"|9000985
"02229080"|"KETOROLAC [ketorolac tromethamine 10 mg oral tablet] AA PHARMA INC"|"ketorolac"|9000985
"02162644"|"TORADOL IM [ketorolac tromethamine 10 mg per mL solution for injection] ATNAHS PHARMA UK LIMITED"|"ketorolac"|9000985
"02239944"|"KETOROLAC TROMETHAMINE INJECTION USP [ketorolac tromethamine 30 mg per mL solution for injection] SANDOZ CANADA INCORPORATED"|"ketorolac"|9000985
"02243989"|"APO-KETOROLAC INJECTABLE [ketorolac tromethamine 30 mg per mL solution for injection] APOTEX INC"|"ketorolac"|9000985
"02244947"|"KETOROLAC TROMETHAMINE INJECTION, USP [ketorolac tromethamine 30 mg per mL solution for injection] FRESENIUS KABI CANADA LTD"|"ketorolac"|9000985
"02390582"|"KETOROLAC TROMETHAMINE INJECTION, USP [ketorolac tromethamine 30 mg per mL solution for injection] HOSPIRA HEALTHCARE CORPORATION"|"ketorolac"|9000985
"02443376"|"KETOROLAC TROMETHAMINE INJECTION, USP [ketorolac tromethamine 30 mg per mL solution for injection] MDA INC."|"ketorolac"|9000985
"02142082"|"LAMICTAL [lamotrigine 25 mg oral tablet] GLAXOSMITHKLINE INC"|"lamotrigine"|9000993
"02142104"|"LAMICTAL [lamotrigine 100 mg oral tablet] GLAXOSMITHKLINE INC"|"lamotrigine"|9000993
"02142112"|"LAMICTAL [lamotrigine 150 mg oral tablet] GLAXOSMITHKLINE INC"|"lamotrigine"|9000993
"02240115"|"LAMICTAL [lamotrigine 5 mg oral tablet] GLAXOSMITHKLINE INC"|"lamotrigine"|9000993
"02243803"|"LAMICTAL [lamotrigine 2 mg oral tablet] GLAXOSMITHKLINE INC"|"lamotrigine"|9000993
"02245208"|"APO-LAMOTRIGINE [lamotrigine 25 mg oral tablet] APOTEX INC"|"lamotrigine"|9000993
"02245209"|"APO-LAMOTRIGINE [lamotrigine 100 mg oral tablet] APOTEX INC"|"lamotrigine"|9000993
"02245210"|"APO-LAMOTRIGINE [lamotrigine 150 mg oral tablet] APOTEX INC"|"lamotrigine"|9000993
"02246897"|"PMS-LAMOTRIGINE [lamotrigine 25 mg oral tablet] PHARMASCIENCE INC"|"lamotrigine"|9000993
"02246898"|"PMS-LAMOTRIGINE [lamotrigine 100 mg oral tablet] PHARMASCIENCE INC"|"lamotrigine"|9000993
"02246899"|"PMS-LAMOTRIGINE [lamotrigine 150 mg oral tablet] PHARMASCIENCE INC"|"lamotrigine"|9000993
"02248232"|"TEVA-LAMOTRIGINE [lamotrigine 25 mg oral tablet] TEVA CANADA LIMITED"|"lamotrigine"|9000993
"02248233"|"TEVA-LAMOTRIGINE [lamotrigine 100 mg oral tablet] TEVA CANADA LIMITED"|"lamotrigine"|9000993
"02248234"|"TEVA-LAMOTRIGINE [lamotrigine 150 mg oral tablet] TEVA CANADA LIMITED"|"lamotrigine"|9000993
"02265494"|"MYLAN-LAMOTRIGINE [lamotrigine 25 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02265508"|"MYLAN-LAMOTRIGINE [lamotrigine 100 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02265516"|"MYLAN-LAMOTRIGINE [lamotrigine 150 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02302969"|"LAMOTRIGINE-25 [lamotrigine 25 mg oral tablet] PRO DOC LIMITEE"|"lamotrigine"|9000993
"02302985"|"LAMOTRIGINE-100 [lamotrigine 100 mg oral tablet] PRO DOC LIMITEE"|"lamotrigine"|9000993
"02302993"|"LAMOTRIGINE-150 [lamotrigine 150 mg oral tablet] PRO DOC LIMITEE"|"lamotrigine"|9000993
"02343010"|"LAMOTRIGINE [lamotrigine 25 mg oral tablet] SANIS HEALTH INC"|"lamotrigine"|9000993
"02343029"|"LAMOTRIGINE [lamotrigine 100 mg oral tablet] SANIS HEALTH INC"|"lamotrigine"|9000993
"02343037"|"LAMOTRIGINE [lamotrigine 150 mg oral tablet] SANIS HEALTH INC"|"lamotrigine"|9000993
"02381354"|"AURO-LAMOTRIGINE [lamotrigine 25 mg oral tablet] AURO PHARMA INC"|"lamotrigine"|9000993
"02381362"|"AURO-LAMOTRIGINE [lamotrigine 100 mg oral tablet] AURO PHARMA INC"|"lamotrigine"|9000993
"02381370"|"AURO-LAMOTRIGINE [lamotrigine 150 mg oral tablet] AURO PHARMA INC"|"lamotrigine"|9000993
"02428202"|"LAMOTRIGINE [lamotrigine 25 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02428210"|"LAMOTRIGINE [lamotrigine 100 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02428229"|"LAMOTRIGINE [lamotrigine 150 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"lamotrigine"|9000993
"02165503"|"PREVACID [lansoprazole 15 mg modified release oral capsule] TAKEDA PHARMACEUTICALS AMERICA INC"|"lansoprazole"|9000997
"02165511"|"PREVACID [lansoprazole 30 mg modified release oral capsule] TAKEDA PHARMACEUTICALS AMERICA INC"|"lansoprazole"|9000997
"02280515"|"TEVA-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] TEVA CANADA LIMITED"|"lansoprazole"|9000997
"02280523"|"TEVA-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] TEVA CANADA LIMITED"|"lansoprazole"|9000997
"02293811"|"APO-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] APOTEX INC"|"lansoprazole"|9000997
"02293838"|"APO-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] APOTEX INC"|"lansoprazole"|9000997
"02353830"|"MYLAN-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] MYLAN PHARMACEUTICALS ULC"|"lansoprazole"|9000997
"02353849"|"MYLAN-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] MYLAN PHARMACEUTICALS ULC"|"lansoprazole"|9000997
"02357682"|"LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] SANIS HEALTH INC"|"lansoprazole"|9000997
"02357690"|"LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] SANIS HEALTH INC"|"lansoprazole"|9000997
"02366282"|"LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] PRO DOC LIMITEE"|"lansoprazole"|9000997
"02385643"|"SANDOZ LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] SANDOZ CANADA INCORPORATED"|"lansoprazole"|9000997
"02385767"|"LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] SIVEM PHARMACEUTICALS ULC"|"lansoprazole"|9000997
"02395258"|"PMS-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] PHARMASCIENCE INC"|"lansoprazole"|9000997
"02395266"|"PMS-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] PHARMASCIENCE INC"|"lansoprazole"|9000997
"02402610"|"RAN-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] RANBAXY PHARMACEUTICALS CANADA INC."|"lansoprazole"|9000997
"02402629"|"RAN-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] RANBAXY PHARMACEUTICALS CANADA INC."|"lansoprazole"|9000997
"02410389"|"LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] SIVEM PHARMACEUTICALS ULC"|"lansoprazole"|9000997
"02414775"|"DOM-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] DOMINION PHARMACAL"|"lansoprazole"|9000997
"02422808"|"RIVA-LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] LABORATOIRE RIVA INC"|"lansoprazole"|9000997
"02422816"|"RIVA-LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] LABORATOIRE RIVA INC"|"lansoprazole"|9000997
"02433001"|"LANSOPRAZOLE [lansoprazole 15 mg modified release oral capsule] PHARMASCIENCE INC"|"lansoprazole"|9000997
"02433028"|"LANSOPRAZOLE [lansoprazole 30 mg modified release oral capsule] PHARMASCIENCE INC"|"lansoprazole"|9000997
"02385651"|"SANDOZ LANSOPRAZOLE [lansoprazole 30 mg oral tablet] SANDOZ CANADA INCORPORATED"|"lansoprazole"|9000997
"02249464"|"PREVACID FASTAB [lansoprazole 15 mg prolonged release oral tablet] TAKEDA PHARMACEUTICALS AMERICA INC"|"lansoprazole"|9000997
"02249472"|"PREVACID FASTAB [lansoprazole 30 mg prolonged release oral tablet] TAKEDA PHARMACEUTICALS AMERICA INC"|"lansoprazole"|9000997
"02231493"|"XALATAN [latanoprost 50 mcg per mL opthalmic drops, solution] PFIZER CANADA INC"|"latanoprost"|9000999
"02254786"|"ACT LATANOPROST [latanoprost 0.05 mg per mL opthalmic drops, solution] ACTAVIS PHARMA COMPANY"|"latanoprost"|9000999
"02296527"|"APO-LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] APOTEX INC"|"latanoprost"|9000999
"02317125"|"PMS-LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] PHARMASCIENCE INC"|"latanoprost"|9000999
"02341085"|"RIVA-LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] LABORATOIRE RIVA INC"|"latanoprost"|9000999
"02367335"|"SANDOZ LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] SANDOZ CANADA INCORPORATED"|"latanoprost"|9000999
"02373041"|"GD-LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] GENMED A DIVISION OF PFIZER CANADA INC"|"latanoprost"|9000999
"02426935"|"MED-LATANOPROST [latanoprost 50 mcg per mL opthalmic drops, solution] GENERIC MEDICAL PARTNERS INC"|"latanoprost"|9000999
"02247027"|"KEPPRA [levetiracetam 250 mg oral tablet] UCB CANADA INC"|"levetiracetam"|9001008
"02247028"|"KEPPRA [levetiracetam 500 mg oral tablet] UCB CANADA INC"|"levetiracetam"|9001008
"02247029"|"KEPPRA [levetiracetam 750 mg oral tablet] UCB CANADA INC"|"levetiracetam"|9001008
"02274183"|"ACT LEVETIRACETAM [levetiracetam 250 mg oral tablet] ACTAVIS PHARMA COMPANY"|"levetiracetam"|9001008
"02274191"|"ACT LEVETIRACETAM [levetiracetam 500 mg oral tablet] ACTAVIS PHARMA COMPANY"|"levetiracetam"|9001008
"02274205"|"ACT LEVETIRACETAM [levetiracetam 750 mg oral tablet] ACTAVIS PHARMA COMPANY"|"levetiracetam"|9001008
"02285924"|"APO-LEVETIRACETAM [levetiracetam 250 mg oral tablet] APOTEX INC"|"levetiracetam"|9001008
"02285932"|"APO-LEVETIRACETAM [levetiracetam 500 mg oral tablet] APOTEX INC"|"levetiracetam"|9001008
"02285940"|"APO-LEVETIRACETAM [levetiracetam 750 mg oral tablet] APOTEX INC"|"levetiracetam"|9001008
"02296101"|"PMS-LEVETIRACETAM [levetiracetam 250 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02296128"|"PMS-LEVETIRACETAM [levetiracetam 500 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02296136"|"PMS-LEVETIRACETAM [levetiracetam 750 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02297353"|"PHL-LEVETIRACETAM [levetiracetam 250 mg oral tablet] PHARMEL INC"|"levetiracetam"|9001008
"02297361"|"PHL-LEVETIRACETAM [levetiracetam 500 mg oral tablet] PHARMEL INC"|"levetiracetam"|9001008
"02297388"|"PHL-LEVETIRACETAM [levetiracetam 750 mg oral tablet] PHARMEL INC"|"levetiracetam"|9001008
"02297396"|"DOM-LEVETIRACETAM [levetiracetam 250 mg oral tablet] DOMINION PHARMACAL"|"levetiracetam"|9001008
"02297418"|"DOM-LEVETIRACETAM [levetiracetam 500 mg oral tablet] DOMINION PHARMACAL"|"levetiracetam"|9001008
"02297426"|"DOM-LEVETIRACETAM [levetiracetam 750 mg oral tablet] DOMINION PHARMACAL"|"levetiracetam"|9001008
"02311372"|"PRO-LEVETIRACETAM - 250 [levetiracetam 250 mg oral tablet] PRO DOC LIMITEE"|"levetiracetam"|9001008
"02311380"|"PRO-LEVETIRACETAM - 500 [levetiracetam 500 mg oral tablet] PRO DOC LIMITEE"|"levetiracetam"|9001008
"02311399"|"PRO-LEVETIRACETAM - 750 [levetiracetam 750 mg oral tablet] PRO DOC LIMITEE"|"levetiracetam"|9001008
"02353342"|"LEVETIRACETAM [levetiracetam 250 mg oral tablet] SANIS HEALTH INC"|"levetiracetam"|9001008
"02353350"|"LEVETIRACETAM [levetiracetam 500 mg oral tablet] SANIS HEALTH INC"|"levetiracetam"|9001008
"02353369"|"LEVETIRACETAM [levetiracetam 750 mg oral tablet] SANIS HEALTH INC"|"levetiracetam"|9001008
"02375249"|"AURO-LEVETIRACETAM [levetiracetam 250 mg oral tablet] AURO PHARMA INC"|"levetiracetam"|9001008
"02375257"|"AURO-LEVETIRACETAM [levetiracetam 500 mg oral tablet] AURO PHARMA INC"|"levetiracetam"|9001008
"02375265"|"AURO-LEVETIRACETAM [levetiracetam 750 mg oral tablet] AURO PHARMA INC"|"levetiracetam"|9001008
"02396106"|"RAN-LEVETIRACETAM [levetiracetam 250 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"levetiracetam"|9001008
"02396114"|"RAN-LEVETIRACETAM [levetiracetam 500 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"levetiracetam"|9001008
"02396122"|"RAN-LEVETIRACETAM [levetiracetam 750 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"levetiracetam"|9001008
"02399776"|"LEVETIRACETAM TABLETS [levetiracetam 250 mg oral tablet] ACCORD HEALTHCARE INC"|"levetiracetam"|9001008
"02399784"|"LEVETIRACETAM TABLETS [levetiracetam 500 mg oral tablet] ACCORD HEALTHCARE INC"|"levetiracetam"|9001008
"02399792"|"LEVETIRACETAM TABLETS [levetiracetam 750 mg oral tablet] ACCORD HEALTHCARE INC"|"levetiracetam"|9001008
"02403005"|"JAMP-LEVETIRACETAM [levetiracetam 250 mg oral tablet] JAMP PHARMA CORPORATION"|"levetiracetam"|9001008
"02403021"|"JAMP-LEVETIRACETAM [levetiracetam 500 mg oral tablet] JAMP PHARMA CORPORATION"|"levetiracetam"|9001008
"02403048"|"JAMP-LEVETIRACETAM [levetiracetam 750 mg oral tablet] JAMP PHARMA CORPORATION"|"levetiracetam"|9001008
"02432374"|"VAN-LEVETIRACETAM [levetiracetam 250 mg oral tablet] VANC PHARMACEUTICALS INC"|"levetiracetam"|9001008
"02432382"|"VAN-LEVETIRACETAM [levetiracetam 500 mg oral tablet] VANC PHARMACEUTICALS INC"|"levetiracetam"|9001008
"02432390"|"VAN-LEVETIRACETAM [levetiracetam 750 mg oral tablet] VANC PHARMACEUTICALS INC"|"levetiracetam"|9001008
"02440202"|"NAT-LEVETIRACETAM [levetiracetam 250 mg oral tablet] NATCO PHARMA (CANADA) INC"|"levetiracetam"|9001008
"02440210"|"NAT-LEVETIRACETAM [levetiracetam 500 mg oral tablet] NATCO PHARMA (CANADA) INC"|"levetiracetam"|9001008
"02440229"|"NAT-LEVETIRACETAM [levetiracetam 750 mg oral tablet] NATCO PHARMA (CANADA) INC"|"levetiracetam"|9001008
"02442531"|"LEVETIRACETAM [levetiracetam 250 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"levetiracetam"|9001008
"02442558"|"LEVETIRACETAM [levetiracetam 500 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"levetiracetam"|9001008
"02442566"|"LEVETIRACETAM [levetiracetam 750 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"levetiracetam"|9001008
"02454653"|"LEVETIRACETAM [levetiracetam 250 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02454661"|"LEVETIRACETAM [levetiracetam 500 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02454688"|"LEVETIRACETAM [levetiracetam 750 mg oral tablet] PHARMASCIENCE INC"|"levetiracetam"|9001008
"02314932"|"LEVOFLOXACIN IN 5% DEXTROSE INJECTION [levofloxacin 5 mg per mL solution for injection] HOSPIRA HEALTHCARE CORPORATION"|"levofloxacin"|9001012
"02171228"|"SYNTHROID [levothyroxine sodium 112 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172062"|"SYNTHROID [levothyroxine sodium 25 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172070"|"SYNTHROID [levothyroxine sodium 50 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172089"|"SYNTHROID [levothyroxine sodium 75 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172097"|"SYNTHROID [levothyroxine sodium 88 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172100"|"SYNTHROID [levothyroxine sodium 100 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172119"|"SYNTHROID [levothyroxine sodium 125 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172127"|"SYNTHROID [levothyroxine sodium 150 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172135"|"SYNTHROID [levothyroxine sodium 175 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172143"|"SYNTHROID [levothyroxine sodium 200 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02172151"|"SYNTHROID [levothyroxine sodium 300 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02213192"|"ELTROXIN [levothyroxine sodium 50 mcg oral tablet] ASPEN PHARMA TRADING LIMITED"|"levothyroxine"|9001015
"02213206"|"ELTROXIN [levothyroxine sodium 100 mcg oral tablet] ASPEN PHARMA TRADING LIMITED"|"levothyroxine"|9001015
"02213214"|"ELTROXIN [levothyroxine sodium 150 mcg oral tablet] ASPEN PHARMA TRADING LIMITED"|"levothyroxine"|9001015
"02213222"|"ELTROXIN [levothyroxine sodium 200 mcg oral tablet] ASPEN PHARMA TRADING LIMITED"|"levothyroxine"|9001015
"02213230"|"ELTROXIN [levothyroxine sodium 300 mcg oral tablet] ASPEN PHARMA TRADING LIMITED"|"levothyroxine"|9001015
"02233852"|"SYNTHROID [levothyroxine sodium 137 mcg oral tablet] BGP PHARMA ULC"|"levothyroxine"|9001015
"02264323"|"EUTHYROX [levothyroxine sodium 25 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264331"|"EUTHYROX [levothyroxine sodium 50 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264358"|"EUTHYROX [levothyroxine sodium 75 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264366"|"EUTHYROX [levothyroxine sodium 88 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264374"|"EUTHYROX [levothyroxine sodium 100 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264390"|"EUTHYROX [levothyroxine sodium 112 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264404"|"EUTHYROX [levothyroxine sodium 125 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264412"|"EUTHYROX [levothyroxine sodium 137 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264420"|"EUTHYROX [levothyroxine sodium 150 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264439"|"EUTHYROX [levothyroxine sodium 175 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264447"|"EUTHYROX [levothyroxine sodium 200 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02264455"|"EUTHYROX [levothyroxine sodium 300 mcg oral tablet] EMD SERONO A DIVISION OF EMD INC CANADA"|"levothyroxine"|9001015
"02245948"|"LEVOTHYROXINE SODIUM FOR INJECTION [levothyroxine sodium 500 mcg per vial powder for solution for injection] FRESENIUS KABI CANADA LTD"|"levothyroxine"|9001015
"02322951"|"VYVANSE [lisdexamfetamine dimesylate 30 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02322978"|"VYVANSE [lisdexamfetamine dimesylate 50 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02347156"|"VYVANSE [lisdexamfetamine dimesylate 20 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02347164"|"VYVANSE [lisdexamfetamine dimesylate 40 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02347172"|"VYVANSE [lisdexamfetamine dimesylate 60 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02439603"|"VYVANSE [lisdexamfetamine dimesylate 10 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"02458071"|"VYVANSE [lisdexamfetamine dimesylate 70 mg oral capsule] SHIRE PHARMA CANADA ULC"|"lisdexamfetamine"|9001029
"00839388"|"PRINIVIL [lisinopril 5 mg oral tablet] MERCK CANADA INC"|"lisinopril"|9001030
"00839396"|"PRINIVIL [lisinopril 10 mg oral tablet] MERCK CANADA INC"|"lisinopril"|9001030
"00839418"|"PRINIVIL [lisinopril 20 mg oral tablet] MERCK CANADA INC"|"lisinopril"|9001030
"02049333"|"ZESTRIL TAB 5MG [lisinopril 5 mg oral tablet] ASTRAZENECA CANADA INC"|"lisinopril"|9001030
"02049376"|"ZESTRIL TAB 10MG [lisinopril 10 mg oral tablet] ASTRAZENECA CANADA INC"|"lisinopril"|9001030
