"mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
"02282984","02282984","TEVA-FENTANYL","TEVA CANADA LIMITED","TEVA-FENTANYL (fentanyl 100 mcg per hour transdermal patch) TEVA CANADA LIMITED",NA,NA,"active",2006-07-04
"02282976","02282976","TEVA-FENTANYL","TEVA CANADA LIMITED","TEVA-FENTANYL (fentanyl 75 mcg per hour transdermal patch) TEVA CANADA LIMITED",NA,NA,"active",2006-07-04
"02282968","02282968","TEVA-FENTANYL","TEVA CANADA LIMITED","TEVA-FENTANYL (fentanyl 50 mcg per hour transdermal patch) TEVA CANADA LIMITED",NA,NA,"active",2006-07-04
"02417286","02417286","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 10 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02291878","02291878","ACT ENALAPRIL","TEVA CANADA LIMITED","ACT ENALAPRIL (enalapril sodium (enalapril maleate) 2 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2007-10-17
"02281848","02281848","APO-OLANZAPINE","APOTEX INC","APO-OLANZAPINE (olanzapine 15 mg oral tablet) APOTEX INC",NA,NA,"active",2009-10-09
"02281821","02281821","APO-OLANZAPINE","APOTEX INC","APO-OLANZAPINE (olanzapine 10 mg oral tablet) APOTEX INC",NA,NA,"active",2009-10-09
"02281813","02281813","APO-OLANZAPINE","APOTEX INC","APO-OLANZAPINE (olanzapine 7.5 mg oral tablet) APOTEX INC",NA,NA,"active",2009-10-09
"02281791","02281791","APO-OLANZAPINE","APOTEX INC","APO-OLANZAPINE (olanzapine 2.5 mg oral tablet) APOTEX INC",NA,NA,"active",2009-10-09
"02241976","02241976","TALWIN","PFIZER CANADA INC","TALWIN (pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection ampoule) PFIZER CANADA INC",NA,NA,"active",2002-11-01
"00509558","00509558","EPIPEN","MYLAN SPECIALTY LP","EPIPEN (epinephrine 0.09 mg per 0.3 mL solution for injection syringe) MYLAN SPECIALTY LP",NA,NA,"active",1980-12-31
"700155","01980696","MORPHINE SULFATE INJ 1MG/ML USP","SANDOZ CANADA INCORPORATED","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 1 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02231503","02231503","PMS-DICLOFENAC","PHARMASCIENCE INC","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"inactive",2017-09-29
"02319438","02319438","TEVA-HYDROMORPHONE","TEVA CANADA LIMITED","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 4 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-11-16
"02327791","02327791","SANDOZ OLANZAPINE ODT","SANDOZ CANADA INCORPORATED","SANDOZ OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2010-02-26
"02278499","02278499","DOM-AZITHROMYCIN","DOMINION PHARMACAL","DOM-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active",2008-04-16
"00594636","00594636","STATEX TABLET 25MG","PALADIN LABS INC","STATEX TABLET 25MG (morphine sulfate 25 mg oral tablet) PALADIN LABS INC",NA,NA,"active",1985-12-31
"02091186","02091186","PMS-SALBUTAMOL ORAL LIQUID","PHARMASCIENCE INC","PMS-SALBUTAMOL ORAL LIQUID (salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"02276755","02276755","TEVA-OLANZAPINE","TEVA CANADA LIMITED","TEVA-OLANZAPINE (olanzapine 15 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2007-06-06
"02448726","02448726","AURO-OLANZAPINE ODT","AURO PHARMA INC","AURO-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) AURO PHARMA INC",NA,NA,"active",2015-12-01
"02276712","02276712","TEVA-OLANZAPINE","TEVA CANADA LIMITED","TEVA-OLANZAPINE (olanzapine 2.5 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2007-06-06
"02275856","02275856","DURAGESIC","JANSSEN INC","DURAGESIC (fentanyl 100 mcg per hour transdermal patch) JANSSEN INC",NA,NA,"active",2009-05-11
"02184451","02184451","KADIAN","BGP PHARMA ULC","KADIAN (morphine sulfate 100 mg prolonged-release oral capsule) BGP PHARMA ULC",NA,NA,"active",1996-10-25
"02275848","02275848","DURAGESIC","JANSSEN INC","DURAGESIC (fentanyl 75 mcg per hour transdermal patch) JANSSEN INC",NA,NA,"active",2009-05-11
"02381923","02381923","AURO-CIPROFLOXACIN","AURO PHARMA INC","AURO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) AURO PHARMA INC",NA,NA,"active",2012-06-13
"02275309","02275309","RIVA-AZITHROMYCIN","LABORATOIRE RIVA INC","RIVA-AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2006-03-16
"02274566","02274566","GD-AZITHROMYCIN","GENMED A DIVISION OF PFIZER CANADA INC","GD-AZITHROMYCIN (azithromycin 100 mg per 5 mL oral suspension) GENMED A DIVISION OF PFIZER CANADA INC",NA,NA,"active",2013-11-04
"02274396","02274396","AZITHROMYCIN","PHARMASCIENCE INC","AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 200 mg per 5 mL oral suspension) PHARMASCIENCE INC",NA,NA,"active",2006-04-19
"700057","02230535","CLINDAMYCIN INJECTION USP","SANDOZ CANADA INCORPORATED","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1999-01-15
"00614505","00614505","DOLORAL 5 SIROP 5MG/ML","LABORATOIRE ATLAS INC","DOLORAL 5 SIROP 5MG/ML (morphine hydrochloride 5 mg per mL syrup) LABORATOIRE ATLAS INC",NA,NA,"active",1991-12-31
"02272903","02272903","LINESSA 21","ASPEN PHARMA TRADING LIMITED","LINESSA 21 (desogestrel 100 mcg and estradiol 25 mcg oral tablet with desogestrel 125 mcg and estradiol 25 mcg oral tablet with desogestrel 150 mcg and ethinyl estradiol 25 mcg oral tablet) ASPEN PHARMA TRADING LIMITED",NA,NA,"active",2006-06-13
"02311437","02311437","PRO-ENALAPRIL - 20","PRO DOC LIMITEE","PRO-ENALAPRIL - 20 (enalapril maleate 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-07-04
"02311402","02311402","PRO-ENALAPRIL - 2.5","PRO DOC LIMITEE","PRO-ENALAPRIL - 2.5 (enalapril maleate 2.5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-07-04
"02368846","02368846","AZITHROMYCIN FOR INJECTION","STERIMAX INC","AZITHROMYCIN FOR INJECTION (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) STERIMAX INC",NA,NA,"active",2011-10-04
"02336731","02336731","APO-RIVASTIGMINE","APOTEX INC","APO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) APOTEX INC",NA,NA,"active",2010-04-07
"02231504","02231504","PMS-DICLOFENAC-SR","PHARMASCIENCE INC","PMS-DICLOFENAC-SR (diclofenac sodium 75 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA,"active",1997-11-28
"02238172","02238172","MYLAN-AMOXICILLIN","MYLAN PHARMACEUTICALS ULC","MYLAN-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",1998-06-18
"700028","02145928","HYDROMORPHONE HP 10","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"00654515","00654515","PMS-AMITRIPTYLINE","PHARMASCIENCE INC","PMS-AMITRIPTYLINE (amitriptyline hydrochloride 25 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1988-12-31
"02267845","02267845","TEVA-AZITHROMYCIN","TEVA CANADA LIMITED","TEVA-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2005-12-01
"02255723","02255723","RISPERDAL CONSTA","JANSSEN INC","RISPERDAL CONSTA (risperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution) JANSSEN INC",NA,NA,"active",2004-09-08
"02382709","02382709","MYLAN-OLANZAPINE ODT","MYLAN PHARMACEUTICALS ULC","MYLAN-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02305992","02305992","NOVO-RIVASTIGMINE","NOVOPHARM LIMITED","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02261774","02261774","SANDOZ-DICLOFENAC RAPIDE","SANDOZ CANADA INCORPORATED","SANDOZ-DICLOFENAC RAPIDE (diclofenac potassium 50 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2006-02-02
"02261731","02261731","YASMIN 28","BAYER INC","YASMIN 28 (drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) BAYER INC",NA,NA,"active",2004-12-22
"02258560","02258560","TRI-CYCLEN LO        (-21 DAY)","JANSSEN INC","TRI-CYCLEN LO (21 DAY) (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC",NA,NA,"active",2005-01-27
"02258331","02258331","MYLAN-CLINDAMYCIN","MYLAN PHARMACEUTICALS ULC","MYLAN-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2004-09-14
"02444887","02444887","BIO-CIPROFLOXACIN","BIOMED PHARMA","BIO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) BIOMED PHARMA",NA,NA,"active",2016-06-17
"02236933","02236933","PHL-SALBUTAMOL RESPIRATOR SOLUTION","PHARMEL INC","PHL-SALBUTAMOL RESPIRATOR SOLUTION (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) PHARMEL INC",NA,NA,"inactive",2017-09-14
"02352397","02352397","DICLOFENAC EC","SANIS HEALTH INC","DICLOFENAC EC (diclofenac sodium 50 mg gastro-resistant tablet) SANIS HEALTH INC",NA,NA,"active",2010-06-15
"02364131","02364131","APO-HYDROMORPHONE","APOTEX INC","APO-HYDROMORPHONE (hydromorphone hydrochloride 4 mg oral tablet) APOTEX INC",NA,NA,"active",2012-12-18
"00525103","00525103","S2","NEPHRON PHARMACEUTICALS CORPORATION","S2 (epinephrine racemic 2.25 % inhalation solution) NEPHRON PHARMACEUTICALS CORPORATION",NA,NA,"active",1998-10-02
"02372851","02372851","OLANZAPINE","SANIS HEALTH INC","OLANZAPINE (olanzapine 15 mg oral tablet) SANIS HEALTH INC",NA,NA,"active",2011-10-26
"700033","02146126","HYDROMORPHONE HP 50","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"700096","02320045","METOJECT","MEDEXUS INC","METOJECT (methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe) MEDEXUS INC",NA,NA,"active",2009-01-26
"00721891","00721891","EPINEPHRINE INJ 1MG/ML USP","HOSPIRA HEALTHCARE CORPORATION","EPINEPHRINE INJ 1MG/ML USP (epinephrine 1 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",1988-12-31
"02261081","02261081","APO-DEXAMETHASONE","APOTEX INC","APO-DEXAMETHASONE (dexamethasone 0.5 mg oral tablet) APOTEX INC",NA,NA,"active",2004-11-17
"02255340","02255340","ACT AZITHROMYCIN","ACTAVIS PHARMA COMPANY","ACT AZITHROMYCIN (azithromycin (azithromycin monohydrate) 250 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2005-11-02
"02337886","02337886","MYLAN-OLANZAPINE","MYLAN PHARMACEUTICALS ULC","MYLAN-OLANZAPINE (olanzapine 5 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2010-06-15
"02247372","02247372","BIO-FUROSEMIDE","BIOMED PHARMA","BIO-FUROSEMIDE (furosemide 40 mg oral tablet) BIOMED PHARMA",NA,NA,"inactive",2017-08-11
"00670901","00670901","VASOTEC","MERCK CANADA INC","VASOTEC (enalapril sodium 8 mg oral tablet) MERCK CANADA INC",NA,NA,"active",1987-12-31
"02388146","02388146","ESME 28","MYLAN PHARMACEUTICALS ULC","ESME 28 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-07-05
"02251248","02251248","RIVA-CIPROFLOXACIN","LABORATOIRE RIVA INC","RIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2004-03-25
"02456389","02456389","AURO-TELMISARTAN HCTZ","AURO PHARMA INC","AURO-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC",NA,NA,"active",2016-08-23
"02261960","02261960","SANDOZ-DICLOFENAC","SANDOZ CANADA INCORPORATED","SANDOZ-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2006-02-02
"02250020","02250020","ACT MELOXICAM","TEVA CANADA LIMITED","ACT MELOXICAM (meloxicam 15 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2004-08-12
"02250012","02250012","ACT MELOXICAM","TEVA CANADA LIMITED","ACT MELOXICAM (meloxicam 7.5 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2004-08-12
"700074","02240434","FENTANYL CITRATE INJECTION USP","SANDOZ CANADA INCORPORATED","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",2000-02-10
"02249499","02249499","ANDROGEL","BGP PHARMA ULC","ANDROGEL (testosterone 1 % cutaneous gel) BGP PHARMA ULC",NA,NA,"active",2004-09-20
"02163705","02163705","ATROVENT NASAL SPRAY","SANOFI-AVENTIS CANADA INC","ATROVENT NASAL SPRAY (ipratropium bromide 21 mcg per actuation nasal spray) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1995-12-31
"02278588","02278588","PHL-AZITHROMYCIN","PHARMEL INC","PHL-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 250 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02266962","02266962","TARO-CIPROFLOXACIN","TARO PHARMACEUTICALS INC","TARO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) TARO PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-10
"02330156","02330156","RAN-FENTANYL MATRIX PATCH","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-FENTANYL MATRIX PATCH (fentanyl 100 mcg per hour transdermal patch) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2009-09-28
"700026","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP","PFIZER CANADA INC","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1994-12-31
"02445344","02445344","PRIVA-CIPROFLOXACIN","PHARMAPAR INC","PRIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) PHARMAPAR INC",NA,NA,"active",2016-06-17
"00654507","00654507","PMS-AMITRIPTYLINE","PHARMASCIENCE INC","PMS-AMITRIPTYLINE (amitriptyline hydrochloride 50 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1988-12-31
"02327589","02327589","ACT OLANZAPINE ODT","ACTAVIS PHARMA COMPANY","ACT OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2009-10-16
"02248438","02248438","PMS-CIPROFLOXACIN","PHARMASCIENCE INC","PMS-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2004-02-18
"02425114","02425114","OLANZAPINE ODT","PRO DOC LIMITEE","OLANZAPINE ODT (olanzapine 20 mg orodispersible tablet) PRO DOC LIMITEE",NA,NA,"active",2014-06-10
"02417278","02417278","JAMP OLANZAPINE FC","JAMP PHARMA CORPORATION","JAMP OLANZAPINE FC (olanzapine 7.5 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active",2015-06-05
"02248082","02248082","RIVA-VERAPAMIL SR","LABORATOIRE RIVA INC","RIVA-VERAPAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2005-09-14
"02385864","02385864","OLANZAPINE","SIVEM PHARMACEUTICALS ULC","OLANZAPINE (olanzapine 2.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2012-06-12
"02243371","02243371","AZATHIOPRINE-50","PRO DOC LIMITEE","AZATHIOPRINE-50 (azathioprine 50 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2009-06-10
"02036347","02036347","NOVAMOXIN","TEVA CANADA LIMITED","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg chewable tablet) TEVA CANADA LIMITED",NA,NA,"active",1994-12-31
"02247686","02247686","ATROVENT HFA","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","ATROVENT HFA (ipratropium bromide 20 mcg per actuation pressurised inhalation) BOEHRINGER INGELHEIM (CANADA) LTD LTEE",NA,NA,"active",2004-03-24
"02229269","02229269","ZYPREXA - 5MG","ELI LILLY CANADA INC","ZYPREXA - 5MG (olanzapine 5 mg oral tablet) ELI LILLY CANADA INC",NA,NA,"active",1996-11-14
"700005","00260436","DALACIN C PHOSPHATE","PFIZER CANADA INC","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1973-12-31
"02247500","02247500","CLIMARA 75","BAYER INC","CLIMARA 75 (estradiol (estradiol hemihydrate) 5.7 mg transdermal patch) BAYER INC",NA,NA,"active",2004-03-12
"02392593","02392593","MYL-SILDENAFIL","MYLAN PHARMACEUTICALS ULC","MYL-SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-03
"02247371","02247371","BIO-FUROSEMIDE","BIOMED PHARMA","BIO-FUROSEMIDE (furosemide 20 mg oral tablet) BIOMED PHARMA",NA,NA,"active",2003-04-11
"02251310","02251310","PHL-CIPROFLOXACIN","PHARMEL INC","PHL-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-12
"02247340","02247340","ACT CIPROFLOXACIN","ACTAVIS PHARMA COMPANY","ACT CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2004-02-18
"02225190","02225190","ESTRACE","ACERUS PHARMACEUTICALS CORPORATION","ESTRACE (estradiol 0.5 mg oral tablet) ACERUS PHARMACEUTICALS CORPORATION",NA,NA,"active",1997-07-10
"02247265","02247265","PENNSAID","PALADIN LABS INC","PENNSAID (diclofenac sodium 1.5 % cutaneous solution) PALADIN LABS INC",NA,NA,"active",2003-04-01
"02393263","02393263","ACT TELMISARTAN/HCT","ACTAVIS PHARMA COMPANY","ACT TELMISARTAN/HCT (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"inactive",2017-08-25
"00782491","00782491","APO-VERAP TABLET 120MG","APOTEX INC","APO-VERAP TABLET 120MG (verapamil hydrochloride 120 mg oral tablet) APOTEX INC",NA,NA,"active",1989-12-31
"02246968","02246968","SANDOZ ESTRADIOL DERM 75","SANDOZ CANADA INCORPORATED","SANDOZ ESTRADIOL DERM 75 (estradiol (estradiol hemihydrate) 6 mg transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active",2003-04-24
"02097176","02097176","RATIO-IPRATROPIUM UDV","TEVA CANADA LIMITED","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA,"active",1997-12-04
"700090","02246414","AVELOX I.V.","BAYER INC","AVELOX I.V. (moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag) BAYER INC",NA,NA,"active",2003-06-24
"02248439","02248439","PMS-CIPROFLOXACIN","PHARMASCIENCE INC","PMS-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2004-02-18
"02168898","02168898","ESTRING","PFIZER CANADA INC","ESTRING (estradiol 2 mg ring (slow release)) PFIZER CANADA INC",NA,NA,"active",1995-12-31
"02395525","02395525","TELMISARTAN-HCTZ","PRO DOC LIMITEE","TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2012-11-22
"02427591","02427591","AURO-RIVASTIGMINE","AURO PHARMA INC","AURO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) AURO PHARMA INC",NA,NA,"active",2016-04-12
"02257092","02257092","MYLAN-PRAVASTATIN","MYLAN PHARMACEUTICALS ULC","MYLAN-PRAVASTATIN (pravastatin sodium 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02245649","02245649","MYLAN-CIPROFLOXACIN","MYLAN PHARMACEUTICALS ULC","MYLAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2004-02-18
"02428032","02428032","VAN-OLANZAPINE","VANC PHARMACEUTICALS INC","VAN-OLANZAPINE (olanzapine 10 mg oral tablet) VANC PHARMACEUTICALS INC",NA,NA,"active",2015-07-10
"02245345","02245345","ANDROGEL","BGP PHARMA ULC","ANDROGEL (testosterone 1 % cutaneous gel) BGP PHARMA ULC",NA,NA,"active",2002-05-06
"02245233","02245233","APO-CLINDAMYCIN","APOTEX INC","APO-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 300 mg oral capsule) APOTEX INC",NA,NA,"active",2002-02-20
"02245232","02245232","APO-CLINDAMYCIN","APOTEX INC","APO-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) APOTEX INC",NA,NA,"active",2002-02-20
"02230245","02230245","PMS-AMOXICILLIN","PHARMASCIENCE INC","PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) PHARMASCIENCE INC",NA,NA,"active",2002-10-04
"700085","02244947","KETOROLAC TROMETHAMINE INJECTION, USP","FRESENIUS KABI CANADA LTD","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 60 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active",2002-05-23
"02244895","02244895","IMURAN","ASPEN PHARMACARE CANADA INC.","IMURAN (azathioprine (azathioprine sodium) 50 mg per vial powder for solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"active",2001-12-20
"02244797","02244797","HYDROMORPHONE HP FORTE INJECTION","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HP FORTE INJECTION (hydromorphone hydrochloride 10000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",2001-12-10
"00782483","00782483","APO-VERAP TAB 80MG","APOTEX INC","APO-VERAP TAB 80MG (verapamil hydrochloride 80 mg oral tablet) APOTEX INC",NA,NA,"active",1989-12-31
"02244790","02244790","SANDOZ MORPHINE SR","SANDOZ CANADA INCORPORATED","SANDOZ MORPHINE SR (morphine sulfate 15 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2001-11-14
"700082","02244728","DILTIAZEM HYDROCHLORIDE INJECTION","SANDOZ CANADA INCORPORATED","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",2002-01-09
"02303116","02303116","PMS-OLANZAPINE","PHARMASCIENCE INC","PMS-OLANZAPINE (olanzapine 2.5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2008-04-02
"700083","02244728","DILTIAZEM HYDROCHLORIDE INJECTION","SANDOZ CANADA INCORPORATED","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",2002-01-09
"700084","02244947","KETOROLAC TROMETHAMINE INJECTION, USP","FRESENIUS KABI CANADA LTD","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active",2002-05-23
"02242003","02242003","DEMEROL 50 MG/ML   (SINGLE USE, PRESERVATIVE FREE)","HOSPIRA HEALTHCARE CORPORATION","DEMEROL 50 MG/ML   (SINGLE USE, PRESERVATIVE FREE) (meperidine hydrochloride 50 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"00396788","00396788","APO FUROSEMIDE TAB 20MG","APOTEX INC","APO FUROSEMIDE TAB 20MG (furosemide 20 mg oral tablet) APOTEX INC",NA,NA,"active",1977-12-31
"02244002","02244002","ESTRADOT 100","NOVARTIS PHARMACEUTICALS CANADA INC","ESTRADOT 100 (estradiol 1.56 mg transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2001-09-05
"02243999","02243999","ESTRADOT 37.5","NOVARTIS PHARMACEUTICALS CANADA INC","ESTRADOT 37.5 (estradiol 0.585 mg transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2001-09-05
"02243961","02243961","DITROPAN XL  -(10MG)","JANSSEN INC","DITROPAN XL  -(10MG) (oxybutynin chloride 10 mg prolonged-release oral tablet) JANSSEN INC",NA,NA,"active",2001-06-22
"02243862","02243862","FUCITHALMIC","AMDIPHARM LIMITED","FUCITHALMIC (fusidic acid 1 % ophthalmic drops) AMDIPHARM LIMITED",NA,NA,"active",2001-08-29
"700058","02230535","CLINDAMYCIN INJECTION USP","SANDOZ CANADA INCORPORATED","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1999-01-15
