"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"ipratropium bromide 42 mcg per actuation nasal spray",1,FALSE,1996-02-02,9000640
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 1 mg oral tablet",2,FALSE,1996-08-14,9000641
"folic acid (sodium folate) 5 mg per mL solution for injection",1,FALSE,1996-08-14,9000642
"simvastatin 40 mg oral tablet",21,FALSE,1996-08-14,9000643
"tacrolimus 1 mg oral capsule",2,FALSE,1996-08-14,9000644
"tacrolimus 5 mg oral capsule",2,FALSE,1996-08-14,9000645
"tacrolimus 5 mg per 1 mL solution for injection ampoule",1,FALSE,1996-08-14,9000646
"pravastatin sodium 40 mg oral tablet",15,FALSE,1996-08-21,9000647
"dexamethasone 0.5 mg oral tablet",4,FALSE,1996-08-26,9000648
"oxybutynin chloride 1 mg per mL syrup",3,FALSE,1996-09-04,9000649
"dexamethasone 0.75 mg oral tablet",2,FALSE,1996-09-05,9000650
"dexamethasone 4 mg oral tablet",6,FALSE,1996-09-05,9000651
"diltiazem hydrochloride 300 mg modified-release oral capsule",4,FALSE,1996-09-12,9000652
"nystatin 100000 unit per mL oral drops",1,FALSE,1996-09-12,9000653
"diltiazem hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,1996-09-19,9000654
"diltiazem hydrochloride 90 mg prolonged-release oral capsule",1,FALSE,1996-09-19,9000655
"azithromycin 100 mg per 5 mL powder for oral suspension",4,FALSE,1996-09-26,9000656
"azithromycin 200 mg per 5 mL powder for oral solution",1,FALSE,1996-09-26,9000657
"fenofibrate 100 mg oral capsule",1,FALSE,1996-10-02,9000658
"propranolol hydrochloride 1 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-04,9000659
"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet",23,FALSE,1996-10-10,9000660
"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet",25,FALSE,1996-10-10,9000661
"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet",20,FALSE,1996-10-11,9000662
"ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule",1,FALSE,1996-10-16,9000663
"morphine sulfate 50 mg prolonged-release oral capsule",1,FALSE,1996-10-23,9000664
"morphine sulfate 20 mg prolonged-release oral capsule",1,FALSE,1996-10-25,9000665
"lisinopril 40 mg oral tablet",1,FALSE,1996-10-30,9000666
"olanzapine 7.5 mg oral tablet",15,FALSE,1996-11-04,9000667
"diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet",2,FALSE,1996-11-11,9000668
"olanzapine 10 mg oral tablet",15,FALSE,1996-11-14,9000669
"olanzapine 5 mg oral tablet",15,FALSE,1996-11-14,9000670
"insulin lispro 100 unit per mL solution for injection 10 mL vial",1,FALSE,1996-11-15,9000671
"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet",14,FALSE,1996-11-22,9000672
"insulin lispro 100 unit per mL solution for injection 3 mL cartridge",1,FALSE,1996-11-27,9000673
"metronidazole 0.75 % cutaneous cream",1,FALSE,1996-12-02,9000674
"ciclopirox olamine 1 % cutaneous cream",1,FALSE,1996-12-03,9000675
"furosemide 10 mg per mL oral solution",1,FALSE,1996-12-04,9000676
"valproic acid 500 mg gastro-resistant capsule",4,FALSE,1996-12-13,9000677
"carbamazepine 100 mg per 5 mL oral suspension",2,FALSE,1996-12-31,9000678
"hydromorphone hydrochloride 12 mg prolonged-release oral capsule",1,FALSE,1996-12-31,9000679
"hydromorphone hydrochloride 24 mg prolonged-release oral capsule",1,FALSE,1996-12-31,9000680
"levothyroxine sodium 100 mcg oral tablet",2,FALSE,1996-12-31,9000681
"levothyroxine sodium 112 mcg oral tablet",1,FALSE,1996-12-31,9000682
"levothyroxine sodium 125 mcg oral tablet",1,FALSE,1996-12-31,9000683
"levothyroxine sodium 175 mcg oral tablet",1,FALSE,1996-12-31,9000684
"levothyroxine sodium 200 mcg oral tablet",2,FALSE,1996-12-31,9000685
"levothyroxine sodium 25 mcg oral tablet",1,FALSE,1996-12-31,9000686
"levothyroxine sodium 300 mcg oral tablet",2,FALSE,1996-12-31,9000687
"levothyroxine sodium 75 mcg oral tablet",1,FALSE,1996-12-31,9000688
"levothyroxine sodium 88 mcg oral tablet",1,FALSE,1996-12-31,9000689
"naproxen 25 mg per mL oral suspension",1,FALSE,1996-12-31,9000690
"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet",16,FALSE,1996-12-31,9000691
"salbutamol (salbutamol sulfate) 1.25 mg per 2.5 mL inhalation solution unit dose vial",4,FALSE,1996-12-31,9000692
"triamcinolone acetonide 55 mcg per actuation nasal spray",3,FALSE,1996-12-31,9000693
"valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet",16,FALSE,1996-12-31,9000694
"normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops",1,FALSE,1997-01-23,9000695
"budesonide 3 mg prolonged-release oral capsule",1,FALSE,1997-01-30,9000696
"paroxetine (paroxetine hydrochloride) 10 mg oral tablet",19,FALSE,1997-01-31,9000697
"sumatriptan (sumatriptan succinate) 100 mg oral tablet",13,FALSE,1997-02-11,9000698
"budesonide 100 mcg per actuation nasal spray",1,FALSE,1997-02-12,9000699
"sumatriptan (sumatriptan hemisulfate) 20 mg nasal spray",1,FALSE,1997-02-19,9000700
"sumatriptan (sumatriptan hemisulfate) 5 mg nasal spray",1,FALSE,1997-02-19,9000701
"metoclopramide hydrochloride 1 mg per mL oral solution",1,FALSE,1997-02-25,9000702
"atorvastatin (atorvastatin calcium) 10 mg oral tablet",21,FALSE,1997-03-05,9000703
"atorvastatin (atorvastatin calcium) 20 mg oral tablet",21,FALSE,1997-03-05,9000704
"atorvastatin (atorvastatin calcium) 40 mg oral tablet",20,FALSE,1997-03-05,9000705
"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet",23,FALSE,1997-03-05,9000706
"cetirizine hydrochloride 10 mg oral tablet",8,FALSE,1997-03-06,9000707
"cetirizine hydrochloride 5 mg oral tablet",3,FALSE,1997-03-06,9000708
"codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet",1,FALSE,1997-03-13,9000709
"ciclopirox olamine 1 % lotion",1,FALSE,1997-03-24,9000710
"clobazam 10 mg oral tablet",5,FALSE,1997-03-24,9000711
"ramipril 10 mg oral capsule",17,FALSE,1997-03-24,9000712
"topiramate 100 mg oral tablet",20,FALSE,1997-03-25,9000713
"topiramate 200 mg oral tablet",19,FALSE,1997-03-25,9000714
"topiramate 25 mg oral tablet",20,FALSE,1997-03-25,9000715
"diltiazem hydrochloride 120 mg modified-release oral capsule",4,FALSE,1997-03-27,9000716
"diltiazem hydrochloride 180 mg modified-release oral capsule",4,FALSE,1997-03-27,9000717
"diltiazem hydrochloride 240 mg modified-release oral capsule",4,FALSE,1997-03-27,9000718
"betamethasone (betamethasone sodium phosphate) 5 mg per 100 mL rectal liquid",1,FALSE,1997-04-01,9000719
"diltiazem hydrochloride 25 mg per 5 mL solution for injection vial",2,FALSE,1997-04-10,9000720
"diltiazem hydrochloride 50 mg per 10 mL solution for injection vial",2,FALSE,1997-04-10,9000721
"ramipril 2.5 mg oral capsule",17,FALSE,1997-04-21,9000722
"ramipril 5 mg oral capsule",17,FALSE,1997-04-21,9000723
"omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet",4,FALSE,1997-04-28,9000724
"nitrofurantoin 50 mg oral capsule",1,FALSE,1997-05-02,9000725
"hydroxyzine hydrochloride 500 mg per 10 mL solution for injection vial",1,FALSE,1997-05-16,9000726
"ramipril 1.25 mg oral capsule",13,FALSE,1997-05-28,9000727
"diltiazem hydrochloride 360 mg prolonged-release oral capsule",6,FALSE,1997-06-09,9000728
"clotrimazole 10 % vaginal cream",1,FALSE,1997-06-11,9000729
"clotrimazole 1 % and clotrimazole 10 % cutaneous cream",1,FALSE,1997-06-11,9000730
"clotrimazole 1 % and clotrimazole 10 % vaginal cream",1,FALSE,1997-06-11,9000731
"budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial",1,FALSE,1997-06-16,9000732
"fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution",4,FALSE,1997-06-16,9000733
"salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,1997-06-25,9000734
"estradiol 0.5 mg oral tablet",2,FALSE,1997-07-10,9000735
"azithromycin 600 mg oral tablet",2,FALSE,1997-07-21,9000736
"latanoprost 50 mcg per mL ophthalmic drops",8,FALSE,1997-07-28,9000737
"methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial",1,FALSE,1997-07-30,9000738
"morphine sulfate 30 mg suppository",1,FALSE,1997-08-04,9000739
"morphine sulfate 5 mg suppository",1,FALSE,1997-08-04,9000740
"haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial",1,FALSE,1997-08-17,9000741
"benztropine mesylate 0.4 mg per mL oral solution",1,FALSE,1997-08-20,9000742
"donepezil hydrochloride 10 mg oral tablet",21,FALSE,1997-08-20,9000743
"donepezil hydrochloride 5 mg oral tablet",21,FALSE,1997-08-20,9000744
"furosemide 500 mg oral tablet",1,FALSE,1997-08-20,9000745
"budesonide 64 mcg per actuation nasal spray",2,FALSE,1997-09-17,9000746
"ranitidine (ranitidine hydrochloride) 75 mg oral tablet",6,FALSE,1997-09-26,9000747
"terazosin (terazosin hydrochloride) 10 mg oral tablet",7,FALSE,1997-09-26,9000748
"terazosin (terazosin hydrochloride) 1 mg oral tablet",7,FALSE,1997-09-26,9000749
"terazosin (terazosin hydrochloride) 2 mg oral tablet",7,FALSE,1997-09-26,9000750
"terazosin (terazosin hydrochloride) 5 mg oral tablet",7,FALSE,1997-09-26,9000751
"triamcinolone acetonide 0.5 % cutaneous cream",1,FALSE,1997-10-21,9000752
"methylphenidate hydrochloride 5 mg oral tablet",5,FALSE,1997-10-24,9000753
"ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial",1,FALSE,1997-10-29,9000754
"ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",1,FALSE,1997-10-29,9000755
"ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial",1,FALSE,1997-10-29,9000756
"ibuprofen 100 mg per 5 mL oral suspension",5,FALSE,1997-11-03,9000757
"indomethacin 50 mg suppository",1,FALSE,1997-11-17,9000758
"valproic acid (sodium valproate) 250 mg per 5 mL syrup",3,FALSE,1997-11-20,9000759
"diclofenac sodium 25 mg oral tablet",2,FALSE,1997-11-28,9000760
"diclofenac sodium 50 mg oral tablet",2,FALSE,1997-11-28,9000761
"estradiol 3.8 mg transdermal patch",1,FALSE,1997-12-01,9000762
"estradiol 7.6 mg transdermal patch",1,FALSE,1997-12-01,9000763
"ipratropium bromide 125 mcg per 1 mL and ipratropium bromide 125 mcg per 1 mL inhalation solution unit dose vial",1,FALSE,1997-12-04,9000764
"ipratropium bromide 250 mcg per 2 mL and ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial",2,FALSE,1997-12-04,9000765
"olanzapine 2.5 mg oral tablet",15,FALSE,1997-12-08,9000766
"quetiapine (quetiapine fumarate) 100 mg oral tablet",21,FALSE,1997-12-10,9000767
"quetiapine (quetiapine fumarate) 200 mg oral tablet",21,FALSE,1997-12-10,9000768
"quetiapine (quetiapine fumarate) 25 mg oral tablet",21,FALSE,1997-12-10,9000769
"valsartan 160 mg oral capsule",1,FALSE,1997-12-15,9000770
"valsartan 80 mg oral capsule",1,FALSE,1997-12-15,9000771
"ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet",8,FALSE,1998-01-07,9000772
"trandolapril 1 mg oral capsule",1,FALSE,1998-01-07,9000773
"trandolapril 2 mg oral capsule",1,FALSE,1998-01-14,9000774
"losartan potassium 100 mg oral tablet",18,FALSE,1998-01-16,9000775
"trandolapril 0.5 mg oral capsule",1,FALSE,1998-01-28,9000776
"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection",1,FALSE,1998-02-04,9000777
"olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops",5,FALSE,1998-02-09,9000778
"zopiclone 5 mg oral tablet",18,FALSE,1998-02-10,9000779
"sumatriptan (sumatriptan succinate) 50 mg oral tablet",12,FALSE,1998-02-11,9000780
"hydromorphone hydrochloride 30 mg prolonged-release oral capsule",1,FALSE,1998-02-16,9000781
"trazodone hydrochloride 75 mg oral tablet",1,FALSE,1998-02-17,9000782
"pramipexole dihydrochloride 0.25 mg oral tablet",11,FALSE,1998-02-26,9000783
"pramipexole dihydrochloride 1.5 mg oral tablet",9,FALSE,1998-02-26,9000784
"pramipexole dihydrochloride 1 mg oral tablet",10,FALSE,1998-02-26,9000785
"ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial",1,FALSE,1998-03-04,9000786
"ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial",2,FALSE,1998-03-04,9000787
"risperidone (risperidone tartrate) 1 mg per mL oral solution",3,FALSE,1998-03-04,9000788
"venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000789
"venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000790
"venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule",16,FALSE,1998-03-04,9000791
"acyclovir (acyclovir sodium) 25 mg per mL solution for injection",1,FALSE,1998-03-18,9000792
"beclomethasone dipropionate 0.025 % cutaneous cream",1,FALSE,1998-03-30,9000793
"fluticasone propionate 100 mcg inhalation powder",1,FALSE,1998-04-02,9000794
"fluticasone propionate 250 mcg inhalation powder",1,FALSE,1998-04-02,9000795
"fluticasone propionate 500 mcg inhalation powder",1,FALSE,1998-04-02,9000796
"cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet",1,FALSE,1998-04-08,9000797
"bupropion hydrochloride 150 mg prolonged-release oral tablet",10,FALSE,1998-05-05,9000798
"acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial",1,FALSE,1998-05-08,9000799
"acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial",1,FALSE,1998-05-08,9000800
"clobetasol propionate 0.05 % cutaneous liquid",1,FALSE,1998-06-18,9000801
"irbesartan 75 mg oral tablet",19,FALSE,1998-06-22,9000802
"finasteride 1 mg oral tablet",6,FALSE,1998-07-09,9000803
"valproic acid (sodium valproate) 50 mg per mL syrup",1,FALSE,1998-07-15,9000804
"irbesartan 150 mg oral tablet",20,FALSE,1998-07-22,9000805
"irbesartan 300 mg oral tablet",19,FALSE,1998-07-22,9000806
"nitroglycerin 0.4 mg per actuation sublingual spray",4,FALSE,1998-07-31,9000807
"salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation",3,FALSE,1998-08-13,9000808
"montelukast (montelukast sodium) 10 mg oral tablet",17,FALSE,1998-08-21,9000809
"montelukast (montelukast sodium) 5 mg chewable tablet",15,FALSE,1998-08-21,9000810
"ciprofloxacin 10 g per 100 mL oral suspension",1,FALSE,1998-09-15,9000811
"mometasone furoate 50 mcg per spray nasal spray",2,FALSE,1998-09-15,9000812
"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral liquid",1,FALSE,1998-09-23,9000813
"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet",2,FALSE,1998-10-01,9000814
"hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",2,FALSE,1998-10-01,9000815
"epinephrine racemic 22.5 mg per mL inhalation solution",1,FALSE,1998-10-02,9000816
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment",1,FALSE,1998-10-07,9000817
"clopidogrel (clopidogrel bisulfate) 75 mg oral tablet",17,FALSE,1998-10-13,9000818
"ibuprofen 40 mg per mL oral suspension",3,FALSE,1998-10-14,9000819
"nystatin 100000 unit per g vaginal cream",1,FALSE,1998-10-14,9000820
"amoxicillin 200 mg per 5 mL and clavulanic acid (potassium clavulanate) 28.5 mg per 5 mL powder for oral suspension",1,FALSE,1998-10-29,9000821
"amoxicillin 400 mg per 5 mL and clavulanic acid (potassium clavulanate) 57 mg per 5 mL powder for oral suspension",2,FALSE,1998-10-29,9000822
"amoxicillin 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",4,FALSE,1998-10-29,9000823
"estradiol 0.06 % transdermal gel",1,FALSE,1998-11-16,9000824
"tolterodine tartrate 2 mg oral tablet",4,FALSE,1998-11-23,9000825
"tolterodine tartrate 1 mg oral tablet",4,FALSE,1998-11-26,9000826
"ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,9000827
"ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle",1,FALSE,1998-12-04,9000828
"ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial",1,FALSE,1998-12-04,9000829
"candesartan cilexetil 16 mg oral tablet",15,FALSE,1998-12-07,9000830
"candesartan cilexetil 8 mg oral tablet",16,FALSE,1998-12-07,9000831
"terbinafine hydrochloride 1 % cutaneous spray",1,FALSE,1999-01-05,9000832
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection",2,FALSE,1999-01-15,9000833
"citalopram (citalopram hydrobromide) 20 mg oral tablet",27,FALSE,1999-03-08,9000834
"citalopram (citalopram hydrobromide) 40 mg oral tablet",27,FALSE,1999-03-08,9000835
"sildenafil (sildenafil citrate) 100 mg oral tablet",18,FALSE,1999-03-09,9000836
"sildenafil (sildenafil citrate) 25 mg oral tablet",12,FALSE,1999-03-09,9000837
"sildenafil (sildenafil citrate) 50 mg oral tablet",13,FALSE,1999-03-09,9000838
"azithromycin 250 mg oral tablet",9,FALSE,1999-03-23,9000839
"amiodarone hydrochloride 200 mg oral tablet",11,FALSE,1999-03-29,9000840
"fenofibrate 200 mg oral capsule",7,FALSE,1999-03-29,9000841
"nitroglycerin 22.4 mg transdermal patch",1,FALSE,1999-04-01,9000842
"nitroglycerin 44.8 mg transdermal patch",1,FALSE,1999-04-01,9000843
"nitroglycerin 67.2 mg transdermal patch",1,FALSE,1999-04-01,9000844
"ipratropium bromide 0.3 mg per mL inhalation vapour (liquid)",2,FALSE,1999-04-15,9000845
"celecoxib 100 mg oral capsule",21,FALSE,1999-04-19,9000846
"celecoxib 200 mg oral capsule",21,FALSE,1999-04-19,9000847
"ketorolac tromethamine 30 mg per 1 mL solution for injection vial",4,FALSE,1999-05-21,9000848
"salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule",1,FALSE,1999-05-24,9000849
"dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",11,FALSE,1999-05-27,9000850
"benztropine mesylate 2 mg per 2 mL solution for injection vial",1,FALSE,1999-05-28,9000851
"haloperidol (haloperidol decanoate) 100 mg per mL solution for injection",1,FALSE,1999-05-28,9000852
"lamotrigine 5 mg oral tablet",1,FALSE,1999-06-02,9000853
"topiramate 15 mg oral capsule",1,FALSE,1999-06-11,9000854
"topiramate 25 mg oral capsule",1,FALSE,1999-06-11,9000855
"repaglinide 0.5 mg oral tablet",7,FALSE,1999-06-21,9000856
"repaglinide 1 mg oral tablet",7,FALSE,1999-06-21,9000857
"repaglinide 2 mg oral tablet",7,FALSE,1999-06-21,9000858
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per mL solution for injection",2,FALSE,1999-06-30,9000859
"haloperidol (haloperidol decanoate) 50 mg per mL solution for injection",1,FALSE,1999-06-30,9000860
"warfarin sodium 3 mg oral tablet",3,FALSE,1999-08-25,9000861
"azithromycin 500 mg per vial powder for solution for injection",4,FALSE,1999-08-27,9000862
"sumatriptan (sumatriptan succinate) 3 mg per 0.5 mL solution for injection syringe",2,FALSE,1999-08-30,9000863
"rizatriptan (rizatriptan benzoate) 10 mg oral tablet",7,FALSE,1999-08-31,9000864
"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet",14,FALSE,1999-08-31,9000865
"telmisartan 40 mg oral tablet",15,FALSE,1999-09-01,9000866
"telmisartan 80 mg oral tablet",15,FALSE,1999-09-01,9000867
"risedronate sodium 30 mg oral tablet",2,FALSE,1999-09-07,9000868
"ipratropium bromide 0.3 mg per mL nasal spray",1,FALSE,1999-09-15,9000869
"methotrexate 2.5 mg oral tablet",1,FALSE,1999-09-17,9000870
"risperidone 0.25 mg oral tablet",16,FALSE,1999-09-17,9000871
"risperidone 0.5 mg oral tablet",16,FALSE,1999-09-17,9000872
"fluticasone propionate 100 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000873
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000874
"fluticasone propionate 500 mcg and salmeterol (salmeterol xinafoate) 50 mcg inhalation powder",1,FALSE,1999-09-24,9000875
"oxybutynin chloride 2.5 mg oral tablet",2,FALSE,1999-11-22,9000876
"cetirizine hydrochloride 5 mg per 5 mL syrup",1,FALSE,1999-12-21,9000877
"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",14,FALSE,2000-01-21,9000878
"diazepam 15 mg per 3 mL rectal gel tube",1,FALSE,2000-01-28,9000879
"diazepam 20 mg per 4 mL rectal gel tube",1,FALSE,2000-01-28,9000880
"diazepam 2.5 mg per 0.5 mL rectal gel tube",1,FALSE,2000-01-28,9000881
"diazepam 5 mg per 1 mL rectal gel tube",1,FALSE,2000-01-28,9000882
"diazepam 7.5 mg per 1.5 mL rectal gel tube",1,FALSE,2000-01-28,9000883
"fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial",1,FALSE,2000-02-10,9000884
"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial",1,FALSE,2000-02-10,9000885
"fenofibrate 160 mg oral tablet",6,FALSE,2000-03-16,9000886
"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",14,FALSE,2000-03-16,9000887
"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",14,FALSE,2000-03-16,9000888
"pramipexole dihydrochloride 0.5 mg oral tablet",10,FALSE,2000-03-17,9000889
"oxycodone hydrochloride 20 mg oral tablet",4,FALSE,2000-03-31,9000890
"gabapentin 600 mg oral tablet",17,FALSE,2000-05-01,9000891
"gabapentin 800 mg oral tablet",14,FALSE,2000-05-01,9000892
"meperidine hydrochloride 100 mg per mL solution for injection",2,FALSE,2000-05-01,9000893
"ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial",2,FALSE,2000-05-01,9000894
"pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet",8,FALSE,2000-05-02,9000895
"methadone hydrochloride 10 mg per mL oral liquid",2,FALSE,2000-05-05,9000896
"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet",12,FALSE,2000-05-05,9000897
"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",8,FALSE,2000-05-10,9000898
"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",8,FALSE,2000-05-10,9000899
"rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule",9,FALSE,2000-05-15,9000900
"rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule",9,FALSE,2000-05-15,9000901
"rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule",9,FALSE,2000-05-15,9000902
"rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule",9,FALSE,2000-05-15,9000903
"progesterone 8 % vaginal gel",1,FALSE,2000-05-20,9000904
"salbutamol (salbutamol sulfate) 6.25 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,2000-05-21,9000905
"beclomethasone dipropionate 100 mcg per actuation pressurised inhalation",1,FALSE,2000-05-29,9000906
"beclomethasone dipropionate 50 mcg per actuation pressurised inhalation",1,FALSE,2000-05-29,9000907
"mesalazine 1000 mg suppository",1,FALSE,2000-06-01,9000908
"amiodarone hydrochloride 150 mg per 3 mL solution for injection vial",4,FALSE,2000-06-14,9000909
"amiodarone hydrochloride 450 mg per 9 mL solution for injection vial",1,FALSE,2000-06-14,9000910
"amiodarone hydrochloride 900 mg per 18 mL solution for injection vial",2,FALSE,2000-06-14,9000911
"risedronate sodium 5 mg oral tablet",2,FALSE,2000-07-25,9000912
"butorphanol tartrate 10 mg per mL nasal spray",2,FALSE,2000-08-01,9000913
"warfarin sodium 6 mg oral tablet",2,FALSE,2000-08-09,9000914
"warfarin sodium 7.5 mg oral tablet",1,FALSE,2000-08-09,9000915
"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet",17,FALSE,2000-08-28,9000916
"pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet",17,FALSE,2000-08-28,9000917
"pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet",17,FALSE,2000-08-28,9000918
"meloxicam 15 mg oral tablet",11,FALSE,2000-09-26,9000919
"meloxicam 7.5 mg oral tablet",11,FALSE,2000-09-26,9000920
"ibuprofen 200 mg oral capsule",5,FALSE,2000-10-02,9000921
"salbutamol (salbutamol sulfate) 12.5 mg per 2.5 mL inhalation solution unit dose vial",1,FALSE,2000-10-02,9000922
"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet",10,FALSE,2000-10-20,9000923
"meperidine hydrochloride 50 mg per mL solution for injection",1,FALSE,2000-12-01,9000924
"meperidine hydrochloride 75 mg per mL solution for injection",1,FALSE,2000-12-01,9000925
"hydrocortisone valerate 0.2 % cutaneous cream",1,FALSE,2000-12-18,9000926
"hydrocortisone valerate 0.2 % cutaneous ointment",1,FALSE,2000-12-18,9000927
"testosterone 12.2 mg transdermal patch",1,FALSE,2000-12-19,9000928
"salbutamol (salbutamol sulfate) 200 mcg inhalation powder",1,FALSE,2001-01-02,9000929
"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel",1,FALSE,2001-01-31,9000930
"fenofibrate 67 mg oral capsule",1,FALSE,2001-02-21,9000931
"pravastatin sodium 10 mg oral tablet",14,FALSE,2001-02-27,9000932
"amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",1,FALSE,2001-03-01,9000933
"olanzapine 5 mg orodispersible tablet",16,FALSE,2001-03-06,9000934
"olanzapine 10 mg orodispersible tablet",16,FALSE,2001-03-15,9000935
"naproxen 250 mg gastro-resistant tablet",3,FALSE,2001-04-02,9000936
"tacrolimus 0.5 mg oral capsule",2,FALSE,2001-04-02,9000937
"gliclazide 30 mg prolonged-release oral tablet",6,FALSE,2001-04-04,9000938
"montelukast (montelukast sodium) 4 mg chewable tablet",15,FALSE,2001-04-09,9000939
"mirtazapine 30 mg oral tablet",12,FALSE,2001-05-24,9000940
"digoxin 0.05 mg per mL oral solution",1,FALSE,2001-06-01,9000941
"lorazepam 4 mg per 1 mL solution for injection vial",2,FALSE,2001-06-06,9000942
"oxybutynin chloride 10 mg prolonged-release oral tablet",1,FALSE,2001-06-22,9000943
"oxybutynin chloride 5 mg prolonged-release oral tablet",1,FALSE,2001-06-22,9000944
"clobetasol propionate 0.05 % cutaneous solution",3,FALSE,2001-06-25,9000945
"candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet",10,FALSE,2001-06-26,9000946
"atorvastatin (atorvastatin calcium) 80 mg oral tablet",18,FALSE,2001-06-29,9000947
"hydromorphone hydrochloride 18 mg prolonged-release oral capsule",1,FALSE,2001-07-03,9000948
"fusidic acid 1 % ophthalmic drops",2,FALSE,2001-08-07,9000949
"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",11,FALSE,2001-08-16,9000950
