"uuid","status","_name","_approvalIDDisplay","substance"
"53637db2-2aaf-40a9-8715-e0e44f214794","approved","TAMSULOSIN HYDROCHLORIDE","11SV1951MR","tamsulosin hydrochloride"
"3d762928-6785-4ee8-afda-aecea3c4d3d7","approved","CETRORELIX ACETATE","W9Y8L7GP4C","cetrorelix acetate"
"e1e02eda-3877-4a5c-a451-77b22472ce48","approved","DIDANOSINE","K3GDH6OH08","didanosine"
"0232305f-3ab7-4540-804e-de935d9ac71f","approved","SARILUMAB","NU90V55F8I","sarilumab"
"67628e50-ffaa-47dd-a0e3-b40f9289eae2","approved","METHYLNALTREXONE BROMIDE","RFO6IL3D3M","methylnaltrexone bromide"
"c79fa8c6-18aa-4405-b09a-b1588a7ec01b","approved","PHENYTOIN","6158TKW0C5","phenytoin"
"eb6578c0-6e50-42f7-9b6c-f16615cbf720","non-approved","ECULIZUMAB","A3ULP0F556","eculizumab"
"3784d0e4-c1f8-4237-bfc2-66b5b03b2ebc","approved","ASCORBIC ACID","PQ6CK8PD0R","vitamin c"
"b64f66ef-dbe9-450b-b4e8-d7cb1102a610","approved","FLUDROCORTISONE ACETATE","V47IF0PVH4","fludrocortisone 21-acetate"
"fb866a4d-4a80-444c-b98a-df43a9e12edd","approved","ERLOTINIB HYDROCHLORIDE","DA87705X9K","erlotinib hydrochloride"
"7d5b975e-cae1-479a-9f89-565e43cfad12","approved","DIPIVEFRIN HYDROCHLORIDE","5QTH9UHV0K","dipivefrin hydrochloride"
"ddbbfab0-28d4-4e1a-9921-b70c375acdc8","approved","PROCHLORPERAZINE MALEATE","I1T8O1JTL6","prochlorperazine maleate"
"ea005d8d-3801-4194-885e-b4658cae6cad","approved","METHENAMINE MANDELATE","695N30CINR","methenamine mandelate"
"804817d8-db0b-4970-aee0-bc04f3aff04e","approved","VANCOMYCIN HYDROCHLORIDE","71WO621TJD","vancomycin hydrochloride"
"e834ffdd-a751-42ff-938f-efbcd1172e03","approved","VENETOCLAX","N54AIC43PW","venetoclax"
"9f0274cf-0b84-4283-83e5-e3f16b406df2","approved","AMYLMETACRESOL","05W904P57F","amylmetacresol"
"f5df05ed-dfd4-4876-9d8c-71c786294e85","approved","LOXAPINE SUCCINATE","X59SG0MRYU","loxapine succinate"
"552a90da-927d-4b86-9b2a-26dc9e702fa9","approved","DIENOGEST","46M3EV8HHE","dienogest"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 9n"
"0e0c1169-85b6-4254-88ce-51cd7dd4fd45","non-approved","ENOXAPARIN SODIUM","8NZ41MIK1O","enoxaparin sodium"
"cca4e68f-e042-40ed-bf1c-906af645c295","approved","AXITINIB","C9LVQ0YUXG","axitinib"
"f0d398bd-e080-462f-aeeb-4a89cae55ef5","approved","VINBLASTINE SULFATE","N00W22YO2B","vinblastine sulfate"
"c74d6de8-22ee-4bd2-a437-779f5f0179f6","approved","BACITRACIN ZINC","89Y4M234ES","bacitracin zinc"
"d7c4935f-1a1a-4418-8a4b-1059c2ef786b","approved","LEVOCARNITINE","0G389FZZ9M","levocarnitine"
"021b797d-03d0-4342-91cc-20c8f971d62d","approved","IODIPAMIDE MEGLUMINE","X064O0Y1A4","meglumine iodipamide"
"37a69637-d19d-43dc-99a7-01226b85659e","approved","PANTOPRAZOLE SODIUM","6871619Q5X","pantoprazole sodium"
"b3ae9655-e4d1-46dc-b31a-eb0b8914b948","approved","DICHLOROBENZYL ALCOHOL","1NKX3648J9","dichlorobenzyl alcohol"
"b4c2558e-c8c3-414a-b0ed-a24504875d6c","approved","VALGANCICLOVIR HYDROCHLORIDE","4P3T9QF9NZ","valganciclovir hydrochloride"
"8bf3a3d9-63c1-42e3-bba7-5a71f31fdec7","approved","NEDOCROMIL SODIUM","ET8IF4KS1T","nedocromil sodium"
"bdd06562-3a78-41ac-b139-1a23019e357e","approved","CLORAZEPATE DIPOTASSIUM","63FN7G03XY","clorazepate dipotassium"
"93b9141f-8693-4305-886a-e89dec12ba72","approved","HEXAMINOLEVULINATE HYDROCHLORIDE","D4F329SL1O","hexaminolevulinate hydrochloride"
"6853a2e9-0907-4372-8e74-e40fb2585a59","non-approved","ATROPA BELLADONNA","WQZ3G9PF0H","belladonna"
"30e40ab0-1fa7-4106-a79a-ac99737f61c8","approved","ATROPA BELLA-DONNA WHOLE","DSV74G1P2J","belladonna"
"829a9791-5741-4dfd-9d87-d17171736ee6","approved","TRIMETHOPRIM SULFATE","E377MF8EQ8","trimethoprim sulfate"
"303c0b8c-18e2-43c2-ae53-07caff6c7753","approved","LEVODOPA","46627O600J","levodopa"
"3765fa79-1565-4502-bd2e-954f20d8eefb","approved","ZANAMIVIR","L6O3XI777I","zanamivir"
"81ea1ef3-3781-48b3-8624-a69124fdcd0f","approved","PROPYLTHIOURACIL","721M9407IY","propylthiouracil"
"3fea16b0-c9cc-423c-8277-b40d2f4ab617","approved","ARGININE","94ZLA3W45F","arginine"
"ea458e39-6dd7-4a96-b228-0b5515bcc27d","approved","CASPOFUNGIN ACETATE","VUW370O5QE","caspofungin acetate"
"623bbc97-cdff-4204-8766-ba4c076b5ab0","approved","MYROXYLON BALSAMUM VAR. BALSAMUM WHOLE","5OU0811D9J","myroxylon balsamum"
"4704099d-288f-413b-88e4-cd441d5424ed","approved","MYROXYLON BALSAMUM VAR. PEREIRAE WHOLE","HRU5QSV2AW","myroxylon balsamum"
"47e872fa-c15f-46b4-833f-2fd0fb1fbc85","approved","BALSAM PERU","8P5F881OCY","myroxylon balsamum"
"2ac5e00e-2c50-4050-961e-7805b675cc48","approved","TOLU BALSAM","TD2LE91MBE","myroxylon balsamum"
"5806138a-a353-4b63-a6a6-e7f51728b7e6","approved","BALSAM PERU OIL","DIK0395679","myroxylon balsamum"
NA,NA,NA,NA,"haemagglutinin-strain b"
"c1d7117a-8a9a-4687-bd08-a78f8d08ff2f","approved","ISOTRETINOIN","EH28UP18IF","isotretinoin"
"5cf1052e-13a8-4fe2-b247-6b2c8f662169","approved","ARSENIC TRIOXIDE","S7V92P67HO","arsenic trioxide"
"59b2a1e5-be49-4466-8ced-0c3ae0d57d2a","approved","LEUCINE","GMW67QNF9C","l-leucine"
"b2a7743e-8184-4a62-8a2c-b17c7dd45e6c","approved","PANCURONIUM BROMIDE","U9LY9Y75X2","pancuronium bromide"
"4d779116-6bfa-4af7-acba-9a6df9d90de4","approved","CHLORHEXIDINE ACETATE","5908ZUF22Y","chlorhexidine acetate"
"de304c3d-b2d3-403f-b042-75912d295e35","approved","CAFFEINE","3G6A5W338E","caffeine"
"3e55a9d2-a64f-4cb6-91fd-58a47c5c64cb","approved","CLAVULANATE POTASSIUM","Q42OMW3AT8","potassium clavulanate"
"89deb206-fb97-4589-98ea-3422927d305a","approved","LOVASTATIN","9LHU78OQFD","lovastatin"
"dd54c88b-e458-42c9-b191-356af31b7625","approved","ALANINE","OF5P57N2ZX","l-alanine"
"41134108-e370-466e-b467-02ca0d7e06c6","approved","ZINC SULFATE ANHYDROUS","0J6Z13X3WO","zinc sulfate"
"dbb14216-5b79-4067-ba88-034ad56b1560","approved","ZINC SULFATE MONOHYDRATE","PTX099XSF1","zinc sulfate"
"7b3fe36e-987a-4055-81a7-f3279a89c91a","approved","ZINC SULFATE, UNSPECIFIED FORM","89DS0H96TB","zinc sulfate"
"01744461-762b-4e45-bd0a-d9ee516186f5","approved","ANTIPYRINE","T3CHA1B51H","antipyrine"
"1bc0387f-a7ee-49e9-98b2-557ae3b9e9ea","approved","PRAMIPEXOLE DIHYDROCHLORIDE","3D867NP06J","pramipexole dihydrochloride monohydrate"
"1e2e7497-f234-42f6-b54b-f85180ce0f7f","approved","CARBIDOPA","MNX7R8C5VO","carbidopa monohydrate"
"b895b4b2-697b-42a5-951e-ec4a1863fe98","approved","HYDROCHLOROTHIAZIDE","0J48LPH2TH","hydrochlorothiazide"
"8538a91e-49b8-42bd-8ae8-b4dc7e1cb2d1","approved","EDOXABAN TOSYLATE","32W99UE810","edoxaban tosylate"
"14ad7a22-5178-4501-8323-ae31070883ab","approved","GRAZOPREVIR","4O2AB118LA","grazoprevir"
"a142a489-0f14-4980-aa18-b7ef6b23745f","approved","GRAZOPREVIR ANHYDROUS","8YE81R1X1J","grazoprevir"
"f2a4b405-1a3f-465b-8016-f3b662524774","approved","VORICONAZOLE, (+/-)-","USG4B1CD29","voriconazole"
"487ad29e-a718-4e0e-8edf-94fad3360df0","approved","VORICONAZOLE","JFU09I87TR","voriconazole"
"b836524d-84fb-41da-abca-407de42a57ed","approved","CIPROFLOXACIN HYDROCHLORIDE ANHYDROUS","0MP32MFP6C","ciprofloxacin hydrochloride"
"0485a7e3-c7c2-4645-a00b-e955171e8080","approved","CIPROFLOXACIN HYDROCHLORIDE","4BA73M5E37","ciprofloxacin hydrochloride"
"2e72b35f-3356-461c-8e26-4881bd7f0341","approved","IDURSULFASE","5W8JGG2651","idursulfase"
"34f2965a-eba8-4621-b064-7e8e8a2df652","approved","CALCIUM ASCORBATE ANHYDROUS","J96U0ZD4Y6","calcium ascorbate"
"96978caf-c696-4107-964c-add36ac237c9","approved","CALCIUM ASCORBATE","183E4W213W","calcium ascorbate"
"1e02ab7c-3a75-4597-8750-de90a3d19606","approved","AMBRISENTAN, (+/-)-","7B43003091","ambrisentan"
"e398ac60-dc1e-4d74-ad06-86f570d68507","approved","AMBRISENTAN","HW6NV07QEC","ambrisentan"
"898a4bcb-9648-4d62-ada9-19c92917a0f9","approved","TOCILIZUMAB","I031V2H011","tocilizumab"
"4565b9dc-fdb6-4a0b-a859-4eb8e323e0da","non-approved","SINECATECHINS","T432289GYZ","sinecatechins"
"a4f57c31-19e6-47fc-91a5-350ec8f9c270","approved","OBINUTUZUMAB","O43472U9X8","obinutuzumab"
"8f762aa1-a465-42a7-a6e0-beee7a75c875","approved","ANHYDROUS DEXTROSE","5SL0G7R0OK","dextrose anhydrous"
"05cec194-990d-405f-873f-3ac9d6dc38a5","approved","CYCLOSPORINE","83HN0GTJ6D","cyclosporine"
"62ac93e8-41cb-491b-9e23-e3101a967c2e","approved","IDELALISIB","YG57I8T5M0","idelalisib"
"0807d0ff-256d-4993-ae44-2c37e7b13488","approved","VITAMIN A PALMITATE","1D1K0N0VVC","retinol palmitate"
"c46f21bf-19f8-4d95-8536-55b5c7c5ab85","approved","LEUCOVORIN CALCIUM PENTAHYDRATE","R3W57OBQ5W","leucovorin calcium"
"e4e1ef66-ee86-4666-bfda-3f44822c3b7f","approved","LEUCOVORIN CALCIUM","RPR1R4C0P4","leucovorin calcium"
"c25e9cac-3fdf-4cea-adf7-04564ad8d8f2","non-approved","NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","RE9A0H8OAB","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"7a624ed2-7293-42e5-a40f-3b2c0a01d6d2","non-approved","NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","2J57K2523T","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"0f49159f-de41-4a24-b4bc-4280e5fbb65b","non-approved","NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","MI340WV90B","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"0ec8d536-0e71-436c-89c1-2b9dd98e447e","approved","CATRIDECACOG","NU23Q531G1","catridecacog"
"bc485c13-a776-4598-a0eb-6df9d20fadfb","approved","MEXILETINE HYDROCHLORIDE","606D60IS38","mexiletine hydrochloride"
"69057b4d-39be-4924-a6c6-be81998d1ec8","approved","ORPHENADRINE CITRATE","X0A40N8I4S","orphenadrine citrate"
"5a5211a1-6efe-4149-a527-689956979b33","approved","PINDOLOL","BJ4HF6IU1D","pindolol"
"e5b9abec-9486-4046-8974-3706ef0cef62","approved","DEQUALINIUM CHLORIDE","XYS8INN1I6","dequalinium chloride"
NA,NA,NA,NA,"selenium hvp chelate"
"61e80919-0196-48a6-904c-62c117d73d10","approved","PENTAZOCINE LACTATE","1P2XIB510O","pentazocine lactate"
"8ad54558-b19f-45a8-92fb-a18ce89774b7","approved","FLUCONAZOLE","8VZV102JFY","fluconazole"
"105ee5c3-3bc9-4791-b219-21ebff687c69","approved","VANDETANIB","YO460OQ37K","vandetanib"
"b7ac3cce-0266-4539-912c-33f6853b8f3c","approved","MOMETASONE FUROATE","04201GDN4R","mometasone furoate"
"532b838c-9580-468d-a588-164e384979fd","approved","ROMIDEPSIN","CX3T89XQBK","romidepsin"
"a92cde75-f619-4e50-beee-2361607fb4ed","approved","TRAMETINIB","33E86K87QN","trametinib"
NA,NA,NA,NA,"simoctocog alfa"
"6300b1f1-da21-4a47-8453-353de225e45c","approved","MONTELUKAST SODIUM","U1O3J18SFL","montelukast sodium"
"87ff0490-494a-4250-ad07-4ebc4878346d","approved","PECTIN, APPLE","O2ZUP321U8","pectin"
"6415340b-3eed-4ec6-9603-9e5d3489489e","approved","PECTIN, CITRUS","47EQO8LE7H","pectin"
"13f71cf8-069e-48e4-8e8b-02d7791e4730","approved","PECTIN","89NA02M4RX","pectin"
"bd2e7773-e359-4766-b752-f82045746348","approved","PROCYCLIDINE HYDROCHLORIDE","CQC932Z7YW","procyclidine hydrochloride"
"3a4fa3d4-a00f-41cc-a341-9d687b3db758","approved","VERAPAMIL HYDROCHLORIDE","V3888OEY5R","verapamil hydrochloride"
NA,NA,NA,NA,"vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated"
"42c5fff2-1352-4f40-927b-f933ac086afa","approved","DEOXYCHOLIC ACID","005990WHZZ","deoxycholic acid"
"1511331e-d905-4c40-baec-6e6545cf095f","approved","GUAIFENESIN","495W7451VQ","guaifenesin"
"2e162c16-02ba-4a4f-a101-de10f6ada4d0","approved","IPILIMUMAB","6T8C155666","ipilimumab"
"e9e67676-b6fc-4da9-a273-d8c9035c50b5","non-approved","PENTOSAN POLYSULFATE SODIUM","914032762Y","pentosan polysulfate sodium"
"41b66864-e62e-48f5-aa84-603bfc8761f0","approved","PAZOPANIB HYDROCHLORIDE","33Y9ANM545","pazopanib hydrochloride"
"b10fb7c6-70d4-4bf2-b513-d057fbb61bd0","approved","CAPTOPRIL","9G64RSX1XD","captopril"
NA,NA,NA,NA,"belimumab"
"53c57f2c-713a-4f87-b08f-78ef81b56360","approved","ULIPRISTAL ACETATE","YF7V70N02B","ulipristal acetate"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 17f"
"63ef5734-bdec-45db-b94e-17c7ace2a1d2","approved","LYSINE HYDROCHLORIDE","JNJ23Q2COM","l-lysine hydrochloride"
"d8dc466a-0ab4-4851-b274-a32cdfaecaf2","approved","VIGABATRIN","GR120KRT6K","vigabatrin"
"b789828a-ef2a-46d1-9d05-db57e64a66e0","approved","INSULIN PORK","AVT680JB39","insulin injection pork"
"bd9af4e4-6080-482f-a0df-20723e436a9f","approved","RIFAXIMIN","L36O5T016N","rifaximin"
"a591ea40-cadc-4105-b6a2-98bdd792ea75","approved","SODIUM IOXITHALAMATE","8P8Y8ZXJ8Y","sodium ioxitalamate"
"15277799-cd0a-4e34-a69c-652ad9bfc3eb","approved","RITONAVIR","O3J8G9O825","ritonavir"
"c6cfd701-e27a-4534-8092-520d1fec5284","non-approved","LIPASE","8MYC33932O","lipase"
"12cd83c5-b6cc-4c86-9527-076f8e13fc44","non-approved","PANCRELIPASE","FQ3DRG0N5K","lipase"
"a3d87e19-576f-4652-8d9e-6dc099a449cd","approved","TRANEXAMIC ACID","6T84R30KC1","tranexamic acid"
"943051f8-78c8-497d-a5d7-b33351889bdb","approved","BETHANECHOL CHLORIDE","H4QBZ2LO84","bethanechol chloride"
"ac465f72-0b3d-4376-aeaa-2034cde44f92","approved","THREONINE, DL-","TFM6DU5S6A","threonine"
"6a90f129-5bda-422f-8d47-6d40a0e66b62","approved","THREONINE","2ZD004190S","threonine"
"f495643d-7a2c-4546-8575-15aafd5968b2","approved","EMPAGLIFLOZIN","HDC1R2M35U","empagliflozin"
"30f76f0a-07c9-4490-baf4-951606033bce","approved","INSULIN GLARGINE","2ZM8CX04RZ","insulin glargine"
"ce0fc5d2-1678-443a-a241-99d8752ee269","non-approved","STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN","TGJ6YZC4W7","pneumococcal polysaccharide serotype 4"
"39e906f6-d065-46f7-8749-f7bfcb4ee625","approved","DEXAMETHASONE SODIUM PHOSPHATE","AI9376Y64P","dexamethasone sodium phosphate"
"c72c54fa-b260-47a7-af54-734424069f4e","approved","CERITINIB","K418KG2GET","ceritinib"
"76a2ca4d-41c9-4fff-b4a6-53cd8d244426","approved","INDOCYANINE GREEN","IX6J1063HV","indocyanine green"
"f008262f-9024-49f8-a85d-f6b058a6eeee","approved","ADO-TRASTUZUMAB EMTANSINE","SE2KH7T06F","trastuzumab emtansine"
"63ab01a1-aa7d-4349-a487-71ab210e01f7","approved","PREGABALIN","55JG375S6M","pregabalin"
"e407595c-0584-421f-98b3-a55ef31280bb","approved","LARONIDASE","WP58SVM6R4","laronidase"
"d7c51ab6-8989-4bfc-b96d-b1d28181e40b","approved","MESALAMINE","4Q81I59GXC","mesalazine"
"8b71d6c7-ccce-4382-9e6d-80e781c4ccc2","non-approved","LANTHANUM CARBONATE","490D9F069T","lanthanum carbonate hydrate"
NA,NA,NA,NA,"human diploid-cell culture"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 3"
"556bbe46-5081-490c-b4de-7aa25fc2b948","approved","IOVERSOL","N3RIB7X24K","ioversol"
"f3d1bb96-e3ce-4004-b8ca-b65956f67948","approved","CHLOROQUINE PHOSPHATE","6E17K3343P","chloroquine diphosphate"
"c417e229-25df-4d70-ac9a-3056efd2e168","approved","CALCIUM SACCHARATE","6AP9J91K4V","calcium saccharate"
"09dc9538-4011-4123-ae97-497e165ec73c","approved","CALCIUM SACCHARATE ANHYDROUS","SST07NLK7J","calcium saccharate"
"e0a12b1d-5fdc-4a97-b88d-edbddd4c0d60","approved","BEZAFIBRATE","Y9449Q51XH","bezafibrate"
"3f95c94c-0530-4a00-aa69-d71944f60a78","approved","AMILORIDE HYDROCHLORIDE ANHYDROUS","7M458Q65S3","amiloride hydrochloride"
"ed864042-7e74-4b0b-b75e-28e7a4f67e28","approved","AMILORIDE HYDROCHLORIDE","FZJ37245UC","amiloride hydrochloride"
NA,NA,NA,NA,"buffer solution"
"74a1a12a-58b8-4f17-b560-ae3942e7917d","approved","ALLANTOIN","344S277G0Z","allantoin"
"0edbda2c-54b3-4a27-9ea6-fe68e78e85fb","approved","MEGESTROL ACETATE","TJ2M0FR8ES","megestrol acetate"
"5a9abc28-8b25-46b6-b973-dadd8c0484f9","approved","NORMETHADONE HYDROCHLORIDE","OIV53II16G","normethadone hydrochloride"
NA,NA,NA,NA,"yamagata"
"f6fa5285-8c93-48c3-bb85-8c1250af0ffd","approved","FD&C RED NO. 3","PN2ZH5LOQY","erythrosine"
"c3344b4c-1f20-4b3e-acf2-bebad2ff2485","non-approved","RHO(D) IMMUNE GLOBULIN (HUMAN)","48W7181FLP","rho d immune globulin human"
"9b635578-c5d9-4995-baa4-88422c79cf58","non-approved","RHO(D) IMMUNE GLOBULIN HUMAN","48W7181FLP","rho d immune globulin human"
"7de4b6c1-ce50-4760-9ce0-6c49c03df1e3","approved","HUMAN RHO(D) IMMUNE GLOBULIN","48W7181FLP","rho d immune globulin human"
"957a57e8-6863-42d5-8e42-5b247a6efd22","approved","LOPERAMIDE HYDROCHLORIDE","77TI35393C","loperamide hydrochloride"
"2a020c85-d9c1-4937-8ce2-c290d18e6c5a","approved","ASFOTASE ALFA","Z633861EIM","asfotase alfa"
"15c8dc8c-7b0a-438c-8bdd-edce5f949019","approved","IMIGLUCERASE","Q6U6J48BWY","imiglucerase"
"23c4fd28-2108-4edd-87e1-2a940b5617a4","approved","FUSIDIC ACID","59XE10C19C","fusidic acid"
"cca69267-2400-4f72-a9b3-3d41705e0776","approved","DANAZOL","N29QWW3BUO","danazol"
NA,NA,NA,NA,"neisseria meningitidis group b nz98/254 strain"
"ac538f84-0511-46c5-81b0-31da8e8ccc97","approved","RUPATADINE FUMARATE","XJ6OT32M93","rupatadine fumarate"
"5abb264c-ee0e-4021-a743-3b37826db117","approved","SODIUM PHOSPHATE, DIBASIC","GR686LBA74","sodium phosphate dibasic"
"3d0d6d40-d3b4-46d8-83e1-6aadf054fe42","approved","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS","22ADO53M6F","sodium phosphate dibasic"
"3a27e31c-b98a-4edf-93d9-597cea2a58b6","approved","CEFIXIME ANHYDROUS","XZ7BG04GJX","cefixime"
"b21ad975-a7f2-4d75-a57f-cac90b668a82","approved","CEFIXIME","97I1C92E55","cefixime"
"9873f483-3381-4016-8bbf-61ab05b442fd","approved","NYLIDRIN HYDROCHLORIDE","EC69E3PW7E","nylidrin hydrochloride"
"779fe62f-15bb-410d-a6f6-3a1aeb68c656","approved","ELTROMBOPAG OLAMINE","4U07F515LG","eltrombopag olamine"
"d5659912-eae2-4e98-9ef2-fa084d03704e","approved","CARBACHOL","8Y164V895Y","carbachol"
"a6457ba8-b1f2-4ebc-9e93-237b85003e1a","approved","SERINE","452VLY9402","serine"
"32dc8a07-80de-4d3e-8696-7c0b815b8cdb","approved","ZIDOVUDINE","4B9XT59T7S","zidovudine"
NA,NA,NA,NA,"human-bovine rotavirus reassortant type g2"
"992ad7a2-43b3-4387-951b-fb13126d3bfb","approved","ZOLPIDEM TARTRATE","WY6W63843K","zolpidem tartrate"
"d43ae04f-babc-4ca3-a3c1-a2a98224ce51","approved","INOSINE PRANOBEX","W1SO0V223F","inosine pranobex"
"4e3dc361-0a71-4d4c-83ea-3456a75781f7","approved","DESFLURANE","CRS35BZ94Q","desflurane"
"a250f692-75ba-41db-a834-b5019221b99f","approved","SITAGLIPTIN PHOSPHATE","TS63EW8X6F","sitagliptin phosphate monohydrate"
"590e2b72-2c47-49f0-b3b2-229edd573891","approved","NEPAFENAC","0J9L7J6V8C","nepafenac"
"45e78e76-a04f-427f-9010-b2b57fae6192","approved","LEVOFLOXACIN ANHYDROUS","RIX4E89Y14","levofloxacin"
"d2c9869d-a5fc-4b3d-a898-e047d92361a5","approved","LEVOFLOXACIN","6GNT3Y5LMF","levofloxacin"
"cfb7017c-bd43-4a80-a01d-687b33007dd7","approved","CEFTOLOZANE SULFATE","7R247U84HY","ceftolozane sulfate"
"5eadbab5-bcc1-47c4-a868-b1f9b1b30b67","approved","FIDAXOMICIN","Z5N076G8YQ","fidaxomicin"
"4b4743ee-77fa-4879-9c80-b66dd66095f8","approved","TROLAMINE SALICYLATE","H8O4040BHD","trolamine salicylate"
"e8e01287-bdef-4581-b3eb-2b70f54492e7","non-approved","DEXTRAN 40","K3R6ZDH4DU","dextran"
"f13c4bd9-c183-4449-88e7-1c2a32661a5f","approved","TERCONAZOLE","0KJ2VE664U","terconazole"
"59a25373-fbcf-41f0-9c70-764007223d74","approved","FLOCTAFENINE","O04HVX6A9Q","floctafenine"
NA,NA,NA,NA,"ankara-bavarian nordic"
"c3eb555b-1c3b-47a8-9214-8a5b25f4065d","approved","LOMITAPIDE MESYLATE","X4S83CP54E","lomitapide mesylate"
"46ad2131-290f-4c04-bd0c-411dec4e862e","non-approved","FOLLITROPIN ALFA","076WHW89TW","follitropin alfa"
"0caa654f-05d3-401c-abf2-9607d3aaad6e","approved","IODOFORM","KXI2J76489","iodoform"
"34094195-3841-48e3-810e-0edfa59c40c1","approved","ANTAZOLINE PHOSPHATE","VPR5FPH326","antazoline phosphate"
"c9a7d424-100a-4547-a373-654d2c2b346d","approved","THROMBIN ALFA","SCK81AMR7R","thrombin alfa"
"f6146889-b431-435c-80c7-943ed48d82af","approved","CLIOQUINOL","7BHQ856EJ5","clioquinol"
"e651eccc-3476-4137-b968-67b05652e95a","approved","SODIUM FLUORIDE","8ZYQ1474W7","sodium fluoride"
NA,NA,NA,NA,"surfactant-associated proteins sp-b and sp-c"
"bc17421a-1d2a-4b16-82ff-dc77452e6532","approved","POTASSIUM CITRATE ANHYDROUS","86R1NVR0HW","potassium citrate"
"aec391cc-5be3-409b-9610-2083f82f6b68","approved","POTASSIUM CITRATE","EE90ONI6FF","potassium citrate"
"f26f2b01-ba63-414a-810d-d59e0e69a63e","approved","CHORIOGONADOTROPIN ALFA","6413W06WR3","choriogonadotropin alpha"
"548afbea-28b7-4657-ae4c-e2df94c9eff3","approved","BEVACIZUMAB","2S9ZZM9Q9V","bevacizumab"
NA,NA,NA,NA,"human-bovine rotavirus reassortant type g1"
"7367d485-1d6c-4a31-bcc0-5f019f865ac7","approved","TRIFLURIDINE","RMW9V5RW38","trifluridine"
NA,NA,NA,NA,"modified ragweed tyrosine adsorbate"
"54ca53cb-e11e-456a-ad81-e57cdfd007ef","non-approved","PAROMOMYCIN SULFATE","845NU6GJPS","paromomycin sulfate"
"3d0b5f8e-9f2e-4a84-925a-3dc2698f852a","approved","TELAVANCIN HYDROCHLORIDE","0701472ZG0","telavancin hydrochloride"
"fcccd359-c7ba-4663-b5f8-90a9c4ac7bd4","approved","ENZACAMENE","8I3XWY40L9","enzacamene"
"5dc044b1-324b-43d3-8495-cd38d24f0aeb","approved","TRISODIUM CITRATE DIHYDRATE","B22547B95K","sodium citrate dihydrate"
"52e3cf5d-0984-4847-8289-a929186cd931","approved","SAXAGLIPTIN HYDROCHLORIDE","Z8J84YIX6L","saxagliptin hydrochloride"
"8f9fb82b-fd8d-4fa4-bd3c-0aee0c2e5579","approved","INTERFERON BETA-1B","TTD90R31WZ","interferon beta-1b"
"62bc775e-c148-4745-98c6-1e0ad275d58c","approved","INSULIN LISPRO","GFX7QIS1II","insulin lispro"
"6da5af58-a6aa-4a3e-8e50-c125e27fcc0f","approved","VELPATASVIR","KCU0C7RS7Z","velpatasvir"
"2c14f4cc-39f8-4deb-ba52-875c42c532b5","approved","ISOPROPYL ALCOHOL","ND2M416302","isopropyl alcohol"
"c0c2b283-e918-4b63-8291-6d6857faa1b9","non-approved","PROTEIN C CONCENTRATE (HUMAN)","3Z6S89TXPW","protein c"
"a289986f-86d3-4bd3-ac1f-144e91c96d34","approved","PROTEIN C","3Z6S89TXPW","protein c"
"7ad505b7-564a-4fc8-8ffa-fcaf6b3669bd","approved","FLUVASTATIN SODIUM","PYF7O1FV7F","fluvastatin sodium"
"dd6db0a9-d58d-4fbe-a34f-2a9282004692","approved","ASPARTIC ACID","30KYC7MIAI","l-aspartic acid"
"7274dd7e-bb1c-4a5c-a688-86a3a16b2f72","approved","ERTAPENEM SODIUM","2T90KE67L0","ertapenem sodium"
"9703f44b-c30e-43cb-8c9d-3abef5bd2ef8","approved","CELECOXIB","JCX84Q7J1L","celecoxib"
"08d014af-35d4-4723-bcd4-815f92b352ba","non-approved","CHARCOAL, WOOD","2P3VWU3H10","charcoal activated"
"65b2f073-8e20-42f6-8e74-9318209f6aa2","approved","ACTIVATED CHARCOAL","2P3VWU3H10","charcoal activated"
"09615d11-5c41-47a4-ba3d-1c46ca2fdff9","approved","LEVOMENTHOL","BZ1R15MTK7","l-menthol"
"78c29135-85de-4917-bbf9-b0cd09d75a4d","approved","TETRAHYDROZOLINE HYDROCHLORIDE","0YZT43HS7D","tetrahydrozoline hydrochloride"
"bb0b2921-db6a-4010-8ef1-d489138e792e","approved","BACITRACIN","58H6RWO52I","bacitracin"
"4d27f717-4a00-499b-a2b0-080642535837","approved","ROSUVASTATIN CALCIUM","83MVU38M7Q","rosuvastatin calcium"
