"formal_description_ntp","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"tobramycin (tobramycin sulfate) 10 mg per mL solution for injection",TRUE,2,FALSE,1999-12-20,9001087,NA,NA
"cetirizine hydrochloride 5 mg per 5 mL syrup",TRUE,1,FALSE,1999-12-21,9001088,NA,NA
"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet",TRUE,14,FALSE,2000-01-21,9001089,NA,NA
"diazepam 15 mg per 3 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9001090,NA,NA
"diazepam 20 mg per 4 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9001091,NA,NA
"diazepam 2.5 mg per 0.5 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9001092,NA,NA
"diazepam 5 mg per 1 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9001093,NA,NA
"diazepam 7.5 mg per 1.5 mL rectal gel tube",TRUE,1,FALSE,2000-01-28,9001094,NA,NA
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % cutaneous liquid",TRUE,2,FALSE,2000-02-02,9001095,NA,NA
"polymyxin b sulfate 10000 unit per mL and trimethoprim (trimethoprim sulfate) 1 mg per mL ophthalmic drops",TRUE,2,FALSE,2000-02-03,9001096,NA,NA
"fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial",TRUE,1,FALSE,2000-02-10,9001097,NA,NA
"fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial",TRUE,1,FALSE,2000-02-10,9001098,NA,NA
"levonorgestrel 0.75 mg oral tablet",TRUE,3,FALSE,2000-02-24,9001099,NA,NA
"fenofibrate 160 mg oral tablet",TRUE,6,FALSE,2000-03-16,9001100,NA,NA
"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet",TRUE,14,FALSE,2000-03-16,9001101,NA,NA
"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet",TRUE,14,FALSE,2000-03-16,9001102,NA,NA
"pramipexole dihydrochloride 0.5 mg oral tablet",TRUE,10,FALSE,2000-03-17,9001103,NA,NA
"oxycodone hydrochloride 20 mg oral tablet",TRUE,4,FALSE,2000-03-31,9001104,NA,NA
"gabapentin 600 mg oral tablet",TRUE,17,FALSE,2000-05-01,9001105,NA,NA
"gabapentin 800 mg oral tablet",TRUE,14,FALSE,2000-05-01,9001106,NA,NA
"ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial",TRUE,2,FALSE,2000-05-01,9001107,NA,NA
"pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet",TRUE,8,FALSE,2000-05-02,9001108,NA,NA
"methadone hydrochloride 10 mg per mL oral liquid",TRUE,2,FALSE,2000-05-05,9001109,NA,NA
"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet",TRUE,12,FALSE,2000-05-05,9001110,NA,NA
"hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet",TRUE,8,FALSE,2000-05-10,9001111,NA,NA
"hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet",TRUE,8,FALSE,2000-05-10,9001112,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule",TRUE,9,FALSE,2000-05-15,9001113,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule",TRUE,9,FALSE,2000-05-15,9001114,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule",TRUE,9,FALSE,2000-05-15,9001115,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule",TRUE,9,FALSE,2000-05-15,9001116,NA,NA
"progesterone 8 % vaginal gel",TRUE,1,FALSE,2000-05-20,9001117,NA,NA
"salbutamol (salbutamol sulfate) 6.25 mg per 2.5 mL inhalation solution unit dose vial",TRUE,1,FALSE,2000-05-21,9001118,NA,NA
"estradiol 0.51 mg and norethindrone acetate 4.8 mg transdermal patch",TRUE,1,FALSE,2000-05-25,9001119,NA,NA
"estradiol 0.62 mg and norethindrone acetate 2.7 mg transdermal patch",TRUE,1,FALSE,2000-05-25,9001120,NA,NA
"beclomethasone dipropionate 100 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2000-05-29,9001121,NA,NA
"beclomethasone dipropionate 50 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2000-05-29,9001122,NA,NA
"mesalazine 1000 mg suppository",TRUE,1,FALSE,2000-06-01,9001123,NA,NA
"amiodarone hydrochloride 150 mg per 3 mL solution for injection vial",TRUE,4,FALSE,2000-06-14,9001124,NA,NA
"amiodarone hydrochloride 450 mg per 9 mL solution for injection vial",TRUE,1,FALSE,2000-06-14,9001125,NA,NA
"amiodarone hydrochloride 900 mg per 18 mL solution for injection vial",TRUE,2,FALSE,2000-06-14,9001126,NA,NA
"risedronate sodium 5 mg oral tablet",TRUE,2,FALSE,2000-07-25,9001127,NA,NA
"warfarin sodium 6 mg oral tablet",TRUE,2,FALSE,2000-08-09,9001128,NA,NA
"warfarin sodium 7.5 mg oral tablet",TRUE,1,FALSE,2000-08-09,9001129,NA,NA
"acetaminophen 500 mg and pseudoephedrine hydrochloride 60 mg oral tablet",TRUE,2,FALSE,2000-08-15,9001130,NA,NA
"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet",TRUE,17,FALSE,2000-08-28,9001131,NA,NA
"pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet",TRUE,17,FALSE,2000-08-28,9001132,NA,NA
"pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet",TRUE,17,FALSE,2000-08-28,9001133,NA,NA
"meloxicam 15 mg oral tablet",TRUE,11,FALSE,2000-09-26,9001134,NA,NA
"meloxicam 7.5 mg oral tablet",TRUE,11,FALSE,2000-09-26,9001135,NA,NA
"ibuprofen 200 mg oral capsule",TRUE,5,FALSE,2000-10-02,9001136,NA,NA
"salbutamol (salbutamol sulfate) 12.5 mg per 2.5 mL inhalation solution unit dose vial",TRUE,1,FALSE,2000-10-02,9001137,NA,NA
"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet",TRUE,10,FALSE,2000-10-20,9001138,NA,NA
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 2.5 mg NA",TRUE,1,FALSE,2000-10-30,9001139,NA,NA
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 2.5 mg oral tablet",TRUE,1,FALSE,2000-10-30,9001140,NA,NA
"biotin 20 mcg per vial and dexpanthenol 5 mg per vial and folic acid 140 mcg per vial and nicotinamide 17 mg per vial and pyridoxine hydrochloride 1 mg per vial and vitamin a 2300 unit per vial and vitamin b12 (cyanocobalamin) 1 mcg per vial and vitamin b1 (thiamine hydrochloride) 1.2 mg per vial and vitamin b2 (riboflavin-5-phosphate) 1.4 mg per vial and vitamin c (ascorbic acid) 80 mg per vial and vitamin d 400 unit per vial and vitamin e (dl-alpha tocopheryl acetate) 7 unit per vial and vitamin k1 0.2 mg per vial solution for injection",TRUE,1,FALSE,2000-11-07,9001141,NA,NA
"hydrocortisone valerate 0.2 % cutaneous cream",TRUE,1,FALSE,2000-12-18,9001142,NA,NA
"hydrocortisone valerate 0.2 % cutaneous ointment",TRUE,1,FALSE,2000-12-18,9001143,NA,NA
"testosterone 12.2 mg transdermal patch",TRUE,1,FALSE,2000-12-19,9001144,NA,NA
"trimethoprim 100 mg oral tablet",TRUE,1,FALSE,2001-01-01,9001145,NA,NA
"salbutamol (salbutamol sulfate) 200 mcg inhalation powder",TRUE,1,FALSE,2001-01-02,9001146,NA,NA
"chlorhexidine gluconate 2 % cutaneous solution",TRUE,4,FALSE,2001-01-03,9001147,NA,NA
"doxycycline (doxycycline hyclate) 44 mg per unit periodontal gel",TRUE,1,FALSE,2001-01-31,9001148,NA,NA
"bacitracin (bacitracin zinc) 400 unit per g and hydrocortisone 10 mg per g and neomycin (neomycin sulfate) 3.5 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g ophthalmic ointment",TRUE,1,FALSE,2001-02-14,9001149,NA,NA
"fenofibrate 67 mg oral capsule",TRUE,1,FALSE,2001-02-21,9001150,NA,NA
"levonorgestrel 52 mg intrauterine delivery system",TRUE,1,FALSE,2001-02-22,9001151,NA,NA
"pravastatin sodium 10 mg oral tablet",TRUE,14,FALSE,2001-02-27,9001152,NA,NA
"amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",TRUE,1,FALSE,2001-03-01,9001153,NA,NA
"amoxicillin 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",TRUE,3,FALSE,2001-03-01,9001154,NA,NA
"olanzapine 5 mg orodispersible tablet",TRUE,16,FALSE,2001-03-06,9001155,NA,NA
"dibucaine hydrochloride 5 mg per g and esculin 10 mg per g and framycetin sulfate 10 mg per g and hydrocortisone 5 mg per g rectal ointment",TRUE,3,FALSE,2001-03-09,9001156,NA,NA
"olanzapine 10 mg orodispersible tablet",TRUE,16,FALSE,2001-03-15,9001157,NA,NA
"naproxen 250 mg gastro-resistant tablet",TRUE,3,FALSE,2001-04-02,9001158,NA,NA
"tacrolimus 0.5 mg oral capsule",TRUE,2,FALSE,2001-04-02,9001159,NA,NA
"gliclazide 30 mg prolonged-release oral tablet",TRUE,6,FALSE,2001-04-04,9001160,NA,NA
"montelukast (montelukast sodium) 4 mg chewable tablet",TRUE,15,FALSE,2001-04-09,9001161,NA,NA
"framycetin sulfate 12.5 mg per mL and gramicidin 0.05 mg per mL and phenylephrine hydrochloride 2.5 mg per mL nasal spray",TRUE,1,FALSE,2001-05-04,9001162,NA,NA
"framycetin sulfate 15 mg per g and gramicidin 50 mcg per g cutaneous ointment",TRUE,1,FALSE,2001-05-04,9001163,NA,NA
"mirtazapine 30 mg oral tablet",TRUE,12,FALSE,2001-05-24,9001164,NA,NA
"digoxin 0.05 mg per mL oral solution",TRUE,1,FALSE,2001-06-01,9001165,NA,NA
"lorazepam 4 mg per 1 mL solution for injection vial",TRUE,2,FALSE,2001-06-06,9001166,NA,NA
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % pad",TRUE,1,FALSE,2001-06-14,9001167,NA,NA
"misoprostol 100 mcg oral tablet",TRUE,2,FALSE,2001-06-18,9001168,NA,NA
"misoprostol 200 mcg oral tablet",TRUE,2,FALSE,2001-06-18,9001169,NA,NA
"oxybutynin chloride 10 mg prolonged-release oral tablet",TRUE,1,FALSE,2001-06-22,9001170,NA,NA
"oxybutynin chloride 5 mg prolonged-release oral tablet",TRUE,1,FALSE,2001-06-22,9001171,NA,NA
"clobetasol propionate 0.05 % cutaneous solution",TRUE,3,FALSE,2001-06-25,9001172,NA,NA
"candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,10,FALSE,2001-06-26,9001173,NA,NA
"atorvastatin (atorvastatin calcium) 80 mg oral tablet",TRUE,13,FALSE,2001-06-29,9001174,NA,NA
"hydromorphone hydrochloride 18 mg prolonged-release oral capsule",TRUE,1,FALSE,2001-07-03,9001175,NA,NA
"bupivacaine hydrochloride 2.5 mg per mL and epinephrine bitartrate 9.1 mcg per mL solution for injection",TRUE,1,FALSE,2001-07-15,9001176,NA,NA
"bupivacaine hydrochloride 5 mg per mL and epinephrine bitartrate 9.1 mcg per mL solution for injection",TRUE,1,FALSE,2001-07-15,9001177,NA,NA
"trimethoprim 200 mg oral tablet",TRUE,1,FALSE,2001-07-30,9001178,NA,NA
"framycetin sulfate 5 mg per g ophthalmic ointment",TRUE,1,FALSE,2001-08-03,9001179,NA,NA
"framycetin sulfate 5 mg per mL ophthalmic drops",TRUE,1,FALSE,2001-08-03,9001180,NA,NA
"fusidic acid 1 % ophthalmic drops",TRUE,2,FALSE,2001-08-07,9001181,NA,NA
"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",TRUE,11,FALSE,2001-08-16,9001182,NA,NA
"betahistine hydrochloride 16 mg oral tablet",TRUE,5,FALSE,2001-08-17,9001183,NA,NA
"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant tablet",TRUE,7,FALSE,2001-08-20,9001184,NA,NA
"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet",TRUE,8,FALSE,2001-08-20,9001185,NA,NA
"quetiapine (quetiapine fumarate) 300 mg oral tablet",TRUE,21,FALSE,2001-08-21,9001186,NA,NA
"acetaminophen 650 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck oral powder",TRUE,1,FALSE,2001-09-01,9001187,NA,NA
"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel",TRUE,3,FALSE,2001-09-04,9001188,NA,NA
"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",TRUE,1,FALSE,2001-09-05,9001189,NA,NA
"estradiol 0.585 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9001190,NA,NA
"estradiol 0.78 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9001191,NA,NA
"estradiol 1.17 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9001192,NA,NA
"estradiol 1.56 mg transdermal patch",TRUE,1,FALSE,2001-09-05,9001193,NA,NA
"tacrolimus 0.03 % cutaneous ointment",TRUE,1,FALSE,2001-09-06,9001194,NA,NA
"tacrolimus 0.1 % cutaneous ointment",TRUE,1,FALSE,2001-09-06,9001195,NA,NA
"lamotrigine 2 mg oral tablet",TRUE,1,FALSE,2001-09-13,9001196,NA,NA
"misoprostol 0.1 mg oral tablet",TRUE,1,FALSE,2001-09-20,9001197,NA,NA
"misoprostol 0.2 mg oral tablet",TRUE,1,FALSE,2001-09-20,9001198,NA,NA
"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",TRUE,1,FALSE,2001-09-28,9001199,NA,NA
"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL powder for oral suspension",TRUE,1,FALSE,2001-10-23,9001200,NA,NA
"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL powder for oral suspension",TRUE,1,FALSE,2001-10-23,9001201,NA,NA
"insulin aspart 100 unit per mL solution for injection 3 mL cartridge",TRUE,3,FALSE,2001-10-31,9001202,NA,NA
"quinine sulfate 300 mg oral tablet",TRUE,1,FALSE,2001-11-08,9001203,NA,NA
"methotrexate (methotrexate sodium) 2.5 mg oral tablet",TRUE,1,FALSE,2001-11-14,9001204,NA,NA
"betamethasone (betamethasone dipropionate) 0.5 mg per g and calcipotriol 50 mcg per g cutaneous ointment",TRUE,1,FALSE,2001-11-29,9001205,NA,NA
"betamethasone (betamethasone sodium phosphate) 1 mg per mL and gentamicin (gentamicin sulfate) 3 mg per mL ophthalmic drops",TRUE,1,FALSE,2001-12-04,9001206,NA,NA
"betamethasone (betamethasone sodium phosphate) 1 mg per mL and gentamicin (gentamicin sulfate) 3 mg per mL otic drops",TRUE,1,FALSE,2001-12-04,9001207,NA,NA
"ketorolac tromethamine 30 mg per mL solution for injection",TRUE,1,FALSE,2001-12-04,9001208,NA,NA
"hydromorphone hydrochloride 1000 mg per 10 mL solution for injection vial",TRUE,1,FALSE,2001-12-10,9001209,NA,NA
"fluticasone propionate 125 mcg per actuation NA",TRUE,1,FALSE,2001-12-20,9001210,NA,NA
"fluticasone propionate 125 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9001211,NA,NA
"fluticasone propionate 250 mcg per actuation NA",TRUE,1,FALSE,2001-12-20,9001212,NA,NA
"fluticasone propionate 250 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9001213,NA,NA
"fluticasone propionate 50 mcg per actuation NA",TRUE,1,FALSE,2001-12-20,9001214,NA,NA
"fluticasone propionate 50 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-20,9001215,NA,NA
"fluticasone propionate 125 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",TRUE,1,FALSE,2001-12-21,9001216,NA,NA
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",TRUE,1,FALSE,2001-12-21,9001217,NA,NA
"acetaminophen 325 mg per 22 g and pheniramine maleate 20 mg per 22 g and phenylephrine hydrochloride 10 mg per 22 g and vitamin c (ascorbic acid) 50 mg per 22 g oral powder",TRUE,2,FALSE,2001-12-29,9001218,NA,NA
"acetaminophen 650 mg per 22 mg and pheniramine maleate 20 mg per 22 mg and phenylephrine hydrochloride 10 mg per 22 mg and vitamin c 50 mg per 22 mg oral powder",TRUE,1,FALSE,2001-12-29,9001219,NA,NA
"acetaminophen 500 mg and diphenhydramine hydrochloride 12.5 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,1,FALSE,2002-01-04,9001220,NA,NA
"acetaminophen 80 mg and chlorpheniramine maleate 0.5 mg and phenylephrine hydrochloride 1.25 mg oral tablet",TRUE,1,FALSE,2002-01-09,9001221,NA,NA
"cetirizine hydrochloride 20 mg oral tablet",TRUE,6,FALSE,2002-01-14,9001222,NA,NA
"biotin 12 mcg per mL and dexpanthenol (panthenol) 3 mg per mL and folic acid 80 mcg per mL and nicotinamide 8 mg per mL and pyridoxine hydrochloride 0.8 mg per mL and vitamin a 660 unit per mL and vitamin b12 (cyanocobalamin) 1 mcg per mL and vitamin b1 (thiamine hydrochloride) 0.6 mg per mL and vitamin b2 0.72 mg per mL and vitamin c 20 mg per mL and vitamin e (dl-alpha tocopheryl acetate) 2 unit per mL solution for injection",TRUE,1,FALSE,2002-01-28,9001223,NA,NA
"budesonide 100 mcg and formoterol fumarate 6 mcg inhalation powder",TRUE,1,FALSE,2002-02-08,9001224,NA,NA
"budesonide 200 mcg and formoterol fumarate 6 mcg inhalation powder",TRUE,1,FALSE,2002-02-08,9001225,NA,NA
"alendronic acid (alendronate sodium) 70 mg oral tablet",TRUE,16,FALSE,2002-02-14,9001226,NA,NA
"alfuzosin hydrochloride 10 mg prolonged-release oral tablet",TRUE,7,FALSE,2002-02-21,9001227,NA,NA
"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution",TRUE,1,FALSE,2002-03-19,9001228,NA,NA
"estradiol 10 mg transdermal patch",TRUE,1,FALSE,2002-03-21,9001229,NA,NA
"estradiol 5 mg transdermal patch",TRUE,1,FALSE,2002-03-22,9001230,NA,NA
"tolterodine tartrate 2 mg prolonged-release oral capsule",TRUE,4,FALSE,2002-03-26,9001231,NA,NA
"tolterodine tartrate 4 mg prolonged-release oral capsule",TRUE,4,FALSE,2002-03-26,9001232,NA,NA
"rabeprazole sodium 10 mg gastro-resistant tablet",TRUE,11,FALSE,2002-04-02,9001233,NA,NA
"rabeprazole sodium 20 mg gastro-resistant tablet",TRUE,12,FALSE,2002-04-02,9001234,NA,NA
"testosterone 1 % cutaneous gel",TRUE,3,FALSE,2002-05-06,9001235,NA,NA
"testosterone 1 % cutaneous gel 2.5 g sachet",TRUE,1,FALSE,2002-05-06,9001236,NA,NA
"testosterone 1 % cutaneous gel 5 g sachet",TRUE,1,FALSE,2002-05-06,9001237,NA,NA
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg NA",TRUE,1,FALSE,2002-05-09,9001238,NA,NA
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg oral tablet",TRUE,1,FALSE,2002-05-09,9001239,NA,NA
"ipratropium bromide 0.5 mg per 2.5 mL and salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution",TRUE,3,FALSE,2002-05-14,9001240,NA,NA
"clarithromycin 500 mg prolonged-release oral tablet",TRUE,3,FALSE,2002-05-22,9001241,NA,NA
"ketorolac tromethamine 60 mg per 2 mL solution for injection vial",TRUE,1,FALSE,2002-05-23,9001242,NA,NA
"bimatoprost 0.03 % ophthalmic drops",TRUE,2,FALSE,2002-05-24,9001243,NA,NA
"clarithromycin 250 mg per 5 mL granules for oral suspension",TRUE,3,FALSE,2002-05-28,9001244,NA,NA
"clindamycin (clindamycin phosphate) 1 % pad",TRUE,1,FALSE,2002-06-10,9001245,NA,NA
"insulin aspart 100 unit per mL solution for injection 10 mL vial",TRUE,2,FALSE,2002-06-12,9001246,NA,NA
"amoxicillin 125 mg per 5 mL and clavulanic acid (clavulanate potassium) 31.25 mg per 5 mL oral suspension",TRUE,1,FALSE,2002-06-18,9001247,NA,NA
"amoxicillin 250 mg per 5 mL and clavulanic acid (clavulanate potassium) 62.5 mg per 5 mL oral suspension",TRUE,1,FALSE,2002-06-18,9001248,NA,NA
"olanzapine 15 mg oral tablet",TRUE,15,FALSE,2002-06-24,9001249,NA,NA
"trandolapril 2 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet",TRUE,1,FALSE,2002-07-15,9001250,NA,NA
"trandolapril 4 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet",TRUE,1,FALSE,2002-07-15,9001251,NA,NA
"insulin glargine 100 unit per mL solution for injection 10 mL vial",TRUE,1,FALSE,2002-07-24,9001252,NA,NA
"dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic drops",TRUE,2,FALSE,2002-07-26,9001253,NA,NA
"dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL otic drops",TRUE,2,FALSE,2002-07-26,9001254,NA,NA
"zopiclone 3.75 mg oral tablet",TRUE,2,FALSE,2002-07-29,9001255,NA,NA
"testosterone cypionate 100 mg per mL solution for injection",TRUE,1,FALSE,2002-08-01,9001256,NA,NA
"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation",TRUE,2,FALSE,2002-08-22,9001257,NA,NA
"levothyroxine sodium 500 mcg per vial powder for solution for injection",TRUE,1,FALSE,2002-08-27,9001258,NA,NA
"amiodarone hydrochloride 300 mg per 6 mL solution for injection vial",TRUE,1,FALSE,2002-08-29,9001259,NA,NA
"chlorhexidine gluconate 2 % lotion",TRUE,1,FALSE,2002-09-09,9001260,NA,NA
"ammonium chloride 125 mg per 5 mL and codeine phosphate 3.3 mg per 5 mL and diphenhydramine hydrochloride 12.5 mg per 5 mL syrup",TRUE,1,FALSE,2002-09-13,9001261,NA,NA
"testosterone 24.3 mg transdermal patch",TRUE,1,FALSE,2002-09-24,9001262,NA,NA
"estradiol 0.39 mg transdermal patch",TRUE,1,FALSE,2002-10-03,9001263,NA,NA
"metoprolol tartrate 25 mg oral tablet",TRUE,8,FALSE,2002-10-08,9001264,NA,NA
"amoxicillin 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",TRUE,2,FALSE,2002-10-24,9001265,NA,NA
"latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",TRUE,6,FALSE,2002-10-24,9001266,NA,NA
"tiotropium (tiotropium bromide) 18 mcg inhalation powder capsule",TRUE,1,FALSE,2002-11-21,9001267,NA,NA
"atenolol 25 mg oral tablet",TRUE,12,FALSE,2002-11-28,9001268,NA,NA
"ipratropium bromide 0.03 % nasal spray",TRUE,1,FALSE,2002-12-03,9001269,NA,NA
"ipratropium bromide 0.06 % nasal spray",TRUE,1,FALSE,2002-12-03,9001270,NA,NA
"rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution",TRUE,1,FALSE,2002-12-05,9001271,NA,NA
"risedronate sodium 35 mg oral tablet",TRUE,14,FALSE,2002-12-10,9001272,NA,NA
"indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet",TRUE,1,FALSE,2002-12-19,9001273,NA,NA
"simvastatin 5 mg oral tablet",TRUE,19,FALSE,2002-12-20,9001274,NA,NA
"simvastatin 80 mg oral tablet",TRUE,20,FALSE,2002-12-20,9001275,NA,NA
"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",TRUE,8,FALSE,2003-01-24,9001276,NA,NA
"valsartan 160 mg oral tablet",TRUE,13,FALSE,2003-01-24,9001277,NA,NA
"valsartan 80 mg oral tablet",TRUE,14,FALSE,2003-01-24,9001278,NA,NA
"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet",TRUE,21,FALSE,2003-02-19,9001279,NA,NA
"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet",TRUE,21,FALSE,2003-02-19,9001280,NA,NA
"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet",TRUE,19,FALSE,2003-02-19,9001281,NA,NA
"acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,2,FALSE,2003-03-07,9001282,NA,NA
"cetirizine hydrochloride 5 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet",TRUE,1,FALSE,2003-03-07,9001283,NA,NA
"ibuprofen 100 mg chewable tablet",TRUE,2,FALSE,2003-03-31,9001284,NA,NA
"diclofenac sodium 1.5 % cutaneous solution",TRUE,4,FALSE,2003-04-01,9001285,NA,NA
"bisoprolol fumarate 10 mg oral tablet",TRUE,9,FALSE,2003-04-24,9001286,NA,NA
"bisoprolol fumarate 5 mg oral tablet",TRUE,9,FALSE,2003-04-24,9001287,NA,NA
"estradiol 4 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001288,NA,NA
"estradiol 6 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001289,NA,NA
"estradiol 8 mg transdermal patch",TRUE,1,FALSE,2003-04-24,9001290,NA,NA
"alendronic acid (alendronate sodium) 10 mg oral tablet",TRUE,9,FALSE,2003-05-12,9001291,NA,NA
"ibuprofen 100 mg oral tablet",TRUE,1,FALSE,2003-05-14,9001292,NA,NA
"ibuprofen 50 mg oral tablet",TRUE,1,FALSE,2003-05-14,9001293,NA,NA
"indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet",TRUE,1,FALSE,2003-05-16,9001294,NA,NA
"salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution",TRUE,1,FALSE,2003-05-28,9001295,NA,NA
"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",TRUE,2,FALSE,2003-06-02,9001296,NA,NA
"acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg oral capsule",TRUE,8,FALSE,2003-06-04,9001297,NA,NA
"ezetimibe 10 mg oral tablet",TRUE,17,FALSE,2003-06-15,9001298,NA,NA
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder",TRUE,2,FALSE,2003-06-18,9001299,NA,NA
"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection",TRUE,1,FALSE,2003-06-24,9001300,NA,NA
"alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion",TRUE,1,FALSE,2003-07-02,9001301,NA,NA
"ibuprofen 200 mg and methocarbamol 500 mg oral tablet",TRUE,7,FALSE,2003-07-02,9001302,NA,NA
"acetaminophen 500 mg per 15 mL and dextromethorphan hydrobromide 15 mg per 15 mL and guaifenesin 100 mg per 15 mL and pseudoephedrine hydrochloride 30 mg per 15 mL syrup",TRUE,4,FALSE,2003-07-03,9001303,NA,NA
"calcitriol 1 mcg per 1 mL solution for injection ampoule",TRUE,2,FALSE,2003-07-07,9001304,NA,NA
"methadone hydrochloride 1 mg per mL oral solution",TRUE,2,FALSE,2003-07-11,9001305,NA,NA
"levetiracetam 250 mg oral tablet",TRUE,17,FALSE,2003-07-23,9001306,NA,NA
