"","tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time"
"628","colestipol hydrochloride",FALSE,3,2,"active",1985-12-31
"629","colistin (colistimethate sodium)",FALSE,3,1,"active",1974-12-31
"630","collagenase",FALSE,1,1,"active",1994-12-31
"631","collagen, fibrinogen (human), thrombin (human)",FALSE,1,1,"active",2015-09-18
"632","conjugated estrogens",TRUE,18,4,"active",1963-12-31
"633","conjugated estrogens, medroxyprogesterone",TRUE,2,2,"active",2000-10-30
"634","copper (copper sulfate)",FALSE,1,1,"active",1993-12-31
"635","corbadrine (corbadrine hydrochloride), mepivacaine hydrochloride",FALSE,3,1,"active",1977-12-31
"636","cortisone acetate",FALSE,1,1,"active",1973-12-31
"637","corynebacterium diphtheriae crm-197 protein, meningococcal group a oligosaccharide, meningococcal group c oligosaccharide, meningococcal group w-135 oligosaccharide, meningococcal group y oligosaccharide",FALSE,1,2,"active",2010-07-29
"638","corynebacterium diphtheriae crm-197 protein, meningococcal group c oligosaccharide",FALSE,1,1,"active",2015-10-07
"639","corynebacterium diphtheriae crm-197 protein, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2001-06-20
"640","corynebacterium diphtheriae crm-197 protein, pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2010-03-01
"641","crizotinib",FALSE,2,1,"active",2012-05-10
"642","cromolyn sodium",FALSE,7,5,"active",1981-12-31
"643","crotamiton",FALSE,1,1,"active",1953-12-31
"644","cyclobenzaprine",TRUE,12,1,"active",1994-12-31
"645","cyclopentolate",FALSE,5,1,"active",1972-12-31
"646","cyclophosphamide",FALSE,6,2,"active",2000-08-22
"647","cyclosporine",FALSE,11,4,"active",1984-12-31
"648","cyproheptadine hydrochloride",FALSE,4,2,"active",1996-10-16
"649","cyproterone",TRUE,5,2,"active",1987-12-31
"650","cyproterone, ethinyl estradiol",TRUE,5,1,"active",1998-04-08
"651","cytarabine",FALSE,9,3,"active",1977-12-31
"652","cytomegalovirus immune globulin (human)",FALSE,1,1,"active",2000-04-25
"653","dabigatran",TRUE,3,1,"active",2008-07-03
"654","dabrafenib (dabrafenib mesylate)",FALSE,2,1,"active",2013-08-28
"655","daclatasvir (daclatasvir dihydrochloride)",FALSE,2,1,"active",2015-09-08
"656","daclizumab beta",FALSE,1,1,"active",2017-03-30
"657","dactinomycin",FALSE,1,1,"active",1963-12-31
"658","dalteparin sodium",FALSE,11,1,"active",1995-12-31
"659","danaparoid sodium",FALSE,1,1,"active",1995-12-31
"660","danazol",FALSE,3,1,"active",1972-12-31
"661","dapagliflozin (dapagliflozin propanediol monohydrate)",FALSE,2,1,"active",2015-01-16
"662","dapagliflozin (dapagliflozin propanediol monohydrate), metformin",TRUE,2,1,"active",2016-02-08
"663","dapsone",FALSE,2,2,"active",1994-12-31
"664","daptomycin",FALSE,1,1,"active",2007-12-03
"665","daratumumab",FALSE,2,1,"active",2016-07-12
"666","darbepoetin alfa",FALSE,13,1,"active",2013-08-16
"667","darifenacin (darifenacin hydrobromide)",FALSE,2,1,"active",2006-04-06
"668","darunavir (darunavir ethanolate)",FALSE,5,2,"active",2009-03-17
"669","dasabuvir (dasabuvir sodium monohydrate), ombitasvir, paritaprevir, ritonavir",FALSE,1,2,"active",2015-01-06
"670","dasatinib (dasatinib monohydrate)",FALSE,6,1,"active",2007-04-13
"671","daunorubicin (daunorubicin hydrochloride)",FALSE,2,1,"active",1971-12-31
"672","d&c red no. 28",FALSE,1,1,"active",1995-12-31
"673","deferasirox",FALSE,12,2,"active",2006-11-10
"674","deferiprone",FALSE,3,2,"active",2015-04-28
"675","deferoxamine mesylate",FALSE,5,1,"active",1992-12-31
"676","degarelix (degarelix acetate)",FALSE,2,1,"active",2009-11-24
"677","delavirdine mesylate",FALSE,1,1,"active",1998-07-24
"678","denosumab",FALSE,2,1,"active",2010-08-12
"679","deoxycholic acid",FALSE,1,1,"active",2016-01-27
"680","deoxycholic acid, NA, NA",NA,1,1,"active",1983-12-31
"681","dequalinium chloride",FALSE,2,2,"active",1995-12-31
"682","dermatophagoides farinae",FALSE,4,1,"active",1997-01-03
"683","dermatophagoides farinae, dermatophagoides pteronyssinus",FALSE,4,1,"active",1998-01-16
"684","dermatophagoides pteronyssinus",FALSE,4,1,"active",1997-01-03
"685","desflurane",FALSE,1,1,"active",1996-12-23
"686","desipramine (desipramine hydrochloride)",FALSE,5,1,"active",1996-12-31
"687","desipramine hydrochloride",FALSE,9,1,"active",1993-12-31
"688","desloratadine",FALSE,6,2,"active",2002-01-10
"689","desloratadine, pseudoephedrine sulfate",FALSE,1,1,"active",2010-02-01
"690","desmopressin acetate",FALSE,12,3,"active",1989-12-31
"691","desmopressin acetate (desmopressin acetate trihydrate)",FALSE,2,1,"active",2008-01-23
"692","desmopressin (desmopressin acetate)",FALSE,5,1,"active",2006-11-02
"693","desogestrel, desogestrel, desogestrel, ethinyl estradiol, ethinyl estradiol, ethinyl estradiol",TRUE,2,1,"active",2006-06-13
"694","desogestrel, ethinyl estradiol",TRUE,10,1,"active",1993-12-31
"695","desonide",FALSE,4,2,"active",1996-11-11
"696","desoximetasone",FALSE,7,3,"active",1996-11-07
"697","desvenlafaxine",TRUE,2,1,"active",2009-03-05
"698","dexamethasone (base)",TRUE,19,7,"active",1966-12-31
"699","dexamethasone (base), framycetin, gramicidin",TRUE,2,2,"active",2002-07-26
"700","dexamethasone (base), neomycin (neomycin sulfate), polymyxin b sulfate",TRUE,3,2,"active",1963-12-31
"701","dexamethasone (base), neomycin sulfate, polymyxin b sulfate",TRUE,1,1,"active",1994-12-31
"702","dexamethasone (base), tobramycin",TRUE,2,2,"active",1990-12-31
"703","dexamethasone phosphate",TRUE,9,3,"active",1986-12-31
"704","dexamethasone sodium phosphate",TRUE,2,2,"active",1990-12-31
"705","dexbrompheniramine maleate, pseudoephedrine sulfate",FALSE,1,1,"active",1974-12-31
"706","dexlansoprazole",TRUE,2,1,"active",2010-08-05
"707","dexmedetomidine (dexmedetomidine hydrochloride)",FALSE,2,1,"active",2010-02-24
"708","dexpanthenol, lidocaine hydrochloride, nicotinamide, pyridoxine hydrochloride, vitamin b1, vitamin b2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"active",1951-12-31
"709","dexpanthenol, nicotinamide, pyridoxine hydrochloride, thiamine hydrochloride, vitamin b12, vitamin b2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"active",1979-12-31
"710","dexrazoxane",FALSE,2,1,"active",1995-12-31
"711","dextran 40, dextrose",FALSE,1,1,"active",1996-09-10
"712","dextran 40, sodium chloride",FALSE,1,1,"active",1993-12-31
"713","dextran 70, glycerine, hypromellose",FALSE,1,1,"active",2003-01-02
"714","dextran 70, hypromellose",FALSE,2,1,"active",1989-12-31
"715","dextran 70, polyethylene glycol 400, povidone, tetrahydrozoline hydrochloride",FALSE,3,1,"active",2005-03-08
"716","dextran 70, sodium chloride",FALSE,1,1,"active",1996-09-10
"717","dextran, dextrose",FALSE,1,1,"active",1968-12-31
"718","dextran, sodium chloride",FALSE,1,1,"active",1968-12-31
"719","dextroamphetamine",TRUE,4,2,"active",1992-12-31
"720","dextromethorphan hydrobromide",FALSE,25,5,"active",1979-12-31
"721","dextromethorphan hydrobromide (dextromethorphan polistirex)",FALSE,2,1,"active",1997-08-15
"722","dextromethorphan hydrobromide, doxylamine succinate",FALSE,1,1,"active",2010-08-19
"723","dextromethorphan hydrobromide, guaifenesin",FALSE,23,3,"active",1991-12-31
"724","dextromethorphan hydrobromide, guaifenesin, menthol",FALSE,3,2,"active",2005-03-30
"725","dextromethorphan hydrobromide, guaifenesin, menthol, pseudoephedrine hydrochloride",FALSE,1,1,"active",2005-09-30
"726","dextromethorphan hydrobromide, guaifenesin, pheniramine maleate, phenylephrine hydrochloride",FALSE,1,1,"active",1978-12-31
"727","dextromethorphan hydrobromide, guaifenesin, pseudoephedrine hydrochloride",FALSE,14,1,"active",1992-12-31
"728","dextromethorphan hydrobromide, pheniramine maleate, phenylephrine hydrochloride",FALSE,3,2,"active",1983-12-31
"729","dextromethorphan hydrobromide, pheniramine maleate, phenylephrine hydrochloride, vitamin c",FALSE,1,1,"active",1995-12-31
"730","dextromethorphan hydrobromide, phenylephrine hydrochloride",FALSE,4,3,"active",2006-07-10
"731","dextromethorphan hydrobromide, pseudoephedrine hydrochloride",FALSE,9,2,"active",1992-12-31
"732","dextrose",FALSE,20,2,"active",1951-12-31
"733","dextrose (dextrose monohydrate)",FALSE,1,1,"active",2014-01-29
"734","dextrose, dopamine hydrochloride",FALSE,6,1,"active",1986-12-31
"735","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine hydrochloride, l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, magnesium chloride, methionine, potassium phosphate dibasic, sodium acetate, sodium chloride, tryptophan",FALSE,5,1,"active",1993-12-31
"736","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine hydrochloride, l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, methionine, tryptophan",FALSE,4,1,"active",1993-12-31
"737","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine (l-lysine hydrochloride), l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, methionine, tryptophan",FALSE,1,1,"active",1993-12-31
"738","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine hydrochloride), magnesium chloride, methionine, potassium phosphate dibasic, serine, sodium acetate, sodium chloride, tryptophan",FALSE,3,1,"active",1996-12-31
"739","dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine hydrochloride), methionine, serine, tryptophan",FALSE,2,1,"active",1996-07-30
"740","dextrose, heparin sodium",FALSE,2,1,"active",1996-09-10
"741","dextrose, lidocaine hydrochloride",FALSE,3,1,"active",1983-12-31
"742","dextrose, magnesium acetate, potassium acetate, sodium chloride",FALSE,1,1,"active",1965-12-31
"743","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride",FALSE,1,1,"active",1993-12-31
"744","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate",FALSE,3,1,"active",1958-12-31
"745","dextrose, magnesium sulfate",FALSE,1,1,"active",1996-12-30
"746","dextrose, nitroglycerin",TRUE,2,1,"active",1995-12-31
"747","dextrose, potassium chloride",FALSE,8,1,"active",1979-12-31
"748","dextrose, potassium chloride, potassium phosphate dibasic, sodium acetate, sodium chloride",FALSE,1,1,"active",1998-09-03
"749","dextrose, potassium chloride, sodium chloride",FALSE,27,1,"active",1978-12-31
"750","dextrose, sodium chloride",FALSE,17,2,"active",1951-12-31
"751","dextrose, sodium chloride, sodium lactate",FALSE,1,1,"active",1962-12-31
"752","diatrizoate meglumine, diatrizoate sodium",FALSE,1,1,"active",1978-12-30
"753","diatrizoate meglumine, meglumine iodipamide",FALSE,1,1,"active",1998-01-08
"754","diazepam",TRUE,18,4,"active",1974-12-31
"755","diazoxide",FALSE,1,1,"active",1985-12-31
"756","dibucaine, esculin, framycetin, hydrocortisone",TRUE,8,2,"active",1996-12-30
"757","diclofenac",TRUE,53,8,"active",1980-12-31
"758","diclofenac, misoprostol",TRUE,6,2,"active",1993-12-31
"759","dicyclomine hydrochloride",FALSE,9,4,"active",1974-12-31
"760","didanosine",FALSE,4,1,"active",2002-01-02
"761","dienogest",FALSE,1,1,"active",2011-10-25
"762","diflunisal",FALSE,4,1,"active",1993-12-31
"763","digoxin",TRUE,9,3,"active",1994-12-31
"764","digoxin immune fab (ovine)",FALSE,1,1,"active",2011-11-04
"765","dihydroergotamine mesylate",FALSE,3,2,"active",1946-12-31
"766","diltiazem",TRUE,80,5,"active",1988-12-31
"767","diluent, somatropin",FALSE,3,2,"active",2001-08-28
"768","dimenhydrinate",FALSE,32,8,"active",1951-12-31
"769","dimercaprol",FALSE,1,1,"active",1995-12-31
"770","dimethicone",FALSE,9,5,"active",2002-06-01
"771","dimethicone, homosalate, meradimate, octinoxate, octisalate, oxybenzone",FALSE,1,1,"active",1994-12-31
"772","dimethicone, menthol",FALSE,2,1,"active",1999-09-01
"773","dimethicone, menthol, pramoxine hydrochloride",FALSE,1,1,"active",2009-03-05
"774","dimethicone, oxybenzone, padimate o",FALSE,1,1,"active",1993-12-31
"775","dimethicone, petrolatum",FALSE,2,2,"active",1991-12-31
"776","dimethicone, white petrolatum",FALSE,1,1,"active",2016-01-08
"777","dimethicone, zinc oxide",FALSE,3,1,"active",2009-05-20
"778","dimethyl fumarate",FALSE,2,1,"active",2013-04-12
"779","dimethyl sulfoxide",FALSE,2,1,"active",1980-12-31
"780","dinoprost (dinoprost tromethamine)",FALSE,1,1,"active",1974-12-31
"781","dinoprostone",FALSE,5,4,"active",1977-12-31
"782","diphenhydramine citrate",FALSE,1,1,"active",2009-01-20
"783","diphenhydramine citrate, ibuprofen",TRUE,1,1,"active",2011-10-27
"784","diphenhydramine hydrochloride",FALSE,83,10,"active",1979-12-31
"785","diphenhydramine hydrochloride, ibuprofen",TRUE,3,1,"active",2011-01-03
"786","diphenhydramine hydrochloride, ibuprofen, ibuprofen",TRUE,1,2,"active",2014-06-02
"787","diphenhydramine hydrochloride, menthol",FALSE,1,1,"active",1997-06-23
"788","diphenhydramine hydrochloride, naproxen",TRUE,1,1,"active",2016-02-24
"789","diphenhydramine hydrochloride, phenylephrine hydrochloride",FALSE,4,3,"active",2010-01-11
"790","diphenhydramine hydrochloride, zinc acetate",FALSE,2,2,"active",2007-03-09
"791","diphtheria toxoid adsorbed, filamentous haemagglutinin adsorbed, inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin adsorbed, pertussis toxoid adsorbed, tetanus toxoid adsorbed",FALSE,1,1,"active",2010-10-22
"792","diphtheria toxoid adsorbed, tetanus toxoid adsorbed",FALSE,1,1,"active",1980-12-31
"793","diphtheria toxoid, filamentous haemagglutinin, fimbriae, haemophilus influenzae type b-prp, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus protein, tetanus toxoid",FALSE,2,3,"active",1997-08-14
"794","diphtheria toxoid, filamentous haemagglutinin, fimbriae, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",1997-08-14
"795","diphtheria toxoid, filamentous haemagglutinin, fimbriae types 2 and 3 (fim), inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2011-03-11
"796","diphtheria toxoid, filamentous haemagglutinin, fimbriae types 2 and 3 (fim), pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",1999-06-23
"797","diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t), inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2012-10-25
"798","diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b-prp, hepatitis b surface antigen (recombinant), inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid, tetanus toxoid adsorbed",FALSE,1,1,"active",2008-12-04
"799","diphtheria toxoid, filamentous haemagglutinin, inactivated poliovirus type i, inactivated poliovirus type ii, inactivated poliovirus type iii, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2012-10-25
"800","diphtheria toxoid, filamentous haemagglutinin, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",2007-05-29
"801","diphtheria toxoid, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, tetanus toxoid",FALSE,1,1,"active",1984-12-31
"802","dipivefrin hydrochloride",FALSE,1,1,"active",2000-07-17
"803","dipyridamole",FALSE,9,2,"active",1982-12-31
"804","disopyramide",FALSE,1,1,"active",2003-09-12
"805","dl-methionine, histidine, isoleucine, l-cysteine (l-cysteine hydrochloride), leucine, lysine (lysine acetate), phenylalanine, sodium bisulfite, threonine, tryptophan, valine",FALSE,1,1,"active",1993-12-31
"806","dobutamine (dobutamine hydrochloride)",FALSE,4,1,"active",1996-10-24
"807","docetaxel",FALSE,7,1,"active",1995-12-31
"808","docosanol",FALSE,1,1,"active",2005-08-15
"809","docusate calcium",FALSE,8,1,"active",1986-12-31
"810","docusate sodium",FALSE,45,5,"active",1985-12-31
"811","docusate sodium, sennosides",FALSE,5,1,"active",2003-03-07
"812","docusate sodium, sennosides (senna)",FALSE,1,1,"active",1975-12-31
"813","dolichovespula arenaria venom protein extract",FALSE,2,1,"active",1992-12-31
"814","dolichovespula maculata venom protein extract",FALSE,2,1,"active",1994-12-31
"815","dolutegravir (dolutegravir sodium)",FALSE,3,1,"active",2013-11-08
"816","domperidone",TRUE,13,1,"active",1993-12-31
"817","donepezil",TRUE,48,2,"active",1997-08-20
"818","dornase alfa",FALSE,1,1,"active",1994-12-31
"819","dorzolamide",TRUE,4,1,"active",1996-12-31
"820","dorzolamide, timolol",TRUE,11,1,"active",1999-05-27
"821","doxazosin",TRUE,18,1,"active",1992-12-31
"822","doxepin (doxepin hydrochloride)",FALSE,16,2,"active",1970-12-31
"823","doxorubicin hydrochloride",FALSE,12,5,"active",1995-12-31
"824","doxycycline",TRUE,14,4,"active",1987-12-31
"825","doxylamine succinate",FALSE,1,1,"active",1987-12-31
"826","doxylamine succinate, pyridoxine hydrochloride",FALSE,1,1,"active",1983-12-31
"827","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate), nicotinamide, vitamin a, vitamin b1 (thiamine hydrochloride), vitamin b2 (riboflavin-5-phosphate), vitamin b6 (pyridoxine hydrochloride), vitamin c, vitamin d, vitamin e (dl-alpha tocopheryl acetate)",FALSE,1,1,"active",1984-12-31
"828","d-penicillamine",FALSE,1,1,"active",1964-12-31
"829","dronedarone (dronedarone hydrochloride)",FALSE,1,1,"active",2009-09-28
"830","droperidol",FALSE,1,1,"active",1995-12-31
"831","drospirenone, estradiol",TRUE,1,1,"active",2008-10-20
"832","drospirenone, ethinyl estradiol",TRUE,8,1,"active",2004-12-22
"833","drospirenone, ethinyl estradiol, levomefolate calcium, levomefolate calcium",TRUE,1,1,"active",2013-03-01
"834","dulaglutide",FALSE,2,1,"active",2015-11-24
"835","duloxetine",TRUE,28,1,"active",2008-01-18
"836","dutasteride",TRUE,12,1,"active",2003-11-14
"837","dutasteride, tamsulosin",TRUE,1,1,"active",2011-11-17
"838","dyclonine hydrochloride",FALSE,2,1,"active",1997-08-15
"839","dyclonine hydrochloride, menthol",FALSE,1,1,"active",2007-05-31
"840","eculizumab",FALSE,1,1,"active",2009-05-25
"841","edoxaban (edoxaban tosylate)",FALSE,3,1,"active",2017-04-25
"842","efavirenz",FALSE,6,2,"active",1999-03-25
"843","efavirenz, emtricitabine, tenofovir disoproxil fumarate",FALSE,1,1,"active",2007-10-23
"844","efinaconazole",FALSE,1,1,"active",2014-07-21
"845","eflornithine hydrochloride",FALSE,1,1,"active",2005-11-01
"846","elbasvir, grazoprevir",FALSE,1,1,"active",2016-01-25
"847","eletriptan (eletriptan hydrobromide)",FALSE,10,1,"active",2004-10-13
"848","elosulfase alfa",FALSE,1,1,"active",2014-08-27
"849","eltrombopag (eltrombopag olamine)",FALSE,2,1,"active",2011-04-01
"850","eluxadoline",FALSE,2,1,"active",2017-04-24
"851","empagliflozin",FALSE,2,1,"active",2015-08-11
"852","empagliflozin, linagliptin",FALSE,2,1,"active",2016-12-21
"853","empagliflozin, metformin",TRUE,6,1,"active",2016-08-03
"854","emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-03-20
"855","emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir disoproxil fumarate",FALSE,1,1,"active",2011-10-20
"856","emtricitabine, tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,2,1,"active",2016-06-03
"857","emtricitabine, tenofovir disoproxil fumarate",FALSE,1,1,"active",2006-04-06
"858","enalapril",TRUE,48,1,"active",1987-12-31
"859","enalaprilat",FALSE,2,1,"active",1992-12-31
"860","enalapril, hydrochlorothiazide",TRUE,5,1,"active",1990-12-31
"861","enfuvirtide",FALSE,1,1,"active",2003-08-18
"862","enoxaparin sodium",FALSE,8,1,"active",1993-12-31
"863","ensulizole",FALSE,2,1,"active",2012-11-13
"864","ensulizole, homosalate, octinoxate, octocrylene, zinc oxide",FALSE,1,1,"active",2006-06-01
"865","ensulizole, meradimate, octinoxate",FALSE,2,2,"active",1994-12-31
"866","ensulizole, octinoxate",FALSE,4,1,"active",2006-11-13
"867","ensulizole, octinoxate, octisalate, titanium dioxide, zinc oxide",FALSE,1,1,"active",2014-01-31
"868","ensulizole, octinoxate, octisalate, zinc oxide",FALSE,1,1,"active",2013-07-04
"869","ensulizole, octinoxate, octocrylene",FALSE,1,1,"active",2009-02-02
"870","ensulizole, octinoxate, oxybenzone",FALSE,5,2,"active",2013-01-04
"871","ensulizole, octinoxate, oxybenzone, titanium dioxide, zinc oxide",FALSE,1,1,"active",2015-05-06
"872","ensulizole, octinoxate, titanium dioxide",FALSE,1,1,"active",2014-12-29
"873","ensulizole, octinoxate, zinc oxide",FALSE,2,2,"active",2014-04-24
"874","ensulizole, octocrylene",FALSE,1,1,"active",2013-06-18
"875","entacapone",FALSE,4,1,"active",2001-06-21
"876","entecavir",FALSE,4,1,"active",2006-09-12
"877","entecavir (entecavir monohydrate)",FALSE,1,1,"active",2015-12-01
"878","enzalutamide",FALSE,1,1,"active",2013-06-07
"879","ephedrine sulfate",FALSE,2,1,"active",1966-12-31
"880","epinephrine",TRUE,13,4,"active",1951-12-31
"881","epinephrine, lidocaine hydrochloride",TRUE,17,1,"active",1954-12-31
"882","epinephrine, mepivacaine hydrochloride",TRUE,1,1,"active",1980-12-31
"883","epinephrine, prilocaine hydrochloride",TRUE,2,1,"active",1977-12-31
"884","epirubicin hydrochloride",FALSE,6,2,"active",1995-12-31
"885","eplerenone",FALSE,2,1,"active",2009-05-05
"886","epoetin alfa",FALSE,11,1,"active",1997-09-19
"887","epoprostenol (epoprostenol sodium)",FALSE,4,1,"active",1997-07-28
"888","eprosartan (eprosartan mesylate)",FALSE,2,1,"active",2000-09-08
"889","eprosartan (eprosartan mesylate), hydrochlorothiazide",TRUE,1,1,"active",2004-07-06
"890","eptacog alfa (activated)",FALSE,6,2,"active",2010-08-05
"891","eptifibatide",FALSE,4,1,"active",1999-06-23
"892","ergoloid mesylates",FALSE,1,1,"active",1968-12-31
"893","ergonovine maleate",FALSE,3,1,"active",1981-12-31
"894","eribulin mesylate",FALSE,1,1,"active",2012-03-19
"895","erlotinib (erlotinib hydrochloride)",FALSE,8,1,"active",2005-07-19
"896","ertapenem (ertapenem sodium)",FALSE,1,1,"active",2003-08-27
"897","erythromycin",TRUE,14,5,"active",1970-12-31
"898","erythromycin, sulfisoxazole (sulfisoxazole acetyl)",TRUE,1,1,"active",1983-12-31
"899","erythrosine",FALSE,1,1,"active",1998-01-26
"900","escitalopram",TRUE,42,2,"active",2005-02-14
"901","eslicarbazepine acetate",FALSE,4,1,"active",2014-08-07
"902","esmolol hydrochloride",FALSE,2,1,"active",1996-08-16
"903","esomeprazole",TRUE,18,3,"active",2001-08-20
"904","esomeprazole, naproxen",TRUE,4,1,"active",2011-02-04
"905","estradiol",TRUE,26,5,"active",1995-12-31
"906","estradiol, levonorgestrel",TRUE,1,1,"active",2008-06-25
"907","estradiol, norethindrone",TRUE,4,2,"active",2000-05-25
"908","estramustine phosphate sodium",FALSE,1,1,"active",1995-12-31
"909","estrone",FALSE,1,1,"active",1987-12-31
"910","etanercept",FALSE,3,1,"active",2005-12-21
"911","etanercept, water",FALSE,1,3,"active",2001-03-14
"912","ethacrynic acid",FALSE,1,1,"active",2004-10-15
"913","ethacrynic acid (ethacrynate sodium)",FALSE,1,1,"active",1968-12-31
"914","ethambutol hydrochloride",FALSE,2,1,"active",1972-12-31
"915","ethinyl estradiol, ethinyl estradiol, ethinyl estradiol, levonorgestrel, levonorgestrel, levonorgestrel",TRUE,2,1,"active",1987-12-31
"916","ethinyl estradiol, ethinyl estradiol, ethinyl estradiol, norethindrone, norethindrone, norethindrone",TRUE,2,1,"active",1983-12-31
"917","ethinyl estradiol, ethinyl estradiol, ethinyl estradiol, norgestimate, norgestimate, norgestimate",TRUE,6,1,"active",1993-12-31
"918","ethinyl estradiol, ethinyl estradiol, levonorgestrel",TRUE,1,1,"active",2011-04-18
"919","ethinyl estradiol, ethinyl estradiol, norethindrone",TRUE,1,1,"active",2014-03-24
"920","ethinyl estradiol, ethinyl estradiol, norethindrone, norethindrone",TRUE,2,1,"active",1996-08-14
"921","ethinyl estradiol, ethynodiol diacetate",TRUE,2,1,"active",1979-12-31
"922","ethinyl estradiol, etonogestrel",TRUE,1,1,"active",2004-12-02
"923","ethinyl estradiol, levonorgestrel",TRUE,16,1,"active",1995-12-31
"924","ethinyl estradiol, norelgestromin",TRUE,1,1,"active",2003-12-24
"925","ethinyl estradiol, norethindrone",TRUE,14,1,"active",1974-12-31
"926","ethinyl estradiol, norgestimate",TRUE,2,1,"active",1992-12-31
"927","ethopropazine (ethopropazine hydrochloride)",FALSE,1,1,"active",1952-12-31
"928","ethosuximide",FALSE,2,2,"active",1960-12-31
"929","etidronate disodium",FALSE,1,1,"active",2004-11-10
"930","etodolac",FALSE,4,1,"active",1997-08-21
"931","etoposide",FALSE,5,2,"active",1984-12-31
"932","etravirine",FALSE,3,1,"active",2008-03-27
"933","everolimus",FALSE,7,2,"active",2010-01-19
"934","evolocumab",FALSE,2,1,"active",2015-09-28
"935","exemestane",FALSE,5,1,"active",2000-08-17
"936","exenatide",FALSE,3,2,"active",2011-05-31
"937","ezetimibe",TRUE,17,1,"active",2003-06-15
"938","factor xiii",FALSE,2,1,"active",2014-04-03
"939","famciclovir",FALSE,18,1,"active",1995-12-31
"940","famotidine",FALSE,17,2,"active",1993-12-31
"941","fampridine",FALSE,1,1,"active",2012-02-24
"942","febuxostat",FALSE,1,1,"active",2010-09-30
"943","felodipine",TRUE,8,1,"active",1992-12-31
"944","fenofibrate",TRUE,25,2,"active",1996-10-02
