"","drug_code","ccdd","n_ing","ai_code_set","tm_set","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name"
"6099",75326,TRUE,1,"2167","metoprolol","1 MG per 1 ML","METOPROLOL TARTRATE","metoprolol tartrate","metoprolol tartrate 1 mg per 1 mL"
"6100",75330,TRUE,1,"1200","zopiclone","5 MG","ZOPICLONE","zopiclone","zopiclone 5 mg"
"6101",75331,TRUE,1,"1200","zopiclone","7.5 MG","ZOPICLONE","zopiclone","zopiclone 7.5 mg"
"6102",75337,TRUE,1,"2041","atenolol","50 MG","ATENOLOL","atenolol","atenolol 50 mg"
"6103",75338,TRUE,1,"2041","atenolol","100 MG","ATENOLOL","atenolol","atenolol 100 mg"
"6104",75342,TRUE,1,"1188","carvedilol","3.125 MG","CARVEDILOL","carvedilol","carvedilol 3.125 mg"
"6105",75343,TRUE,1,"1188","carvedilol","6.25 MG","CARVEDILOL","carvedilol","carvedilol 6.25 mg"
"6106",75344,TRUE,1,"1188","carvedilol","12.5 MG","CARVEDILOL","carvedilol","carvedilol 12.5 mg"
"6107",75345,TRUE,1,"1188","carvedilol","25 MG","CARVEDILOL","carvedilol","carvedilol 25 mg"
"6108",75346,TRUE,1,"1840","domperidone","10 MG","DOMPERIDONE MALEATE","domperidone (domperidone maleate)","domperidone (domperidone maleate) 10 mg"
"6109",75367,FALSE,1,"15411","sodium oxybate","500 MG per ML","SODIUM OXYBATE","sodium oxybate","sodium oxybate 500 mg per mL"
"6110",75376,FALSE,1,"10225","lidocaine hydrochloride","0.5 %","LIDOCAINE HYDROCHLORIDE","lidocaine hydrochloride","lidocaine hydrochloride 0.5 %"
"6111",75377,TRUE,1,"11323","sumatriptan","50 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 50 mg"
"6112",75378,TRUE,1,"11323","sumatriptan","100 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 100 mg"
"6113",75379,TRUE,1,"15568","pregabalin","25 MG","PREGABALIN","pregabalin","pregabalin 25 mg"
"6114",75380,TRUE,1,"15568","pregabalin","50 MG","PREGABALIN","pregabalin","pregabalin 50 mg"
"6115",75381,TRUE,1,"15568","pregabalin","75 MG","PREGABALIN","pregabalin","pregabalin 75 mg"
"6116",75383,TRUE,1,"15568","pregabalin","150 MG","PREGABALIN","pregabalin","pregabalin 150 mg"
"6117",75385,TRUE,1,"15568","pregabalin","225 MG","PREGABALIN","pregabalin","pregabalin 225 mg"
"6118",75386,TRUE,1,"15568","pregabalin","300 MG","PREGABALIN","pregabalin","pregabalin 300 mg"
"6119",75387,TRUE,1,"10147","metformin","500 MG","METFORMIN HYDROCHLORIDE","metformin hydrochloride","metformin hydrochloride 500 mg"
"6120",75394,FALSE,1,"8632","gentamicin (gentamicin sulfate)","10 MG per ML","GENTAMICIN SULFATE","gentamicin (gentamicin sulfate)","gentamicin (gentamicin sulfate) 10 mg per mL"
"6121",75400,FALSE,1,"5669","dyclonine hydrochloride","3 MG","DYCLONINE HYDROCHLORIDE","dyclonine hydrochloride","dyclonine hydrochloride 3 mg"
"6122",75411,FALSE,6,"47, 51, 42, 49, 53, 55","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","10.81 G per L, 6.24 G per L, 49.5 G per L, 1.61 G per L, 13.47 G per L, 263 G per L","ACETIC ACID, CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE","acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride","acetic acid 10.81 g per l and calcium chloride 6.24 g per l and dextrose 49.5 g per l and magnesium chloride 1.61 g per l and potassium chloride 13.47 g per l and sodium chloride 263 g per l"
"6123",75412,TRUE,3,"10259, 2609, 6492","chlorpheniramine maleate, ibuprofen, pseudoephedrine hydrochloride","1 MG per 5 ML, 100 MG per 5 ML, 15 MG per 5 ML","CHLORPHENIRAMINE MALEATE, IBUPROFEN, PSEUDOEPHEDRINE HYDROCHLORIDE","chlorpheniramine maleate, ibuprofen, pseudoephedrine hydrochloride","chlorpheniramine maleate 1 mg per 5 mL and ibuprofen 100 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL"
"6124",75413,FALSE,6,"755, 12048, 2280, 33, 390, 727","avobenzone, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid, titanium dioxide","2 %, 5 %, 3.5 %, 5 %, 3 %, 4.2 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE, OXYBENZONE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE","avobenzone, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid, titanium dioxide","avobenzone 2 % and octisalate 5 % and octocrylene 3.5 % and oxybenzone 5 % and terephthalylidene dicamphor sulfonic acid 3 % and titanium dioxide 4.2 %"
"6125",75414,FALSE,6,"755, 12048, 2280, 33, 390, 727","avobenzone, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid, titanium dioxide","3 %, 5 %, 3.5 %, 5 %, 1 %, 3.3 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE, OXYBENZONE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE","avobenzone, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid, titanium dioxide","avobenzone 3 % and octisalate 5 % and octocrylene 3.5 % and oxybenzone 5 % and terephthalylidene dicamphor sulfonic acid 1 % and titanium dioxide 3.3 %"
"6126",75421,TRUE,1,"6850","benzoyl peroxide","5 %","BENZOYL PEROXIDE","benzoyl peroxide","benzoyl peroxide 5 %"
"6127",75422,TRUE,2,"13375, 7419","drospirenone, estradiol","1 MG, 1 MG","DROSPIRENONE, ESTRADIOL","drospirenone, estradiol","drospirenone 1 mg and estradiol 1 mg"
"6128",75427,FALSE,1,"7152","cetylpyridinium chloride","0.07 %","CETYLPYRIDINIUM CHLORIDE","cetylpyridinium chloride","cetylpyridinium chloride 0.07 %"
"6129",75428,FALSE,1,"1756","leuprolide acetate","58.2 MG","LEUPROLIDE ACETATE","leuprolide acetate","leuprolide acetate 58.2 mg"
"6130",75430,TRUE,1,"11323","sumatriptan","25 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 25 mg"
"6131",75431,TRUE,1,"11323","sumatriptan","50 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 50 mg"
"6132",75432,TRUE,1,"11323","sumatriptan","100 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 100 mg"
"6133",75441,FALSE,1,"12481","erlotinib (erlotinib hydrochloride)","25 MG","ERLOTINIB HYDROCHLORIDE","erlotinib (erlotinib hydrochloride)","erlotinib (erlotinib hydrochloride) 25 mg"
"6134",75442,FALSE,1,"12481","erlotinib (erlotinib hydrochloride)","100 MG","ERLOTINIB HYDROCHLORIDE","erlotinib (erlotinib hydrochloride)","erlotinib (erlotinib hydrochloride) 100 mg"
"6135",75443,FALSE,1,"12481","erlotinib (erlotinib hydrochloride)","150 MG","ERLOTINIB HYDROCHLORIDE","erlotinib (erlotinib hydrochloride)","erlotinib (erlotinib hydrochloride) 150 mg"
"6136",75444,TRUE,1,"10147","metformin","500 MG","METFORMIN HYDROCHLORIDE","metformin hydrochloride","metformin hydrochloride 500 mg"
"6137",75445,TRUE,1,"10147","metformin","850 MG","METFORMIN HYDROCHLORIDE","metformin hydrochloride","metformin hydrochloride 850 mg"
"6138",75446,FALSE,1,"15875","lutropin alfa","75 UNIT per VIAL","LUTROPIN ALFA","lutropin alfa","lutropin alfa 75 unit per vial"
"6139",75447,TRUE,1,"1381","fenofibrate","48 MG","FENOFIBRATE","fenofibrate","fenofibrate 48 mg"
"6140",75448,TRUE,1,"1381","fenofibrate","145 MG","FENOFIBRATE","fenofibrate","fenofibrate 145 mg"
"6141",75449,TRUE,1,"11213","dorzolamide","2 %","DORZOLAMIDE HYDROCHLORIDE","dorzolamide (dorzolamide hydrochloride)","dorzolamide (dorzolamide hydrochloride) 2 %"
"6142",75452,TRUE,1,"270","acetaminophen","500 MG","ACETAMINOPHEN","acetaminophen","acetaminophen 500 mg"
"6143",75453,FALSE,1,"150","acetylsalicylic acid","80 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 80 mg"
"6144",75458,FALSE,1,"12024","zoledronic acid (zoledronic acid monohydrate)","5 MG per 100 ML","Zoledronic acid monohydrate","zoledronic acid (zoledronic acid monohydrate)","zoledronic acid (zoledronic acid monohydrate) 5 mg per 100 mL"
"6145",75459,FALSE,1,"11746","interferon beta-1a","30 MCG per 0.5 ML","INTERFERON BETA-1A","interferon beta-1a","interferon beta-1a 30 mcg per 0.5 mL"
"6146",75463,TRUE,1,"1221","simvastatin","5 MG","SIMVASTATIN","simvastatin","simvastatin 5 mg"
"6147",75464,TRUE,1,"1221","simvastatin","10 MG","SIMVASTATIN","simvastatin","simvastatin 10 mg"
"6148",75465,TRUE,1,"1221","simvastatin","20 MG","SIMVASTATIN","simvastatin","simvastatin 20 mg"
"6149",75466,TRUE,1,"1221","simvastatin","40 MG","SIMVASTATIN","simvastatin","simvastatin 40 mg"
"6150",75467,TRUE,1,"1221","simvastatin","80 MG","SIMVASTATIN","simvastatin","simvastatin 80 mg"
"6151",75469,TRUE,1,"11733","pramipexole","0.25 MG","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","pramipexole dihydrochloride","pramipexole dihydrochloride monohydrate 0.25 mg"
"6152",75470,TRUE,1,"11733","pramipexole","0.5 MG","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","pramipexole dihydrochloride","pramipexole dihydrochloride monohydrate 0.5 mg"
"6153",75471,TRUE,1,"11733","pramipexole","1 MG","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","pramipexole dihydrochloride","pramipexole dihydrochloride monohydrate 1 mg"
"6154",75472,TRUE,1,"11733","pramipexole","1.5 MG","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","pramipexole dihydrochloride","pramipexole dihydrochloride monohydrate 1.5 mg"
"6155",75473,FALSE,2,"11893, 122","abacavir, lamivudine","600 MG, 300 MG","ABACAVIR SULFATE, LAMIVUDINE","abacavir (abacavir sulfate), lamivudine","abacavir (abacavir sulfate) 600 mg and lamivudine 300 mg"
"6156",75479,FALSE,2,"53, 55","potassium chloride, sodium chloride","150 MG per 100 ML, 450 MG per 100 ML","POTASSIUM CHLORIDE, SODIUM CHLORIDE","potassium chloride, sodium chloride","potassium chloride 150 mg per 100 mL and sodium chloride 450 mg per 100 mL"
"6157",75480,TRUE,1,"11340","paroxetine","10 MG","PAROXETINE HYDROCHLORIDE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 10 mg"
"6158",75481,TRUE,1,"11340","paroxetine","20 MG","PAROXETINE HYDROCHLORIDE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 20 mg"
"6159",75482,TRUE,1,"11340","paroxetine","30 MG","PAROXETINE HYDROCHLORIDE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 30 mg"
"6160",75483,TRUE,1,"11485","donepezil","5 MG","DONEPEZIL HYDROCHLORIDE","donepezil hydrochloride","donepezil hydrochloride 5 mg"
"6161",75484,TRUE,1,"11485","donepezil","10 MG","DONEPEZIL HYDROCHLORIDE","donepezil hydrochloride","donepezil hydrochloride 10 mg"
"6162",75489,FALSE,3,"744, 743, 742","haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b","15 MCG per 0.5 ML, 15 MCG per 0.5 ML, 15 MCG per 0.5 ML","H1N1, H3N2, HAEMAGGLUTININ-STRAIN B","haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b","haemagglutinin-strain a(h1n1) 15 mcg per 0.5 mL and haemagglutinin-strain a(h3n2) 15 mcg per 0.5 mL and haemagglutinin-strain b 15 mcg per 0.5 mL"
"6163",75493,FALSE,1,"8826","water","100 %","WATER","water","water 100 %"
"6164",75494,FALSE,1,"12597","glimepiride","1 MG","GLIMEPIRIDE","glimepiride","glimepiride 1 mg"
"6165",75495,FALSE,1,"12597","glimepiride","2 MG","GLIMEPIRIDE","glimepiride","glimepiride 2 mg"
"6166",75497,FALSE,1,"12597","glimepiride","4 MG","GLIMEPIRIDE","glimepiride","glimepiride 4 mg"
"6167",75498,FALSE,1,"1838","norfloxacin","400 MG","NORFLOXACIN","norfloxacin","norfloxacin 400 mg"
"6168",75505,FALSE,1,"2813","triclosan","0.3 %","TRICLOSAN","triclosan","triclosan 0.3 %"
"6169",75515,FALSE,2,"10247, 9615","dextromethorphan hydrobromide, guaifenesin","15 MG per 5 ML, 100 MG per 5 ML","DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN","dextromethorphan hydrobromide, guaifenesin","dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 100 mg per 5 mL"
"6170",75516,FALSE,2,"10247, 9615","dextromethorphan hydrobromide, guaifenesin","15 MG per 5 ML, 200 MG per 5 ML","DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN","dextromethorphan hydrobromide, guaifenesin","dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL"
"6171",75527,FALSE,4,"755, 2280, 390, 727","avobenzone, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide","1.5 %, 7 %, 0.5 %, 2.5 %","AVOBENZONE, OCTOCRYLENE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE","avobenzone, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide","avobenzone 1.5 % and octocrylene 7 % and terephthalylidene dicamphor sulfonic acid 0.5 % and titanium dioxide 2.5 %"
"6172",75528,FALSE,4,"755, 2280, 390, 727","avobenzone, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide","1.5 %, 7 %, 0.5 %, 3.3 %","AVOBENZONE, OCTOCRYLENE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE","avobenzone, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide","avobenzone 1.5 % and octocrylene 7 % and terephthalylidene dicamphor sulfonic acid 0.5 % and titanium dioxide 3.3 %"
"6173",75534,TRUE,2,"270, 9358","acetaminophen, caffeine","500 MG, 65 MG","ACETAMINOPHEN, CAFFEINE","acetaminophen, caffeine","acetaminophen 500 mg and caffeine 65 mg"
"6174",75541,FALSE,1,"12888","human plasma proteins","14 G per 200 ML","HUMAN PLASMA PROTEINS","human plasma proteins","human plasma proteins 14 g per 200 mL"
"6175",75542,FALSE,1,"774","chloroxylenol","1 %","CHLOROXYLENOL","chloroxylenol","chloroxylenol 1 %"
"6176",75550,TRUE,1,"11780","tamsulosin","0.4 MG","TAMSULOSIN HYDROCHLORIDE","tamsulosin hydrochloride","tamsulosin hydrochloride 0.4 mg"
"6177",75552,TRUE,1,"13353","alendronic acid","10 MG","ALENDRONATE SODIUM TRIHYDRATE","alendronic acid (alendronate sodium)","alendronic acid (alendronate sodium trihydrate) 10 mg"
"6178",75557,FALSE,3,"755, 12048, 2280","avobenzone, octisalate, octocrylene","3 %, 5 %, 7 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE","avobenzone, octisalate, octocrylene","avobenzone 3 % and octisalate 5 % and octocrylene 7 %"
"6179",75561,FALSE,1,"141","bicalutamide","50 MG","BICALUTAMIDE","bicalutamide","bicalutamide 50 mg"
"6180",75562,TRUE,1,"1201","pravastatin","10 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 10 mg"
"6181",75563,TRUE,1,"1201","pravastatin","20 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 20 mg"
"6182",75564,TRUE,1,"1201","pravastatin","40 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 40 mg"
"6183",75565,FALSE,3,"12049, 2280, 727","octinoxate, octocrylene, titanium dioxide","7.5 %, 8 %, 3.2 %","OCTINOXATE, OCTOCRYLENE, TITANIUM DIOXIDE","octinoxate, octocrylene, titanium dioxide","octinoxate 7.5 % and octocrylene 8 % and titanium dioxide 3.2 %"
"6184",75571,FALSE,1,"150","acetylsalicylic acid","500 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 500 mg"
"6185",75572,FALSE,1,"719","simethicone","62.5 MG","SIMETHICONE","simethicone","simethicone 62.5 mg"
"6186",75576,FALSE,1,"11457","follitropin alfa","900 UNIT per 1.5 ML","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 900 unit per 1.5 mL"
"6187",75577,FALSE,1,"11457","follitropin alfa","450 UNIT per 0.75 ML","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 450 unit per 0.75 mL"
"6188",75578,FALSE,1,"11457","follitropin alfa","300 UNIT per 0.5 ML","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 300 unit per 0.5 mL"
"6189",75580,TRUE,1,"197","benzalkonium","0.15 %","BENZALKONIUM CHLORIDE","benzalkonium chloride","benzalkonium chloride 0.15 %"
"6190",75588,TRUE,1,"11702","valsartan","40 MG","VALSARTAN","valsartan","valsartan 40 mg"
"6191",75596,FALSE,3,"755, 12049, 33","avobenzone, octinoxate, oxybenzone","1 %, 7.5 %, 2 %","AVOBENZONE, OCTINOXATE, OXYBENZONE","avobenzone, octinoxate, oxybenzone","avobenzone 1 % and octinoxate 7.5 % and oxybenzone 2 %"
"6192",75597,TRUE,1,"11847","citalopram","10 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 10 mg"
"6193",75600,FALSE,1,"2048","sotalol hydrochloride","80 MG","SOTALOL HYDROCHLORIDE","sotalol hydrochloride","sotalol hydrochloride 80 mg"
"6194",75601,FALSE,1,"2048","sotalol hydrochloride","160 MG","SOTALOL HYDROCHLORIDE","sotalol hydrochloride","sotalol hydrochloride 160 mg"
"6195",75602,TRUE,1,"2192","clonazepam","0.5 MG","CLONAZEPAM","clonazepam","clonazepam 0.5 mg"
"6196",75603,TRUE,1,"2192","clonazepam","1 MG","CLONAZEPAM","clonazepam","clonazepam 1 mg"
"6197",75604,TRUE,1,"2192","clonazepam","2 MG","CLONAZEPAM","clonazepam","clonazepam 2 mg"
"6198",75608,TRUE,1,"11323","sumatriptan","25 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 25 mg"
"6199",75609,TRUE,1,"11323","sumatriptan","50 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 50 mg"
"6200",75610,TRUE,1,"11323","sumatriptan","100 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 100 mg"
"6201",75611,TRUE,1,"11323","sumatriptan","25 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 25 mg"
"6202",75612,TRUE,1,"11323","sumatriptan","50 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 50 mg"
"6203",75613,TRUE,1,"11323","sumatriptan","100 MG","SUMATRIPTAN SUCCINATE","sumatriptan (sumatriptan succinate)","sumatriptan (sumatriptan succinate) 100 mg"
"6204",75617,FALSE,1,"277","azelaic acid","15 %","AZELAIC ACID","azelaic acid","azelaic acid 15 %"
"6205",75619,FALSE,1,"16163","nitric oxide","800 PPM per CYLR","NITRIC OXIDE","nitric oxide","nitric oxide 800 ppm per cylr"
"6206",75622,TRUE,1,"7504","mometasone","0.1 %","MOMETASONE FUROATE","mometasone furoate","mometasone furoate 0.1 %"
"6207",75626,TRUE,1,"13353","alendronic acid","70 MG","ALENDRONATE SODIUM TRIHYDRATE","alendronic acid (alendronate sodium)","alendronic acid (alendronate sodium trihydrate) 70 mg"
"6208",75630,FALSE,2,"7660, 7661","dermatophagoides farinae, dermatophagoides pteronyssinus","5000 UNIT per ML, 5000 UNIT per ML","DERMATOPHAGOIDES FARINAE, DERMATOPHAGOIDES PTERONYSSINUS","dermatophagoides farinae, dermatophagoides pteronyssinus","dermatophagoides farinae 5000 unit per mL and dermatophagoides pteronyssinus 5000 unit per mL"
"6209",75640,TRUE,2,"8923, 10225","epinephrine, lidocaine hydrochloride","0.01 MG per ML, 20 MG per ML","EPINEPHRINE BITARTRATE, LIDOCAINE HYDROCHLORIDE","epinephrine bitartrate, lidocaine hydrochloride","epinephrine bitartrate 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL"
"6210",75642,FALSE,1,"16200","bevacizumab","25 MG per ML","BEVACIZUMAB","bevacizumab","bevacizumab 25 mg per mL"
"6211",75645,TRUE,2,"8923, 10225","epinephrine, lidocaine hydrochloride","0.02 MG per ML, 20 MG per ML","EPINEPHRINE BITARTRATE, LIDOCAINE HYDROCHLORIDE","epinephrine bitartrate, lidocaine hydrochloride","epinephrine bitartrate 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL"
"6212",75663,TRUE,1,"11384","topiramate","25 MG","TOPIRAMATE","topiramate","topiramate 25 mg"
"6213",75664,TRUE,1,"11384","topiramate","100 MG","TOPIRAMATE","topiramate","topiramate 100 mg"
"6214",75665,TRUE,1,"11384","topiramate","200 MG","TOPIRAMATE","topiramate","topiramate 200 mg"
"6215",75666,TRUE,1,"11384","topiramate","25 MG","TOPIRAMATE","topiramate","topiramate 25 mg"
"6216",75667,TRUE,1,"11384","topiramate","100 MG","TOPIRAMATE","topiramate","topiramate 100 mg"
"6217",75668,TRUE,1,"11384","topiramate","200 MG","TOPIRAMATE","topiramate","topiramate 200 mg"
"6218",75669,FALSE,1,"11350","vinorelbine (vinorelbine tartrate)","10 MG per ML","VINORELBINE TARTRATE","vinorelbine (vinorelbine tartrate)","vinorelbine (vinorelbine tartrate) 10 mg per mL"
"6219",75672,FALSE,1,"13175","cetuximab","2 MG per ML","CETUXIMAB","cetuximab","cetuximab 2 mg per mL"
"6220",75687,TRUE,1,"6850","benzoyl peroxide","5 %","BENZOYL PEROXIDE","benzoyl peroxide","benzoyl peroxide 5 %"
"6221",75690,TRUE,1,"1253","lisinopril","5 MG","LISINOPRIL DIHYDRATE","lisinopril","lisinopril (lisinopril dihydrate) 5 mg"
"6222",75691,TRUE,1,"1253","lisinopril","10 MG","LISINOPRIL DIHYDRATE","lisinopril","lisinopril (lisinopril dihydrate) 10 mg"
"6223",75692,TRUE,1,"1253","lisinopril","20 MG","LISINOPRIL DIHYDRATE","lisinopril","lisinopril (lisinopril dihydrate) 20 mg"
"6224",75697,FALSE,4,"755, 12049, 12048, 33","avobenzone, octinoxate, octisalate, oxybenzone","3 %, 7.4 %, 5 %, 2 %","AVOBENZONE, OCTINOXATE, OCTISALATE, OXYBENZONE","avobenzone, octinoxate, octisalate, oxybenzone","avobenzone 3 % and octinoxate 7.4 % and octisalate 5 % and oxybenzone 2 %"
"6225",75715,TRUE,1,"1926","diltiazem","120 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 120 mg"
"6226",75716,TRUE,1,"1926","diltiazem","180 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 180 mg"
"6227",75717,TRUE,1,"1926","diltiazem","240 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 240 mg"
"6228",75718,TRUE,1,"1926","diltiazem","300 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 300 mg"
"6229",75719,TRUE,1,"1926","diltiazem","360 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 360 mg"
"6230",75727,FALSE,1,"10258","phenylephrine hydrochloride","2.5 MG","PHENYLEPHRINE HYDROCHLORIDE","phenylephrine hydrochloride","phenylephrine hydrochloride 2.5 mg"
"6231",75728,FALSE,2,"10247, 10258","dextromethorphan hydrobromide, phenylephrine hydrochloride","5 MG, 2.5 MG","DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE","dextromethorphan hydrobromide, phenylephrine hydrochloride","dextromethorphan hydrobromide 5 mg and phenylephrine hydrochloride 2.5 mg"
"6232",75730,FALSE,1,"11104","ondansetron (ondansetron hydrochloride dihydrate)","2 MG per ML","ONDANSETRON HYDROCHLORIDE DIHYDRATE","ondansetron (ondansetron hydrochloride dihydrate)","ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL"
"6233",75731,FALSE,1,"11104","ondansetron (ondansetron hydrochloride dihydrate)","2 MG per ML","ONDANSETRON HYDROCHLORIDE DIHYDRATE","ondansetron (ondansetron hydrochloride dihydrate)","ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL"
"6234",75732,FALSE,1,"10271","mepivacaine hydrochloride","30 MG per ML","MEPIVACAINE HYDROCHLORIDE","mepivacaine hydrochloride","mepivacaine hydrochloride 30 mg per mL"
"6235",75736,TRUE,1,"13104","insulin detemir","100 UNIT per ML","INSULIN DETEMIR","insulin detemir","insulin detemir 100 unit per mL"
"6236",75747,TRUE,1,"1200","zopiclone","5 MG","ZOPICLONE","zopiclone","zopiclone 5 mg"
"6237",75748,TRUE,1,"1200","zopiclone","7.5 MG","ZOPICLONE","zopiclone","zopiclone 7.5 mg"
"6238",75761,FALSE,1,"7364","somatropin","8.8 MG per VIAL","SOMATROPIN","somatropin","somatropin 8.8 mg per vial"
"6239",75765,TRUE,1,"11344","amlodipine","5 MG","AMLODIPINE BESYLATE","amlodipine (amlodipine besylate)","amlodipine (amlodipine besylate) 5 mg"
"6240",75766,TRUE,1,"11344","amlodipine","10 MG","AMLODIPINE BESYLATE","amlodipine (amlodipine besylate)","amlodipine (amlodipine besylate) 10 mg"
"6241",75769,FALSE,1,"2048","sotalol hydrochloride","80 MG","SOTALOL HYDROCHLORIDE","sotalol hydrochloride","sotalol hydrochloride 80 mg"
"6242",75770,FALSE,1,"2048","sotalol hydrochloride","160 MG","SOTALOL HYDROCHLORIDE","sotalol hydrochloride","sotalol hydrochloride 160 mg"
"6243",75772,FALSE,1,"16581","pegvisomant","10 MG per VIAL","PEGVISOMANT","pegvisomant","pegvisomant 10 mg per vial"
"6244",75774,FALSE,1,"16581","pegvisomant","15 MG per VIAL","PEGVISOMANT","pegvisomant","pegvisomant 15 mg per vial"
"6245",75775,FALSE,1,"16581","pegvisomant","20 MG per VIAL","PEGVISOMANT","pegvisomant","pegvisomant 20 mg per vial"
"6246",75781,FALSE,1,"1290","lovastatin","20 MG","LOVASTATIN","lovastatin","lovastatin 20 mg"
"6247",75782,FALSE,1,"1290","lovastatin","40 MG","LOVASTATIN","lovastatin","lovastatin 40 mg"
"6248",75800,TRUE,1,"270","acetaminophen","650 MG","ACETAMINOPHEN","acetaminophen","acetaminophen 650 mg"
