"ntp_code","ntp_en_description","ntp_fr_description","ntp_formal_name","ntp_status","ntp_type","ntp_status_effective_time"
"9000609","NA","NA","metformin hydrochloride 850 mg oral tablet","Active","NA","19951231"
"9000565","NA","NA","clotrimazole 500 mg vaginal tablet","Active","NA","19951231"
"9000552","NA","NA","acebutolol (acebutolol hydrochloride) 400 mg oral tablet","Active","NA","19951231"
"9010491","NA","NA","mesalazine 1 g per 100 mL rectal suspension","Active","NA","19951231"
"9000558","NA","NA","cefprozil 500 mg oral tablet","Active","NA","19951231"
"9000571","NA","NA","diltiazem hydrochloride 240 mg prolonged-release oral capsule","Active","NA","19951231"
"9000594","NA","NA","lansoprazole 15 mg gastro-resistant capsule","Active","NA","19951231"
"9010185","NA","NA","labetalol hydrochloride 100 mg oral tablet","Active","NA","19960730"
"9000643","NA","NA","simvastatin 40 mg oral tablet","Active","NA","19960814"
"9009395","NA","NA","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","Active","Comb","19960814"
"9000645","NA","NA","tacrolimus 5 mg oral capsule","Active","NA","19960814"
"9000644","NA","NA","tacrolimus 1 mg oral capsule","Active","NA","19960814"
"9009396","NA","NA","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","Active","Comb","19960814"
"9000646","NA","NA","tacrolimus 5 mg per 1 mL solution for injection ampoule","Active","NA","19960814"
"9009341","NA","NA","esmolol hydrochloride 100 mg per 10 mL solution for injection vial","Active","NA","19960816"
"9000647","NA","NA","pravastatin sodium 40 mg oral tablet","Active","NA","19960821"
"9002909","NA","NA","anastrozole 1 mg oral tablet","Active","NA","19960830"
"9006249","NA","NA","oxybutynin chloride 5 mg per 5 mL syrup","Active","NA","19960904"
"9000652","NA","NA","diltiazem hydrochloride 300 mg modified-release oral capsule","Active","NA","19960912"
"9000658","NA","NA","fenofibrate 100 mg oral capsule","Active","NA","19961002"
"9000659","NA","NA","propranolol hydrochloride 1 mg per 1 mL solution for injection ampoule","Active","NA","19961004"
"9000663","NA","NA","ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule","Active","NA","19961016"
"9000664","NA","NA","morphine sulfate 50 mg prolonged-release oral capsule","Active","NA","19961023"
"9000665","NA","NA","morphine sulfate 20 mg prolonged-release oral capsule","Active","NA","19961025"
"9000667","NA","NA","olanzapine 7.5 mg oral tablet","Active","NA","19961104"
"9001400","NA","NA","diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet","Active","NA","19961111"
"9000669","NA","NA","olanzapine 10 mg oral tablet","Active","NA","19961114"
"9000670","NA","NA","olanzapine 5 mg oral tablet","Active","NA","19961114"
"9000671","NA","NA","insulin lispro 100 unit per mL solution for injection 10 mL vial","Active","NA","19961115"
"9000672","NA","NA","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet","Active","NA","19961122"
"9000673","NA","NA","insulin lispro 100 unit per mL solution for injection 3 mL cartridge","Active","NA","19961127"
"9000674","NA","NA","metronidazole 0.75 % cutaneous cream","Active","NA","19961202"
"9000675","NA","NA","ciclopirox olamine 1 % cutaneous cream","Active","NA","19961203"
"9009613","NA","NA","furosemide 10 mg per mL oral solution","Active","NA","19961204"
"9000677","NA","NA","valproic acid 500 mg gastro-resistant capsule","Active","NA","19961213"
"9000684","NA","NA","levothyroxine sodium 175 mcg oral tablet","Active","NA","19961231"
"9000686","NA","NA","levothyroxine sodium 25 mcg oral tablet","Active","NA","19961231"
"9003032","NA","NA","methotrimeprazine (methotrimeprazine maleate) 25 mg oral tablet","Active","NA","19961231"
"9006252","NA","NA","naproxen 125 mg per 5 mL oral suspension","Active","NA","19961231"
"9000687","NA","NA","levothyroxine sodium 300 mcg oral tablet","Active","NA","19961231"
"9000691","NA","NA","omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet","Active","NA","19961231"
"9000694","NA","NA","valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet","Active","NA","19961231"
"9000688","NA","NA","levothyroxine sodium 75 mcg oral tablet","Active","NA","19961231"
"9000682","NA","NA","levothyroxine sodium 112 mcg oral tablet","Active","NA","19961231"
"9000681","NA","NA","levothyroxine sodium 100 mcg oral tablet","Active","NA","19961231"
"9000693","NA","NA","triamcinolone acetonide 55 mcg per actuation nasal spray","Active","NA","19961231"
"9000683","NA","NA","levothyroxine sodium 125 mcg oral tablet","Active","NA","19961231"
"9000685","NA","NA","levothyroxine sodium 200 mcg oral tablet","Active","NA","19961231"
"9000678","NA","NA","carbamazepine 100 mg per 5 mL oral suspension","Active","NA","19961231"
"9003026","NA","NA","dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops","Active","NA","19961231"
"9000689","NA","NA","levothyroxine sodium 88 mcg oral tablet","Active","NA","19961231"
"9000695","NA","NA","normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops","Active","NA","19970123"
"9000696","NA","NA","budesonide 3 mg prolonged-release oral capsule","Active","NA","19970130"
"9000697","NA","NA","paroxetine (paroxetine hydrochloride) 10 mg oral tablet","Active","NA","19970131"
"9000698","NA","NA","sumatriptan (sumatriptan succinate) 100 mg oral tablet","Active","NA","19970211"
"9000699","NA","NA","budesonide 100 mcg per actuation nasal spray","Active","NA","19970212"
"9006255","NA","NA","sumatriptan (sumatriptan hemisulfate) 5 mg per actuation nasal spray","Active","NA","19970219"
"9006254","NA","NA","sumatriptan (sumatriptan hemisulfate) 20 mg per actuation nasal spray","Active","NA","19970219"
"9006556","NA","NA","metoclopramide hydrochloride 5 mg per 5 mL oral solution","Active","NA","19970225"
"9000705","NA","NA","atorvastatin (atorvastatin calcium) 40 mg oral tablet","Active","NA","19970305"
"9000706","NA","NA","pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet","Active","NA","19970305"
"9000703","NA","NA","atorvastatin (atorvastatin calcium) 10 mg oral tablet","Active","NA","19970305"
"9000704","NA","NA","atorvastatin (atorvastatin calcium) 20 mg oral tablet","Active","NA","19970305"
"9000707","NA","NA","cetirizine hydrochloride 10 mg oral tablet","Active","NA","19970306"
"9000708","NA","NA","cetirizine hydrochloride 5 mg oral tablet","Active","NA","19970306"
"9000709","NA","NA","codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet","Active","NA","19970313"
"9000710","NA","NA","ciclopirox olamine 1 % lotion","Active","NA","19970324"
"9000712","NA","NA","ramipril 10 mg oral capsule","Active","NA","19970324"
"9000711","NA","NA","clobazam 10 mg oral tablet","Active","NA","19970324"
"9000715","NA","NA","topiramate 25 mg oral tablet","Active","NA","19970325"
"9000713","NA","NA","topiramate 100 mg oral tablet","Active","NA","19970325"
"9000714","NA","NA","topiramate 200 mg oral tablet","Active","NA","19970325"
"9000716","NA","NA","diltiazem hydrochloride 120 mg modified-release oral capsule","Active","NA","19970327"
"9000717","NA","NA","diltiazem hydrochloride 180 mg modified-release oral capsule","Active","NA","19970327"
"9000718","NA","NA","diltiazem hydrochloride 240 mg modified-release oral capsule","Active","NA","19970327"
"9000719","NA","NA","betamethasone (betamethasone sodium phosphate) 5 mg per 100 mL rectal liquid","Active","NA","19970401"
"9010187","NA","NA","labetalol hydrochloride 200 mg oral tablet","Active","NA","19970401"
"9000720","NA","NA","diltiazem hydrochloride 25 mg per 5 mL solution for injection vial","Active","NA","19970410"
"9000721","NA","NA","diltiazem hydrochloride 50 mg per 10 mL solution for injection vial","Active","NA","19970410"
"9000723","NA","NA","ramipril 5 mg oral capsule","Active","NA","19970421"
"9000722","NA","NA","ramipril 2.5 mg oral capsule","Active","NA","19970421"
"9000724","NA","NA","omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet","Active","NA","19970428"
"9000725","NA","NA","nitrofurantoin 50 mg oral capsule","Active","NA","19970502"
"9000727","NA","NA","ramipril 1.25 mg oral capsule","Active","NA","19970528"
"9000728","NA","NA","diltiazem hydrochloride 360 mg prolonged-release oral capsule","Active","NA","19970609"
"9006468","NA","NA","clotrimazole 1 % cutaneous cream with clotrimazole 10 % vaginal cream","Active","Comb","19970611"
"9000729","NA","NA","clotrimazole 10 % vaginal cream","Active","NA","19970611"
"9000732","NA","NA","budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial","Active","NA","19970616"
"9000733","NA","NA","fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution","Active","NA","19970616"
"9003113","NA","NA","formoterol fumarate 12 mcg inhalation powder capsule","Active","NA","19970708"
"9009352","NA","NA","estradiol 0.5 mg oral tablet","Active","NA","19970710"
"9000737","NA","NA","latanoprost 50 mcg per mL ophthalmic drops","Active","NA","19970728"
"9000740","NA","NA","morphine sulfate 5 mg suppository","Active","NA","19970804"
"9000739","NA","NA","morphine sulfate 30 mg suppository","Active","NA","19970804"
"9000744","NA","NA","donepezil hydrochloride 5 mg oral tablet","Active","NA","19970820"
"9009624","NA","NA","furosemide 500 mg oral tablet","Active","NA","19970820"
"9000743","NA","NA","donepezil hydrochloride 10 mg oral tablet","Active","NA","19970820"
"9003147","NA","NA","letrozole 2.5 mg oral tablet","Active","NA","19970902"
"9000746","NA","NA","budesonide 64 mcg per actuation nasal spray","Active","NA","19970917"
"9000747","NA","NA","ranitidine (ranitidine hydrochloride) 75 mg oral tablet","Active","NA","19970926"
"9000750","NA","NA","terazosin (terazosin hydrochloride) 2 mg oral tablet","Active","NA","19970926"
"9000749","NA","NA","terazosin (terazosin hydrochloride) 1 mg oral tablet","Active","NA","19970926"
"9000748","NA","NA","terazosin (terazosin hydrochloride) 10 mg oral tablet","Active","NA","19970926"
"9000751","NA","NA","terazosin (terazosin hydrochloride) 5 mg oral tablet","Active","NA","19970926"
"9003171","NA","NA","methotrimeprazine (methotrimeprazine maleate) 50 mg oral tablet","Active","NA","19971020"
"9000752","NA","NA","triamcinolone acetonide 0.5 % cutaneous cream","Active","NA","19971021"
"9000753","NA","NA","methylphenidate hydrochloride 5 mg oral tablet","Active","NA","19971024"
"9000757","NA","NA","ibuprofen 100 mg per 5 mL oral suspension","Active","NA","19971103"
"9003182","NA","NA","zafirlukast 20 mg oral tablet","Active","NA","19971117"
"9000758","NA","NA","indomethacin 50 mg suppository","Active","NA","19971117"
"9012457","NA","NA","orciprenaline sulfate 10 mg per 5 mL syrup","Active","NA","19971121"
"9009356","NA","NA","estradiol 100 mcg per 24 hour transdermal patch","Active","NA","19971201"
"9009364","NA","NA","estradiol 50 mcg per 24 hour transdermal patch","Active","NA","19971201"
"9003188","NA","NA","brimonidine tartrate 0.2 % ophthalmic drops","Active","NA","19971202"
"9000766","NA","NA","olanzapine 2.5 mg oral tablet","Active","NA","19971208"
"9000769","NA","NA","quetiapine (quetiapine fumarate) 25 mg oral tablet","Active","NA","19971210"
"9000767","NA","NA","quetiapine (quetiapine fumarate) 100 mg oral tablet","Active","NA","19971210"
"9000768","NA","NA","quetiapine (quetiapine fumarate) 200 mg oral tablet","Active","NA","19971210"
"9000770","NA","NA","valsartan 160 mg oral capsule","Active","NA","19971215"
"9000771","NA","NA","valsartan 80 mg oral capsule","Active","NA","19971215"
"9009377","NA","NA","ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet","Active","NA","19980107"
"9009376","NA","NA","ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet","Active","NA","19980107"
"9000773","NA","NA","trandolapril 1 mg oral capsule","Active","NA","19980107"
"9000774","NA","NA","trandolapril 2 mg oral capsule","Active","NA","19980114"
"9000775","NA","NA","losartan potassium 100 mg oral tablet","Active","NA","19980116"
"9000776","NA","NA","trandolapril 0.5 mg oral capsule","Active","NA","19980128"
"9000778","NA","NA","olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops","Active","NA","19980209"
"9000779","NA","NA","zopiclone 5 mg oral tablet","Active","NA","19980210"
"9000780","NA","NA","sumatriptan (sumatriptan succinate) 50 mg oral tablet","Active","NA","19980211"
"9012458","NA","NA","salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder","Active","NA","19980211"
"9000782","NA","NA","trazodone hydrochloride 75 mg oral tablet","Active","NA","19980217"
"9000785","NA","NA","pramipexole dihydrochloride 1 mg oral tablet","Active","NA","19980226"
"9000784","NA","NA","pramipexole dihydrochloride 1.5 mg oral tablet","Active","NA","19980226"
"9000783","NA","NA","pramipexole dihydrochloride 0.25 mg oral tablet","Active","NA","19980226"
"9000789","NA","NA","venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule","Active","NA","19980304"
"9000791","NA","NA","venlafaxine (venlafaxine hydrochloride) 75 mg prolonged-release oral capsule","Active","NA","19980304"
"9000790","NA","NA","venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule","Active","NA","19980304"
"9000788","NA","NA","risperidone (risperidone tartrate) 1 mg per mL oral solution","Active","NA","19980304"
"9012379","NA","NA","formoterol fumarate 12 mcg per actuation inhalation powder","Active","NA","19980312"
"9012460","NA","NA","formoterol fumarate 6 mcg per actuation inhalation powder","Active","NA","19980312"
"9010186","NA","NA","labetalol hydrochloride 100 mg per 20 mL solution for injection vial","Active","NA","19980317"
"9006257","NA","NA","acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial","Active","NA","19980318"
"9000793","NA","NA","beclomethasone dipropionate 0.025 % cutaneous cream","Active","NA","19980330"
"9000794","NA","NA","fluticasone propionate 100 mcg per actuation inhalation powder","Active","NA","19980402"
"9000795","NA","NA","fluticasone propionate 250 mcg per actuation inhalation powder","Active","NA","19980402"
"9000796","NA","NA","fluticasone propionate 500 mcg per actuation inhalation powder","Active","NA","19980402"
"9008629","NA","NA","cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet","Active","NA","19980408"
"9003252","NA","NA","naratriptan (naratriptan hydrochloride) 1 mg oral tablet","Active","NA","19980505"
"9003253","NA","NA","naratriptan (naratriptan hydrochloride) 2.5 mg oral tablet","Active","NA","19980505"
"9000798","NA","NA","bupropion hydrochloride 150 mg prolonged-release oral tablet","Active","NA","19980505"
"9000799","NA","NA","acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial","Active","NA","19980508"
"9000800","NA","NA","acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial","Active","NA","19980508"
"9000945","NA","NA","clobetasol propionate 0.05 % cutaneous solution","Active","NA","19980618"
"9000802","NA","NA","irbesartan 75 mg oral tablet","Active","NA","19980622"
"9000803","NA","NA","finasteride 1 mg oral tablet","Active","NA","19980709"
"9003267","NA","NA","methotrimeprazine (methotrimeprazine maleate) 2 mg oral tablet","Active","NA","19980720"
"9000806","NA","NA","irbesartan 300 mg oral tablet","Active","NA","19980722"
"9000805","NA","NA","irbesartan 150 mg oral tablet","Active","NA","19980722"
"9010875","NA","NA","nitroglycerin 0.4 mg per actuation sublingual spray","Active","NA","19980731"
"9000809","NA","NA","montelukast (montelukast sodium) 10 mg oral tablet","Active","NA","19980821"
"9000810","NA","NA","montelukast (montelukast sodium) 5 mg chewable tablet","Active","NA","19980821"
"9006259","NA","NA","mometasone furoate 50 mcg per actuation nasal spray","Active","NA","19980915"
"9000975","NA","NA","prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution","Active","NA","19980923"
"9003315","NA","NA","zolmitriptan 2.5 mg oral tablet","Active","NA","19980930"
"9000815","NA","NA","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet","Active","NA","19981001"
"9000814","NA","NA","hydrochlorothiazide 12.5 mg and quinapril (quinapril hydrochloride) 10 mg oral tablet","Active","NA","19981001"
"9006260","NA","NA","epinephrine racemic 2.25 % inhalation solution","Active","NA","19981002"
"9000818","NA","NA","clopidogrel (clopidogrel bisulfate) 75 mg oral tablet","Active","NA","19981013"
"9000819","NA","NA","ibuprofen 40 mg per mL oral suspension","Active","NA","19981014"
"9000820","NA","NA","nystatin 100000 unit per g vaginal cream","Active","NA","19981014"
"9003320","NA","NA","cefuroxime (cefuroxime axetil) 500 mg oral tablet","Active","NA","19981027"
"9000823","NA","NA","amoxicillin 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet","Active","NA","19981029"
"9006262","NA","NA","amoxicillin 400 mg per 5 mL and clavulanic acid (potassium clavulanate) 57 mg per 5 mL oral suspension","Active","NA","19981029"
"9006261","NA","NA","amoxicillin 200 mg per 5 mL and clavulanic acid (potassium clavulanate) 28.5 mg per 5 mL oral suspension","Active","NA","19981029"
"9012376","NA","NA","brinzolamide 1 % ophthalmic drops","Active","NA","19981111"
"9003329","NA","NA","fusidic acid 2 % and hydrocortisone acetate 1 % cutaneous cream","Active","NA","19981111"
"9009349","NA","NA","estradiol 0.06 % transdermal gel","Active","NA","19981116"
"9000825","NA","NA","tolterodine tartrate 2 mg oral tablet","Active","NA","19981123"
"9000826","NA","NA","tolterodine tartrate 1 mg oral tablet","Active","NA","19981126"
"9000830","NA","NA","candesartan cilexetil 16 mg oral tablet","Active","NA","19981207"
"9000831","NA","NA","candesartan cilexetil 8 mg oral tablet","Active","NA","19981207"
"9003346","NA","NA","cefuroxime (cefuroxime axetil) 250 mg oral tablet","Active","NA","19981231"
"9000832","NA","NA","terbinafine hydrochloride 1 % cutaneous spray","Active","NA","19990105"
"9000834","NA","NA","citalopram (citalopram hydrobromide) 20 mg oral tablet","Active","NA","19990308"
"9000835","NA","NA","citalopram (citalopram hydrobromide) 40 mg oral tablet","Active","NA","19990308"
"9000837","NA","NA","sildenafil (sildenafil citrate) 25 mg oral tablet","Active","NA","19990309"
"9000838","NA","NA","sildenafil (sildenafil citrate) 50 mg oral tablet","Active","NA","19990309"
"9000836","NA","NA","sildenafil (sildenafil citrate) 100 mg oral tablet","Active","NA","19990309"
"9000841","NA","NA","fenofibrate 200 mg oral capsule","Active","NA","19990329"
"9000840","NA","NA","amiodarone hydrochloride 200 mg oral tablet","Active","NA","19990329"
"9003374","NA","NA","cilazapril 5 mg and hydrochlorothiazide 12.5 mg oral tablet","Active","NA","19990401"
"9001196","NA","NA","pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection","Active","NA","19990406"
"9012520","NA","NA","mupirocin (mupirocin calcium) 2 % cutaneous cream","Active","NA","19990413"
"9000847","NA","NA","celecoxib 200 mg oral capsule","Active","NA","19990419"
"9000846","NA","NA","celecoxib 100 mg oral capsule","Active","NA","19990419"
"9000848","NA","NA","ketorolac tromethamine 30 mg per 1 mL solution for injection vial","Active","NA","19990521"
"9000850","NA","NA","dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops","Active","NA","19990527"
"9000851","NA","NA","benztropine mesylate 2 mg per 2 mL solution for injection vial","Active","NA","19990528"
"9003412","NA","NA","cefadroxil 500 mg oral capsule","Active","NA","19990602"
"9000853","NA","NA","lamotrigine 5 mg oral tablet","Active","NA","19990602"
"9000855","NA","NA","topiramate 25 mg oral capsule","Active","NA","19990611"
"9000854","NA","NA","topiramate 15 mg oral capsule","Active","NA","19990611"
"9000856","NA","NA","repaglinide 0.5 mg oral tablet","Active","NA","19990621"
"9000857","NA","NA","repaglinide 1 mg oral tablet","Active","NA","19990621"
"9000858","NA","NA","repaglinide 2 mg oral tablet","Active","NA","19990621"
"9000861","NA","NA","warfarin sodium 3 mg oral tablet","Active","NA","19990825"
"9006267","NA","NA","sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection 0.5 mL syringe","Active","NA","19990830"
"9000864","NA","NA","rizatriptan (rizatriptan benzoate) 10 mg oral tablet","Active","NA","19990831"
"9000865","NA","NA","rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet","Active","NA","19990831"
"9000867","NA","NA","telmisartan 80 mg oral tablet","Active","NA","19990901"
"9000866","NA","NA","telmisartan 40 mg oral tablet","Active","NA","19990901"
"9000868","NA","NA","risedronate sodium 30 mg oral tablet","Active","NA","19990907"
"9003416","NA","NA","cefuroxime (cefuroxime axetil) 125 mg per 5 mL powder for oral solution","Active","NA","19990913"
"9000871","NA","NA","risperidone 0.25 mg oral tablet","Active","NA","19990917"
"9000872","NA","NA","risperidone 0.5 mg oral tablet","Active","NA","19990917"
"9006270","NA","NA","fluticasone propionate 500 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder","Active","NA","19990924"
"9006269","NA","NA","fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder","Active","NA","19990924"
"9006268","NA","NA","fluticasone propionate 100 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder","Active","NA","19990924"
"9000876","NA","NA","oxybutynin chloride 2.5 mg oral tablet","Active","NA","19991122"
"9000877","NA","NA","cetirizine hydrochloride 5 mg per 5 mL syrup","Active","NA","19991221"
"9000878","NA","NA","hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet","Active","NA","20000121"
"9000883","NA","NA","diazepam 7.5 mg per 1.5 mL rectal gel tube","Active","NA","20000128"
"9000880","NA","NA","diazepam 20 mg per 4 mL rectal gel tube","Active","NA","20000128"
"9000882","NA","NA","diazepam 5 mg per 1 mL rectal gel tube","Active","NA","20000128"
"9000879","NA","NA","diazepam 15 mg per 3 mL rectal gel tube","Active","NA","20000128"
"9000881","NA","NA","diazepam 2.5 mg per 0.5 mL rectal gel tube","Active","NA","20000128"
"9000884","NA","NA","fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial","Active","NA","20000210"
"9000885","NA","NA","fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial","Active","NA","20000210"
"9000888","NA","NA","hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet","Active","NA","20000316"
"9000887","NA","NA","hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet","Active","NA","20000316"
"9000886","NA","NA","fenofibrate 160 mg oral tablet","Active","NA","20000316"
"9000889","NA","NA","pramipexole dihydrochloride 0.5 mg oral tablet","Active","NA","20000317"
"9003474","NA","NA","rosiglitazone (rosiglitazone maleate) 4 mg oral tablet","Active","NA","20000321"
"9003473","NA","NA","rosiglitazone (rosiglitazone maleate) 2 mg oral tablet","Active","NA","20000321"
"9003475","NA","NA","rosiglitazone (rosiglitazone maleate) 8 mg oral tablet","Active","NA","20000321"
"9000890","NA","NA","oxycodone hydrochloride 20 mg oral tablet","Active","NA","20000331"
"9000892","NA","NA","gabapentin 800 mg oral tablet","Active","NA","20000501"
"9000891","NA","NA","gabapentin 600 mg oral tablet","Active","NA","20000501"
"9000894","NA","NA","ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial","Active","NA","20000501"
"9000895","NA","NA","pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet","Active","NA","20000502"
"9000897","NA","NA","rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet","Active","NA","20000505"
"9001395","NA","NA","methadone hydrochloride 10 mg per mL oral solution","Active","NA","20000505"
"9000898","NA","NA","hydrochlorothiazide 12.5 mg and valsartan 160 mg oral tablet","Active","NA","20000510"
"9000899","NA","NA","hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet","Active","NA","20000510"
"9011707","NA","NA","rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule","Active","NA","20000515"
"9011708","NA","NA","rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule","Active","NA","20000515"
"9011706","NA","NA","rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule","Active","NA","20000515"
"9011704","NA","NA","rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule","Active","NA","20000515"
"9000904","NA","NA","progesterone 8 % vaginal gel","Active","NA","20000520"
"9000907","NA","NA","beclomethasone dipropionate 50 mcg per actuation pressurised inhalation","Active","NA","20000529"
"9000906","NA","NA","beclomethasone dipropionate 100 mcg per actuation pressurised inhalation","Active","NA","20000529"
"9000911","NA","NA","amiodarone hydrochloride 900 mg per 18 mL solution for injection vial","Active","NA","20000614"
"9000910","NA","NA","amiodarone hydrochloride 450 mg per 9 mL solution for injection vial","Active","NA","20000614"
"9000909","NA","NA","amiodarone hydrochloride 150 mg per 3 mL solution for injection vial","Active","NA","20000614"
"9000912","NA","NA","risedronate sodium 5 mg oral tablet","Active","NA","20000725"
"9000913","NA","NA","butorphanol tartrate 10 mg per mL nasal spray","Active","NA","20000801"
"9000915","NA","NA","warfarin sodium 7.5 mg oral tablet","Active","NA","20000809"
"9000914","NA","NA","warfarin sodium 6 mg oral tablet","Active","NA","20000809"
"9003510","NA","NA","exemestane 25 mg oral tablet","Active","NA","20000817"
"9000917","NA","NA","pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet","Active","NA","20000828"
"9000916","NA","NA","pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet","Active","NA","20000828"
"9000918","NA","NA","pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet","Active","NA","20000828"
"9003521","NA","NA","eprosartan (eprosartan mesylate) 400 mg oral tablet","Active","NA","20000908"
"9000920","NA","NA","meloxicam 7.5 mg oral tablet","Active","NA","20000926"
"9000919","NA","NA","meloxicam 15 mg oral tablet","Active","NA","20000926"
"9000921","NA","NA","ibuprofen 200 mg oral capsule","Active","NA","20001002"
"9000923","NA","NA","moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet","Active","NA","20001020"
"9000926","NA","NA","hydrocortisone valerate 0.2 % cutaneous cream","Active","NA","20001218"
"9000927","NA","NA","hydrocortisone valerate 0.2 % cutaneous ointment","Active","NA","20001218"
"9003551","NA","NA","trimethoprim 100 mg oral tablet","Active","NA","20010101"
"9006273","NA","NA","doxycycline (doxycycline hyclate) 8.8 % periodontal gel","Active","NA","20010131"
"9000931","NA","NA","fenofibrate 67 mg oral capsule","Active","NA","20010221"
"9000932","NA","NA","pravastatin sodium 10 mg oral tablet","Active","NA","20010227"
"9000933","NA","NA","amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet","Active","NA","20010301"
"9003566","NA","NA","zolmitriptan 2.5 mg orodispersible tablet","Active","NA","20010305"
"9000934","NA","NA","olanzapine 5 mg orodispersible tablet","Active","NA","20010306"
"9000936","NA","NA","naproxen 250 mg gastro-resistant tablet","Active","NA","20010314"
"9000935","NA","NA","olanzapine 10 mg orodispersible tablet","Active","NA","20010315"
"9000937","NA","NA","tacrolimus 0.5 mg oral capsule","Active","NA","20010402"
"9000938","NA","NA","gliclazide 30 mg prolonged-release oral tablet","Active","NA","20010404"
"9000939","NA","NA","montelukast (montelukast sodium) 4 mg chewable tablet","Active","NA","20010409"
"9000940","NA","NA","mirtazapine 30 mg oral tablet","Active","NA","20010524"
"9003601","NA","NA","eprosartan (eprosartan mesylate) 600 mg oral tablet","Active","NA","20010525"
"9000941","NA","NA","digoxin 0.05 mg per mL oral solution","Active","NA","20010601"
"9000942","NA","NA","lorazepam 4 mg per 1 mL solution for injection vial","Active","NA","20010606"
"9003613","NA","NA","misoprostol 100 mcg oral tablet","Active","NA","20010618"
"9003614","NA","NA","misoprostol 200 mcg oral tablet","Active","NA","20010618"
"9000944","NA","NA","oxybutynin chloride 5 mg prolonged-release oral tablet","Active","NA","20010622"
"9000943","NA","NA","oxybutynin chloride 10 mg prolonged-release oral tablet","Active","NA","20010622"
"9000946","NA","NA","candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet","Active","NA","20010626"
"9000947","NA","NA","atorvastatin (atorvastatin calcium) 80 mg oral tablet","Active","NA","20010629"
"9003627","NA","NA","trimethoprim 200 mg oral tablet","Active","NA","20010730"
