"mp_code","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time","mp_type","Health_Canada_identifier","Health_Canada_description"
"02316692","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active","20080924","DIN","02316692",""
"02316706","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active","20080924","DIN","02316706",""
"02316722","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active","20080924","DIN","02316722",""
"02316730","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active","20080924","DIN","02316730",""
"02316838","ACTONEL (risedronate sodium (risedronate sodium hemi-pentahydrate) 150 mg oral tablet) ALLERGAN PHARMA CO.",NA,NA,"active","20081201","DIN","02316838",""
"02316943","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active","20110105","DIN","02316943",""
"02316951","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active","20110105","DIN","02316951",""
"02316978","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active","20110105","DIN","02316978",""
"02316986","XARELTO (rivaroxaban 10 mg oral tablet) BAYER INC",NA,NA,"active","20080916","DIN","02316986",""
"02317060","PMS-IRBESARTAN (irbesartan 75 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20110324","DIN","02317060",""
"02317079","PMS-IRBESARTAN (irbesartan 150 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20110324","DIN","02317079",""
"02317087","PMS-IRBESARTAN (irbesartan 300 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20110324","DIN","02317087",""
"02317125","PMS-LATANOPROST (latanoprost 50 mcg per mL ophthalmic drops) PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","02317125",""
"02317192","APRI 21 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20080929","DIN","02317192",""
"02317206","APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20080929","DIN","02317206",""
"02317338","IBUPROFEN CAPLETS (ibuprofen 400 mg oral tablet) PHARMETICS (2011) INC",NA,NA,"active","20090128","DIN","02317338",""
"02317346","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20081023","DIN","02317346",""
"02317354","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20081023","DIN","02317354",""
"02317362","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20081023","DIN","02317362",""
"02317370","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20081023","DIN","02317370",""
"02317559","SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20130805","DIN","02317559","DIAMOND-SHAPED TABLETS"
"02317575","SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20130805","DIN","02317575","DIAMOND-SHAPED TABLETS"
"02317583","SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20130805","DIN","02317583","DIAMOND-SHAPED TABLETS"
"02317850","SUPER STRENGTH MOTRIN IB LIQUID GELS (ibuprofen 400 mg oral capsule) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"inactive","20170803","DIN","02317850",""
"02317893","QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active","20090226","DIN","02317893",""
"02317907","QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active","20090226","DIN","02317907",""
"02317923","QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active","20090226","DIN","02317923",""
"02317931","QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active","20090226","DIN","02317931",""
"02317982","IBUPROFEN MENSTRUAL PAIN RELIEF (ibuprofen 400 mg oral tablet) APOTEX INC",NA,NA,"inactive","20170804","DIN","02317982",""
"02318008","TRAVATAN Z (travoprost 0.004 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20081110","DIN","02318008",""
"02318024","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule) APOTEX INC",NA,NA,"active","20110315","DIN","02318024",""
"02318032","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule) APOTEX INC",NA,NA,"active","20110315","DIN","02318032",""
"02318040","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule) APOTEX INC",NA,NA,"active","20110315","DIN","02318040",""
"02318059","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule) APOTEX INC",NA,NA,"active","20110719","DIN","02318059",""
"02318067","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) APOTEX INC",NA,NA,"active","20110719","DIN","02318067",""
"02318075","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule) APOTEX INC",NA,NA,"active","20110719","DIN","02318075",""
"02318083","APO-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule) APOTEX INC",NA,NA,"active","20110719","DIN","02318083",""
"02318180","TEVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20140910","DIN","02318180",""
"02318202","TEVA-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20140910","DIN","02318202",""
"02318660","OLMETEC (olmesartan medoxomil 20 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20081222","DIN","02318660",""
"02318679","OLMETEC (olmesartan medoxomil 40 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20081222","DIN","02318679",""
"02318695","PANTOPRAZOLE (pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet) PRO DOC LIMITEE",NA,NA,"active","20090129","DIN","02318695",""
"02318806","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20170801","DIN","02318806",""
"02318814","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20170801","DIN","02318814",""
"02318822","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20170801","DIN","02318822",""
"02319055","RAN-GABAPENTIN (gabapentin 100 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active","20090107","DIN","02319055",""
"02319063","RAN-GABAPENTIN (gabapentin 300 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active","20090107","DIN","02319063",""
"02319071","RAN-GABAPENTIN (gabapentin 400 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active","20090107","DIN","02319071",""
"02319217","SANDOZ TAMSULOSIN (tamsulosin hydrochloride 0.4 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20140319","DIN","02319217",""
"02319500","TEVA-SILDENAFIL R (sildenafil (sildenafil citrate) 20 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20100609","DIN","02319500",""
"02319616","OLMETEC PLUS (hydrochlorothiazide 12.5 mg and olmesartan medoxomil 20 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20081222","DIN","02319616",""
"02319624","OLMETEC PLUS (hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20081222","DIN","02319624",""
"02319632","OLMETEC PLUS (hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet) MERCK CANADA INC",NA,NA,"active","20081222","DIN","02319632",""
"02319977","PMS-OXYCODONE (oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20081203","DIN","02319977",""
"02319985","PMS-OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20081203","DIN","02319985",""
"02319993","PMS-OXYCODONE (oxycodone hydrochloride 20 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20081203","DIN","02319993",""
"02320134","AURO-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) AURO PHARMA INC",NA,NA,"active","20110530","DIN","02320134",""
"02320169","PMS-FINASTERIDE (finasteride 1 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20100513","DIN","02320169",""
"02320177","TEVA-TELMISARTAN (telmisartan 40 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20120109","DIN","02320177",""
"02320185","TEVA-TELMISARTAN (telmisartan 80 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20120109","DIN","02320185",""
"02320312","SANDOZ METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20081223","DIN","02320312",""
"02320460","DOM-RABEPRAZOLE EC (rabeprazole sodium 20 mg gastro-resistant tablet) DOMINION PHARMACAL",NA,NA,"active","20120926","DIN","02320460",""
"02320525","TEVA-DORZOTIMOL (dorzolamide (dorzolamide hydrochloride) 20 mg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) TEVA CANADA LIMITED",NA,NA,"active","20101208","DIN","02320525",""
"02320851","PMS-OMEPRAZOLE (omeprazole 20 mg gastro-resistant capsule) PHARMASCIENCE INC",NA,NA,"active","20090313","DIN","02320851",""
"02321092","PRISTIQ (desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged-release oral tablet) PFIZER CANADA INC",NA,NA,"active","20090305","DIN","02321092",""
"02321106","PRISTIQ (desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged-release oral tablet) PFIZER CANADA INC",NA,NA,"active","20090306","DIN","02321106",""
"02321149","MYLAN-NIFEDIPINE EXTENDED RELEASE (nifedipine 60 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active","20081230","DIN","02321149",""
"02321157","YAZ (drospirenone 3 mg and ethinyl estradiol 20 mcg oral tablet with lactose oral tablet) BAYER INC",NA,NA,"active","20090106","DIN","02321157",""
"02321203","AURO-GABAPENTIN (gabapentin 100 mg oral capsule) AURO PHARMA INC",NA,NA,"active","20110615","DIN","02321203",""
"02321211","AURO-GABAPENTIN (gabapentin 300 mg oral capsule) AURO PHARMA INC",NA,NA,"active","20110615","DIN","02321211",""
"02321238","AURO-GABAPENTIN (gabapentin 400 mg oral capsule) AURO PHARMA INC",NA,NA,"active","20110615","DIN","02321238",""
"02321246","SANDOZ CELECOXIB (celecoxib 100 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20141117","DIN","02321246",""
"02321254","SANDOZ CELECOXIB (celecoxib 200 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20141117","DIN","02321254",""
"02321343","TEVA-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) TEVA CANADA LIMITED",NA,NA,"active","20171128","DIN","02321343",""
"02321351","TEVA-OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) TEVA CANADA LIMITED",NA,NA,"active","20171128","DIN","02321351",""
"02321475","ACT REPAGLINIDE (repaglinide 0.5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20101018","DIN","02321475",""
"02321483","ACT REPAGLINIDE (repaglinide 1 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20101018","DIN","02321483",""
"02321491","ACT REPAGLINIDE (repaglinide 2 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20101018","DIN","02321491",""
"02321513","SEROQUEL XR (quetiapine (quetiapine fumarate) 150 mg prolonged-release oral tablet) ASTRAZENECA CANADA INC",NA,NA,"active","20090414","DIN","02321513",""
"02321653","COVERSYL PLUS HD (indapamide 2.5 mg and perindopril erbumine 8 mg oral tablet) SERVIER CANADA INC",NA,NA,"active","20090507","DIN","02321653",""
"02321858","RAN-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active","20090709","DIN","02321858",""
"02321866","RAN-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active","20090709","DIN","02321866",""
"02322250","MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"inactive","20170803","DIN","02322250",""
"02322331","PMS-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20131227","DIN","02322331",""
"02322358","PMS-DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active","20131227","DIN","02322358",""
"02322374","ABILIFY (aripiprazole 2 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322374",""
"02322382","ABILIFY (aripiprazole 5 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322382",""
"02322390","ABILIFY (aripiprazole 10 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322390",""
"02322404","ABILIFY (aripiprazole 15 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322404",""
"02322412","ABILIFY (aripiprazole 20 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322412",""
"02322455","ABILIFY (aripiprazole 30 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD",NA,NA,"active","20090930","DIN","02322455",""
"02322579","SANDOZ FINASTERIDE (finasteride 5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100201","DIN","02322579",""
"02322951","VYVANSE (lisdexamfetamine dimesylate 30 mg oral capsule) SHIRE PHARMA CANADA ULC",NA,NA,"active","20090804","DIN","02322951",""
"02322978","VYVANSE (lisdexamfetamine dimesylate 50 mg oral capsule) SHIRE PHARMA CANADA ULC",NA,NA,"active","20090804","DIN","02322978",""
"02324253","PDP-HYDROCODONE (hydrocodone bitartrate 5 mg per 5 mL syrup) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active","20090321","DIN","02324253",""
"02324482","CLARITHROMYCIN (clarithromycin 250 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20091008","DIN","02324482",""
"02324490","CLARITHROMYCIN (clarithromycin 500 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20091008","DIN","02324490",""
"02324504","CARVEDILOL (carvedilol 3.125 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02324504",""
"02324512","CARVEDILOL (carvedilol 6.25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02324512",""
"02324520","CARVEDILOL (carvedilol 12.5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02324520",""
"02324539","CARVEDILOL (carvedilol 25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02324539",""
"02324563","SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20090721","DIN","02324563",""
"02324571","SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20090721","DIN","02324571",""
"02324598","SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20090721","DIN","02324598",""
"02324601","SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) SANDOZ CANADA INCORPORATED",NA,NA,"active","20090721","DIN","02324601",""
"02324628","APO-OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) APOTEX INC",NA,NA,"active","20090415","DIN","02324628",""
"02324652","SUMATRIPTAN (sumatriptan (sumatriptan succinate) 50 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02324652",""
"02324660","SUMATRIPTAN (sumatriptan (sumatriptan succinate) 100 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02324660",""
"02324946","SANDOZ ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100519","DIN","02324946",""
"02324954","SANDOZ ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100519","DIN","02324954",""
"02324962","SANDOZ ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100519","DIN","02324962",""
"02324970","SANDOZ ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100519","DIN","02324970",""
"02324997","LUMIGAN RC (bimatoprost 0.01 % ophthalmic drops) ALLERGAN INC",NA,NA,"active","20090616","DIN","02324997",""
"02325047","CITALOPRAM-10 (citalopram (citalopram hydrobromide) 10 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090625","DIN","02325047",""
"02325306","DILTIAZEM TZ (diltiazem hydrochloride 120 mg prolonged-release oral capsule) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325306",""
"02325314","DILTIAZEM TZ (diltiazem hydrochloride 180 mg prolonged-release oral capsule) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325314",""
"02325322","DILTIAZEM TZ (diltiazem hydrochloride 240 mg prolonged-release oral capsule) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325322",""
"02325330","DILTIAZEM TZ (diltiazem hydrochloride 300 mg prolonged-release oral capsule) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325330",""
"02325349","DILTIAZEM TZ (diltiazem hydrochloride 360 mg prolonged-release oral capsule) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325349",""
"02325357","BUPROPION SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090622","DIN","02325357",""
"02325373","PMS-BUPROPION SR (bupropion hydrochloride 100 mg prolonged-release oral tablet) PHARMASCIENCE INC",NA,NA,"active","20090511","DIN","02325373",""
"02325381","APO-RAMIPRIL (ramipril 15 mg oral capsule) APOTEX INC",NA,NA,"active","20090501","DIN","02325381",""
"02325462","VAGIFEM 10 (estradiol (estradiol hemihydrate) 10 mcg vaginal tablet) NOVO NORDISK CANADA INC",NA,NA,"active","20100428","DIN","02325462",""
"02325659","ACT OLANZAPINE (olanzapine 2.5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325659",""
"02325667","ACT OLANZAPINE (olanzapine 5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325667",""
"02325675","ACT OLANZAPINE (olanzapine 7.5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325675",""
"02325683","ACT OLANZAPINE (olanzapine 10 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325683",""
"02325691","ACT OLANZAPINE (olanzapine 15 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325691",""
"02325713","ACT OLANZAPINE (olanzapine 20 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091015","DIN","02325713",""
"02325802","PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 0.25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325802",""
"02325810","PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 0.5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325810",""
"02325829","PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 1 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325829",""
"02325837","PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 1.5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02325837",""
"02325950","OXYCODONE (oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090610","DIN","02325950",""
"02325969","OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090610","DIN","02325969",""
"02325977","OXYCODONE (oxycodone hydrochloride 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090610","DIN","02325977",""
"02326043","TEVA-AMITRIPTYLINE (amitriptyline hydrochloride 10 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20141203","DIN","02326043",""
"02326051","TEVA-AMITRIPTYLINE (amitriptyline hydrochloride 25 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20141203","DIN","02326051",""
"02326078","TEVA-AMITRIPTYLINE (amitriptyline hydrochloride 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active","20141203","DIN","02326078",""
"02326221","METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02326221",""
"02326248","METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02326248",""
"02326256","METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090612","DIN","02326256",""
"02326477","MINT-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active","20090721","DIN","02326477",""
"02326485","MINT-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active","20090721","DIN","02326485",""
"02326493","MINT-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active","20090721","DIN","02326493",""
"02326515","AMOXI-CLAV (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20091008","DIN","02326515",""
"02326523","AMOXI-CLAV (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20091008","DIN","02326523",""
"02326663","ONGUENT OPHTALMIQUE D'ERYTHROMYCINE USP (erythromycin 5 mg per g ophthalmic ointment) LABORATOIRES STERIGEN INC",NA,NA,"active","20100212","DIN","02326663",""
"02326701","ATENOLOL (atenolol 25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090615","DIN","02326701",""
"02326795","AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090722","DIN","02326795",""
"02326809","AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090722","DIN","02326809",""
"02326817","AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090722","DIN","02326817",""
"02326825","DOM-AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active","20100113","DIN","02326825",""
"02326833","DOM-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active","20100113","DIN","02326833",""
"02326841","DOM-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) DOMINION PHARMACAL",NA,NA,"active","20100113","DIN","02326841",""
"02326957","SANDOZ CANDESARTAN (candesartan cilexetil 4 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20110426","DIN","02326957",""
"02326965","SANDOZ CANDESARTAN (candesartan cilexetil 8 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20110426","DIN","02326965",""
"02326973","SANDOZ CANDESARTAN (candesartan cilexetil 16 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20110426","DIN","02326973",""
"02327112","SANDOZ FENTANYL PATCH (fentanyl 12 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327112",""
"02327120","SANDOZ FENTANYL PATCH (fentanyl 25 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327120",""
"02327139","SANDOZ FENTANYL PATCH (fentanyl 37 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327139",""
"02327147","SANDOZ FENTANYL PATCH (fentanyl 50 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327147",""
"02327155","SANDOZ FENTANYL PATCH (fentanyl 75 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327155",""
"02327163","SANDOZ FENTANYL PATCH (fentanyl 100 mcg per hour transdermal patch) SANDOZ CANADA INCORPORATED",NA,NA,"active","20101101","DIN","02327163",""
"02327171","OXYCODONE-ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active","20090625","DIN","02327171",""
"02327295","SANDOZ RISEDRONATE (risedronate sodium (risedronate sodium hemi-pentahydrate) 35 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active","20100728","DIN","02327295",""
"02327562","ACT OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091016","DIN","02327562",""
"02327570","ACT OLANZAPINE ODT (olanzapine 10 mg orodispersible tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091016","DIN","02327570",""
"02327589","ACT OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active","20091016","DIN","02327589",""
