"mp_code","drug_identification_number","brand_name","reason"
"02291908","02291908","ACT ENALAPRIL","New DIN, existing TM"
"02292726","02292726","ENTERIC COATED ASA 325 MG","New DIN, existing TM"
"02292742","02292742","ANTISEPTIC HAND GEL","New DIN, existing TM"
"02292750","02292750","ANTISEPTIC HAND WIPES","New DIN, existing TM"
"02292785","02292785","KID'S HAND GEL","New DIN, existing TM"
"02293854","02293854","PLAN B","New DIN, existing TM"
"02295253","02295253","CHLORHEXIDINE SOLUTION","New DIN, existing TM"
"02295563","02295563","LOWPRIN 80MG","New DIN, existing TM"
"02295660","02295660","CHLORHEXIDINE 2% ANTISEPTIC HAND WASH","New DIN, existing TM"
"02295679","02295679","CHLORHEXIDINE 4% ANTISEPTIC HAND WASH","New DIN, existing TM"
"02295717","02295717","STERIXIN 0.05%","New DIN, existing TM"
"02296004","02296004","LOWPRIN","New DIN, existing TM"
"02298635","02298635","SANDOZ LEVOFLOXACIN","New DIN, existing TM"
"02298643","02298643","SANDOZ LEVOFLOXACIN","New DIN, existing TM"
"02298651","02298651","SANDOZ LEVOFLOXACIN","New DIN, existing TM"
"02299933","02299933","SANDOZ ENALAPRIL","New DIN, existing TM"
"02299941","02299941","SANDOZ ENALAPRIL","New DIN, existing TM"
"02299968","02299968","SANDOZ ENALAPRIL","New DIN, existing TM"
"02299976","02299976","SANDOZ ENALAPRIL","New DIN, existing TM"
"02300036","02300036","MYLAN-ENALAPRIL","New DIN, existing TM"
"02300044","02300044","MYLAN-ENALAPRIL","New DIN, existing TM"
"02300052","02300052","MYLAN-ENALAPRIL","New DIN, existing TM"
"02300060","02300060","MYLAN-ENALAPRIL","New DIN, existing TM"
"02300680","02300680","TEVA-ENALAPRIL","New DIN, existing TM"
"02300796","02300796","RIVA-ENALAPRIL","New DIN, existing TM"
"02300818","02300818","RIVA-ENALAPRIL","New DIN, existing TM"
"02300826","02300826","RIVA-ENALAPRIL","New DIN, existing TM"
"02300834","02300834","RIVA-ENALAPRIL","New DIN, existing TM"
"02301903","02301903","CIPROFLOXACIN INJECTION USP","New DIN, existing TM"
"02302764","02302764","TEVA-MORPHINE SR","New DIN, existing TM"
"02302772","02302772","TEVA-MORPHINE SR","New DIN, existing TM"
"02302780","02302780","TEVA-MORPHINE SR","New DIN, existing TM"
"02302799","02302799","TEVA-MORPHINE SR","New DIN, existing TM"
"02302802","02302802","TEVA-MORPHINE SR","New DIN, existing TM"
"02303299","02303299","AC&C TABLETS","New DIN, existing TM"
"02303728","02303728","RAN-CIPROFLOX","New DIN, existing TM"
"02303736","02303736","RAN-CIPROFLOX","New DIN, existing TM"
"02303744","02303744","RAN-CIPROFLOX","New DIN, existing TM"
"02303825","02303825","EURO-DOCUSATE C","New DIN, existing TM"
"02304651","02304651","CHEWABLE DAILY LOW DOSE ASA","New DIN, existing TM"
"02304759","02304759","CIPROFLOXACIN INTRAVENOUS INFUSION BP","New DIN, existing TM"
"02305585","02305585","PMS-LEVOFLOXACIN","New DIN, existing TM"
"02309009","02309009","ACTIVELLE LD","New DIN, existing TM"
"02309807","02309807","ACETAMINOPHEN","New DIN, existing TM"
"02309815","02309815","ACETAMINOPHEN","New DIN, existing TM"
"02310600","02310600","PRO-AZITHROMYCINE","New DIN, existing TM"
"02310686","02310686","PRO-FLUCONAZOLE","New DIN, existing TM"
"02311062","02311062","PRO-CEFADROXIL - 500","New DIN, existing TM"
"02311267","02311267","PRO-DEXAMETHASONE - 4","New DIN, existing TM"
"02311402","02311402","PRO-ENALAPRIL - 2.5","New DIN, existing TM"
"02311410","02311410","PRO-ENALAPRIL - 5","New DIN, existing TM"
"02311429","02311429","PRO-ENALAPRIL - 10","New DIN, existing TM"
"02311437","02311437","PRO-ENALAPRIL - 20","New DIN, existing TM"
"02311453","02311453","PRO-CEFUROXIME - 500","New DIN, existing TM"
"02311496","02311496","PRO-AAS EC - 80","New DIN, existing TM"
"02311518","02311518","PRO-AAS - 80 (CROQUABLE)","New DIN, existing TM"
"02311690","02311690","CANESORAL","New DIN, existing TM"
"02311739","02311739","CANESORAL COMBI-PAK","New DIN, existing TM"
"02312921","02312921","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER","New DIN, existing TM"
"02313081","02313081","PMS-ACETAMINOPHEN E","New DIN, existing TM"
"02313391","02313391","ANTISEPTIC SKIN CLEANSER","New DIN, existing TM"
"02313960","02313960","TEVA-ZOLMITRIPTAN","New DIN, existing TM"
"02314304","02314304","TEVA-NARATRIPTAN","New DIN, existing TM"
"02314932","02314932","LEVOFLOXACIN IN 5% DEXTROSE INJECTION","New DIN, existing TM"
"02315424","02315424","ACT LEVOFLOXACIN","New DIN, existing TM"
"02315432","02315432","ACT LEVOFLOXACIN","New DIN, existing TM"
"02315440","02315440","ACT LEVOFLOXACIN","New DIN, existing TM"
"02315475","02315475","COLD LIQUID GRAPE FLAVOUR","New DIN, existing TM"
"02315637","02315637","ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER","New DIN, existing TM"
"02316307","02316307","SANDOZ DORZOLAMIDE","New DIN, existing TM"
"02316897","02316897","ASPIRIN STOMACH GUARD EXTRA STRENGTH","New DIN, existing TM"
"02317427","02317427","MINT-CIPROFLOXACIN","New DIN, existing TM"
"02317435","02317435","MINT-CIPROFLOXACIN","New DIN, existing TM"
"02317443","02317443","MINT-CIPROFLOXACIN","New DIN, existing TM"
"02317796","02317796","PRO-CIPROFLOXACIN","New DIN, existing TM"
"02317818","02317818","PRO-CIPROFLOXACIN","New DIN, existing TM"
"02318296","02318296","X3 CLEAN ALCOHOL-FREE FOAMING HAND SANITIZER/ X3 CLEAN ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS","New DIN, existing TM"
"02318709","02318709","MICARDIS PLUS","New DIN, existing TM"
"02318725","02318725","ANTIBACTERIAL FOAMING HAND SOAP","New DIN, existing TM"
"02319292","02319292","WOMEN'S LAXATIVE","New DIN, existing TM"
"02319403","02319403","TEVA-HYDROMORPHONE","New DIN, existing TM"
"02319411","02319411","TEVA-HYDROMORPHONE","New DIN, existing TM"
"02319438","02319438","TEVA-HYDROMORPHONE","New DIN, existing TM"
"02319446","02319446","TEVA-HYDROMORPHONE","New DIN, existing TM"
"02319837","02319837","OBAGI CLENZIDERM ACNE LOTION","New DIN, existing TM"
"02319942","02319942","RAPID ACTION","New DIN, existing TM"
"02320029","02320029","METOJECT","New DIN, existing TM"
"02320037","02320037","METOJECT","New DIN, existing TM"
"02320045","02320045","METOJECT","New DIN, existing TM"
"02320258","02320258","HANDS FRESH ALCOHOL-FREE FOAM SANITIZER","New DIN, existing TM"
"02320398","02320398","M-EDIAT","New DIN, existing TM"
"02320428","02320428","M-EDIAT","New DIN, existing TM"
"02320436","02320436","M-EDIAT","New DIN, existing TM"
"02320444","02320444","M-EDIAT","New DIN, existing TM"
"02321874","02321874","EMERGENCY ACNE VANISHING FACIAL CLEANSER","New DIN, existing TM"
"02322498","02322498","PMS-TESTOSTERONE","New DIN, existing TM"
"02323338","02323338","ACETAMINOPHEN","New DIN, existing TM"
"02323354","02323354","ACETAMINOPHEN","New DIN, existing TM"
"02323362","02323362","ACETAMINOPHEN","New DIN, existing TM"
"02323796","02323796","CHEST CONGESTION","New DIN, existing TM"
"02324229","02324229","PMS-ZOLMITRIPTAN","New DIN, existing TM"
"02324768","02324768","PMS-ZOLMITRIPTAN ODT","New DIN, existing TM"
"02325942","02325942","APO-LEVOFLOXACIN","New DIN, existing TM"
"02326086","02326086","DOCUSATE SODIUM","New DIN, existing TM"
"02326450","02326450","NOVO-SALBUTAMOL HFA","New DIN, existing TM"
"02326698","02326698","EXTRA STRENGTH ACETAMINOPHEN CAPLETS","New DIN, existing TM"
"700567","02327236","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"700568","02327236","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"700569","02327236","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02330288","02330288","TEVA-TELMISARTAN HCTZ","New DIN, existing TM"
"02330741","02330741","PAIN AND FEVER","New DIN, existing TM"
"02330881","02330881","AZITHROMYCIN","New DIN, existing TM"
"02331624","02331624","AZARGA","New DIN, existing TM"
"02332388","02332388","SANDOZ AZITHROMYCIN","New DIN, existing TM"
"02332396","02332396","SANDOZ AZITHROMYCIN","New DIN, existing TM"
"02332450","02332450","ANACIN","New DIN, existing TM"
"02332469","02332469","ANACIN EXTRA STRENGTH","New DIN, existing TM"
"02332485","02332485","JAMP-DOCUSATE SODIUM","New DIN, existing TM"
"02332647","02332647","REGULAR STRENGTH ACETAMINOPHEN","New DIN, existing TM"
"02333171","02333171","MUSCLE ACHES & BODY PAIN","New DIN, existing TM"
"02334844","02334844","AZITHROMYCIN FOR INJECTION, USP","New DIN, existing TM"
"02336812","02336812","ACNE TREATMENT LOTION","New DIN, existing TM"
"02337266","02337266","JURNISTA","New DIN, existing TM"
"02337274","02337274","JURNISTA","New DIN, existing TM"
"02337282","02337282","JURNISTA","New DIN, existing TM"
"02337290","02337290","JURNISTA","New DIN, existing TM"
"02339366","02339366","PRECEDEX","New DIN, existing TM"
"02340046","02340046","FLUCONAZOLE-150","New DIN, existing TM"
"02342235","02342235","GD-ELETRIPTAN","New DIN, existing TM"
"02342243","02342243","GD-ELETRIPTAN","New DIN, existing TM"
"02342545","02342545","TEVA-ZOLMITRIPTAN OD","New DIN, existing TM"
"02344823","02344823","AURO-CEFUROXIME","New DIN, existing TM"
"02344831","02344831","AURO-CEFUROXIME","New DIN, existing TM"
"02346982","02346982","SANISCRUBZ","New DIN, existing TM"
"02347792","02347792","CHILDREN'S TYLENOL FASTMELTS","New DIN, existing TM"
"02349655","02349655","SMART-SAN ALCOHOL-FREE HAND SANITIZER FOAM","New DIN, existing TM"
"02350815","02350815","MORPHINE SR","New DIN, existing TM"
"02350890","02350890","MORPHINE SR","New DIN, existing TM"
"02350912","02350912","MORPHINE SR","New DIN, existing TM"
"02351935","02351935","SANI HANDS FOAM - AF","New DIN, existing TM"
"02352133","02352133","FLUCONAZOLE 150","New DIN, existing TM"
"02352230","02352230","RAN-ENALAPRIL","New DIN, existing TM"
"02352249","02352249","RAN-ENALAPRIL","New DIN, existing TM"
"02352257","02352257","RAN-ENALAPRIL","New DIN, existing TM"
"02352265","02352265","RAN-ENALAPRIL","New DIN, existing TM"
"02352923","02352923","ENALAPRIL MALEATE/HCTZ","New DIN, existing TM"
"02352931","02352931","ENALAPRIL MALEATE/HCTZ","New DIN, existing TM"
"02353318","02353318","CIPROFLOXACIN","New DIN, existing TM"
"02353326","02353326","CIPROFLOXACIN","New DIN, existing TM"
"02353571","02353571","EXTRA STRENGTH MUCOUS RELIEF CHEST","New DIN, existing TM"
"02353598","02353598","REGULAR STRENGTH MUCOUS RELIEF CHEST","New DIN, existing TM"
"02354543","02354543","LORIS 0.13% BZK","New DIN, existing TM"
"02354780","02354780","FRAGRANCE FOAM","New DIN, existing TM"
"02355299","02355299","JAMP - ACETAMINOPHEN BLAZON 500MG TABLETS","New DIN, existing TM"
"02355396","02355396","WOMAN'S LAXATIVE","New DIN, existing TM"
"02355558","02355558","DERMSAFE PC","New DIN, existing TM"
"02355736","02355736","BENZALKONIUM CHLORIDE ANTISEPTIC TOWELETTE","New DIN, existing TM"
"02355965","02355965","LORIS 2% CHG WIPE/SERVIETTE","New DIN, existing TM"
"02356112","02356112","BZK TOWELETTE","New DIN, existing TM"
"02357305","02357305","STOOL SOFTENER","New DIN, existing TM"
"02357844","02357844","CELESTODERM V","New DIN, existing TM"
"02357852","02357852","CELESTODERM V","New DIN, existing TM"
"02357860","02357860","CELESTODERM V/2","New DIN, existing TM"
"02357879","02357879","CELESTODERM V/2","New DIN, existing TM"
"02358018","02358018","LORIS 2% CHG SOLUTION","New DIN, existing TM"
"02359502","02359502","HYDROMORPH CONTIN","New DIN, existing TM"
"02359510","02359510","HYDROMORPH CONTIN","New DIN, existing TM"
"02360101","02360101","THEO ER","New DIN, existing TM"
"02360128","02360128","THEO ER","New DIN, existing TM"
"02361450","02361450","BISACODYL SUPPOSITORY","New DIN, existing TM"
"02361752","02361752","ZENHALE","New DIN, existing TM"
"02361760","02361760","ZENHALE","New DIN, existing TM"
"02361949","02361949","BENZAGEL SPOT-ON ACNE GEL","New DIN, existing TM"
"02362198","02362198","ACÉTAMINOPHÈNE CAPLET 325","New DIN, existing TM"
"02362201","02362201","ACÉTAMINOPHÈNE BLASON SHIELD 500","New DIN, existing TM"
"02362228","02362228","ACÉTAMINOPHÈNE CAPLET 500","New DIN, existing TM"
"02362244","02362244","ACETAMINOPHEN TABLETS USP 500 MG","New DIN, existing TM"
"02362341","02362341","ACETAMINOPHEN CAPLETS 325 MG","New DIN, existing TM"
"02362368","02362368","ACETAMINOPHEN CAPLETS 500 MG","New DIN, existing TM"
"02362422","02362422","ACETAMINOPHEN TABLETS USP 325 MG","New DIN, existing TM"
"02362708","02362708","SENNOSIDES WITH DOCUSATE SODIUM","New DIN, existing TM"
"02362988","02362988","SANDOZ ZOLMITRIPTAN","New DIN, existing TM"
"02362996","02362996","SANDOZ ZOLMITRIPTAN ODT","New DIN, existing TM"
"02363127","02363127","ENTERIC COATED DAILY LOW DOSE ASA 81MG","New DIN, existing TM"
"02363445","02363445","OZURDEX","New DIN, existing TM"
"02364115","02364115","APO-HYDROMORPHONE","New DIN, existing TM"
"02364123","02364123","APO-HYDROMORPHONE","New DIN, existing TM"
"02364131","02364131","APO-HYDROMORPHONE","New DIN, existing TM"
"02364158","02364158","APO-HYDROMORPHONE","New DIN, existing TM"
"02364905","02364905","NEXT CHOICE","New DIN, existing TM"
"02365154","02365154","TOBI PODHALER","New DIN, existing TM"
"02366061","02366061","JAMP-FOLIC ACID","New DIN, existing TM"
"02366924","02366924","LUXIQ","New DIN, existing TM"
"02367831","02367831","DOCUSATE SODIUM CAPSULES","New DIN, existing TM"
"02368307","02368307","BENZOYL PEROXIDE ACNE TREATMENT 5%","New DIN, existing TM"
"02368846","02368846","AZITHROMYCIN FOR INJECTION","New DIN, existing TM"
"02369036","02369036","MYLAN-ZOLMITRIPTAN","New DIN, existing TM"
"02369575","02369575","X3 ON-THE-GO ANTISEPTIC SPRAY","New DIN, existing TM"
"02369729","02369729","ATASOL FORTE CAP 500 MG","New DIN, existing TM"
"02370433","02370433","SUBLINOX","New DIN, existing TM"
"02371022","02371022","TWYNSTA","New DIN, existing TM"
"02371030","02371030","TWYNSTA","New DIN, existing TM"
"02371049","02371049","TWYNSTA","New DIN, existing TM"
"02371057","02371057","TWYNSTA","New DIN, existing TM"
"02371138","02371138","CHILDREN'S FEVER FROM COLDS OR FLU","New DIN, existing TM"
"02371146","02371146","ARTHRITIS PAIN RELIEF","New DIN, existing TM"
"02371189","02371189","OPTION 2","New DIN, existing TM"
"02372010","02372010","JALYN","New DIN, existing TM"
"02372177","02372177","ASA 81 MG","New DIN, existing TM"
"02373068","02373068","GD-LATANOPROST/TIMOLOL","New DIN, existing TM"
"02374943","02374943","BISACODYL","New DIN, existing TM"
"02376121","02376121","JAMP DOCUSATE S OBLONG","New DIN, existing TM"
"02376938","02376938","ONBREZ BREEZHALER","New DIN, existing TM"
"02376997","02376997","DULCOCOMFORT STOOL SOFTENER","New DIN, existing TM"
"02377683","02377683","COATED DAILY LOW DOSE ASA 81 MG","New DIN, existing TM"
"02378302","02378302","MONICURE","New DIN, existing TM"
"02379252","02379252","TEVA-TELMISARTAN HCTZ","New DIN, existing TM"
"02379430","02379430","NOBAC INSTANT FOAMING HAND SANITIZER","New DIN, existing TM"
"02379686","02379686","MAR-CIPROFLOXACIN","New DIN, existing TM"
"02379694","02379694","MAR-CIPROFLOXACIN","New DIN, existing TM"
"02379708","02379708","MAR-CIPROFLOXACIN","New DIN, existing TM"
"02379929","02379929","ZOLMITRIPTAN","New DIN, existing TM"
"02379988","02379988","ZOLMITRIPTAN ODT","New DIN, existing TM"
"02380358","02380358","JAMP-CIPROFLOXACIN","New DIN, existing TM"
"02380366","02380366","JAMP-CIPROFLOXACIN","New DIN, existing TM"
"02380374","02380374","JAMP-CIPROFLOXACIN","New DIN, existing TM"
"02380951","02380951","APO-ZOLMITRIPTAN","New DIN, existing TM"
"02381575","02381575","APO-ZOLMITRIPTAN RAPID","New DIN, existing TM"
"02381907","02381907","AURO-CIPROFLOXACIN","New DIN, existing TM"
"02381923","02381923","AURO-CIPROFLOXACIN","New DIN, existing TM"
"02381931","02381931","AURO-CIPROFLOXACIN","New DIN, existing TM"
"02382091","02382091","TEVA-ELETRIPTAN","New DIN, existing TM"
"02382105","02382105","TEVA-ELETRIPTAN","New DIN, existing TM"
"02382342","02382342","MIDAZOLAM INJECTION USP","New DIN, existing TM"
"02382350","02382350","MIDAZOLAM INJECTION USP","New DIN, existing TM"
"02382377","02382377","MIDAZOLAM INJECTION USP","New DIN, existing TM"
"02382385","02382385","MIDAZOLAM INJECTION USP","New DIN, existing TM"
"02382482","02382482","NALOXONE HYDROCHLORIDE INJECTION USP","New DIN, existing TM"
"02382601","02382601","NALOXONE HYDROCHLORIDE INJECTION SDZ PRESERVATIVE FREE","New DIN, existing TM"
"700570","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP","New DIN, existing TM"
"700571","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP","New DIN, existing TM"
"700572","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP","New DIN, existing TM"
"02382822","02382822","CLINDOXYL ADV GEL","New DIN, existing TM"
"02382873","02382873","MIDAZOLAM INJECTION SDZ","New DIN, existing TM"
"02382903","02382903","MIDAZOLAM INJECTION SDZ","New DIN, existing TM"
"700573","02382997","MORPHINE SULFATE INJECTION SDZ","New DIN, existing TM"
"700574","02382997","MORPHINE SULFATE INJECTION SDZ","New DIN, existing TM"
"02384272","02384272","GUM PAROEX","New DIN, existing TM"
"02385171","02385171","INFANTS LITTLE REMEDIES FOR FEVERS","New DIN, existing TM"
"02385198","02385198","CHILDREN'S LITTLE REMEDIES FOR FEVERS","New DIN, existing TM"
"02386119","02386119","CIPROFLOXACIN","New DIN, existing TM"
"02386127","02386127","CIPROFLOXACIN","New DIN, existing TM"
"02386585","02386585","BENZOYL PEROXIDE ACNE TREATMENT WASH 2.5%","New DIN, existing TM"
"02387069","02387069","LYSOL NO-TOUCH ANTIBACTERIAL HAND SOAP","New DIN, existing TM"
"02387131","02387131","SANDOZ CIPROFLOXACIN","New DIN, existing TM"
"02387158","02387158","MYLAN-ZOLMITRIPTAN ODT","New DIN, existing TM"
"02387220","02387220","LYSOL BRAND NO-TOUCH ANTIBACTERIAL HAND SOAP","New DIN, existing TM"
"02387743","02387743","DEXAMETHASONE OMEGA UNIDOSE","New DIN, existing TM"
"02388448","02388448","FLUCONAZOLE INJECTION SDZ","New DIN, existing TM"
"02389169","02389169","KOMBOGLYZE","New DIN, existing TM"
"02389177","02389177","KOMBOGLYZE","New DIN, existing TM"
"02389185","02389185","KOMBOGLYZE","New DIN, existing TM"
"02389231","02389231","LYSOL FOAM ANTIBACTERIAL HAND WASH","New DIN, existing TM"
"02389525","02389525","DOM-ZOLMITRIPTAN","New DIN, existing TM"
"02389622","02389622","TEVA-TOBRAMYCIN","New DIN, existing TM"
"02390302","02390302","TELMISARTAN HCTZ","New DIN, existing TM"
"02390310","02390310","TELMISARTAN HCTZ","New DIN, existing TM"
"02390396","02390396","PROACTIV TREAT","New DIN, existing TM"
"02390760","02390760","MED-CYPROTERONE","New DIN, existing TM"
"02391015","02391015","RODAN & FIELDS PROACTIV SOLUTION CLEANSE","New DIN, existing TM"
"02391678","02391678","SUBLINOX","New DIN, existing TM"
"02392461","02392461","LYSOL BRAND II NO-TOUCH ANTIBACTERIAL HAND SOAP","New DIN, existing TM"
"02393034","02393034","NALOXONE HYDROCHLORIDE INJECTION","New DIN, existing TM"
"02393042","02393042","NALOXONE HYDROCHLORIDE INJECTION","New DIN, existing TM"
"02393557","02393557","SANDOZ TELMISARTAN HCT","New DIN, existing TM"
"02393565","02393565","SANDOZ TELMISARTAN HCT","New DIN, existing TM"
"02394421","02394421","PROACTIV+ SKIN SMOOTHING EXFOLIATOR","New DIN, existing TM"
"02394685","02394685","SANDOZ LATANOPROST/TIMOLOL","New DIN, existing TM"
"02394693","02394693","ROBITUSSIN CHILDREN'S COLD","New DIN, existing TM"
"02394790","02394790","ASA DAILY LOW DOSE","New DIN, existing TM"
"02394936","02394936","SEEBRI BREEZHALER","New DIN, existing TM"
"02395355","02395355","TELMISARTAN/HCTZ","New DIN, existing TM"
"02395363","02395363","TELMISARTAN/HCTZ","New DIN, existing TM"
"02395525","02395525","TELMISARTAN-HCTZ","New DIN, existing TM"
"02395533","02395533","TELMISARTAN-HCTZ","New DIN, existing TM"
"02395797","02395797","RIVA-CYPROTERONE","New DIN, existing TM"
"02397854","02397854","DULCOLAX FOR WOMEN","New DIN, existing TM"
"700575","02398427","METHOTREXATE INJECTION USP","New DIN, existing TM"
"700576","02398427","METHOTREXATE INJECTION USP","New DIN, existing TM"
"02398435","02398435","MYLAN-ALMOTRIPTAN","New DIN, existing TM"
"02398443","02398443","MYLAN-ALMOTRIPTAN","New DIN, existing TM"
"02399350","02399350","HAND SANITIZING WIPES","New DIN, existing TM"
"02399458","02399458","MAR-ZOLMITRIPTAN","New DIN, existing TM"
"02400650","02400650","ENALAPRIL","New DIN, existing TM"
"02400669","02400669","ENALAPRIL","New DIN, existing TM"
"02400677","02400677","ENALAPRIL","New DIN, existing TM"
"02400685","02400685","ENALAPRIL","New DIN, existing TM"
"02401304","02401304","RIVA-ZOLMITRIPTAN","New DIN, existing TM"
"02401665","02401665","PMS-TELMISARTAN-HCTZ","New DIN, existing TM"
"02401673","02401673","PMS-TELMISARTAN-HCTZ","New DIN, existing TM"
"02403463","02403463","PURELL SF607 FOAM HAND RUB","New DIN, existing TM"
"02403471","02403471","PURELL SANITIZING WIPES","New DIN, existing TM"
"02404044","02404044","XERESE","New DIN, existing TM"
"02405334","02405334","SANDOZ ALMOTRIPTAN","New DIN, existing TM"
"02405865","02405865","MUCUS & PHLEGM RELIEF EXTRA STRENGTH","New DIN, existing TM"
"02406179","02406179","PROACTIV 3-STEP CONVENIENCE PAK","New DIN, existing TM"
"02406802","02406802","SOFTSOAP ANTIBACTERIAL","New DIN, existing TM"
"02407507","02407507","RAPID ACTION","New DIN, existing TM"
"02407612","02407612","TYLENOL LIQUID GELS","New DIN, existing TM"
"02408295","02408295","JAYDESS","New DIN, existing TM"
"02408430","02408430","SOLUPREP AQ SPONGE","New DIN, existing TM"
"02408511","02408511","CLINDAMYCIN IV INFUSION","New DIN, existing TM"
"02408538","02408538","CLINDAMYCIN IV INFUSION","New DIN, existing TM"
"02408872","02408872","BREO ELLIPTA","New DIN, existing TM"
"02409720","02409720","TUDORZA GENUAIR","New DIN, existing TM"
"02410893","02410893","BISACODYL SUPPOSITORY 5 MG","New DIN, existing TM"
"02411245","02411245","RODAN & FIELDS PROACTIV + PORE TARGETING SOLUTION","New DIN, existing TM"
"02412012","02412012","BENZOYL PEROXIDE ACNE TREATMENT 5%","New DIN, existing TM"
"02413353","02413353","SPECTRO ACNECARE WASH FOR ACNE PRONE SKIN","New DIN, existing TM"
"02413434","02413434","BPO5 ACNE TREATMENT GEL","New DIN, existing TM"
"02413655","02413655","PROACTIV EMERGENCY BLEMISH RELIEF","New DIN, existing TM"
"02414309","02414309","DUAL INTENSIVE ACNE TREATMENT","New DIN, existing TM"
"02414422","02414422","RODAN & FIELDS PROACTIV + SKIN SMOOTHING EXFOLIATOR, PORE TARGETING SOLUTION, COMPLEXION PERFECTING HYDRATOR","New DIN, existing TM"
"02415542","02415542","APO-AZITHROMYCIN Z","New DIN, existing TM"
"02415879","02415879","LEVOFLOXACIN","New DIN, existing TM"
"02416433","02416433","PMS-CIPROFLOXACIN XL","New DIN, existing TM"
"02417413","02417413","BISACODYL TABLETS","New DIN, existing TM"
"02418282","02418282","ULTIBRO BREEZHALER","New DIN, existing TM"
"02418401","02418401","ANORO ELLIPTA","New DIN, existing TM"
"02418452","02418452","PMS-AZITHROMYCIN","New DIN, existing TM"
"02418460","02418460","PMS-AZITHROMYCIN","New DIN, existing TM"
"02419106","02419106","COMBIVENT RESPIMAT","New DIN, existing TM"
"02419114","02419114","ACH-TELMISARTAN HCTZ","New DIN, existing TM"
"02419122","02419122","ACH-TELMISARTAN HCTZ","New DIN, existing TM"
"02419521","02419521","MINT-ZOLMITRIPTAN","New DIN, existing TM"
"02419750","02419750","X-GUARD HAND SANITIZING WIPES","New DIN, existing TM"
"02419858","02419858","SALBUTAMOL HFA","New DIN, existing TM"
"02420023","02420023","APO-TELMISARTAN/HCTZ","New DIN, existing TM"
"02420031","02420031","APO-TELMISARTAN/HCTZ","New DIN, existing TM"
"02420279","02420279","RIVASA 81 MG EC","New DIN, existing TM"
"02420287","02420287","JAMP-TOBRAMYCIN","New DIN, existing TM"
"02420678","02420678","RODAN+FIELDS UNBLEMISH","New DIN, existing TM"
"02421186","02421186","TARO-TESTOSTERONE","New DIN, existing TM"
"02421208","02421208","ONRELTEA","New DIN, existing TM"
"02421534","02421534","NAT-ZOLMITRIPTAN","New DIN, existing TM"
"02421623","02421623","JAMP-ZOLMITRIPTAN","New DIN, existing TM"
"02422166","02422166","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02422174","02422174","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02422182","02422182","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02422190","02422190","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02422204","02422204","METHOTREXATE INJECTION, BP","New DIN, existing TM"
"02422298","02422298","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02422301","02422301","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02422328","02422328","CEFUROXIME FOR INJECTION, USP","New DIN, existing TM"
"02423553","02423553","MINT-CIPROFLOX","New DIN, existing TM"
"02423561","02423561","MINT-CIPROFLOX","New DIN, existing TM"
"02423588","02423588","MINT-CIPROFLOX","New DIN, existing TM"
"02423596","02423596","INCRUSE ELLIPTA","New DIN, existing TM"
"02423758","02423758","MIDAZOLAM INJECTION","New DIN, existing TM"
"02423766","02423766","MIDAZOLAM INJECTION","New DIN, existing TM"
"02424029","02424029","ALMOTRIPTAN","New DIN, existing TM"
"02425009","02425009","CONTINGENCY ONE","New DIN, existing TM"
"02426811","02426811","ASA EC","New DIN, existing TM"
"02426838","02426838","DOCUSATE SODIUM","New DIN, existing TM"
"02426978","02426978","VAN-CIPROFLOXACIN","New DIN, existing TM"
"02427001","02427001","VAN-CIPROFLOXACIN","New DIN, existing TM"
"02427028","02427028","VAN-CIPROFLOXACIN","New DIN, existing TM"
"02427176","02427176","ASA EC","New DIN, existing TM"
"02427206","02427206","JAMP-ASA 81MG EC","New DIN, existing TM"
"02428237","02428237","JAMP-ZOLMITRIPTAN ODT","New DIN, existing TM"
"02428458","02428458","OIL-FREE ACNE CLEANSER","New DIN, existing TM"
"02428474","02428474","SEPTA-ZOLMITRIPTAN-ODT","New DIN, existing TM"
"02428792","02428792","MAR-FLUCONAZOLE-150","New DIN, existing TM"
"02429950","02429950","M-ASA 80 MG CROQUABLE","New DIN, existing TM"
"02430835","02430835","EURO-ASA EC","New DIN, existing TM"
"02430940","02430940","TARO-EPINEPHRINE AUTO-INJECTOR","New DIN, existing TM"
"02430959","02430959","TARO-EPINEPHRINE AUTO-INJECTOR","New DIN, existing TM"
"02431483","02431483","SOLUPREP AQ SWAB","New DIN, existing TM"
"02431491","02431491","SOLUPREP AQ WIPE","New DIN, existing TM"
"02431742","02431742","TERMINATOR","New DIN, existing TM"
