"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_description"
"8000809","chlorhexidine","9005770","chlorhexidine gluconate 2 % swab","02431483","SOLUPREP AQ SWAB (chlorhexidine gluconate 2 % swab) 3M CANADA COMPANY","02431483",""
"8000809","chlorhexidine","9006331","chlorhexidine acetate 10 % NA","02046245","PREVORA STAGE 1 (chlorhexidine acetate 10 % NA) CHX TECHNOLOGIES INC","02046245",""
"8000809","chlorhexidine","9006346","chlorhexidine gluconate 0.12 % NA","02207796","PERIOGARD (chlorhexidine gluconate 0.12 % NA) COLGATE-PALMOLIVE CANADA INC","02207796",""
"8000809","chlorhexidine","9006346","chlorhexidine gluconate 0.12 % NA","02240526","DENTI-CARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12% (chlorhexidine gluconate 0.12 % NA) AMD MEDICOM INC","02240526",""
"8000811","docusate and sennosides","9001735","docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet","00026123","SENOKOT S (docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet) PURDUE PHARMA","00026123",""
"8000811","docusate and sennosides","9003784","docusate sodium 50 mg and sennosides 8.6 mg oral tablet","02246951","SENNA S. TABLETS (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) TANTA PHARMACEUTICALS INC","02246951",""
"8000811","docusate and sennosides","9003784","docusate sodium 50 mg and sennosides 8.6 mg oral tablet","02247134","SENNA LAXATIVE AND DOCUSATE SODIUM TABLETS (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) VITA HEALTH PRODUCTS INC","02247134",""
"8000811","docusate and sennosides","9003784","docusate sodium 50 mg and sennosides 8.6 mg oral tablet","02247390","SANDOZ SENNA S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) SANDOZ CANADA INCORPORATED","02247390",""
"8000811","docusate and sennosides","9003784","docusate sodium 50 mg and sennosides 8.6 mg oral tablet","02362708","SENNOSIDES WITH DOCUSATE SODIUM (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) EURO-PHARM INTERNATIONAL CANADA INC","02362708","FILM-COATED TABLET"
"8000814","metronidazole and nystatin","9001852","metronidazole 500 mg and nystatin 100000 unit pessary","01926829","FLAGYSTATIN VAGINAL OVULE (metronidazole 500 mg and nystatin 100000 unit pessary) SANOFI-AVENTIS CANADA INC","01926829",""
"8000817","alcohol anhydrous","9001800","alcohol anhydrous 100 % solution for injection","00394394","DEHYDRATED ALCOHOL INJECTION USP (alcohol anhydrous 100 % solution for injection) SANDOZ CANADA INCORPORATED","00394394",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","00608920","BALMINIL EXPECTORANT (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","00608920",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","00609951","BALMINIL EXPECTORANT (SUCROSE FREE) (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","00609951",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","00800821","EXPECTORANT SYRUP (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","00800821",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","00813095","EXPECTORANT COUGH FORMULA SYR 100MG/5ML (guaifenesin 100 mg per 5 mL syrup) TANTA PHARMACEUTICALS INC","00813095",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","01931032","ROBITUSSIN MUCUS & PHLEGM (guaifenesin 100 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","01931032",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","01952129","EXPECTORANT SYRUP (SUCROSE FREE) (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","01952129",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","02121999","BRONCHOPHAN EXPECTORANT (SANS SUCROSE) (guaifenesin 100 mg per 5 mL syrup) LABORATOIRE ATLAS INC","02121999",""
"8000821","guaifenesin","9001847","guaifenesin 100 mg per 5 mL syrup","02241488","EXPECTORANT (REGULAR STRENGTH) COUGH SYRUP (guaifenesin 100 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC","02241488",""
"8000821","guaifenesin","9002826","guaifenesin 200 mg per 5 mL syrup","02142783","ROBITUSSIN MUCUS & PHLEGM EXTRA STRENGTH (guaifenesin 200 mg per 5 mL syrup) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","02142783",""
"8000821","guaifenesin","9002826","guaifenesin 200 mg per 5 mL syrup","02242892","EXPECTORANT (EXTRA STRENGTH) SYRUP (guaifenesin 200 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC","02242892",""
"8000821","guaifenesin","9002826","guaifenesin 200 mg per 5 mL syrup","02263475","CHEST CONGESTION SYRUP (guaifenesin 200 mg per 5 mL syrup) PHARMETICS (2011) INC","02263475",""
"8000821","guaifenesin","9002826","guaifenesin 200 mg per 5 mL syrup","02405865","MUCUS & PHLEGM RELIEF EXTRA STRENGTH (guaifenesin 200 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC","02405865",""
"8000821","guaifenesin","9004626","guaifenesin 100 mg per 5 mL oral liquid","02323796","CHEST CONGESTION (guaifenesin 100 mg per 5 mL oral liquid) ACCUDIAL PHARMACEUTICAL INC","02323796",""
"8000821","guaifenesin","9004874","guaifenesin 200 mg oral tablet","02353598","REGULAR STRENGTH MUCOUS RELIEF CHEST (guaifenesin 200 mg oral tablet) TEVA CANADA LIMITED","02353598",""
"8000821","guaifenesin","9004875","guaifenesin 400 mg oral tablet","02353571","EXTRA STRENGTH MUCOUS RELIEF CHEST (guaifenesin 400 mg oral tablet) TEVA CANADA LIMITED","02353571",""
"8000821","guaifenesin","9006025","guaifenesin 600 mg modified-release oral tablet","02434725","MUCINEX EXTENDED RELEASE BI-LAYER TABLETS (guaifenesin 600 mg modified-release oral tablet) RECKITT BENCKISER (CANADA) INC","02434725",""
"8000823","phenylephrine","9001859","phenylephrine hydrochloride 2.5 % ophthalmic drops","00465763","MYDFRIN (phenylephrine hydrochloride 2.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","00465763",""
"8000823","phenylephrine","9001859","phenylephrine hydrochloride 2.5 % ophthalmic drops","02148447","MINIMS PHENYLEPHRINE HYDROCHLORIDE 2.5% (phenylephrine hydrochloride 2.5 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02148447",""
"8000823","phenylephrine","9002487","phenylephrine (phenylephrine hydrochloride) 10 mg per mL solution for injection","01953583","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (phenylephrine (phenylephrine hydrochloride) 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","01953583",""
"8000823","phenylephrine","9002861","phenylephrine hydrochloride 10 % ophthalmic drops","02148455","MINIMS PHENYLEPHRINE HYDROCHLORIDE 10% (phenylephrine hydrochloride 10 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02148455",""
"8000823","phenylephrine","9003274","phenylephrine hydrochloride 0.25 % cutaneous ointment","02230466","HEMORRHOIDAL RELIEF OINTMENT (phenylephrine hydrochloride 0.25 % cutaneous ointment) PERRIGO INTERNATIONAL","02230466",""
"8000823","phenylephrine","9003626","phenylephrine hydrochloride 10 mg per 1 mL solution for injection","02238400","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP, 1% (phenylephrine hydrochloride 10 mg per 1 mL solution for injection) OMEGA LABORATORIES LTD","02238400",""
"8000823","phenylephrine","9003763","phenylephrine hydrochloride 1 % solution for injection","02241980","NEO-SYNEPHRINE (phenylephrine hydrochloride 1 % solution for injection) PFIZER CANADA INC","02241980",""
"8000823","phenylephrine","9004162","phenylephrine hydrochloride 10 mg oral tablet","02250217","SUDAFED PE EXTRA STRENGTH (phenylephrine hydrochloride 10 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02250217",""
"8000823","phenylephrine","9006064","phenylephrine hydrochloride 50 mcg per mL solution for injection","02454599","PHENYLEPHRINE HYDROCHLORIDE INJECTION (phenylephrine hydrochloride 50 mcg per mL solution for injection) BIOSYENT PHARMA INC","02454599","SINGLE USE PRE-FILLED SYRINGE"
"8000826","guaifenesin and oxtriphylline","9001909","guaifenesin 50 mg per 5 mL and oxtriphylline 100 mg per 5 mL oral solution","00476374","CHOLEDYL EXPECTORANT ELIXIR (guaifenesin 50 mg per 5 mL and oxtriphylline 100 mg per 5 mL oral solution) ERFA CANADA 2012 INC","00476374",""
"8000827","tobramycin","9001920","tobramycin 0.3 % ophthalmic drops","00513962","TOBREX (tobramycin 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","00513962",""
"8000827","tobramycin","9001920","tobramycin 0.3 % ophthalmic drops","02241755","SANDOZ TOBRAMYCIN 0.3% (tobramycin 0.3 % ophthalmic drops) SANDOZ CANADA INCORPORATED","02241755",""
"8000827","tobramycin","9001997","tobramycin (tobramycin sulfate) 1.2 g per vial powder for solution for injection","00533688","TOBRAMYCIN FOR INJECTION (tobramycin (tobramycin sulfate) 1.2 g per vial powder for solution for injection) FRESENIUS KABI CANADA LTD","00533688",""
"8000827","tobramycin","9001997","tobramycin (tobramycin sulfate) 1.2 g per vial powder for solution for injection","02285150","TOBRAMYCIN FOR INJECTION U.S.P. (tobramycin (tobramycin sulfate) 1.2 g per vial powder for solution for injection) STERIMAX INC","02285150",""
"8000827","tobramycin","9002035","tobramycin 0.3 % ophthalmic ointment","00614254","TOBREX (tobramycin 0.3 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC","00614254",""
"8000827","tobramycin","9003101","tobramycin (tobramycin sulfate) 40 mg per mL solution for injection","02230640","TOBRAMYCIN INJECTION (tobramycin (tobramycin sulfate) 40 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","02230640",""
"8000827","tobramycin","9003101","tobramycin (tobramycin sulfate) 40 mg per mL solution for injection","02241210","TOBRAMYCIN INJECTION USP (tobramycin (tobramycin sulfate) 40 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","02241210",""
"8000827","tobramycin","9003379","tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution","02239630","TOBI (tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution) NOVARTIS PHARMACEUTICALS CANADA INC","02239630",""
"8000827","tobramycin","9003379","tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution","02443368","TOBRAMYCIN INHALATION SOLUTION (tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution) SANDOZ CANADA INCORPORATED","02443368",""
"8000827","tobramycin","9003443","tobramycin (tobramycin sulfate) 10 mg per mL solution for injection","02230639","TOBRAMYCIN INJECTION (tobramycin (tobramycin sulfate) 10 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","02230639",""
"8000827","tobramycin","9003443","tobramycin (tobramycin sulfate) 10 mg per mL solution for injection","02241209","TOBRAMYCIN INJECTION USP (tobramycin (tobramycin sulfate) 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","02241209",""
"8000827","tobramycin","9004870","tobramycin 28 mg inhalation powder capsule","02365154","TOBI PODHALER (tobramycin 28 mg inhalation powder capsule) NOVARTIS PHARMACEUTICALS CANADA INC","02365154","TOBRAMYCIN INHALATION POWDER. FOR ORAL INHALATION ONLY."
"8000827","tobramycin","9005062","tobramycin 40 mg per mL solution for injection","02420287","JAMP-TOBRAMYCIN (tobramycin 40 mg per mL solution for injection) JAMP PHARMA CORPORATION","02420287",""
"8000827","tobramycin","9005871","tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution","02389622","TEVA-TOBRAMYCIN (tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution) TEVA CANADA LIMITED","02389622",""
"8000828","acetaminophen and codeine and doxylamine","9001927","acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet","02047667","MERSYNDOL WITH CODEINE (acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet) SANOFI-AVENTIS CANADA INC","02047667",""
"8000829","benzoyl peroxide","9001934","benzoyl peroxide 5 % cutaneous cream","00442968","CLEARASIL DAILY CLEAR ACNE TREATMENT CREAM BP PLUS (benzoyl peroxide 5 % cutaneous cream) RECKITT BENCKISER (CANADA) INC","00442968",""
"8000829","benzoyl peroxide","9001934","benzoyl peroxide 5 % cutaneous cream","02312921","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER (benzoyl peroxide 5 % cutaneous cream) JOHNSON & JOHNSON INC","02312921",""
"8000829","benzoyl peroxide","9001934","benzoyl peroxide 5 % cutaneous cream","02413655","PROACTIV EMERGENCY BLEMISH RELIEF (benzoyl peroxide 5 % cutaneous cream) THE PROACTIV COMPANY LLC","02413655",""
"8000829","benzoyl peroxide","9001934","benzoyl peroxide 5 % cutaneous cream","02431742","TERMINATOR (benzoyl peroxide 5 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02431742",""
"8000829","benzoyl peroxide","9002343","benzoyl peroxide 10 % cutaneous gel","01925199","BENZAC W WASH GEL 10% (benzoyl peroxide 10 % cutaneous gel) GALDERMA CANADA INC","01925199",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02162113","BENZAGEL 5 GEL (benzoyl peroxide 5 % cutaneous gel) COLUMBIA LABORATORIES CANADA INC","02162113",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02248217","BLEMISH GEL 5% (benzoyl peroxide 5 % cutaneous gel) KAMINS DERMATOLOGICS INC","02248217",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02268817","MEDICATED ACNE GEL (benzoyl peroxide 5 % cutaneous gel) PRIME ENTERPRISES INC","02268817",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02290081","ADASEPT B.P.5 ACNE GEL (benzoyl peroxide 5 % cutaneous gel) ODAN LABORATORIES LTD","02290081",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02412012","BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % cutaneous gel) CRLS","02412012",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02413434","BPO5 ACNE TREATMENT GEL (benzoyl peroxide 5 % cutaneous gel) REJUDICARE SYNERGY LTD","02413434",""
"8000829","benzoyl peroxide","9002908","benzoyl peroxide 5 % cutaneous gel","02440512","STUBBORN ACNE SPOT GEL (benzoyl peroxide 5 % cutaneous gel) JOHNSON & JOHNSON INC","02440512",""
"8000829","benzoyl peroxide","9003008","benzoyl peroxide 5 % cutaneous liquid","02162121","BENZAGEL 5 WASH (benzoyl peroxide 5 % cutaneous liquid) COLUMBIA LABORATORIES CANADA INC","02162121",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02236396","CLEAN & CLEAR PERSA-GEL 5 (benzoyl peroxide 5 % lotion) JOHNSON & JOHNSON INC","02236396",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02236796","DEEP PORE ACNE VANISHING TREATMENT (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD","02236796",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02242134","CONTINUOUS CONTROL ACNE CLEANSER (benzoyl peroxide 5 % lotion) JOHNSON & JOHNSON INC","02242134",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02319837","OBAGI CLENZIDERM ACNE LOTION (benzoyl peroxide 5 % lotion) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC","02319837",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02321874","EMERGENCY ACNE VANISHING FACIAL CLEANSER (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD","02321874",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02336812","ACNE TREATMENT LOTION (benzoyl peroxide 5 % lotion) VIVIER CANADA INCORPORATED","02336812",""
"8000829","benzoyl peroxide","9003009","benzoyl peroxide 5 % lotion","02368307","BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % lotion) JAN MARINI SKIN RESEARCH INC","02368307",""
"8000829","benzoyl peroxide","9004306","benzoyl peroxide 2.5 % lotion","02290561","CLINIQUE ACNE SOLUTIONS ALL-OVER CLEARING TREATMENT (benzoyl peroxide 2.5 % lotion) CLINIQUE LABORATORIES DIST","02290561",""
"8000829","benzoyl peroxide","9004306","benzoyl peroxide 2.5 % lotion","02428458","OIL-FREE ACNE CLEANSER (benzoyl peroxide 2.5 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02428458",""
"8000829","benzoyl peroxide","9004306","benzoyl peroxide 2.5 % lotion","02433486","RENEWAL CLEANSER (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC","02433486",""
"8000829","benzoyl peroxide","9004306","benzoyl peroxide 2.5 % lotion","02433494","REPAIRING TREATMENT (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC","02433494",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02361949","BENZAGEL SPOT-ON ACNE GEL (benzoyl peroxide 2.5 % cutaneous gel) COLUMBIA LABORATORIES CANADA INC","02361949",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02390396","PROACTIV TREAT (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","02390396",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02391015","RODAN & FIELDS PROACTIV SOLUTION CLEANSE (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","02391015",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02394421","PROACTIV+ SKIN SMOOTHING EXFOLIATOR (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","02394421",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02411245","RODAN & FIELDS PROACTIV + PORE TARGETING SOLUTION (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","02411245",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02440520","STUBBORN ACNE DAILY LEAVE-ON MASK (benzoyl peroxide 2.5 % cutaneous gel) JOHNSON & JOHNSON INC","02440520",""
"8000829","benzoyl peroxide","9004913","benzoyl peroxide 2.5 % cutaneous gel","02445247","SPOT CLEARING LOTION (benzoyl peroxide 2.5 % cutaneous gel) ALUMIER EUROPE LTD","02445247",""
"8000829","benzoyl peroxide","9005149","benzoyl peroxide 2.5 % cutaneous solution","02386585","BENZOYL PEROXIDE ACNE TREATMENT WASH 2.5% (benzoyl peroxide 2.5 % cutaneous solution) JAN MARINI SKIN RESEARCH INC","02386585",""
"8000829","benzoyl peroxide","9005549","benzoyl peroxide 4 % lotion","02413353","SPECTRO ACNECARE WASH FOR ACNE PRONE SKIN (benzoyl peroxide 4 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","02413353",""
"8000829","benzoyl peroxide","9006122","benzoyl peroxide 3.5 % cutaneous paste","02440881","STUBBORN ACNE CLEANSER (benzoyl peroxide 3.5 % cutaneous paste) JOHNSON & JOHNSON INC","02440881",""
"8000829","benzoyl peroxide","9006186","benzoyl peroxide 5 % cutaneous ointment","02457083","ERASER (benzoyl peroxide 5 % cutaneous ointment) THE MENTHOLATUM COMPANY OF CANADA LTD","02457083",""
"8000829","benzoyl peroxide","9006407","benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","02406179","PROACTIV 3-STEP CONVENIENCE PAK (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA) THE PROACTIV COMPANY LLC","02406179",""
"8000829","benzoyl peroxide","9006407","benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","02414422","RODAN & FIELDS PROACTIV + SKIN SMOOTHING EXFOLIATOR, PORE TARGETING SOLUTION, COMPLEXION PERFECTING HYDRATOR (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA) THE PROACTIV COMPANY LLC","02414422",""
"8000829","benzoyl peroxide","9006407","benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","02444054","ACTIVE ANTI-ACNE TREATMENT KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA) FRUIT OF THE EARTH, INC","02444054",""
"8000829","benzoyl peroxide","9006418","benzoyl peroxide 2.5 % NA","02414309","DUAL INTENSIVE ACNE TREATMENT (benzoyl peroxide 2.5 % NA) RODAN & FIELDS LLC","02414309",""
"8000829","benzoyl peroxide","9006418","benzoyl peroxide 2.5 % NA","02420678","RODAN+FIELDS UNBLEMISH (benzoyl peroxide 2.5 % NA) RODAN & FIELDS LLC","02420678",""
"8000829","benzoyl peroxide","9006427","benzoyl peroxide 5 % NA","02441551","CLENZIDERM ACNE THERAPEUTIC SYSTEM (benzoyl peroxide 5 % NA) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC","02441551","KIT INCLUDES 1 DIN PRODUCT AND 2 NATURAL HEALTH PRODUCTS"
"8000829","benzoyl peroxide","9006435","benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA","02452782","ADVANTAGE ACNE CONTROL KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA) JOHNSON & JOHNSON INC","02452782",""
"8000829","benzoyl peroxide","9006436","benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA","02457938","STUBBORN ACNE SOLUTION (benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA) JOHNSON & JOHNSON INC","02457938",""
"8000837","acetaminophen and caffeine","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","01990675","EXCEDRIN EXTRA STRENGTH (acetaminophen 500 mg and caffeine 65 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","01990675",""
"8000837","acetaminophen and caffeine","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","02254468","TYLENOL ULTRA RELIEF (acetaminophen 500 mg and caffeine 65 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02254468",""
"8000837","acetaminophen and caffeine","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","02264870","ULTRA HEADACHE RELIEF (acetaminophen 500 mg and caffeine 65 mg oral tablet) VITA HEALTH PRODUCTS INC","02264870",""
"8000837","acetaminophen and caffeine","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","02267586","EXCEDRIN TENSION HEADACHE (acetaminophen 500 mg and caffeine 65 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","02267586",""
"8000837","acetaminophen and caffeine","9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","02269988","ACETAMINOPHEN 500MG AND CAFFEINE 65MG (acetaminophen 500 mg and caffeine 65 mg oral tablet) PHARMETICS (2011) INC","02269988",""
"8000841","cyproterone","9002103","cyproterone acetate 50 mg oral tablet","00704431","ANDROCUR (cyproterone acetate 50 mg oral tablet) BAYER INC","00704431",""
"8000841","cyproterone","9002103","cyproterone acetate 50 mg oral tablet","02245898","CYPROTERONE (cyproterone acetate 50 mg oral tablet) AA PHARMA INC","02245898",""
"8000841","cyproterone","9002103","cyproterone acetate 50 mg oral tablet","02390760","MED-CYPROTERONE (cyproterone acetate 50 mg oral tablet) GENERIC MEDICAL PARTNERS INC","02390760",""
"8000841","cyproterone","9002103","cyproterone acetate 50 mg oral tablet","02395797","RIVA-CYPROTERONE (cyproterone acetate 50 mg oral tablet) LABORATOIRE RIVA INC","02395797",""
"8000841","cyproterone","9002272","cyproterone acetate 100 mg per mL solution for injection","00704423","ANDROCUR DEPOT (cyproterone acetate 100 mg per mL solution for injection) BAYER INC","00704423",""
"8000843","acetaminophen and phenylephrine","9002165","acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder","00843792","NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","00843792",""
"8000843","acetaminophen and phenylephrine","9004156","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet","02266148","DILOTAB II (acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet) ZEE MEDICAL","02266148",""
"8000843","acetaminophen and phenylephrine","9004156","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet","02275708","REGULAR STRENGTH TYLENOL SINUS DAYTIME (acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02275708","CAPLET"
"8000843","acetaminophen and phenylephrine","9004170","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule","02273829","DAYQUIL SINUS LIQUICAPS (acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule) PROCTER & GAMBLE INC","02273829",""
"8000843","acetaminophen and phenylephrine","9004170","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule","02459841","SINEX DAYTIME SINUS (acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule) PROCTER & GAMBLE INC","02459841",""
"8000843","acetaminophen and phenylephrine","9004190","acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet","02273462","BENYLIN COLD & SINUS (acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02273462",""
"8000843","acetaminophen and phenylephrine","9004190","acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet","02276003","EXTRA STRENGTH TYLENOL SINUS DAYTIME (acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02276003",""
"8000843","acetaminophen and phenylephrine","9004190","acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet","02276704","EXTRA STRENGTH CONTAC COLD & SORE THROAT (acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02276704",""
"8000846","betamethasone dipropionate and clotrimazole","9002245","betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 % cutaneous cream","00611174","LOTRIDERM CREAM (betamethasone (betamethasone dipropionate) 0.05 % and clotrimazole 1 % cutaneous cream) MERCK CANADA INC","00611174",""
"8000848","dexamethasone (base) and tobramycin","9002273","dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic drops","00778907","TOBRADEX (dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","00778907",""
"8000848","dexamethasone (base) and tobramycin","9002274","dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic ointment","00778915","TOBRADEX (dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC","00778915",""
