"greater_than_5_AIs","ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name","n_mp"
"FALSE","9004951",NA,NA,"active","2011-11-17",NA,"dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule","1"
"FALSE","9004952",NA,NA,"active","2011-11-29",NA,"zolpidem tartrate 10 mg orodispersible tablet","3"
"FALSE","9004962",NA,NA,"active","2011-12-23",NA,"levofloxacin 5 mg per mL solution for injection","1"
"FALSE","9001376",NA,NA,"active","2012-02-06",NA,"hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","2"
"FALSE","9001377",NA,NA,"active","2012-02-10",NA,"betamethasone valerate 0.12 % cutaneous foam","1"
"FALSE","9001378",NA,NA,"active","2012-02-16",NA,"hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet","2"
"FALSE","9004989",NA,NA,"active","2012-02-23",NA,"chlorhexidine gluconate 4 % lotion","1"
"FALSE","9004995",NA,NA,"active","2012-03-05",NA,"indacaterol (indacaterol maleate) 75 mcg inhalation powder capsule","1"
"FALSE","9005024",NA,NA,"active","2012-04-24",NA,"benzalkonium chloride 0.13 % cutaneous spray","1"
"FALSE","9001392",NA,NA,"active","2012-10-18",NA,"morphine sulfate 50 mg per 5 mL solution for injection ampoule","1"
"FALSE","9005149",NA,NA,"active","2013-01-07",NA,"benzoyl peroxide 2.5 % cutaneous solution","1"
"FALSE","9005156",NA,NA,"active","2013-01-14",NA,"glycopyrronium (glycopyrronium bromide) 50 mcg inhalation powder capsule","1"
"FALSE","9005166",NA,NA,"active","2013-01-28",NA,"zolpidem tartrate 5 mg orodispersible tablet","3"
"FALSE","9005227",NA,NA,"active","2013-04-26",NA,"metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","1"
"FALSE","9005228",NA,NA,"active","2013-04-26",NA,"metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","1"
"FALSE","9005229",NA,NA,"active","2013-04-26",NA,"metformin hydrochloride 850 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","1"
"FALSE","9005293",NA,NA,"active","2013-07-26",NA,"acyclovir 5 % and hydrocortisone 1 % cutaneous cream","1"
"FALSE","9006407",NA,NA,"active","2013-08-08",NA,"benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","3"
"FALSE","9005309",NA,NA,"active","2013-08-20",NA,"benzoyl peroxide 3 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","1"
"FALSE","9005324",NA,NA,"active","2013-09-13",NA,"aclidinium bromide 400 mcg per actuation inhalation powder","1"
"FALSE","9005358",NA,NA,"active","2013-10-30",NA,"levonorgestrel 13.5 mg intrauterine delivery system","1"
"FALSE","9005374",NA,NA,"active","2013-11-29",NA,"fluticasone furoate 100 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder","1"
"FALSE","9001409",NA,NA,"active","2013-12-05",NA,"clindamycin (clindamycin phosphate) 600 mg per 50 mL solution for injection bag","1"
"FALSE","9001410",NA,NA,"active","2013-12-05",NA,"clindamycin (clindamycin phosphate) 900 mg per 50 mL solution for injection bag","1"
"FALSE","9005433",NA,NA,"active","2014-02-20",NA,"chlorhexidine gluconate 2 % medicated sponge","1"
"FALSE","9005460",NA,NA,"active","2014-03-05",NA,"glycopyrronium (glycopyrronium bromide) 50 mcg and indacaterol (indacaterol maleate) 110 mcg inhalation powder capsule","1"
"FALSE","9005062",NA,NA,"active","2014-03-11",NA,"tobramycin 40 mg per mL solution for injection","1"
"FALSE","9005468",NA,NA,"active","2014-03-14",NA,"umeclidinium (umeclidinium bromide) 62.5 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder","1"
"FALSE","9005477",NA,NA,"active","2014-03-24",NA,"brimonidine (brimonidine tartrate) 0.33 % cutaneous gel","1"
"FALSE","9001418",NA,NA,"active","2014-05-08",NA,"methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe","1"
"FALSE","9001419",NA,NA,"active","2014-05-08",NA,"methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe","1"
"FALSE","9001420",NA,NA,"active","2014-05-08",NA,"methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe","1"
"FALSE","9006609",NA,NA,"active","2014-05-08",NA,"methotrexate 25 mg per mL solution for injection 1 mL syringe","1"
"FALSE","9006610",NA,NA,"active","2014-05-08",NA,"methotrexate 7.5 mg per 0.3 mL solution for injection 0.3 mL syringe","1"
"FALSE","9005549",NA,NA,"active","2014-07-10",NA,"benzoyl peroxide 4 % lotion","1"
"FALSE","9005556",NA,NA,"active","2014-07-22",NA,"bisacodyl 5 mg suppository","1"
"FALSE","9005585",NA,NA,"active","2014-09-16",NA,"ipratropium bromide 20 mcg per actuation and salbutamol (salbutamol sulfate) 100 mcg per actuation inhalation solution","1"
"FALSE","9006418",NA,NA,"active","2015-02-02",NA,"benzoyl peroxide 2.5 % NA","2"
"FALSE","9001439",NA,NA,"active","2015-03-02",NA,"clindamycin hydrochloride 150 mg oral capsule","1"
"FALSE","9001440",NA,NA,"active","2015-03-02",NA,"clindamycin hydrochloride 300 mg oral capsule","1"
"FALSE","9005706",NA,NA,"active","2015-04-27",NA,"umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder","1"
"FALSE","9005723",NA,NA,"active","2015-05-29",NA,"olodaterol (olodaterol hydrochloride) 2.5 mcg per actuation and tiotropium (tiotropium bromide) 2.5 mcg per actuation inhalation solution","1"
"FALSE","9005740",NA,NA,"active","2015-07-09",NA,"aclidinium bromide 400 mcg per actuation and formoterol fumarate 12 mcg per actuation inhalation powder","1"
"FALSE","9005743",NA,NA,"active","2015-07-23",NA,"levonorgestrel 1.5 mg oral tablet","3"
"FALSE","9006427",NA,NA,"active","2015-08-25",NA,"benzoyl peroxide 5 % NA","1"
"FALSE","9005770",NA,NA,"active","2015-09-10",NA,"chlorhexidine gluconate 2 % swab","1"
"FALSE","9005789",NA,NA,"active","2015-10-02",NA,"fluticasone furoate 200 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder","1"
"FALSE","9005800",NA,NA,"active","2015-11-02",NA,"benzalkonium chloride 0.13 % lotion","1"
"FALSE","9005871",NA,NA,"active","2016-02-03",NA,"tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution","1"
"FALSE","9005907",NA,NA,"active","2016-03-14",NA,"mepolizumab 144 mg per vial powder for solution for injection","1"
"FALSE","9006616",NA,NA,"active","2016-04-05",NA,"betamethasone valerate 0.1 % cutaneous patch","1"
"FALSE","9001458",NA,NA,"active","2016-05-06",NA,"testosterone 4.5 % nasal gel","1"
"FALSE","9005962",NA,NA,"active","2016-05-09",NA,"dexmedetomidine (dexmedetomidine hydrochloride) 4 mcg per mL solution for injection","1"
"FALSE","9005981",NA,NA,"active","2016-06-08",NA,"acetaminophen 325 mg oral capsule","2"
"FALSE","9006025",NA,NA,"active","2016-08-05",NA,"guaifenesin 600 mg modified-release oral tablet","1"
"FALSE","9001463",NA,NA,"active","2016-09-06",NA,"morphine sulfate 10 mg oral capsule","1"
"FALSE","9001464",NA,NA,"active","2016-09-06",NA,"morphine sulfate 20 mg oral capsule","1"
"FALSE","9001465",NA,NA,"active","2016-09-06",NA,"morphine sulfate 30 mg oral capsule","1"
"FALSE","9001466",NA,NA,"active","2016-09-06",NA,"morphine sulfate 5 mg oral capsule","1"
"FALSE","9006064",NA,NA,"active","2016-11-04",NA,"phenylephrine hydrochloride 50 mcg per mL solution for injection","1"
"FALSE","9001468",NA,NA,"active","2016-12-02",NA,"methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe","1"
"FALSE","9001469",NA,NA,"active","2016-12-02",NA,"methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe","1"
"FALSE","9001470",NA,NA,"active","2016-12-02",NA,"methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe","1"
"FALSE","9001471",NA,NA,"active","2016-12-02",NA,"methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe","1"
"FALSE","9006075",NA,NA,"active","2016-12-12",NA,"levofloxacin 240 mg per 2.4 mL inhalation solution","1"
"FALSE","9012396",NA,NA,"active","2016-12-19",NA,"reslizumab 100 mg per 10 mL solution for injection vial","1"
"FALSE","9006096",NA,NA,"active","2017-01-10",NA,"levonorgestrel 19.5 mg intrauterine delivery system","1"
"FALSE","9006122",NA,NA,"active","2017-01-30",NA,"benzoyl peroxide 3.5 % cutaneous paste","1"
"FALSE","9006435",NA,NA,"active","2017-01-30",NA,"benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA","1"
"FALSE","9006436",NA,NA,"active","2017-01-30",NA,"benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA","1"
"FALSE","9001473",NA,NA,"active","2017-02-06",NA,"hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule","1"
"FALSE","9001474",NA,NA,"active","2017-02-06",NA,"hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule","1"
"FALSE","9006186",NA,NA,"active","2017-05-31",NA,"benzoyl peroxide 5 % cutaneous ointment","1"
"FALSE","9006197",NA,NA,"active","2017-06-28",NA,"omalizumab 75 mg per 0.5 mL solution for injection","1"
"FALSE","9012369",NA,NA,"active","2017-07-05",NA,"acetaminophen 500 mg oral capsule","1"
"FALSE","9012394",NA,NA,"active","2017-07-06",NA,"omalizumab 150 mg per mL solution for injection","1"
"FALSE","9012393",NA,NA,"active","2017-07-07",NA,"naloxone hydrochloride 4 mg per 0.1 mL nasal spray","1"
"FALSE","9012364",NA,NA,"active","2017-07-14",NA,"bosentan 125 mg oral tablet","2"
"FALSE","9012365",NA,NA,"active","2017-07-14",NA,"bosentan 62.5 mg oral tablet","2"
"FALSE","9000834",NA,NA,"active","2017-07-24",NA,"citalopram (citalopram hydrobromide) 20 mg oral tablet","1"
"FALSE","9000835",NA,NA,"active","2017-07-24",NA,"citalopram (citalopram hydrobromide) 40 mg oral tablet","1"
"FALSE","9012383",NA,NA,"active","2017-07-31",NA,"furosemide 10 mg per mL solution for injection","1"
"FALSE","9001035",NA,NA,"active","2017-08-04",NA,"levetiracetam 250 mg oral tablet","1"
"FALSE","9001036",NA,NA,"active","2017-08-04",NA,"levetiracetam 500 mg oral tablet","1"
"FALSE","9001037",NA,NA,"active","2017-08-04",NA,"levetiracetam 750 mg oral tablet","1"
"FALSE","9000006",NA,NA,"active","2017-08-16",NA,"phenytoin sodium 100 mg oral capsule","1"
"FALSE","9000590",NA,NA,"active","2017-08-16",NA,"ketorolac tromethamine 10 mg oral tablet","1"
"FALSE","9001032",NA,NA,"active","2017-08-16",NA,"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag","1"
"FALSE","9006479",NA,NA,"active","2017-08-16",NA,"vitamin D3 (cholecalciferol) 10000 unit oral capsule","1"
"FALSE","9012385",NA,NA,"active","2017-08-18",NA,"insulin glargine 100 unit per mL solution for injection","1"
"FALSE","9012372",NA,NA,"active","2017-08-25",NA,"baclofen 0.05 mg per mL solution for injection","1"
"FALSE","9012373",NA,NA,"active","2017-08-25",NA,"baclofen 0.5 mg per mL solution for injection","1"
"FALSE","9012374",NA,NA,"active","2017-08-25",NA,"baclofen 2 mg per mL solution for injection","1"
"FALSE","9001122",NA,NA,"active","2017-09-21",NA,"fenofibrate 145 mg oral tablet","1"
"FALSE","9001226",NA,NA,"active","2017-09-28",NA,"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet","1"
"FALSE","9001227",NA,NA,"active","2017-09-28",NA,"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet","1"
"FALSE","9001233",NA,NA,"active","2017-10-02",NA,"metformin hydrochloride 1000 mg prolonged-release oral tablet","1"
"FALSE","9000778",NA,NA,"active","2017-10-06",NA,"olopatadine (olopatadine hydrochloride) 0.1 % ophthalmic drops","1"
"FALSE","9000399",NA,NA,"active","2017-10-11",NA,"amlodipine (amlodipine besylate) 5 mg oral tablet","2"
"FALSE","9012371",NA,NA,"active","2017-10-18",NA,"amitriptyline hydrochloride 100 mg oral tablet","1"
"FALSE","9002950",NA,NA,"active","2017-10-19",NA,"chlorhexidine gluconate 0.12 % mouthwash","1"
"FALSE","9000285",NA,NA,"active","2017-10-20",NA,"atenolol 100 mg oral tablet","1"
"FALSE","9000286",NA,NA,"active","2017-10-20",NA,"atenolol 50 mg oral tablet","1"
"FALSE","9000409",NA,NA,"active","2017-10-20",NA,"clarithromycin 250 mg oral tablet","1"
"FALSE","9001196",NA,NA,"active","2017-10-20",NA,"pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection","2"
"FALSE","9000485",NA,NA,"active","2017-10-23",NA,"nitrofurantoin 100 mg oral capsule","1"
"FALSE","9000398",NA,NA,"active","2017-10-25",NA,"amlodipine (amlodipine besylate) 10 mg oral tablet","1"
"FALSE","9001139",NA,NA,"active","2017-10-25",NA,"pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet","1"
"FALSE","9000706",NA,NA,"active","2017-11-01",NA,"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet","1"
"FALSE","9001277",NA,NA,"active","2017-11-13",NA,"amlodipine (amlodipine besylate) 2.5 mg oral tablet","1"
"FALSE","9001010",NA,NA,"active","2017-11-29",NA,"simvastatin 5 mg oral tablet","1"
"FALSE","9000923",NA,NA,"active","2017-11-30",NA,"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet","1"
"FALSE","9000743",NA,NA,"active","2017-12-14",NA,"donepezil hydrochloride 10 mg oral tablet","1"
"FALSE","9000744",NA,NA,"active","2017-12-14",NA,"donepezil hydrochloride 5 mg oral tablet","1"
"FALSE","9001031",NA,NA,"active","2017-12-14",NA,"ezetimibe 10 mg oral tablet","1"
"FALSE","9001119",NA,NA,"active","2017-12-14",NA,"pregabalin 75 mg oral capsule","1"
"FALSE","9012387",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 25 mg NA","1"
"FALSE","9012388",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 35 mg NA","1"
"FALSE","9012389",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 45 mg NA","1"
"FALSE","9012390",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 55 mg NA","1"
"FALSE","9012391",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 70 mg NA","1"
"FALSE","9012392",NA,NA,"active","2017-12-14",NA,"methylphenidate hydrochloride 85 mg NA","1"
"FALSE","9000737",NA,NA,"active","2018-01-03",NA,"latanoprost 50 mcg per mL ophthalmic drops","1"
"FALSE","9012386",NA,NA,"active","2018-01-11",NA,"methylphenidate hydrochloride 100 mg NA","1"
"FALSE","9001104",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule","1"
"FALSE","9001105",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule","1"
"FALSE","9001106",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule","1"
"FALSE","9001107",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule","1"
"FALSE","9001108",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule","1"
"FALSE","9001302",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule","1"
"FALSE","9001303",NA,NA,"active","2018-01-15",NA,"atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule","1"
