"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 10a, pneumococcal polysaccharide serotype 11a, pneumococcal polysaccharide serotype 12f, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 15b, pneumococcal polysaccharide serotype 17f, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 2, pneumococcal polysaccharide serotype 20, pneumococcal polysaccharide serotype 22f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 33f, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 8, pneumococcal polysaccharide serotype 9n, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",1978-12-31,8000620,NA,NA
"sulfamethoxazole",FALSE,1,1,"active",1978-12-31,8000621,NA,NA
"sulfasalazine",FALSE,5,2,"active",1978-12-31,8000622,NA,NA
"sulfinpyrazone",FALSE,1,1,"active",1978-12-31,8000623,NA,NA
"tretinoin",FALSE,15,3,"active",1978-12-31,8000624,NA,NA
"vitamin b12",FALSE,8,1,"active",1978-12-31,8000625,NA,NA
"yellow fever vaccine",FALSE,1,1,"active",1978-12-31,8000626,NA,NA
"antipyrine, sodium salicylate",FALSE,1,1,"active",1979-12-31,8000627,NA,NA
"calcium polystyrene sulfonate",FALSE,1,2,"active",1979-12-31,8000628,NA,NA
"dexpanthenol, nicotinamide, pyridoxine hydrochloride, thiamine hydrochloride, vitamin b12, vitamin b2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"active",1979-12-31,8000629,NA,NA
"dextromethorphan hydrobromide",FALSE,25,5,"active",1979-12-31,8000630,NA,NA
"dextrose, potassium chloride",FALSE,8,1,"active",1979-12-31,8000631,NA,NA
"diphenhydramine hydrochloride",FALSE,83,10,"active",1979-12-31,8000632,NA,NA
"fluocinolone acetonide",FALSE,8,6,"active",1979-12-31,8000633,NA,NA
"glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-lysine (l-lysine acetate), l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, methionine, serine, tryptophan",FALSE,1,1,"active",1979-12-31,8000634,NA,NA
"guaifenesin",FALSE,19,4,"active",1979-12-31,8000635,NA,NA
"hydroxocobalamin",FALSE,2,2,"active",1979-12-31,8000636,NA,NA
"hydroxyurea",FALSE,4,1,"active",1979-12-31,8000637,NA,NA
"measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain)",FALSE,1,1,"active",1979-12-31,8000638,NA,NA
"mitotane",FALSE,1,1,"active",1979-12-31,8000639,NA,NA
"modified ragweed tyrosine adsorbate",FALSE,1,1,"active",1979-12-31,8000640,NA,NA
"nicotinamide",FALSE,1,1,"active",1979-12-31,8000641,NA,NA
"nicotinic acid",FALSE,5,2,"active",1979-12-31,8000642,NA,NA
"patent blue sodium",FALSE,1,1,"active",1979-12-31,8000643,NA,NA
"phenylephrine hydrochloride",FALSE,10,5,"active",1979-12-31,8000644,NA,NA
"piperazine",FALSE,1,1,"active",1979-12-31,8000645,NA,NA
"pyridoxine hydrochloride",FALSE,3,1,"active",1979-12-31,8000646,NA,NA
"theophylline",FALSE,13,3,"active",1979-12-31,8000647,NA,NA
"thiamine hydrochloride",FALSE,4,1,"active",1979-12-31,8000648,NA,NA
"vitamin b2 (riboflavin 5'-phosphate sodium)",FALSE,1,1,"active",1979-12-31,8000649,NA,NA
"benzocaine, methyl heptyl colamino formylmethyl pyridinium chl",FALSE,1,1,"active",1980-11-04,8000650,NA,NA
"alfacalcidol",FALSE,4,3,"active",1980-12-31,8000651,NA,NA
"arginine, glycine, histidine, isoleucine, l-alanine, leucine, l-lysine hydrochloride, methionine, phenylalanine, proline, threonine, tryptophan, tyrosine, valine",FALSE,1,1,"active",1980-12-31,8000652,NA,NA
"calcium chloride, magnesium chloride, potassium chloride, sodium acetate trihydrate, sodium chloride, sodium citrate dihydrate",FALSE,1,1,"active",1980-12-31,8000653,NA,NA
"camphor, menthol, meradimate, padimate o, phenol",FALSE,1,1,"active",1980-12-31,8000654,NA,NA
"carbachol",FALSE,1,1,"active",1980-12-31,8000655,NA,NA
"cloxacillin sodium",FALSE,7,4,"active",1980-12-31,8000656,NA,NA
"coal tar, salicylic acid",FALSE,2,2,"active",1980-12-31,8000657,NA,NA
"dimethyl sulfoxide",FALSE,2,1,"active",1980-12-31,8000658,NA,NA
"diphtheria toxoid adsorbed, tetanus toxoid adsorbed",FALSE,1,1,"active",1980-12-31,8000659,NA,NA
"fluorescein sodium",FALSE,6,4,"active",1980-12-31,8000660,NA,NA
"glycine",FALSE,3,1,"active",1980-12-31,8000661,NA,NA
"mannitol, sorbitol",FALSE,2,1,"active",1980-12-31,8000662,NA,NA
"minoxidil",FALSE,8,4,"active",1980-12-31,8000663,NA,NA
"naphazoline hydrochloride, pheniramine maleate",FALSE,6,1,"active",1980-12-31,8000664,NA,NA
"nitrazepam",FALSE,6,1,"active",1980-12-31,8000665,NA,NA
"aminophylline",FALSE,3,1,"active",1981-12-31,8000666,NA,NA
"calamine, diphenhydramine hydrochloride",FALSE,2,1,"active",1981-12-31,8000667,NA,NA
"calcium chloride",FALSE,5,2,"active",1981-12-31,8000668,NA,NA
"calcium glycerophosphate, calcium levulinate",FALSE,1,1,"active",1981-12-31,8000669,NA,NA
"cetrimonium bromide, lidocaine",FALSE,1,1,"active",1981-12-31,8000670,NA,NA
"chlordiazepoxide hydrochloride",FALSE,3,1,"active",1981-12-31,8000671,NA,NA
"cromolyn sodium",FALSE,7,5,"active",1981-12-31,8000672,NA,NA
"ergonovine maleate",FALSE,3,1,"active",1981-12-31,8000673,NA,NA
"guaifenesin, oxtriphylline",FALSE,1,1,"active",1981-12-31,8000674,NA,NA
"oxytocin",FALSE,2,1,"active",1981-12-31,8000675,NA,NA
"phenelzine (phenelzine sulfate)",FALSE,1,1,"active",1981-12-31,8000676,NA,NA
"pyrithione zinc",FALSE,79,4,"active",1981-12-31,8000677,NA,NA
"quinidine sulfate",FALSE,1,1,"active",1981-12-31,8000678,NA,NA
"scopolamine hydrobromide",FALSE,4,1,"active",1981-12-31,8000679,NA,NA
"sodium ascorbate",FALSE,1,1,"active",1981-12-31,8000680,NA,NA
"vitamin b12 (cyanocobalamin)",FALSE,2,1,"active",1981-12-31,8000681,NA,NA
"vitamin k1",FALSE,4,2,"active",1981-12-31,8000682,NA,NA
"acetazolamide",FALSE,2,2,"active",1982-12-31,8000683,NA,NA
"aloe, benzoin, myroxylon balsamum, storax",FALSE,1,2,"active",1982-12-31,8000684,NA,NA
"alprostadil",FALSE,7,3,"active",1982-12-31,8000685,NA,NA
"benzocaine, cetylpyridinium chloride",FALSE,1,2,"active",1982-12-31,8000686,NA,NA
"calcium chloride, dextrose, glutathione disulfide, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride, sodium phosphate dibasic",FALSE,1,2,"active",1982-12-31,8000687,NA,NA
"cimetidine",FALSE,22,1,"active",1982-12-31,8000688,NA,NA
"dipyridamole",FALSE,9,2,"active",1982-12-31,8000689,NA,NA
"isosorbide dinitrate",FALSE,5,2,"active",1982-12-31,8000690,NA,NA
"macrogol, propylene glycol",FALSE,6,2,"active",1982-12-31,8000691,NA,NA
"mebendazole",FALSE,1,1,"active",1982-12-31,8000692,NA,NA
"nabilone",FALSE,13,1,"active",1982-12-31,8000693,NA,NA
"polyvinyl alcohol",FALSE,4,1,"active",1982-12-31,8000694,NA,NA
"promethazine (promethazine hydrochloride)",FALSE,1,1,"active",1982-12-31,8000695,NA,NA
"trihexyphenidyl hydrochloride",FALSE,5,2,"active",1982-12-31,8000696,NA,NA
"alcohol anhydrous, doxylamine succinate, etafedrin hydrochloride, hydrocodone bitartrate, sodium citrate",FALSE,2,1,"active",1983-12-31,8000697,NA,NA
"amsacrine",FALSE,1,1,"active",1983-12-31,8000698,NA,NA
"bronopol, triclosan",FALSE,1,1,"active",1983-12-31,8000699,NA,NA
"calcitonin (salmon synthetic)",FALSE,1,1,"active",1983-12-31,8000700,NA,NA
"calcium chloride, magnesium chloride, potassium chloride, sodium acetate, sodium chloride",FALSE,1,1,"active",1983-12-31,8000701,NA,NA
"cantharidin, podophyllin, salicylic acid",FALSE,2,1,"active",1983-12-31,8000702,NA,NA
"chromic chloride, cupric chloride, manganese chloride, zinc chloride",FALSE,1,1,"active",1983-12-31,8000703,NA,NA
"dextromethorphan hydrobromide, pheniramine maleate, phenylephrine hydrochloride",FALSE,3,2,"active",1983-12-31,8000704,NA,NA
"dextrose, lidocaine hydrochloride",FALSE,3,1,"active",1983-12-31,8000705,NA,NA
"doxylamine succinate, pyridoxine hydrochloride",FALSE,1,1,"active",1983-12-31,8000706,NA,NA
"fluocinonide",FALSE,10,3,"active",1983-12-31,8000707,NA,NA
"insulin nph human dna origin",FALSE,1,1,"active",1983-12-31,8000708,NA,NA
"insulin semi synthetic human",FALSE,1,1,"active",1983-12-31,8000709,NA,NA
"isotretinoin",FALSE,8,1,"active",1983-12-31,8000710,NA,NA
"mineral oil, urea",FALSE,1,1,"active",1983-12-31,8000711,NA,NA
"nitrous oxide, oxygen",FALSE,3,1,"active",1983-12-31,8000712,NA,NA
"prazosin (prazosin hydrochloride)",FALSE,9,1,"active",1983-12-31,8000713,NA,NA
"promethazine hydrochloride",FALSE,3,2,"active",1983-12-31,8000714,NA,NA
"tetracycline hydrochloride",FALSE,2,2,"active",1983-12-31,8000715,NA,NA
"calcium gluconate, calcium saccharate",FALSE,1,1,"active",1984-07-19,8000716,NA,NA
"ampicillin",FALSE,4,2,"active",1984-12-31,8000717,NA,NA
"cetylpyridinium chloride",FALSE,7,4,"active",1984-12-31,8000718,NA,NA
"cyclosporine",FALSE,11,4,"active",1984-12-31,8000719,NA,NA
"diphtheria toxoid, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, tetanus toxoid",FALSE,1,1,"active",1984-12-31,8000720,NA,NA
"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate), nicotinamide, vitamin a, vitamin b1 (thiamine hydrochloride), vitamin b2 (riboflavin-5-phosphate), vitamin b6 (pyridoxine hydrochloride), vitamin c, vitamin d, vitamin e (dl-alpha tocopheryl acetate)",FALSE,1,1,"active",1984-12-31,8000721,NA,NA
"etoposide",FALSE,5,2,"active",1984-12-31,8000722,NA,NA
"fusidate sodium",FALSE,1,1,"active",1984-12-31,8000723,NA,NA
"heparin sodium",FALSE,16,2,"active",1984-12-31,8000724,NA,NA
"histamine phosphate",FALSE,2,1,"active",1984-12-31,8000725,NA,NA
"podophyllin",FALSE,1,1,"active",1984-12-31,8000726,NA,NA
"potassium acetate",FALSE,2,1,"active",1984-12-31,8000727,NA,NA
"potassium phosphate dibasic, potassium phosphate monobasic",FALSE,2,1,"active",1984-12-31,8000728,NA,NA
"sodium chloride, sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1984-12-31,8000729,NA,NA
"teniposide",FALSE,1,1,"active",1984-12-31,8000730,NA,NA
"trolamine salicylate",FALSE,10,1,"active",1984-12-31,8000731,NA,NA
"charcoal activated",FALSE,12,2,"active",1985-12-31,8000732,NA,NA
"colestipol hydrochloride",FALSE,3,2,"active",1985-12-31,8000733,NA,NA
"diazoxide",FALSE,1,1,"active",1985-12-31,8000734,NA,NA
"docusate sodium",FALSE,45,5,"active",1985-12-31,8000735,NA,NA
"leuprolide acetate",FALSE,10,3,"active",1985-12-31,8000736,NA,NA
"levobunolol hydrochloride",FALSE,8,1,"active",1985-12-31,8000737,NA,NA
"macrogol, potassium chloride, sodium bicarbonate, sodium chloride, sodium sulfate",FALSE,2,1,"active",1985-12-31,8000738,NA,NA
"oxymetazoline hydrochloride",FALSE,18,1,"active",1985-12-31,8000739,NA,NA
"phenylephrine hydrochloride, tropicamide",FALSE,2,1,"active",1985-12-31,8000740,NA,NA
"pollen and non pollen",FALSE,1,1,"active",1985-12-31,8000741,NA,NA
"procainamide hydrochloride",FALSE,5,3,"active",1985-12-31,8000742,NA,NA
"sodium salicylate",FALSE,1,1,"active",1985-12-31,8000743,NA,NA
"streptozocin",FALSE,1,1,"active",1985-12-31,8000744,NA,NA
"dextrose, dopamine hydrochloride",FALSE,6,1,"active",1986-12-31,8000745,NA,NA
"docusate calcium",FALSE,8,1,"active",1986-12-31,8000746,NA,NA
"lactulose",FALSE,7,3,"active",1986-12-31,8000747,NA,NA
"methylene blue, naphazoline nitrate",FALSE,1,1,"active",1986-12-31,8000748,NA,NA
"piroxicam",FALSE,4,1,"active",1986-12-31,8000749,NA,NA
"polyethylene glycol 3350, potassium chloride, sodium bicarbonate, sodium chloride, sodium sulfate",FALSE,1,1,"active",1986-12-31,8000750,NA,NA
"sodium hypochlorite",FALSE,3,2,"active",1986-12-31,8000751,NA,NA
"tryptophan",FALSE,15,2,"active",1986-12-31,8000752,NA,NA
"vitamin e (dl-alpha tocopheryl acetate)",FALSE,1,1,"active",1986-12-31,8000753,NA,NA
"albumin (human), sodium chloride",FALSE,1,1,"active",1987-12-31,8000754,NA,NA
"bacitracin, polymyxin b (polymyxin b sulfate)",FALSE,4,1,"active",1987-12-31,8000755,NA,NA
"bismuth subsalicylate",FALSE,17,4,"active",1987-12-31,8000756,NA,NA
"cilastatin (cilastatin sodium), imipenem",FALSE,6,1,"active",1987-12-31,8000757,NA,NA
"doxylamine succinate",FALSE,1,1,"active",1987-12-31,8000758,NA,NA
"estrone",FALSE,1,1,"active",1987-12-31,8000759,NA,NA
"flavoxate hydrochloride",FALSE,2,1,"active",1987-12-31,8000760,NA,NA
"glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-lysine (l-lysine acetate), l-phenylalanine, l-proline, l-threonine, l-valine, methionine, n-acetyl-l-tyrosine, serine, tryptophan",FALSE,1,1,"active",1987-12-31,8000761,NA,NA
"meperidine (meperidine hydrochloride)",FALSE,3,1,"active",1987-12-31,8000762,NA,NA
"potassium phosphate monobasic",FALSE,1,1,"active",1987-12-31,8000763,NA,NA
"sodium tetradecyl sulfate",FALSE,2,1,"active",1987-12-31,8000764,NA,NA
"somatropin",FALSE,25,2,"active",1987-12-31,8000765,NA,NA
"trifluridine",FALSE,2,1,"active",1987-12-31,8000766,NA,NA
"trimipramine (trimipramine maleate)",FALSE,5,2,"active",1987-12-31,8000767,NA,NA
"vitamin c",FALSE,2,1,"active",1987-12-31,8000768,NA,NA
"loratadine",FALSE,10,4,"active",1988-12-18,8000769,NA,NA
"acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride",FALSE,100,1,"active",1988-12-31,8000770,NA,NA
"acetic acid, calcium chloride, dextrose, magnesium chloride, sodium chloride",FALSE,14,1,"active",1988-12-31,8000771,NA,NA
"chlorpromazine hydrochloride",FALSE,1,1,"active",1988-12-31,8000772,NA,NA
"clotrimazole",FALSE,17,4,"active",1988-12-31,8000773,NA,NA
"nadolol",FALSE,5,1,"active",1988-12-31,8000774,NA,NA
"neostigmine bromide",FALSE,1,1,"active",1988-12-31,8000775,NA,NA
"nizatidine",FALSE,9,1,"active",1988-12-31,8000776,NA,NA
"permethrin",FALSE,4,3,"active",1988-12-31,8000777,NA,NA
"propafenone hydrochloride",FALSE,10,1,"active",1988-12-31,8000778,NA,NA
"sulindac",FALSE,4,1,"active",1988-12-31,8000779,NA,NA
"acetic acid, dextrose, magnesium chloride, sodium chloride",FALSE,1,1,"active",1989-12-31,8000780,NA,NA
"albumin",FALSE,2,1,"active",1989-12-31,8000781,NA,NA
"aluminum hydroxide, dimethicone, magnesium hydroxide",FALSE,3,1,"active",1989-12-31,8000782,NA,NA
"calcium chloride, dextrose, magnesium chloride, sodium chloride, sodium lactate",FALSE,10,1,"active",1989-12-31,8000783,NA,NA
"desmopressin acetate",FALSE,12,3,"active",1989-12-31,8000784,NA,NA
"dextran 70, hypromellose",FALSE,2,1,"active",1989-12-31,8000785,NA,NA
"gentamicin (gentamicin sulfate)",FALSE,14,6,"active",1989-12-31,8000786,NA,NA
"gramicidin, neomycin (neomycin sulfate), polymyxin b (polymyxin b sulfate)",FALSE,1,2,"active",1989-12-31,8000787,NA,NA
"ketoprofen",FALSE,10,4,"active",1989-12-31,8000788,NA,NA
"mineral oil, white petrolatum",FALSE,1,1,"active",1989-12-31,8000789,NA,NA
"octreotide (octreotide acetate)",FALSE,18,2,"active",1989-12-31,8000790,NA,NA
"potassium chloride, sodium chloride",FALSE,5,1,"active",1989-12-31,8000791,NA,NA
"prochlorperazine",FALSE,2,1,"active",1989-12-31,8000792,NA,NA
"prochlorperazine (prochlorperazine maleate)",FALSE,4,1,"active",1989-12-31,8000793,NA,NA
"prochlorperazine (prochlorperazine mesylate)",FALSE,2,1,"active",1989-12-31,8000794,NA,NA
"protamine sulfate",FALSE,3,1,"active",1989-12-31,8000795,NA,NA
"tamoxifen (tamoxifen citrate)",FALSE,5,1,"active",1989-12-31,8000796,NA,NA
"triazolam",FALSE,1,1,"active",1989-12-31,8000797,NA,NA
"vancomycin (vancomycin hydrochloride)",FALSE,33,2,"active",1989-12-31,8000798,NA,NA
"vitamin c (sodium ascorbate)",FALSE,1,1,"active",1989-12-31,8000799,NA,NA
"ketoconazole",FALSE,4,3,"active",1990-12-30,8000800,NA,NA
"alcohol anhydrous, dextrose",FALSE,2,1,"active",1990-12-31,8000801,NA,NA
"bacillus calmette-guerin (bcg) substrain connaught",FALSE,1,1,"active",1990-12-31,8000802,NA,NA
"bethanechol chloride",FALSE,6,1,"active",1990-12-31,8000803,NA,NA
"captopril",FALSE,17,1,"active",1990-12-31,8000804,NA,NA
"cefixime",FALSE,3,2,"active",1990-12-31,8000805,NA,NA
"cetrimonium bromide",FALSE,2,2,"active",1990-12-31,8000806,NA,NA
"charcoal activated, dimethicone",FALSE,1,1,"active",1990-12-31,8000807,NA,NA
"chloral hydrate",FALSE,3,2,"active",1990-12-31,8000808,NA,NA
"clorazepate dipotassium",FALSE,3,1,"active",1990-12-31,8000809,NA,NA
"fluconazole",FALSE,41,4,"active",1990-12-31,8000810,NA,NA
"fluphenazine decanoate",FALSE,5,1,"active",1990-12-31,8000811,NA,NA
"heparin (heparin sodium), sodium chloride",FALSE,1,1,"active",1990-12-31,8000812,NA,NA
"hydralazine hydrochloride",FALSE,4,2,"active",1990-12-31,8000813,NA,NA
"ioversol",FALSE,7,1,"active",1990-12-31,8000814,NA,NA
"ketotifen (ketotifen fumarate)",FALSE,4,3,"active",1990-12-31,8000815,NA,NA
"lidocaine hydrochloride, polymyxin b sulfate",FALSE,1,1,"active",1990-12-31,8000816,NA,NA
"magnesium sulfate, potassium chloride, potassium phosphate monobasic, sodium chloride, sodium phosphate dibasic",FALSE,1,1,"active",1990-12-31,8000817,NA,NA
"menthol, pyrithione zinc",FALSE,1,1,"active",1990-12-31,8000818,NA,NA
"neostigmine methylsulfate",FALSE,8,1,"active",1990-12-31,8000819,NA,NA
"pyridostigmine bromide",FALSE,2,2,"active",1990-12-31,8000820,NA,NA
"sodium citrate",FALSE,2,1,"active",1990-12-31,8000821,NA,NA
"terbutaline sulfate",FALSE,1,1,"active",1990-12-31,8000822,NA,NA
"zidovudine",FALSE,4,3,"active",1990-12-31,8000823,NA,NA
"ammonium chloride, dextromethorphan hydrobromide, diphenhydramine hydrochloride",FALSE,2,1,"active",1991-12-31,8000824,NA,NA
"arginine, glycine, histidine, isoleucine, l-alanine, leucine, l-lysine (l-lysine hydrochloride), methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine",FALSE,1,1,"active",1991-12-31,8000825,NA,NA
"belladonna, opium",FALSE,1,1,"active",1991-12-31,8000826,NA,NA
"benzocaine, triclosan",FALSE,1,1,"active",1991-12-31,8000827,NA,NA
"ceftazidime",FALSE,3,1,"active",1991-12-31,8000828,NA,NA
"citric acid, dextrose, sodium citrate",FALSE,1,1,"active",1991-12-31,8000829,NA,NA
"dextromethorphan hydrobromide, guaifenesin",FALSE,23,3,"active",1991-12-31,8000830,NA,NA
"dimethicone, petrolatum",FALSE,2,2,"active",1991-12-31,8000831,NA,NA
"flurbiprofen",FALSE,4,1,"active",1991-12-31,8000832,NA,NA
"fluvoxamine maleate",FALSE,16,1,"active",1991-12-31,8000833,NA,NA
"gentamicin (gentamicin sulfate), sodium chloride",FALSE,1,1,"active",1991-12-31,8000834,NA,NA
"glycerine, potassium chloride, sodium lactate, sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1991-12-31,8000835,NA,NA
"hepatitis b surface antigen (recombinant)",FALSE,4,2,"active",1991-12-31,8000836,NA,NA
"hexylresorcinol",FALSE,5,1,"active",1991-12-31,8000837,NA,NA
"hydroquinone",FALSE,7,2,"active",1991-12-31,8000838,NA,NA
"isoproterenol hydrochloride",FALSE,1,1,"active",1991-12-31,8000839,NA,NA
"lidocaine, prilocaine",FALSE,3,3,"active",1991-12-31,8000840,NA,NA
"loratadine, pseudoephedrine sulfate",FALSE,2,2,"active",1991-12-31,8000841,NA,NA
"norepinephrine (norepinephrine bitartrate)",FALSE,2,1,"active",1991-12-31,8000842,NA,NA
"sodium carboxymethyl cellulose",FALSE,9,2,"active",1991-12-31,8000843,NA,NA
"sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1991-12-31,8000844,NA,NA
"trimebutine maleate",FALSE,3,1,"active",1991-12-31,8000845,NA,NA
"yohimbine hydrochloride",FALSE,3,1,"active",1991-12-31,8000846,NA,NA
"amantadine hydrochloride",FALSE,3,2,"active",1992-12-31,8000847,NA,NA
"ampicillin (ampicillin sodium)",FALSE,8,1,"active",1992-12-31,8000848,NA,NA
"apraclonidine (apraclonidine hydrochloride)",FALSE,2,1,"active",1992-12-31,8000849,NA,NA
"calcipotriol",FALSE,1,1,"active",1992-12-31,8000850,NA,NA
"chloramphenicol",FALSE,5,3,"active",1992-12-31,8000851,NA,NA
"chloroxylenol, menthol",FALSE,3,2,"active",1992-12-31,8000852,NA,NA
"chlorpheniramine maleate, dextromethorphan hydrobromide, pseudoephedrine hydrochloride",FALSE,1,1,"active",1992-12-31,8000853,NA,NA
"clodronate disodium (clodronate disodium tetrahydrate)",FALSE,2,2,"active",1992-12-31,8000854,NA,NA
"cocaine hydrochloride",FALSE,4,1,"active",1992-12-31,8000855,NA,NA
"deferoxamine mesylate",FALSE,5,1,"active",1992-12-31,8000856,NA,NA
"dextromethorphan hydrobromide, guaifenesin, pseudoephedrine hydrochloride",FALSE,14,1,"active",1992-12-31,8000857,NA,NA
"dextromethorphan hydrobromide, pseudoephedrine hydrochloride",FALSE,9,2,"active",1992-12-31,8000858,NA,NA
"dolichovespula arenaria venom protein extract",FALSE,2,1,"active",1992-12-31,8000859,NA,NA
"enalaprilat",FALSE,2,1,"active",1992-12-31,8000860,NA,NA
"filgrastim (r-methug-csf)",FALSE,5,1,"active",1992-12-31,8000861,NA,NA
"gadopentetate dimeglumine",FALSE,1,1,"active",1992-12-31,8000862,NA,NA
"haemophilus influenzae type b-prp, tetanus protein",FALSE,1,2,"active",1992-12-31,8000863,NA,NA
"hydrocodone bitartrate",FALSE,3,2,"active",1992-12-31,8000864,NA,NA
"hydroquinone, oxybenzone",FALSE,4,1,"active",1992-12-31,8000865,NA,NA
"insulin injection human biosynthetic",FALSE,3,1,"active",1992-12-31,8000866,NA,NA
"lanolin, mineral oil",FALSE,1,1,"active",1992-12-31,8000867,NA,NA
"manganese (manganese sulfate)",FALSE,2,1,"active",1992-12-31,8000868,NA,NA
"moclobemide",FALSE,10,1,"active",1992-12-31,8000869,NA,NA
"mupirocin",FALSE,2,1,"active",1992-12-31,8000870,NA,NA
"onabotulinumtoxina",FALSE,2,1,"active",1992-12-31,8000871,NA,NA
"penicillin g sodium",FALSE,3,1,"active",1992-12-31,8000872,NA,NA
"pheniramine maleate, phenylephrine hydrochloride",FALSE,1,1,"active",1992-12-31,8000873,NA,NA
"phenylephrine (phenylephrine hydrochloride)",FALSE,1,1,"active",1992-12-31,8000874,NA,NA
"podophyllotoxin",FALSE,1,1,"active",1992-12-31,8000875,NA,NA
"polistes spp venom protein extract",FALSE,3,1,"active",1992-12-31,8000876,NA,NA
"pramoxine hydrochloride, zinc sulfate",FALSE,5,3,"active",1992-12-31,8000877,NA,NA
"tranylcypromine (tranylcypromine sulfate)",FALSE,1,1,"active",1992-12-31,8000878,NA,NA
"vespula spp venom protein extract",FALSE,3,1,"active",1992-12-31,8000879,NA,NA
"white faced hornet venom protein, yellow hornet venom protein, yellow jacket venom protein",FALSE,5,1,"active",1992-12-31,8000880,NA,NA
"zinc (zinc sulfate)",FALSE,2,1,"active",1992-12-31,8000881,NA,NA
"typhoid vaccine (salmonella typhi ty21a)",FALSE,1,1,"active",1993-01-01,8000882,NA,NA
"air, carbon dioxide",FALSE,3,1,"active",1993-12-31,8000883,NA,NA
"air, carbon monoxide",FALSE,1,1,"active",1993-12-31,8000884,NA,NA
"apis mellifera venom protein extract",FALSE,3,1,"active",1993-12-31,8000885,NA,NA
"auranofin",FALSE,1,1,"active",1993-12-31,8000886,NA,NA
"benazepril hydrochloride",FALSE,5,1,"active",1993-12-31,8000887,NA,NA
"benzydamine hydrochloride",FALSE,5,3,"active",1993-12-31,8000888,NA,NA
"beractant",FALSE,1,1,"active",1993-12-31,8000889,NA,NA
"bumetanide",FALSE,2,1,"active",1993-12-31,8000890,NA,NA
"carbon monoxide, helium, nitrogen, oxygen",FALSE,3,1,"active",1993-12-31,8000891,NA,NA
"chloroxylenol, triclosan",FALSE,2,1,"active",1993-12-31,8000892,NA,NA
"cholestyramine resin",FALSE,3,1,"active",1993-12-31,8000893,NA,NA
"chromium (chromic chloride)",FALSE,1,1,"active",1993-12-31,8000894,NA,NA
"cilazapril",FALSE,2,1,"active",1993-12-31,8000895,NA,NA
"citric acid, dextrose, heparin sodium, sodium phosphate dibasic",FALSE,1,1,"active",1993-12-31,8000896,NA,NA
"copper (copper sulfate)",FALSE,1,1,"active",1993-12-31,8000897,NA,NA
"desipramine hydrochloride",FALSE,9,1,"active",1993-12-31,8000898,NA,NA
"dextran 40, sodium chloride",FALSE,1,1,"active",1993-12-31,8000899,NA,NA
"dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine hydrochloride, l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, magnesium chloride, methionine, potassium phosphate dibasic, sodium acetate, sodium chloride, tryptophan",FALSE,5,1,"active",1993-12-31,8000900,NA,NA
"dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine hydrochloride, l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, methionine, tryptophan",FALSE,4,1,"active",1993-12-31,8000901,NA,NA
"dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine hydrochloride, l-lysine (l-lysine hydrochloride), l-phenylalanine hydrochloride, l-proline, l-threonine, l-tyrosine, l-valine, methionine, tryptophan",FALSE,1,1,"active",1993-12-31,8000902,NA,NA
"dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride",FALSE,1,1,"active",1993-12-31,8000903,NA,NA
"diflunisal",FALSE,4,1,"active",1993-12-31,8000904,NA,NA
