"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","ai_set_str","ai_set","ai_group","AI_GROUP_NO"
"5876","71958","02247694","METHADONE HYDROCHLORIDE 1 MG","METHADONE HYDROCHLORIDE","0144621","0144621002"
"5877","71959","02247698","METHADONE HYDROCHLORIDE 1 MG","METHADONE HYDROCHLORIDE","0144621","0144621002"
"5878","71963","02247699","METHADONE HYDROCHLORIDE 5 MG","METHADONE HYDROCHLORIDE","0144621","0144621003"
"5879","71964","02247700","METHADONE HYDROCHLORIDE 10 MG","METHADONE HYDROCHLORIDE","0144621","0144621001"
"5880","71965","02247701","METHADONE HYDROCHLORIDE 25 MG","METHADONE HYDROCHLORIDE","0144621","0144621004"
"5881","71971","02247704","RISPERIDONE 0.5 MG","RISPERIDONE","0124332","0124332007"
"5882","71973","02247705","RISPERIDONE 1 MG","RISPERIDONE","0124332","0124332003"
"5883","71974","02247706","RISPERIDONE 2 MG","RISPERIDONE","0124332","0124332004"
"5884","7199","00642975","COLESTIPOL HYDROCHLORIDE 5 G","COLESTIPOL HYDROCHLORIDE","0113064","0113064001"
"5885","71993","02247721","CALCIUM CHLORIDE 0.507 G|DEXTROSE 37.5 G|MAGNESIUM CHLORIDE 0.14 G|SODIUM BICARBONATE 3.29 G|SODIUM CHLORIDE 8.43 G|SODIUM LACTATE 2.63 G","CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|SODIUM BICARBONATE|SODIUM CHLORIDE|SODIUM LACTATE","0649302","0649302004"
"5886","71997","02247722","CALCIUM CHLORIDE 0.507 G|DEXTROSE 62.6 G|MAGNESIUM CHLORIDE 0.14 G|SODIUM BICARBONATE 3.29 G|SODIUM CHLORIDE 8.43 G|SODIUM LACTATE 2.63 G","CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|SODIUM BICARBONATE|SODIUM CHLORIDE|SODIUM LACTATE","0649302","0649302005"
"5887","71998","02247723","CALCIUM CHLORIDE 0.507 G|DEXTROSE 106.5 G|MAGNESIUM CHLORIDE 0.14 G|SODIUM BICARBONATE 3.29 G|SODIUM CHLORIDE 8.43 G|SODIUM LACTATE 2.63 G","CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|SODIUM BICARBONATE|SODIUM CHLORIDE|SODIUM LACTATE","0649302","0649302006"
"5888","72002","02247724","IMMUNE GLOBULIN 10 G","IMMUNE GLOBULIN","0106267","0106267015"
"5889","72002","02247724","IMMUNE GLOBULIN 10 G","IMMUNE GLOBULIN","0106267","0106267015"
"5890","72003","02247725","ENFUVIRTIDE 108 MG","ENFUVIRTIDE","0149321","0149321001"
"5891","72012","02247732","METHYLPHENIDATE HYDROCHLORIDE 18 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548004"
"5892","72013","02247733","METHYLPHENIDATE HYDROCHLORIDE 36 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548005"
"5893","72014","02247734","METHYLPHENIDATE HYDROCHLORIDE 54 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548006"
"5894","72016","02247735","FAMOTIDINE 10 MG","FAMOTIDINE","0118722","0118722003"
"5895","72026","02247745","FAMOTIDINE 10 MG","FAMOTIDINE","0118722","0118722003"
"5896","7203","00674354","METHYLENE BLUE 0.2 MG|NAPHAZOLINE NITRATE 0.5 MG","METHYLENE BLUE|NAPHAZOLINE NITRATE","0255030","0255030001"
"5897","72035","02247749","FLUCONAZOLE 2 MG","FLUCONAZOLE","0122529","0122529003"
"5898","72042","02247750","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"5899","72043","02247751","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"5900","72044","02247752","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"5901","72045","02247753","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5902","72045","02247753","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5903","72046","02247754","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5904","72046","02247754","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5905","72047","02247755","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5906","72047","02247755","ALLERGENIC EXTRACTS POLLENS 40000 UNIT","ALLERGENIC EXTRACTS POLLENS","0149326","0149326001"
"5907","72048","02247756","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5908","72048","02247756","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5909","72049","02247757","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5910","72049","02247757","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5911","72050","02247758","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5912","72050","02247758","ALLERGENIC EXTRACT NON-POLLEN 40000 UNIT","ALLERGENIC EXTRACT NON-POLLEN","0149327","0149327001"
"5913","72060","02247766","CETRORELIX 0.25 MG","CETRORELIX","0149341","0149341001"
"5914","72068","02247775","AVOBENZONE 3 %|OCTINOXATE 7 %|OXYBENZONE 0.4 %","AVOBENZONE|OCTINOXATE|OXYBENZONE","0322013","0322013040"
"5915","72083","02247790","MENOTROPINS 75 UNIT","MENOTROPINS","0149345","0149345001"
"5916","72083","02247790","MENOTROPINS 75 UNIT","MENOTROPINS","0149345","0149345001"
"5917","72095","02247801","ACETAMINOPHEN 650 MG|DEXTROMETHORPHAN HYDROBROMIDE 30 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0319503","0319503016"
"5918","72096","02247802","FOSINOPRIL SODIUM 10 MG","FOSINOPRIL SODIUM","0122777","0122777001"
"5919","72097","02247803","FOSINOPRIL SODIUM 20 MG","FOSINOPRIL SODIUM","0122777","0122777002"
"5920","721","00107875","MINERAL OIL 100 %","MINERAL OIL","0136741","0136741002"
"5921","72107","02247813","DUTASTERIDE 0.5 MG","DUTASTERIDE","0149361","0149361001"
"5922","72108","02247814","RANITIDINE 150 MG","RANITIDINE","0115150","0115150002"
"5923","72109","02247815","RANITIDINE 300 MG","RANITIDINE","0115150","0115150001"
"5924","72117","02247823","ADEFOVIR DIPIVOXIL 10 MG","ADEFOVIR DIPIVOXIL","0149364","0149364001"
"5925","72120","02247825","LAMIVUDINE 300 MG","LAMIVUDINE","0128157","0128157005"
"5926","72122","02247827","SIMVASTATIN 5 MG","SIMVASTATIN","0122415","0122415001"
"5927","72123","02247828","SIMVASTATIN 10 MG","SIMVASTATIN","0122415","0122415004"
"5928","72126","02247830","SIMVASTATIN 20 MG","SIMVASTATIN","0122415","0122415003"
"5929","72128","02247831","SIMVASTATIN 40 MG","SIMVASTATIN","0122415","0122415002"
"5930","72129","02247833","SIMVASTATIN 80 MG","SIMVASTATIN","0122415","0122415005"
"5931","72159","02247852","OXYGEN 99 %","OXYGEN","0110469","0110469001"
"5932","72163","02247856","PRAVASTATIN SODIUM 10 MG","PRAVASTATIN SODIUM","0122563","0122563001"
"5933","72165","02247857","PRAVASTATIN SODIUM 20 MG","PRAVASTATIN SODIUM","0122563","0122563002"
"5934","72166","02247858","PRAVASTATIN SODIUM 40 MG","PRAVASTATIN SODIUM","0122563","0122563003"
"5935","72190","02247882","DIBUCAINE HYDROCHLORIDE 5 MG|ESCULIN 10 MG|FRAMYCETIN SULFATE 10 MG|HYDROCORTISONE 5 MG","DIBUCAINE HYDROCHLORIDE|ESCULIN|FRAMYCETIN SULFATE|HYDROCORTISONE","0404592","0404592002"
"5936","72216","02247907","ACETAMINOPHEN 650 MG|DEXTROMETHORPHAN HYDROBROMIDE 30 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0319503","0319503009"
"5937","72217","02247908","ACETAMINOPHEN 650 MG|DIPHENHYDRAMINE HYDROCHLORIDE 50 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0327704","0327704002"
"5938","72225","02247916","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"5939","72226","02247917","RAMIPRIL 2.5 MG","RAMIPRIL","0122858","0122858004"
"5940","72227","02247918","RAMIPRIL 5 MG","RAMIPRIL","0122858","0122858003"
"5941","72228","02247919","RAMIPRIL 10 MG","RAMIPRIL","0122858","0122858002"
"5942","72229","02247920","DEXAMETHASONE 0.5 MG|FRAMYCETIN SULFATE 5 MG|GRAMICIDIN 0.05 MG","DEXAMETHASONE|FRAMYCETIN SULFATE|GRAMICIDIN","0305701","0305701001"
"5943","72229","02247920","DEXAMETHASONE 0.5 MG|FRAMYCETIN SULFATE 5 MG|GRAMICIDIN 0.05 MG","DEXAMETHASONE|FRAMYCETIN SULFATE|GRAMICIDIN","0305701","0305701001"
"5944","72232","02247922","FLUCONAZOLE 2 MG","FLUCONAZOLE","0122529","0122529003"
"5945","72243","02247933","CARVEDILOL 3.125 MG","CARVEDILOL","0122683","0122683003"
"5946","72244","02247934","CARVEDILOL 6.25 MG","CARVEDILOL","0122683","0122683004"
"5947","72245","02247935","CARVEDILOL 12.5 MG","CARVEDILOL","0122683","0122683005"
"5948","72246","02247936","CARVEDILOL 25 MG","CARVEDILOL","0122683","0122683001"
"5949","72247","02247937","HYDROXYUREA 500 MG","HYDROXYUREA","0113432","0113432001"
"5950","72248","02247938","VASOPRESSIN 20 UNIT","VASOPRESSIN","0106469","0106469001"
"5951","72248","02247938","VASOPRESSIN 20 UNIT","VASOPRESSIN","0106469","0106469001"
"5952","72255","02247945","RAMIPRIL 2.5 MG","RAMIPRIL","0122858","0122858004"
"5953","72256","02247946","RAMIPRIL 5 MG","RAMIPRIL","0122858","0122858003"
"5954","72257","02247947","RAMIPRIL 10 MG","RAMIPRIL","0122858","0122858002"
"5955","72290","02247980","OCTINOXATE 7.5 %|ZINC OXIDE 2.85 %","OCTINOXATE|ZINC OXIDE","0216792","0216792018"
"5956","72310","02247997","MONTELUKAST 4 MG","MONTELUKAST","0133823","0133823003"
"5957","72312","02247998","BETAHISTINE HYDROCHLORIDE 24 MG","BETAHISTINE HYDROCHLORIDE","0103555","0103555004"
"5958","72324","02248008","GLYBURIDE 2.5 MG","GLYBURIDE","0108708","0108708002"
"5959","72325","02248009","GLYBURIDE 5 MG","GLYBURIDE","0108708","0108708001"
"5960","72326","02248010","CITALOPRAM 20 MG","CITALOPRAM","0136243","0136243001"
"5961","72327","02248011","CITALOPRAM 40 MG","CITALOPRAM","0136243","0136243002"
"5962","72328","02248012","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"5963","72329","02248013","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"5964","72330","02248014","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"5965","72332","02248016","AVOBENZONE 2.5 %|OCTINOXATE 7.5 %|OCTISALATE 4.0 %","AVOBENZONE|OCTINOXATE|OCTISALATE","0331813","0331813008"
"5966","72354","02248034","CLOZAPINE 25 MG","CLOZAPINE","0122583","0122583001"
"5967","72355","02248035","CLOZAPINE 100 MG","CLOZAPINE","0122583","0122583002"
"5968","72370","02248050","CITALOPRAM 20 MG","CITALOPRAM","0136243","0136243001"
"5969","72371","02248051","CITALOPRAM 40 MG","CITALOPRAM","0136243","0136243002"
"5970","72379","02248059","GLYCERINE 0.26 %|NAPHAZOLINE HYDROCHLORIDE 0.012 %|ZINC SULFATE 0.25 %","GLYCERINE|NAPHAZOLINE HYDROCHLORIDE|ZINC SULFATE","0332648","0332648002"
"5971","72380","02248060","NAPHAZOLINE HYDROCHLORIDE .012 %","NAPHAZOLINE HYDROCHLORIDE","0103282","0103282002"
"5972","72392","02248071","AVOBENZONE 2.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 10.0 %","AVOBENZONE|OCTISALATE|OCTOCRYLENE","0335121","0335121004"
"5973","72397","02248075","PETROLATUM 55 %","PETROLATUM","0108784","0108784010"
"5974","72398","02248076","PETROLATUM 49.5 %|ZINC OXIDE 40 %","PETROLATUM|ZINC OXIDE","0221837","0221837005"
"5975","72399","02248077","PEGINTERFERON ALFA-2A 180 MCG","PEGINTERFERON ALFA-2A","0149481","0149481001"
"5976","72400","02248078","PEGINTERFERON ALFA-2A 180 MCG","PEGINTERFERON ALFA-2A","0149481","0149481001"
"5977","72404","02248082","VERAPAMIL HYDROCHLORIDE 240 MG","VERAPAMIL HYDROCHLORIDE","0113846","0113846003"
"5978","72405","02248083","PYRITHIONE ZINC 2 %","PYRITHIONE ZINC","0108628","0108628002"
"5979","72406","02248084","OCTINOXATE 7.5 %|OXYBENZONE 5 %|ZINC OXIDE 4 %","OCTINOXATE|OXYBENZONE|ZINC OXIDE","0327667","0327667005"
"5980","72410","02248088","TADALAFIL 10 MG","TADALAFIL","0149485","0149485001"
"5981","72411","02248089","TADALAFIL 20 MG","TADALAFIL","0149485","0149485002"
"5982","72429","02248103","SIMVASTATIN 5 MG","SIMVASTATIN","0122415","0122415001"
"5983","72430","02248104","SIMVASTATIN 10 MG","SIMVASTATIN","0122415","0122415004"
"5984","72431","02248105","SIMVASTATIN 20 MG","SIMVASTATIN","0122415","0122415003"
"5985","72432","02248106","SIMVASTATIN 40 MG","SIMVASTATIN","0122415","0122415002"
"5986","72433","02248107","SIMVASTATIN 80 MG","SIMVASTATIN","0122415","0122415005"
"5987","72450","02248123","OXYGEN 99 %","OXYGEN","0110469","0110469001"
"5988","72453","02248126","FLURAZEPAM HYDROCHLORIDE 15 MG","FLURAZEPAM HYDROCHLORIDE","0108704","0108704002"
"5989","72454","02248127","FLURAZEPAM HYDROCHLORIDE 30 MG","FLURAZEPAM HYDROCHLORIDE","0108704","0108704001"
"5990","72455","02248128","ALMOTRIPTAN 6.25 MG","ALMOTRIPTAN","0149521","0149521001"
"5991","72456","02248129","ALMOTRIPTAN 12.5 MG","ALMOTRIPTAN","0149521","0149521002"
"5992","72459","02248130","MOMETASONE FUROATE 0.1 %","MOMETASONE FUROATE","0121732","0121732001"
"5993","72483","02248151","BRIMONIDINE TARTRATE 0.15 %","BRIMONIDINE TARTRATE","0131859","0131859003"
"5994","72486","02248154","FOLLITROPIN ALFA 5.5 MCG","FOLLITROPIN ALFA","0145621","0145621003"
"5995","72486","02248154","FOLLITROPIN ALFA 5.5 MCG","FOLLITROPIN ALFA","0145621","0145621003"
"5996","72488","02248156","FOLLITROPIN ALFA 33 MCG","FOLLITROPIN ALFA","0145621","0145621005"
"5997","72488","02248156","FOLLITROPIN ALFA 33 MCG","FOLLITROPIN ALFA","0145621","0145621005"
"5998","72489","02248157","FOLLITROPIN ALFA 77 MCG","FOLLITROPIN ALFA","0145621","0145621006"
"5999","72489","02248157","FOLLITROPIN ALFA 77 MCG","FOLLITROPIN ALFA","0145621","0145621006"
"6000","72503","02248170","CITALOPRAM 20 MG","CITALOPRAM","0136243","0136243001"
"6001","72504","02248171","CITALOPRAM 40 MG","CITALOPRAM","0136243","0136243002"
"6002","72506","02248173","NITROGEN 99.5 %","NITROGEN","0115497","0115497001"
"6003","72517","02248181","ALFENTANIL 500 MCG","ALFENTANIL","0119704","0119704002"
"6004","72518","02248182","PRAVASTATIN SODIUM 10 MG","PRAVASTATIN SODIUM","0122563","0122563001"
"6005","72519","02248183","PRAVASTATIN SODIUM 20 MG","PRAVASTATIN SODIUM","0122563","0122563002"
"6006","72520","02248184","PRAVASTATIN SODIUM 40 MG","PRAVASTATIN SODIUM","0122563","0122563003"
"6007","72525","02248189","GRAMICIDIN 0.25 MG|LIDOCAINE HYDROCHLORIDE 50 MG|POLYMYXIN B 10000 UNIT","GRAMICIDIN|LIDOCAINE HYDROCHLORIDE|POLYMYXIN B","0301291","0301291001"
"6008","72537","02248201","SILDENAFIL 25 MG","SILDENAFIL","0136261","0136261001"
"6009","72538","02248202","SILDENAFIL 50 MG","SILDENAFIL","0136261","0136261002"
"6010","72539","02248203","SILDENAFIL 100 MG","SILDENAFIL","0136261","0136261003"
"6011","72553","02248217","BENZOYL PEROXIDE 5.0 %","BENZOYL PEROXIDE","0107205","0107205001"
"6012","72560","02248224","ALCOHOL ANHYDROUS 54.1 %|BUTANEDIOL 5.7 %|PROPYL ALCOHOL 10.0 %|PROPYLENE GLYCOL 5.9 %","ALCOHOL ANHYDROUS|BUTANEDIOL|PROPYL ALCOHOL|PROPYLENE GLYCOL","0449587","0449587001"
"6013","72567","02248231","IBUPROFEN 400 MG","IBUPROFEN","0108883","0108883002"
"6014","72568","02248232","LAMOTRIGINE 25 MG","LAMOTRIGINE","0127134","0127134003"
"6015","72569","02248233","LAMOTRIGINE 100 MG","LAMOTRIGINE","0127134","0127134001"
"6016","72570","02248234","LAMOTRIGINE 150 MG","LAMOTRIGINE","0127134","0127134006"
"6017","72576","02248239","LEUPROLIDE ACETATE 10.2 MG","LEUPROLIDE ACETATE","0116959","0116959009"
"6018","72577","02248240","LEUPROLIDE ACETATE 28.2 MG","LEUPROLIDE ACETATE","0116959","0116959008"
"6019","72588","02248251","ALENDRONIC ACID 5 MG","ALENDRONIC ACID","0150323","0150323004"
"6020","72596","02248259","GABAPENTIN 100 MG","GABAPENTIN","0125929","0125929001"
"6021","72597","02248260","GABAPENTIN 300 MG","GABAPENTIN","0125929","0125929003"
"6022","72598","02248261","GABAPENTIN 400 MG","GABAPENTIN","0125929","0125929002"
"6023","72599","02248262","LEVOFLOXACIN 250 MG","LEVOFLOXACIN","0131663","0131663003"
"6024","72600","02248263","LEVOFLOXACIN 500 MG","LEVOFLOXACIN","0131663","0131663004"
"6025","72606","02248267","MELOXICAM 7.5 MG","MELOXICAM","0131676","0131676003"
"6026","72607","02248268","MELOXICAM 15 MG","MELOXICAM","0131676","0131676004"
"6027","7263","00718149","TRYPTOPHAN 500 MG","TRYPTOPHAN","0111038","0111038003"
"6028","72636","02248296","ZOLEDRONIC ACID 4 MG","ZOLEDRONIC ACID","0141761","0141761002"
"6029","72637","02248297","ETHINYL ESTRADIOL 0.60 MG|NORELGESTROMIN 6 MG","ETHINYL ESTRADIOL|NORELGESTROMIN","0248061","0248061002"
"6030","7264","00654531","TRYPTOPHAN 1 G","TRYPTOPHAN","0111038","0111038001"
"6031","72643","02248302","GADOBENATE DIMEGLUMINE 529 MG","GADOBENATE DIMEGLUMINE","0149628","0149628001"
"6032","7267","00649236","CHARCOAL ACTIVATED 50 G","CHARCOAL ACTIVATED","0106680","0106680002"
"6033","72680","02248338","OCTINOXATE 5 %|TITANIUM DIOXIDE 2 %","OCTINOXATE|TITANIUM DIOXIDE","0216790","0216790011"
"6034","72692","02248347","BRIMONIDINE TARTRATE 0.2 %|TIMOLOL 0.5 %","BRIMONIDINE TARTRATE|TIMOLOL","0249643","0249643001"
"6035","72696","02248351","BENZALKONIUM CHLORIDE 0.3 %","BENZALKONIUM CHLORIDE","0104993","0104993038"
"6036","72706","02248361","HEPATITIS A VACCINE, INACTIVATED 160 UNIT|SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE 25 MCG","HEPATITIS A VACCINE, INACTIVATED|SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","0249662","0249662001"
"6037","72706","02248361","HEPATITIS A VACCINE, INACTIVATED 160 UNIT|SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE 25 MCG","HEPATITIS A VACCINE, INACTIVATED|SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","0249662","0249662001"
"6038","72744","02248398","OFLOXACIN 0.3 %","OFLOXACIN","0122759","0122759007"
"6039","72751","02248405","TRICLOSAN 0.5 %","TRICLOSAN","0108865","0108865001"
"6040","72761","02248411","OCTINOXATE 7.5 %|OCTOCRYLENE 5.0 %|OXYBENZONE 2.0 %","OCTINOXATE|OCTOCRYLENE|OXYBENZONE","0320543","0320543014"
"6041","72762","02248412","OCTINOXATE 3.4 %|OCTOCRYLENE 2.2 %|OXYBENZONE 0.9 %","OCTINOXATE|OCTOCRYLENE|OXYBENZONE","0320543","0320543015"
"6042","72764","02248414","OCTINOXATE 7.5 %|OCTISALATE 2.5 %|OCTOCRYLENE 2.5 %|ZINC OXIDE 6.0 %","OCTINOXATE|OCTISALATE|OCTOCRYLENE|ZINC OXIDE","0449667","0449667001"
"6043","72766","02248416","RASBURICASE 1.5 MG","RASBURICASE","0149668","0149668001"
"6044","72775","02248424","PRAMOXINE HYDROCHLORIDE 10 MG|ZINC SULFATE 5 MG","PRAMOXINE HYDROCHLORIDE|ZINC SULFATE","0214197","0214197002"
"6045","72786","02248435","IBUPROFEN 100 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 15 MG","IBUPROFEN|PSEUDOEPHEDRINE HYDROCHLORIDE","0222394","0222394002"
"6046","72788","02248437","CIPROFLOXACIN 250 MG","CIPROFLOXACIN","0123207","0123207006"
"6047","72789","02248438","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"6048","72790","02248439","CIPROFLOXACIN 750 MG","CIPROFLOXACIN","0123207","0123207002"
"6049","72791","02248440","METFORMIN HYDROCHLORIDE 1000 MG|ROSIGLITAZONE 2.00 MG","METFORMIN HYDROCHLORIDE|ROSIGLITAZONE","0248901","0248901004"
"6050","72792","02248441","METFORMIN HYDROCHLORIDE 1000 MG|ROSIGLITAZONE 4.00 MG","METFORMIN HYDROCHLORIDE|ROSIGLITAZONE","0248901","0248901005"
"6051","72794","02248443","FLUCONAZOLE 2 MG","FLUCONAZOLE","0122529","0122529003"
"6052","72798","02248447","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"6053","72799","02248448","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"6054","728","00115630","CHLORDIAZEPOXIDE HYDROCHLORIDE 5 MG|CLIDINIUM BROMIDE 2.5 MG","CHLORDIAZEPOXIDE HYDROCHLORIDE|CLIDINIUM BROMIDE","0200614","0200614001"
"6055","72800","02248449","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"6056","72804","02248453","GLICLAZIDE 80 MG","GLICLAZIDE","0119934","0119934001"
"6057","72805","02248454","CLOBAZAM 10 MG","CLOBAZAM","0114637","0114637001"
"6058","72809","02248457","GABAPENTIN 600 MG","GABAPENTIN","0125929","0125929004"
"6059","72815","02248463","ALCOHOL ANHYDROUS 65.87 %|BENZALKONIUM CHLORIDE 0.10 %","ALCOHOL ANHYDROUS|BENZALKONIUM CHLORIDE","0204994","0204994006"
"6060","72824","02248472","BENZOYL PEROXIDE 5 %|CLINDAMYCIN 1 %","BENZOYL PEROXIDE|CLINDAMYCIN","0242561","0242561001"
"6061","72840","02248488","ARTICAINE HYDROCHLORIDE 40 MG|EPINEPHRINE 0.01 MG","ARTICAINE HYDROCHLORIDE|EPINEPHRINE","0226661","0226661001"
"6062","72841","02248489","ARTICAINE HYDROCHLORIDE 40 MG|EPINEPHRINE 0.005 MG","ARTICAINE HYDROCHLORIDE|EPINEPHRINE","0226661","0226661002"
"6063","72848","02248496","SERTRALINE 25 MG","SERTRALINE","0123417","0123417003"
"6064","72849","02248497","SERTRALINE 50 MG","SERTRALINE","0123417","0123417001"
"6065","72850","02248498","SERTRALINE 100 MG","SERTRALINE","0123417","0123417002"
"6066","72851","02248499","QUINAPRIL 5 MG","QUINAPRIL","0123206","0123206001"
"6067","72852","02248500","QUINAPRIL 10 MG","QUINAPRIL","0123206","0123206002"
"6068","72853","02248501","QUINAPRIL 20 MG","QUINAPRIL","0123206","0123206003"
"6069","72854","02248502","QUINAPRIL 40 MG","QUINAPRIL","0123206","0123206004"
"6070","72855","02248503","PAROXETINE 12.5 MG","PAROXETINE","0123131","0123131005"
"6071","72856","02248504","PAROXETINE 25 MG","PAROXETINE","0123131","0123131006"
"6072","7287","00623385","DIBUCAINE 1 %","DIBUCAINE","0104148","0104148001"
"6073","7287","00623385","DIBUCAINE 1 %","DIBUCAINE","0104148","0104148001"
"6074","72878","02248525","CLINDAMYCIN 150 MG","CLINDAMYCIN","0105830","0105830002"
"6075","72879","02248526","CLINDAMYCIN 300 MG","CLINDAMYCIN","0105830","0105830003"
"6076","72882","02248529","TRIFLURIDINE 1 %","TRIFLURIDINE","0115886","0115886001"
"6077","72892","02248538","TRYPTOPHAN 500 MG","TRYPTOPHAN","0111038","0111038003"
"6078","72893","02248539","TRYPTOPHAN 1 G","TRYPTOPHAN","0111038","0111038001"
"6079","72895","02248540","TRYPTOPHAN 500 MG","TRYPTOPHAN","0111038","0111038003"
"6080","72897","02248542","MIRTAZAPINE 15 MG","MIRTAZAPINE","0143928","0143928001"
"6081","72898","02248543","MIRTAZAPINE 30 MG","MIRTAZAPINE","0143928","0143928002"
"6082","72899","02248544","MIRTAZAPINE 45 MG","MIRTAZAPINE","0143928","0143928003"
"6083","72911","02248556","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"6084","72912","02248557","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"6085","72913","02248558","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"6086","72914","02248559","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"6087","72915","02248560","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"6088","72916","02248561","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"6089","72917","02248562","METRONIDAZOLE 500 MG","METRONIDAZOLE","0102572","0102572003"
"6090","7292","00474517","ALFACALCIDOL 0.25 MCG","ALFACALCIDOL","0135700","0135700006"
"6091","72923","02248568","DEXTROMETHORPHAN HYDROBROMIDE 10 MG|GUAIFENESIN 100 MG","DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN","0200826","0200826005"
"6092","72925","02248570","RANITIDINE 150 MG","RANITIDINE","0115150","0115150002"
"6093","72926","02248571","RANITIDINE 300 MG","RANITIDINE","0115150","0115150001"
"6094","72927","02248572","LOVASTATIN 20 MG","LOVASTATIN","0120669","0120669002"
"6095","72928","02248573","LOVASTATIN 40 MG","LOVASTATIN","0120669","0120669001"
"6096","7293","00474525","ALFACALCIDOL 1 MCG","ALFACALCIDOL","0135700","0135700002"
"6097","72935","02248580","ACETAMINOPHEN 500 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0319503","0319503001"
"6098","72943","02248588","SIMETHICONE 40 MG","SIMETHICONE","0131347","0131347009"
"6099","72961","02248605","MELOXICAM 7.5 MG","MELOXICAM","0131676","0131676003"
"6100","72962","02248606","MELOXICAM 15 MG","MELOXICAM","0131676","0131676004"
"6101","72963","02248607","MELOXICAM 7.5 MG","MELOXICAM","0131676","0131676003"
"6102","72964","02248608","MELOXICAM 15 MG","MELOXICAM","0131676","0131676004"
