"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"422","HALOPERIDOL 5 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",1,"0101774",1,1,"0101774001"
"423","HALOPERIDOL 50 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",3,"0101774",1,1,"0101774007"
"424","HALOPERIDOL 100 MG","HALOPERIDOL","LIQUID","INTRAMUSCULAR","1",3,"0101774",1,1,"0101774008"
"425","HALOPERIDOL .5 MG","HALOPERIDOL","TABLET","ORAL","1",1,"0101774",1,1,"0101774002"
"426","HALOPERIDOL 1 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774003"
"427","HALOPERIDOL 2 MG","HALOPERIDOL","LIQUID","ORAL","1",1,"0101774",1,1,"0101774004"
"428","HALOPERIDOL 5 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774001"
"429","HALOPERIDOL 0.5 MG","HALOPERIDOL","TABLET","ORAL","1",1,"0101774",1,1,"0101774002"
"430","HALOPERIDOL 2 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774004"
"431","HALOPERIDOL 10 MG","HALOPERIDOL","TABLET","ORAL","1",2,"0101774",1,1,"0101774005"
"432","HALOPERIDOL 20 MG","HALOPERIDOL","TABLET","ORAL","1",1,"0101774",1,1,"0101774006"
"433","HALOPERIDOL 5 MG","HALOPERIDOL","SOLUTION","INTRAMUSCULAR","1",2,"0101774",1,1,"0101774001"
"434","HALOPERIDOL 2 MG","HALOPERIDOL","SOLUTION","ORAL","1",1,"0101774",1,1,"0101774004"
"435","HYDROCHLOROTHIAZIDE 25 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",8,"0101048",1,1,"0101048002"
"436","HYDROCHLOROTHIAZIDE 50 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",7,"0101048",1,1,"0101048001"
"437","HYDROCHLOROTHIAZIDE 100 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",2,"0101048",1,1,"0101048003"
"438","HYDROCHLOROTHIAZIDE 12.5 MG","HYDROCHLOROTHIAZIDE","TABLET","ORAL","1",3,"0101048",1,1,"0101048004"
"439","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 150 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",13,"0240086",1,1,"0240086001"
"440","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 300 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",13,"0240086",1,1,"0240086002"
"441","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",13,"0240086",1,1,"0240086003"
"442","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 150.0 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",1,"0240086",1,1,"0240086001"
"443","HYDROCHLOROTHIAZIDE 12.5 MG!IRBESARTAN 300.0 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",1,"0240086",1,1,"0240086002"
"444","HYDROCHLOROTHIAZIDE 25.0 MG!IRBESARTAN 300.0 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",1,"0240086",1,1,"0240086003"
"445","HYDROCHLOROTHIAZIDE 12.5 MG!LISINOPRIL 10 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417003"
"446","HYDROCHLOROTHIAZIDE 12.5 MG!LISINOPRIL 20 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417001"
"447","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417002"
"448","HYDROCHLOROTHIAZIDE 12.5 MG!QUINAPRIL 10 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789001"
"449","HYDROCHLOROTHIAZIDE 12.5 MG!QUINAPRIL 20 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789002"
"450","HYDROCHLOROTHIAZIDE 25 MG!QUINAPRIL 20 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789003"
"451","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 2.5 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",3,"0251649",1,1,"0251649002"
"452","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 5 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",1,"0251649",1,1,"0251649001"
"453","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 10.0 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",5,"0251649",1,1,"0251649003"
"454","HYDROCHLOROTHIAZIDE 25.0 MG!RAMIPRIL 5.0 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",4,"0251649",1,1,"0251649004"
"455","HYDROCHLOROTHIAZIDE 25.0 MG!RAMIPRIL 10.0 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",5,"0251649",1,1,"0251649005"
"456","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 5.0 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",4,"0251649",1,1,"0251649001"
"457","HYDROCHLOROTHIAZIDE 12.5 MG!TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",13,"0244783",1,1,"0244783001"
"458","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",12,"0244783",1,1,"0244783002"
"459","HYDROCHLOROTHIAZIDE 25.0 MG!TELMISARTAN 80.0 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",2,"0244783",1,1,"0244783002"
"460","HYDROCHLOROTHIAZIDE 12.5 MG!TELMISARTAN 80.0 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",1,"0244783",1,1,"0244783001"
"461","HYDROCHLOROTHIAZIDE 25 MG!TRIAMTERENE 50 MG","HYDROCHLOROTHIAZIDE!TRIAMTERENE","TABLET","ORAL","2",3,"0201052",1,1,"0201052001"
"462","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204001"
"463","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 160 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204002"
"464","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204003"
"465","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 320 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",8,"0240204",1,1,"0240204004"
"466","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",8,"0240204",1,1,"0240204005"
"467","HYDROCORTISONE 1 G","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344010"
"468","HYDROCORTISONE 1 G","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344010"
"469","HYDROCORTISONE 500 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344011"
"470","HYDROCORTISONE 500 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344011"
"471","HYDROCORTISONE 250 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344004"
"472","HYDROCORTISONE 250 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344004"
"473","HYDROCORTISONE 100 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344003"
"474","HYDROCORTISONE 100 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344003"
"475","HYDROCORTISONE 100 MG","HYDROCORTISONE","ENEMA","RECTAL","1",1,"0106344",1,1,"0106344009"
"476","HYDROCORTISONE 10 MG","HYDROCORTISONE","TABLET","ORAL","1",1,"0106344",1,1,"0106344002"
"477","HYDROCORTISONE 20 MG","HYDROCORTISONE","TABLET","ORAL","1",1,"0106344",1,1,"0106344013"
"478","HYDROCORTISONE 2.5 %","HYDROCORTISONE","LOTION","TOPICAL","1",1,"0106344",1,1,"0106344008"
"479","HYDROCORTISONE 2.5 %","HYDROCORTISONE","CREAM","TOPICAL","1",1,"0106344",1,1,"0106344008"
"480","IBUPROFEN 200 MG","IBUPROFEN","TABLET","ORAL","1",16,"0108883",1,1,"0108883004"
"481","IBUPROFEN 400 MG","IBUPROFEN","TABLET","ORAL","1",16,"0108883",1,1,"0108883002"
"482","IBUPROFEN 600 MG","IBUPROFEN","TABLET","ORAL","1",3,"0108883",1,1,"0108883003"
"483","IBUPROFEN 100 MG","IBUPROFEN","SUSPENSION","ORAL","1",5,"0108883",1,1,"0108883005"
"484","IBUPROFEN 300 MG","IBUPROFEN","TABLET","ORAL","1",3,"0108883",1,1,"0108883001"
"485","IBUPROFEN 40 MG","IBUPROFEN","SUSPENSION","ORAL","1",3,"0108883",1,1,"0108883007"
"486","IBUPROFEN 200 MG","IBUPROFEN","CAPSULE","ORAL","1",4,"0108883",1,1,"0108883004"
"487","IBUPROFEN 100 MG","IBUPROFEN","TABLET (CHEWABLE)","ORAL","1",2,"0108883",1,1,"0108883008"
"488","IBUPROFEN 50 MG","IBUPROFEN","TABLET","ORAL","1",1,"0108883",1,1,"0108883009"
"489","IBUPROFEN 100 MG","IBUPROFEN","TABLET","ORAL","1",1,"0108883",1,1,"0108883008"
"490","IBUPROFEN 400 MG","IBUPROFEN","CAPSULE","ORAL","1",8,"0108883",1,1,"0108883002"
"491","IBUPROFEN 100 MG","IBUPROFEN","SOLUTION","INTRAVENOUS","1",1,"0108883",1,1,"0108883008"
"492","IBUPROFEN 600 MG","IBUPROFEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0108883",1,1,"0108883003"
"493","INDAPAMIDE 2.5 MG","INDAPAMIDE","TABLET","ORAL","1",11,"0115402",1,1,"0115402001"
"494","INDAPAMIDE 1.25 MG","INDAPAMIDE","TABLET","ORAL","1",10,"0115402",1,1,"0115402002"
"495","INDOMETHACIN 100 MG","INDOMETHACIN","SUPPOSITORY","RECTAL","1",2,"0101832",1,1,"0101832003"
"496","INDOMETHACIN 25 MG","INDOMETHACIN","CAPSULE","ORAL","1",2,"0101832",1,1,"0101832001"
"497","INDOMETHACIN 50 MG","INDOMETHACIN","CAPSULE","ORAL","1",2,"0101832",1,1,"0101832002"
"498","INDOMETHACIN 50 MG","INDOMETHACIN","SUPPOSITORY","RECTAL","1",1,"0101832",1,1,"0101832002"
"499","INSULIN ASPART 100 UNIT","INSULIN ASPART","SOLUTION","SUBCUTANEOUS","1",3,"0144802",1,1,"0144802001"
"500","INSULIN DETEMIR 100 UNIT","INSULIN DETEMIR","SOLUTION","SUBCUTANEOUS","1",2,"0151541",1,1,"0151541001"
"501","INSULIN GLARGINE 100 UNIT","INSULIN GLARGINE","SOLUTION","SUBCUTANEOUS","1",5,"0147062",1,1,"0147062001"
"502","INSULIN GLARGINE 300 UNIT","INSULIN GLARGINE","SOLUTION","SUBCUTANEOUS","1",1,"0147062",1,1,"0147062002"
"503","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","INTRAMUSCULAR","1",3,"0131614",1,1,"0131614001"
"504","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","INTRAVENOUS","1",3,"0131614",1,1,"0131614001"
"505","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","SUBCUTANEOUS","1",3,"0131614",1,1,"0131614001"
"506","INSULIN LISPRO 200 UNIT","INSULIN LISPRO","SOLUTION","SUBCUTANEOUS","1",1,"0131614",1,1,"0131614002"
"507","IRBESARTAN 75 MG","IRBESARTAN","TABLET","ORAL","1",19,"0131700",1,1,"0131700001"
"508","IRBESARTAN 150 MG","IRBESARTAN","TABLET","ORAL","1",20,"0131700",1,1,"0131700002"
"509","IRBESARTAN 300 MG","IRBESARTAN","TABLET","ORAL","1",19,"0131700",1,1,"0131700003"
"510","ISOSORBIDE-5-MONONITRATE 60 MG","ISOSORBIDE-5-MONONITRATE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0120456",1,1,"0120456002"
"511","LAMOTRIGINE 150 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134006"
"512","LAMOTRIGINE 100 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134001"
"513","LAMOTRIGINE 25 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134003"
"514","LAMOTRIGINE 5 MG","LAMOTRIGINE","TABLET","ORAL","1",1,"0127134",1,1,"0127134007"
"515","LAMOTRIGINE 2 MG","LAMOTRIGINE","TABLET","ORAL","1",1,"0127134",1,1,"0127134008"
"516","LANSOPRAZOLE 15 MG","LANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",11,"0127666",1,2,"0127666002, 0127666003"
"517","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",12,"0127666",1,2,"0127666001, 0127666004"
"518","LANSOPRAZOLE 15 MG","LANSOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",1,"0127666",1,1,"0127666002"
"519","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",1,"0127666",1,1,"0127666001"
"520","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","TABLET","ORAL","1",1,"0127666",1,1,"0127666001"
"521","LATANOPROST 50 MCG","LATANOPROST","SOLUTION","OPHTHALMIC","1",7,"0132916",1,2,"0132916001, 0132916002"
"522","LATANOPROST 0.05 MG","LATANOPROST","SOLUTION","OPHTHALMIC","1",1,"0132916",1,1,"0132916001"
"523","LEVETIRACETAM 250 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843001"
"524","LEVETIRACETAM 500 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843002"
"525","LEVETIRACETAM 750 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843003"
"526","LEVOFLOXACIN 250 MG","LEVOFLOXACIN","TABLET","ORAL","1",7,"0131663",1,1,"0131663003"
"527","LEVOFLOXACIN 500 MG","LEVOFLOXACIN","TABLET","ORAL","1",8,"0131663",1,1,"0131663004"
"528","LEVOFLOXACIN 750 MG","LEVOFLOXACIN","TABLET","ORAL","1",6,"0131663",1,1,"0131663005"
"529","LEVOFLOXACIN 5 MG","LEVOFLOXACIN","SOLUTION","INTRAVENOUS","1",1,"0131663",1,1,"0131663001"
"530","LISINOPRIL 5 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550003"
"531","LISINOPRIL 10 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550001"
"532","LISINOPRIL 20 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550002"
"533","LISINOPRIL 40 MG","LISINOPRIL","TABLET","ORAL","1",1,"0121550",1,1,"0121550004"
"534","LITHIUM 8 MMOL","LITHIUM","SYRUP","ORAL","1",1,"0118624",1,1,"0118624001"
"535","LORAZEPAM 1 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731001"
"536","LORAZEPAM 2 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731002"
"537","LORAZEPAM 2 MG","LORAZEPAM","TABLET","ORAL","1",8,"0110731",1,1,"0110731002"
"538","LORAZEPAM 1 MG","LORAZEPAM","TABLET","ORAL","1",8,"0110731",1,1,"0110731001"
"539","LORAZEPAM 0.5 MG","LORAZEPAM","TABLET","ORAL","1",7,"0110731",1,1,"0110731003"
"540","LORAZEPAM 0.5 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731003"
"541","LORAZEPAM 4 MG","LORAZEPAM","LIQUID","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731004"
"542","LORAZEPAM 4 MG","LORAZEPAM","LIQUID","INTRAVENOUS","1",1,"0110731",1,1,"0110731004"
"543","LORAZEPAM .5 MG","LORAZEPAM","TABLET","ORAL","1",1,"0110731",1,1,"0110731003"
"544","LORAZEPAM 1.0 MG","LORAZEPAM","TABLET","ORAL","1",1,"0110731",1,1,"0110731001"
"545","LORAZEPAM 2.0 MG","LORAZEPAM","TABLET","ORAL","1",1,"0110731",1,1,"0110731002"
"546","LORAZEPAM 4 MG","LORAZEPAM","SOLUTION","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731004"
"547","LORAZEPAM 4 MG","LORAZEPAM","SOLUTION","INTRAVENOUS","1",1,"0110731",1,1,"0110731004"
"548","LORAZEPAM 2 MG","LORAZEPAM","SOLUTION","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731002"
"549","LORAZEPAM 2 MG","LORAZEPAM","SOLUTION","INTRAVENOUS","1",1,"0110731",1,1,"0110731002"
"550","MELOXICAM 7.5 MG","MELOXICAM","TABLET","ORAL","1",11,"0131676",1,1,"0131676003"
"551","MELOXICAM 15 MG","MELOXICAM","TABLET","ORAL","1",11,"0131676",1,1,"0131676004"
"552","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",9,"0107545",1,2,"0107545002, 0107545004"
"553","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",9,"0107545",1,2,"0107545002, 0107545004"
"554","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",6,"0107545",1,1,"0107545002"
"555","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",10,"0107545",1,2,"0107545002, 0107545004"
"556","METHOTREXATE 10 MG","METHOTREXATE","TABLET","ORAL","1",1,"0107545",1,1,"0107545004"
"557","METHOTREXATE 2.5 MG","METHOTREXATE","TABLET","ORAL","1",3,"0107545",1,1,"0107545001"
"558","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",3,"0107545",1,2,"0107545004, 0107545002"
"559","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",3,"0107545",1,2,"0107545004, 0107545002"
"560","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"561","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",3,"0107545",1,2,"0107545004, 0107545002"
"562","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"563","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"564","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"565","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"566","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"567","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"568","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"569","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"570","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"571","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"572","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"573","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"574","METRONIDAZOLE 250 MG","METRONIDAZOLE","TABLET","ORAL","1",3,"0102572",1,1,"0102572001"
"575","METRONIDAZOLE 5 MG","METRONIDAZOLE","LIQUID","INTRAVENOUS","1",1,"0102572",1,1,"0102572002"
"576","METRONIDAZOLE 500 MG","METRONIDAZOLE","CAPSULE","ORAL","1",3,"0102572",1,1,"0102572003"
"577","METRONIDAZOLE 10 %","METRONIDAZOLE","CREAM","VAGINAL","1",1,"0102572",1,1,"0102572004"
"578","METRONIDAZOLE 0.75 %","METRONIDAZOLE","GEL","VAGINAL","1",1,"0102572",1,1,"0102572005"
"579","METRONIDAZOLE 0.75 %","METRONIDAZOLE","GEL","TOPICAL","1",1,"0102572",1,1,"0102572005"
"580","METRONIDAZOLE 1 %","METRONIDAZOLE","CREAM","TOPICAL","1",1,"0102572",1,1,"0102572009"
"581","METRONIDAZOLE .75 %","METRONIDAZOLE","CREAM","TOPICAL","1",1,"0102572",1,1,"0102572005"
"582","METRONIDAZOLE 5 MG","METRONIDAZOLE","SOLUTION","INTRAVENOUS","1",1,"0102572",1,1,"0102572002"
"583","METRONIDAZOLE 1 %","METRONIDAZOLE","GEL","TOPICAL","1",1,"0102572",1,1,"0102572009"
"584","MINOCYCLINE 100 MG","MINOCYCLINE","CAPSULE","ORAL","1",10,"0131309",1,1,"0131309002"
"585","MINOCYCLINE 50 MG","MINOCYCLINE","CAPSULE","ORAL","1",9,"0131309",1,1,"0131309001"
"586","MINOCYCLINE 1 MG","MINOCYCLINE","POWDER (EXTENDED RELEASE)","SUBGINGIVAL","1",1,"0131309",1,1,"0131309003"
"587","MIRTAZAPINE 30 MG","MIRTAZAPINE","TABLET","ORAL","1",12,"0143928",1,1,"0143928002"
"588","MIRTAZAPINE 15 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928001"
"589","MIRTAZAPINE 30 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928002"
"590","MIRTAZAPINE 45 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928003"
"591","MIRTAZAPINE 15 MG","MIRTAZAPINE","TABLET","ORAL","1",8,"0143928",1,1,"0143928001"
"592","MIRTAZAPINE 45 MG","MIRTAZAPINE","TABLET","ORAL","1",3,"0143928",1,1,"0143928003"
"593","MONTELUKAST 5 MG","MONTELUKAST","TABLET (CHEWABLE)","ORAL","1",15,"0133823",1,1,"0133823001"
"594","MONTELUKAST 10 MG","MONTELUKAST","TABLET","ORAL","1",17,"0133823",1,1,"0133823002"
"595","MONTELUKAST 4 MG","MONTELUKAST","TABLET (CHEWABLE)","ORAL","1",15,"0133823",1,1,"0133823003"
"596","MONTELUKAST 4 MG","MONTELUKAST","GRANULES","ORAL","1",2,"0133823",1,1,"0133823003"
"597","MOXIFLOXACIN 400 MG","MOXIFLOXACIN","TABLET","ORAL","1",10,"0142242",1,1,"0142242001"
"598","MOXIFLOXACIN 400 MG","MOXIFLOXACIN","SOLUTION","INTRAVENOUS","1",1,"0142242",1,1,"0142242002"
"599","MOXIFLOXACIN 0.5 %","MOXIFLOXACIN","SOLUTION","OPHTHALMIC","1",5,"0142242",1,1,"0142242003"
"600","NAPROXEN 500 MG","NAPROXEN","SUPPOSITORY","RECTAL","1",1,"0109634",1,1,"0109634003"
"601","NAPROXEN 750 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0109634",1,1,"0109634005"
"602","NAPROXEN 500 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",7,"0109634",1,1,"0109634003"
"603","NAPROXEN 375 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",7,"0109634",1,1,"0109634004"
"604","NAPROXEN 25 MG","NAPROXEN","SUSPENSION","ORAL","1",1,"0109634",1,1,"0109634006"
"605","NAPROXEN 250 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634001"
"606","NAPROXEN 125 MG","NAPROXEN","TABLET","ORAL","1",1,"0109634",1,1,"0109634002"
"607","NAPROXEN 500 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634003"
"608","NAPROXEN 375 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634004"
"609","NAPROXEN 375 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0109634",1,1,"0109634004"
"610","NAPROXEN 500 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0109634",1,1,"0109634003"
"611","NAPROXEN 250 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",4,"0109634",1,1,"0109634001"
"612","NIFEDIPINE 60 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0115253",1,1,"0115253005"
"613","NIFEDIPINE 30 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0115253",1,1,"0115253004"
"614","NIFEDIPINE 20 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0115253",1,1,"0115253002"
"615","NIFEDIPINE 10 MG","NIFEDIPINE","TABLET","ORAL","1",1,"0115253",1,1,"0115253001"
"616","NIFEDIPINE 5 MG","NIFEDIPINE","CAPSULE","ORAL","1",2,"0115253",1,1,"0115253003"
"617","NIFEDIPINE 10 MG","NIFEDIPINE","CAPSULE","ORAL","1",2,"0115253",1,1,"0115253001"
"618","NITROFURANTOIN 100 MG","NITROFURANTOIN","CAPSULE","ORAL","1",2,"0101480",1,1,"0101480001"
"619","NITROFURANTOIN 100 MG","NITROFURANTOIN","TABLET","ORAL","1",1,"0101480",1,1,"0101480001"
"620","NITROFURANTOIN 50 MG","NITROFURANTOIN","TABLET","ORAL","1",1,"0101480",1,1,"0101480002"
"621","NITROFURANTOIN 50 MG","NITROFURANTOIN","CAPSULE","ORAL","1",1,"0101480",1,1,"0101480002"
"622","NITROGLYCERIN 50 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615006"
