"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"1877","89289","02408147","AURO-VALSARTAN HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 320 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204004"
"1878","65570","02241900","DIOVAN-HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","NOVARTIS PHARMACEUTICALS CANADA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1879","84182","02356694","SANDOZ VALSARTAN HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1880","84210","02356996","TEVA-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1881","85182","02367009","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1882","85260","02367769","VALSARTAN-HCTZ","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1883","85895","02373734","MYLAN-VALSARTAN HCTZ","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1884","86838","02382547","APO-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1885","87042","02384736","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1886","89280","02408112","AURO-VALSARTAN HCT","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204001"
"1887","1723","00263893","UROZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","BIOMED PHARMA","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1888","2170","00341975","HYDROCHLOROTHIAZIDE TAB 25MG","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1889","4281","00326844","APO HYDRO TAB 25MG","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1890","71412","02247170","BIO-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","BIOMED PHARMA","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1891","71631","02247386","PMS-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1892","778","00021474","TEVA-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1893","84556","02360594","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1894","91079","02426196","MINT-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","HYDROCHLOROTHIAZIDE","0101048","0101048002"
"1895","76589","02280213","AVALIDE","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","SANOFI-AVENTIS CANADA INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1896","80155","02316048","TEVA-IRBESARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1897","81405","02328534","PMS-IRBESARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1898","81626","02330539","RATIO-IRBESARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1899","82303","02337444","SANDOZ IRBESARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1900","84254","02357410","ACT IRBESARTAN/HCT","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1901","84823","02363224","RAN-IRBESARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1902","85003","02365189","IRBESARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1903","85801","02372908","IRBESARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1904","87097","02385333","IRBESARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1905","87325","02387662","APO-IRBESARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1906","87827","02393026","MINT-IRBESARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1907","90282","02418258","JAMP-IRBESARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1908","93352","02447894","AURO-IRBESARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!IRBESARTAN","0240086","0240086003"
"1909","17903","02045729","ZESTORETIC TAB 20/25MG","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","ASTRAZENECA CANADA INC","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1910","74734","02261995","APO-LISINOPRIL/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1911","78309","02297752","MYLAN-LISINOPRIL HCTZ","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1912","78712","02301784","TEVA-LISINOPRIL/HCTZ (TYPE Z)","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1913","78746","02302152","TEVA-LISINOPRIL/HCTZ (TYPE P)","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1914","78771","02302381","SANDOZ LISINOPRIL HCT","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1915","84795","02362961","LISINOPRIL/HCTZ (TYPE Z)","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!LISINOPRIL","0222417","0222417002"
"1916","60692","02237369","ACCURETIC 20/25 MG","HYDROCHLOROTHIAZIDE 25 MG!QUINAPRIL 20 MG","TABLET","ORAL","PFIZER CANADA INC","HYDROCHLOROTHIAZIDE!QUINAPRIL","0231789","0231789003"
"1917","89354","02408783","APO-QUINAPRIL/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!QUINAPRIL 20 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!QUINAPRIL","0231789","0231789003"
"1918","76880","02283182","ALTACE HCT","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","TABLET","ORAL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649005"
"1919","82767","02342170","PMS-RAMIPRIL-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649005"
"1920","87391","02388375","TEVA-RAMIPRIL/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649005"
"1921","89734","02412675","RAMIPRIL-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649005"
"1922","90050","02415909","RAMIPRIL-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649005"
"1923","76879","02283174","ALTACE HCT","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 5 MG","TABLET","ORAL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649004"
"1924","82766","02342162","PMS-RAMIPRIL-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 5 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649004"
"1925","87390","02388367","TEVA-RAMIPRIL/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 5 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649004"
"1926","89733","02412667","RAMIPRIL-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 5 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!RAMIPRIL","0251649","0251649004"
"1927","80418","02318709","MICARDIS PLUS","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1928","85871","02373572","MYLAN-TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1929","86513","02379252","TEVA-TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1930","87576","02390310","TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1931","87851","02393271","ACT TELMISARTAN/HCT","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1932","87878","02393565","SANDOZ TELMISARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1933","88047","02395363","TELMISARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1934","88062","02395533","TELMISARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1935","88128","02396246","RAN-TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1936","88657","02401673","PMS-TELMISARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1937","90366","02419122","ACH-TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1938","90465","02420031","APO-TELMISARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1939","91762","02433222","TELMISARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1940","94326","02456397","AURO-TELMISARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!TELMISARTAN","0244783","0244783002"
"1941","4523","00532657","TEVA-TRIAMTERENE/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!TRIAMTERENE 50 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!TRIAMTERENE","0201052","0201052001"
"1942","5672","00441775","APO TRIAZIDE","HYDROCHLOROTHIAZIDE 25 MG!TRIAMTERENE 50 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!TRIAMTERENE","0201052","0201052001"
"1943","6390","00519367","PRO-TRIAZIDE","HYDROCHLOROTHIAZIDE 25 MG!TRIAMTERENE 50 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!TRIAMTERENE","0201052","0201052001"
"1944","71182","02246955","DIOVAN-HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","NOVARTIS PHARMACEUTICALS CANADA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1945","84184","02356716","SANDOZ VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1946","84212","02357011","TEVA-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1947","85184","02367025","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1948","85262","02367785","VALSARTAN-HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","PRO DOC LIMITEE","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1949","85897","02373750","MYLAN-VALSARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1950","86840","02382563","APO-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1951","87044","02384752","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1952","89288","02408139","AURO-VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204003"
"1953","79452","02308916","DIOVAN-HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","NOVARTIS PHARMACEUTICALS CANADA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1954","84186","02356732","SANDOZ VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1955","84214","02357046","TEVA-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1956","85186","02367041","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1957","85899","02373777","MYLAN-VALSARTAN HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1958","86842","02382598","APO-VALSARTAN/HCTZ","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1959","87046","02384779","VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1960","89290","02408155","AURO-VALSARTAN HCT","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","TABLET","ORAL","AURO PHARMA INC","HYDROCHLOROTHIAZIDE!VALSARTAN","0240204","0240204005"
"1961","1829","00263907","UROZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","BIOMED PHARMA","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1962","4280","00312800","APO HYDRO TAB 50MG","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","APOTEX INC","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1963","71413","02247171","BIO-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","BIOMED PHARMA","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1964","71632","02247387","PMS-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","PHARMASCIENCE INC","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1965","812","00021482","TEVA-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","TEVA CANADA LIMITED","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1966","84557","02360608","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","SANIS HEALTH INC","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1967","91080","02426218","MINT-HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE 50 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","HYDROCHLOROTHIAZIDE","0101048","0101048001"
"1968","15605","00878626","HYDROCORTISONE SODIUM SUCCINATE INJECTION","HYDROCORTISONE 1 G","POWDER FOR SOLUTION","INTRAMUSCULAR","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344010"
"1969","2222","00030635","SOLU-CORTEF 1 GM ACT-O-VIAL","HYDROCORTISONE 1 G","POWDER FOR SOLUTION","INTRAMUSCULAR","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344010"
"1970","15605","00878626","HYDROCORTISONE SODIUM SUCCINATE INJECTION","HYDROCORTISONE 1 G","POWDER FOR SOLUTION","INTRAVENOUS","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344010"
"1971","2222","00030635","SOLU-CORTEF 1 GM ACT-O-VIAL","HYDROCORTISONE 1 G","POWDER FOR SOLUTION","INTRAVENOUS","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344010"
"1972","432","00030910","CORTEF TABLETS 10MG","HYDROCORTISONE 10 MG","TABLET","ORAL","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344002"
"1973","18968","02112736","CORTENEMA","HYDROCORTISONE 100 MG","ENEMA","RECTAL","APTALIS PHARMA CANADA ULC","HYDROCORTISONE","0106344","0106344009"
"1974","15608","00872520","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 100 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344003"
"1975","2219","00030600","SOLU-CORTEF 100 MG ACT-O-VIAL","HYDROCORTISONE 100 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344003"
"1976","15608","00872520","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 100 MG","POWDER FOR SOLUTION","INTRAVENOUS","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344003"
"1977","2219","00030600","SOLU-CORTEF 100 MG ACT-O-VIAL","HYDROCORTISONE 100 MG","POWDER FOR SOLUTION","INTRAVENOUS","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344003"
"1978","5472","00595799","EMO CORT CREAM 2.5%","HYDROCORTISONE 2.5 %","CREAM","TOPICAL","GLAXOSMITHKLINE INC","HYDROCORTISONE","0106344","0106344008"
"1979","5413","00595802","EMO CORT LOTION 2.5%","HYDROCORTISONE 2.5 %","LOTION","TOPICAL","GLAXOSMITHKLINE INC","HYDROCORTISONE","0106344","0106344008"
"1980","433","00030929","CORTEF TABLETS 20 MG","HYDROCORTISONE 20 MG","TABLET","ORAL","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344013"
"1981","15607","00872539","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 250 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344004"
"1982","2220","00030619","SOLU-CORTEF 250 MG ACT-O-VIAL","HYDROCORTISONE 250 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344004"
"1983","15607","00872539","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 250 MG","POWDER FOR SOLUTION","INTRAVENOUS","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344004"
"1984","2220","00030619","SOLU-CORTEF 250 MG ACT-O-VIAL","HYDROCORTISONE 250 MG","POWDER FOR SOLUTION","INTRAVENOUS","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344004"
"1985","15606","00878618","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 500 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344011"
"1986","2221","00030627","SOLU-CORTEF 500 MG ACT-O-VIAL","HYDROCORTISONE 500 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344011"
"1987","15606","00878618","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION","HYDROCORTISONE 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","TEVA CANADA LIMITED","HYDROCORTISONE","0106344","0106344011"
"1988","2221","00030627","SOLU-CORTEF 500 MG ACT-O-VIAL","HYDROCORTISONE 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","PFIZER CANADA INC","HYDROCORTISONE","0106344","0106344011"
"1989","86244","02376857","CALDOLOR","IBUPROFEN 100 MG","SOLUTION","INTRAVENOUS","ALVEDA PHARMACEUTICALS INC","IBUPROFEN","0108883","0108883008"
"1990","51742","02232297","CHILDREN'S ADVIL","IBUPROFEN 100 MG","SUSPENSION","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883005"
"1991","66076","02242365","CHILDREN'S MOTRIN SUSPENSION","IBUPROFEN 100 MG","SUSPENSION","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883005"
"1992","76585","02280175","CHILDREN'S IBUPROFEN SUSPENSION","IBUPROFEN 100 MG","SUSPENSION","ORAL","PERRIGO INTERNATIONAL","IBUPROFEN","0108883","0108883005"
