"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"421","HYDROCHLOROTHIAZIDE 25 MG!IRBESARTAN 300 MG","HYDROCHLOROTHIAZIDE!IRBESARTAN","TABLET","ORAL","2",14,"0240086",1,1,"0240086003"
"422","HYDROCHLOROTHIAZIDE 12.5 MG!LISINOPRIL 10 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417003"
"423","HYDROCHLOROTHIAZIDE 12.5 MG!LISINOPRIL 20 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417001"
"424","HYDROCHLOROTHIAZIDE 25 MG!LISINOPRIL 20 MG","HYDROCHLOROTHIAZIDE!LISINOPRIL","TABLET","ORAL","2",7,"0222417",1,1,"0222417002"
"425","HYDROCHLOROTHIAZIDE 12.5 MG!QUINAPRIL 10 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789001"
"426","HYDROCHLOROTHIAZIDE 12.5 MG!QUINAPRIL 20 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789002"
"427","HYDROCHLOROTHIAZIDE 25 MG!QUINAPRIL 20 MG","HYDROCHLOROTHIAZIDE!QUINAPRIL","TABLET","ORAL","2",2,"0231789",1,1,"0231789003"
"428","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 2.5 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",3,"0251649",1,1,"0251649002"
"429","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 5 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",5,"0251649",1,1,"0251649001"
"430","HYDROCHLOROTHIAZIDE 12.5 MG!RAMIPRIL 10 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",5,"0251649",1,1,"0251649003"
"431","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 5 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",4,"0251649",1,1,"0251649004"
"432","HYDROCHLOROTHIAZIDE 25 MG!RAMIPRIL 10 MG","HYDROCHLOROTHIAZIDE!RAMIPRIL","TABLET","ORAL","2",5,"0251649",1,1,"0251649005"
"433","HYDROCHLOROTHIAZIDE 12.5 MG!TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",14,"0244783",1,1,"0244783001"
"434","HYDROCHLOROTHIAZIDE 25 MG!TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE!TELMISARTAN","TABLET","ORAL","2",14,"0244783",1,1,"0244783002"
"435","HYDROCHLOROTHIAZIDE 25 MG!TRIAMTERENE 50 MG","HYDROCHLOROTHIAZIDE!TRIAMTERENE","TABLET","ORAL","2",3,"0201052",1,1,"0201052001"
"436","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 80 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204001"
"437","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 160 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204002"
"438","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 160 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",9,"0240204",1,1,"0240204003"
"439","HYDROCHLOROTHIAZIDE 12.5 MG!VALSARTAN 320 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",8,"0240204",1,1,"0240204004"
"440","HYDROCHLOROTHIAZIDE 25 MG!VALSARTAN 320 MG","HYDROCHLOROTHIAZIDE!VALSARTAN","TABLET","ORAL","2",8,"0240204",1,1,"0240204005"
"441","HYDROCORTISONE 1 G","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344010"
"442","HYDROCORTISONE 1 G","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344010"
"443","HYDROCORTISONE 500 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344011"
"444","HYDROCORTISONE 500 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344011"
"445","HYDROCORTISONE 250 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344004"
"446","HYDROCORTISONE 250 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344004"
"447","HYDROCORTISONE 100 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0106344",1,1,"0106344003"
"448","HYDROCORTISONE 100 MG","HYDROCORTISONE","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0106344",1,1,"0106344003"
"449","HYDROCORTISONE 100 MG","HYDROCORTISONE","ENEMA","RECTAL","1",1,"0106344",1,1,"0106344009"
"450","HYDROCORTISONE 10 MG","HYDROCORTISONE","TABLET","ORAL","1",1,"0106344",1,1,"0106344002"
"451","HYDROCORTISONE 20 MG","HYDROCORTISONE","TABLET","ORAL","1",1,"0106344",1,1,"0106344013"
"452","HYDROCORTISONE 2.5 %","HYDROCORTISONE","LOTION","TOPICAL","1",1,"0106344",1,1,"0106344008"
"453","HYDROCORTISONE 2.5 %","HYDROCORTISONE","CREAM","TOPICAL","1",1,"0106344",1,1,"0106344008"
"454","IBUPROFEN 200 MG","IBUPROFEN","TABLET","ORAL","1",16,"0108883",1,1,"0108883004"
"455","IBUPROFEN 400 MG","IBUPROFEN","TABLET","ORAL","1",16,"0108883",1,1,"0108883002"
"456","IBUPROFEN 600 MG","IBUPROFEN","TABLET","ORAL","1",3,"0108883",1,1,"0108883003"
"457","IBUPROFEN 100 MG","IBUPROFEN","SUSPENSION","ORAL","1",5,"0108883",1,1,"0108883005"
"458","IBUPROFEN 300 MG","IBUPROFEN","TABLET","ORAL","1",3,"0108883",1,1,"0108883001"
"459","IBUPROFEN 40 MG","IBUPROFEN","SUSPENSION","ORAL","1",3,"0108883",1,1,"0108883007"
"460","IBUPROFEN 200 MG","IBUPROFEN","CAPSULE","ORAL","1",4,"0108883",1,1,"0108883004"
"461","IBUPROFEN 100 MG","IBUPROFEN","TABLET (CHEWABLE)","ORAL","1",2,"0108883",1,1,"0108883008"
"462","IBUPROFEN 50 MG","IBUPROFEN","TABLET","ORAL","1",1,"0108883",1,1,"0108883009"
"463","IBUPROFEN 100 MG","IBUPROFEN","TABLET","ORAL","1",1,"0108883",1,1,"0108883008"
"464","IBUPROFEN 400 MG","IBUPROFEN","CAPSULE","ORAL","1",8,"0108883",1,1,"0108883002"
"465","IBUPROFEN 100 MG","IBUPROFEN","SOLUTION","INTRAVENOUS","1",1,"0108883",1,1,"0108883008"
"466","IBUPROFEN 600 MG","IBUPROFEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0108883",1,1,"0108883003"
"467","INDAPAMIDE 2.5 MG","INDAPAMIDE","TABLET","ORAL","1",11,"0115402",1,1,"0115402001"
"468","INDAPAMIDE 1.25 MG","INDAPAMIDE","TABLET","ORAL","1",10,"0115402",1,1,"0115402002"
"469","INDOMETHACIN 100 MG","INDOMETHACIN","SUPPOSITORY","RECTAL","1",2,"0101832",1,1,"0101832003"
"470","INDOMETHACIN 25 MG","INDOMETHACIN","CAPSULE","ORAL","1",2,"0101832",1,1,"0101832001"
"471","INDOMETHACIN 50 MG","INDOMETHACIN","CAPSULE","ORAL","1",2,"0101832",1,1,"0101832002"
"472","INDOMETHACIN 50 MG","INDOMETHACIN","SUPPOSITORY","RECTAL","1",1,"0101832",1,1,"0101832002"
"473","INSULIN ASPART 100 UNIT","INSULIN ASPART","SOLUTION","SUBCUTANEOUS","1",3,"0144802",1,1,"0144802001"
"474","INSULIN DETEMIR 100 UNIT","INSULIN DETEMIR","SOLUTION","SUBCUTANEOUS","1",2,"0151541",1,1,"0151541001"
"475","INSULIN GLARGINE 100 UNIT","INSULIN GLARGINE","SOLUTION","SUBCUTANEOUS","1",5,"0147062",1,1,"0147062001"
"476","INSULIN GLARGINE 300 UNIT","INSULIN GLARGINE","SOLUTION","SUBCUTANEOUS","1",1,"0147062",1,1,"0147062002"
"477","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","INTRAMUSCULAR","1",3,"0131614",1,1,"0131614001"
"478","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","INTRAVENOUS","1",3,"0131614",1,1,"0131614001"
"479","INSULIN LISPRO 100 UNIT","INSULIN LISPRO","SOLUTION","SUBCUTANEOUS","1",3,"0131614",1,1,"0131614001"
"480","INSULIN LISPRO 200 UNIT","INSULIN LISPRO","SOLUTION","SUBCUTANEOUS","1",1,"0131614",1,1,"0131614002"
"481","IRBESARTAN 75 MG","IRBESARTAN","TABLET","ORAL","1",19,"0131700",1,1,"0131700001"
"482","IRBESARTAN 150 MG","IRBESARTAN","TABLET","ORAL","1",20,"0131700",1,1,"0131700002"
"483","IRBESARTAN 300 MG","IRBESARTAN","TABLET","ORAL","1",19,"0131700",1,1,"0131700003"
"484","ISOSORBIDE-5-MONONITRATE 60 MG","ISOSORBIDE-5-MONONITRATE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0120456",1,1,"0120456002"
"485","LAMOTRIGINE 150 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134006"
"486","LAMOTRIGINE 100 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134001"
"487","LAMOTRIGINE 25 MG","LAMOTRIGINE","TABLET","ORAL","1",10,"0127134",1,1,"0127134003"
"488","LAMOTRIGINE 5 MG","LAMOTRIGINE","TABLET","ORAL","1",1,"0127134",1,1,"0127134007"
"489","LAMOTRIGINE 2 MG","LAMOTRIGINE","TABLET","ORAL","1",1,"0127134",1,1,"0127134008"
"490","LANSOPRAZOLE 15 MG","LANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",11,"0127666",1,2,"0127666002, 0127666003"
"491","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",12,"0127666",1,2,"0127666001, 0127666004"
"492","LANSOPRAZOLE 15 MG","LANSOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",1,"0127666",1,1,"0127666002"
"493","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",1,"0127666",1,1,"0127666001"
"494","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","TABLET","ORAL","1",1,"0127666",1,1,"0127666001"
"495","LATANOPROST 50 MCG","LATANOPROST","SOLUTION","OPHTHALMIC","1",7,"0132916",1,2,"0132916001, 0132916002"
"496","LATANOPROST 0.05 MG","LATANOPROST","SOLUTION","OPHTHALMIC","1",1,"0132916",1,1,"0132916001"
"497","LEVETIRACETAM 250 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843001"
"498","LEVETIRACETAM 500 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843002"
"499","LEVETIRACETAM 750 MG","LEVETIRACETAM","TABLET","ORAL","1",15,"0148843",1,1,"0148843003"
"500","LEVOFLOXACIN 250 MG","LEVOFLOXACIN","TABLET","ORAL","1",7,"0131663",1,1,"0131663003"
"501","LEVOFLOXACIN 500 MG","LEVOFLOXACIN","TABLET","ORAL","1",8,"0131663",1,1,"0131663004"
"502","LEVOFLOXACIN 750 MG","LEVOFLOXACIN","TABLET","ORAL","1",6,"0131663",1,1,"0131663005"
"503","LEVOFLOXACIN 5 MG","LEVOFLOXACIN","SOLUTION","INTRAVENOUS","1",1,"0131663",1,1,"0131663001"
"504","LISINOPRIL 5 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550003"
"505","LISINOPRIL 10 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550001"
"506","LISINOPRIL 20 MG","LISINOPRIL","TABLET","ORAL","1",16,"0121550",1,1,"0121550002"
"507","LISINOPRIL 40 MG","LISINOPRIL","TABLET","ORAL","1",1,"0121550",1,1,"0121550004"
"508","LITHIUM 8 MMOL","LITHIUM","SYRUP","ORAL","1",1,"0118624",1,1,"0118624001"
"509","LORAZEPAM 1 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731001"
"510","LORAZEPAM 2 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731002"
"511","LORAZEPAM 2 MG","LORAZEPAM","TABLET","ORAL","1",9,"0110731",1,1,"0110731002"
"512","LORAZEPAM 1 MG","LORAZEPAM","TABLET","ORAL","1",9,"0110731",1,1,"0110731001"
"513","LORAZEPAM 0.5 MG","LORAZEPAM","TABLET","ORAL","1",8,"0110731",1,1,"0110731003"
"514","LORAZEPAM 0.5 MG","LORAZEPAM","TABLET","SUBLINGUAL","1",2,"0110731",1,1,"0110731003"
"515","LORAZEPAM 4 MG","LORAZEPAM","LIQUID","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731004"
"516","LORAZEPAM 4 MG","LORAZEPAM","LIQUID","INTRAVENOUS","1",1,"0110731",1,1,"0110731004"
"517","LORAZEPAM 4 MG","LORAZEPAM","SOLUTION","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731004"
"518","LORAZEPAM 4 MG","LORAZEPAM","SOLUTION","INTRAVENOUS","1",1,"0110731",1,1,"0110731004"
"519","LORAZEPAM 2 MG","LORAZEPAM","SOLUTION","INTRAMUSCULAR","1",1,"0110731",1,1,"0110731002"
"520","LORAZEPAM 2 MG","LORAZEPAM","SOLUTION","INTRAVENOUS","1",1,"0110731",1,1,"0110731002"
"521","MELOXICAM 7.5 MG","MELOXICAM","TABLET","ORAL","1",11,"0131676",1,1,"0131676003"
"522","MELOXICAM 15 MG","MELOXICAM","TABLET","ORAL","1",11,"0131676",1,1,"0131676004"
"523","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",9,"0107545",1,2,"0107545002, 0107545004"
"524","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",9,"0107545",1,2,"0107545002, 0107545004"
"525","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",6,"0107545",1,1,"0107545002"
"526","METHOTREXATE 25 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",10,"0107545",1,2,"0107545002, 0107545004"
"527","METHOTREXATE 10 MG","METHOTREXATE","TABLET","ORAL","1",1,"0107545",1,1,"0107545004"
"528","METHOTREXATE 2.5 MG","METHOTREXATE","TABLET","ORAL","1",3,"0107545",1,1,"0107545001"
"529","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",3,"0107545",1,2,"0107545004, 0107545002"
"530","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",3,"0107545",1,2,"0107545004, 0107545002"
"531","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"532","METHOTREXATE 10 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",3,"0107545",1,2,"0107545004, 0107545002"
"533","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"534","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"535","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"536","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"537","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"538","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"539","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRA-ARTERIAL","1",2,"0107545",1,2,"0107545004, 0107545002"
"540","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRAMUSCULAR","1",2,"0107545",1,2,"0107545004, 0107545002"
"541","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRAVENOUS","1",2,"0107545",1,2,"0107545004, 0107545002"
"542","METHOTREXATE 7.5 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"543","METHOTREXATE 15 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"544","METHOTREXATE 20 MG","METHOTREXATE","SOLUTION","INTRATHECAL","1",1,"0107545",1,1,"0107545002"
"545","METRONIDAZOLE 250 MG","METRONIDAZOLE","TABLET","ORAL","1",3,"0102572",1,1,"0102572001"
"546","METRONIDAZOLE 5 MG","METRONIDAZOLE","LIQUID","INTRAVENOUS","1",1,"0102572",1,1,"0102572002"
"547","METRONIDAZOLE 500 MG","METRONIDAZOLE","CAPSULE","ORAL","1",3,"0102572",1,1,"0102572003"
"548","METRONIDAZOLE 10 %","METRONIDAZOLE","CREAM","VAGINAL","1",1,"0102572",1,1,"0102572004"
"549","METRONIDAZOLE 0.75 %","METRONIDAZOLE","GEL","VAGINAL","1",1,"0102572",1,1,"0102572005"
"550","METRONIDAZOLE 0.75 %","METRONIDAZOLE","GEL","TOPICAL","1",1,"0102572",1,1,"0102572005"
"551","METRONIDAZOLE 1 %","METRONIDAZOLE","CREAM","TOPICAL","1",1,"0102572",1,1,"0102572009"
"552","METRONIDAZOLE 0.75 %","METRONIDAZOLE","CREAM","TOPICAL","1",1,"0102572",1,1,"0102572005"
"553","METRONIDAZOLE 5 MG","METRONIDAZOLE","SOLUTION","INTRAVENOUS","1",1,"0102572",1,1,"0102572002"
"554","METRONIDAZOLE 1 %","METRONIDAZOLE","GEL","TOPICAL","1",1,"0102572",1,1,"0102572009"
"555","MINOCYCLINE 100 MG","MINOCYCLINE","CAPSULE","ORAL","1",10,"0131309",1,1,"0131309002"
"556","MINOCYCLINE 50 MG","MINOCYCLINE","CAPSULE","ORAL","1",9,"0131309",1,1,"0131309001"
"557","MINOCYCLINE 1 MG","MINOCYCLINE","POWDER (EXTENDED RELEASE)","SUBGINGIVAL","1",1,"0131309",1,1,"0131309003"
"558","MIRTAZAPINE 30 MG","MIRTAZAPINE","TABLET","ORAL","1",12,"0143928",1,1,"0143928002"
"559","MIRTAZAPINE 15 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928001"
"560","MIRTAZAPINE 30 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928002"
"561","MIRTAZAPINE 45 MG","MIRTAZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0143928",1,1,"0143928003"
"562","MIRTAZAPINE 15 MG","MIRTAZAPINE","TABLET","ORAL","1",8,"0143928",1,1,"0143928001"
"563","MIRTAZAPINE 45 MG","MIRTAZAPINE","TABLET","ORAL","1",3,"0143928",1,1,"0143928003"
"564","MONTELUKAST 5 MG","MONTELUKAST","TABLET (CHEWABLE)","ORAL","1",15,"0133823",1,1,"0133823001"
"565","MONTELUKAST 10 MG","MONTELUKAST","TABLET","ORAL","1",17,"0133823",1,1,"0133823002"
"566","MONTELUKAST 4 MG","MONTELUKAST","TABLET (CHEWABLE)","ORAL","1",15,"0133823",1,1,"0133823003"
"567","MONTELUKAST 4 MG","MONTELUKAST","GRANULES","ORAL","1",2,"0133823",1,1,"0133823003"
"568","MOXIFLOXACIN 400 MG","MOXIFLOXACIN","TABLET","ORAL","1",10,"0142242",1,1,"0142242001"
"569","MOXIFLOXACIN 400 MG","MOXIFLOXACIN","SOLUTION","INTRAVENOUS","1",1,"0142242",1,1,"0142242002"
"570","MOXIFLOXACIN 0.5 %","MOXIFLOXACIN","SOLUTION","OPHTHALMIC","1",5,"0142242",1,1,"0142242003"
"571","NAPROXEN 500 MG","NAPROXEN","SUPPOSITORY","RECTAL","1",1,"0109634",1,1,"0109634003"
"572","NAPROXEN 750 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",2,"0109634",1,1,"0109634005"
"573","NAPROXEN 500 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",7,"0109634",1,1,"0109634003"
"574","NAPROXEN 375 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",7,"0109634",1,1,"0109634004"
"575","NAPROXEN 25 MG","NAPROXEN","SUSPENSION","ORAL","1",1,"0109634",1,1,"0109634006"
"576","NAPROXEN 250 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634001"
"577","NAPROXEN 125 MG","NAPROXEN","TABLET","ORAL","1",1,"0109634",1,1,"0109634002"
"578","NAPROXEN 500 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634003"
"579","NAPROXEN 375 MG","NAPROXEN","TABLET","ORAL","1",4,"0109634",1,1,"0109634004"
"580","NAPROXEN 375 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0109634",1,1,"0109634004"
"581","NAPROXEN 500 MG","NAPROXEN","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0109634",1,1,"0109634003"
"582","NAPROXEN 250 MG","NAPROXEN","TABLET (ENTERIC-COATED)","ORAL","1",4,"0109634",1,1,"0109634001"
"583","NIFEDIPINE 60 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0115253",1,1,"0115253005"
"584","NIFEDIPINE 30 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0115253",1,1,"0115253004"
"585","NIFEDIPINE 20 MG","NIFEDIPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0115253",1,1,"0115253002"
"586","NIFEDIPINE 10 MG","NIFEDIPINE","TABLET","ORAL","1",1,"0115253",1,1,"0115253001"
"587","NIFEDIPINE 5 MG","NIFEDIPINE","CAPSULE","ORAL","1",2,"0115253",1,1,"0115253003"
"588","NIFEDIPINE 10 MG","NIFEDIPINE","CAPSULE","ORAL","1",2,"0115253",1,1,"0115253001"
"589","NITROFURANTOIN 100 MG","NITROFURANTOIN","CAPSULE","ORAL","1",2,"0101480",1,1,"0101480001"
"590","NITROFURANTOIN 100 MG","NITROFURANTOIN","TABLET","ORAL","1",1,"0101480",1,1,"0101480001"
"591","NITROFURANTOIN 50 MG","NITROFURANTOIN","TABLET","ORAL","1",1,"0101480",1,1,"0101480002"
"592","NITROFURANTOIN 50 MG","NITROFURANTOIN","CAPSULE","ORAL","1",1,"0101480",1,1,"0101480002"
"593","NITROGLYCERIN 50 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615006"
"594","NITROGLYCERIN 1 MG","NITROGLYCERIN","LIQUID","INTRAVENOUS","1",1,"0103615",1,1,"0103615004"
"595","NITROGLYCERIN 5 MG","NITROGLYCERIN","LIQUID","INTRAVENOUS","1",1,"0103615",1,1,"0103615007"
"596","NITROGLYCERIN 80 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"597","NITROGLYCERIN 120 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"598","NITROGLYCERIN 40 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"599","NITROGLYCERIN 2 %","NITROGLYCERIN","OINTMENT","TOPICAL","1",1,"0103615",1,1,"0103615018"
"600","NITROGLYCERIN 0.6 MG","NITROGLYCERIN","TABLET","SUBLINGUAL","1",1,"0103615",1,1,"0103615022"
"601","NITROGLYCERIN 0.3 MG","NITROGLYCERIN","TABLET","SUBLINGUAL","1",1,"0103615",1,1,"0103615002"
"602","NITROGLYCERIN 160 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"603","NITROGLYCERIN 75 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615010"
"604","NITROGLYCERIN 5 MG","NITROGLYCERIN","SOLUTION","INTRAVENOUS","1",1,"0103615",1,1,"0103615007"
"605","NITROGLYCERIN 54 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"606","NITROGLYCERIN 36 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"607","NITROGLYCERIN 22.4 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615023"
"608","NITROGLYCERIN 44.8 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615024"
"609","NITROGLYCERIN 67.2 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615025"
"610","NITROGLYCERIN 0.4 MG","NITROGLYCERIN","METERED-DOSE PUMP","SUBLINGUAL","1",3,"0103615",1,1,"0103615009"
"611","NITROGLYCERIN 0.4 MG","NITROGLYCERIN","METERED-DOSE AEROSOL","SUBLINGUAL","1",1,"0103615",1,1,"0103615009"
"612","NITROGLYCERIN 18 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"613","NITROGLYCERIN 20.7 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"614","NITROGLYCERIN 41.4 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"615","NITROGLYCERIN 62.2 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"616","NITROGLYCERIN 82.9 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"617","NITROGLYCERIN 25 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615006"
"618","NORETHINDRONE 0.35 MG","NORETHINDRONE","TABLET","ORAL","1",3,"0106372",1,1,"0106372001"
"619","NORTRIPTYLINE 10 MG","NORTRIPTYLINE","CAPSULE","ORAL","1",4,"0102630",1,1,"0102630002"
"620","NORTRIPTYLINE 25 MG","NORTRIPTYLINE","CAPSULE","ORAL","1",4,"0102630",1,1,"0102630001"
"621","NYSTATIN 1E+05 UNIT","NYSTATIN","SUSPENSION","ORAL","1",3,"0105858",1,1,"0105858002"
"622","NYSTATIN 100 UNIT","NYSTATIN","SUSPENSION","ORAL","1",1,"0105858",1,1,"0105858001"
