"","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"3130","LAMIVUDINE 100 MG","TABLET","ORAL","1",2,"0128157",1,1,"0128157003"
"3131","LAMIVUDINE 5 MG","SOLUTION","ORAL","1",1,"0128157",1,1,"0128157004"
"3132","HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE 10 MCG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0153511",1,1,"0153511001"
"3133","GRAMICIDIN 0.25 MG|LIDOCAINE HYDROCHLORIDE 50 MG|POLYMYXIN B 10000 UNIT","CREAM","TOPICAL","3",2,"0301291",1,1,"0301291001"
"3134","MEASLES VIRUS VACCINE LIVE ATTENUATED 1000 UNIT|MUMPS VIRUS VACCINE LIVE ATTENUATED 10000 UNIT|RUBELLA VIRUS VACCINE LIVE ATTENUATED 1000 UNIT|WATER 0.5 ML","KIT","SUBCUTANEOUS","4",1,"0431514",1,1,"0431514003"
"3135","MEASLES VIRUS VACCINE LIVE ATTENUATED 1000 UNIT|MUMPS VIRUS VACCINE LIVE ATTENUATED 10000 UNIT|RUBELLA VIRUS VACCINE LIVE ATTENUATED 1000 UNIT|WATER 0.5 ML","POWDER FOR SOLUTION","SUBCUTANEOUS","4",1,"0431514",1,1,"0431514003"
"3136","LAMIVUDINE 150 MG|ZIDOVUDINE 300 MG","TABLET","ORAL","2",4,"0235460",1,1,"0235460001"
"3137","DIAZOXIDE 100 MG","CAPSULE","ORAL","1",1,"0108984",1,1,"0108984003"
"3138","POLYMYXIN B SULFATE 10000 UNIT|TRIMETHOPRIM 1 MG","SOLUTION","OPHTHALMIC","2",1,"0234280",1,1,"0234280001"
"3139","TRANDOLAPRIL 4 MG","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524004"
"3140","OCTINOXATE 6 %|ZINC OXIDE 3 %","LOTION","TOPICAL","2",1,"0216792",1,1,"0216792004"
"3141","FLUNISOLIDE 0.25 MG","METERED-DOSE PUMP","NASAL","1",1,"0112482",1,1,"0112482001"
"3142","TRICLOSAN 0.30 %","LIQUID","TOPICAL","1",1,"0108865",1,1,"0108865003"
"3143","BENZALKONIUM CHLORIDE 0.13 %","LIQUID","TOPICAL","1",2,"0104993",1,1,"0104993016"
"3144","OCTREOTIDE 10 MG","POWDER","INTRAMUSCULAR","1",1,"0121548",1,1,"0121548005"
"3145","OCTREOTIDE 20 MG","POWDER","INTRAMUSCULAR","1",1,"0121548",1,1,"0121548006"
"3146","OCTREOTIDE 30 MG","POWDER","INTRAMUSCULAR","1",1,"0121548",1,1,"0121548007"
"3147","TRYPTOPHAN 250 MG","TABLET","ORAL","1",1,"0111038",1,1,"0111038004"
"3148","TRYPTOPHAN 750 MG","TABLET","ORAL","1",1,"0111038",1,1,"0111038005"
"3149","TRIPELENNAMINE HYDROCHLORIDE 2 %","CREAM","TOPICAL","1",1,"0107437",1,1,"0107437001"
"3150","CHLORDIAZEPOXIDE HYDROCHLORIDE 5 MG|CLIDINIUM BROMIDE 2.5 MG","CAPSULE","ORAL","2",2,"0200614",1,1,"0200614001"
"3151","ONDANSETRON 4 MG","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0131120",1,1,"0131120003"
"3152","ONDANSETRON 8 MG","TABLET (ORALLY DISINTEGRATING)","ORAL","1",2,"0131120",1,1,"0131120001"
"3153","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER 10000 UNIT","LIQUID","INTRACUTANEOUS","1",1,"0135661",1,1,"0135661001"
"3154","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER 10000 UNIT","LIQUID","SUBCUTANEOUS","1",1,"0135661",1,1,"0135661001"
"3155","ACETIC ACID 8.11 G|CALCIUM CHLORIDE 6.24 G|DEXTROSE 90 G|MAGNESIUM CHLORIDE 3.21 G|POTASSIUM CHLORIDE 3.35 G|SODIUM CHLORIDE 268 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386406"
"3156","ACETIC ACID 10.8 G|CALCIUM CHLORIDE 7.49 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 10.1 G|SODIUM CHLORIDE 263 G","SOLUTION","DIALYSIS","5",1,"0516888",1,1,"0516888155"
"3157","ACETIC ACID 8.11 G|CALCIUM CHLORIDE 6.24 G|DEXTROSE 90 G|MAGNESIUM CHLORIDE 3.21 G|POTASSIUM CHLORIDE 10.1 G|SODIUM CHLORIDE 268 G","SOLUTION","DIALYSIS","6",1,"0617386",1,1,"0617386408"
"3158","TOLNAFTATE 10 MG","LIQUID","TOPICAL","1",1,"0102537",1,1,"0102537001"
"3159","IMIQUIMOD 5 %","CREAM","TOPICAL","1",2,"0135820",1,1,"0135820001"
"3160","BENZYDAMINE HYDROCHLORIDE 1.5 MG","LIQUID","BUCCAL","1",1,"0113801",1,1,"0113801001"
"3161","TOBRAMYCIN 3 MG","LIQUID","OPHTHALMIC","1",1,"0110230",1,1,"0110230005"
"3162","MICONAZOLE NITRATE 1200 MG|MICONAZOLE NITRATE 2 %","SUPPOSITORY","TOPICAL","2",1,"0217970",1,1,"0217970004"
"3163","MICONAZOLE NITRATE 1200 MG|MICONAZOLE NITRATE 2 %","SUPPOSITORY","VAGINAL","2",1,"0217970",1,1,"0217970004"
"3164","MICONAZOLE NITRATE 1200 MG|MICONAZOLE NITRATE 2 %","CREAM","TOPICAL","2",1,"0217970",1,1,"0217970004"
"3165","MICONAZOLE NITRATE 1200 MG|MICONAZOLE NITRATE 2 %","CREAM","VAGINAL","2",1,"0217970",1,1,"0217970004"
"3166","MICONAZOLE NITRATE 1200 MG","SUPPOSITORY","VAGINAL","1",1,"0110272",1,1,"0110272005"
"3167","CITALOPRAM 20 MG","TABLET","ORAL","1",27,"0136243",1,1,"0136243001"
"3168","CITALOPRAM 40 MG","TABLET","ORAL","1",27,"0136243",1,1,"0136243002"
"3169","PANTOPRAZOLE 40 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",5,"0133229",1,1,"0133229001"
"3170","IPRATROPIUM BROMIDE 0.30 MG","LIQUID","INHALATION","1",1,"0115643",1,1,"0115643005"
"3171","CLIOQUINOL 3 %|FLUMETHASONE PIVALATE 0.02 %","CREAM","TOPICAL","2",1,"0204579",1,1,"0204579001"
"3172","PETROLATUM 95.96 %","CREAM","TOPICAL","1",1,"0108784",1,1,"0108784007"
"3173","TOBRAMYCIN 300 MG","SOLUTION","INHALATION","1",2,"0110230",1,1,"0110230004"
"3174","HOMOSALATE 14.5 %|OCTINOXATE 7.4 %|OXYBENZONE 5.9 %","OINTMENT","TOPICAL","3",1,"0327932",1,1,"0327932002"
"3175","METOPROLOL TARTRATE 100 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",4,"0111923",1,1,"0111923003"
"3176","TESTOSTERONE 12.2 MG","PATCH","TRANSDERMAL","1",1,"0106405",1,1,"0106405003"
"3177","METHACHOLINE CHLORIDE 100 MG","POWDER FOR SOLUTION","INHALATION","1",2,"0136042",1,1,"0136042001"
"3178","MODAFINIL 100 MG","TABLET","ORAL","1",6,"0136083",1,1,"0136083001"
"3179","CHARCOAL ACTIVATED 50 G","SUSPENSION","ORAL","1",2,"0106680",1,2,"0106680029, 0106680002"
"3180","GABAPENTIN 600 MG","TABLET","ORAL","1",14,"0125929",1,1,"0125929004"
"3181","GABAPENTIN 800 MG","TABLET","ORAL","1",14,"0125929",1,1,"0125929005"
"3182","MUPIROCIN 2 %","CREAM","TOPICAL","1",1,"0117081",1,1,"0117081001"
"3183","SILDENAFIL 25 MG","TABLET","ORAL","1",11,"0136261",1,1,"0136261001"
"3184","SILDENAFIL 50 MG","TABLET","ORAL","1",12,"0136261",1,1,"0136261002"
"3185","SILDENAFIL 100 MG","TABLET","ORAL","1",17,"0136261",1,1,"0136261003"
"3186","OCTINOXATE 7.3 %|OXYBENZONE 5 %","LOTION","TOPICAL","2",1,"0216932",1,1,"0216932052"
"3187","ACETAMINOPHEN 500 MG|PAMABROM 25 MG|PYRILAMINE MALEATE 15 MG","TABLET","ORAL","3",4,"0316117",1,1,"0316117002"
"3188","LEUPROLIDE ACETATE 30 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0116959",1,1,"0116959007"
"3189","LEUPROLIDE ACETATE 11.25 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0116959",1,1,"0116959003"
"3190","AMIODARONE HYDROCHLORIDE 200 MG","TABLET","ORAL","1",11,"0118593",1,1,"0118593001"
"3191","FEXOFENADINE HYDROCHLORIDE 60 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 120 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0236381",1,1,"0236381001"
"3192","EFAVIRENZ 50 MG","CAPSULE","ORAL","1",1,"0137031",1,1,"0137031001"
"3193","EFAVIRENZ 200 MG","CAPSULE","ORAL","1",1,"0137031",1,1,"0137031003"
"3194","TOPIRAMATE 15 MG","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938007"
"3195","TOPIRAMATE 25 MG","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938001"
"3196","REPAGLINIDE 0.5 MG","TABLET","ORAL","1",7,"0137035",1,1,"0137035001"
"3197","REPAGLINIDE 1.0 MG","TABLET","ORAL","1",4,"0137035",1,1,"0137035002"
"3198","REPAGLINIDE 2.0 MG","TABLET","ORAL","1",4,"0137035",1,1,"0137035003"
"3199","CELECOXIB 100 MG","CAPSULE","ORAL","1",21,"0137043",1,1,"0137043001"
"3200","CELECOXIB 200 MG","CAPSULE","ORAL","1",21,"0137043",1,1,"0137043002"
"3201","KETOROLAC TROMETHAMINE 30 MG","LIQUID","INTRAMUSCULAR","1",2,"0121995",1,1,"0121995002"
"3202","ALUMINUM DIACETATE 0.35 %|BENZETHONIUM CHLORIDE 0.023 %","POWDER","TOPICAL","2",1,"0204382",1,1,"0204382001"
"3203","AZITHROMYCIN 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",5,"0126072",1,2,"0126072006, 0126072008"
"3204","EPINEPHRINE 0.02 MG|LIDOCAINE HYDROCHLORIDE 20 MG","LIQUID","SUBCUTANEOUS","2",1,"0201284",1,1,"0201284004"
"3205","TRIPTORELIN 3.75 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0137103",1,1,"0137103001"
"3206","TRICLOSAN 1 %","LOTION","TOPICAL","1",1,"0108865",1,1,"0108865007"
"3207","FLUORESCEIN SODIUM 250 MG","LIQUID","INTRAVENOUS","1",1,"0107752",1,1,"0107752001"
"3208","EPINEPHRINE 0.01 MG|LIDOCAINE HYDROCHLORIDE 20 MG","LIQUID","SUBCUTANEOUS","2",1,"0201284",1,1,"0201284005"
"3209","CALCIUM CHLORIDE 0.48 MG|MAGNESIUM CHLORIDE 0.3 MG|POTASSIUM CHLORIDE 0.75 MG|SODIUM ACETATE 3.9 MG|SODIUM CHLORIDE 6.4 MG|SODIUM CITRATE 1.7 MG","SOLUTION","IRRIGATION","6",1,"0600055",1,1,"0600055001"
"3210","PHENYLEPHRINE HYDROCHLORIDE 2.5 %","SOLUTION","OPHTHALMIC","1",1,"0100662",1,1,"0100662002"
"3211","CALAMINE 3.0 %|PRAMOXINE HYDROCHLORIDE 1.0 %","LOTION","TOPICAL","2",1,"0225523",1,1,"0225523001"
"3212","DORZOLAMIDE 20 MG|TIMOLOL 5 MG","SOLUTION","OPHTHALMIC","2",11,"0237301",1,1,"0237301001"
"3213","NADROPARIN CALCIUM 19000 UNIT","SOLUTION","INTRAVENOUS","1",3,"0131662",1,1,"0131662002"
"3214","NADROPARIN CALCIUM 19000 UNIT","SOLUTION","SUBCUTANEOUS","1",3,"0131662",1,1,"0131662002"
"3215","LAMOTRIGINE 5 MG","TABLET","ORAL","1",1,"0127134",1,1,"0127134007"
"3216","CHLORAMPHENICOL 0.5 MG","LIQUID","OPHTHALMIC","1",1,"0151341",1,1,"0151341017"
"3217","OXYCODONE HYDROCHLORIDE 20 MG","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0107552",1,1,"0107552001"
"3218","PREDNISOLONE ACETATE 5 MG|SULFACETAMIDE SODIUM 100 MG","SOLUTION","OPHTHALMIC","2",1,"0206094",1,1,"0206094002"
"3219","CALCIUM CHLORIDE 0.048 %|MAGNESIUM CHLORIDE 0.03 %|POTASSIUM CHLORIDE 0.075 %|SODIUM ACETATE TRIHYDRATE 0.39 %|SODIUM CHLORIDE 0.64 %|SODIUM CITRATE DIHYDRATE 0.17 %","SOLUTION","OPHTHALMIC","6",1,"0639602",1,1,"0639602001"
"3220","COAL TAR 1.25 %","GEL","TOPICAL","1",1,"0107207",1,1,"0107207019"
"3221","MACROGOL 236 G|POTASSIUM CHLORIDE 2.97 G|SODIUM BICARBONATE 6.74 G|SODIUM CHLORIDE 5.86 G|SODIUM SULFATE 22.74 G","POWDER FOR SOLUTION","ORAL","5",1,"0516978",1,1,"0516978001"
"3222","WARFARIN SODIUM 3 MG","TABLET","ORAL","1",4,"0104597",1,1,"0104597007"
"3223","WARFARIN SODIUM 6 MG","TABLET","ORAL","1",3,"0104597",1,1,"0104597008"
"3224","DIMENHYDRINATE 50.0 MG","TABLET","ORAL","1",1,"0102747",1,1,"0102747004"
"3225","DIPHTHERIA TOXOID 2 LF|FILAMENTOUS HAEMAGGLUTININ 5 MCG|FIMBRIAE TYPES 2 AND 3 5 MCG|PERTACTIN 3 MCG|PERTUSSIS TOXOID 2.5 MCG|TETANUS TOXOID 5 LF","SUSPENSION","INTRAMUSCULAR","6",1,"0652741",1,1,"0652741001"
"3226","FLUOCINONIDE 0.5 MG","CREAM","TOPICAL","1",1,"0106313",1,1,"0106313001"
"3227","MIDAZOLAM 1 MG","SOLUTION","INTRAMUSCULAR","1",7,"0119935",1,1,"0119935002"
"3228","MIDAZOLAM 1 MG","SOLUTION","INTRAVENOUS","1",7,"0119935",1,1,"0119935002"
"3229","MIDAZOLAM 5 MG","SOLUTION","INTRAMUSCULAR","1",6,"0119935",1,1,"0119935001"
"3230","MIDAZOLAM 5 MG","SOLUTION","INTRAVENOUS","1",6,"0119935",1,1,"0119935001"
"3231","INSULIN LISPRO 25 UNIT|INSULIN LISPRO PROTAMINE SUSPENSION 75 UNIT","SUSPENSION","SUBCUTANEOUS","2",2,"0242161",1,1,"0242161001"
"3232","INSULIN LISPRO 50 UNIT|INSULIN LISPRO PROTAMINE SUSPENSION 50 UNIT","SUSPENSION","SUBCUTANEOUS","2",2,"0242161",1,1,"0242161002"
"3233","ORLISTAT 120 MG","CAPSULE","ORAL","1",1,"0137562",1,1,"0137562001"
"3234","ALFACALCIDOL 2 MCG","DROPS","ORAL","1",1,"0135700",1,1,"0135700005"
"3235","BEZAFIBRATE 200 MG","TABLET","ORAL","1",1,"0122820",1,1,"0122820002"
"3236","TRYPTOPHAN 500 MG","CAPSULE","ORAL","1",4,"0111038",1,1,"0111038003"
"3237","FOSFOMYCIN 3 G","POWDER","ORAL","1",1,"0137036",1,1,"0137036001"
"3238","ANETHOLE TRITHIONE 25.0 MG","TABLET","ORAL","1",1,"0107863",1,1,"0107863001"
"3239","MYCOPHENOLATE MOFETIL 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0128158",1,1,"0128158002"
"3240","EPTIFIBATIDE 0.75 MG","SOLUTION","INTRAVENOUS","1",2,"0137621",1,1,"0137621001"
"3241","EPTIFIBATIDE 2 MG","SOLUTION","INTRAVENOUS","1",2,"0137621",1,1,"0137621002"
"3242","CHLORHEXIDINE GLUCONATE 2.0 %|ISOPROPYL ALCOHOL 70 %","SOLUTION","TOPICAL (HOSPITAL/HC FACILITIES)","2",1,"0213979",1,1,"0213979006"
"3243","ABACAVIR 300 MG","TABLET","ORAL","1",2,"0137623",1,1,"0137623001"
"3244","ABACAVIR 20 MG","SOLUTION","ORAL","1",1,"0137623",1,1,"0137623002"
"3245","POLYMYXIN B SULFATE 10000 UNIT|TRIMETHOPRIM 1 MG","LIQUID","OPHTHALMIC","2",1,"0234280",1,1,"0234280001"
"3246","PROCYCLIDINE HYDROCHLORIDE 5 MG","TABLET","ORAL","1",1,"0107590",1,1,"0107590001"
"3247","PROCYCLIDINE HYDROCHLORIDE 2.5 MG","TABLET","ORAL","1",1,"0107590",1,1,"0107590003"
"3248","EPROSARTAN 400 MG","TABLET","ORAL","1",1,"0137701",1,1,"0137701002"
"3249","FENTANYL 50 MCG","LIQUID","INTRAMUSCULAR","1",2,"0123302",1,2,"0123302002, 0123302011"
"3250","FENTANYL 50 MCG","LIQUID","INTRAVENOUS","1",2,"0123302",1,2,"0123302002, 0123302011"
"3251","FENTANYL 50 MCG","LIQUID","EPIDURAL","1",2,"0123302",1,2,"0123302002, 0123302011"
"3252","DEXTROSE 50 MG|POTASSIUM CHLORIDE 3 MG","SOLUTION","INTRAVENOUS","2",1,"0200305",1,1,"0200305003"
"3253","BISMUTH SUBSALICYLATE 262 MG|CALCIUM CARBONATE 675 MG","TABLET","ORAL","2",1,"0211863",1,1,"0211863004"
"3254","IPRATROPIUM BROMIDE 0.3 MG","LIQUID","INHALATION","1",1,"0115643",1,1,"0115643005"
"3255","IPRATROPIUM BROMIDE 0.3 MG","LIQUID","NASAL","1",1,"0115643",1,1,"0115643005"
"3256","RIZATRIPTAN 5 MG","TABLET (ORALLY DISINTEGRATING)","ORAL","1",13,"0137841",1,1,"0137841001"
"3257","RIZATRIPTAN 10 MG","TABLET (ORALLY DISINTEGRATING)","ORAL","1",15,"0137841",1,1,"0137841002"
"3258","RIZATRIPTAN 10 MG","TABLET","ORAL","1",8,"0137841",1,1,"0137841002"
"3259","CHLORHEXIDINE GLUCONATE 0.12 %","MOUTHWASH/GARGLE","ORAL","1",2,"0107629",1,1,"0107629007"
"3260","MINERAL OIL 7.00 %|PETROLATUM 10.00 %","CREAM","TOPICAL","2",1,"0236766",1,1,"0236766010"
"3261","OXYBUTYNIN CHLORIDE 2.5 MG","TABLET","ORAL","1",2,"0114692",1,1,"0114692003"
"3262","RISPERIDONE 0.25 MG","TABLET","ORAL","1",16,"0124332",1,1,"0124332006"
"3263","RISPERIDONE 0.5 MG","TABLET","ORAL","1",10,"0124332",1,1,"0124332007"
"3264","BACITRACIN ZINC 500 UNIT|GRAMICIDIN 0.25 MG|LIDOCAINE 50 MG|POLYMYXIN B 10000 UNIT","OINTMENT","TOPICAL","4",1,"0437904",1,1,"0437904001"
"3265","HYDROCORTISONE ACETATE 5 MG|ZINC SULFATE 5 MG","OINTMENT","RECTAL","2",2,"0214222",1,2,"0214222003, 0214222001"
"3266","BUSULFAN 6 MG","SOLUTION","INTRAVENOUS","1",1,"0103273",1,1,"0103273002"
"3267","PROTAMINE SULFATE 10 MG","LIQUID","INTRAVENOUS","1",1,"0107652",1,1,"0107652001"
"3268","PENICILLIN V POTASSIUM 480000 UNIT","TABLET","ORAL","1",1,"0105897",1,1,"0105897008"
"3269","PENICILLIN V POTASSIUM 200000 UNIT","POWDER FOR SOLUTION","ORAL","1",1,"0105897",1,1,"0105897002"
"3270","COAL TAR 0.50 %","SHAMPOO","TOPICAL","1",1,"0107207",1,1,"0107207001"
"3271","PENICILLIN V POTASSIUM 480000 UNIT","POWDER FOR SOLUTION","ORAL","1",1,"0105897",1,1,"0105897009"
"3272","CLOXACILLIN SODIUM 125 MG","POWDER FOR SOLUTION","ORAL","1",1,"0105904",1,1,"0105904003"
"3273","CHLORHEXIDINE GLUCONATE 0.5 %|ISOPROPYL ALCOHOL 70.0 %","LIQUID","TOPICAL","2",1,"0213979",1,1,"0213979002"
"3274","TRASTUZUMAB 440 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0154252",1,1,"0154252001"
"3275","INTERFERON ALFA-2B 15000000 UNIT","LIQUID","SUBCUTANEOUS","1",1,"0118647",1,1,"0118647005"
"3276","INTERFERON ALFA-2B 25000000 UNIT","LIQUID","SUBCUTANEOUS","1",1,"0118647",1,1,"0118647006"
"3277","INTERFERON ALFA-2B 50000000 UNIT","LIQUID","SUBCUTANEOUS","1",1,"0118647",1,1,"0118647007"
"3278","OCTINOXATE 7.5 %|OCTISALATE 3.0 %|OXYBENZONE 3.0 %","OINTMENT","TOPICAL","3",1,"0318802",1,1,"0318802009"
"3279","TIROFIBAN 5 MG","SOLUTION","INTRAVENOUS","1",1,"0138141",1,1,"0138141002"
"3280","INOSINE PRANOBEX 500 MG","TABLET","ORAL","1",1,"0137182",1,1,"0137182001"
"3281","EPOETIN ALFA 40000 UNIT","SOLUTION","INTRAVENOUS","1",1,"0126696",1,1,"0126696007"
"3282","EPOETIN ALFA 40000 UNIT","SOLUTION","SUBCUTANEOUS","1",1,"0126696",1,1,"0126696007"
"3283","OCTINOXATE 7.5 %|OXYBENZONE 2 %","STICK","TOPICAL","2",1,"0216932",1,1,"0216932015"
"3284","BUSERELIN 9.45 MG","IMPLANT","SUBCUTANEOUS","1",1,"0117891",1,1,"0117891003"
"3285","OCTINOXATE 3 %","EMULSION","TOPICAL","1",1,"0116791",1,1,"0116791003"
"3286","MISOPROSTOL 100 MCG","TABLET","ORAL","1",2,"0116767",1,1,"0116767002"
"3287","MISOPROSTOL 200 MCG","TABLET","ORAL","1",2,"0116767",1,1,"0116767001"
"3288","TELMISARTAN 40 MG","TABLET","ORAL","1",15,"0138223",1,1,"0138223001"
"3289","TELMISARTAN 80 MG","TABLET","ORAL","1",15,"0138223",1,1,"0138223002"
"3290","CEFOXITIN 10 G","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0113134",1,1,"0113134003"
"3291","CEFOXITIN 10 G","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0113134",1,1,"0113134003"
"3292","ALCOHOL ANHYDROUS 70 %|CHLORHEXIDINE GLUCONATE 0.5 %","LIQUID","TOPICAL","2",1,"0220398",1,1,"0220398003"
"3293","CALCIUM CHLORIDE 257 MG|ICODEXTRIN 75 G|MAGNESIUM CHLORIDE 51 MG|SODIUM CHLORIDE 5.35 G|SODIUM LACTATE 4.48 G","SOLUTION","INTRAPERITONEAL","5",1,"0538301",1,1,"0538301002"
"3294","FLUTICASONE PROPIONATE 100 MCG|SALMETEROL 50 MCG","POWDER","INHALATION","2",1,"0238341",1,1,"0238341001"
"3295","FLUTICASONE PROPIONATE 250 MCG|SALMETEROL 50 MCG","POWDER","INHALATION","2",1,"0238341",1,1,"0238341002"
"3296","FLUTICASONE PROPIONATE 500 MCG|SALMETEROL 50 MCG","POWDER","INHALATION","2",1,"0238341",1,1,"0238341003"
"3297","ZANAMIVIR 5 MG","POWDER","INHALATION","1",1,"0138401",1,1,"0138401001"
"3298","ZANAMIVIR 5 MG","POWDER","ORAL","1",1,"0138401",1,1,"0138401001"
"3299","NABUMETONE 750 MG","TABLET","ORAL","1",1,"0122821",1,1,"0122821002"
"3300","TRANDOLAPRIL 2 MG|VERAPAMIL HYDROCHLORIDE 240 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0233661",1,1,"0233661005"
"3301","BENZOCAINE 18 %|TETRACAINE HYDROCHLORIDE 2 %","SPRAY","TOPICAL","2",1,"0204973",1,1,"0204973001"
"3302","HYDROCHLOROTHIAZIDE 25 MG|LOSARTAN POTASSIUM 100 MG","TABLET","ORAL","2",13,"0233168",1,1,"0233168002"
"3303","PROGESTERONE 8 %","GEL","VAGINAL","1",1,"0106327",1,1,"0106327006"
"3304","VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED 2000 UNIT|WATER 0.5 ML","POWDER FOR SOLUTION","SUBCUTANEOUS","2",1,"0252481",1,1,"0252481001"
"3305","GADOBUTROL 604.72 MG","SOLUTION","INTRAVENOUS","1",1,"0138761",1,1,"0138761002"
"3306","TEMOZOLOMIDE 5 MG","CAPSULE","ORAL","1",4,"0138781",1,1,"0138781001"
"3307","TEMOZOLOMIDE 20 MG","CAPSULE","ORAL","1",4,"0138781",1,1,"0138781002"
"3308","TEMOZOLOMIDE 100 MG","CAPSULE","ORAL","1",4,"0138781",1,1,"0138781003"
"3309","TEMOZOLOMIDE 250 MG","CAPSULE","ORAL","1",4,"0138781",1,1,"0138781004"
"3310","ROSIGLITAZONE 2 MG","TABLET","ORAL","1",1,"0138802",1,1,"0138802002"
"3311","ROSIGLITAZONE 4 MG","TABLET","ORAL","1",1,"0138802",1,1,"0138802003"
"3312","ROSIGLITAZONE 8 MG","TABLET","ORAL","1",1,"0138802",1,1,"0138802004"
"3313","CYTARABINE 10 MG","SUSPENSION","INTRATHECAL","1",1,"0108854",1,1,"0108854007"
"3314","ETOPOSIDE 20 MG","SOLUTION","INTRAVENOUS","1",2,"0114567",1,1,"0114567002"
"3315","ACETYLSALICYLIC ACID 330 MG|BUTALBITAL 50 MG|CAFFEINE 40 MG|CODEINE PHOSPHATE 15 MG","CAPSULE","ORAL","4",3,"0401238",1,1,"0401238002"
"3316","TOBRAMYCIN 10 MG","LIQUID","INTRAMUSCULAR","1",1,"0110230",1,1,"0110230002"
"3317","TOBRAMYCIN 10 MG","LIQUID","INTRAVENOUS","1",1,"0110230",1,1,"0110230002"
"3318","TOBRAMYCIN 40 MG","LIQUID","INTRAMUSCULAR","1",2,"0110230",1,1,"0110230001"
"3319","TOBRAMYCIN 40 MG","LIQUID","INTRAVENOUS","1",2,"0110230",1,1,"0110230001"
"3320","AVOBENZONE 2 %|OCTINOXATE 7.5 %|OCTISALATE 5 %","CREAM","TOPICAL","3",3,"0331813",1,1,"0331813003"
"3321","AVOBENZONE 3.0 %|OCTOCRYLENE 10 %|TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 1.0 %|TITANIUM DIOXIDE 2.2 %","LOTION","TOPICAL","4",1,"0433039",1,1,"0433039011"
"3322","DIPHTHERIA TOXOID 30 UNIT|FILAMENTOUS HAEMAGGLUTININ 25 MCG|INACTIVATED POLIOVIRUS TYPE I 40 UNIT|INACTIVATED POLIOVIRUS TYPE II 8 UNIT|INACTIVATED POLIOVIRUS TYPE III 32 UNIT|PERTACTIN 8 MCG|PERTUSSIS TOXOID 25 MCG|TETANUS TOXOID 40 UNIT","SUSPENSION","INTRAMUSCULAR","8",1,"0839081",1,1,"0839081001"
"3323","SERTRALINE 25.0 MG","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417003"
"3324","SERTRALINE 50.0 MG","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417001"
"3325","SERTRALINE 100.0 MG","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417002"
"3326","BIOTIN 10 MCG|CHOLINE BITARTRATE 70 MG|CHROMIUM 20 MCG|D-PANTOTHENIC ACID 50 MG|DL-METHIONINE 25 MG|FOLIC ACID 0.04 MG|INOSITOL 5 MG|IODINE 0.025 MG|MAGNESIUM 40 MG|MANGANESE 0.5 MG|NICOTINAMIDE 5 MG|NICOTINIC ACID 5 MG|POTASSIUM 40 MG|SELENIUM 25 MCG|VITAMIN A 4000 UNIT|VITAMIN B1 20 MG|VITAMIN B12 25 MCG|VITAMIN B2 5 MG|VITAMIN B6 15 MG|VITAMIN C 100 MG|VITAMIN C 300 MG|VITAMIN E 65 UNIT|ZINC 3 MG","TABLET","ORAL","23",1,"2339241",1,1,"2339241002"
"3327","IFOSFAMIDE 3 G","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0120706",1,1,"0120706001"
"3328","IFOSFAMIDE 1 G","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0120706",1,1,"0120706002"
"3329","METHADONE HYDROCHLORIDE 10 MG","LIQUID","ORAL","1",2,"0144621",1,1,"0144621001"
