"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"462","5954",1,"BUTAMBEN","BUTAMBEN","BUTAMBEN"
"463","8625",1,"PAROMOMYCIN (PAROMOMYCIN SULFATE)","PAROMOMYCIN","PAROMOMYCIN SULFATE"
"464","9751",1,"HEXACHLOROPHENE","HEXACHLOROPHENE","HEXACHLOROPHENE"
"465","1298",1,"ISOSORBIDE-5-MONONITRATE","ISOSORBIDE-5-MONONITRATE","ISOSORBIDE-5-MONONITRATE"
"466","11313",1,"GONADORELIN (GONADORELIN ACETATE)","GONADORELIN","GONADORELIN ACETATE"
"467","232",1,"PERINDOPRIL ERBUMINE","PERINDOPRIL ERBUMINE","PERINDOPRIL ERBUMINE"
"468","8626",1,"FRAMYCETIN SULFATE","FRAMYCETIN SULFATE","FRAMYCETIN SULFATE"
"469","1399",1,"LITHIUM (LITHIUM CITRATE)","LITHIUM","LITHIUM CITRATE"
"470","1945",2,"IPRATROPIUM BROMIDE|IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE)","IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE MONOHYDRATE"
"471","20246",1,"PHENAZOPYRIDINE HYDROCHLORIDE","PHENAZOPYRIDINE HYDROCHLORIDE","PHENAZOPYRIDINE HYDROCHLORIDE"
"472","2099",1,"NADOLOL","NADOLOL","NADOLOL"
"473","949",1,"BEZAFIBRATE","BEZAFIBRATE","BEZAFIBRATE"
"474","8566",1,"RIFAMPIN","RIFAMPIN","RIFAMPIN"
"475","1921",1,"TIAPROFENIC ACID","TIAPROFENIC ACID","TIAPROFENIC ACID"
"476","238",1,"LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE"
"477","2089",1,"CALCIUM POLYSTYRENE SULFONATE","CALCIUM POLYSTYRENE SULFONATE","CALCIUM POLYSTYRENE SULFONATE"
"478","13337",1,"TROMETAMOL","TROMETAMOL","TROMETAMOL"
"479","1076",1,"POTASSIUM ACETATE","POTASSIUM ACETATE","POTASSIUM ACETATE"
"480","5253",1,"MAGNESIUM ACETATE","MAGNESIUM ACETATE","MAGNESIUM ACETATE"
"481","9366",1,"ERGONOVINE MALEATE","ERGONOVINE MALEATE","ERGONOVINE MALEATE"
"482","8138",1,"SULFASALAZINE","SULFASALAZINE","SULFASALAZINE"
"483","9969",1,"DEXTRAN","DEXTRAN","DEXTRAN"
"484","4028",1,"SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE"
"485","349",1,"ROCURONIUM BROMIDE","ROCURONIUM BROMIDE","ROCURONIUM BROMIDE"
"486","13144",1,"CYCLOSPORIN","CYCLOSPORIN","CYCLOSPORIN"
"487","1203",1,"SODIUM IOXITALAMATE","SODIUM IOXITALAMATE","SODIUM IOXITALAMATE"
"488","271",1,"MEGLUMINE IOXITALAMATE","MEGLUMINE IOXITALAMATE","MEGLUMINE IOXITALAMATE"
"489","1755",1,"CARBOPLATIN","CARBOPLATIN","CARBOPLATIN"
"490","2167",1,"METOPROLOL TARTRATE","METOPROLOL TARTRATE","METOPROLOL TARTRATE"
"491","6425",1,"DICYCLOMINE HYDROCHLORIDE","DICYCLOMINE HYDROCHLORIDE","DICYCLOMINE HYDROCHLORIDE"
"492","1381",1,"FENOFIBRATE","FENOFIBRATE","FENOFIBRATE"
"493","1226",1,"OLSALAZINE SODIUM","OLSALAZINE SODIUM","OLSALAZINE SODIUM"
"494","10135",1,"CHLORTHALIDONE","CHLORTHALIDONE","CHLORTHALIDONE"
"495","2041",1,"ATENOLOL","ATENOLOL","ATENOLOL"
"496","7530",1,"CORTISONE ACETATE","CORTISONE ACETATE","CORTISONE ACETATE"
"497","2474",2,"NALOXONE HYDROCHLORIDE|NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)","NALOXONE HYDROCHLORIDE","NALOXONE HYDROCHLORIDE DIHYDRATE"
"498","1960",1,"INDAPAMIDE","INDAPAMIDE","INDAPAMIDE"
"499","1988",1,"TRANEXAMIC ACID","TRANEXAMIC ACID","TRANEXAMIC ACID"
"500","8316",1,"RIFABUTIN","RIFABUTIN","RIFABUTIN"
"501","9449",1,"THIOGUANINE","THIOGUANINE","THIOGUANINE"
"502","5201",1,"OXETACAINE","OXETACAINE","OXETACAINE"
"503","11389",1,"LEUCOVORIN (LEUCOVORIN CALCIUM)","LEUCOVORIN","LEUCOVORIN CALCIUM"
"504","2252",1,"FENOTEROL HYDROBROMIDE","FENOTEROL HYDROBROMIDE","FENOTEROL HYDROBROMIDE"
"505","9401",2,"PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)|PENTAZOCINE (PENTAZOCINE LACTATE)","PENTAZOCINE","PENTAZOCINE HYDROCHLORIDE|PENTAZOCINE LACTATE"
"506","269",1,"DALTEPARIN SODIUM","DALTEPARIN SODIUM","DALTEPARIN SODIUM"
"507","5937",1,"PYRAZINAMIDE","PYRAZINAMIDE","PYRAZINAMIDE"
"508","3033",1,"SODIUM LAURYL SULFOACETATE","SODIUM LAURYL SULFOACETATE","SODIUM LAURYL SULFOACETATE"
"509","9192",1,"SORBITOL","SORBITOL","SORBITOL"
"510","278",1,"ALDESLEUKIN","ALDESLEUKIN","ALDESLEUKIN"
"511","9118",1,"MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE"
"512","3336",1,"PRIMAQUINE PHOSPHATE","PRIMAQUINE PHOSPHATE","PRIMAQUINE PHOSPHATE"
"513","10040",1,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE"
"514","6214",1,"INDIGO CARMINE","INDIGO CARMINE","INDIGO CARMINE"
"515","5920",1,"INDOCYANINE GREEN","INDOCYANINE GREEN","INDOCYANINE GREEN"
"516","215",1,"DEXRAZOXANE","DEXRAZOXANE","DEXRAZOXANE"
"517","3289",1,"SOYBEAN OIL","SOYBEAN OIL","SOYBEAN OIL"
"518","2274",1,"MAPROTILINE HYDROCHLORIDE","MAPROTILINE HYDROCHLORIDE","MAPROTILINE HYDROCHLORIDE"
"519","954",1,"OFLOXACIN","OFLOXACIN","OFLOXACIN"
"520","20259",1,"EPIRUBICIN HYDROCHLORIDE","EPIRUBICIN HYDROCHLORIDE","EPIRUBICIN HYDROCHLORIDE"
"521","180",1,"LANSOPRAZOLE","LANSOPRAZOLE","LANSOPRAZOLE"
"522","2497",1,"PANCURONIUM BROMIDE","PANCURONIUM BROMIDE","PANCURONIUM BROMIDE"
"523","2118",1,"COLESTIPOL HYDROCHLORIDE","COLESTIPOL HYDROCHLORIDE","COLESTIPOL HYDROCHLORIDE"
"524","755",1,"AVOBENZONE","AVOBENZONE","AVOBENZONE"
"525","9900",1,"CETALKONIUM CHLORIDE","CETALKONIUM CHLORIDE","CETALKONIUM CHLORIDE"
"526","4955",1,"CHOLINE","CHOLINE","CHOLINE"
"527","4959",1,"INOSITOL","INOSITOL","INOSITOL"
"528","5898",1,"PIPRADROL HYDROCHLORIDE","PIPRADROL HYDROCHLORIDE","PIPRADROL HYDROCHLORIDE"
"529","10123",1,"DROPERIDOL","DROPERIDOL","DROPERIDOL"
"530","6438",1,"PIPERONYL BUTOXIDE","PIPERONYL BUTOXIDE","PIPERONYL BUTOXIDE"
"531","6441",1,"PYRETHRINS","PYRETHRINS","PYRETHRINS"
"532","7419",2,"ESTRADIOL|ESTRADIOL (ESTRADIOL HEMIHYDRATE)","ESTRADIOL","ESTRADIOL HEMIHYDRATE"
"533","1353",1,"N-ACETYL-L-TYROSINE","N-ACETYL-L-TYROSINE","N-ACETYL-L-TYROSINE"
"534","8872",1,"GLUTAMIC ACID","GLUTAMIC ACID","GLUTAMIC ACID"
"535","9397",1,"L-ASPARTIC ACID","L-ASPARTIC ACID","L-ASPARTIC ACID"
"536","942",1,"L-PHENYLALANINE","L-PHENYLALANINE","L-PHENYLALANINE"
"537","943",1,"L-LEUCINE","L-LEUCINE","L-LEUCINE"
"538","2298",1,"DOXORUBICIN HYDROCHLORIDE","DOXORUBICIN HYDROCHLORIDE","DOXORUBICIN HYDROCHLORIDE"
"539","250",1,"IODIXANOL","IODIXANOL","IODIXANOL"
"540","1769",1,"D&C RED NO. 28","D&C RED NO. 28","D&C RED NO. 28"
"541","1997",1,"FLUPENTIXOL DECANOATE","FLUPENTIXOL DECANOATE","FLUPENTIXOL DECANOATE"
"542","11347",1,"FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)","FLUPENTIXOL","FLUPENTIXOL DIHYDROCHLORIDE"
"543","6598",1,"PILOCARPINE NITRATE","PILOCARPINE NITRATE","PILOCARPINE NITRATE"
"544","7490",1,"LEVONORGESTREL","LEVONORGESTREL","LEVONORGESTREL"
"545","156",1,"FAMCICLOVIR","FAMCICLOVIR","FAMCICLOVIR"
"546","11163",1,"TIMOLOL (TIMOLOL MALEATE)","TIMOLOL","TIMOLOL MALEATE"
"547","2048",1,"SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE"
"548","450",1,"BUFFER SOLUTION","BUFFER SOLUTION","BUFFER SOLUTION"
"549","3980",1,"ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL"
"550","2115",3,"VALPROIC ACID|VALPROIC ACID (DIVALPROEX SODIUM)|VALPROIC ACID (SODIUM VALPROATE)","VALPROIC ACID","DIVALPROEX SODIUM|SODIUM VALPROATE"
"551","5643",1,"DIMERCAPROL","DIMERCAPROL","DIMERCAPROL"
"552","285",1,"DANAPAROID SODIUM","DANAPAROID SODIUM","DANAPAROID SODIUM"
"553","7567",1,"BECLOMETHASONE DIPROPIONATE","BECLOMETHASONE DIPROPIONATE","BECLOMETHASONE DIPROPIONATE"
"554","2963",1,"ALANINE","ALANINE","ALANINE"
"555","233",1,"LEVOCARNITINE","LEVOCARNITINE","LEVOCARNITINE"
"556","9388",1,"ALLOPURINOL","ALLOPURINOL","ALLOPURINOL"
"557","18176",1,"CALCIUM SACCHARATE","CALCIUM SACCHARATE","CALCIUM SACCHARATE"
"558","4808",1,"CALCIUM GLUCONATE","CALCIUM GLUCONATE","CALCIUM GLUCONATE"
"559","157",1,"DOCETAXEL","DOCETAXEL","DOCETAXEL"
"560","6618",1,"ISONIAZID","ISONIAZID","ISONIAZID"
"561","2007",1,"BROMAZEPAM","BROMAZEPAM","BROMAZEPAM"
"562","6750",1,"CODEINE (CODEINE MONOHYDRATE, Codeine Sulfate Trihydrate)","CODEINE","CODEINE MONOHYDRATE, Codeine Sulfate Trihydrate"
"563","671",1,"CALCIUM CARBONATE","CALCIUM CARBONATE","CALCIUM CARBONATE"
"564","1966",1,"NIFEDIPINE","NIFEDIPINE","NIFEDIPINE"
"565","2331",1,"NEON","NEON","NEON"
"566","3854",1,"NON POLLEN","NON POLLEN","NON POLLEN"
"567","5183",1,"POLLEN","POLLEN","POLLEN"
"568","144",1,"LOSARTAN POTASSIUM","LOSARTAN POTASSIUM","LOSARTAN POTASSIUM"
"569","11254",1,"CEFOXITIN (CEFOXITIN SODIUM)","CEFOXITIN","CEFOXITIN SODIUM"
"570","619",1,"TINZAPARIN SODIUM","TINZAPARIN SODIUM","TINZAPARIN SODIUM"
"571","188",2,"CEFPROZIL|CEFPROZIL (CEFPROZIL MONOHYDRATE)","CEFPROZIL","CEFPROZIL MONOHYDRATE"
"572","7534",1,"MEGESTROL ACETATE","MEGESTROL ACETATE","MEGESTROL ACETATE"
"573","172",1,"INTERFERON BETA-1B","INTERFERON BETA-1B","INTERFERON BETA-1B"
"574","6760",1,"COLCHICINE","COLCHICINE","COLCHICINE"
"575","5917",1,"BRETYLIUM TOSYLATE","BRETYLIUM TOSYLATE","BRETYLIUM TOSYLATE"
"576","9702",1,"PROCAINAMIDE HYDROCHLORIDE","PROCAINAMIDE HYDROCHLORIDE","PROCAINAMIDE HYDROCHLORIDE"
"577","2103",1,"ESTRAMUSTINE PHOSPHATE SODIUM","ESTRAMUSTINE PHOSPHATE SODIUM","ESTRAMUSTINE PHOSPHATE SODIUM"
"578","4732",1,"ADENOSINE","ADENOSINE","ADENOSINE"
"579","5881",1,"PROTAMINE SULFATE","PROTAMINE SULFATE","PROTAMINE SULFATE"
"580","5913",1,"DEQUALINIUM CHLORIDE","DEQUALINIUM CHLORIDE","DEQUALINIUM CHLORIDE"
"581","7526",1,"FLUDROCORTISONE 21-ACETATE","FLUDROCORTISONE 21-ACETATE","FLUDROCORTISONE 21-ACETATE"
"582","169",1,"SEVOFLURANE","SEVOFLURANE","SEVOFLURANE"
"583","11180",1,"CEFAZOLIN (CEFAZOLIN SODIUM)","CEFAZOLIN","CEFAZOLIN SODIUM"
"584","118",2,"MYCOPHENOLATE MOFETIL|MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL HYDROCHLORIDE"
"585","7516",2,"TETRACOSACTIDE|TETRACOSACTIDE (Tetracosactide zinc hydroxide)","TETRACOSACTIDE","Tetracosactide zinc hydroxide"
"586","135",1,"GANCICLOVIR (GANCICLOVIR SODIUM)","GANCICLOVIR","GANCICLOVIR SODIUM"
"587","2953",1,"CYTARABINE","CYTARABINE","CYTARABINE"
"588","5325",1,"LEVOTHYROXINE SODIUM","LEVOTHYROXINE SODIUM","LEVOTHYROXINE SODIUM"
"589","122",1,"LAMIVUDINE","LAMIVUDINE","LAMIVUDINE"
"590","1255",1,"OCTREOTIDE (OCTREOTIDE ACETATE)","OCTREOTIDE","OCTREOTIDE ACETATE"
"591","141",1,"BICALUTAMIDE","BICALUTAMIDE","BICALUTAMIDE"
"592","917",1,"ACARBOSE","ACARBOSE","ACARBOSE"
"593","5900",2,"METHOTREXATE|METHOTREXATE (METHOTREXATE SODIUM)","METHOTREXATE","METHOTREXATE SODIUM"
"594","7644",1,"PORFIMER SODIUM","PORFIMER SODIUM","PORFIMER SODIUM"
"595","8541",1,"VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","VANCOMYCIN","VANCOMYCIN HYDROCHLORIDE"
"596","1250",2,"OMEPRAZOLE|OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)","OMEPRAZOLE","OMEPRAZOLE MAGNESIUM"
"597","4182",1,"CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE"
"598","5895",1,"VINCRISTINE SULFATE","VINCRISTINE SULFATE","VINCRISTINE SULFATE"
"599","7436",1,"ESTERIFIED ESTROGENS","ESTERIFIED ESTROGENS","ESTERIFIED ESTROGENS"
"600","214",1,"BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE","BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE","BCG"
"601","11096",1,"RANITIDINE (RANITIDINE HYDROCHLORIDE)","RANITIDINE","RANITIDINE HYDROCHLORIDE"
"602","11371",1,"SAQUINAVIR (SAQUINAVIR MESYLATE)","SAQUINAVIR","SAQUINAVIR MESYLATE"
"603","1890",1,"BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE"
"604","11181",1,"DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE)","DESIPRAMINE","DESIPRAMINE HYDROCHLORIDE"
"605","217",1,"BACILLUS CALMETTE-GUERIN (BCG) SUBSTRAIN CONNAUGHT","BACILLUS CALMETTE-GUERIN (BCG) SUBSTRAIN CONNAUGHT","BCG"
"606","11213",1,"DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","DORZOLAMIDE","DORZOLAMIDE HYDROCHLORIDE"
"607","7297",1,"ALTEPLASE","ALTEPLASE","ALTEPLASE"
"608","224",1,"ADAPALENE","ADAPALENE","ADAPALENE"
"609","10303",1,"ACETYLCYSTEINE","ACETYLCYSTEINE","ACETYLCYSTEINE"
"610","11114",2,"VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)|VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","VALACYCLOVIR","VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE|VALACYCLOVIR HYDROCHLORIDE"
"611","348",1,"HEPATITIS A VACCINE, INACTIVATED","HEPATITIS A VACCINE, INACTIVATED","HEPATITIS A VACCINE, INACTIVATED"
"612","12267",1,"SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE"
"613","66",1,"STAVUDINE","STAVUDINE","STAVUDINE"
"614","7335",1,"ALPROSTADIL","ALPROSTADIL","ALPROSTADIL"
"615","2442",1,"CLOMIPRAMINE HYDROCHLORIDE","CLOMIPRAMINE HYDROCHLORIDE","CLOMIPRAMINE HYDROCHLORIDE"
"616","9733",1,"DEXBROMPHENIRAMINE MALEATE","DEXBROMPHENIRAMINE MALEATE","DEXBROMPHENIRAMINE MALEATE"
"617","7944",1,"PIMOZIDE","PIMOZIDE","PIMOZIDE"
"618","8910",1,"SODIUM THIOSULFATE","SODIUM THIOSULFATE","SODIUM THIOSULFATE"
"619","7783",1,"PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN"
"620","9406",1,"CHLORPROPAMIDE","CHLORPROPAMIDE","CHLORPROPAMIDE"
"621","9563",1,"TOLBUTAMIDE","TOLBUTAMIDE","TOLBUTAMIDE"
"622","6648",1,"SODIUM CARBONATE (ANHYDROUS)","SODIUM CARBONATE","ANHYDROUS"
"623","778",1,"MAGNESIUM OXIDE","MAGNESIUM OXIDE","MAGNESIUM OXIDE"
"624","5190",2,"SENNOSIDES|SENNOSIDES (SENNA)","SENNOSIDES","SENNA"
"625","8195",1,"SILVER SULFADIAZINE","SILVER SULFADIAZINE","SILVER SULFADIAZINE"
"626","6896",1,"GUAIACOL CARBONATE","GUAIACOL CARBONATE","GUAIACOL CARBONATE"
"627","9125",1,"CAMPHOR","CAMPHOR","CAMPHOR"
"628","9613",1,"DIPHENYLPYRALINE HYDROCHLORIDE","DIPHENYLPYRALINE HYDROCHLORIDE","DIPHENYLPYRALINE HYDROCHLORIDE"
"629","2418",1,"CARMUSTINE","CARMUSTINE","CARMUSTINE"
"630","8362",1,"BENZYLPENICILLOYL-POLYLYSINE","BENZYLPENICILLOYL-POLYLYSINE","BENZYLPENICILLOYL-POLYLYSINE"
"631","7996",1,"TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)","TRIFLUOPERAZINE","TRIFLUOPERAZINE HYDROCHLORIDE"
"632","11487",1,"DINOPROST (DINOPROST TROMETHAMINE)","DINOPROST","DINOPROST TROMETHAMINE"
"633","9670",1,"HALOTHANE","HALOTHANE","HALOTHANE"
"634","8375",1,"CLOXACILLIN (CLOXACILLIN SODIUM)","CLOXACILLIN","CLOXACILLIN SODIUM"
"635","8249",1,"THIOPENTAL SODIUM","THIOPENTAL SODIUM","THIOPENTAL SODIUM"
"636","8833",1,"SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE"
"637","5028",1,"ADENINE","ADENINE","ADENINE"
"638","4810",1,"CALCIUM ACETATE","CALCIUM ACETATE","CALCIUM ACETATE"
"639","8003",1,"PERPHENAZINE","PERPHENAZINE","PERPHENAZINE"
"640","10295",1,"METHYLDOPA","METHYLDOPA","METHYLDOPA"
"641","9008",1,"HYOSCINE BUTYLBROMIDE","HYOSCINE BUTYLBROMIDE","HYOSCINE BUTYLBROMIDE"
"642","8486",1,"DACTINOMYCIN","DACTINOMYCIN","DACTINOMYCIN"
"643","2275",1,"LOMUSTINE","LOMUSTINE","LOMUSTINE"
"644","8954",1,"HOMATROPINE HYDROBROMIDE","HOMATROPINE HYDROBROMIDE","HOMATROPINE HYDROBROMIDE"
"645","8178",2,"SULFISOXAZOLE|SULFISOXAZOLE (SULFISOXAZOLE ACETYL)","SULFISOXAZOLE","SULFISOXAZOLE ACETYL"
"646","6817",1,"ERYTHROSINE","ERYTHROSINE","ERYTHROSINE"
"647","5821",1,"ALUMINUM CHLORIDE","ALUMINUM CHLORIDE","ALUMINUM CHLORIDE"
"648","6977",1,"OXYQUINOLINE SULFATE","OXYQUINOLINE SULFATE","OXYQUINOLINE SULFATE"
"649","11318",1,"BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE)","BENSERAZIDE","BENSERAZIDE HYDROCHLORIDE"
"650","10271",1,"MEPIVACAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE"
"651","5645",1,"CORBADRINE (CORBADRINE HYDROCHLORIDE)","CORBADRINE","CORBADRINE HYDROCHLORIDE"
"652","8265",1,"PRIMIDONE","PRIMIDONE","PRIMIDONE"
"653","6410",1,"SILICONE","SILICONE","SILICONE"
"654","9122",1,"EUCALYPTOL","EUCALYPTOL","EUCALYPTOL"
"655","9129",1,"GUAIACOL","GUAIACOL","GUAIACOL"
"656","8426",1,"PENICILLIN V POTASSIUM","PENICILLIN V POTASSIUM","PENICILLIN V POTASSIUM"
"657","9797",1,"PRILOCAINE HYDROCHLORIDE","PRILOCAINE HYDROCHLORIDE","PRILOCAINE HYDROCHLORIDE"
"658","10302",1,"D-PENICILLAMINE","D-PENICILLAMINE","D-PENICILLAMINE"
"659","7234",1,"QUININE SULFATE","QUININE SULFATE","QUININE SULFATE"
"660","1896",1,"LABETALOL HYDROCHLORIDE","LABETALOL HYDROCHLORIDE","LABETALOL HYDROCHLORIDE"
"661","7903",1,"YELLOW FEVER VACCINE","YELLOW FEVER VACCINE","YELLOW FEVER VACCINE"
"662","20528",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14"
"663","20530",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C"
"664","20531",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F"
"665","20532",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F"
"666","20533",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4"
"667","20534",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B"
"668","20536",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V"
"669","20539",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3"
"670","20541",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5"
"671","20544",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F"
"672","20552",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1"
"673","20646",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2"
"674","20647",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8"
"675","20648",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N"
"676","20649",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A"
"677","20650",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A"
"678","20651",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F"
"679","20652",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B"
"680","20653",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F"
"681","20654",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A"
"682","20655",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20"
"683","20656",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F"
"684","20657",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F"
"685","10230",1,"THYMOL","THYMOL","THYMOL"
"686","17827",1,"PARACHLOROPHENOL","PARACHLOROPHENOL","PARACHLOROPHENOL"
"687","5922",1,"BENZTROPINE MESYLATE","BENZTROPINE MESYLATE","BENZTROPINE MESYLATE"
"688","6614",1,"ANTAZOLINE PHOSPHATE","ANTAZOLINE PHOSPHATE","ANTAZOLINE PHOSPHATE"
"689","4957",1,"ACETYLCHOLINE CHLORIDE","ACETYLCHOLINE CHLORIDE","ACETYLCHOLINE CHLORIDE"
