AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
7M21E267B0,IPRAVACAINE,7M21E267B0,IPRAVACAINE,Active Ingredient,,
903A9K181P,IPRAZOCHROME,903A9K181P,IPRAZOCHROME,Active Ingredient,,
80BJ7WN25Z,IPRIFLAVONE,80BJ7WN25Z,IPRIFLAVONE,Active Ingredient,,
69U0IKR8FP,IPRINDOLE,69U0IKR8FP,IPRINDOLE,Active Ingredient,,
Z023VDR216,IPRINDOLE HYDROCHLORIDE,69U0IKR8FP,IPRINDOLE,,,
1II9D6CB3J,IPROCLOZIDE,1II9D6CB3J,IPROCLOZIDE,Active Ingredient,,
796BG09E22,IPROCROLOL,796BG09E22,IPROCROLOL,Active Ingredient,,
P021X7VTG0,IPROHEPTINE,P021X7VTG0,IPROHEPTINE,Active Ingredient,,
VFP5V1ZZMK,IPROHEPTINE HYDROCHLORIDE,P021X7VTG0,IPROHEPTINE,,,
D892HFI3XA,IPRONIAZID,D892HFI3XA,IPRONIAZID,Active Ingredient,,
8DE00V62TV,IPRONIAZID PHOSPHATE,D892HFI3XA,IPRONIAZID,,,
045BU63E23,IPRONIDAZOLE,045BU63E23,IPRONIDAZOLE,Active Ingredient,,
3VPX99Q2D7,IPROTIAZEM,3VPX99Q2D7,IPROTIAZEM,Active Ingredient,,
URR853YLZA,IPROXAMINE,URR853YLZA,IPROXAMINE,Active Ingredient,,
83L52U43TX,IPROXAMINE HYDROCHLORIDE,URR853YLZA,IPROXAMINE,,,
8WTG4RSP9Y,IPROZILAMINE,8WTG4RSP9Y,IPROZILAMINE,Active Ingredient,,
499H4332KZ,IPSALAZIDE,499H4332KZ,IPSALAZIDE,Active Ingredient,,
6J9B11MN0K,IPSAPIRONE,6J9B11MN0K,IPSAPIRONE,Active Ingredient,,
08R5U8PYVO,IPSAPIRONE HYDROCHLORIDE,6J9B11MN0K,IPSAPIRONE,,,
F2U67W4R4J,IQUINDAMINE,F2U67W4R4J,IQUINDAMINE,Active Ingredient,,
L1E28E0J8F,IRALUKAST,L1E28E0J8F,IRALUKAST,Active Ingredient,,
R2GZD7LMYX,IRAMPANEL,R2GZD7LMYX,IRAMPANEL,Active Ingredient,,
AYH22O1B1U,IRATUMUMAB,AYH22O1B1U,IRATUMUMAB,Active Ingredient,,
J0E2756Z7N,IRBESARTAN,J0E2756Z7N,IRBESARTAN,Active Ingredient,,
3OGC31WUMZ,IRBESARTAN HYDROCHLORIDE,J0E2756Z7N,IRBESARTAN,,,
44448S9773,IRIDIUM,44448S9773,IRIDIUM,Active Ingredient,,
4F39T8N10K,IRINDALONE,4F39T8N10K,IRINDALONE,Active Ingredient,,
7673326042,IRINOTECAN,7673326042,IRINOTECAN,Active Ingredient,,
042LAQ1IIS,IRINOTECAN HYDROCHLORIDE,7673326042,IRINOTECAN,Active Ingredient,,
042LAQ1IIS,IRINOTECAN HYDROCHLORIDE,7673326042,IRINOTECAN,Active Moiety,,
8N6VTJ9IWV,IRIS GERMANICA ROOT,8N6VTJ9IWV,IRIS GERMANICA ROOT,Active Ingredient,,
M30XO5X4XD,IRIS GERMANICA VAR. FLORENTINA ROOT,M30XO5X4XD,IRIS GERMANICA VAR. FLORENTINA ROOT,Active Ingredient,,
X43D4L3DQC,IRIS VERSICOLOR ROOT,X43D4L3DQC,IRIS VERSICOLOR ROOT,Active Ingredient,,
36SG77D21B,IRLOXACIN,36SG77D21B,IRLOXACIN,Active Ingredient,,
6B799IH05A,IROFULVEN,6B799IH05A,IROFULVEN,Active Ingredient,,
JS492IR8Z6,IROLAPRIDE,JS492IR8Z6,IROLAPRIDE,Active Ingredient,,
95HR524N2M,IRON DEXTRAN,91O4LML611,FERRIC CATION,Active Moiety,,
6WQ62TAQ6Z,IRON PENTACARBONYL,GW89581OWR,FERROUS CATION,Active Moiety,,
UM5219H89V,IRON POLYMALTOSE,91O4LML611,FERRIC CATION,Active Moiety,,
FZ7NYF5N8L,IRON SUCROSE,91O4LML611,FERRIC CATION,Active Moiety,,
366037O6O7,IROSUSTAT,366037O6O7,IROSUSTAT,Active Ingredient,,
6K69EJ1DL1,IROXANADINE,6K69EJ1DL1,IROXANADINE,Active Ingredient,,
QBX79NZC1D,IRSOGLADINE,QBX79NZC1D,IRSOGLADINE,Active Ingredient,,
AAK27WY74I,IRTEMAZOLE,AAK27WY74I,IRTEMAZOLE,Active Ingredient,,
B51UC955KQ,ISAGLIDOLE,B51UC955KQ,ISAGLIDOLE,Active Ingredient,,
6N60J342OF,ISALMADOL,6N60J342OF,ISALMADOL,Active Ingredient,,
RPO5VCH456,ISALMADOL HYDROCHLORIDE,6N60J342OF,ISALMADOL,,,
K0YPY57FUQ,ISALSTEINE,K0YPY57FUQ,ISALSTEINE,Active Ingredient,,
XUW8L8PW09,ISAMFAZONE,XUW8L8PW09,ISAMFAZONE,Active Ingredient,,
2TP37O5J17,ISAMOLTAN,2TP37O5J17,ISAMOLTAN,Active Ingredient,,
24QIB5VSGX,ISAMOXOLE,24QIB5VSGX,ISAMOXOLE,Active Ingredient,,
85141ONN7O,ISATORIBINE,2DNT962H92,ISATORIBINE ANHYDROUS,,,
2DNT962H92,ISATORIBINE ANHYDROUS,2DNT962H92,ISATORIBINE ANHYDROUS,Active Ingredient,,
60UTO373KE,ISAVUCONAZOLE,60UTO373KE,ISAVUCONAZOLE,Active Ingredient,,
31Q44514JV,ISAVUCONAZONIUM SULFATE,60UTO373KE,ISAVUCONAZOLE,Active Moiety,,
883G6DMT63,ISAXONINE,883G6DMT63,ISAXONINE,Active Ingredient,,
HGB7P08R36,ISBOGREL,HGB7P08R36,ISBOGREL,Active Ingredient,,
9C8Z5F38D0,ISBUFYLLINE,9C8Z5F38D0,ISBUFYLLINE,Active Ingredient,,
Q9SAI36COS,ISEGANAN,Q9SAI36COS,ISEGANAN,Active Ingredient,,
1AAO72P26F,ISEGANAN HYDROCHLORIDE,Q9SAI36COS,ISEGANAN,,,
G7K224460P,ISEPAMICIN,G7K224460P,ISEPAMICIN,Active Ingredient,,
R4823W2PQL,ISOAMINILE,R4823W2PQL,ISOAMINILE,Active Ingredient,,
27K34XSD46,ISOAMINILE CITRATE,R4823W2PQL,ISOAMINILE,,,
4055851484,ISOAMINILE CYCLAMATE,R4823W2PQL,ISOAMINILE,,,
J1J87P409K,ISOBROMINDIONE,J1J87P409K,ISOBROMINDIONE,Active Ingredient,,
9566855ULN,ISOBUTAMBEN,9566855ULN,ISOBUTAMBEN,Active Ingredient,,
BXR49TP611,ISOBUTANE,BXR49TP611,ISOBUTANE,Active Ingredient,,
34237V843T,ISOCARBOXAZID,34237V843T,ISOCARBOXAZID,Active Ingredient,,
GRI7WFR424,ISOCONAZOLE,GRI7WFR424,ISOCONAZOLE,Active Ingredient,,
5AS8P3N30X,ISOCONAZOLE NITRATE,GRI7WFR424,ISOCONAZOLE,,,
0L7AR6G18O,ISOCROMIL,0L7AR6G18O,ISOCROMIL,Active Ingredient,,
A8289P68Y2,ISODODECANE,A8289P68Y2,ISODODECANE,Active Ingredient,,
YV0SN3276Q,ISOETHARINE,YV0SN3276Q,ISOETHARINE,Active Ingredient,,
51V8U784H3,ISOETHARINE HYDROCHLORIDE,YV0SN3276Q,ISOETHARINE,,,
DV74WJ5PJB,ISOETHARINE MESYLATE,YV0SN3276Q,ISOETHARINE,,,
7K6U6T1360,ISOFEZOLAC,7K6U6T1360,ISOFEZOLAC,Active Ingredient,,
HYS0B45Z2S,ISOFLUPREDONE,HYS0B45Z2S,ISOFLUPREDONE,Active Ingredient,,
CYS9AKD70P,ISOFLURANE,CYS9AKD70P,ISOFLURANE,Active Ingredient,,
12UHW9R67N,ISOFLUROPHATE,12UHW9R67N,ISOFLUROPHATE,Active Ingredient,,
04Y7590D77,ISOLEUCINE,04Y7590D77,ISOLEUCINE,Active Ingredient,,
L8O2GV23DC,ISOMAZOLE,L8O2GV23DC,ISOMAZOLE,Active Ingredient,,
QA075T23R1,ISOMAZOLE HYDROCHLORIDE,L8O2GV23DC,ISOMAZOLE,,,
12L95QD6KV,ISOMETHADONE,12L95QD6KV,ISOMETHADONE,Active Ingredient,,
Y7L24THH6T,ISOMETHEPTENE,Y7L24THH6T,ISOMETHEPTENE,Active Ingredient,,
C4625WF7BM,ISOMETHEPTENE BITARTRATE,Y7L24THH6T,ISOMETHEPTENE,,,
9Z4CJC3O5F,ISOMETHEPTENE HYDROCHLORIDE,Y7L24THH6T,ISOMETHEPTENE,,,
21OG056YM2,ISOMETHEPTENE MONOMUCATE,Y7L24THH6T,ISOMETHEPTENE,,,
8O120FDS6P,ISOMETHEPTENE MUCATE,Y7L24THH6T,ISOMETHEPTENE,Active Ingredient,,
I06LXQ54TY,ISOMOLPAN,I06LXQ54TY,ISOMOLPAN,Active Ingredient,,
REK7I52I58,ISOMOLPAN HYDROCHLORIDE,I06LXQ54TY,ISOMOLPAN,,,
V83O1VOZ8L,ISONIAZID,V83O1VOZ8L,ISONIAZID,Active Ingredient,,
OT690XM5UE,ISONIAZID GLUCURONATE SODIUM ANHYDROUS,V83O1VOZ8L,ISONIAZID,,,
Y8SYN761TQ,ISONICOTINIC ACID,Y8SYN761TQ,ISONICOTINIC ACID,Active Ingredient,,
BYX6E7M5QE,ISONIXIN,BYX6E7M5QE,ISONIXIN,Active Ingredient,,
ZH67814I0O,ISOPENTANE,ZH67814I0O,ISOPENTANE,Active Ingredient,,
LB0T3NEB48,ISOPRAZONE,LB0T3NEB48,ISOPRAZONE,Active Ingredient,,
4G6A72XC0I,ISOPREDNIDENE,4G6A72XC0I,ISOPREDNIDENE,Active Ingredient,,
18751GAD0P,ISOPROFEN,18751GAD0P,ISOPROFEN,Active Ingredient,,
8B9I31H724,ISOPROPAMIDE,8B9I31H724,ISOPROPAMIDE,Active Ingredient,,
E0KNA372SZ,ISOPROPAMIDE IODIDE,8B9I31H724,ISOPROPAMIDE,,,
UE40BY1BZW,ISOPROPANOLAMINE,ND2M416302,ISOPROPYL ALCOHOL,,,
05T9139TJW,ISOPROPICILLIN,05T9139TJW,ISOPROPICILLIN,Active Ingredient,,
ND2M416302,ISOPROPYL ALCOHOL,ND2M416302,ISOPROPYL ALCOHOL,Active Ingredient,,
M86R5J916V,ISOPROPYL MALEATE,UE40BY1BZW,ISOPROPANOLAMINE,,,
8CRQ2TH63M,ISOPROPYL PALMITATE,8CRQ2TH63M,ISOPROPYL PALMITATE,Active Ingredient,,
L628TT009W,ISOPROTERENOL,L628TT009W,ISOPROTERENOL,Active Ingredient,,
DIA2A74855,ISOPROTERENOL HYDROCHLORIDE,L628TT009W,ISOPROTERENOL,Active Ingredient,,
925FX3X776,ISOPROTERENOL SULFATE,L628TT009W,ISOPROTERENOL,,,
WXR179L51S,ISOSORBIDE,WXR179L51S,ISOSORBIDE,Active Ingredient,,
IA7306519N,ISOSORBIDE DINITRATE,IA7306519N,ISOSORBIDE DINITRATE,Active Ingredient,,
LX1OH63030,ISOSORBIDE MONONITRATE,LX1OH63030,ISOSORBIDE MONONITRATE,Active Ingredient,,
1W8M12WXYL,ISOSPAGLUMIC ACID,1W8M12WXYL,ISOSPAGLUMIC ACID,Active Ingredient,,
39N9K8S2A4,ISOSULFAN BLUE,NS6Q291771,ISOSULFAN BLUE INNER SALT,Active Ingredient,,
BRT31Y0N0K,ISOSULPRIDE,BRT31Y0N0K,ISOSULPRIDE,Active Ingredient,,
WVZ7K9P0JY,ISOTHIPENDYL,WVZ7K9P0JY,ISOTHIPENDYL,Active Ingredient,,
953AP1LBV8,ISOTHIPENDYL HYDROCHLORIDE,WVZ7K9P0JY,ISOTHIPENDYL,,,
EX1ND80X1I,ISOTIQUIMIDE,EX1ND80X1I,ISOTIQUIMIDE,Active Ingredient,,
EH28UP18IF,ISOTRETINOIN,EH28UP18IF,ISOTRETINOIN,Active Ingredient,,
0Y84EU1HAA,ISOXAPROLOL,0Y84EU1HAA,ISOXAPROLOL,Active Ingredient,,
2KH283Q0Z5,ISOXEPAC,2KH283Q0Z5,ISOXEPAC,Active Ingredient,,
8XU734C4NG,ISOXICAM,8XU734C4NG,ISOXICAM,Active Ingredient,,
R15UI3245N,ISOXSUPRINE,R15UI3245N,ISOXSUPRINE,Active Ingredient,,
V74TEQ36CO,ISOXSUPRINE HYDROCHLORIDE,R15UI3245N,ISOXSUPRINE,Active Ingredient,,
BKT5F9C2NI,ISPINESIB,BKT5F9C2NI,ISPINESIB,Active Ingredient,,
R6ZMD4UH3D,ISPINESIB MESYLATE,BKT5F9C2NI,ISPINESIB,,,
3E05NBH9V5,ISPRONICLINE,3E05NBH9V5,ISPRONICLINE,Active Ingredient,,
YO1UK1S598,ISRADIPINE,YO1UK1S598,ISRADIPINE,Active Ingredient,,
O3MCV749SW,ISRAPAFANT,O3MCV749SW,ISRAPAFANT,Active Ingredient,,
W8I9H2TPPL,ISTAROXIME,W8I9H2TPPL,ISTAROXIME,Active Ingredient,,
2GZ0LIK7T4,ISTRADEFYLLINE,2GZ0LIK7T4,ISTRADEFYLLINE,Active Ingredient,,
5VO597V509,ITAMELINE,5VO597V509,ITAMELINE,Active Ingredient,,
1I364Q5595,ITANOXONE,1I364Q5595,ITANOXONE,Active Ingredient,,
00S0D0OEKR,ITASETRON,00S0D0OEKR,ITASETRON,Active Ingredient,,
N835I8CXY0,ITAZIGREL,N835I8CXY0,ITAZIGREL,Active Ingredient,,
81BMQ80QRL,ITOPRIDE,81BMQ80QRL,ITOPRIDE,Active Ingredient,,
2H9NV66W0I,ITOPRIDE HYDROCHLORIDE,81BMQ80QRL,ITOPRIDE,,,
304NUG5GF4,ITRACONAZOLE,304NUG5GF4,ITRACONAZOLE,Active Ingredient,,
879A12466H,ITRIGLUMIDE,879A12466H,ITRIGLUMIDE,Active Ingredient,,
79EDP2VHY8,ITROCAINIDE,79EDP2VHY8,ITROCAINIDE,Active Ingredient,,
2ZW8NEP6PQ,ITROCINONIDE,2ZW8NEP6PQ,ITROCINONIDE,Active Ingredient,,
UBW6O1H50I,IVA ANGUSTIFOLIA POLLEN,UBW6O1H50I,IVA ANGUSTIFOLIA POLLEN,Active Ingredient,,
Y2U5S5PF22,IVA ANNUA POLLEN,Y2U5S5PF22,IVA ANNUA POLLEN,Active Ingredient,,
13KFG30UBR,IVA AXILLARIS POLLEN,13KFG30UBR,IVA AXILLARIS POLLEN,Active Ingredient,,
3H48L0LPZQ,IVABRADINE,3H48L0LPZQ,IVABRADINE,Active Ingredient,,
TP19837BZK,IVABRADINE HYDROCHLORIDE,3H48L0LPZQ,IVABRADINE,Active Moiety,,
1Y740ILL1Z,IVACAFTOR,1Y740ILL1Z,IVACAFTOR,Active Ingredient,,
191NHP88M6,IVARIMOD,191NHP88M6,IVARIMOD,Active Ingredient,,
8883YP2R6D,IVERMECTIN,8883YP2R6D,IVERMECTIN,Active Ingredient,,
W0K2QLU43U,IVOQUALINE,W0K2QLU43U,IVOQUALINE,Active Ingredient,,
K27005NP0A,IXABEPILONE,K27005NP0A,IXABEPILONE,Active Ingredient,,
71050168A2,IXAZOMIB,71050168A2,IXAZOMIB,Active Ingredient,,
46CWK97Z3K ,IXAZOMIB CITRATE,71050168A2,IXAZOMIB,Active Moiety,,
BTY153760O,IXEKIZUMAB,BTY153760O,IXEKIZUMAB,Active Ingredient,,
A5E8C36F34,IZONSTERIDE,A5E8C36F34,IZONSTERIDE,Active Ingredient,,
U4B223LS4X,JACOBAEA MARITIMA,U4B223LS4X,JACOBAEA MARITIMA,Active Ingredient,,
2V2JJ0S00T,JAPANESE ENCEPHALITIS VIRUS STRAIN NAKAYAMA-NIH ANTIGEN (FORMALDEHYDE INACTIVATED),2V2JJ0S00T,JAPANESE ENCEPHALITIS VIRUS STRAIN NAKAYAMA-NIH ANTIGEN (FORMALDEHYDE INACTIVATED),Active Ingredient,,
0Q8K841432,JASMINUM OFFICINALE FLOWER,0Q8K841432,JASMINUM OFFICINALE FLOWER,Active Ingredient,,
V36I2B8LD5,JATEORHIZA CALUMBA ROOT,V36I2B8LD5,JATEORHIZA CALUMBA ROOT,Active Ingredient,,
J0F5GM8LA8,JATROPHA CURCAS SEED,J0F5GM8LA8,JATROPHA CURCAS SEED,Active Ingredient,,
724GKU717M,JOJOBA OIL,724GKU717M,JOJOBA OIL,Active Ingredient,,
HV13HFS217,JOSAMYCIN,HV13HFS217,JOSAMYCIN,Active Ingredient,,
2147EPR64I,JUGLANS CALIFORNICA POLLEN,2147EPR64I,JUGLANS CALIFORNICA POLLEN,Active Ingredient,,
48FZ1BHO18,JUGLANS CINEREA BRANCH BARK/ROOT BARK,48FZ1BHO18,JUGLANS CINEREA BRANCH BARK/ROOT BARK,Active Ingredient,,
68586EO78E,JUGLANS CINEREA POLLEN,68586EO78E,JUGLANS CINEREA POLLEN,Active Ingredient,,
I2OQ2W1NI2,JUGLANS NIGRA LEAF,I2OQ2W1NI2,JUGLANS NIGRA LEAF,Active Ingredient,,
1BV28146ZR,JUGLANS NIGRA POLLEN,1BV28146ZR,JUGLANS NIGRA POLLEN,Active Ingredient,,
3BA2N709NG,JUGLANS REGIA FLOWERING TOP,3BA2N709NG,JUGLANS REGIA FLOWERING TOP,Active Ingredient,,
85HKB87105,JUGLANS REGIA LEAF,85HKB87105,JUGLANS REGIA LEAF,Active Ingredient,,
ARW43087I1,JUGLANS REGIA POLLEN,ARW43087I1,JUGLANS REGIA POLLEN,Active Ingredient,,
O84B5194RL,JUNIPER BERRY,O84B5194RL,JUNIPER BERRY,Active Ingredient,,
544F8MEY0Y,JUNIPERUS ASHEI POLLEN,544F8MEY0Y,JUNIPERUS ASHEI POLLEN,Active Ingredient,,
0H1V4V5V9L,JUNIPERUS CALIFORNICA POLLEN,0H1V4V5V9L,JUNIPERUS CALIFORNICA POLLEN,Active Ingredient,,
PM6E3FG1QK,JUNIPERUS MONOSPERMA POLLEN,PM6E3FG1QK,JUNIPERUS MONOSPERMA POLLEN,Active Ingredient,,
7JWJ3HXZ9U,JUNIPERUS OCCIDENTALIS POLLEN,7JWJ3HXZ9U,JUNIPERUS OCCIDENTALIS POLLEN,Active Ingredient,,
15L060HV8H,JUNIPERUS OSTEOSPERMA POLLEN,15L060HV8H,JUNIPERUS OSTEOSPERMA POLLEN,Active Ingredient,,
S8A4X05W7J,JUNIPERUS PINCHOTII POLLEN,S8A4X05W7J,JUNIPERUS PINCHOTII POLLEN,Active Ingredient,,
0R715588D2,JUNIPERUS SABINA LEAF,0R715588D2,JUNIPERUS SABINA LEAF,Active Ingredient,,
Z5BEX9K2G1,JUNIPERUS SABINA LEAFY TWIG,Z5BEX9K2G1,JUNIPERUS SABINA LEAFY TWIG,Active Ingredient,,
0G82TT8ZFY,JUNIPERUS SCOPULORUM POLLEN,0G82TT8ZFY,JUNIPERUS SCOPULORUM POLLEN,Active Ingredient,,
PAD4FN7P2G,JUNIPERUS VIRGINIANA OIL,PAD4FN7P2G,JUNIPERUS VIRGINIANA OIL,Active Ingredient,,
PY0JA16R2G,JUNIPERUS VIRGINIANA POLLEN,PY0JA16R2G,JUNIPERUS VIRGINIANA POLLEN,Active Ingredient,,
532BCG080L,JUNIPERUS VIRGINIANA TWIG,532BCG080L,JUNIPERUS VIRGINIANA TWIG,Active Ingredient,,
H4I7YEE9DM,JUNIPERUS VIRGINIANA WOOD,H4I7YEE9DM,JUNIPERUS VIRGINIANA WOOD,Active Ingredient,,
HH159XOV81,JUSTICIA ADHATODA LEAF,HH159XOV81,JUSTICIA ADHATODA LEAF,Active Ingredient,,
SIV03811UC,KAINIC ACID,SIV03811UC,KAINIC ACID,Active Ingredient,,
7HR91T5TGW,KALAFUNGIN,7HR91T5TGW,KALAFUNGIN,Active Ingredient,,
9VGQ4C7131,KALMIA ANGUSTIFOLIA LEAF,9VGQ4C7131,KALMIA ANGUSTIFOLIA LEAF,Active Ingredient,,
79N6542N18,KALMIA LATIFOLIA LEAF,79N6542N18,KALMIA LATIFOLIA LEAF,Active Ingredient,,
989E4MO9YP,KAMALA,989E4MO9YP,KAMALA,Active Ingredient,,
RUC37XUP2P,KANAMYCIN,RUC37XUP2P,KANAMYCIN,Active Ingredient,,
J80EX28SMQ,KANAMYCIN A SULFATE,EQK9Q303C5,KANAMYCIN A,Active Moiety,,
OW1N4G4R9W,KANAMYCIN SULFATE,RUC37XUP2P,KANAMYCIN,Active Moiety,,
24H4NWX5CO,KAOLIN,24H4NWX5CO,KAOLIN,Active Ingredient,,
73W9IQY50Q,KARAYA GUM,73W9IQY50Q,KARAYA GUM,Active Ingredient,,
4VD83UL6Y6,KEBUZONE,4VD83UL6Y6,KEBUZONE,Active Ingredient,,
1C89KKC04E,KEROSENE,1C89KKC04E,KEROSENE,Active Ingredient,,
690G0D6V8H,KETAMINE,690G0D6V8H,KETAMINE,Active Ingredient,,
O18YUO0I83,KETAMINE HYDROCHLORIDE,690G0D6V8H,KETAMINE,Active Moiety,,
5F91OR6H84,"KETAMINE HYDROCHLORIDE, R-",690G0D6V8H,KETAMINE,,,
97F9DE4CT4,KETANSERIN,97F9DE4CT4,KETANSERIN,Active Ingredient,,
645498QK7H,KETANSERIN TARTRATE,97F9DE4CT4,KETANSERIN,,,
6IO4IG518S,KETAZOCINE,6IO4IG518S,KETAZOCINE,Active Ingredient,,
92A214MD7Y,KETAZOLAM,92A214MD7Y,KETAZOLAM,Active Ingredient,,
E00MDP82S4,KETHOXAL,E00MDP82S4,KETHOXAL,Active Ingredient,,
U5C4H63K5U,KETIPRAMINE,U5C4H63K5U,KETIPRAMINE,Active Ingredient,,
PQS1L514CF,KETOBEMIDONE,PQS1L514CF,KETOBEMIDONE,Active Ingredient,,
U9U6LTV80K,KETOBEMIDONE HYDROCHLORIDE,PQS1L514CF,KETOBEMIDONE,,,
WA1RT89G9X,KETOCAINE,WA1RT89G9X,KETOCAINE,Active Ingredient,,
UQG78PXR4W,KETOCAINOL,UQG78PXR4W,KETOCAINOL,Active Ingredient,,
R9400W927I,KETOCONAZOLE,R9400W927I,KETOCONAZOLE,Active Ingredient,,
90Y4QC304K,KETOPROFEN,90Y4QC304K,KETOPROFEN,Active Ingredient,,
5WD00E3D4C,KETOPROFEN LYSINE,90Y4QC304K,KETOPROFEN,,,
5R10M39KS7,KETOPROFEN SODIUM,90Y4QC304K,KETOPROFEN,,,
8Z0ZXE70XL,KETORFANOL,8Z0ZXE70XL,KETORFANOL,Active Ingredient,,
YZI5105V0L,KETOROLAC,YZI5105V0L,KETOROLAC,Active Ingredient,,
4EVE5946BQ,KETOROLAC TROMETHAMINE,YZI5105V0L,KETOROLAC,Active Ingredient,,
4EVE5946BQ,KETOROLAC TROMETHAMINE,YZI5105V0L,KETOROLAC,Active Moiety,,
X49220T18G,KETOTIFEN,X49220T18G,KETOTIFEN,Active Ingredient,,
HBD503WORO,KETOTIFEN FUMARATE,X49220T18G,KETOTIFEN,Active Moiety,,
504RN634MM,KETOTREXATE,504RN634MM,KETOTREXATE,Active Ingredient,,
FV4Y0JO2CX,KEYHOLE LIMPET HEMOCYANIN,FV4Y0JO2CX,KEYHOLE LIMPET HEMOCYANIN,Active Ingredient,,
5G117T0TJZ,KHELLIN,5G117T0TJZ,KHELLIN,Active Ingredient,,
ZX4FRZ5WJP,KHELLOSIDE,ZX4FRZ5WJP,KHELLOSIDE,Active Ingredient,,
VK8C112WTS,KHUSKIA ORYZAE,VK8C112WTS,KHUSKIA ORYZAE,Active Ingredient,,
M98C8416QO,KIDNEY BEAN,M98C8416QO,KIDNEY BEAN,Active Ingredient,,
71ES77LGJC,KIWI FRUIT,71ES77LGJC,KIWI FRUIT,Active Ingredient,,
09PA36CT5R,KLEBSIELLA PNEUMONIAE,09PA36CT5R,KLEBSIELLA PNEUMONIAE,Active Ingredient,,
IIC6H3WF6J,KOELERIA MACRANTHA POLLEN,IIC6H3WF6J,KOELERIA MACRANTHA POLLEN,Active Ingredient,,
P29ZH1A35Z,KRAMERIA LAPPACEA ROOT,P29ZH1A35Z,KRAMERIA LAPPACEA ROOT,Active Ingredient,,
0GTO5BR99M,KRASCHENINNIKOVIA LANATA POLLEN,0GTO5BR99M,KRASCHENINNIKOVIA LANATA POLLEN,Active Ingredient,,
68QN45K12N,KRYPTON KR-81M,68QN45K12N,KRYPTON KR-81M,Active Ingredient,,
R5H8897N95,LABETALOL,R5H8897N95,LABETALOL,Active Ingredient,,
1GEV3BAW9J,LABETALOL HYDROCHLORIDE,R5H8897N95,LABETALOL,Active Ingredient,,
2MK663C346,LABRADIMIL,2MK663C346,LABRADIMIL,Active Ingredient,,
VSW71SS07I,LACHESIS MUTA VENOM,VSW71SS07I,LACHESIS MUTA VENOM,Active Ingredient,,
260080034N,LACIDIPINE,260080034N,LACIDIPINE,Active Ingredient,,
563KS2PQY5,LACOSAMIDE,563KS2PQY5,LACOSAMIDE,Active Ingredient,,
37515NWH9U,LACTASE,37515NWH9U,LACTASE,Active Ingredient,,
33X04XA5AT,LACTIC ACID,33X04XA5AT,LACTIC ACID,Active Ingredient,,
3B8D35Y7S4,"LACTIC ACID, DL-",3B8D35Y7S4,"LACTIC ACID, DL-",Active Ingredient,,
F9S9FFU82N,"LACTIC ACID, L-",F9S9FFU82N,"LACTIC ACID, L-",Active Ingredient,,
L2B0WJF7ZY,LACTITOL,L2B0WJF7ZY,LACTITOL,Active Ingredient,,
UH2K6W1Y64,LACTITOL MONOHYDRATE,L2B0WJF7ZY,LACTITOL,,,
1PRR1V42V5,LACTOBACILLUS ACIDOPHILUS,1PRR1V42V5,LACTOBACILLUS ACIDOPHILUS,Active Ingredient,,
SA940P2U00,LACTOBACILLUS CASEI,SA940P2U00,LACTOBACILLUS CASEI,Active Ingredient,,
HU1W4L947H,LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS,HU1W4L947H,LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS,Active Ingredient,,
QFC21096ON,LACTOBACILLUS PLANTARUM,QFC21096ON,LACTOBACILLUS PLANTARUM,Active Ingredient,,
9601IVB87J,LACTOBACILLUS RHAMNOSUS,9601IVB87J,LACTOBACILLUS RHAMNOSUS,Active Ingredient,,
65R938S4DV,LACTOBIONIC ACID,65R938S4DV,LACTOBIONIC ACID,Active Ingredient,,
AST1Y049U1,LACTOCOCCUS LACTIS IMMUNOSERUM RABBIT,AST1Y049U1,LACTOCOCCUS LACTIS IMMUNOSERUM RABBIT,Active Ingredient,,
J2B2A4N98G,LACTOSE,3SY5LH9PMK,ANHYDROUS LACTOSE,,,
EWQ57Q8I5X,LACTOSE MONOHYDRATE,3SY5LH9PMK,ANHYDROUS LACTOSE,,,
6D74QW4H67,LACTUCA VIROSA,6D74QW4H67,LACTUCA VIROSA,Active Ingredient,,
H3R170Z9H8,LACTUCA VIROSA LEAF,H3R170Z9H8,LACTUCA VIROSA LEAF,Active Ingredient,,
9U7D5QH5AE,LACTULOSE,9U7D5QH5AE,LACTULOSE,Active Ingredient,,
U395ERO49H,LADIRUBICIN,U395ERO49H,LADIRUBICIN,Active Ingredient,,
SW3H1USR4Q,LADOSTIGIL,SW3H1USR4Q,LADOSTIGIL,Active Ingredient,,
2J1346C51H,LADOSTIGIL TARTRATE,SW3H1USR4Q,LADOSTIGIL,,,
44EH625IUS,LAFLUNIMUS,44EH625IUS,LAFLUNIMUS,Active Ingredient,,
49S4O7ADLC,LAFUTIDINE,49S4O7ADLC,LAFUTIDINE,Active Ingredient,,
3B91V02Q5G,LAGATIDE,3B91V02Q5G,LAGATIDE,Active Ingredient,,
OUK5B3W9E4,LAGERSTROEMIA SPECIOSA LEAF,OUK5B3W9E4,LAGERSTROEMIA SPECIOSA LEAF,Active Ingredient,,
UU109JJU0U,LAGOCICLOVIR,UU109JJU0U,LAGOCICLOVIR,Active Ingredient,,
