mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,
2459019,MYLAN-DIVALPROEX (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20170411,DIN,2459019,MYLAN-DIVALPROEX,
22772,DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC,NA,NA,ACTIVE,19511231,DIN,22772,DILANTIN,
2395223,TELMISARTAN (telmisartan 40 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20121122,DIN,2395223,TELMISARTAN,
2428741,VAN-FINASTERIDE (finasteride 5 mg oral tablet) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20150622,DIN,2428741,VAN-FINASTERIDE,
2356813,JAMP-METOPROLOL-L (metoprolol tartrate 25 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20101021,DIN,2356813,JAMP-METOPROLOL-L,
2406373,APO-MOXIFLOXACIN (moxifloxacin (moxifloxacin hydrochloride) 0.5 % ophthalmic drops) APOTEX INC,NA,NA,ACTIVE,20151119,DIN,2406373,APO-MOXIFLOXACIN,
2428148,AURO-FINASTERIDE 1MG (finasteride 1 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20141112,DIN,2428148,AURO-FINASTERIDE 1MG,
2353830,MYLAN-LANSOPRAZOLE (lansoprazole 15 mg gastro-resistant capsule) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20100618,DIN,2353830,MYLAN-LANSOPRAZOLE,
2369362,ACUVAIL (ketorolac tromethamine 0.45 % ophthalmic drops) ALLERGAN INC,NA,NA,ACTIVE,20120110,DIN,2369362,ACUVAIL,
2237835,BETAJECT (betamethasone (betamethasone 21-disodium phosphate) 3 mg per mL and betamethasone acetate 3 mg per mL suspension for injection) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2237835,BETAJECT,
2403099,RAN-OLANZAPINE (olanzapine 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20130611,DIN,2403099,RAN-OLANZAPINE,
2368862,JAMP-PAROXETINE (paroxetine (paroxetine hydrochloride) 10 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20111006,DIN,2368862,JAMP-PAROXETINE,
2275090,WELLBUTRIN XL (bupropion hydrochloride 150 mg prolonged-release oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,ACTIVE,20060202,DIN,2275090,WELLBUTRIN XL,
22780,DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC,NA,NA,ACTIVE,19511231,DIN,22780,DILANTIN,
2302918,TEVA-ATENOLOL/CHLORTHALIDONE (atenolol 50 mg and chlorthalidone 25 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20071212,DIN,2302918,TEVA-ATENOLOL/CHLORTHALIDONE,
2330385,SANDOZ MONTELUKAST (montelukast (montelukast sodium) 4 mg chewable tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20111011,DIN,2330385,SANDOZ MONTELUKAST,
472476,ENTERIC COATED ASA TABLETS 650MG (acetylsalicylic acid 650 mg gastro-resistant tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,472476,ENTERIC COATED ASA TABLETS 650MG,
2332981,"IBUPROFEN CAPSULES, 400MG (ibuprofen 400 mg oral capsule) BIONPHARMA INC",NA,NA,INACTIVE,20170717,DIN,2332981,"IBUPROFEN CAPSULES, 400MG",
2267837,SANDOZ TOPIRAMATE (topiramate 200 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2267837,SANDOZ TOPIRAMATE,
2230203,PMS-CAPTOPRIL - TAB  12.5MG (captopril 12.5 mg oral tablet) PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,2230203,PMS-CAPTOPRIL - TAB  12.5MG,
2385945,VENLAFAXINE XR (venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120610,DIN,2385945,VENLAFAXINE XR,
2383128,RAN-SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,INACTIVE,20170718,DIN,2383128,RAN-SILDENAFIL,
2015676,CHILDREN'S ACETAMINOPHEN TABLETS (acetaminophen 80 mg oral tablet) TANTA PHARMACEUTICALS INC,NA,NA,ACTIVE,19970828,DIN,2015676,CHILDREN'S ACETAMINOPHEN TABLETS,
2367041,VALSARTAN HCT (hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20120720,DIN,2367041,VALSARTAN HCT,
2299739,CLOBEX SPRAY (clobetasol propionate 0.05 % cutaneous spray) GALDERMA CANADA INC,NA,NA,ACTIVE,20071219,DIN,2299739,CLOBEX SPRAY,
2248559,RIVA-PAROXETINE (paroxetine (paroxetine hydrochloride acetone solvate) 10 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20040216,DIN,2248559,RIVA-PAROXETINE,
2313723,RAN-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20100520,DIN,2313723,RAN-ATORVASTATIN,
2316986,XARELTO (rivaroxaban 10 mg oral tablet) BAYER INC,NA,NA,ACTIVE,20080916,DIN,2316986,XARELTO,
2307650,DOM-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2307650,DOM-PIOGLITAZONE,
708917,PROVERA 2.5MG TABLETS (medroxyprogesterone acetate 2.5 mg oral tablet) PFIZER CANADA INC,NA,NA,ACTIVE,19921231,DIN,708917,PROVERA 2.5MG TABLETS,
2240206,COUMADIN TAB 6 MG (warfarin sodium 6 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,20000929,DIN,2240206,COUMADIN TAB 6 MG,
2218313,APO-ZOPICLONE - TAB 7.5MG (zopiclone 7.5 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19960919,DIN,2218313,APO-ZOPICLONE - TAB 7.5MG,
2014327,MS CONTIN SRT 200MG (morphine sulfate 200 mg prolonged-release oral tablet) PURDUE PHARMA,NA,NA,ACTIVE,19931231,DIN,2014327,MS CONTIN SRT 200MG,
2234510,282 TABLETS (acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,2234510,282 TABLETS,
2415895,RAMIPRIL-HCTZ (hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20131128,DIN,2415895,RAMIPRIL-HCTZ,
2468085,SUBOXONE (buprenorphine (buprenorphine hydrochloride) 12 mg and naloxone (naloxone hydrochloride dihydrate) 3 mg sublingual tablet) INDIVIOR UK LIMITED,NA,NA,ACTIVE,20180214,DIN,2468085,SUBOXONE,
2440334,JAMP-RAMIPRIL (ramipril 15 mg oral capsule) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20150908,DIN,2440334,JAMP-RAMIPRIL,
2416794,JANUMET XR (metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate monohydrate) 50 mg prolonged-release oral tablet) MERCK CANADA INC,NA,NA,ACTIVE,20140115,DIN,2416794,JANUMET XR,
2278413,DOM-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2278413,DOM-ONDANSETRON,
2362783,GD-AMLODIPINE/ATORVASTATIN (amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 80 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,20110725,DIN,2362783,GD-AMLODIPINE/ATORVASTATIN,
2337282,JURNISTA (hydromorphone hydrochloride 16 mg prolonged-release oral tablet) JANSSEN INC,NA,NA,ACTIVE,20100304,DIN,2337282,JURNISTA,
2270625,CO SOTALOL (sotalol hydrochloride 80 mg oral tablet) COBALT PHARMACEUTICALS COMPANY,NA,NA,INACTIVE,20170801,DIN,2270625,CO SOTALOL,
2243539,APO-LABETALOL TABLETS (labetalol hydrochloride 200 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2243539,APO-LABETALOL TABLETS,
2225271,BENZAMYCIN (benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,ACTIVE,19961105,DIN,2225271,BENZAMYCIN,
2242329,APO-CHLORHEXIDINE ORAL RINSE (chlorhexidine gluconate 0.12 % oral liquid) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2242329,APO-CHLORHEXIDINE ORAL RINSE,
2164418,ACEBUTOLOL-200 - TAB 200MG (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,19961231,DIN,2164418,ACEBUTOLOL-200 - TAB 200MG,
2242464,MYLAN-ACYCLOVIR (acyclovir 800 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20000630,DIN,2242464,MYLAN-ACYCLOVIR,
2389231,LYSOL FOAM ANTIBACTERIAL HAND WASH (benzalkonium chloride 0.1 % cutaneous solution) RECKITT BENCKISER (CANADA) INC,NA,NA,ACTIVE,20130110,DIN,2389231,LYSOL FOAM ANTIBACTERIAL HAND WASH,
2305003,GEN-CLOZAPINE (clozapine 50 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20080205,DIN,2305003,GEN-CLOZAPINE,
2248011,PMS-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20040115,DIN,2248011,PMS-CITALOPRAM,
2181525,APO-NIFED PA (nifedipine 20 mg prolonged-release oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2181525,APO-NIFED PA,
2311968,OLANZAPINE (olanzapine 2.5 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20100201,DIN,2311968,OLANZAPINE,
733059,APO-RANITIDINE TABLET 150MG (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19871231,DIN,733059,APO-RANITIDINE TABLET 150MG,
2384728,RAN-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20120604,DIN,2384728,RAN-ALENDRONATE,
2269287,PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20051103,DIN,2269287,PMS-SIMVASTATIN,
2396718,MYLAN-FENTANYL MATRIX PATCH (fentanyl 25 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20121120,DIN,2396718,MYLAN-FENTANYL MATRIX PATCH,
1916882,CLAVULIN 125 F ORAL SUS (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL and clavulanic acid (clavulanate potassium) 31.25 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19921231,DIN,1916882,CLAVULIN 125 F ORAL SUS,
2435381,SPIRIVA RESPIMAT (tiotropium (tiotropium bromide monohydrate) 2.5 mcg per actuation inhalation solution) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,NA,NA,ACTIVE,20141219,DIN,2435381,SPIRIVA RESPIMAT,
2373424,MAR-LETROZOLE (letrozole 2.5 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20130108,DIN,2373424,MAR-LETROZOLE,
2353547,SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) SANIS HEALTH INC,NA,NA,ACTIVE,20100803,DIN,2353547,SERTRALINE,
2312549,PRO-INDAPAMIDE (indapamide 2.5 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20080704,DIN,2312549,PRO-INDAPAMIDE,
2280272,SANDOZ FELODIPINE (felodipine 10 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20060815,DIN,2280272,SANDOZ FELODIPINE,
2411407,RISEDRONATE-35 (risedronate sodium (risedronate sodium monohydrate) 35 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20131023,DIN,2411407,RISEDRONATE-35,
2462206,MINT-CLONIDINE (clonidine hydrochloride 0.2 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20170623,DIN,2462206,MINT-CLONIDINE,
2408139,AURO-VALSARTAN HCT (hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20130619,DIN,2408139,AURO-VALSARTAN HCT,
2246584,MYLAN-SIMVASTATIN (simvastatin 40 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20030115,DIN,2246584,MYLAN-SIMVASTATIN,
2282690,TEVA-RISPERIDONE (risperidone 0.25 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20060705,DIN,2282690,TEVA-RISPERIDONE,
2248496,RIVA-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20050110,DIN,2248496,RIVA-SERTRALINE,
2142082,LAMICTAL (lamotrigine 25 mg oral tablet) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19951231,DIN,2142082,LAMICTAL,
2223546,REACTINE (cetirizine hydrochloride 5 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,NA,NA,ACTIVE,19970306,DIN,2223546,REACTINE,
2302179,SANDOZ CEFPROZIL (cefprozil 250 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20080124,DIN,2302179,SANDOZ CEFPROZIL,
2339102,APO-ESOMEPRAZOLE (esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet) APOTEX INC,NA,NA,ACTIVE,20110307,DIN,2339102,APO-ESOMEPRAZOLE,
2248973,APO-MELOXICAM (meloxicam 7.5 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20040213,DIN,2248973,APO-MELOXICAM,
2354748,VENLAFAXINE XR (venlafaxine (venlafaxine hydrochloride) 150 mg prolonged-release oral capsule) SANIS HEALTH INC,NA,NA,ACTIVE,20100727,DIN,2354748,VENLAFAXINE XR,
2303191,PMS-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20091015,DIN,2303191,PMS-OLANZAPINE ODT,
2302780,TEVA-MORPHINE SR (morphine sulfate 60 mg prolonged-release oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20080401,DIN,2302780,TEVA-MORPHINE SR,
2305585,PMS-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20090624,DIN,2305585,PMS-LEVOFLOXACIN,
2432749,SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,NA,NA,ACTIVE,20150410,DIN,2432749,SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER,
2242078,RIVA-CLONAZEPAM 2 MG (clonazepam 2 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20000523,DIN,2242078,RIVA-CLONAZEPAM 2 MG,
2251272,DOM-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2251272,DOM-CIPROFLOXACIN,
2416581,GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) PRO DOC LIMITEE,NA,NA,ACTIVE,20131203,DIN,2416581,GALANTAMINE ER,
2398850,JAMP-LOSARTAN (losartan potassium 100 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20130611,DIN,2398850,JAMP-LOSARTAN,
2229468,DOM-ATENOLOL - 100MG (atenolol 100 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,19961017,DIN,2229468,DOM-ATENOLOL - 100MG,
2425327,RIVA-IRBESARTAN (irbesartan 150 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2425327,RIVA-IRBESARTAN,
2239700,APO-DIVALPROEX (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) APOTEX INC,NA,NA,ACTIVE,19990324,DIN,2239700,APO-DIVALPROEX,
2226391,TEVA-PROCTOSONE (dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone (hydrocortisone acetate) 5 mg suppository) TEVA CANADA LIMITED,NA,NA,ACTIVE,19961230,DIN,2226391,TEVA-PROCTOSONE,
443948,SUPEUDOL 10 (oxycodone hydrochloride 10 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19801231,DIN,443948,SUPEUDOL 10,
306320,LEVATE (amitriptyline hydrochloride 25 mg oral tablet) BIOMED PHARMA,NA,NA,INACTIVE,20170804,DIN,306320,LEVATE,
2294648,DOM-LISINOPRIL (lisinopril 20 mg oral tablet) DOMINION PHARMACAL,NA,NA,INACTIVE,20170803,DIN,2294648,DOM-LISINOPRIL,
2379856,MONTELUKAST (montelukast (montelukast sodium) 10 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20120329,DIN,2379856,MONTELUKAST,
2430614,AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) AURO PHARMA INC,NA,NA,INACTIVE,20170804,DIN,2430614,AURO-LEVOFLOXACIN,
2269058,RAN-METFORMIN (metformin hydrochloride 850 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20050712,DIN,2269058,RAN-METFORMIN,
2405172,AURO-SIMVASTATIN (simvastatin 40 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20130708,DIN,2405172,AURO-SIMVASTATIN,
2240131,OXY.IR (oxycodone hydrochloride 10 mg oral tablet) PURDUE PHARMA,NA,NA,ACTIVE,20000331,DIN,2240131,OXY.IR,
773689,APO-ATENOL TAB 50MG (atenolol 50 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19881231,DIN,773689,APO-ATENOL TAB 50MG,
2361876,OLEPTRO (trazodone hydrochloride 300 mg prolonged-release oral tablet) ANGELINI PHARMA INC,NA,NA,INACTIVE,20170914,DIN,2361876,OLEPTRO,
2246315,GABAPENTIN (gabapentin 300 mg oral capsule) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20030107,DIN,2246315,GABAPENTIN,
2232297,CHILDREN'S ADVIL (ibuprofen 100 mg per 5 mL oral suspension) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,19971103,DIN,2232297,CHILDREN'S ADVIL,
2461536,MINT-INDOMETHACIN (indomethacin 50 mg oral capsule) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20170403,DIN,2461536,MINT-INDOMETHACIN,
2426811,ASA EC (acetylsalicylic acid 81 mg gastro-resistant tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20140725,DIN,2426811,ASA EC,
2366975,VALSARTAN (valsartan 320 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20120720,DIN,2366975,VALSARTAN,
1933558,ADVIL TABLETS (ibuprofen 200 mg oral tablet) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,19931231,DIN,1933558,ADVIL TABLETS,
2401541,AMOXICILLIN GRANULES FOR ORAL SUSPENSION (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20130214,DIN,2401541,AMOXICILLIN GRANULES FOR ORAL SUSPENSION,
2379325,MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20120321,DIN,2379325,MONTELUKAST,
2162849,GLUCOPHAGE (metformin hydrochloride 850 mg oral tablet) SANOFI-AVENTIS CANADA INC,NA,NA,ACTIVE,19951231,DIN,2162849,GLUCOPHAGE,
2243803,LAMICTAL (lamotrigine 2 mg oral tablet) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,20010913,DIN,2243803,LAMICTAL,
2295954,PORTIA 28 (ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20070814,DIN,2295954,PORTIA 28,
568406,RIVA OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,19831231,DIN,568406,RIVA OXAZEPAM,
2230950,MYLAN-CLONAZEPAM (clonazepam 0.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20171212,DIN,2230950,MYLAN-CLONAZEPAM,
658413,BAXEDIN LIQ 20% (chlorhexidine gluconate 20 % cutaneous solution) OMEGA LABORATORIES LTD,NA,NA,ACTIVE,19901231,DIN,658413,BAXEDIN LIQ 20%,
2443929,JAMP-MOXIFLOXACIN (moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20151104,DIN,2443929,JAMP-MOXIFLOXACIN,
2272873,APO-LEVOCARB CR (carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet) APOTEX INC,NA,NA,ACTIVE,20090204,DIN,2272873,APO-LEVOCARB CR,
2122065,ROLENE LOTION (betamethasone (betamethasone dipropionate) 0.05 % lotion) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2122065,ROLENE LOTION,
1911473,INHIBACE (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,NA,NA,ACTIVE,19931231,DIN,1911473,INHIBACE,
2415887,RAMIPRIL-HCTZ (hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20131128,DIN,2415887,RAMIPRIL-HCTZ,
2306050,PMS-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20090811,DIN,2306050,PMS-RIVASTIGMINE,
2386089,SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120610,DIN,2386089,SERTRALINE,
568414,RIVA OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,19831231,DIN,568414,RIVA OXAZEPAM,
2422115,APO-TADALAFIL (tadalafil 20 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20160712,DIN,2422115,APO-TADALAFIL,
2310813,PMS-RABEPRAZOLE EC (rabeprazole sodium 20 mg gastro-resistant tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20080603,DIN,2310813,PMS-RABEPRAZOLE EC,
2247749,FLUCONAZOLE OMEGA (fluconazole 2 mg per mL solution for injection) OMEGA LABORATORIES LTD,NA,NA,INACTIVE,20170804,DIN,2247749,FLUCONAZOLE OMEGA,
2447193,BIO-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) BIOMED PHARMA,NA,NA,ACTIVE,20160907,DIN,2447193,BIO-QUETIAPINE,
2287943,RAMIPRIL (ramipril 10 mg oral capsule) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20100301,DIN,2287943,RAMIPRIL,
2261863,SANDOZ-CARBAMAZEPINE CHEWTABS (carbamazepine 200 mg chewable tablet) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2261863,SANDOZ-CARBAMAZEPINE CHEWTABS,
2419874,ACCEL-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) ACCEL PHARMA INC,NA,NA,ACTIVE,20140904,DIN,2419874,ACCEL-DONEPEZIL,
2355515,TEVA-MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20111011,DIN,2355515,TEVA-MONTELUKAST,
2266008,APO-FOSINOPRIL (fosinopril sodium 10 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20050427,DIN,2266008,APO-FOSINOPRIL,
1918338,COUMADIN TAB 2MG (warfarin sodium 2 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,19931231,DIN,1918338,COUMADIN TAB 2MG,
2368900,JAMP-CARVEDILOL (carvedilol 6.25 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20110617,DIN,2368900,JAMP-CARVEDILOL,
2261723,YASMIN 21 (drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet) BAYER INC,NA,NA,ACTIVE,20041222,DIN,2261723,YASMIN 21,
2364948,CARVEDILOL (carvedilol 12.5 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20110610,DIN,2364948,CARVEDILOL,
2256754,TIAZAC XC (diltiazem hydrochloride 240 mg prolonged-release oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,ACTIVE,20040813,DIN,2256754,TIAZAC XC,
2229250,ZYPREXA (olanzapine 2.5 mg oral tablet) ELI LILLY CANADA INC,NA,NA,ACTIVE,19971208,DIN,2229250,ZYPREXA,
2369249,AG-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) ANGITA PHARMA INC.,NA,NA,INACTIVE,20170818,DIN,2369249,AG-AMLODIPINE,
2265265,RIVA-MIRTAZAPINE (mirtazapine 30 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20050316,DIN,2265265,RIVA-MIRTAZAPINE,
2398389,PMS-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20130613,DIN,2398389,PMS-GALANTAMINE ER,
530336,ASA 325MG (acetylsalicylic acid 325 mg oral tablet) VITA HEALTH PRODUCTS INC,NA,NA,ACTIVE,19811231,DIN,530336,ASA 325MG,
2250896,TARO-PHENYTOIN (phenytoin 125 mg per 5 mL oral suspension) TARO PHARMACEUTICALS INC,NA,NA,ACTIVE,20050503,DIN,2250896,TARO-PHENYTOIN,
2230879,APO-AMOXI SUGAR FREE (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) APOTEX INC,NA,NA,ACTIVE,19970415,DIN,2230879,APO-AMOXI SUGAR FREE,
2292912,APO-PANTOPRAZOLE (pantoprazole (pantoprazole sodium) 20 mg gastro-resistant tablet) APOTEX INC,NA,NA,ACTIVE,20080305,DIN,2292912,APO-PANTOPRAZOLE,
2316412,RATIO-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20110321,DIN,2316412,RATIO-IRBESARTAN,
