"ccdd","ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name","n_mp","greater_than_5_AIs"
FALSE,9003628,NA,NA,"active",2001-08-01,NA,"sufentanil (sufentanil citrate) 50 mcg per mL solution for injection",2,FALSE
FALSE,9003629,NA,NA,"active",2001-08-01,NA,"tretinoin 0.1 % cutaneous gel",1,FALSE
FALSE,9003633,NA,NA,"active",2001-08-20,NA,"gadoversetamide 330.9 mg per mL solution for injection",1,FALSE
FALSE,9003634,NA,NA,"active",2001-08-21,NA,"deferoxamine mesylate 2 g per vial powder for solution for injection",2,FALSE
FALSE,9003635,NA,NA,"active",2001-08-23,NA,"caspofungin (caspofungin acetate) 50 mg per vial powder for solution for injection",2,FALSE
FALSE,9006371,NA,NA,"active",2001-08-28,NA,"diluent 3.15 mL and somatropin 12 mg NA",1,FALSE
FALSE,9003638,NA,NA,"active",2001-08-31,NA,"pamidronate disodium 3 mg per mL solution for injection",4,FALSE
FALSE,9003639,NA,NA,"active",2001-08-31,NA,"pamidronate disodium 6 mg per mL solution for injection",4,FALSE
FALSE,9003640,NA,NA,"active",2001-08-31,NA,"pamidronate disodium 9 mg per mL solution for injection",4,FALSE
FALSE,9003641,NA,NA,"active",2001-08-31,NA,"tazarotene 0.05 % cutaneous cream",1,FALSE
FALSE,9003642,NA,NA,"active",2001-08-31,NA,"tazarotene 0.1 % cutaneous cream",1,FALSE
FALSE,9006525,NA,NA,"active",2001-09-01,NA,"acetaminophen 650 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin C 50 mg per pck oral powder",1,FALSE
FALSE,9003644,NA,NA,"active",2001-09-04,NA,"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel",3,FALSE
FALSE,9003645,NA,NA,"active",2001-09-05,NA,"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",1,FALSE
FALSE,9003648,NA,NA,"active",2001-09-20,NA,"misoprostol 0.2 mg oral tablet",1,FALSE
FALSE,9003649,NA,NA,"active",2001-09-24,NA,"methacholine chloride 1280 mg per vial powder for nebuliser solution",1,FALSE
FALSE,9006372,NA,NA,"active",2001-09-25,NA,"diluent 3.15 mL and somatropin 6 mg NA",1,FALSE
FALSE,9003652,NA,NA,"active",2001-09-26,NA,"standardized timothy grass pollen 10000 unit per mL solution for injection",2,FALSE
FALSE,9003653,NA,NA,"active",2001-09-28,NA,"brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",1,FALSE
FALSE,9003654,NA,NA,"active",2001-10-10,NA,"miconazole nitrate 4 % vaginal cream",1,FALSE
FALSE,9003655,NA,NA,"active",2001-10-15,NA,"streptomycin (streptomycin sulfate) 1 g per vial powder for solution for injection",1,FALSE
FALSE,9003656,NA,NA,"active",2001-10-16,NA,"ceftazidime (ceftazidime pentahydrate) 6 g per vial powder for solution for injection",2,FALSE
FALSE,9003657,NA,NA,"active",2001-10-18,NA,"follitropin beta 833 unit per mL solution for injection",1,FALSE
FALSE,9003658,NA,NA,"active",2001-10-18,NA,"tenecteplase 50 mg per vial powder for solution for injection",1,FALSE
FALSE,9003659,NA,NA,"active",2001-10-23,NA,"caspofungin (caspofungin acetate) 70 mg per vial powder for solution for injection",2,FALSE
FALSE,9003660,NA,NA,"active",2001-10-24,NA,"follitropin beta 100 unit per 0.5 mL solution for injection",1,FALSE
FALSE,9003661,NA,NA,"active",2001-10-24,NA,"follitropin beta 50 unit per 0.5 mL solution for injection",1,FALSE
FALSE,9003662,NA,NA,"active",2001-10-29,NA,"lamivudine 150 mg and zidovudine 300 mg and NA 300 mg oral tablet",2,FALSE
FALSE,9003663,NA,NA,"active",2001-10-31,NA,"paclitaxel (taxus canadensis) 6 mg per mL solution for injection",1,FALSE
FALSE,9003664,NA,NA,"active",2001-11-01,NA,"acetylsalicylic acid 81 mg chewable tablet",3,FALSE
FALSE,9003665,NA,NA,"active",2001-11-14,NA,"floctafenine 200 mg oral tablet",1,FALSE
FALSE,9003666,NA,NA,"active",2001-11-14,NA,"floctafenine 400 mg oral tablet",1,FALSE
FALSE,9003667,NA,NA,"active",2001-11-19,NA,"sodium carboxymethyl cellulose 10 mg per mL ophthalmic drops",1,FALSE
FALSE,9003668,NA,NA,"active",2001-11-21,NA,"sevelamer hydrochloride 800 mg oral tablet",1,FALSE
FALSE,9003669,NA,NA,"active",2001-11-23,NA,"avobenzone 2 % and octinoxate 7.5 % and oxybenzone 4.5 % cutaneous cream",1,FALSE
FALSE,9003670,NA,NA,"active",2001-11-29,NA,"betamethasone (betamethasone dipropionate) 0.5 mg per g and calcipotriol 50 mcg per g cutaneous ointment",1,FALSE
FALSE,9003671,NA,NA,"active",2001-12-03,NA,"mitoxantrone (mitoxantrone hydrochloride) 2 mg per mL solution for injection",3,FALSE
FALSE,9003674,NA,NA,"active",2001-12-14,NA,"bosentan (bosentan monohydrate) 125 mg oral tablet",6,FALSE
FALSE,9003675,NA,NA,"active",2001-12-14,NA,"bosentan (bosentan monohydrate) 62.5 mg oral tablet",6,FALSE
FALSE,9003679,NA,NA,"active",2001-12-21,NA,"doxorubicin hydrochloride 2 mg per mL powder for suspension for infusion",1,FALSE
FALSE,9003680,NA,NA,"active",2001-12-28,NA,"ceftazidime (ceftazidime pentahydrate) 2 g per vial powder for solution for injection",2,FALSE
FALSE,9003684,NA,NA,"active",2002-01-02,NA,"didanosine 125 mg gastro-resistant capsule",1,FALSE
FALSE,9003685,NA,NA,"active",2002-01-02,NA,"didanosine 200 mg gastro-resistant capsule",1,FALSE
FALSE,9003686,NA,NA,"active",2002-01-02,NA,"didanosine 250 mg gastro-resistant capsule",1,FALSE
FALSE,9003687,NA,NA,"active",2002-01-02,NA,"didanosine 400 mg gastro-resistant capsule",1,FALSE
FALSE,9003689,NA,NA,"active",2002-01-09,NA,"acetaminophen 80 mg and chlorpheniramine maleate 0.5 mg and phenylephrine hydrochloride 1.25 mg oral tablet",1,FALSE
FALSE,9003690,NA,NA,"active",2002-01-10,NA,"desloratadine 5 mg oral tablet",5,FALSE
FALSE,9003691,NA,NA,"active",2002-01-21,NA,"meningococcal polysaccharide vaccine grp c 10 mcg per 0.5 mL and tetanus toxoid 20 mcg per 0.5 mL suspension for injection",1,FALSE
FALSE,9003693,NA,NA,"active",2002-02-01,NA,"camphor 0.3 g per 100 g and glycol salicylate 1.25 g per 100 g and l-menthol 1 g per 100 g plaster",1,FALSE
FALSE,9003694,NA,NA,"active",2002-02-02,NA,"homosalate 14.5 % and octinoxate 7.4 % and oxybenzone 5.9 % cutaneous ointment",1,FALSE
FALSE,9003695,NA,NA,"active",2002-02-05,NA,"phospholipid 27 mg per mL and surfactant-associated proteins sp-b and sp-c 500 mcg per mL endotracheopulmonary instillation",1,FALSE
FALSE,9003696,NA,NA,"active",2002-02-08,NA,"budesonide 100 mcg and formoterol fumarate 6 mcg inhalation powder",1,FALSE
FALSE,9003697,NA,NA,"active",2002-02-08,NA,"budesonide 200 mcg and formoterol fumarate 6 mcg inhalation powder",1,FALSE
FALSE,9003698,NA,NA,"active",2002-02-16,NA,"perflutren 150 mcl per mL suspension for injection",1,FALSE
FALSE,9003699,NA,NA,"active",2002-03-01,NA,"lidocaine hydrochloride 2 % cutaneous liquid",1,FALSE
FALSE,9003700,NA,NA,"active",2002-03-01,NA,"trolamine salicylate 20 % cutaneous cream",2,FALSE
FALSE,9003701,NA,NA,"active",2002-03-11,NA,"avobenzone 2 % and octinoxate 8.5 % and oxybenzone 4 % lotion",1,FALSE
FALSE,9003702,NA,NA,"active",2002-03-12,NA,"glimepiride 1 mg oral tablet",3,FALSE
FALSE,9003703,NA,NA,"active",2002-03-12,NA,"glimepiride 2 mg oral tablet",3,FALSE
FALSE,9003704,NA,NA,"active",2002-03-12,NA,"glimepiride 4 mg oral tablet",3,FALSE
FALSE,9003706,NA,NA,"active",2002-04-01,NA,"oxcarbazepine 150 mg oral tablet",3,FALSE
FALSE,9003707,NA,NA,"active",2002-04-01,NA,"oxcarbazepine 300 mg oral tablet",3,FALSE
FALSE,9003708,NA,NA,"active",2002-04-01,NA,"oxcarbazepine 600 mg oral tablet",3,FALSE
FALSE,9003709,NA,NA,"active",2002-04-08,NA,"avobenzone 2 % and octinoxate 7.5 % and octisalate 5 % cutaneous cream",4,FALSE
FALSE,9003710,NA,NA,"active",2002-05-01,NA,"glatiramer acetate 20 mg per mL solution for injection",1,FALSE
FALSE,9003714,NA,NA,"active",2002-05-01,NA,"tirofiban (tirofiban hydrochloride) 5 mg per 100 mL solution for injection",1,FALSE
FALSE,9003717,NA,NA,"active",2002-05-14,NA,"ipratropium bromide 0.5 mg per 2.5 mL and salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution",3,FALSE
FALSE,9003718,NA,NA,"active",2002-05-21,NA,"enoxaparin sodium 120 mg per 0.8 mL solution for injection",1,FALSE
FALSE,9003719,NA,NA,"active",2002-05-23,NA,"ketoconazole 2 % cutaneous cream",1,FALSE
FALSE,9003721,NA,NA,"active",2002-05-27,NA,"glucagon (recombinant dna origin) 1 mg per vial NA",1,FALSE
FALSE,9003723,NA,NA,"active",2002-05-29,NA,"anakinra 150 mg per mL solution for injection",1,FALSE
FALSE,9006529,NA,NA,"active",2002-05-29,NA,"vitamin C (ascorbic acid) 500 mg per mL solution for injection",2,FALSE
FALSE,9003725,NA,NA,"active",2002-06-01,NA,"avobenzone 2.5 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 3 % and titanium dioxide 0.8 % cutaneous cream",1,FALSE
FALSE,9003726,NA,NA,"active",2002-06-01,NA,"dimethicone 2 % lotion",1,FALSE
FALSE,9003727,NA,NA,"active",2002-06-01,NA,"sodium carboxymethyl cellulose 0.25 % ophthalmic drops",2,FALSE
FALSE,9003728,NA,NA,"active",2002-06-03,NA,"octinoxate 7.5 % and titanium dioxide 3 % cutaneous cream",1,FALSE
FALSE,9003729,NA,NA,"active",2002-06-13,NA,"NA 100 mg per mL solution for injection",1,FALSE
FALSE,9003730,NA,NA,"active",2002-06-19,NA,"diphenhydramine hydrochloride 6.25 mg per 5 mL syrup",2,FALSE
FALSE,9003731,NA,NA,"active",2002-06-20,NA,"loperamide hydrochloride 2 mg and simethicone 125 mg oral tablet",1,FALSE
FALSE,9003732,NA,NA,"active",2002-07-01,NA,"epoetin alfa 5000 unit per 0.5 mL solution for injection",1,FALSE
FALSE,9003733,NA,NA,"active",2002-07-15,NA,"trandolapril 2 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet",1,FALSE
FALSE,9003734,NA,NA,"active",2002-07-15,NA,"trandolapril 4 mg and verapamil hydrochloride 240 mg prolonged-release oral tablet",1,FALSE
FALSE,9003735,NA,NA,"active",2002-07-16,NA,"valganciclovir (valganciclovir hydrochloride) 450 mg oral tablet",4,FALSE
FALSE,9003736,NA,NA,"active",2002-07-19,NA,"fondaparinux sodium 2.5 mg per 0.5 mL solution for injection",2,FALSE
FALSE,9003737,NA,NA,"active",2002-07-23,NA,"mefloquine (mefloquine hydrochloride) 250 mg oral tablet",1,FALSE
FALSE,9003738,NA,NA,"active",2002-07-25,NA,"methazolamide 50 mg oral tablet",1,FALSE
FALSE,9006374,NA,NA,"active",2002-07-26,NA,"dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops",2,FALSE
FALSE,9003741,NA,NA,"active",2002-08-01,NA,"brompheniramine maleate 4 mg per 5 mL and dextromethorphan hydrobromide 20 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid",2,FALSE
FALSE,9003742,NA,NA,"active",2002-08-01,NA,"brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid",1,FALSE
FALSE,9003743,NA,NA,"active",2002-08-08,NA,"flunarizine (flunarizine hydrochloride) 5 mg oral capsule",1,FALSE
FALSE,9003744,NA,NA,"active",2002-08-12,NA,"thyrotropin alfa 0.9 mg per mL powder for solution for injection",1,FALSE
FALSE,9005411,NA,NA,"active",2002-08-13,NA,"darbepoetin alfa 200 mcg per mL solution for injection",5,FALSE
FALSE,9005305,NA,NA,"active",2002-08-13,NA,"darbepoetin alfa 25 mcg per mL solution for injection",2,FALSE
FALSE,9005465,NA,NA,"active",2002-08-13,NA,"darbepoetin alfa 40 mcg per mL solution for injection",2,FALSE
FALSE,9005359,NA,NA,"active",2002-08-13,NA,"darbepoetin alfa 500 mcg per mL solution for injection",5,FALSE
FALSE,9005378,NA,NA,"active",2002-08-20,NA,"darbepoetin alfa 100 mcg per mL solution for injection",4,FALSE
FALSE,9003745,NA,NA,"active",2002-08-23,NA,"ganirelix (ganirelix acetate) 250 mcg per 0.5 mL solution for injection",1,FALSE
FALSE,9006375,NA,NA,"active",2002-08-27,NA,"mycophenolate mofetil 200 mg per mL oral suspension",1,FALSE
FALSE,9003747,NA,NA,"active",2002-09-01,NA,"avobenzone 1.8 % and octinoxate 7.5 % and oxybenzone 4 % cutaneous cream",1,FALSE
FALSE,9003749,NA,NA,"active",2002-09-05,NA,"oxcarbazepine 60 mg per mL oral suspension",1,FALSE
FALSE,9003750,NA,NA,"active",2002-09-09,NA,"chlorhexidine gluconate 2 % lotion",1,FALSE
FALSE,9003751,NA,NA,"active",2002-09-10,NA,"acetylsalicylic acid 325 mg and citric acid 1000 mg and sodium bicarbonate 1700 mg effervescent oral tablet",1,FALSE
FALSE,9003752,NA,NA,"active",2002-09-13,NA,"ammonium chloride 125 mg per 5 mL and codeine phosphate 3.3 mg per 5 mL and diphenhydramine hydrochloride 12.5 mg per 5 mL syrup",1,FALSE
FALSE,9003754,NA,NA,"active",2002-09-23,NA,"dimenhydrinate 50 mg oral capsule",2,FALSE
FALSE,9003755,NA,NA,"active",2002-09-24,NA,"fludarabine phosphate 10 mg oral tablet",1,FALSE
FALSE,9006376,NA,NA,"active",2002-09-26,NA,"alteplase 2 mg per vial powder for solution for injection",1,FALSE
FALSE,9003757,NA,NA,"active",2002-09-26,NA,"palivizumab 100 mg per vial powder for solution for injection",1,FALSE
FALSE,9003758,NA,NA,"active",2002-09-26,NA,"palivizumab 50 mg per vial powder for solution for injection",1,FALSE
FALSE,9003759,NA,NA,"active",2002-09-30,NA,"octinoxate 5 % lotion",1,FALSE
FALSE,9003760,NA,NA,"active",2002-10-21,NA,"trimebutine maleate 100 mg oral tablet",1,FALSE
FALSE,9003761,NA,NA,"active",2002-10-24,NA,"hepatitis b surface antigen (recombinant) 40 mcg per mL solution for injection",1,FALSE
FALSE,9003762,NA,NA,"active",2002-10-24,NA,"latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops",6,FALSE
FALSE,9003763,NA,NA,"active",2002-11-01,NA,"phenylephrine hydrochloride 1 % solution for injection",1,FALSE
FALSE,9003764,NA,NA,"active",2002-11-05,NA,"efavirenz 600 mg oral tablet",4,FALSE
FALSE,9003766,NA,NA,"active",2002-12-01,NA,"benzethonium chloride 0.1 % cutaneous liquid",1,FALSE
FALSE,9003767,NA,NA,"active",2002-12-02,NA,"varicella-zoster virus vaccine live attenuated (oka/merck strain) 1350 unit per 0.5 mL powder for solution for injection",1,FALSE
FALSE,9003768,NA,NA,"active",2002-12-05,NA,"cefuroxime (cefuroxime sodium) 750 mg per vial powder for solution for injection",2,FALSE
FALSE,9003769,NA,NA,"active",2002-12-05,NA,"cefuroxime (cefuroxime sodium) 7.5 g per vial powder for solution for injection",2,FALSE
FALSE,9003770,NA,NA,"active",2002-12-10,NA,"cefuroxime (cefuroxime sodium) 1.5 g per vial powder for solution for injection",2,FALSE
FALSE,9003771,NA,NA,"active",2002-12-17,NA,"lidocaine 5 % cutaneous gel",3,FALSE
FALSE,9003772,NA,NA,"active",2003-01-01,NA,"octinoxate 3 % and titanium dioxide 1.2 % cutaneous emulsion",1,FALSE
FALSE,9003773,NA,NA,"active",2003-01-01,NA,"octinoxate 6 % and oxybenzone 2 % and titanium dioxide 15 % cutaneous powder",1,FALSE
FALSE,9003774,NA,NA,"active",2003-01-02,NA,"dextran 70 0.1 % and glycerine 0.2 % and hypromellose 0.3 % ophthalmic drops",1,FALSE
FALSE,9003775,NA,NA,"active",2003-01-13,NA,"hydroquinone 4 % cutaneous gel",1,FALSE
FALSE,9003776,NA,NA,"active",2003-01-23,NA,"piperacillin (piperacillin sodium) 2 g per vial powder for solution for injection",2,FALSE
FALSE,9003777,NA,NA,"active",2003-01-23,NA,"piperacillin (piperacillin sodium) 3 g per vial powder for solution for injection",2,FALSE
FALSE,9003778,NA,NA,"active",2003-01-23,NA,"piperacillin (piperacillin sodium) 4 g per vial powder for solution for injection",2,FALSE
FALSE,9003779,NA,NA,"active",2003-01-29,NA,"hydroquinone 2 % cutaneous gel",1,FALSE
FALSE,9003780,NA,NA,"active",2003-02-03,NA,"ursodiol 500 mg oral tablet",4,FALSE
FALSE,9003781,NA,NA,"active",2003-03-04,NA,"triclosan 0.375 % cutaneous liquid",1,FALSE
FALSE,9003782,NA,NA,"active",2003-03-07,NA,"acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral tablet",2,FALSE
FALSE,9003783,NA,NA,"active",2003-03-07,NA,"cetirizine hydrochloride 5 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet",1,FALSE
FALSE,9003784,NA,NA,"active",2003-03-07,NA,"docusate sodium 50 mg and sennosides 8.6 mg oral tablet",5,FALSE
FALSE,9003785,NA,NA,"active",2003-03-12,NA,"methacholine chloride 160 mg per vial powder for nebuliser solution",1,FALSE
FALSE,9003786,NA,NA,"active",2003-03-12,NA,"methacholine chloride 320 mg per vial powder for nebuliser solution",1,FALSE
FALSE,9003787,NA,NA,"active",2003-03-14,NA,"octinoxate 7.5 % and octisalate 5 % and octocrylene 7 % and oxybenzone 5 % cutaneous stick",2,FALSE
FALSE,9003789,NA,NA,"active",2003-03-24,NA,"pimecrolimus 1 % cutaneous cream",1,FALSE
FALSE,9003790,NA,NA,"active",2003-03-25,NA,"sirolimus 1 mg oral tablet",1,FALSE
FALSE,9003791,NA,NA,"active",2003-04-02,NA,"pramoxine hydrochloride 1 % and zinc acetate 0.1 % lotion",2,FALSE
FALSE,9003792,NA,NA,"active",2003-04-09,NA,"avobenzone 3 % and ensulizole 1.5 % and octocrylene 10 % and terephthalylidene dicamphor sulfonic acid 1 % lotion",1,FALSE
FALSE,9003793,NA,NA,"active",2003-04-09,NA,"hepatitis a vaccine, inactivated 80 unit per 0.5 mL suspension for injection",1,FALSE
FALSE,9003794,NA,NA,"active",2003-04-09,NA,"varicella-zoster virus vaccine live attenuated (oka/merck strain) 2000 unit per 0.5 mL and water 0.5 mL powder for solution for injection",1,FALSE
FALSE,9003795,NA,NA,"active",2003-04-15,NA,"recombinant cholera toxin b subunit 1 mg and vibrio cholerae inaba 48 classical biotype, heat inactivated 2.5e+10 unit and vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated 2.5e+10 unit and vibrio cholerae ogawa 50 classical biotype, formalin inactivated 2.5e+10 unit and vibrio cholerae ogawa 50 classical biotype, heat inactivated 2.5e+10 unit oral suspension",1,FALSE
FALSE,9003796,NA,NA,"active",2003-04-21,NA,"acetylsalicylic acid 80 mg oral tablet",5,FALSE
FALSE,9003799,NA,NA,"active",2003-05-06,NA,"anti-thymocyte globulin (rabbit) 25 mg per vial powder for solution for injection",1,FALSE
FALSE,9003800,NA,NA,"active",2003-05-08,NA,"NA 250 mg per vial powder for solution for injection",1,FALSE
FALSE,9003801,NA,NA,"active",2003-05-15,NA,"lidocaine 4 % cutaneous cream",1,FALSE
FALSE,9003802,NA,NA,"active",2003-05-15,NA,"lidocaine 5 % cutaneous cream",3,FALSE
FALSE,9003803,NA,NA,"active",2003-05-16,NA,"simethicone 180 mg oral tablet",1,FALSE
FALSE,9003804,NA,NA,"active",2003-05-27,NA,"cyproheptadine hydrochloride 2 mg per 5 mL syrup",1,FALSE
FALSE,9003805,NA,NA,"active",2003-06-04,NA,"acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg oral capsule",8,FALSE
FALSE,9003806,NA,NA,"active",2003-06-18,NA,"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder",2,FALSE
FALSE,9003807,NA,NA,"active",2003-06-25,NA,"milrinone (milrinone lactate) 1 mg per mL solution for injection",2,FALSE
FALSE,9003808,NA,NA,"active",2003-06-30,NA,"allergenic extract non-pollen 40000 unit per mL solution for injection",3,FALSE
FALSE,9003809,NA,NA,"active",2003-06-30,NA,"allergenic extracts pollens 40000 unit per mL solution for injection",3,FALSE
FALSE,9003810,NA,NA,"active",2003-07-02,NA,"alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion",1,FALSE
FALSE,9003811,NA,NA,"active",2003-07-02,NA,"ibuprofen 200 mg and methocarbamol 500 mg oral tablet",7,FALSE
FALSE,9003812,NA,NA,"active",2003-07-03,NA,"acetaminophen 500 mg per 15 mL and dextromethorphan hydrobromide 15 mg per 15 mL and guaifenesin 100 mg per 15 mL and pseudoephedrine hydrochloride 30 mg per 15 mL syrup",4,FALSE
FALSE,9003813,NA,NA,"active",2003-07-18,NA,"octinoxate 7.5 % and oxybenzone 2 % cutaneous emulsion",2,FALSE
FALSE,9003814,NA,NA,"active",2003-08-05,NA,"calcium chloride 0.507 g per l and dextrose 106.5 g per l and magnesium chloride 0.14 g per l and sodium bicarbonate 3.29 g per l and sodium chloride 8.43 g per l and sodium lactate 2.63 g per l solution for haemodialysis",1,TRUE
FALSE,9003815,NA,NA,"active",2003-08-05,NA,"calcium chloride 0.507 g per l and dextrose 37.5 g per l and magnesium chloride 0.14 g per l and sodium bicarbonate 3.29 g per l and sodium chloride 8.43 g per l and sodium lactate 2.63 g per l solution for haemodialysis",1,TRUE
FALSE,9003816,NA,NA,"active",2003-08-05,NA,"calcium chloride 0.507 g per l and dextrose 62.6 g per l and magnesium chloride 0.14 g per l and sodium bicarbonate 3.29 g per l and sodium chloride 8.43 g per l and sodium lactate 2.63 g per l solution for haemodialysis",1,TRUE
FALSE,9003817,NA,NA,"active",2003-08-11,NA,"cefotaxime sodium 2 g per vial powder for solution for injection",2,FALSE
FALSE,9003818,NA,NA,"active",2003-08-14,NA,"peginterferon alfa-2a 180 mcg per 0.5 mL solution for injection",1,FALSE
FALSE,9003820,NA,NA,"active",2003-08-18,NA,"enfuvirtide 108 mg per vial powder for solution for injection",1,FALSE
FALSE,9003822,NA,NA,"active",2003-08-27,NA,"ertapenem (ertapenem sodium) 1 g per vial powder for solution for injection",1,FALSE
FALSE,9003824,NA,NA,"active",2003-08-28,NA,"bacitracin 50000 unit per vial powder for solution for injection",1,FALSE
FALSE,9003825,NA,NA,"active",2003-08-28,NA,"menotropins 75 unit per vial powder for solution for injection",2,FALSE
FALSE,9003826,NA,NA,"active",2003-09-02,NA,"acetylsalicylic acid 162 mg gastro-resistant tablet",1,FALSE
FALSE,9003827,NA,NA,"active",2003-09-09,NA,"lamivudine 300 mg oral tablet",3,FALSE
FALSE,9003828,NA,NA,"active",2003-09-12,NA,"disopyramide 100 mg oral capsule",1,FALSE
FALSE,9003829,NA,NA,"active",2003-10-01,NA,"avobenzone 2 % and octinoxate 7 % and oxybenzone 5 % cutaneous cream",2,FALSE
FALSE,9003830,NA,NA,"active",2003-10-10,NA,"cefotaxime sodium 1 g per vial powder for solution for injection",2,FALSE
FALSE,9003831,NA,NA,"active",2003-10-10,NA,"petrolatum 49.5 % and zinc oxide 40 % cutaneous ointment",1,FALSE
FALSE,9003832,NA,NA,"active",2003-10-22,NA,"immune globulin (human) 10 g per 100 mL solution for injection",2,FALSE
FALSE,9003833,NA,NA,"active",2003-10-25,NA,"octinoxate 3.4 % and octocrylene 2.2 % and oxybenzone 0.9 % cutaneous suspension",1,FALSE
FALSE,9003834,NA,NA,"active",2003-10-25,NA,"octinoxate 7.5 % and octocrylene 5 % and oxybenzone 2 % cutaneous cream",1,FALSE
FALSE,9003835,NA,NA,"active",2003-10-30,NA,"famotidine 10 mg per mL solution for injection",2,FALSE
FALSE,9003836,NA,NA,"active",2003-11-03,NA,"cyclophosphamide 2000 mg per vial powder for solution for injection",1,FALSE
FALSE,9003838,NA,NA,"active",2003-11-05,NA,"brimonidine tartrate 0.15 % ophthalmic drops",2,FALSE
FALSE,9003839,NA,NA,"active",2003-11-15,NA,"petrolatum 55 % cutaneous cream",1,FALSE
FALSE,9003840,NA,NA,"active",2003-11-18,NA,"cyclophosphamide 1000 mg per vial powder for solution for injection",1,FALSE
FALSE,9003843,NA,NA,"active",2003-12-01,NA,"leuprolide acetate 10.2 mg NA",1,FALSE
FALSE,9003844,NA,NA,"active",2003-12-01,NA,"leuprolide acetate 28.2 mg NA",1,FALSE
FALSE,9003845,NA,NA,"active",2003-12-03,NA,"NA 625 mg oral tablet",1,FALSE
FALSE,9003846,NA,NA,"active",2003-12-08,NA,"almotriptan (almotriptan malate) 12.5 mg oral tablet",6,FALSE
FALSE,9003847,NA,NA,"active",2003-12-08,NA,"almotriptan (almotriptan malate) 6.25 mg oral tablet",3,FALSE
FALSE,9006377,NA,NA,"active",2003-12-08,NA,"diluent 3.15 mL and somatropin 24 mg NA",1,FALSE
FALSE,9003850,NA,NA,"active",2003-12-11,NA,"brimonidine tartrate 0.2 % and timolol (timolol maleate) 0.5 % ophthalmic drops",1,FALSE
FALSE,9003851,NA,NA,"active",2003-12-17,NA,"gefitinib 250 mg oral tablet",1,FALSE
FALSE,9003852,NA,NA,"active",2003-12-29,NA,"follitropin alfa 5.5 mcg per vial powder for solution for injection",1,FALSE
FALSE,9003853,NA,NA,"active",2003-12-30,NA,"follitropin alfa 33 mcg per vial powder for solution for injection",1,FALSE
FALSE,9003854,NA,NA,"active",2003-12-30,NA,"follitropin alfa 77 mcg per vial powder for solution for injection",1,FALSE
FALSE,9003855,NA,NA,"active",2004-01-05,NA,"avobenzone 2 % and homosalate 5 % and octinoxate 7.5 % and oxybenzone 5 % cutaneous cream",1,FALSE
FALSE,9003856,NA,NA,"active",2004-01-05,NA,"octinoxate 5 % and titanium dioxide 2 % cutaneous powder",1,FALSE
FALSE,9003857,NA,NA,"active",2004-01-09,NA,"atazanavir (atazanavir sulfate) 150 mg oral capsule",3,FALSE
FALSE,9003858,NA,NA,"active",2004-01-09,NA,"atazanavir (atazanavir sulfate) 200 mg oral capsule",3,FALSE
FALSE,9003859,NA,NA,"active",2004-01-12,NA,"acetaminophen 325 mg and chlorpheniramine maleate 2 mg oral tablet",1,FALSE
FALSE,9003860,NA,NA,"active",2004-01-12,NA,"acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg oral tablet",2,FALSE
FALSE,9003861,NA,NA,"active",2004-01-12,NA,"chlorpheniramine maleate 4 mg and dextromethorphan hydrobromide 30 mg oral tablet",2,FALSE
FALSE,9003863,NA,NA,"active",2004-01-20,NA,"alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 % cutaneous solution",1,FALSE
FALSE,9003866,NA,NA,"active",2004-01-30,NA,"amphetamine aspartate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule",4,FALSE
