"ccdd","mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
TRUE,"02315076","02315076","TEVA-METHYLPHENIDATE ER-C","TEVA CANADA LIMITED","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2010-01-20
TRUE,"02315084","02315084","TEVA-METHYLPHENIDATE ER-C","TEVA CANADA LIMITED","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2010-01-20
TRUE,"02315092","02315092","TEVA-METHYLPHENIDATE ER-C","TEVA CANADA LIMITED","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2010-01-20
TRUE,"02315173","02315173","PRO-VALACYCLOVIR","PRO DOC LIMITEE","PRO-VALACYCLOVIR (valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2009-02-10
TRUE,"02315181","02315181","PRO-RABEPRAZOLE","PRO DOC LIMITEE","PRO-RABEPRAZOLE (rabeprazole sodium 10 mg gastro-resistant tablet) PRO DOC LIMITEE",NA,NA,"active",2009-02-10
TRUE,"02315203","02315203","PRO-RABEPRAZOLE","PRO DOC LIMITEE","PRO-RABEPRAZOLE (rabeprazole sodium 20 mg gastro-resistant tablet) PRO DOC LIMITEE",NA,NA,"active",2009-02-10
TRUE,"02315262","02315262","SANDOZ PRAMIPEXOLE","SANDOZ CANADA INCORPORATED","SANDOZ PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 0.25 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2008-08-14
TRUE,"02315270","02315270","SANDOZ PRAMIPEXOLE","SANDOZ CANADA INCORPORATED","SANDOZ PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 0.5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2008-08-14
TRUE,"02315289","02315289","SANDOZ PRAMIPEXOLE","SANDOZ CANADA INCORPORATED","SANDOZ PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 1 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2008-08-14
TRUE,"02315297","02315297","SANDOZ PRAMIPEXOLE","SANDOZ CANADA INCORPORATED","SANDOZ PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 1.5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2008-08-14
TRUE,"02315300","02315300","RIVA-METOPROLOL L","LABORATOIRE RIVA INC","RIVA-METOPROLOL L (metoprolol tartrate 25 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-10
TRUE,"02315319","02315319","RIVA-METOPROLOL L","LABORATOIRE RIVA INC","RIVA-METOPROLOL L (metoprolol tartrate 50 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-10
TRUE,"02315327","02315327","RIVA-METOPROLOL L","LABORATOIRE RIVA INC","RIVA-METOPROLOL L (metoprolol tartrate 100 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-10
FALSE,"02315335","02315335","COPPERTONE SUNSCREEN CONTINUOUS SPRAY SPF 50+","BAYER INC","COPPERTONE SUNSCREEN CONTINUOUS SPRAY SPF 50+ (avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 10 % and oxybenzone 6 % spray (bag-on-valve)) BAYER INC",NA,NA,"active",2009-02-02
FALSE,"02315424","02315424","ACT LEVOFLOXACIN","TEVA CANADA LIMITED","ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2009-06-24
FALSE,"02315432","02315432","ACT LEVOFLOXACIN","TEVA CANADA LIMITED","ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2009-06-24
FALSE,"02315440","02315440","ACT LEVOFLOXACIN","TEVA CANADA LIMITED","ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2009-06-24
FALSE,"02315459","02315459","COPPERTONE SUNSCREEN CONTINUOUS SPRAY SPF 30","BAYER INC","COPPERTONE SUNSCREEN CONTINUOUS SPRAY SPF 30 (avobenzone 2 % and homosalate 15 % and octisalate 5 % and oxybenzone 4 % spray (bag-on-valve)) BAYER INC",NA,NA,"active",2009-02-02
FALSE,"02315467","02315467","COPPERTONE WATERBABIES CONTINUOUS SPRAY SUNSCREEN LOTION SPF 50","BAYER INC","COPPERTONE WATERBABIES CONTINUOUS SPRAY SUNSCREEN LOTION SPF 50 (avobenzone 2.1 % and homosalate 9.1 % and octisalate 3.5 % and octocrylene 1.4 % and oxybenzone 2.8 % cutaneous spray) BAYER INC",NA,NA,"active",2009-02-02
FALSE,"02315475","02315475","COLD LIQUID GRAPE FLAVOUR","PHARMETICS (2011) INC","COLD LIQUID GRAPE FLAVOUR (brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid) PHARMETICS (2011) INC",NA,NA,"active",2011-04-23
FALSE,"02315483","02315483","DM COUGH AND COLD LIQUID CHERRY FLAVOUR","PHARMETICS (2011) INC","DM COUGH AND COLD LIQUID CHERRY FLAVOUR (brompheniramine maleate 2 mg per 5 mL and dextromethorphan hydrobromide 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid) PHARMETICS (2011) INC",NA,NA,"active",2011-04-23
FALSE,"02315491","02315491","DM COUGH AND COLD RELIEF","PHARMETICS (2011) INC","DM COUGH AND COLD RELIEF (brompheniramine maleate 4 mg per 5 mL and dextromethorphan hydrobromide 20 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL oral liquid) PHARMETICS (2011) INC",NA,NA,"active",2010-04-23
FALSE,"02315505","02315505","SPRAY ANTIBACTERIAL SOAP","RUBBERMAID COMMERCIAL PRODUCTS LLC","SPRAY ANTIBACTERIAL SOAP (triclosan 0.5 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC",NA,NA,"active",2010-05-04
FALSE,"02315513","02315513","ENRICHED FOAM ANTIBACTERIAL SOAP","RUBBERMAID COMMERCIAL PRODUCTS LLC","ENRICHED FOAM ANTIBACTERIAL SOAP (triclosan 0.5 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC",NA,NA,"active",2010-05-04
FALSE,"02315548","02315548","ARTHRITIS EXTRA STRENGTH ROLL-ON LOTION","CHURCH & DWIGHT CANADA CORP","ARTHRITIS EXTRA STRENGTH ROLL-ON LOTION (menthol 1.25 % and trolamine salicylate 10 % and NA lotion) CHURCH & DWIGHT CANADA CORP",NA,NA,"active",2008-09-15
FALSE,"02315564","02315564","COPPERTONE SPORT CONTINUOUS SPRAY SPF 30 ACCUSPRAY SUNSCREEN","BAYER INC","COPPERTONE SPORT CONTINUOUS SPRAY SPF 30 ACCUSPRAY SUNSCREEN (avobenzone 2 % and homosalate 15 % and octisalate 5 % and oxybenzone 4 % spray (bag-on-valve)) BAYER INC",NA,NA,"active",2009-02-02
FALSE,"02315637","02315637","ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER","RUBBERMAID COMMERCIAL PRODUCTS LLC","ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC",NA,NA,"active",2010-05-04
TRUE,"02315645","02315645","MINT-TOPIRAMATE","MINT PHARMACEUTICALS INC","MINT-TOPIRAMATE (topiramate 25 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-02
TRUE,"02315653","02315653","MINT-TOPIRAMATE","MINT PHARMACEUTICALS INC","MINT-TOPIRAMATE (topiramate 100 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-01
TRUE,"02315661","02315661","MINT-TOPIRAMATE","MINT PHARMACEUTICALS INC","MINT-TOPIRAMATE (topiramate 200 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-01
FALSE,"02315726","02315726","COPPERTONE SPORT CONTINUOUS SPRAY SPF 50+ ACCUSPRAY SUNSCREEN","BAYER INC","COPPERTONE SPORT CONTINUOUS SPRAY SPF 50+ ACCUSPRAY SUNSCREEN (avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 10 % and oxybenzone 6 % cutaneous spray) BAYER INC",NA,NA,"active",2009-02-02
FALSE,"02315769","02315769","COPPERTONE SPORT SUNSCREEN LOTION SPF 15","BAYER INC","COPPERTONE SPORT SUNSCREEN LOTION SPF 15 (avobenzone 2 % and homosalate 8 % and octisalate 5 % and octocrylene 5 % lotion) BAYER INC",NA,NA,"active",2011-01-26
FALSE,"02315793","02315793","BAZA PROTECT II","COLOPLAST A/S","BAZA PROTECT II (dimethicone 1 % and zinc oxide 12 % cutaneous cream) COLOPLAST A/S",NA,NA,"active",2009-05-20
FALSE,"02315831","02315831","CETAPHIL DAILY FACIAL MOISTURIZER     (SPF 50)","GALDERMA CANADA INC","CETAPHIL DAILY FACIAL MOISTURIZER     (SPF 50) (octinoxate 7.5 % and octisalate 5 % and octocrylene 7 % and oxybenzone 6 % and titanium dioxide 5.7 % lotion) GALDERMA CANADA INC",NA,NA,"active",2009-01-21
TRUE,"02315866","02315866","APO-ALFUZOSIN","APOTEX INC","APO-ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) APOTEX INC",NA,NA,"active",2008-08-20
FALSE,"02315874","02315874","TASIGNA","NOVARTIS PHARMACEUTICALS CANADA INC","TASIGNA (nilotinib (nilotinib hydrochloride monohydrate) 200 mg oral capsule) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2008-09-30
FALSE,"02315890","02315890","REFRESH EYE ALLERGY RELIEF","ALLERGAN INC","REFRESH EYE ALLERGY RELIEF (antazoline phosphate 0.51 % and naphazoline hydrochloride 0.051 % ophthalmic drops) ALLERGAN INC",NA,NA,"active",2009-02-09
FALSE,"02315920","02315920","REFRESH REDNESS RELIEF","ALLERGAN INC","REFRESH REDNESS RELIEF (naphazoline hydrochloride 0.1 % ophthalmic drops) ALLERGAN INC",NA,NA,"active",2009-02-09
TRUE,"02315955","02315955","EXTRA STRENGTH ALLERGY RELIEF","PHARMASCIENCE INC","EXTRA STRENGTH ALLERGY RELIEF (cetirizine hydrochloride 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2009-08-20
TRUE,"02315963","02315963","PMS-CETIRIZINE","PHARMASCIENCE INC","PMS-CETIRIZINE (cetirizine hydrochloride 20 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2008-10-14
TRUE,"02315971","02315971","TEVA-IRBESARTAN","TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02315998","02315998","TEVA-IRBESARTAN","TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316005","02316005","TEVA-IRBESARTAN","TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316013","02316013","TEVA-IRBESARTAN/HCTZ","TEVA CANADA LIMITED","TEVA-IRBESARTAN/HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316021","02316021","TEVA-IRBESARTAN/HCTZ","TEVA CANADA LIMITED","TEVA-IRBESARTAN/HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316048","02316048","TEVA-IRBESARTAN/HCTZ","TEVA CANADA LIMITED","TEVA-IRBESARTAN/HCTZ (hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316080","02316080","ACT QUETIAPINE","ACTAVIS PHARMA COMPANY","ACT QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2008-09-04
TRUE,"02316099","02316099","ACT QUETIAPINE","ACTAVIS PHARMA COMPANY","ACT QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2008-09-04
TRUE,"02316110","02316110","ACT QUETIAPINE","ACTAVIS PHARMA COMPANY","ACT QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2008-09-04
TRUE,"02316129","02316129","ACT QUETIAPINE","ACTAVIS PHARMA COMPANY","ACT QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2008-09-04
FALSE,"02316242","02316242","CLINIQUE SPF 30 BODY CREAM","CLINIQUE LABORATORIES DIST","CLINIQUE SPF 30 BODY CREAM (avobenzone 3 % and homosalate 5 % and octisalate 5 % and octocrylene 2.7 % and oxybenzone 4 % cutaneous cream) CLINIQUE LABORATORIES DIST",NA,NA,"active",2009-02-06
FALSE,"02316307","02316307","SANDOZ DORZOLAMIDE","SANDOZ CANADA INCORPORATED","SANDOZ DORZOLAMIDE (dorzolamide (dorzolamide hydrochloride) 20 mg per mL ophthalmic drops) SANDOZ CANADA INCORPORATED",NA,NA,"active",2010-10-25
TRUE,"02316390","02316390","RATIO-IRBESARTAN","TEVA CANADA LIMITED","RATIO-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316404","02316404","RATIO-IRBESARTAN","TEVA CANADA LIMITED","RATIO-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316412","02316412","RATIO-IRBESARTAN","TEVA CANADA LIMITED","RATIO-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-03-21
TRUE,"02316447","02316447","RIVA-VALACYCLOVIR","LABORATOIRE RIVA INC","RIVA-VALACYCLOVIR (valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-10-27
TRUE,"02316463","02316463","RIVA-PANTOPRAZOLE","LABORATOIRE RIVA INC","RIVA-PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-10-27
FALSE,"02316471","02316471","CLINIQUE SPF 30 FACE CREAM","CLINIQUE LABORATORIES DIST","CLINIQUE SPF 30 FACE CREAM (avobenzone 3 % and homosalate 5 % and octisalate 5 % and octocrylene 2.7 % and oxybenzone 4 % cutaneous cream) CLINIQUE LABORATORIES DIST",NA,NA,"active",2009-02-06
FALSE,"02316498","02316498","CLINIQUE SPF 50 FACE CREAM","CLINIQUE LABORATORIES DIST","CLINIQUE SPF 50 FACE CREAM (avobenzone 3 % and homosalate 5 % and octisalate 5 % and octocrylene 2.7 % and oxybenzone 5 % cutaneous cream) CLINIQUE LABORATORIES DIST",NA,NA,"active",2009-02-06
FALSE,"02316528","02316528","PRO-SOTALOL","PRO DOC LIMITEE","PRO-SOTALOL (sotalol hydrochloride 80 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-15
FALSE,"02316536","02316536","PRO-SOTALOL","PRO DOC LIMITEE","PRO-SOTALOL (sotalol hydrochloride 160 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-15
TRUE,"02316544","02316544","PRO-GLYBURIDE","PRO DOC LIMITEE","PRO-GLYBURIDE (glyburide 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2009-02-10
FALSE,"02316668","02316668","NATURALYTE H-690","FRESENIUS MEDICAL CARE CANADA INC","NATURALYTE H-690 (acetic acid 10.81 g per l and calcium chloride 10.25 g per l and dextrose 49.05 g per l and magnesium chloride 6.86 g per l and potassium chloride 3.35 g per l and sodium chloride 263 g per l solution for haemodialysis) FRESENIUS MEDICAL CARE CANADA INC",NA,NA,"active",2010-05-17
FALSE,"02316676","02316676","NATURALYTE H-661","FRESENIUS MEDICAL CARE CANADA INC","NATURALYTE H-661 (acetic acid 10.81 g per l and calcium chloride 11.58 g per l and dextrose 98.99 g per l and magnesium chloride 3.43 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis) FRESENIUS MEDICAL CARE CANADA INC",NA,NA,"active",2010-05-17
TRUE,"02316692","02316692","RIVA-QUETIAPINE","LABORATOIRE RIVA INC","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-24
TRUE,"02316706","02316706","RIVA-QUETIAPINE","LABORATOIRE RIVA INC","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-24
TRUE,"02316722","02316722","RIVA-QUETIAPINE","LABORATOIRE RIVA INC","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-24
TRUE,"02316730","02316730","RIVA-QUETIAPINE","LABORATOIRE RIVA INC","RIVA-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-09-24
TRUE,"02316838","02316838","ACTONEL","ALLERGAN PHARMA CO.","ACTONEL (risedronate sodium (risedronate sodium hemi-pentahydrate) 150 mg oral tablet) ALLERGAN PHARMA CO.",NA,NA,"active",2008-12-01
FALSE,"02316846","02316846","ACT ROPINIROLE","ACTAVIS PHARMA COMPANY","ACT ROPINIROLE (ropinirole (ropinirole hydrochloride) 0.25 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2009-07-22
FALSE,"02316854","02316854","ACT ROPINIROLE","ACTAVIS PHARMA COMPANY","ACT ROPINIROLE (ropinirole (ropinirole hydrochloride) 1 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2009-07-22
FALSE,"02316862","02316862","ACT ROPINIROLE","ACTAVIS PHARMA COMPANY","ACT ROPINIROLE (ropinirole (ropinirole hydrochloride) 2 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2009-07-22
FALSE,"02316870","02316870","ACT ROPINIROLE","ACTAVIS PHARMA COMPANY","ACT ROPINIROLE (ropinirole (ropinirole hydrochloride) 5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2009-07-22
FALSE,"02316897","02316897","ASPIRIN STOMACH GUARD EXTRA STRENGTH","BAYER INC","ASPIRIN STOMACH GUARD EXTRA STRENGTH (acetylsalicylic acid 500 mg oral tablet) BAYER INC",NA,NA,"active",2009-10-09
TRUE,"02316943","02316943","PAT-GALANTAMINE ER","PATRIOT A DIVISION OF JANSSEN INC","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active",2011-01-05
TRUE,"02316951","02316951","PAT-GALANTAMINE ER","PATRIOT A DIVISION OF JANSSEN INC","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active",2011-01-05
TRUE,"02316978","02316978","PAT-GALANTAMINE ER","PATRIOT A DIVISION OF JANSSEN INC","PAT-GALANTAMINE ER (galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule) PATRIOT A DIVISION OF JANSSEN INC",NA,NA,"active",2011-01-05
TRUE,"02316986","02316986","XARELTO","BAYER INC","XARELTO (rivaroxaban 10 mg oral tablet) BAYER INC",NA,NA,"active",2008-09-16
TRUE,"02317060","02317060","PMS-IRBESARTAN","PHARMASCIENCE INC","PMS-IRBESARTAN (irbesartan 75 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2011-03-24
TRUE,"02317079","02317079","PMS-IRBESARTAN","PHARMASCIENCE INC","PMS-IRBESARTAN (irbesartan 150 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2011-03-24
TRUE,"02317087","02317087","PMS-IRBESARTAN","PHARMASCIENCE INC","PMS-IRBESARTAN (irbesartan 300 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2011-03-24
TRUE,"02317192","02317192","APRI 21","TEVA CANADA LIMITED","APRI 21 (desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2008-09-29
TRUE,"700092","02317206","APRI 28","TEVA CANADA LIMITED","APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2008-09-29
TRUE,"700093","02317206","APRI 28","TEVA CANADA LIMITED","APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2008-09-29
TRUE,"02317338","02317338","IBUPROFEN CAPLETS","PHARMETICS (2011) INC","IBUPROFEN CAPLETS (ibuprofen 400 mg oral tablet) PHARMETICS (2011) INC",NA,NA,"active",2009-01-28
TRUE,"02317346","02317346","PRO-QUETIAPINE","PRO DOC LIMITEE","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-23
TRUE,"02317354","02317354","PRO-QUETIAPINE","PRO DOC LIMITEE","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-23
TRUE,"02317362","02317362","PRO-QUETIAPINE","PRO DOC LIMITEE","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-23
TRUE,"02317370","02317370","PRO-QUETIAPINE","PRO DOC LIMITEE","PRO-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2008-10-23
TRUE,"02317427","02317427","MINT-CIPROFLOXACIN","MINT PHARMACEUTICALS INC","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-29
TRUE,"02317435","02317435","MINT-CIPROFLOXACIN","MINT PHARMACEUTICALS INC","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-29
TRUE,"02317443","02317443","MINT-CIPROFLOXACIN","MINT PHARMACEUTICALS INC","MINT-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA,"active",2008-10-29
FALSE,"02317508","02317508","AVEENO ACTIVE NATURALS DAILY MOISTURIZING LOTION","JOHNSON & JOHNSON INC","AVEENO ACTIVE NATURALS DAILY MOISTURIZING LOTION (avobenzone 3 % and octisalate 5 % and octocrylene 1.7 % and oxybenzone 3 % lotion) JOHNSON & JOHNSON INC",NA,NA,"active",2010-02-08
TRUE,"02317559","02317559","SILDENAFIL","PHARMASCIENCE INC","SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2013-08-05
TRUE,"02317575","02317575","SILDENAFIL","PHARMASCIENCE INC","SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2013-08-05
TRUE,"02317583","02317583","SILDENAFIL","PHARMASCIENCE INC","SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2013-08-05
FALSE,"02317656","02317656","ORIGINAL ANTIBIOTIC CREAM","TARO PHARMACEUTICALS INC","ORIGINAL ANTIBIOTIC CREAM (gramicidin 0.25 mg per g and polymyxin b sulfate 10000 unit per g cutaneous cream) TARO PHARMACEUTICALS INC",NA,NA,"active",2010-10-26
FALSE,"02317680","02317680","LAX-A-DAY","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","LAX-A-DAY (polyethylene glycol 3350 1 g per g powder for oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active",2008-12-10
FALSE,"02317699","02317699","REVLIMID","CELGENE INC","REVLIMID (lenalidomide 15 mg oral capsule) CELGENE INC",NA,NA,"active",2008-10-10
FALSE,"02317710","02317710","REVLIMID","CELGENE INC","REVLIMID (lenalidomide 25 mg oral capsule) CELGENE INC",NA,NA,"active",2008-10-10
FALSE,"02317745","02317745","KIDS SUNSCREEN STICK ÉCRAN SOLAIRE EN BÂTONNET POUR ENFANTS SPF FPS 50","EDGEWELL PERSONAL CARE CANADA, ULC","KIDS SUNSCREEN STICK ÉCRAN SOLAIRE EN BÂTONNET POUR ENFANTS SPF FPS 50 (avobenzone 2 % and octocrylene 10 % and oxybenzone 6 % cutaneous stick) EDGEWELL PERSONAL CARE CANADA, ULC",NA,NA,"active",2009-05-01
FALSE,"02301563","02301563","NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN SPF 30","JOHNSON & JOHNSON INC","NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN SPF 30 (avobenzone 3 % and homosalate 8 % and octisalate 4 % and octocrylene 2.35 % and oxybenzone 5 % cutaneous spray) JOHNSON & JOHNSON INC",NA,NA,"active",2008-01-28
FALSE,"02301571","02301571","NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN SPF 45","JOHNSON & JOHNSON INC","NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN SPF 45 (avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 2.35 % and oxybenzone 6 % cutaneous spray) JOHNSON & JOHNSON INC",NA,NA,"active",2008-01-28
FALSE,"02312921","02312921","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER","JOHNSON & JOHNSON INC","CLEAN & CLEAR ADVANTAGE PLUS 3-IN-1 CLEANSER (benzoyl peroxide 5 % cutaneous cream) JOHNSON & JOHNSON INC",NA,NA,"active",2011-01-17
FALSE,"02312948","02312948","POSITIVELY RADIANT CC CREAM SPF 30 FAIR TO LIGHT","JOHNSON & JOHNSON INC","POSITIVELY RADIANT CC CREAM SPF 30 FAIR TO LIGHT (homosalate 5 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 2 % cutaneous cream) JOHNSON & JOHNSON INC",NA,NA,"active",2011-01-17
FALSE,"02312956","02312956","POSITIVELY RADIANT CC CREAM SPF 30 MEDIUM","JOHNSON & JOHNSON INC","POSITIVELY RADIANT CC CREAM SPF 30 MEDIUM (homosalate 5 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 2 % cutaneous cream) JOHNSON & JOHNSON INC",NA,NA,"active",2011-01-17
