ccdd,ntp_code,ntp_formal_name,changes
"TRUE","9009377","ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet","ADDED"
NA,"9000796","fluticasone propionate 500 mcg inhalation powder","DELETED"
NA,"9001992","prazosin (prazosin hydrochloride) 2 mg oral tablet","DELETED"
NA,"9006589","drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet","DELETED"
"TRUE","9009624","furosemide 500 mg oral tablet","ADDED"
NA,"9001442","estradiol 0.1 % transdermal gel","DELETED"
"TRUE","9002953","benzoyl peroxide 50 mg per g and erythromycin 30 mg per g cutaneous gel","ADDED"
NA,"9002078","minoxidil 20 mg per mL cutaneous solution","DELETED"
NA,"9000794","fluticasone propionate 100 mcg inhalation powder","DELETED"
"TRUE","9002273","dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic drops","ADDED"
"TRUE","9009387","ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet with lactose oral tablet","ADDED"
"TRUE","9004190","acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet","ADDED"
NA,"9006608","ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet","DELETED"
NA,"9001890","minoxidil 2.5 mg oral tablet","DELETED"
"TRUE","9003372","ondansetron 4 mg orodispersible tablet","ADDED"
"TRUE","9004195","brompheniramine maleate 1 mg and phenylephrine hydrochloride 2.5 mg chewable tablet","ADDED"
"TRUE","9007160","amoxicillin 250 mg per 5 mL oral suspension","ADDED"
"TRUE","9006235","dexamethasone sodium phosphate 0.1 % ophthalmic/otic drops","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19901231"" -> ""20170718"""
"TRUE","9003871","amphetamine aspartate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule","ADDED"
"TRUE","9004482","alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous liquid","ADDED"
"TRUE","9005023","fesoterodine fumarate 8 mg prolonged-release oral tablet","ADDED"
NA,"9000734","salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial","DELETED"
NA,"9000088","ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet","DELETED"
"TRUE","9001852","metronidazole 500 mg and nystatin 100000 unit pessary","ADDED"
"TRUE","9010877","nitroglycerin 0.6 mg per hour transdermal patch","ADDED"
"TRUE","9012413","baclofen 40 mg per 20 mL solution for injection ampoule","ADDED"
"TRUE","9012368","ephedrine sulfate 50 mg per 1 mL solution for injection ampoule","ADDED"
"TRUE","9003838","brimonidine tartrate 0.15 % ophthalmic drops","ADDED"
"TRUE","9003148","chlorhexidine gluconate 0.05 % medicated sponge","ADDED"
"TRUE","9001683","chlorhexidine gluconate 4 % cutaneous solution","ADDED"
NA,"9006566","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","DELETED"
NA,"9006540","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet","DELETED"
NA,"9000607","mesalazine 500 mg gastro-resistant tablet","DELETED"
"TRUE","9003962","eletriptan (eletriptan hydrobromide) 40 mg oral tablet","ADDED"
"TRUE","9012362","estradiol 50 mcg per 24 hour and norethindrone acetate 140 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9010876","nitroglycerin 0.4 mg per hour transdermal patch","ADDED"
NA,"9006216","dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL ophthalmic/otic drops","DELETED"
NA,"9005133","minoxidil 5 % cutaneous foam","DELETED"
"TRUE","9009341","esmolol hydrochloride 100 mg per 10 mL solution for injection vial","ADDED"
"TRUE","9012360","verapamil hydrochloride 80 mg oral tablet","ADDED"
"TRUE","9012389","budesonide 200 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","ADDED"
"TRUE","9003867","amphetamine aspartate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule","ADDED"
NA,"9000795","fluticasone propionate 250 mcg inhalation powder","DELETED"
"TRUE","9005509","alogliptin (alogliptin benzoate) 6.25 mg oral tablet","ADDED"
"TRUE","9001477","diazepam 10 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20170316"" -> ""19801231"""
"TRUE","9003314","benzalkonium chloride 2.5 % cutaneous liquid","ADDED"
NA,"9006598","rivastigmine 4.6 mg per 24 hour transdermal patch","DELETED"
"TRUE","9010666","minoxidil 5 % cutaneous foam","ADDED"
NA,"9006274","hydromorphone hydrochloride 10000 mg per 10 mL solution for injection vial","DELETED"
"TRUE","9004591","guaifenesin 200 mg per 15 mL oral liquid","ADDED"
NA,"9006603","drospirenone 3 mg and ethinyl estradiol 20 mcg oral tablet with lactose oral tablet","DELETED"
"TRUE","9012377","orciprenaline sulfate 10 mg per 5 mL syrup","ADDED"
NA,"9000574","estradiol 2 mg oral tablet","DELETED"
NA,"9005211","nebivolol (nebivolol hydrochloride) 10 mg oral tablet","DELETED"
"TRUE","9004952","zolpidem tartrate 10 mg orodispersible tablet","ADDED"
"TRUE","9005962","dexmedetomidine (dexmedetomidine hydrochloride) 4 mcg per mL solution for injection","ADDED"
"TRUE","9009621","furosemide 40 mg per 4 mL solution for injection ampoule","ADDED"
"TRUE","9010879","nitroglycerin 0.8 mg per hour transdermal patch","ADDED"
"TRUE","9010495","mesalazine 2 g per 60 mL rectal suspension","ADDED"
"TRUE","9004423","estradiol 1 mg and norethindrone acetate 0.5 mg oral tablet","ADDED"
NA,"9001351","furosemide 40 mg per 4 mL solution for injection vial","DELETED"
"TRUE","9004170","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral capsule","ADDED"
"TRUE","9003267","methotrimeprazine (methotrimeprazine maleate) 2 mg oral tablet","ADDED"
"TRUE","9010875","nitroglycerin 0.4 mg per actuation sublingual spray","ADDED"
"TRUE","9005990","canagliflozin 50 mg and metformin hydrochloride 850 mg oral tablet","ADDED"
"TRUE","9011704","rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule","ADDED"
"TRUE","9010665","minoxidil 20 mg per mL cutaneous solution","ADDED"
"TRUE","9003252","naratriptan (naratriptan hydrochloride) 1 mg oral tablet","ADDED"
NA,"9001980","hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet","DELETED"
NA,"9000903","rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule","DELETED"
"TRUE","9012444","letermovir 240 mg oral tablet","ADDED"
NA,"9004202","cilazapril (cilazapril monohydrate) 5 mg and hydrochlorothiazide 12.5 mg oral tablet","DELETED"
NA,"9003696","budesonide 100 mcg and formoterol fumarate 6 mcg inhalation powder","DELETED"
"TRUE","9004788","benzalkonium chloride 0.15 % wipe","ADDED"
"TRUE","9012393","formoterol fumarate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation","ADDED"
NA,"9000676","furosemide 10 mg per mL oral solution","DELETED"
NA,"9006203","epinephrine 0.045 mg per 0.3 mL solution for injection syringe","DELETED"
"TRUE","9003563","levonorgestrel 52 mg intrauterine delivery system","ADDED"
NA,"9004849","formoterol fumarate 5 mcg and mometasone furoate 100 mcg pressurised inhalation","DELETED"
"TRUE","9012356","verapamil hydrochloride 180 mg prolonged-release oral tablet","ADDED"
"TRUE","9012371","aminophylline 500 mg per 10 mL solution for injection vial","ADDED"
"TRUE","9012400","benzoyl peroxide 3 % cutaneous liquid","ADDED"
"TRUE","9011416","pindolol 5 mg oral tablet","ADDED"
"TRUE","9005228","metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","ADDED"
"TRUE","9005987","canagliflozin 150 mg and metformin hydrochloride 850 mg oral tablet","ADDED"
"TRUE","9002614","theophylline 100 mg prolonged-release oral tablet","ADDED"
NA,"9002173","amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet","DELETED"
"TRUE","9012388","budesonide 100 mcg per actuation and formoterol fumarate 6 mcg per actuation inhalation powder","ADDED"
NA,"9003077","labetalol hydrochloride 200 mg oral tablet","DELETED"
NA,"9000745","furosemide 500 mg oral tablet","DELETED"
NA,"9003675","bosentan (bosentan monohydrate) 62.5 mg oral tablet","DELETED"
"TRUE","9004148","darifenacin (darifenacin hydrobromide) 7.5 mg prolonged-release oral tablet","ADDED"
"TRUE","9002908","benzoyl peroxide 5 % cutaneous gel","ADDED"
"TRUE","9012390","testosterone 5 mg per 24 hour transdermal patch","ADDED"
NA,"9006200","epinephrine 0.09 mg per 0.3 mL solution for injection syringe","DELETED"
"TRUE","9012442","avelumab 20 mg per mL solution for injection","ADDED"
NA,"9000928","testosterone 12.2 mg transdermal patch","DELETED"
"TRUE","9012163","tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet","ADDED"
"TRUE","9012162","tolvaptan 30 mg oral tablet with tolvaptan 60 mg oral tablet","ADDED"
"TRUE","9001556","phenobarbital 100 mg oral tablet","ADDED"
"TRUE","9009398","ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","ADDED"
"TRUE","9012387","salbutamol (salbutamol sulfate) 200 mcg per actuation inhalation powder","ADDED"
"TRUE","9003937","nabilone 0.5 mg oral capsule","ADDED"
"TRUE","9004929","benzalkonium chloride 0.12 % cutaneous gel","ADDED"
"TRUE","9004469","benzalkonium chloride 0.1 % cutaneous solution","ADDED"
NA,"9000339","sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension","DELETED"
"TRUE","9011706","rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule","ADDED"
NA,"9002895","labetalol hydrochloride 100 mg oral tablet","DELETED"
"TRUE","9009877","hydrochlorothiazide 50 mg and spironolactone 50 mg oral tablet","ADDED"
"TRUE","9009370","ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection","ADDED"
"TRUE","9006564","mesalazine 4 g per 60 mL rectal suspension","ntp_formal_name: ""mesalazine 4 g per 60 mL rectal suspension"" -> ""drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet""
ntp_status_effective_time: ""19951231"" -> ""20041222"""
"TRUE","9005433","chlorhexidine gluconate 2 % medicated sponge","ADDED"
"TRUE","9002348","chlorhexidine gluconate 2 % cutaneous gel","ADDED"
"TRUE","9002274","dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic ointment","ADDED"
"TRUE","9004146","trospium chloride 20 mg oral tablet","ADDED"
"TRUE","9004516","granisetron (granisetron hydrochloride) 1 mg per mL solution for injection","ADDED"
"TRUE","9012443","letermovir 20 mg per mL solution for injection","ADDED"
"TRUE","9007114","amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet","ADDED"
NA,"9002422","captopril 6.25 mg oral tablet","DELETED"
NA,"9001452","fluticasone furoate 200 mcg inhalation powder","DELETED"
"TRUE","9005127","azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg oral tablet","ADDED"
"TRUE","9003866","amphetamine aspartate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule","ADDED"
NA,"9000550","verapamil hydrochloride 240 mg prolonged-release oral capsule","DELETED"
NA,"9001817","pindolol 5 mg oral tablet","DELETED"
"TRUE","9012372","dexamethasone phosphate (dexamethasone sodium phosphate) 0.1 % ophthalmic/otic drops","ADDED"
NA,"9000797","cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet","DELETED"
NA,"9006215","nitroglycerin 500 mg per 10 mL solution for injection vial","DELETED"
"TRUE","9009391","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","ADDED"
"TRUE","9006486","risperidone 12.5 mg per vial powder for prolonged-release suspension for injection with diluent solution","ntp_type: """" -> ""NA"""
"TRUE","9012439","methylphenidate hydrochloride 55 mg modified-release oral capsule","ADDED"
"TRUE","9012350","verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule","ADDED"
"TRUE","9005743","levonorgestrel 1.5 mg oral tablet","ADDED"
NA,"9001751","chlorthalidone 50 mg oral tablet","DELETED"
"TRUE","9000982","testosterone 1 % cutaneous gel","ntp_status_effective_time: ""20020506"" -> ""20040920"""
"TRUE","9003188","brimonidine tartrate 0.2 % ophthalmic drops","ADDED"
"TRUE","9005986","canagliflozin 150 mg and metformin hydrochloride 500 mg oral tablet","ADDED"
NA,"9006592","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","DELETED"
"TRUE","9009356","estradiol 100 mcg per 24 hour transdermal patch","ADDED"
"TRUE","9010874","nitroglycerin 0.3 mg sublingual tablet","ADDED"
"TRUE","9003869","amphetamine aspartate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule","ADDED"
"TRUE","9001800","alcohol anhydrous 100 % solution for injection","ADDED"
"TRUE","9012411","cromolyn sodium 1 % inhalation solution 2 mL unit dose vial","ADDED"
"TRUE","9010187","labetalol hydrochloride 200 mg oral tablet","ADDED"
"TRUE","9006472","risperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution","ntp_type: """" -> ""NA"""
"TRUE","9005149","benzoyl peroxide 2.5 % cutaneous solution","ADDED"
"TRUE","9012452","buprenorphine (buprenorphine hydrochloride) 75 mcg NA","ADDED"
NA,"9006220","nitroglycerin 100 mg per 10 mL solution for injection vial","DELETED"
"TRUE","9012380","formoterol fumarate 6 mcg per actuation inhalation powder","ADDED"
NA,"9000636","timolol (timolol maleate) 0.25 % prolonged-release eye drops","DELETED"
"TRUE","9012376","timolol (timolol maleate) 0.5 % NA","ADDED"
NA,"9001112","mesalazine 800 mg gastro-resistant tablet","DELETED"
NA,"9001815","pindolol 10 mg oral tablet","DELETED"
NA,"9004884","formoterol fumarate 5 mcg and mometasone furoate 200 mcg pressurised inhalation","DELETED"
"TRUE","9012404","fluticasone furoate 200 mcg per actuation inhalation powder","ADDED"
"TRUE","9003101","tobramycin (tobramycin sulfate) 40 mg per mL solution for injection","ADDED"
NA,"9006553","nitroglycerin 0.6 mg per hour transdermal patch","DELETED"
"TRUE","9006473","risperidone 25 mg per vial powder for prolonged-release suspension for injection with diluent solution","ntp_type: """" -> ""NA"""
"TRUE","9002513","acetylsalicylic acid 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","ADDED"
NA,"9006247","mesalazine 4 g per 100 mL rectal suspension","DELETED"
"TRUE","9005508","alogliptin (alogliptin benzoate) 12.5 mg oral tablet","ADDED"
"TRUE","9002434","chlorhexidine gluconate 4 % cutaneous gel","ADDED"
NA,"9006568","esmolol hydrochloride 100 mg per 10 mL solution for injection vial","DELETED"
NA,"9000576","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet","DELETED"
"TRUE","9003253","naratriptan (naratriptan hydrochloride) 2.5 mg oral tablet","ADDED"
"TRUE","9012398","fluticasone furoate 100 mcg per actuation and vilanterol (vilanterol trifenatate) 25 mcg per actuation inhalation powder","ADDED"
