ccdd,mp_code,mp_formal_name,changes
"TRUE","00401633","FUROSEMIDE SPECIAL (furosemide 250 mg per 25 mL solution for injection 25 mL vial) SANDOZ CANADA INCORPORATED","mp_formal_name: ""FUROSEMIDE SPECIAL (furosemide 250 mg per 25 mL solution for injection 25 mL vial) SANDOZ CANADA INCORPORATED"" -> ""FUROSEMIDE SPECIAL (furosemide 250 mg per 25 mL solution for injection vial) SANDOZ CANADA INCORPORATED"""
"TRUE","02237820","AMERGE (naratriptan (naratriptan hydrochloride) 1 mg oral tablet) GLAXOSMITHKLINE INC","ADDED"
"TRUE","02242892","EXPECTORANT (EXTRA STRENGTH) SYRUP (guaifenesin 200 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC","ADDED"
"TRUE","02402874","MYRBETRIQ (mirabegron 25 mg prolonged-release oral tablet) ASTELLAS PHARMA CANADA INC","ADDED"
"TRUE","02444054","ACTIVE ANTI-ACNE TREATMENT KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA) FRUIT OF THE EARTH, INC","ADDED"
"TRUE","02238406","METHOPRAZINE (methotrimeprazine (methotrimeprazine maleate) 50 mg oral tablet) AA PHARMA INC","ADDED"
NA,"700259","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","DELETED"
"TRUE","02457296","SANDOZ AMPHETAMINE XR (amphetamine aspartate monohydrate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02353571","EXTRA STRENGTH MUCOUS RELIEF CHEST (guaifenesin 400 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","02316749","X-PUR CHLORHEXIDINE (chlorhexidine gluconate 0.12 % gargle/mouthwash) PHARMASCIENCE INC","ADDED"
NA,"700230","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02391015","RODAN & FIELDS PROACTIV SOLUTION CLEANSE (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED"
"TRUE","02382377","MIDAZOLAM INJECTION USP (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC","ADDED"
"TRUE","02449463","RAN-RAMIPRIL HCTZ (hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","ADDED"
"TRUE","02256304","RELPAX (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) PFIZER CANADA INC","ADDED"
"TRUE","02442671","ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) SANIS HEALTH INC","ADDED"
"TRUE","02148447","MINIMS PHENYLEPHRINE HYDROCHLORIDE 2.5% (phenylephrine hydrochloride 2.5 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02464802","DIAL COMPLETE ANTIBACTERIAL FOAMING HAND WASH (benzalkonium chloride 0.13 % cutaneous solution) HENKEL CANADA CORPORATION","ADDED"
"TRUE","00704423","ANDROCUR DEPOT (cyproterone acetate 100 mg per mL solution for injection) BAYER INC","ADDED"
NA,"700357","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 50 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","DELETED"
"TRUE","02237224","OXEZE TURBUHALER (formoterol fumarate dihydrate 12 mcg inhalation powder) ASTRAZENECA CANADA INC","mp_formal_name: ""OXEZE TURBUHALER (formoterol fumarate dihydrate 12 mcg inhalation powder) ASTRAZENECA CANADA INC"" -> ""OXEZE TURBUHALER (formoterol fumarate dihydrate 12 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC"""
"TRUE","02410753","APO-LORAZEPAM SUBLINGUAL (lorazepam 1 mg sublingual tablet) APOTEX INC","mp_formal_name: ""APO-LORAZEPAM SUBLINGUAL (lorazepam 1 mg sublingual tablet) APOTEX INC"" -> ""LORAZEPAM SUBLINGUAL (lorazepam 1 mg sublingual tablet) AA PHARMA INC"""
"TRUE","00511528","MOGADON (nitrazepam 5 mg oral tablet) AA PHARMA INC","ADDED"
NA,"700243","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","DELETED"
"TRUE","02419521","MINT-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) MINT PHARMACEUTICALS INC","ADDED"
"TRUE","00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02220636","OXYBUTYNINE-5  -  TAB 5MG (oxybutynin chloride 5 mg oral tablet) PRO DOC LIMITEE","mp_status_effective_time: ""19961206"" -> ""20171122"""
"TRUE","02250217","SUDAFED PE EXTRA STRENGTH (phenylephrine hydrochloride 10 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","ADDED"
NA,"700251","DILAUDID HP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PURDUE PHARMA","DELETED"
"TRUE","02224887","SOFRAMYCIN EYE DROPS 0.5% (framycetin sulfate 5 mg per mL ophthalmic drops) ERFA CANADA 2012 INC","ADDED"
"TRUE","02360128","THEO ER (theophylline 600 mg prolonged-release oral tablet) AA PHARMA INC","ADDED"
"TRUE","02438453","AG-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) ANGITA PHARMA INC.","ADDED"
"TRUE","02214261","SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC","mp_formal_name: ""SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""SEREVENT DISKHALER DISK (50MCG/DOSE) (salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC"""
"TRUE","02284685","PMS-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02368307","BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % lotion) JAN MARINI SKIN RESEARCH INC","ADDED"
NA,"700302","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule) STERIMAX INC","DELETED"
"TRUE","02327236","METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC","ADDED"
"TRUE","02223252","PROCTOSEDYL OINTMENT (dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment) APTALIS PHARMA CANADA ULC","ADDED"
"TRUE","02305143","IRINOTECAN HYDROCHLORIDE TRIHYDRATE INJECTION (irinotecan hydrochloride 20 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02291215","JAMP-SENNA S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02321874","EMERGENCY ACNE VANISHING FACIAL CLEANSER (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD","ADDED"
"TRUE","02370433","SUBLINOX (zolpidem tartrate 10 mg orodispersible tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02390019","ONDANSETRON INJECTION, USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","ADDED"
NA,"700241","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC","DELETED"
NA,"700378","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC","DELETED"
"TRUE","02466392","AURO-NITROFURANTOIN (nitrofurantoin 100 mg oral capsule) AURO PHARMA INC","ADDED"
NA,"700277","FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD","DELETED"
NA,"700293","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","DELETED"
NA,"700345","MORPHINE HP 25 - 25MG/ML (morphine sulfate 100 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","DELETED"
NA,"700276","FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","DELETED"
"TRUE","01922246","A.C.& C TABLETS (acetylsalicylic acid 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","00869317","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 25 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02252333","RATIO-CARVEDILOL (carvedilol 25 mg oral tablet) TEVA CANADA LIMITED","mp_formal_name: ""RATIO-CARVEDILOL (carvedilol 25 mg oral tablet) TEVA CANADA LIMITED"" -> ""TEVA-CARVEDILOL (carvedilol 25 mg oral tablet) TEVA CANADA LIMITED"""
"TRUE","02240432","TEVETEN (eprosartan (eprosartan mesylate) 400 mg oral tablet) BGP PHARMA ULC","ADDED"
"TRUE","02459345","RIVA-DORZOLAMIDE (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) LABORATOIRE RIVA INC","ADDED"
"TRUE","02361752","ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 100 mcg pressurised inhalation) MERCK CANADA INC","mp_formal_name: ""ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 100 mcg pressurised inhalation) MERCK CANADA INC"" -> ""ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation) MERCK CANADA INC"""
"TRUE","02469758","TREMFYA (guselkumab 100 mg per 1 mL solution for injection) JANSSEN INC","ADDED"
"TRUE","02338459","ACH-LETROZOLE (letrozole 2.5 mg oral tablet) ACCORD HEALTHCARE INC","ADDED"
NA,"00519367","PRO-TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) PRO DOC LIMITEE","DELETED"
"TRUE","01936441","BAXEDIN PRE-OP (chlorhexidine gluconate 0.5 % cutaneous solution) OMEGA LABORATORIES LTD","ADDED"
"TRUE","02454599","PHENYLEPHRINE HYDROCHLORIDE INJECTION (phenylephrine hydrochloride 50 mcg per mL solution for injection) BIOSYENT PHARMA INC","ADDED"
"TRUE","02457873","JAMP-HYDRALAZINE (hydralazine hydrochloride 25 mg oral tablet) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02342529","EXACT ANTIBACTERIAL WIPES (benzalkonium chloride 0.13 % wipe) NICE-PAK PRODUCTS INC","ADDED"
"TRUE","02232903","PMS-METHOTRIMEPRAZINE (methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02326035","ZINDA-ANASTROZOLE (anastrozole 1 mg oral tablet) STASON PHARMACEUTICALS INC","ADDED"
"TRUE","02266199","EXTRA STRENGTH COLD SYRUP (brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup) JAMP PHARMA CORPORATION","ADDED"
"TRUE","02250616","CLIMARA PRO (estradiol 45 mcg per 24 hour and levonorgestrel 15 mcg per 24 hour transdermal patch) BAYER INC","ADDED"
"TRUE","02236796","DEEP PORE ACNE VANISHING TREATMENT (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD","ADDED"
"TRUE","02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","00739839","SANDOZ DEXAMETHASONE (dexamethasone sodium phosphate 0.1 % ophthalmic/otic drops) SANDOZ CANADA INCORPORATED","mp_formal_name: ""SANDOZ DEXAMETHASONE (dexamethasone sodium phosphate 0.1 % ophthalmic/otic drops) SANDOZ CANADA INCORPORATED"" -> ""SANDOZ DEXAMETHASONE (dexamethasone phosphate (dexamethasone sodium phosphate) 0.1 % ophthalmic/otic drops) SANDOZ CANADA INCORPORATED"""
"TRUE","01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02027100","PHENYLEPHRINE (phenylephrine hydrochloride 2.5 % ophthalmic drops) EBERTH PHARMACEUTICALS INC","ADDED"
"TRUE","02417189","NESINA (alogliptin (alogliptin benzoate) 6.25 mg oral tablet) TAKEDA CANADA INC","ADDED"
"TRUE","02285673","EURO-FOLIC 5MG (folic acid 5 mg oral tablet) SANDOZ CANADA INCORPORATED","mp_formal_name: ""EURO-FOLIC 5MG (folic acid 5 mg oral tablet) SANDOZ CANADA INCORPORATED"" -> ""SANDOZ FOLIC ACID (folic acid 5 mg oral tablet) SANDOZ CANADA INCORPORATED"""
NA,"700340","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","DELETED"
"TRUE","02467747","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule) SANIS HEALTH INC","ADDED"
"TRUE","02439239","ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule) TEVA CANADA LIMITED","ADDED"
"TRUE","02457059","BACLOFEN INJECTION (baclofen 0.05 mg per 1 mL solution for injection ampoule) TELIGENT OU","ADDED"
"TRUE","02171899","TIMOPTIC-XE (timolol (timolol maleate) 0.5 % prolonged-release eye drops) PURDUE PHARMA","mp_formal_name: ""TIMOPTIC-XE (timolol (timolol maleate) 0.5 % prolonged-release eye drops) PURDUE PHARMA"" -> ""TIMOPTIC-XE (timolol (timolol maleate) 0.5 % NA) PURDUE PHARMA"""
NA,"700331","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED","DELETED"
"TRUE","02392496","BIO-LETROZOLE (letrozole 2.5 mg oral tablet) BIOMED PHARMA","ADDED"
NA,"700229","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) FRESENIUS KABI CANADA LTD","DELETED"
"TRUE","02225964","APO-TEMAZEPAM (temazepam 15 mg oral capsule) APOTEX INC","mp_formal_name: ""APO-TEMAZEPAM (temazepam 15 mg oral capsule) APOTEX INC"" -> ""TEMAZEPAM (temazepam 15 mg oral capsule) AA PHARMA INC"""
"TRUE","02239577","PMS-TOBRAMYCIN 0.3% OPHTHALMIC SOLUTION (tobramycin 3 mg per mL ophthalmic drops) PHARMASCIENCE INC","ADDED"
"TRUE","02278405","DOM-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) DOMINION PHARMACAL","ADDED"
"TRUE","02463776","ACCEL-CANDESARTAN (candesartan cilexetil 16 mg oral tablet) ACCEL PHARMA INC","ADDED"
"TRUE","02464284","ADLYXINE (lixisenatide 0.1 mg per mL solution for injection) SANOFI-AVENTIS CANADA INC","ADDED"
"TRUE","01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 1 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02465248","BELBUCA (buprenorphine (buprenorphine hydrochloride) 150 mcg NA) PURDUE PHARMA","ADDED"
"TRUE","02362708","SENNOSIDES WITH DOCUSATE SODIUM (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) EURO-PHARM INTERNATIONAL CANADA INC","ADDED"
"TRUE","02468484","RIVA-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 300 mg oral capsule) LABORATOIRE RIVA INC","ADDED"
"TRUE","02353598","REGULAR STRENGTH MUCOUS RELIEF CHEST (guaifenesin 200 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","02413639","VAL-BACLOFEN INTRATHECAL (baclofen 10 mg per 20 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C.","mp_formal_name: ""VAL-BACLOFEN INTRATHECAL (baclofen 10 mg per 20 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""BACLOFEN INJECTION (baclofen 10 mg per 20 mL solution for injection ampoule) STERIMAX INC"""
"TRUE","02246284","PMS-BRIMONIDINE (brimonidine tartrate 0.2 % ophthalmic drops) PHARMASCIENCE INC","ADDED"
"TRUE","02386062","APO-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) APOTEX INC","ADDED"
"TRUE","00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION","ADDED"
"TRUE","02399202","APO-BOSENTAN (bosentan (bosentan monohydrate) 62.5 mg oral tablet) APOTEX INC","ADDED"
"TRUE","02241210","TOBRAMYCIN INJECTION USP (tobramycin (tobramycin sulfate) 40 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02466120","CLARITHROMYCIN (clarithromycin 250 mg oral tablet) SANIS HEALTH INC","ADDED"
"TRUE","02241209","TOBRAMYCIN INJECTION USP (tobramycin (tobramycin sulfate) 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","02343657","TEVA-LETROZOLE (letrozole 2.5 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","00527033","FUROSEMIDE INJ USP (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","ADDED"
"TRUE","00778915","TOBRADEX (dexamethasone 0.1 % and tobramycin 0.3 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","02315637","ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC","ADDED"
"TRUE","02312328","ANTISEPTIC HAND GEL (benzalkonium chloride 0.12 % cutaneous gel) AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","ADDED"
"TRUE","02225972","APO-TEMAZEPAM (temazepam 30 mg oral capsule) APOTEX INC","mp_formal_name: ""APO-TEMAZEPAM (temazepam 30 mg oral capsule) APOTEX INC"" -> ""TEMAZEPAM (temazepam 30 mg oral capsule) AA PHARMA INC"""
"TRUE","02242905","MIDAZOLAM INJECTION (midazolam 5 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","ADDED"
"TRUE","02413655","PROACTIV EMERGENCY BLEMISH RELIEF (benzoyl peroxide 5 % cutaneous cream) THE PROACTIV COMPANY LLC","ADDED"
"TRUE","02256290","RELPAX (eletriptan (eletriptan hydrobromide) 20 mg oral tablet) PFIZER CANADA INC","ADDED"
"TRUE","01911473","INHIBACE TAB 2.5MG (cilazapril 2.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED","mp_formal_name: ""INHIBACE TAB 2.5MG (cilazapril 2.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""INHIBACE (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"""
NA,"700158","TREMYTOINE INJ 50MG/ML (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD","DELETED"
"TRUE","02384892","TEVA-NABILONE (nabilone 1 mg oral capsule) TEVA CANADA LIMITED","ADDED"
"TRUE","02412691","ACT DUTASTERIDE (dutasteride 0.5 mg oral capsule) ACTAVIS PHARMA COMPANY","mp_formal_name: ""ACT DUTASTERIDE (dutasteride 0.5 mg oral capsule) ACTAVIS PHARMA COMPANY"" -> ""ACT DUTASTERIDE (dutasteride 0.5 mg oral capsule) TEVA CANADA LIMITED"""
"TRUE","02392259","RIVA-ANASTROZOLE (anastrozole 1 mg oral tablet) LABORATOIRE RIVA INC","ADDED"
"TRUE","02245741","ANTISEPTIC BODY CLEANSER (chlorhexidine gluconate 2 % wipe) SAGE PRODUCTS LLC","ADDED"
NA,"700380","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC","DELETED"
"TRUE","02469375","PREVYMIS (letermovir 240 mg oral tablet) MERCK CANADA INC","ADDED"
"TRUE","02378752","BALÉA KIDS ANTIBACTERIAL WIPES (benzalkonium chloride 0.13 % wipe) NICE-PAK PRODUCTS INC","ADDED"
"TRUE","02439255","ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule) TEVA CANADA LIMITED","ADDED"
"TRUE","00785261","PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL ophthalmic/otic drops) PHARMASCIENCE INC","mp_formal_name: ""PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL ophthalmic/otic drops) PHARMASCIENCE INC"" -> ""PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 0.1 % ophthalmic/otic drops) PHARMASCIENCE INC"""
"TRUE","02273462","BENYLIN COLD & SINUS (acetaminophen 500 mg and phenylephrine hydrochloride 5 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","ADDED"
"TRUE","02420678","RODAN+FIELDS UNBLEMISH (benzoyl peroxide 2.5 % NA) RODAN & FIELDS LLC","ADDED"
"TRUE","02404044","XERESE (acyclovir 5 % and hydrocortisone 1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02419807","OVERNIGHT ACNE CONTROL (benzoyl peroxide 2.5 % cutaneous gel) JOHNSON & JOHNSON INC","ADDED"
"TRUE","02428474","SEPTA-ZOLMITRIPTAN-ODT (zolmitriptan 2.5 mg orodispersible tablet) SEPTA PHARMACEUTICALS INC","ADDED"
"TRUE","02389991","ONDISSOLVE ODF (ondansetron 8 mg orodispersible film) TAKEDA CANADA INC","ADDED"
"TRUE","02351072","LORAZEPAM (lorazepam 0.5 mg oral tablet) SANIS HEALTH INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20100615"" -> ""20180111"""
"TRUE","02391678","SUBLINOX (zolpidem tartrate 5 mg orodispersible tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"TRUE","02465124","MAR-KETOROLAC (ketorolac tromethamine 10 mg oral tablet) MARCAN PHARMACEUTICALS INC","ADDED"
"TRUE","02467771","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule) SANIS HEALTH INC","ADDED"
"TRUE","02243240","DIAZEPAM AUTOINJECTOR (diazepam 20 mg per 2 mL solution for injection ampoule) MERIDIAN MEDICAL TECHNOLOGIES INC.","mp_formal_name: ""DIAZEPAM AUTOINJECTOR (diazepam 20 mg per 2 mL solution for injection ampoule) MERIDIAN MEDICAL TECHNOLOGIES INC."" -> ""DIAZEPAM AUTOINJECTOR (diazepam 10 mg per 2 mL solution for injection ampoule) MERIDIAN MEDICAL TECHNOLOGIES INC."""
"TRUE","02284677","PMS-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 250 mg oral tablet) PHARMASCIENCE INC","ADDED"
"TRUE","02248351","ANTI-MICROBE (benzalkonium chloride 0.3 % cutaneous liquid) ATOMS F.D. INC","ADDED"
"TRUE","02243980","DIMETAPP (brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","ADDED"
"TRUE","02332752","RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","mp_formal_name: ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NODEN PHARMA DAC"""
"TRUE","02470306","FOQUEST (methylphenidate hydrochloride 35 mg modified-release oral capsule) PURDUE PHARMA","ADDED"
"TRUE","02242842","DIGISAN E FOAM HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) ECOLAB CO","ADDED"
"TRUE","02392461","LYSOL BRAND II NO-TOUCH ANTIBACTERIAL HAND SOAP (benzalkonium chloride 0.1 % cutaneous solution) RECKITT BENCKISER (CANADA) INC","ADDED"
"TRUE","02390396","PROACTIV TREAT (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED"
"TRUE","02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","ADDED"
"TRUE","02314290","TEVA-NARATRIPTAN (naratriptan (naratriptan hydrochloride) 1 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"TRUE","02467135","ONIVYDE (irinotecan hydrochloride (irinotecan sucrose octasulfate) 43 mg per 10 mL suspension for injection) BAXALTA CANADA CORPORATION","ADDED"
NA,"700269","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) TELIGENT OU","DELETED"
"TRUE","02459914","CCP-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) CELLCHEM PHARMACEUTICALS INC.","ADDED"
"TRUE","02380757","MYLAN-MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) MYLAN PHARMACEUTICALS ULC","mp_status_effective_time: ""20120227"" -> ""20180207"""
"TRUE","02380900","PMS-NABILONE (nabilone 0.5 mg oral capsule) PHARMASCIENCE INC","ADDED"
"TRUE","00832146","CHLORHEXIDINE GLUCONATE SOLUTION 0.05% (chlorhexidine gluconate 0.05 % cutaneous solution) LABORATOIRE ATLAS INC","ADDED"
"TRUE","02239372","ZOFRAN ODT (ondansetron 4 mg orodispersible tablet) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"TRUE","01952129","EXPECTORANT SYRUP (SUCROSE FREE) (guaifenesin 100 mg per 5 mL syrup) TEVA CANADA LIMITED","ADDED"
"TRUE","00476374","CHOLEDYL EXPECTORANT ELIXIR (guaifenesin 50 mg per 5 mL and oxtriphylline 100 mg per 5 mL oral solution) ERFA CANADA 2012 INC","ADDED"
"TRUE","02305267","MINT-ONDANSETRON (ondansetron (ondansetron hydrochloride) 8 mg oral tablet) MINT PHARMACEUTICALS INC","ADDED"
