mp_code,mp_formal_name,changes,QA Comments
2314932,LEVOFLOXACIN IN 5% DEXTROSE INJECTION (levofloxacin 5 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2315424,ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 250 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2315432,ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2315440,ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2315475,COLD LIQUID GRAPE FLAVOUR (brompheniramine maleate 2 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL oral liquid) PHARMETICS (2011) INC,ADDED,
2315637,ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC,ADDED,
2316307,SANDOZ DORZOLAMIDE (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) SANDOZ CANADA INCORPORATED,ADDED,
2316528,PRO-SOTALOL (sotalol hydrochloride 80 mg oral tablet) PRO DOC LIMITEE,"ntp_code: ""9002873"" -> ""9011920""",
2316536,PRO-SOTALOL (sotalol hydrochloride 160 mg oral tablet) PRO DOC LIMITEE,"ntp_code: ""9002872"" -> ""9011919""",
2316544,PRO-GLYBURIDE (glyburide 5 mg oral tablet) PRO DOC LIMITEE,DELETED,
2316749,X-PUR CHLORHEXIDINE (chlorhexidine gluconate 0.12 % gargle/mouthwash) PHARMASCIENCE INC,ADDED,
2317192,APRI 21 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) TEVA CANADA LIMITED,"ntp_code: ""9006557"" -> ""9008751""",
2317206,APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) TEVA CANADA LIMITED,"ntp_code: ""9006558"" -> ""9008752""",
2318237,ALCOHOL-FREE FOAMING HAND SANITIZER/ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.1 % cutaneous solution) AVMOR LTD,ADDED,
2318296,X3 CLEAN ALCOHOL-FREE FOAMING HAND SANITIZER/ X3 CLEAN ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,ADDED,
2318725,ANTIBACTERIAL FOAMING HAND SOAP (benzalkonium chloride 0.125 % cutaneous solution) AVMOR LTD,ADDED,
2319837,OBAGI CLENZIDERM ACNE LOTION (benzoyl peroxide 5 % lotion) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC,ADDED,
2320258,HANDS FRESH ALCOHOL-FREE FOAM SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) KRUGER PRODUCTS L.P.,ADDED,
2320738,PMS-ANASTROZOLE (anastrozole 1 mg oral tablet) PHARMASCIENCE INC,ADDED,
2321157,YAZ (drospirenone 3 mg and ethinyl estradiol 20 mcg oral tablet with lactose oral tablet) BAYER INC,"ntp_code: ""9006603"" -> ""9006572""",
2321424,T36 THE LIQUID ANTISEPTIC HAND SANITIZER (alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous liquid) VANC PHARMACEUTICALS INC,ADDED,
2321874,EMERGENCY ACNE VANISHING FACIAL CLEANSER (benzoyl peroxide 5 % lotion) THE MENTHOLATUM COMPANY OF CANADA LTD,ADDED,
2321947,T36 THE WIPE ANTISEPTIC HAND SANITIZER (alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL wipe) PROTERRA MANAGEMENT GROUP INC,ADDED,
2322153,T36 ANTISEPTIC HAND SANITIZER SPRAY (alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL cutaneous spray) VANC PHARMACEUTICALS INC,ADDED,
2322315,MED-LETROZOLE (letrozole 2.5 mg oral tablet) GENERIC MEDICAL PARTNERS INC,ADDED,
2322323,SANDOZ NARATRIPTAN (naratriptan (naratriptan hydrochloride) 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED,ADDED,
2322765,GRANISETRON HYDROCHLORIDE INJECTION (granisetron (granisetron hydrochloride) 1 mg per mL solution for injection) OMEGA LABORATORIES LTD,ADDED,
2323052,INSPRA (eplerenone 25 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9004545"" -> ""9009287""",
2323060,INSPRA (eplerenone 50 mg oral tablet) PFIZER CANADA INC,"ntp_code: ""9004543"" -> ""9009288""",
2323796,CHEST CONGESTION (guaifenesin 100 mg per 5 mL oral liquid) ACCUDIAL PHARMACEUTICAL INC,ADDED,
2323885,VICKS DAYQUIL MUCUS CONTROL (guaifenesin 200 mg per 15 mL oral liquid) PROCTER & GAMBLE INC,ADDED,
2324229,PMS-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) PHARMASCIENCE INC,ADDED,
2324253,PDP-HYDROCODONE (hydrocodone bitartrate 5 mg per 5 mL syrup) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,"ntp_code: ""9006556"" -> ""9009884""",
2324326,MELOXICAM (meloxicam 7.5 mg oral tablet) PRO DOC LIMITEE,DELETED,
2324334,MELOXICAM (meloxicam 15 mg oral tablet) PRO DOC LIMITEE,DELETED,
2324563,SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) SANDOZ CANADA INCORPORATED,"ntp_code: ""9000900"" -> ""9011704""",
2324571,SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) SANDOZ CANADA INCORPORATED,"ntp_code: ""9000901"" -> ""9011706""",
2324598,SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) SANDOZ CANADA INCORPORATED,"ntp_code: ""9000902"" -> ""9011707""",
2324601,SANDOZ RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) SANDOZ CANADA INCORPORATED,"ntp_code: ""9000903"" -> ""9011708""",
2324768,PMS-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) PHARMASCIENCE INC,ADDED,
2325160,ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) PRO DOC LIMITEE,ADDED,
2325462,VAGIFEM 10 (estradiol (estradiol hemihydrate) 10 mcg vaginal tablet) NOVO NORDISK CANADA INC,"ntp_code: ""9001313"" -> ""9009355""",
2325942,APO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) APOTEX INC,ADDED,
2326035,ZINDA-ANASTROZOLE (anastrozole 1 mg oral tablet) STASON PHARMACEUTICALS INC,ADDED,
2327236,"METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC",ADDED,
2327236,"METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC",ADDED,
2327236,"METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC",ADDED,
2328690,RAN-ANASTROZOLE (anastrozole 1 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2331551,TEVA-LACTULOSE (lactulose 667 mg per mL oral solution) TEVA CANADA LIMITED,"ntp_code: ""9002072"" -> ""9010195""",
2331624,AZARGA (brinzolamide 1 % and timolol (timolol maleate) 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2332450,ANACIN (acetylsalicylic acid 325 mg and caffeine 32 mg oral tablet) PALADIN LABS INC,ADDED,
2332469,ANACIN EXTRA STRENGTH (acetylsalicylic acid 500 mg and caffeine 32 mg oral tablet) PALADIN LABS INC,ADDED,
2332728,RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 12.5 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"mp_formal_name: ""RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 12.5 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 12.5 mg oral tablet) NODEN PHARMA DAC""",
2332736,RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"mp_formal_name: ""RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""RASILEZ HCT (aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 25 mg oral tablet) NODEN PHARMA DAC""",
2332744,RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 12.5 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"mp_formal_name: ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 12.5 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 12.5 mg oral tablet) NODEN PHARMA DAC""",
2332752,RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"mp_formal_name: ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""RASILEZ HCT (aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet) NODEN PHARMA DAC""",
2336715,APO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) APOTEX INC,"ntp_code: ""9000900"" -> ""9011704""",
2336723,APO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) APOTEX INC,"ntp_code: ""9000901"" -> ""9011706""",
2336731,APO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) APOTEX INC,"ntp_code: ""9000902"" -> ""9011707""",
2336758,APO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) APOTEX INC,"ntp_code: ""9000903"" -> ""9011708""",
2336812,ACNE TREATMENT LOTION (benzoyl peroxide 5 % lotion) VIVIER CANADA INCORPORATED,ADDED,
2338459,ACH-LETROZOLE (letrozole 2.5 mg oral tablet) ACCORD HEALTHCARE INC,ADDED,
2338467,SANDOZ ANASTROZOLE (anastrozole 1 mg oral tablet) SANDOZ CANADA INCORPORATED,ADDED,
2339080,JAMP-ANASTROZOLE (anastrozole 1 mg oral tablet) JAMP PHARMA CORPORATION,ADDED,
2339366,PRECEDEX (dexmedetomidine (dexmedetomidine hydrochloride) 100 mcg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION,ADDED,
2342235,GD-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 20 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC,ADDED,
2342243,GD-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC,ADDED,
2342529,EXACT ANTIBACTERIAL WIPES (benzalkonium chloride 0.13 % wipe) NICE-PAK PRODUCTS INC,ADDED,
2342545,TEVA-ZOLMITRIPTAN OD (zolmitriptan 2.5 mg orodispersible tablet) TEVA CANADA LIMITED,ADDED,
2343657,TEVA-LETROZOLE (letrozole 2.5 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2344408,OLUX-E (clobetasol propionate 0.05 % cutaneous foam) GLAXOSMITHKLINE INC,"mp_formal_name: ""OLUX-E (clobetasol propionate 0.05 % cutaneous foam) GLAXOSMITHKLINE INC"" -> ""OLUX-E (clobetasol propionate 0.05 % cutaneous foam) MAYNE PHARMA INC""",
2344815,SANDOZ LETROZOLE (letrozole 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED,ADDED,
2344823,AURO-CEFUROXIME (cefuroxime (cefuroxime axetil) 250 mg oral tablet) AUROBINDO PHARMA LIMITED (UNIT VI),"tm_code: ""8001055"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime axetil)"" -> ""cefuroxime""",
2344831,AURO-CEFUROXIME (cefuroxime (cefuroxime axetil) 500 mg oral tablet) AUROBINDO PHARMA LIMITED (UNIT VI),"tm_code: ""8001055"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime axetil)"" -> ""cefuroxime""",
2345064,BACTRA-CLEAN HAND SANITIZER (benzalkonium chloride 0.15 % cutaneous spray) VISPAK INC,ADDED,
2345080,IRINOTECAN HYDROCHLORIDE TRIHYDRATE FOR INJECTION (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 20 mg per mL solution for injection) FRESENIUS KABI CANADA LTD,ADDED,
2346176,SEASONIQUE (ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet ) TEVA WOMEN'S HEALTH INC,"ntp_code: ""9006605"" -> ""9009384""",
2346982,SANISCRUBZ (benzalkonium chloride 0.15 % wipe) GERMIPHENE CORPORATION,ADDED,
2348969,LETROZOLE (letrozole 2.5 mg oral tablet) ACTAVIS PHARMA COMPANY,ADDED,
2349655,SMART-SAN ALCOHOL-FREE HAND SANITIZER FOAM (benzalkonium chloride 0.1 % cutaneous solution) BEST SANITIZERS INC,ADDED,
2350963,CILAZAPRIL (cilazapril (cilazapril monohydrate) 1 mg oral tablet) SANIS HEALTH INC,"ntp_code: ""9004032"" -> ""9012366""
ntp_formal_name: ""cilazapril (cilazapril monohydrate) 1 mg oral tablet"" -> ""cilazapril 1 mg oral tablet""",TM naming issue (monohydrate in TM name)
2350971,CILAZAPRIL (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) SANIS HEALTH INC,"ntp_code: ""9004033"" -> ""9002540""
ntp_formal_name: ""cilazapril (cilazapril monohydrate) 2.5 mg oral tablet"" -> ""cilazapril 2.5 mg oral tablet""",TM naming issue (monohydrate in TM name)
2351064,VICTOZA (liraglutide 6 mg per mL solution for injection) NOVO NORDISK CANADA INC,ADDED,
2351218,ACH-ANASTROZOLE (anastrozole 1 mg oral tablet) ACCORD HEALTHCARE INC,ADDED,
2351420,FUROSEMIDE (furosemide 20 mg oral tablet) SANIS HEALTH INC,"ntp_code: ""9000092"" -> ""9009614""",
2351439,FUROSEMIDE (furosemide 40 mg oral tablet) SANIS HEALTH INC,"ntp_code: ""9000093"" -> ""9009619""",
2351447,FUROSEMIDE (furosemide 80 mg oral tablet) SANIS HEALTH INC,"ntp_code: ""9000249"" -> ""9009625""",
2351935,SANI HANDS FOAM - AF (benzalkonium chloride 0.1 % cutaneous solution) OSTREM CHEMICAL CO LTD.,ADDED,
2352710,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) SANIS HEALTH INC,"ntp_code: ""9000116"" -> ""9007158""",newly marketed OK
2352729,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) SANIS HEALTH INC,"ntp_code: ""9000118"" -> ""9007164""",newly marketed OK
2352745,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) SANIS HEALTH INC,"ntp_code: ""9000373"" -> ""9007154""",newly marketed OK
2352753,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SANIS HEALTH INC,"ntp_code: ""9000374"" -> ""9007160""",newly marketed OK
2352761,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) SANIS HEALTH INC,"ntp_code: ""9000373"" -> ""9007154""",newly marketed OK
2352788,AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SANIS HEALTH INC,"ntp_code: ""9000374"" -> ""9007160""",newly marketed OK
2353571,EXTRA STRENGTH MUCOUS RELIEF CHEST (guaifenesin 400 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2353598,REGULAR STRENGTH MUCOUS RELIEF CHEST (guaifenesin 200 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2354543,LORIS 0.13% BZK (benzalkonium chloride 0.13 % wipe) LERNAPHARM (LORIS) INC.,ADDED,
2354780,FRAGRANCE FOAM (benzalkonium chloride 0.13 % cutaneous solution) SCENTSY INC,ADDED,
2355558,DERMSAFE PC (chlorhexidine gluconate 4 % lotion) SKINVISIBLE PHARMACEUTICALS INC,ADDED,
2355736,BENZALKONIUM CHLORIDE ANTISEPTIC TOWELETTE (benzalkonium chloride 0.13 % wipe) CANADIAN CUSTOM PACKAGING COMPANY,ADDED,
2355965,LORIS 2% CHG WIPE/SERVIETTE (chlorhexidine gluconate 2 % wipe) LERNAPHARM (LORIS) INC.,ADDED,
2356112,BZK TOWELETTE (benzalkonium chloride 0.133 % wipe) DUKAL CORPORATION,ADDED,
2356597,HAIR REGROWTH FORMULA (minoxidil 20 mg per mL cutaneous solution) VITA HEALTH PRODUCTS INC,"ntp_code: ""9002078"" -> ""9010665""",
2357585,IRINOTECAN HYDROCHLORIDE TRIHYDRATE FOR INJECTION (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 20 mg per mL solution for injection) ACCORD HEALTHCARE INC,ADDED,
2358018,LORIS 2% CHG SOLUTION (chlorhexidine gluconate 2 % cutaneous solution) LERNAPHARM (LORIS) INC.,ADDED,
2358077,RAN-NABILONE (nabilone 0.25 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2358085,RAN-NABILONE (nabilone 0.5 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2358093,RAN-NABILONE (nabilone 1 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2358514,APO-LETROZOLE (letrozole 2.5 mg oral tablet) APOTEX INC,ADDED,
2360101,THEO ER (theophylline 400 mg prolonged-release oral tablet) AA PHARMA INC,ADDED,
2360128,THEO ER (theophylline 600 mg prolonged-release oral tablet) AA PHARMA INC,ADDED,
2360365,FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD,ADDED,
2360365,FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD,ADDED,
2360446,FUROSEMIDE SPECIAL INJECTION (furosemide 250 mg per 25 mL solution for injection 25 mL vial) OMEGA LABORATORIES LTD,"mp_formal_name: ""FUROSEMIDE SPECIAL INJECTION (furosemide 250 mg per 25 mL solution for injection 25 mL vial) OMEGA LABORATORIES LTD"" -> ""FUROSEMIDE SPECIAL INJECTION (furosemide 250 mg per 25 mL solution for injection vial) OMEGA LABORATORIES LTD""
ntp_code: ""9006490"" -> ""9000382""
ntp_formal_name: ""furosemide 250 mg per 25 mL solution for injection 25 mL vial"" -> ""furosemide 250 mg per 25 mL solution for injection vial""",
2361663,RAPAFLO (silodosin 4 mg oral capsule) ALLERGAN PHARMA CO.,ADDED,
2361671,RAPAFLO (silodosin 8 mg oral capsule) ALLERGAN PHARMA CO.,ADDED,
2361752,ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 100 mcg pressurised inhalation) MERCK CANADA INC,"mp_formal_name: ""ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 100 mcg pressurised inhalation) MERCK CANADA INC"" -> ""ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation) MERCK CANADA INC""
ntp_code: ""9004849"" -> ""9012392""
ntp_formal_name: ""formoterol fumarate 5 mcg and mometasone furoate 100 mcg pressurised inhalation"" -> ""formoterol fumarate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation""",
2361760,ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 200 mcg pressurised inhalation) MERCK CANADA INC,"mp_formal_name: ""ZENHALE (formoterol fumarate dihydrate 5 mcg and mometasone furoate 200 mcg pressurised inhalation) MERCK CANADA INC"" -> ""ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation) MERCK CANADA INC""
ntp_code: ""9004884"" -> ""9012393""
ntp_formal_name: ""formoterol fumarate 5 mcg and mometasone furoate 200 mcg pressurised inhalation"" -> ""formoterol fumarate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation""",
2361949,BENZAGEL SPOT-ON ACNE GEL (benzoyl peroxide 2.5 % cutaneous gel) COLUMBIA LABORATORIES CANADA INC,ADDED,
2362708,SENNOSIDES WITH DOCUSATE SODIUM (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) EURO-PHARM INTERNATIONAL CANADA INC,ADDED,
2362988,SANDOZ ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED,ADDED,
2362996,SANDOZ ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) SANDOZ CANADA INCORPORATED,ADDED,
2364905,NEXT CHOICE (levonorgestrel 0.75 mg oral tablet) ACTAVIS PHARMA COMPANY,ADDED,
2365154,TOBI PODHALER (tobramycin 28 mg inhalation powder capsule) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2365650,TARO-ANASTROZOLE (anastrozole 1 mg oral tablet) TARO PHARMACEUTICALS INC,ADDED,
2367483,PMS-OLANZAPINE (olanzapine 20 mg oral tablet) PHARMASCIENCE INC,ADDED,
2368307,BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % lotion) JAN MARINI SKIN RESEARCH INC,ADDED,
2368617,JAMP-SOTALOL (sotalol hydrochloride 80 mg oral tablet) JAMP PHARMA CORPORATION,"ntp_code: ""9002873"" -> ""9011920""",
2368625,JAMP-SOTALOL (sotalol hydrochloride 160 mg oral tablet) JAMP PHARMA CORPORATION,"ntp_code: ""9002872"" -> ""9011919""",
2368684,MEN'S ROGAINE FOAM 5% (minoxidil 5 % cutaneous foam) JOHNSON & JOHNSON INC,"ntp_code: ""9005133"" -> ""9010666""",
2369036,MYLAN-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,ADDED,
2369575,X3 ON-THE-GO ANTISEPTIC SPRAY (benzalkonium chloride 0.13 % cutaneous spray) NATURAL ESSENTIALS INC,ADDED,
2370433,SUBLINOX (zolpidem tartrate 10 mg orodispersible tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2370468,SAMSCA (tolvaptan 15 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,"ntp_code: ""9004930"" -> ""9012159""",
2370476,SAMSCA (tolvaptan 30 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,"ntp_code: ""9004931"" -> ""9012161""",
2371189,OPTION 2 (levonorgestrel 0.75 mg oral tablet) PERRIGO INTERNATIONAL,ADDED,
2371731,MAR-ONDANSETRON (ondansetron (ondansetron hydrochloride) 4 mg oral tablet) MARCAN PHARMACEUTICALS INC,ADDED,
2371758,MAR-ONDANSETRON (ondansetron (ondansetron hydrochloride) 8 mg oral tablet) MARCAN PHARMACEUTICALS INC,ADDED,
2372010,JALYN (dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule) GLAXOSMITHKLINE INC,ADDED,
2372282,RAN-LETROZOLE (letrozole 2.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2373009,JAMP-LETROZOLE (letrozole 2.5 mg oral tablet) JAMP PHARMA CORPORATION,ADDED,
2373068,GD-LATANOPROST/TIMOLOL (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) GENMED A DIVISION OF PFIZER CANADA INC,ADDED,
2373424,MAR-LETROZOLE (letrozole 2.5 mg oral tablet) MARCAN PHARMACEUTICALS INC,ADDED,
2374420,APO-ANASTROZOLE (anastrozole 1 mg oral tablet) APOTEX INC,ADDED,
2376091,SEPTA-ONDANSETRON (ondansetron (ondansetron hydrochloride) 4 mg oral tablet) SEPTA PHARMACEUTICALS INC,ADDED,
2376105,SEPTA-ONDANSETRON (ondansetron (ondansetron hydrochloride) 8 mg oral tablet) SEPTA PHARMACEUTICALS INC,ADDED,
2376938,ONBREZ BREEZHALER (indacaterol (indacaterol maleate) 75 mcg inhalation powder capsule) NOVARTIS PHARMACEUTICALS CANADA INC,"tm_code: ""8001061"" -> ""8001084""
tm_formal_name: ""indacaterol (indacaterol maleate)"" -> ""indacaterol""",
2378213,ZINDA-LETROZOLE (letrozole 2.5 mg oral tablet) STASON PHARMACEUTICALS INC,ADDED,
2378582,"CAPRELSA (vandetanib 100 mg oral tablet) SANOFI GENZYME, A DIVISION OF SANOFI-AVENTIS CANADA INC",ADDED,
2378590,"CAPRELSA (vandetanib 300 mg oral tablet) SANOFI GENZYME, A DIVISION OF SANOFI-AVENTIS CANADA INC",ADDED,
2378752,BALÉA KIDS ANTIBACTERIAL WIPES (benzalkonium chloride 0.13 % wipe) NICE-PAK PRODUCTS INC,ADDED,
2379104,MED-ANASTROZOLE (anastrozole 1 mg oral tablet) GENERIC MEDICAL PARTNERS INC,ADDED,
2379430,NOBAC INSTANT FOAMING HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous solution) MASON CHEMICAL COMPANY,ADDED,
2379562,MAR-ANASTROZOLE (anastrozole 1 mg oral tablet) MARCAN PHARMACEUTICALS INC,ADDED,
2379929,ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) PRO DOC LIMITEE,ADDED,
2379988,ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) PRO DOC LIMITEE,ADDED,
2380021,TOVIAZ (fesoterodine fumarate 4 mg prolonged-release oral tablet) PFIZER CANADA INC,ADDED,
2380048,TOVIAZ (fesoterodine fumarate 8 mg prolonged-release oral tablet) PFIZER CANADA INC,ADDED,
2380900,PMS-NABILONE (nabilone 0.5 mg oral capsule) PHARMASCIENCE INC,ADDED,
2380919,PMS-NABILONE (nabilone 1 mg oral capsule) PHARMASCIENCE INC,ADDED,
2380951,APO-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) APOTEX INC,ADDED,
2381389,EDARBI (azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2381397,EDARBI (azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.,ADDED,
2381575,APO-ZOLMITRIPTAN RAPID (zolmitriptan 2.5 mg orodispersible tablet) APOTEX INC,ADDED,
2382091,TEVA-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 20 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2382105,TEVA-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2382342,MIDAZOLAM INJECTION USP (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2382350,MIDAZOLAM INJECTION USP (midazolam 5 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2382377,MIDAZOLAM INJECTION USP (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2382385,MIDAZOLAM INJECTION USP (midazolam 5 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
